,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
71,Yeray Álvarez,1.2,1.7,0.8,0.4,3.6,0.3,0.5,-
72,Nahuel Molina,2.1,0.5,0.7,0.1,1.4,1.6,0.2,-
73,Lucas Boyé,1,0.4,1.7,-,1.3,0.5,0.1,-
74,Iza Carcelén,2.6,0.7,0.6,0.4,2.5,0.8,0.4,-
75,Eduardo Camavinga,1.8,0.5,1.1,0.1,0.5,1.1,0.1,-
76,Youssouf Sabaly,2,0.8,0.9,0.4,2,0.5,0.3,-
77,Pablo Maffeo,2.1,0.7,0.9,0.1,1.7,0.9,0.3,-
78,Marcos Acuña,1.9,0.8,1.1,0.2,1.1,0.4,0.2,-
79,Santi Comesaña,2,0.9,1.4,-,0.4,1.3,0.1,-
80,David García,1.1,1.4,1.7,0.9,4.7,0.1,0.4,-
81,Robin Le Normand,1.1,1,1.3,0.9,2.8,0.4,0.4,1
82,David López,1.6,0.7,0.8,0.4,3.2,0.4,1,-
83,Gonzalo Plata,1.9,0.4,0.6,-,0.2,1.4,-,-
84,Diego Rico,1.8,1,1.4,0.3,2,0.8,0.3,-
85,Dani Ceballos,1.4,0.8,0.6,-,0.2,1.3,0.1,-
86,Gerard Gumbau,1.3,0.8,1.5,-,1.1,0.9,0.2,-
87,Alex Berenguer,1.6,0.3,1.3,-,0.1,1,0.1,-
88,Copete,1.9,1.6,1.7,0.1,3.5,0.4,0.6,-
89,Omar Alderete,1.4,1,1.4,0.5,3.3,0.5,0.6,-
90,Arnau Martínez,2.1,0.8,1.1,0.3,1.4,1.4,0.3,-
91,Germán Pezzella,1.3,1.6,0.9,0.4,4.2,0.4,0.5,-
92,Unai Núñez,1.3,2,0.7,0.6,3.7,0.4,0.5,1
93,Edgar Badia,-,-,-,-,1.1,-,-,-
94,Iker Muniain,0.7,0.1,0.4,-,0.1,0.4,-,-
95,Alfonso Espino,2.4,1.3,1.4,0.3,2.4,1.3,0.3,-
96,Oihan Sancet,0.8,0.1,1.1,-,0.3,0.7,-,-
97,Mario Hermoso,0.8,0.7,1,0.3,2.9,0.8,0.3,-
98,William Carvalho,1.3,0.5,0.9,0.1,0.6,0.8,0.2,-
99,Koke,1.7,0.6,0.6,-,0.6,1.3,0.4,-
100,Fran García,2.2,1.2,0.6,0.2,1.3,1.1,0.2,-
101,Étienne Capoue,0.8,0.7,0.6,-,0.7,0.3,0.2,-
102,Sergio Canales,0.8,0.5,0.3,-,0.2,0.6,-,-
103,Stefan Savic,1.8,1.5,1.4,0.6,2.7,0.6,0.4,-
104,Cyle Larin,0.5,-,1.2,0.2,0.8,0.2,0.2,-
105,Lucas Torró,1.5,1.3,1.9,-,1.9,0.7,0.1,-
106,Lucas Ocampos,1.2,0.4,0.8,0.1,0.3,1.2,0.1,-
107,Álex Remiro,-,-,-,-,0.7,0.1,-,-
108,Valentín Castellanos,0.3,0.2,1.2,-,0.7,0.5,0.1,-
109,Moi Gómez,0.8,0.3,0.4,-,0.2,0.5,0.1,-
110,Martín Zubimendi,1.6,1,1.4,0.1,1.4,0.6,0.5,-
111,Oriol Romeu,2.1,1.1,1.8,0.1,1.5,0.8,0.3,-
112,Lucas Vázquez,1.5,0.3,1,0.2,0.4,0.3,-,-
113,Eray Cömert,1.5,1.3,1,0.5,3.2,0.7,0.3,-
114,Rui Silva,0.2,-,-,-,0.6,-,-,-
115,El Bilal Touré,0.2,-,1.2,-,1,0.1,-,-
116,Ante Budimir,0.6,0.2,1.5,0.1,0.6,0.3,-,-
117,Paulo Gazzaniga,-,-,-,-,0.4,-,-,-
118,Predrag Rajkovic,-,-,-,-,0.9,0.1,-,-
119,Luis Suárez,0.8,0.1,1.7,-,0.5,1,0.1,-
120,Sergio Escudero,1.4,1.1,0.8,0.2,1.7,0.9,0.3,-
121,Aitor Ruibal,1.8,0.9,0.8,0.2,1.2,1,0.1,-
122,Vinicius Souza,2.9,1.4,1.9,0.1,1.4,0.8,0.4,-
123,Thierry Correia,2.6,0.9,1.4,0.3,1.7,0.9,0.1,-
124,Rubén Sobrino,1.7,0.7,1.5,-,0.5,1,0.1,-
125,Jan Oblak,-,-,-,-,0.5,-,-,-
126,Omar Mascarell,1.9,1.6,0.8,0.1,1.9,1.2,0.7,-
127,Nemanja Gudelj,1.3,1,0.8,0.2,2.9,0.4,0.9,-
128,Íñigo Ruíz de Galarreta,1.8,1,2,-,0.6,1.1,0.3,-
129,Suso,0.6,0.1,0.5,-,0.1,0.5,-,-
130,Justin Kluivert,0.7,0.3,0.9,-,0.1,0.2,-,-
131,Óscar De Marcos,1.8,0.8,1.2,0.2,1.5,1,0.2,1
132,Fernando Martínez,-,-,-,-,0.6,0.1,-,-
133,Aridane Hernández,0.9,1.2,0.6,1,4.1,0.6,0.9,1
134,Alfonso Pedraza,1.3,0.7,0.8,0.3,0.8,0.4,-,-
135,Abde Ezzalzouli,1,0.1,1,-,0.2,0.4,-,-
136,Raúl Albiol,1,0.6,0.7,0.8,4.3,0.2,0.5,-
137,Luka Modric,0.6,0.3,0.6,-,0.2,0.5,0.2,-
138,Luiz Felipe,1.5,1.2,0.4,0.7,4.3,0.7,1,-
139,Sergi Roberto,1,0.5,0.8,0.1,0.6,0.5,0.3,-
140,Mouctar Diakhaby,1,0.7,0.8,0.6,3.6,0.2,0.6,-
141,Joseph Aidoo,1.5,0.9,0.5,0.7,4.1,0.3,0.4,-
142,Igor Zubeldia,1.1,0.7,1.4,0.6,2.9,0.3,0.5,1
143,Luiz Henrique,1.5,0.4,0.8,-,0.4,0.7,-,-
144,Ander Barrenetxea,0.9,0.2,1,0.1,0.3,0.7,-,-
145,Hugo Mallo,2,0.9,1.7,0.1,2.5,0.5,0.3,-
146,Óscar Trejo,1.4,0.2,2.3,-,0.2,1,0.1,-
147,Thomas Lemar,1.1,0.3,0.3,-,0.4,0.7,0.1,-
148,Mikel Vesga,1.6,1,1.2,-,1,1.2,0.2,1
149,Carlos Clerc,2.3,0.9,1,0.5,2.6,0.6,0.2,-
150,Borja Iglesias,0.2,-,1.1,-,0.5,0.3,-,-
151,Aimar Oroz,0.8,0.8,1.2,-,0.1,0.7,-,-
152,Rodrigo Riquelme,0.6,0.3,0.8,-,0.1,0.8,-,-
153,Luis Milla,1.8,1.2,1.1,-,0.9,0.9,-,-
154,Martin Valjent,1.2,1,1.1,0.2,4.4,0.3,0.7,-
155,Nacho,0.9,0.7,0.6,0.2,1.2,0.6,0.2,1
156,Eric García,1,0.8,0.8,0.8,1.4,0.5,0.4,-
157,Aihen Muñoz,1.7,0.4,1.3,0.1,1.3,1.1,0.2,-
158,Kike Barja,0.6,0.1,0.7,-,0.1,0.6,-,-
159,Léo Baptistão,1.1,0.7,1.1,-,0.3,0.7,0.1,-
160,Alejandro Catena,0.8,0.8,0.9,0.7,4.5,0.4,0.7,-
161,Aïssa Mandi,0.9,1,0.8,0.8,2.8,0.3,0.7,-
162,Brian Oliván,1.6,0.7,1.1,0.3,1.9,0.3,0.2,-
163,César Montes,0.9,0.7,0.9,0.5,5,0.4,0.6,-
164,Dani Rodríguez,1.2,0.6,1.4,-,0.3,0.7,0.2,-
165,Carles Pérez,1.1,0.2,1,-,0.2,1.3,0.1,-
166,Jawad El Yamiq,0.7,1.5,0.5,0.2,3.8,0.2,0.8,-
167,Théo Bongonda,0.9,0.2,0.5,-,0.3,0.7,0.1,-
168,Óscar Valentín,2.7,1.3,2.2,0.2,0.8,2.2,0.3,-
169,Álex Baena,0.9,0.2,1.7,-,0.4,0.9,0.1,-
170,Chimy Ávila,0.3,0.3,0.9,-,0.5,0.6,-,-
171,Dani Vivian,2,0.8,1.3,0.7,3,0.3,0.5,-
172,Nico González,1,0.7,1.3,-,0.5,0.6,0.3,1
173,David Alaba,0.7,0.6,0.4,0.3,1.6,0.3,0.4,-
174,Santiago Bueno,1.9,0.9,1.1,0.4,3,0.4,0.6,-
175,Tete Morente,1,0.8,1,0.1,0.8,0.7,0.1,-
176,Pepe Reina,-,-,-,-,0.4,-,-,-
177,Gonzalo Melero,1.2,0.3,0.9,-,0.7,1.1,0.1,-
178,Edgar González,1.1,0.8,0.9,1,4.8,0.5,0.4,-
179,Franco Cervi,2.1,1,0.8,-,0.4,0.9,-,-
180,Fernando,1.5,1.1,0.8,0.3,1.2,0.5,0.5,1
181,Samu Castillejo,0.8,0.4,1.3,-,-,1.3,0.1,-
182,Kike Pérez,1.9,0.6,1.6,-,0.7,1.2,0.2,-
183,Florian Lejeune,0.9,0.5,0.7,0.5,3.8,0.3,0.5,1
184,Iván Sánchez,0.8,0.3,0.4,-,0.2,0.7,-,-
185,Rodri,0.5,0.4,0.2,-,-,0.3,-,-
186,Miguel Gutiérrez,1.2,0.5,0.7,0.1,1,0.4,0.1,-
187,Iván Fresneda,2.2,0.7,0.6,-,2,0.8,0.4,-
188,Martin Braithwaite,0.4,0.2,0.6,0.1,0.4,0.3,-,-
189,Saúl Ñíguez,1.4,0.5,1.1,-,0.8,0.5,0.2,-
190,Nemanja Maksimovic,1.4,1.2,0.9,-,0.9,0.4,0.5,-
191,Youssef En-Nesyri,0.5,0.1,0.3,-,0.5,0.3,0.1,-
192,Samú Costa,1.9,1.2,1.6,0.2,1.9,1,0.2,-
193,Geoffrey Kondogbia,1.9,1.2,0.8,-,0.5,0.4,-,-
194,Óliver Torres,1.2,0.3,0.9,-,0.2,1.3,0.2,-
195,Lázaro,0.2,0.1,0.4,-,0.1,0.6,0.1,-
196,Iván Martín,0.4,0.4,0.8,-,0.5,0.6,-,-
197,Ansu Fati,0.4,0.1,0.5,-,0.1,0.4,-,-
198,Axel Witsel,1.1,0.7,0.6,0.4,2.2,0.4,0.3,-
199,Íñigo Lekue,1.2,0.7,0.8,0.1,1.3,0.4,0.1,-
200,Asier Illarramendi,1.5,0.8,1,-,0.7,1.2,0.3,-
201,Damián Suárez,1.8,0.5,1.5,0.3,1.1,0.8,-,-
202,Sergio Camello,0.4,0.1,0.3,-,0.7,0.3,-,-
203,Javi Sánchez,1.3,1.4,1.1,0.3,3.5,0.3,0.7,-
204,Giorgi Mamardashvili,-,-,-,-,0.6,-,-,-
205,Ivan Rakitic,1.2,0.9,0.5,-,0.6,0.7,-,-
206,Manu Sánchez,1.6,0.5,0.8,0.3,1.2,1,0.2,-
207,Érik Lamela,1.4,0.2,1.8,-,0.1,0.7,0.1,-
208,Rubén Peña,1.6,0.9,1.3,0.2,1.2,1.1,0.4,-
209,Djené Dakonam,1.2,1.3,1.5,0.7,2.3,0.5,0.3,-
210,Srdjan Babic,0.8,0.9,0.7,1.2,3.6,0.5,0.6,-
211,Marcos Alonso,0.6,0.5,0.4,0.7,1.3,0.1,0.4,-
212,Antonio Rüdiger,0.5,0.6,0.4,0.3,2.1,0.3,0.4,-
213,Rodrigo Ely,0.8,0.9,0.7,1.1,5.6,0.2,0.9,1
214,Monchu,1.5,0.5,1.4,-,0.5,0.8,0.3,-
215,Joaquín Fernández,1.3,1,0.6,0.5,3.6,0.4,0.8,1
216,Jaume Costa,1.6,0.7,1.4,0.1,1.2,0.7,0.2,-
217,Yan Couto,1,0.2,0.5,0.1,0.4,0.3,0.1,-
218,Alex Telles,0.8,0.7,0.9,0.3,1.3,0.4,0.2,-
219,Agustín Marchesín,-,-,-,-,0.6,0.1,-,-
220,Gorka Guruzeta,0.8,0.1,0.9,-,0.2,0.4,0.1,-
221,Javi Puado,0.5,0.3,0.4,-,0.3,0.4,0.1,-
222,Andrés Guardado,1.6,0.9,0.6,-,0.8,1,0.2,-
223,Óscar Plano,1.2,0.9,0.7,-,0.5,0.8,0.1,-
224,Juan Iglesias,1.9,0.7,1.4,0.2,2.2,1,0.2,-
225,Ángel Correa,0.3,0.3,0.5,-,0.1,0.3,-,-
226,Domingos Duarte,0.8,1.3,1,0.6,4.5,0.2,0.7,1
227,Borja Mayoral,0.3,0.1,0.5,-,0.2,0.7,-,-
228,Rubén Alcaraz,1.4,0.6,1.5,0.1,1.1,1.1,0.3,-
229,Gastón Álvarez,1.7,0.7,1.2,0.2,1.5,0.9,0.2,-
230,Fran Beltrán,0.9,1.5,0.7,-,0.9,1.1,0.1,-
231,Andoni Gorosabel,1.5,0.6,0.9,0.1,0.8,0.6,0.1,-
232,Leandro Cabrera,1.4,1.3,0.9,0.5,3.3,0.5,0.7,1
233,Óscar Rodríguez,1,0.7,0.7,-,0.4,0.5,0.1,-
234,Ferran Torres,0.4,0.1,0.5,0.1,0.1,0.5,0.1,-
235,Álex Pozo,1.2,0.9,0.5,0.2,1.1,0.9,0.2,-
236,José Luís Morales,0.2,0.1,0.2,-,0.1,0.4,-,-
237,Jørgen Strand Larsen,0.5,0.1,1.1,-,0.8,0.7,0.2,-
238,Unai Simón,0.1,-,-,-,0.4,-,-,-
239,Stefan Mitrovic,0.6,0.8,0.6,0.7,4,0.2,0.5,-
240,Edu Expósito,1.2,0.4,0.5,-,0.7,0.4,-,-
241,Toni Villa,1,0.3,0.5,-,-,0.5,-,-
242,Dani García,1.8,0.8,1.4,-,0.8,0.7,0.2,-
243,Mohamed-Ali Cho,0.7,0.1,0.6,-,0.1,0.3,-,-
244,Hugo Guillamón,0.8,0.8,1.4,-,1.1,0.6,0.1,1
245,Lucas Olaza,1,0.6,0.5,0.1,1.3,0.4,0.3,-
246,Luis Hernández,0.9,0.9,0.8,0.3,4,0.4,0.7,-
247,Álvaro Aguado,0.8,0.4,0.4,-,0.4,0.3,0.1,-
248,Unai García,1.1,0.9,1,0.6,2.7,0.2,0.7,-
249,Óscar Mingueza,1.8,0.6,0.9,0.2,1,0.3,0.2,-
250,Jesús Navas,0.6,0.7,0.2,0.1,1.3,0.3,0.2,1
251,Nacho Vidal,1.4,1,1.4,0.3,1.4,0.8,0.2,-
252,Yangel Herrera,1.3,0.2,1.7,-,0.6,0.5,0.1,-
253,Javi Hernández,0.8,0.3,0.4,0.2,1.4,0.3,0.2,-
254,Fernando Calero,1.7,0.5,0.8,0.3,1.9,0.5,0.5,-
255,Raúl de Tomás,0.2,-,1.1,-,0.3,0.2,-,-
256,Fali,1.1,0.5,0.6,0.1,2.7,0.4,0.6,-
257,Stole Dimitrievski,-,-,-,-,0.8,-,-,-
258,Kiko Femenía,0.9,1,0.3,0.4,1.1,0.3,0.3,-
259,Jon Moncayola,1.5,0.5,0.9,-,0.8,1.2,0.1,-
260,Rubén García,0.7,0.4,0.5,-,0.3,0.6,-,-
261,Dani Carvajal,1.2,0.6,0.8,0.2,1.5,0.6,0.2,-
262,Iván Balliu,1.4,0.7,1.1,0.4,1.8,0.3,0.1,2
263,Gabriel Paulista,0.8,1.5,0.6,0.5,3.7,0.3,0.7,-
264,Munir El Haddadi,0.4,0.3,0.5,-,0.1,0.3,0.1,-
265,Josan,1,0.3,0.4,0.1,0.5,0.5,-,-
266,Sergi Gómez,1,0.9,0.3,0.7,4.1,0.1,0.7,-
267,Alberto Moreno,1,1,1.1,0.1,1,0.5,-,-
268,Papu Gómez,0.3,0.2,0.3,0.1,0.3,0.4,0.1,-
269,Edinson Cavani,0.3,0.1,0.7,-,0.4,0.5,0.1,-
270,Pere Milla,1,0.3,0.6,-,0.5,0.8,0.1,-
271,Sergio Akieme,0.9,0.5,0.7,0.5,1.3,0.3,0.2,-
272,Yassine Bounou,0.1,0.1,-,-,0.7,0.1,-,-
273,Yunus Musah,1.5,0.3,1.3,0.1,0.5,0.3,-,-
274,Mikel Oyarzabal,0.6,0.1,0.7,-,0.2,0.6,0.2,-
275,Iván Villar,-,-,-,-,0.8,0.1,-,-
276,Aritz Elustondo,1,0.8,0.8,0.4,1.6,0.5,0.2,-
277,Pedro Bigas,1.3,1.2,0.6,0.7,3.3,0.4,0.5,-
278,Óscar Gil,1.9,0.9,1.6,0.2,1.2,0.9,0.5,-
279,César de la Hoz,1.5,0.5,0.8,0.1,1.4,0.7,0.2,-
280,Roque Mesa,0.9,0.4,1.3,-,0.6,0.9,0.1,-
281,Fidel,0.6,0.2,0.4,-,0.3,1.3,-,-
282,Dimitri Foulquier,1,0.5,0.9,0.2,1.2,0.3,0.1,-
283,Rafa Mir,0.3,0.2,0.9,0.1,0.4,0.1,-,-
284,Iddrisu Baba,1.1,0.4,1.1,0.1,1.1,0.6,0.3,-
285,Bernardo Espinosa,0.3,0.6,0.6,0.4,3.5,0.3,0.5,-
286,Renato Tapia,1.7,0.7,1,0.1,1.2,0.7,0.4,-
287,Tanguy Nianzou,1.1,0.8,0.7,0.4,2.1,0.2,0.3,-
288,Pablo Ibáñez,1.2,0.3,0.9,0.1,0.8,0.9,0.1,-
289,Helibelton Palacios,1.6,0.8,1.3,0.4,2.1,0.3,0.5,-
290,Nico Melamed,0.6,0.2,0.8,-,-,0.6,-,-
291,Juan Cruz,0.9,0.5,0.6,0.4,2,0.4,0.3,-
292,Gonzalo Montiel,0.9,0.7,0.7,0.1,1.2,0.5,0.3,-
293,Unai López,0.9,0.4,0.6,-,0.2,0.7,-,-
294,Joan Jordán,1.4,0.7,1.5,-,0.6,1,0.3,-
295,Pathé Ciss,1.2,0.7,1.2,-,1.1,0.6,0.3,1
296,Juanpe,1,0.5,0.6,0.5,3.1,0.3,0.5,-
297,Álvaro Negredo,0.2,-,0.2,-,0.4,-,-,-
298,Álex Fernández,0.5,0.3,0.3,-,0.7,0.4,-,-
299,Darko Brasanac,1.2,0.5,0.6,-,0.4,0.4,0.1,-
300,Chumi,1.4,0.7,0.5,0.9,2.2,0.4,0.3,-
301,Reinier,0.6,0.3,0.2,-,0.2,0.3,-,-
302,Raúl García,0.3,0.2,0.4,-,0.2,0.3,-,-
303,Cristhian Stuani,0.4,0.1,1.2,-,0.2,0.3,-,-
304,Toni Lato,1,0.3,0.5,0.1,0.5,0.5,-,-
305,Juanmi,0.6,0.2,0.7,-,0.1,1.1,-,-
306,Largie Ramazani,0.5,0.5,0.9,-,0.2,0.6,-,-
307,Luca de la Torre,1,0.3,1.2,-,0.2,0.7,-,-
308,Anthony Lozano,0.2,0.1,1.5,0.1,0.6,0.2,-,-
309,Ilaix Moriba,1.5,0.2,1.3,-,0.5,0.4,-,-
310,Portu,0.8,0.5,0.7,-,0.4,0.7,0.1,-
311,Valery Fernández,0.5,0.4,0.2,0.1,0.2,0.2,-,-
312,Pablo Barrios,0.9,0.4,0.3,-,0.2,0.3,0.1,-
313,Joaquín,0.1,0.2,-,-,0.2,0.1,0.1,-
314,Fede San Emeterio,1.2,0.5,1.8,-,0.8,0.7,0.4,-
315,Franck Kessié,0.5,0.4,0.6,0.1,0.4,0.4,0.1,-
316,Amath Ndiaye,1,0.2,1.3,0.1,0.1,0.3,-,-
317,Sergio León,0.2,-,0.3,-,0.1,0.1,-,-
318,Dyego Sousa,0.5,0.1,0.5,-,0.7,0.1,0.1,-
319,Manu Trigueros,0.9,0.2,0.6,-,0.2,0.6,0.1,-
320,Enzo Roco,1.5,0.8,1.5,0.7,2.8,0.4,0.7,-
321,Francisco Portillo,0.5,0.3,0.1,-,0.3,0.5,-,-
322,Carles Aleñá,0.5,0.1,1.7,-,0.4,0.8,-,-
323,Aleix Vidal,0.4,0.6,0.9,-,0.4,0.7,0.1,-
324,Carlos Fernández,0.3,-,0.7,-,0.2,0.6,-,-
325,Jaime Mata,0.7,0.2,0.9,-,0.3,0.8,0.1,-
326,Arnau Puigmal,1,0.5,0.5,-,0.2,0.2,-,-
327,Kike García,0.2,-,0.7,-,0.4,0.1,-,-
328,Gonçalo Paciência,0.3,-,0.8,-,0.2,0.2,-,-
329,Iván Alejo,1,0.2,1.2,-,0.3,0.6,0.1,-
330,Íñigo Eguaras,0.4,0.2,0.3,-,0.6,0.5,0.1,-
331,Ángel Algobia,1,0.1,1.2,-,0.3,1,0.2,-
332,Willian José,0.3,-,0.3,-,0.5,0.2,-,-
333,Oier Zarraga,0.5,0.4,0.7,-,0.2,0.5,-,-
334,Clément Grenier,1,0.3,1,-,0.3,0.5,-,-
335,José Mari Martín,0.8,0.3,0.3,-,0.4,0.3,0.1,-
336,Ezequiel Ponce,0.3,-,0.9,-,0.4,0.2,-,-
337,Hugo Duro,0.5,0.1,0.7,-,0.2,0.3,-,-
338,Antonio Sánchez,0.6,0.7,0.8,-,0.2,0.8,-,-
339,Abdón Prats,-,-,0.2,-,0.1,-,-,-
340,Raúl Guti,0.6,0.3,0.3,-,0.2,0.4,0.1,-
341,Radamel Falcao,0.1,0.1,0.6,-,0.4,0.3,-,-
342,Salvi Sánchez,0.5,0.1,0.3,-,-,0.3,-,-
