player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Carlos Augusto,269,Monza,24," D(L),M(L)  ",35,3087,5,0.7,39.4,84.7,0.3,1.1,0.1,6.99,6,4,0,1.2,1.6,4,0.9,0.5,0.2,0.8,1.3,2.1,0.7,1.2,0.2,2.1,0.6,0.2,0
Armando Izzo,269,Monza,31, D(C)  ,29(1),2475,0,0.5,52.0,87.7,0.1,3.3,0.0,6.93,1,10,0,0.5,1.3,3,0.4,1.5,0.0,0.3,0.4,2.4,1.7,1.5,0.1,2.6,0.5,0.6,0
Matteo Pessina,269,Monza,26, AM(CR)  ,34(1),2938,3,0.6,56.2,86.5,0.2,2.3,0.0,6.86,5,6,0,0.8,1.1,0,1.0,1.5,0.0,1.0,1.8,1.6,1.1,1.2,0.1,0.9,1.0,0.4,0
Michele Di Gregorio,269,Monza,25, GK  ,37,3330,1,0.0,34.5,71.9,0.0,6.7,0.0,6.79,0,0,0,0.0,0.1,3,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0
Nicolò Rovella,269,Monza,21, DMC  ,21(4),1749,2,0.9,53.0,89.7,0.4,3.9,0.0,6.78,1,6,1,0.8,0.4,0,0.2,0.8,0.1,0.3,0.8,1.8,1.6,1.0,0.1,0.6,0.9,0.0,0
Patrick Ciurria,269,Monza,28, M(CR)  ,31(5),2757,5,1.0,30.3,82.5,0.8,1.1,0.0,6.74,6,4,0,1.4,0.3,3,0.5,1.1,0.2,0.4,1.3,0.9,0.2,0.9,0.0,0.7,0.4,0.1,0
Stefano Sensi,269,Monza,27, AM(C)  ,21(7),1629,1,0.9,43.7,87.4,0.5,3.1,0.1,6.64,3,8,0,0.6,0.3,1,0.4,1.8,0.1,0.5,1.1,1.5,0.7,0.6,0.0,0.1,1.1,0.1,0
Dany Mota,269,Monza,25," AM(C),FW  ",21(8),1925,1,0.9,19.2,74.2,0.2,0.6,0.0,6.64,5,2,0,1.0,1.1,0,1.2,1.1,0.4,1.2,2.6,0.3,0.2,0.7,0.0,0.9,0.3,0.0,0
Pablo Marí,269,Monza,29, D(C)  ,28(2),2489,0,0.1,53.5,88.8,0.0,4.4,0.0,6.61,1,4,0,0.3,2.0,0,0.1,0.3,0.0,0.2,0.3,1.2,1.0,1.0,0.5,3.6,0.3,0.5,0
Andrea Colpani,269,Monza,24, AM(C)  ,10(17),944,1,0.6,13.6,83.2,0.4,0.6,0.1,6.54,4,1,0,0.9,0.2,0,0.7,1.0,0.0,0.6,0.8,0.5,0.1,0.8,0.0,0.2,0.1,0.1,0
Andrea Petagna,269,Monza,27, FW  ,19(12),1671,5,1.0,13.7,74.3,0.0,0.5,0.1,6.51,4,2,0,1.2,1.3,1,0.6,1.0,0.3,1.4,2.1,0.2,0.1,0.9,0.0,0.6,0.1,0.1,0
Gianluca Caprari,269,Monza,29," AM(CLR),FW  ",32(5),2466,2,0.8,26.8,83.2,0.5,1.0,0.1,6.5,5,7,0,1.4,0.2,1,1.1,1.4,0.2,0.9,2.1,0.4,0.2,0.9,0.0,0.1,0.5,0.0,0
Luca Caldirola,269,Monza,32, D(CL)  ,27(4),2360,0,0.1,45.9,88.3,0.0,2.1,0.0,6.48,2,5,0,0.3,1.1,0,0.0,0.8,0.0,0.0,0.2,0.8,0.8,1.0,0.3,2.1,0.4,0.6,0
José Machín,269,Monza,26, M(C)  ,11(14),1119,2,0.4,26.0,84.2,0.1,0.9,0.1,6.35,0,4,0,0.4,0.2,0,0.3,0.5,0.0,0.5,0.6,1.1,0.5,0.8,0.0,0.6,0.7,0.1,0
Marlon Santos,269,Monza,27, D(C)  ,18(10),1591,0,0.0,36.3,92.3,0.1,1.3,0.0,6.34,0,7,1,0.2,1.4,0,0.1,0.2,0.0,0.0,0.2,1.3,0.6,0.8,0.2,1.7,0.5,0.1,1
Samuele Birindelli,269,Monza,23, M(R)  ,14(17),1397,1,0.6,19.1,75.7,0.6,0.6,0.0,6.33,0,8,0,0.5,0.2,0,0.4,0.5,0.1,0.5,0.8,1.1,0.5,0.5,0.1,0.8,0.4,0.3,0
Christian Gytkjær,269,Monza,33, FW  ,3(19),539,0,0.1,4.5,69.0,0.0,0.1,0.0,6.07,1,0,0,0.6,0.5,0,0.1,0.3,0.5,0.2,0.8,0.3,0.0,0.5,0.0,0.1,0.1,0.0,0
