player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Simone Bastoni,1501,Spezia,26," D(L),DMC,M(L)  ",15(4),1198,4,0.9,23.6,69.3,1.1,0.9,0.1,6.65,2,7,0,1.2,0.6,0,0.4,0.6,0.1,0.7,1.1,2.5,0.4,1.5,0.1,0.7,0.9,0.3,0
MBala Nzola,1501,Spezia,26, FW  ,29(2),2654,2,0.9,18.5,80.5,0.1,0.1,0.0,6.64,13,8,0,2.0,1.4,3,1.0,1.3,0.3,2.2,4.0,0.4,0.2,1.8,0.0,0.7,0.2,0.2,0
Emil Holm,1501,Spezia,23, M(R)  ,17(3),1398,1,0.7,20.7,61.4,0.4,0.4,0.0,6.64,1,4,0,0.8,3.3,1,0.9,0.8,0.1,1.1,2.4,1.3,0.5,1.1,0.0,1.7,0.8,0.3,0
Ethan Ampadu,1501,Spezia,22," D(C),DMC  ",31,2649,1,0.4,47.9,81.5,0.2,3.0,0.1,6.63,0,8,1,0.5,2.0,1,0.3,0.6,0.0,0.2,0.6,2.1,1.2,1.4,0.5,2.9,0.8,0.7,0
Bartlomiej Dragowski,1501,Spezia,25, GK  ,34,2948,1,0.0,29.8,64.3,0.0,5.6,0.0,6.58,0,1,0,0.0,0.3,6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0
Kevin Agudelo,1501,Spezia,24," AM(CR),FW  ",23(11),2140,1,0.8,20.2,75.5,0.2,0.5,0.1,6.53,0,5,0,0.8,0.5,1,1.5,1.0,0.1,1.6,1.7,2.1,0.3,1.0,0.0,0.2,1.0,0.1,0
Mehdi Bourabia,1501,Spezia,31, M(C)  ,36(1),2796,3,1.0,32.5,79.9,0.4,1.2,0.1,6.52,1,3,0,0.9,0.6,0,0.8,0.5,0.0,0.7,1.5,1.1,0.9,0.9,0.0,1.5,0.6,0.3,0
Arkadiusz Reca,1501,Spezia,28," D(L),M(L)  ",24(6),2171,1,0.8,28.3,71.5,0.9,1.3,0.0,6.51,1,5,0,0.7,0.6,0,0.6,0.5,0.1,0.3,1.3,1.5,0.8,1.1,0.1,1.7,0.4,0.2,0
Kelvin Amian,1501,Spezia,25," D(CLR),M(R)  ",26(4),2374,1,0.6,28.2,75.3,0.4,1.2,0.0,6.44,0,5,1,0.9,1.1,0,0.5,0.2,0.0,0.6,0.8,1.8,0.7,1.2,0.3,2.5,0.2,0.4,0
Mattia Caldara,1501,Spezia,29, D(C)  ,13(7),1251,0,0.1,29.4,77.0,0.0,1.5,0.0,6.4,0,6,0,0.6,1.8,0,0.1,0.5,0.1,0.2,0.5,1.2,0.9,0.8,0.6,4.3,0.6,0.8,1
Albin Ekdal,1501,Spezia,33, M(C)  ,18(13),1732,2,0.3,25.0,77.8,0.1,0.6,0.0,6.37,0,4,1,0.6,1.2,0,0.4,0.9,0.0,0.5,1.0,1.2,0.8,1.0,0.0,1.2,0.8,0.1,0
Dimitrios Nikolaou,1501,Spezia,24, D(CL)  ,34(2),2964,0,0.3,43.6,82.4,0.1,2.8,0.0,6.36,1,9,1,0.3,0.8,0,0.3,0.6,0.0,0.3,0.5,1.3,0.8,0.8,0.4,2.1,0.3,0.7,0
Daniele Verde,1501,Spezia,27," AM(CLR),FW  ",11(14),997,0,0.7,14.2,76.9,0.8,0.6,0.0,6.33,3,1,0,1.3,0.0,0,0.2,0.6,0.1,0.5,0.7,0.2,0.3,0.1,0.0,0.1,0.2,0.0,0
Emmanuel Gyasi,1501,Spezia,29," M(LR),FW  ",35,2838,0,0.6,20.6,81.6,0.1,0.2,0.0,6.25,2,10,0,1.0,0.5,0,0.2,1.1,0.7,1.2,2.1,0.7,0.2,1.3,0.1,0.7,0.8,0.2,0
