player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Fabiano Parisi,272,Empoli,22, D(L)  ,33,2835,0,0.6,38.7,79.0,0.4,1.8,0.0,6.93,2,10,1,0.6,0.9,1,1.9,2.2,0.0,1.2,1.7,2.0,1.2,1.0,0.2,2.1,1.3,0.5,0
Guglielmo Vicario,272,Empoli,26, GK  ,31,2784,0,0.0,36.3,68.7,0.0,5.9,0.0,6.85,0,3,0,0.0,0.3,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0
Ardian Ismajli,272,Empoli,26, D(C)  ,22(3),2091,0,0.2,41.0,84.7,0.0,2.4,0.0,6.8,0,3,0,0.4,2.3,2,0.1,0.5,0.0,0.1,0.1,1.6,1.1,0.8,0.4,4.7,0.2,1.2,1
Razvan Marin,272,Empoli,27, M(C)  ,28(5),2539,4,1.7,43.7,84.5,1.2,3.7,0.0,6.74,2,7,0,1.0,0.5,1,0.7,0.6,0.0,0.7,0.7,1.3,0.4,0.9,0.0,1.0,0.6,0.3,0
Sebastiano Luperto,272,Empoli,26, D(C)  ,36,3137,0,0.1,47.2,86.6,0.0,3.1,0.0,6.65,2,2,2,0.5,2.0,3,0.1,0.6,0.0,0.1,0.2,0.9,1.2,0.6,0.5,4.4,0.3,1.2,0
Tyronne Ebuehi,272,Empoli,27, D(LR)  ,22(4),1926,4,0.5,25.5,80.5,0.4,1.2,0.0,6.64,2,0,0,0.7,0.7,1,0.4,0.7,0.1,0.5,0.6,0.8,0.5,0.5,0.3,2.5,0.2,0.5,0
Nicolò Cambiaghi,272,Empoli,22," AM(L),FW  ",12(16),1282,1,0.5,13.6,80.6,0.3,0.3,0.0,6.61,6,3,1,1.3,0.1,1,0.8,2.1,0.0,0.8,1.6,1.1,0.3,0.9,0.0,0.2,0.7,0.0,0
Jean-Daniel Akpa Akpro,272,Empoli,30," D(R),M(CLR)  ",16(8),1364,1,0.3,16.3,76.3,0.1,0.6,0.0,6.58,1,7,2,0.6,0.7,1,1.3,0.8,0.0,0.6,1.0,2.2,0.5,1.3,0.0,0.9,0.8,0.2,0
Filippo Bandinelli,272,Empoli,28, M(C)  ,28(7),2284,0,0.9,26.0,78.4,0.8,1.1,0.0,6.55,2,10,0,0.7,0.3,1,0.4,1.1,0.0,0.9,1.2,1.6,0.5,1.5,0.0,1.1,0.8,0.2,0
Tommaso Baldanzi,272,Empoli,20, AM(C)  ,24(2),1789,0,0.9,23.8,85.5,0.0,0.5,0.1,6.55,4,2,0,1.3,0.1,1,0.9,1.4,0.0,0.6,1.3,1.0,0.1,0.5,0.0,0.2,1.0,0.0,0
Francesco Caputo,272,Empoli,35, FW  ,20(1),1719,4,1.0,15.4,71.9,0.0,0.0,0.0,6.54,5,1,0,2.0,0.8,0,0.0,1.0,1.1,1.1,2.1,0.1,0.1,0.6,0.0,0.4,0.0,0.1,0
Alberto Grassi,272,Empoli,28, DMC  ,14(11),1193,0,0.2,22.3,81.3,0.0,0.9,0.0,6.51,0,3,0,0.4,1.0,1,0.2,0.5,0.0,0.5,0.7,1.0,1.1,0.9,0.0,1.8,0.4,0.5,0
Petar Stojanovic,272,Empoli,27," D(R),M(R)  ",16(11),1528,1,0.7,30.3,80.9,0.3,2.4,0.0,6.42,0,3,0,0.4,0.1,0,0.5,0.6,0.0,0.5,0.4,1.6,0.4,0.4,0.3,1.8,0.6,0.2,0
Jacopo Fazzini,272,Empoli,20, AM(C)  ,8(13),818,0,0.4,14.8,81.0,0.1,0.2,0.0,6.34,0,4,0,0.7,0.7,0,0.6,0.6,0.0,1.1,1.1,1.5,0.3,1.0,0.0,0.6,0.8,0.1,0
Nedim Bajrami,272,Empoli,24, AM(CR)  ,8(11),931,1,0.8,16.1,80.0,0.4,0.5,0.0,6.34,1,1,0,1.1,0.1,0,0.6,0.3,0.2,0.9,1.3,0.4,0.4,0.3,0.0,0.2,0.1,0.0,0
Martín Satriano,272,Empoli,22, FW  ,20(11),1709,1,0.5,11.5,69.0,0.0,0.2,0.0,6.33,2,4,0,1.2,1.4,0,0.6,0.9,0.2,1.5,1.7,0.4,0.1,0.6,0.0,0.6,0.3,0.0,0
Nicolas Haas,272,Empoli,27, M(C)  ,12(12),1160,1,0.4,16.5,76.3,0.0,0.8,0.0,6.27,1,2,0,0.3,0.3,0,0.0,0.5,0.0,0.4,0.7,1.1,0.3,0.8,0.0,1.0,0.5,0.2,0
Liam Henderson,272,Empoli,27, AM(C)  ,11(14),1004,1,0.7,20.1,83.3,0.4,0.7,0.0,6.22,0,9,0,0.5,0.2,0,0.0,0.5,0.1,0.2,0.4,0.5,0.4,1.4,0.0,0.4,0.7,0.1,0
