player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Lautaro Martínez,75,Inter,25, FW  ,27(11),2577,6,1.2,17.3,75.6,0.0,0.6,0.1,7.18,21,3,0,3.3,1.1,8,0.8,1.7,0.3,1.3,2.0,0.7,0.3,1.2,0.0,0.4,0.4,0.0,0
Hakan Çalhanoglu,75,Inter,29," M(CLR),FW  ",28(5),2375,6,2.1,45.4,88.3,2.1,3.0,0.1,7.07,3,3,0,1.7,0.4,1,0.2,0.8,0.1,0.4,1.0,1.5,0.8,1.4,0.0,0.2,0.8,0.2,0
Romelu Lukaku,75,Inter,30," AM(R),FW  ",19(6),1663,6,1.3,15.1,72.5,0.1,0.3,0.1,6.96,10,1,0,2.0,1.6,3,0.6,0.2,0.5,1.1,1.9,0.1,0.0,0.6,0.0,0.6,0.1,0.0,0
Nicolò Barella,75,Inter,26, AM(C)  ,31(4),2622,6,1.6,42.9,85.0,0.6,1.8,0.1,6.94,6,6,0,0.9,0.6,4,1.1,1.3,0.3,1.1,1.5,1.4,0.3,0.9,0.0,0.3,0.7,0.1,0
Federico Dimarco,75,Inter,25," D(CL),M(L)  ",26(7),2089,3,1.8,28.2,80.6,1.9,2.1,0.0,6.87,4,0,0,1.5,0.2,0,0.2,0.9,0.2,0.3,0.5,0.9,0.5,0.4,0.0,0.4,0.3,0.1,0
Stefan de Vrij,75,Inter,31, D(C)  ,22(5),1944,0,0.0,44.5,89.5,0.0,1.7,0.0,6.87,1,4,0,0.7,3.1,0,0.1,0.3,0.0,0.1,0.1,1.0,1.5,0.6,0.3,2.9,0.2,0.4,0
Francesco Acerbi,75,Inter,35, D(C)  ,25(6),2418,2,0.5,51.5,89.8,0.1,3.2,0.0,6.79,0,4,0,0.6,2.5,0,0.2,0.4,0.1,0.2,0.4,1.1,1.3,0.5,0.3,2.5,0.3,0.6,0
Marcelo Brozovic,75,Inter,30, M(CR)  ,19(9),1769,5,0.8,51.6,89.6,0.5,2.5,0.1,6.78,3,9,0,0.9,0.2,1,0.6,0.5,0.0,0.2,0.7,1.3,0.8,0.9,0.0,0.9,0.9,0.3,0
Edin Dzeko,75,Inter,37, FW  ,18(15),1729,3,0.7,15.2,72.0,0.1,0.6,0.1,6.75,9,3,0,2.2,1.2,3,0.3,0.7,0.3,0.5,1.5,0.1,0.1,0.8,0.0,0.8,0.1,0.0,0
André Onana,75,Inter,27, GK  ,24,2160,0,0.1,38.0,79.2,0.0,6.1,0.0,6.72,0,1,0,0.0,0.2,2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1
Denzel Dumfries,75,Inter,27," D(R),M(R)  ",25(9),2223,4,0.9,22.3,79.1,0.6,0.7,0.0,6.69,1,4,0,1.0,1.2,0,0.6,1.1,0.1,0.6,1.1,1.0,0.4,0.9,0.0,0.6,0.4,0.3,1
Henrikh Mkhitaryan,75,Inter,34," M(CLR),FW  ",24(7),1997,2,0.6,33.1,88.4,0.3,1.5,0.0,6.69,3,4,0,1.1,0.3,1,0.5,0.9,0.0,0.6,1.4,1.3,0.7,0.9,0.0,0.5,0.9,0.1,0
Alessandro Bastoni,75,Inter,24, D(C)  ,26(3),2168,2,0.5,53.0,85.4,0.4,4.6,0.0,6.68,0,3,0,0.4,1.3,0,0.3,0.5,0.0,0.2,0.4,1.4,0.8,0.7,0.2,1.4,0.6,0.4,0
Matteo Darmian,75,Inter,33," D(CLR),M(LR)  ",24(7),2032,2,0.6,39.9,87.0,0.4,1.8,0.0,6.63,1,3,0,0.2,0.5,0,0.3,0.6,0.1,0.3,0.5,1.8,0.7,0.7,0.0,1.1,0.5,0.2,0
Milan Skriniar,75,Inter,28, D(C)  ,20(1),1770,0,0.3,65.1,91.7,0.0,3.0,0.0,6.44,0,3,1,0.4,0.8,0,0.1,0.7,0.0,0.1,0.7,1.4,0.6,1.7,0.3,2.2,0.7,0.6,1
Robin Gosens,75,Inter,28," D(L),M(CL)  ",11(21),1168,0,0.5,16.5,80.7,0.3,0.5,0.0,6.44,3,2,0,0.8,0.6,0,0.2,0.1,0.1,0.1,0.5,1.1,0.7,0.5,0.0,0.4,0.3,0.1,0
Joaquín Correa,75,Inter,28," AM(CL),FW  ",12(14),947,1,0.6,10.6,80.4,0.0,0.3,0.1,6.39,3,1,0,0.8,0.2,0,0.5,0.7,0.1,0.6,1.1,0.5,0.1,0.5,0.0,0.0,0.4,0.0,0
Roberto Gagliardini,75,Inter,29, DMC  ,7(12),777,0,0.3,18.2,84.6,0.2,0.4,0.1,6.27,0,3,1,0.8,0.8,0,0.0,0.5,0.0,0.1,0.5,0.8,0.2,1.1,0.0,0.6,0.6,0.3,0
Kristjan Asllani,75,Inter,21, M(C)  ,5(15),580,0,0.6,21.7,90.1,0.5,1.6,0.0,6.25,0,2,0,0.6,0.0,0,0.1,0.4,0.0,0.1,0.2,0.6,0.3,0.3,0.0,0.2,0.2,0.1,0
