player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Sergej Milinkovic-Savic,77,Lazio,28, AM(C)  ,34(2),3030,8,1.2,52.2,77.1,0.1,2.2,0.2,7.24,9,10,0,1.8,2.7,6,1.1,2.0,0.1,1.8,2.9,1.6,0.8,1.3,0.0,1.3,1.2,0.3,0
Mattia Zaccagni,77,Lazio,28," AM(CL),FW  ",33(2),2783,6,1.0,27.9,84.5,0.2,0.4,0.0,7.16,10,9,0,1.6,0.4,5,1.7,3.3,0.1,1.0,1.4,1.2,0.6,1.5,0.0,0.2,0.7,0.1,0
Felipe Anderson,77,Lazio,30," M(CLR),FW  ",35(3),2969,2,1.2,35.1,79.8,0.2,0.8,0.0,7.09,9,3,0,1.1,0.4,4,1.4,0.9,0.2,1.2,2.2,2.1,0.8,1.1,0.0,0.6,1.4,0.2,0
Luis Alberto,77,Lazio,30," AM(CL),FW  ",27(8),2444,7,1.9,52.1,87.6,1.0,1.7,0.3,6.98,6,4,0,1.3,0.2,3,0.5,0.4,0.1,0.9,0.9,1.4,0.3,0.4,0.0,0.1,1.4,0.2,0
Ivan Provedel,77,Lazio,29, GK  ,37(1),3412,0,0.0,30.3,78.1,0.0,7.9,0.0,6.89,0,1,0,0.0,0.2,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0
Ciro Immobile,77,Lazio,33, FW  ,27(4),2228,5,0.8,19.7,75.9,0.0,0.4,0.1,6.87,12,3,0,2.5,0.5,4,0.6,0.8,0.7,0.7,2.0,0.4,0.0,0.7,0.0,0.4,0.1,0.1,0
Alessio Romagnoli,77,Lazio,28, D(CL)  ,33(1),2925,0,0.1,54.3,90.5,0.0,3.2,0.0,6.86,2,6,0,0.4,2.3,1,0.0,0.6,0.0,0.1,0.3,1.0,1.1,1.0,0.3,3.1,0.3,0.8,0
Nicolò Casale,77,Lazio,25, D(C)  ,27(2),2437,1,0.1,55.6,92.0,0.0,2.9,0.0,6.69,1,6,0,0.3,1.6,0,0.0,0.2,0.0,0.0,0.2,1.4,0.6,0.8,0.5,2.3,0.4,0.6,0
Adam Marusic,77,Lazio,30," D(CLR),M(LR)  ",31(2),2767,2,0.3,48.0,87.6,0.2,1.9,0.0,6.68,0,8,1,0.5,0.9,0,0.3,0.4,0.0,0.4,0.4,1.2,1.2,0.7,0.4,1.6,0.4,0.2,0
Pedro,77,Lazio,35," M(CLR),FW  ",17(19),1896,3,0.6,25.0,84.3,0.2,0.6,0.0,6.63,4,1,0,1.2,0.0,1,0.9,0.8,0.1,0.8,1.3,1.0,0.2,0.7,0.0,0.1,0.5,0.1,0
Danilo Cataldi,77,Lazio,28, M(C)  ,26(3),1942,1,0.6,43.9,88.6,0.5,1.9,0.1,6.6,0,5,0,0.2,0.1,0,0.2,0.7,0.0,0.3,0.2,0.9,0.8,0.4,0.0,1.1,0.9,0.3,0
Manuel Lazzari,77,Lazio,29," D(R),M(R)  ",23(6),1888,0,0.3,33.4,89.5,0.3,0.9,0.0,6.56,0,9,0,0.2,0.3,0,0.6,1.3,0.0,0.1,0.9,1.1,0.6,0.5,0.2,1.0,0.5,0.2,1
Matías Vecino,77,Lazio,31, M(C)  ,17(15),1685,0,0.3,30.2,85.9,0.0,0.8,0.0,6.54,2,6,0,0.8,1.0,1,0.1,0.3,0.1,0.1,0.6,1.5,0.5,0.8,0.0,1.2,0.8,0.3,0
Elseid Hysaj,77,Lazio,29," D(LR),M(R)  ",22(12),1992,1,0.4,35.7,85.4,0.2,1.3,0.1,6.53,1,3,0,0.1,0.7,0,0.2,0.4,0.1,0.4,0.6,1.1,0.6,0.6,0.1,0.9,0.5,0.2,0
Toma Basic,77,Lazio,26, M(C)  ,4(21),499,0,0.3,10.9,77.7,0.1,0.1,0.0,6.22,1,2,0,0.4,0.6,0,0.1,0.7,0.0,0.2,0.5,0.2,0.3,0.5,0.0,0.3,0.2,0.0,0
Matteo Cancellieri,77,Lazio,21, Forward  ,1(19),237,0,0.2,4.0,75.9,0.1,0.0,0.0,6.12,0,4,0,0.3,0.2,0,0.2,0.5,0.3,0.2,0.7,0.5,0.1,0.7,0.0,0.1,0.2,0.0,0
