,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
303,Sandro Ramírez,Getafe,28," AM(LR),FW",19(10),1477,3,-,7,-,1.7,79.2,0.5,-,6.31
304,Roberto Torres,Osasuna,35, AM(CLR),6(22),799,2,2,3,-,0.5,69.1,0.1,-,6.30
305,Clément Lenglet,Barcelona,28, D(C),7(14),818,-,1,4,-,0.1,91,0.8,-,6.30
306,Salvi Sánchez,Cadiz,33, AM(R),17(6),1403,2,1,1,1,0.9,67.7,0.7,-,6.30
307,Ángel Montoro,Granada,35, M(C),13(11),1331,1,1,5,-,0.9,77.6,0.3,-,6.29
308,Édgar Méndez,Deportivo Alaves,34," M(LR),FW",17(15),1614,1,1,6,-,0.8,62.5,1.1,-,6.29
309,Iván Marcone,Elche,33, DMC,10(10),807,-,-,5,-,0.1,82.3,0.3,-,6.28
310,Amath Ndiaye,Mallorca,27," AM(LR),FW",9(10),884,-,1,5,-,0.6,81.2,0.3,-,6.28
311,Portu,Real Sociedad,31," M(CLR),FW",17(20),1587,1,2,5,-,0.7,76.8,0.4,-,6.28
312,Nolito,Celta Vigo,37, AM(CL),15(17),1384,2,-,1,-,0.6,78,0.4,-,6.28
313,Abdón Prats,Mallorca,31, FW,8(17),636,3,-,4,-,0.7,67.5,1.2,-,6.27
314,Nico Melamed,Espanyol,23, AM(CL),7(24),1102,2,-,3,1,0.6,87.6,0.3,-,6.27
315,Juan Iglesias,Getafe,25," D(LR),M(R)",7(13),713,-,1,1,-,0.3,52.6,0.5,-,6.27
316,Asier Villalibre,Athletic Club,26, FW,3(16),540,2,-,-,-,1,62.2,1,-,6.27
317,Aitor Ruibal,Real Betis,28," D(R),M(LR)",9(10),858,-,-,6,-,1.1,79.7,0.3,-,6.26
318,Tomás Pina,Deportivo Alaves,36, M(C),16(13),1444,-,-,4,-,0.2,78.5,1.1,-,6.24
319,Oier Zarraga,Athletic Club,25," DMC,M(R)",8(23),1151,1,-,5,-,0.6,80,0.3,-,6.23
320,Loren Morón,Espanyol,30, FW,4(17),556,1,-,-,-,0.5,58.8,0.9,-,6.20
321,Miguel de la Fuente,Deportivo Alaves,24, FW,10(12),828,1,1,2,-,1,66.4,0.6,-,6.19
322,Facundo Pellistri,Deportivo Alaves,22, AM(R),6(15),665,-,-,-,-,0.3,77,0.4,-,6.18
323,Pere Pons,Deportivo Alaves,31, M(C),17(10),1376,1,-,2,-,0.6,73.1,0.6,-,6.16
324,Oier Sanjurjo,Osasuna,37," D(CR),M(C)",9(17),751,1,-,3,-,0.3,72.2,0.8,1,6.15
325,Augusto Solari,Celta Vigo,32, AM(CR),4(22),700,-,-,5,-,0.3,69.3,0.2,-,6.14
326,Wu Lei,Espanyol,32," AM(CLR),FW",4(19),461,1,-,-,-,0.3,69.9,0.3,-,6.13
327,Jaime Mata,Getafe,35," AM(L),FW",5(18),664,1,-,7,-,0.4,68.4,1.1,-,6.13
328,Alejandro Cantero,Levante,23, FW,4(21),597,-,1,1,-,0.6,68.3,0.1,-,6.12
