,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
19,Thomas Partey,Atletico,30," D(R),M(CR)",29(6),2553,3,-,13,-,0.9,83.4,1.9,4,7.08
20,Sergio Ramos,Real Madrid,38, D(CR),35,3017,11,-,10,-,1.1,91,2,1,7.07
21,Sergio Busquets,Barcelona,35, DMC,29(4),2491,2,2,10,-,0.3,89.9,1.2,1,7.07
22,Frank Anguissa,Villarreal,28, M(C),28(8),2582,2,-,6,-,0.8,87.8,2.3,5,7.06
23,Mikel Oyarzabal,Real Sociedad,27," AM(CLR),FW",36(1),3063,10,11,4,-,1.7,77.5,1.3,5,7.05
24,Gerard Piqué,Barcelona,37, D(C),35,3096,1,-,15,-,0.4,91.8,3.7,1,7.03
25,Koke,Atletico,32, M(CLR),30(2),2699,4,5,5,-,0.7,85.2,0.9,1,7.02
26,Dani Parejo,Valencia,35, M(C),35,3030,8,3,4,1,1,86.3,0.5,6,7.01
27,Luka Modric,Real Madrid,38, M(C),22(9),1998,3,7,7,1,1,88.6,0.4,4,7.01
28,Ferland Mendy,Real Madrid,28," D(L),M(L)",19(6),1806,1,2,6,1,0.3,87.9,1,-,7.01
29,José Campaña,Levante,30, M(CLR),35(2),3160,2,7,2,1,1.2,81.4,1.2,1,7.00
30,Yeray Álvarez,Athletic Club,29, D(C),32,2811,-,-,2,-,0.4,78.3,3.4,1,6.99
31,Kieran Trippier,Atletico,33," D(LR),M(R)",23(2),1981,-,4,2,-,0.1,76.7,1.1,-,6.99
32,Iago Aspas,Celta Vigo,36," AM(CR),FW",37,3268,14,3,9,-,2.3,77,0.8,2,6.99
33,Raphaël Varane,Real Madrid,31, D(C),32,2823,2,1,2,-,0.3,87.3,2.5,1,6.98
34,Aitor Fernández,Levante,33, GK,36,3240,-,-,2,-,-,61.5,0.4,2,6.97
35,Antoine Griezmann,Barcelona,33," AM(CLR),FW",31(4),2562,9,4,2,-,1.6,81.8,0.9,1,6.97
36,Felipe,Atletico,34, D(C),23(2),2099,1,-,7,-,0.8,76.8,3.8,1,6.97
37,Fernando,Sevilla,36," D(C),DMC",30(4),2658,2,3,13,-,0.4,87.6,2.2,1,6.96
38,Yangel Herrera,Granada,26, M(C),28(2),2376,2,3,14,-,1.1,75.2,2.7,1,6.95
39,Munir El Haddadi,Sevilla,28," AM(CLR),FW",14(7),1256,5,2,1,-,2.1,79,1.1,3,6.95
40,Joan Jordán,Sevilla,29, M(C),27(7),2267,2,2,8,-,0.9,87.3,1,2,6.94
41,Yuri Berchiche,Athletic Club,34," D(L),M(L)",32(1),2853,2,1,7,-,1.1,81.8,1.6,1,6.94
42,Ante Budimir,Mallorca,32, FW,33(2),2782,13,2,12,-,1.6,64,4.7,3,6.92
43,Fabián Orellana,Eibar,38, AM(CLR),28(1),2398,8,7,9,1,1.4,76.9,0.6,2,6.91
44,Pervis Estupiñán,Osasuna,26," D(L),M(L)",32(4),2978,1,5,9,-,0.5,74.6,1.2,4,6.91
45,Diego Carlos,Sevilla,31, D(C),35,3135,2,-,7,-,0.6,84.2,2.8,1,6.90
46,Darwin Machís,Granada,31, AM(LR),20(16),2130,7,5,5,-,2,72.4,0.6,2,6.90
47,Iñigo Martínez,Athletic Club,32, D(C),33,2970,1,1,10,-,0.8,77.9,3.6,-,6.90
48,Marc Bartra,Real Betis,33," D(CR),DMC",29(1),2527,3,1,8,-,0.8,85.3,3.4,2,6.90
49,Clément Lenglet,Barcelona,28, D(C),28,2428,2,1,7,2,0.4,92.3,2.3,-,6.90
50,Rubén García,Osasuna,30," AM(CLR),FW",25(5),2197,8,2,6,-,1.9,75.4,0.9,2,6.90
51,Cote,Eibar,34, D(L),27(1),2362,1,1,4,-,0.9,70,1.8,2,6.89
52,Joaquín,Real Betis,42," M(CLR),FW",25(9),2071,8,3,4,-,1,84.1,0.5,2,6.89
53,Álvaro Morata,Atletico,31," AM(L),FW",25(9),2105,12,2,4,1,2,64.4,3.9,4,6.88
54,Jesús Navas,Sevilla,38," D(R),M(R)",37(1),3371,-,7,4,-,0.3,80.2,0.5,2,6.88
55,Sergio Canales,Real Betis,33, M(CLR),36,3167,6,6,5,-,1.4,88.4,0.2,2,6.88
56,Ander Capa,Athletic Club,32," D(R),M(R)",32(3),2875,3,4,10,-,0.5,75.1,1.3,2,6.88
57,Jordi Alba,Barcelona,35," D(L),M(L)",25(2),2190,2,5,7,-,0.3,88.6,0.2,-,6.87
58,Jules Koundé,Sevilla,25, D(CR),25(4),2307,1,1,6,-,0.8,85.9,3.2,-,6.87
59,Rubén Rochina,Levante,33, M(CLR),22(6),1887,4,4,5,-,2.1,76.1,0.8,4,6.86
60,Cucho Hernández,Mallorca,25," AM(CLR),FW",17(5),1494,5,1,3,1,2,68.2,2.6,2,6.86
61,Víctor Díaz,Granada,35, D(CLR),33(3),2887,1,5,4,-,0.4,67.1,1.9,2,6.86
62,Luuk de Jong,Sevilla,33," AM(C),FW",24(11),2063,6,1,2,-,1.6,69.3,4.2,2,6.86
63,Denis Suárez,Celta Vigo,30, M(CLR),20(6),1636,1,5,3,-,0.7,80.9,0.2,1,6.86
64,Sergi Roberto,Barcelona,32," D(R),M(CR)",27(3),2342,1,2,7,-,0.2,91.8,1,-,6.85
65,Rubén Alcaraz,Real Valladolid,33, DMC,20(7),1926,2,2,10,-,1.2,79.4,1.9,2,6.85
66,Frenkie de Jong,Barcelona,26," D(C),DMC",24(5),2121,2,2,1,1,0.1,91.8,0.5,2,6.85
67,Thibaut Courtois,Real Madrid,31, GK,34,3060,-,-,1,-,-,75.1,0.1,-,6.84
68,Damián Suárez,Getafe,36," D(R),M(R)",31,2599,1,4,15,1,0.7,64.9,1.3,3,6.84
69,Carlos Fernández,Granada,27," AM(C),FW",21(13),2195,10,3,8,-,1.4,59.7,3.1,4,6.84
70,Arthur,Barcelona,27, DMC,14(7),1185,3,3,1,-,0.4,91.5,0.1,-,6.84
71,Joaquín Fernández,Real Valladolid,27," D(C),DMC",19(1),1661,2,-,9,-,0.5,78.8,2.8,2,6.84
72,Roberto Torres,Osasuna,35, AM(CLR),31(5),2723,7,8,1,-,2.2,70.5,0.8,4,6.83
73,Arturo Vidal,Barcelona,36, M(CR),16(17),1663,8,2,4,-,0.8,88.4,1,1,6.83
74,Sergio Asenjo,Villarreal,34, GK,34,3060,-,-,2,-,-,67.5,0.2,1,6.83
75,Jason,Getafe,29, M(LR),14(6),1184,1,4,5,-,1.4,63.6,0.9,2,6.83
76,Marc Cucurella,Getafe,25," D(CL),M(L)",37,3250,1,5,9,-,0.8,67.9,1.5,1,6.82
77,Pedro Bigas,Eibar,33, D(CL),21(2),1779,3,-,2,-,0.3,67.9,2.9,-,6.82
78,Kévin Rodrigues,Leganes,30," D(L),M(L)",22(4),1934,1,2,4,1,0.9,73.2,0.8,2,6.82
79,Emerson Royal,Real Betis,25," D(CR),M(R)",32(1),2841,3,6,11,-,0.8,79.1,2,-,6.82
80,Okay Yokuslu,Celta Vigo,30," D(C),DMC",24(2),1979,-,2,6,-,0.5,81.3,3.2,1,6.82
81,José Giménez,Atletico,29, D(CR),19(2),1753,-,-,2,-,0.5,85.7,2.6,1,6.82
82,Joseba Zaldúa,Real Sociedad,31, D(R),29(1),2551,-,2,6,1,0.2,77.3,2.5,-,6.81
83,Óscar Rodríguez,Leganes,25," AM(CLR),FW",22(8),1925,9,2,6,1,2.1,73.7,0.7,4,6.81
84,Maxime Gonalons,Granada,35," D(C),M(C)",17(2),1509,-,-,7,-,0.3,81.1,1.9,-,6.81
85,Iker Muniain,Athletic Club,31, AM(CLR),26(5),2394,5,2,4,1,0.9,86.6,0.4,1,6.80
86,Rúben Vezo,Levante,30, D(CR),29,2610,1,-,4,-,0.4,80.7,2.9,1,6.80
87,Unai López,Athletic Club,28, M(CR),24(2),1804,1,4,6,-,1.1,87.3,0.8,-,6.80
88,Nélson Semedo,Barcelona,30," D(LR),M(R)",24(8),2097,1,2,2,-,0.3,89.5,0.4,-,6.79
89,Aridane Hernández,Osasuna,35, D(C),29,2610,3,-,8,-,0.4,76.3,3.3,-,6.79
90,Mathías Olivera,Getafe,26," D(L),M(L)",21(3),1872,-,1,5,1,0.3,53.6,3,2,6.79
91,Mohammed Salisu,Real Valladolid,25, D(CL),30(1),2726,1,1,4,-,0.2,80.7,2.5,1,6.79
92,Enis Bardhi,Levante,28," M(CLR),FW",23(7),2114,7,2,5,-,1.9,76.9,0.2,3,6.77
93,Iborra,Villarreal,36, M(C),33(1),2663,1,2,10,1,0.6,85.6,2.8,-,6.77
94,Jaime Mata,Getafe,35," AM(L),FW",33(1),2759,11,3,14,-,1.7,66.3,3.1,3,6.77
95,Dani Rodríguez,Mallorca,35, AM(CLR),36(1),3048,5,2,7,-,1.4,82.8,0.9,2,6.77
96,Antonio Puertas,Granada,32, M(LR),27(9),2565,7,3,7,-,1.2,72,1.8,1,6.76
97,Renan Lodi,Atletico,26," D(L),M(L)",28(4),2399,1,2,4,1,0.6,79,0.9,1,6.76
98,Néstor Araújo,Celta Vigo,32, D(C),32(2),2892,1,2,10,-,0.4,84.9,2.5,-,6.76
99,Rodrigo,Valencia,33," M(CLR),FW",23(4),1889,4,7,2,1,1.5,76.7,1.1,-,6.76
100,Stefan Savic,Atletico,33, D(C),22,1980,-,-,6,-,0.1,81.4,3,2,6.76
101,Rubén Peña,Villarreal,32," D(LR),M(LR),FW",21(5),1906,2,2,5,-,0.2,80.6,0.8,4,6.76
102,Héctor Herrera,Atletico,34, M(C),12(9),1120,-,2,1,-,0.7,87.7,1.3,-,6.75
103,Geoffrey Kondogbia,Valencia,31," D(C),DMC",21(6),1807,1,1,6,-,0.7,84.1,1.5,2,6.75
104,David García,Osasuna,30, D(C),31(1),2792,-,-,7,-,0.6,70.5,5.1,2,6.75
105,Takefusa Kubo,Mallorca,22," AM(CLR),FW",23(12),2309,4,4,4,-,1.6,75.3,0.3,1,6.75
106,Raúl Albiol,Villarreal,38, D(C),36,3238,1,-,9,-,0.4,84,2.3,-,6.74
107,Oier Sanjurjo,Osasuna,37," D(CR),M(C)",27(2),2329,2,1,12,1,0.6,70.5,2.8,1,6.74
108,Nacho Vidal,Osasuna,29, D(R),26(4),2332,-,-,5,-,0.6,69.9,1.6,1,6.74
109,Mauro Arambarri,Getafe,28, DMC,34(1),3072,1,1,9,1,1.3,67.9,2.1,-,6.73
110,Ansu Fati,Barcelona,21," AM(L),FW",11(13),1027,7,1,2,1,1.4,85.7,0.3,-,6.73
111,Martin Braithwaite,Leganes,32," AM(CLR),FW",21(3),1936,6,2,3,-,1.8,68.1,2.1,1,6.73
112,Federico Valverde,Real Madrid,25, M(CLR),21(12),1906,2,5,1,-,0.7,88.2,0.8,-,6.73
113,Ferran Torres,Valencia,24," AM(LR),FW",26(8),2260,4,5,4,-,1,78.4,1.2,1,6.72
114,Enes Ünal,Real Valladolid,26, FW,23(12),2341,6,2,4,-,1.7,64.3,3.8,2,6.72
115,Paulo Oliveira,Eibar,32, D(C),23(3),2090,1,-,5,1,0.5,66.2,3.3,-,6.72
116,Jasper Cillessen,Valencia,35, GK,24,2097,-,1,1,-,-,56.8,0.3,1,6.72
117,Rodrygo,Real Madrid,23," AM(CLR),FW",12(7),1023,2,-,-,-,0.8,87.9,0.5,-,6.72
118,Nacho Monreal,Real Sociedad,38," D(CL),M(L)",27(2),2393,2,-,3,-,0.7,83.5,1.8,1,6.71
119,Nemanja Maksimovic,Getafe,29, M(C),33(2),2898,2,-,5,-,1,70.4,2.1,2,6.71
120,Germán Sánchez,Granada,37, D(C),26(2),2295,2,-,10,1,0.4,78.3,3.1,1,6.71
121,Moi Gómez,Villarreal,29, M(CLR),26(11),2330,5,4,1,-,1,84.3,0.4,1,6.71
122,Lucas Pérez,Deportivo Alaves,35," AM(CR),FW",29(5),2504,11,5,4,-,1.4,71.1,0.3,2,6.71
123,Gabriel Paulista,Valencia,33, D(CR),31(2),2803,1,1,5,-,0.2,88.1,2.5,-,6.71
124,Rui Silva,Granada,30, GK,35,3150,-,-,3,-,-,52.2,0.2,2,6.70
125,Isco,Real Madrid,32," M(CLR),FW",15(8),1190,1,2,2,-,1,88,0.3,1,6.70
126,Hugo Mallo,Celta Vigo,32," D(CR),M(R)",22(5),1968,-,1,7,-,0.2,79.3,1.6,2,6.70
127,Maxi Gómez,Valencia,27, FW,25(8),2149,10,2,5,-,1.2,61.7,2.7,3,6.70
128,Unai Bustinza,Leganes,32, D(CR),31(2),2691,-,1,8,-,0.2,69.1,2.6,2,6.70
129,Míchel Herrero,Real Valladolid,35, M(CR),27(2),2189,1,2,6,-,0.4,81.6,0.5,-,6.70
130,Óliver Torres,Sevilla,29, M(CLR),21(7),1609,3,3,5,-,0.6,82.6,0.3,1,6.69
131,Aleix Vidal,Deportivo Alaves,34," D(R),M(LR)",26(3),2178,2,4,6,-,0.8,77,0.4,-,6.69
132,Jonathan Calleri,Espanyol,30, FW,20(7),1816,1,3,4,1,1.7,52.9,5,-,6.69
133,Guido Carrillo,Leganes,32, FW,13(11),1210,1,2,2,-,1.5,63.4,5.4,1,6.69
134,Iñaki Williams,Athletic Club,29," AM(CLR),FW",34(4),2959,6,1,3,-,1.3,74.5,1.7,1,6.69
135,Gonçalo Guedes,Valencia,27," AM(CLR),FW",14(7),1268,2,2,3,-,1.1,79.7,0.1,2,6.69
136,Lucas Olaza,Celta Vigo,29," D(L),M(L)",35,3143,1,3,5,-,0.5,77.6,1,-,6.68
137,Dimitrios Siovas,Leganes,35, D(C),24(1),1924,-,-,7,-,0.5,69.7,3.2,1,6.68
138,Kenneth Omeruo,Leganes,30, D(C),22(1),1878,1,-,5,-,0.2,70.5,3,1,6.68
139,Rodrigo Ely,Deportivo Alaves,30, D(C),24(1),2126,2,-,9,1,0.2,75.5,3.6,-,6.68
140,Domingos Duarte,Granada,29, D(C),34(2),3087,3,1,7,-,0.4,77.8,2.2,2,6.68
141,Nacho Martínez,Real Valladolid,35," D(LR),M(L)",21(2),1894,-,2,2,-,0.4,71.9,0.4,-,6.68
142,Salva Sevilla,Mallorca,40, M(CL),31(4),2580,5,3,8,1,1,87,0.5,-,6.67
143,Ángel Correa,Atletico,29," AM(CLR),FW",22(11),2065,5,6,5,-,1.3,76.9,0.4,1,6.67
144,Edu Expósito,Eibar,27, M(C),24(11),2311,4,1,3,-,1,81.5,1.2,2,6.67
145,Pau Torres,Villarreal,27, D(C),33(1),2971,2,1,6,-,0.3,85.4,1.4,-,6.67
146,Óscar Plano,Real Valladolid,33," AM(CLR),FW",28(8),2510,4,2,6,-,1.1,72.7,1.1,2,6.67
147,Robin Le Normand,Real Sociedad,27, D(C),25(6),2390,1,-,6,-,0.4,87.8,2.9,-,6.67
148,Tomás Pina,Deportivo Alaves,36, M(C),17(3),1350,1,-,4,1,0.1,80,2.2,-,6.67
149,Manu Trigueros,Villarreal,32," M(CLR),FW",17(12),1544,2,4,6,-,0.9,88,0.5,-,6.66
150,Vinícius Júnior,Real Madrid,23," AM(L),FW",12(17),1354,3,1,4,-,1.3,80.7,0.1,2,6.66
151,Aritz Elustondo,Real Sociedad,30, D(CR),17(5),1504,-,1,4,-,0.4,82,3,-,6.66
152,Marc-André ter Stegen,Barcelona,32, GK,36,3240,-,2,1,-,-,86.4,0.3,-,6.66
153,Portu,Real Sociedad,31," M(CLR),FW",25(10),2395,7,8,5,-,1.2,72.6,0.5,3,6.66
154,Manolo Reina,Mallorca,39, GK,36,3240,-,-,4,-,-,56.9,0.2,1,6.66
155,Sergio Postigo,Levante,35, D(C),27(1),2376,1,1,6,-,0.2,81.7,1.3,1,6.66
156,Nemanja Radoja,Levante,31, DMC,22(4),1994,1,-,3,-,-,85.5,1.7,-,6.65
157,Diego Costa,Atletico,35, FW,14(9),1351,5,4,5,-,1.5,69,3.1,1,6.65
158,Djené Dakonam,Getafe,32," D(CR),DMC",34,3060,-,-,5,-,0.1,69.4,2.5,1,6.64
159,João Félix,Atletico,24," AM(CL),FW",21(6),1748,6,1,6,-,2.4,78.9,0.7,-,6.64
160,Zouhair Feddal,Real Betis,34, D(C),18(1),1436,1,2,10,2,0.5,84.6,2.4,1,6.64
161,Aïssa Mandi,Real Betis,32, D(CLR),29,2578,-,-,10,-,0.4,89.7,2.1,-,6.64
162,Unai Simón,Athletic Club,26, GK,34,2992,-,-,2,1,-,55.2,0.3,3,6.64
163,Rubén Pérez,Leganes,35, M(C),25(1),2196,1,1,10,-,0.8,77.8,1.3,-,6.64
164,Mario Gaspar,Villarreal,33," D(CR),M(R)",22(3),1962,-,2,2,-,0.6,75,1.7,-,6.64
165,José Gayà,Valencia,28," D(L),M(L)",23(1),1989,-,1,5,-,0.4,80.1,0.9,-,6.64
166,Fran Gámez,Mallorca,32, D(LR),18(5),1766,-,1,5,-,0.6,75.2,0.5,1,6.63
167,Samuel Chukwueze,Villarreal,24, AM(CR),20(17),2039,3,2,2,-,1.3,74.1,0.4,1,6.63
168,Bernardo Espinosa,Espanyol,34, D(C),26,2261,3,-,5,1,0.8,74.2,4.5,1,6.63
169,Rubén Blanco,Celta Vigo,28, GK,33,2961,-,-,4,-,-,58.5,0.3,2,6.61
170,Igor Zubeldia,Real Sociedad,27," D(C),DMC",29(4),2639,-,1,9,-,0.4,87.4,2,-,6.61
171,Toño,Levante,34," D(L),M(L)",18(2),1590,-,2,2,-,0.1,79.4,0.8,1,6.61
172,Roberto Soldado,Granada,38, FW,30(3),2363,7,4,14,-,1,70,1.4,-,6.61
173,Álex Remiro,Real Sociedad,29, GK,25,2250,-,-,-,-,-,72.6,0.3,-,6.61
174,Ximo Navarro,Deportivo Alaves,34, D(CLR),22(1),1904,-,-,8,-,0.3,75.4,1.5,-,6.61
175,Loren Morón,Real Betis,30, FW,21(15),2032,10,3,2,1,1.4,66.2,1.2,-,6.61
176,Borja Mayoral,Levante,27," AM(R),FW",24(10),2149,8,2,2,-,1.4,79.3,1,1,6.61
177,Gonzalo Escalante,Eibar,31, DMC,18(5),1672,-,1,7,1,0.9,68.7,2.7,1,6.60
178,Adnan Januzaj,Real Sociedad,29, AM(CLR),13(11),1168,3,3,3,-,1,70.4,0.2,1,6.60
179,Dani García,Athletic Club,33, DMC,33(3),3027,-,1,11,-,0.4,81.4,1.8,1,6.60
180,Jan Oblak,Atletico,31, GK,38,3396,-,-,-,-,-,54.9,0.1,-,6.60
181,Javi Moyano,Real Valladolid,38, D(R),26,2231,-,-,4,-,0.2,70.5,1.7,-,6.60
182,Kiko Olivas,Real Valladolid,35, D(C),33(2),2942,2,-,2,-,0.3,86.9,1.4,2,6.60
183,Tomás Vaclík,Sevilla,35, GK,33,2926,-,-,-,-,-,66.5,0.2,-,6.60
184,Kike García,Eibar,34, FW,20(7),1774,5,1,2,-,2.2,64.8,4.2,1,6.60
185,Roberto Rosales,Leganes,35," D(R),M(R)",21(4),1875,-,1,7,-,0.4,71.1,1,1,6.60
186,Jorge Miramón,Levante,34," D(R),M(R)",27(5),2431,-,3,4,1,0.3,78.4,1,-,6.60
187,Álex Pozo,Mallorca,25," D(R),M(R)",16(3),1498,1,2,-,-,0.4,78.4,0.5,-,6.60
188,Joseph Aidoo,Celta Vigo,28, D(C),27(5),2500,-,1,4,-,0.3,86.3,1.6,-,6.59
189,Marcos Llorente,Atletico,29," D(R),M(CR),FW",16(13),1368,3,3,4,-,0.5,78.8,0.6,2,6.59
190,Roque Mesa,Leganes,34, DMC,22(7),2018,1,3,11,-,0.9,84.2,0.4,-,6.59
191,Pedro León,Eibar,37, M(LR),23(8),1903,1,2,4,-,1.2,67.1,1.1,-,6.59
192,David López,Espanyol,34," D(C),DMC",29(3),2462,4,2,3,1,0.5,80,2.5,-,6.59
193,Iddrisu Baba,Mallorca,28, DMC,35(1),2914,-,-,6,-,0.4,80.9,1.8,-,6.59
194,Sergi Guardiola,Real Valladolid,32, FW,31(4),2666,8,2,6,-,1.6,71.1,0.9,4,6.59
195,Vitolo,Atletico,34," M(CLR),FW",11(17),1222,3,2,3,-,0.6,81.9,0.6,-,6.58
196,Álex Moreno,Real Betis,30," D(L),M(L)",25(6),2267,-,4,5,-,0.8,78.5,0.6,-,6.58
197,Anaitz Arbilla,Eibar,36, D(CLR),22(2),2007,1,-,5,-,0.6,72.7,2.3,-,6.58
198,Daniel Wass,Valencia,34," D(LR),M(CLR)",30(5),2732,1,6,7,-,0.5,80.6,1.5,-,6.58
199,Carlos Clerc,Levante,32," D(CL),M(L)",20(3),1846,-,2,4,-,0.2,72.1,1.4,-,6.58
200,Jaume Costa,Valencia,36," D(LR),M(L)",16(4),1391,-,1,3,1,0.2,83.3,1,-,6.58
201,Ivan Rakitic,Barcelona,36, M(CL),16(15),1589,1,3,5,-,0.8,90,0.6,-,6.57
202,Rubén Duarte,Deportivo Alaves,28, D(CL),30(1),2663,-,1,11,-,0.6,67.7,1.8,-,6.57
203,Dídac Vilá,Espanyol,34," D(L),M(L)",28(2),2494,-,-,9,-,0.5,69.2,2.1,-,6.57
204,Marc Roca,Espanyol,27," D(C),DMC",35,3019,2,1,8,-,0.9,81.1,1,-,6.57
205,Francis Coquelin,Valencia,32, M(CLR),21(5),1908,-,-,6,1,0.3,89.7,0.9,-,6.56
206,Santi Mina,Celta Vigo,28," AM(LR),FW",21(13),1942,6,3,4,-,1.4,70.9,2.6,1,6.55
207,Unai Núñez,Athletic Club,27, D(C),16(4),1569,-,-,7,-,0.4,82.4,2.5,-,6.55
208,Sergio Herrera,Osasuna,30, GK,18(1),1655,-,-,2,1,-,40.1,0.3,-,6.55
209,Jorge Molina,Getafe,42, FW,23(11),1895,5,3,6,1,0.9,65.3,2.5,1,6.55
210,Toni Villa,Real Valladolid,29, AM(CLR),18(5),1365,-,1,4,-,0.8,74.7,0.2,1,6.54
211,Diego López,Espanyol,42, GK,36,3233,-,-,3,1,-,54.2,0.2,-,6.54
212,Iñigo Córdoba,Athletic Club,27," AM(CLR),FW",21(3),1455,1,4,4,-,1.2,72.7,0.7,1,6.54
213,Xavi Quintillá,Villarreal,27, D(L),17(2),1573,-,2,6,-,0.2,85.7,0.5,-,6.54
214,Alfonso Pedraza,Real Betis,28," D(L),M(L)",15(6),1350,1,-,3,-,0.7,76.6,0.6,-,6.54
215,Ángel Rodríguez,Getafe,37, FW,9(23),1397,10,3,6,-,1.7,63.8,0.9,1,6.53
216,Kenedy,Getafe,28," D(L),M(LR)",3(16),578,1,3,2,-,0.7,71.3,0.4,1,6.53
217,Álvaro Vadillo,Granada,29, AM(LR),15(7),1222,3,1,-,-,0.8,73.8,0.3,-,6.53
218,Javier Ontiveros,Villarreal,26, AM(LR),7(23),875,2,1,2,-,1.6,80.7,0.3,-,6.53
219,Mouctar Diakhaby,Valencia,27," D(C),DMC",15(6),1441,-,-,5,-,-,88.8,1.8,1,6.53
220,Fernando Pacheco,Deportivo Alaves,31, GK,27,2359,-,-,-,1,-,53.5,0.1,1,6.52
221,Lumor Agbenyenu,Mallorca,27," D(L),M(L)",20(3),1808,1,-,3,1,0.6,74.7,0.8,-,6.52
222,Iván Cuéllar,Leganes,39, GK,27,2430,-,-,2,1,-,43.9,0.4,1,6.52
223,David Timor,Getafe,34," D(C),M(C)",10(12),940,3,-,4,-,0.9,60.2,2,1,6.52
224,Diego Llorente,Real Sociedad,30," D(C),DMC",27(2),2330,1,1,5,1,0.3,87.3,2.4,-,6.51
225,Willian José,Real Sociedad,32, FW,24(13),2018,11,1,4,-,1.6,72.2,1.1,-,6.51
226,Pablo Hervías,Real Valladolid,31," D(R),M(R)",9(16),1013,1,-,1,-,0.8,83.4,0.4,-,6.51
227,Jonathan Silva,Leganes,29," D(CL),M(L)",32(1),2787,1,2,13,1,0.6,72.2,1.2,1,6.51
228,Víctor Sánchez,Espanyol,36," D(LR),M(CL)",21(5),1692,-,1,9,1,0.4,80.6,1.5,-,6.49
229,Víctor Laguardia,Deportivo Alaves,34, D(C),31,2658,1,2,9,1,0.3,72.4,2.1,-,6.49
230,Aleix Febas,Mallorca,28, AM(C),22(7),1700,-,3,4,-,0.3,85,0.1,-,6.49
231,David Soria,Getafe,31, GK,38,3420,-,-,2,-,-,42,0.2,1,6.49
232,Pape Diop,Eibar,38, M(C),25(5),2259,1,-,7,-,0.9,72.6,2.2,-,6.49
233,Roger Martí,Levante,33, FW,26(10),2272,11,1,4,1,1.6,65.6,1,4,6.48
234,Andrés Guardado,Real Betis,37," D(L),M(CL)",25(3),2056,-,3,9,-,0.4,84.5,0.5,-,6.48
235,Jon Moncayola,Osasuna,25," D(R),M(CR)",15(12),1493,1,-,4,-,0.5,75.4,0.8,-,6.48
236,Jordi Masip,Real Valladolid,35, GK,35,3150,-,-,2,-,-,47.3,0.2,2,6.48
237,Sandro Ramírez,Real Valladolid,28," AM(LR),FW",15(9),1308,3,1,2,-,1.8,75.8,0.5,-,6.48
238,Mikel Vesga,Athletic Club,31, DMC,13(7),1264,-,1,3,-,0.7,81,1.8,-,6.48
239,Pablo De Blasis,Eibar,36," D(R),M(CLR)",15(15),1595,2,3,1,-,0.5,71,0.8,-,6.47
240,Marko Dmitrovic,Eibar,32, GK,35,3150,-,-,3,-,-,40.9,0.3,-,6.47
241,Sergi Enrich,Eibar,34, FW,21(9),1873,1,4,6,-,0.9,69.6,3.8,1,6.46
242,Carlos Neva,Granada,27," D(L),M(L)",25(1),2211,-,1,2,-,0.3,70.4,0.9,-,6.46
