,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
56,Adnan Januzaj,Real Sociedad,29, AM(CLR),12(15),1011,4,5,2,-,1.2,76.3,0.3,2,6.83
57,Iker Muniain,Athletic Club,31, AM(CLR),23(5),1955,5,3,1,-,0.8,86,0.4,1,6.82
58,Joan Jordán,Sevilla,29, M(C),28(7),2424,1,6,6,1,0.7,88.2,0.5,1,6.82
59,Gabriel Paulista,Valencia,33, D(CR),31,2717,4,1,6,-,0.5,88,2.3,1,6.82
60,Florian Lejeune,Deportivo Alaves,32, D(C),34,3016,1,1,10,-,0.7,77,2.9,-,6.82
61,Aridane Hernández,Osasuna,35, D(C),24,2028,-,-,3,1,0.1,78.8,2.7,1,6.81
62,Daniel Wass,Valencia,34," D(LR),M(CLR)",35,2991,4,1,8,-,1.1,77.9,1.7,-,6.81
63,Mario Hermoso,Atletico,28, D(CL),30(1),2584,1,1,5,-,0.6,84.2,1.1,-,6.80
64,Aritz Elustondo,Real Sociedad,30, D(CR),22(1),1887,1,-,5,-,0.2,85.4,2.9,2,6.80
65,Gerard Piqué,Barcelona,37, D(C),19,1486,-,-,4,-,0.5,94.1,3.2,-,6.80
66,Yangel Herrera,Granada,26, M(C),25(7),2314,3,1,7,-,1,67.3,3.9,1,6.79
67,Lucas Torró,Osasuna,29, DMC,17(8),1547,-,1,4,-,0.7,75.4,3.5,-,6.79
68,Ante Budimir,Osasuna,32, FW,18(12),1622,11,-,3,-,1.6,60.1,4.5,4,6.79
69,Nacho,Real Madrid,34, D(CLR),22(2),2000,1,-,8,-,0.5,90.5,1.3,-,6.78
70,Federico Valverde,Real Madrid,25, M(CLR),15(9),1333,3,1,-,-,0.9,89,0.4,1,6.78
71,Rubén García,Osasuna,30," AM(CLR),FW",33(4),2739,3,5,2,-,0.8,69.2,1.4,1,6.78
72,José Giménez,Atletico,29, D(CR),20(1),1766,-,-,5,-,0.7,87.5,2.2,-,6.78
73,Pablo Maffeo,SD Huesca,26," D(LR),M(R)",25,1977,1,4,4,-,0.4,71.9,1.6,-,6.78
74,Thibaut Courtois,Real Madrid,31, GK,38,3420,-,-,-,-,-,78.3,0.3,2,6.78
75,Mario Gaspar,Villarreal,33," D(CR),M(R)",22(3),1852,-,2,3,1,0.6,82.5,1.4,1,6.77
76,Óscar Mingueza,Barcelona,24," D(CR),M(R)",23(4),1907,2,2,4,-,0.4,92.9,0.5,-,6.76
77,Sandro Ramírez,SD Huesca,28," AM(LR),FW",16(4),1294,5,1,2,-,1.5,80.3,0.5,1,6.76
78,Iza Carcelén,Cadiz,31, D(R),31(1),2587,-,1,3,-,0.3,74.2,0.9,1,6.76
79,Unai Núñez,Athletic Club,27, D(C),23(2),2108,1,1,6,-,0.5,83,2.6,1,6.76
80,Hugo Mallo,Celta Vigo,32," D(CR),M(R)",30(1),2604,3,1,8,-,0.6,76.1,2.1,-,6.76
81,Pau Torres,Villarreal,27, D(C),33,2970,2,2,2,-,0.2,87.8,1.7,-,6.76
82,Dimitrios Siovas,SD Huesca,35, D(C),34(2),3073,2,-,5,-,0.8,81.1,3.4,-,6.76
83,Claudio Bravo,Real Betis,41, GK,20,1800,-,-,3,-,-,60.5,0.2,1,6.76
84,Saúl Ñíguez,Atletico,29," D(CL),M(CLR)",22(11),2034,2,1,10,-,1,84.4,1.9,1,6.76
85,Álex Moreno,Real Betis,30," D(L),M(L)",20(3),1787,-,2,4,-,0.5,78.5,1,-,6.75
86,Pedri,Barcelona,21, AM(CL),28(9),2430,3,3,2,-,0.7,87.7,0.1,-,6.75
87,Brais Méndez,Celta Vigo,27," AM(CR),FW",30(4),2679,9,-,8,-,1.5,78.6,1,1,6.75
88,Álvaro Negredo,Cadiz,38, FW,29(6),2217,8,4,3,1,1.4,57.3,3.7,4,6.75
89,Sergio Herrera,Osasuna,30, GK,32(1),2957,-,-,2,-,-,49.8,0.4,4,6.75
90,David Ferreiro,SD Huesca,36, AM(CLR),29(8),2543,2,4,5,-,0.7,75.8,0.3,1,6.74
91,Ronald Araujo,Barcelona,25, D(CR),16(8),1509,2,1,3,-,0.5,91.8,2.1,-,6.74
92,Paulo Oliveira,Eibar,32, D(C),29(2),2640,-,1,4,-,0.4,68.3,3.1,2,6.74
93,Alberto Perea,Cadiz,33, AM(LR),16(11),1552,2,3,-,-,1,79,0.1,1,6.73
94,Denis Suárez,Celta Vigo,30, M(CLR),34(1),2864,-,9,10,-,0.5,84.4,0.4,-,6.73
95,João Félix,Atletico,24," AM(CL),FW",14(17),1570,7,5,6,-,1.3,84,0.7,4,6.73
96,Darwin Machís,Granada,31, AM(LR),21(11),2035,5,5,1,-,1.5,69.3,0.4,1,6.73
97,Yuri Berchiche,Athletic Club,34," D(L),M(L)",21(2),1685,1,3,3,-,0.7,82.9,1,-,6.73
98,Rafa Mir,SD Huesca,26, FW,32(6),2880,13,1,2,-,3.2,57.4,2.8,5,6.73
99,Felipe,Atletico,34, D(C),23(8),2053,-,-,8,-,0.4,84.8,2.5,-,6.73
100,Mathías Olivera,Getafe,26," D(L),M(L)",30(1),2619,-,-,6,-,0.6,65.7,2.5,2,6.72
101,Edu Expósito,Eibar,27, M(C),27(4),2461,-,3,4,-,1.4,77.5,1.1,-,6.72
102,José Gayà,Valencia,28," D(L),M(L)",32(1),2848,1,7,6,-,0.7,82.1,0.8,2,6.72
103,Jaume Domènech,Valencia,33, GK,28,2520,-,-,1,-,-,64.9,0.1,1,6.71
104,Rubén Duarte,Deportivo Alaves,28, D(CL),29(2),2551,1,1,5,1,0.5,71.4,1.5,-,6.71
105,Yassine Bounou,Sevilla,33, GK,33,2970,1,-,3,-,-,75.7,0.2,-,6.71
106,Renan Lodi,Atletico,26," D(L),M(L)",11(12),1126,1,2,3,-,0.5,83,0.4,-,6.71
107,Alfonso Espino,Cadiz,32, D(L),31(1),2609,-,3,6,-,0.3,64.1,1.1,-,6.71
108,Andoni Gorosabel,Real Sociedad,27," D(R),M(R)",28(4),2391,-,1,3,-,0.3,80.8,0.7,-,6.71
109,Thierry Correia,Valencia,25," D(R),M(R)",25(4),2140,1,1,4,1,0.3,74.7,1.1,1,6.70
110,Marc Cucurella,Getafe,25," D(CL),M(L)",37,3250,3,2,8,-,0.7,73,1.9,1,6.70
111,Javier Ontiveros,SD Huesca,26, AM(LR),10(10),915,2,1,5,-,1.8,79.2,0.4,2,6.69
112,Diego Carlos,Sevilla,31, D(C),32(1),2791,1,-,9,1,0.5,89.9,1.8,1,6.69
113,Jorge de Frutos,Levante,27, AM(LR),22(15),2187,4,9,3,-,0.7,74.1,0.4,6,6.69
114,José Luís Morales,Levante,36," D(R),M(CLR),FW",30(8),2455,13,3,3,-,1.5,74.7,0.3,5,6.68
115,Robin Le Normand,Real Sociedad,27, D(C),30(3),2748,-,1,5,1,0.5,85.1,3.6,-,6.68
116,Uros Racic,Valencia,26, DMC,25(6),2191,1,1,6,-,1.1,79.5,2.3,-,6.68
117,Marco Asensio,Real Madrid,28," AM(CLR),FW",21(14),1876,5,2,1,-,1.1,85.1,0.3,1,6.67
118,Aïssa Mandi,Real Betis,32, D(CLR),27(1),2394,3,1,5,2,0.3,91,1.5,-,6.67
119,José Mari Martín,Cadiz,36, DMC,18(4),1462,1,-,5,-,0.8,69.9,1.4,-,6.67
120,Djené Dakonam,Getafe,32," D(CR),DMC",34,2945,-,1,6,2,0.1,73.3,2.1,-,6.67
121,Lucas Boyé,Elche,28," AM(L),FW",32(2),2713,7,2,7,1,1.7,77.5,1.3,3,6.66
122,Nacho Monreal,Real Sociedad,38," D(CL),M(L)",23(3),2082,1,1,1,-,0.5,81.6,1.2,2,6.66
123,Manu Trigueros,Villarreal,32," M(CLR),FW",30(5),2540,1,7,6,1,0.9,86.6,0.4,2,6.66
124,Rubén Peña,Villarreal,32," D(LR),M(LR),FW",12(7),1113,1,1,1,-,0.3,78.9,0.8,1,6.66
125,Guido Carrillo,Elche,32, FW,11(10),1001,3,2,3,-,1.2,71.7,4,1,6.66
126,Iñaki Williams,Athletic Club,29," AM(CLR),FW",27(11),2393,6,6,1,-,1.4,69,1,1,6.65
127,Gonzalo Melero,Levante,30," M(C),FW",21(8),1857,7,1,4,-,0.9,88.4,1.4,1,6.65
128,Anaitz Arbilla,Eibar,36, D(CLR),30(4),2803,-,1,8,-,0.8,75.8,2,1,6.65
129,Edgar Badia,Elche,32, GK,30,2700,-,-,-,-,-,72,0.2,2,6.65
130,Kenedy,Granada,28," D(L),M(LR)",18(10),1479,4,3,3,-,1.3,73,0.4,-,6.65
131,Joaquín,Real Betis,42," M(CLR),FW",16(11),1298,2,5,2,-,0.4,84.9,0.5,2,6.65
132,Alfonso Pedraza,Villarreal,28," D(L),M(L)",24(5),2102,1,2,8,-,0.8,80.3,1.1,1,6.64
133,Álvaro Fernández,SD Huesca,26, GK,22,1980,-,-,-,-,-,72.6,0.3,1,6.64
134,Ander Capa,Athletic Club,32," D(R),M(R)",25(3),2141,2,1,5,-,0.4,76,0.8,-,6.64
135,Rodrygo,Real Madrid,23," AM(CLR),FW",10(12),979,1,6,-,-,1.1,83.2,0.2,-,6.64
136,Marc Bartra,Real Betis,33," D(CR),DMC",19,1695,-,1,3,-,0.5,80.6,3.1,1,6.64
137,Jonathan Calleri,Osasuna,30, FW,20(5),1559,5,2,4,-,1.9,61.5,3.6,3,6.64
138,Carlos Clerc,Levante,32," D(CL),M(L)",30(5),2777,-,3,5,-,0.2,77.8,1.2,-,6.64
139,Rubén Rochina,Levante,33, M(CLR),17(8),1407,-,1,5,-,1.4,75.6,0.6,-,6.64
140,Lucas Pérez,Deportivo Alaves,35," AM(CR),FW",19(9),1769,4,4,1,-,1.1,70.3,0.1,3,6.63
141,Sergiño Dest,Barcelona,23," D(LR),M(R)",23(7),1919,2,1,1,-,0.5,90,0.2,-,6.63
142,Juan Miranda,Real Betis,24, D(L),18(4),1653,1,2,4,-,0.5,76.1,1.2,-,6.63
143,Gonzalo Verdú,Elche,35, D(C),33,2945,-,2,11,-,0.3,84.2,1.9,1,6.63
144,Marc-André ter Stegen,Barcelona,32, GK,31,2790,-,-,1,-,-,86.9,0.2,1,6.63
145,Víctor Ruiz,Real Betis,35, D(C),24(3),2158,2,-,9,-,0.1,86.3,2.4,1,6.63
146,Vinícius Júnior,Real Madrid,23," AM(L),FW",22(13),1975,3,3,3,-,1.1,86.1,0.1,-,6.62
147,Roque Mesa,Real Valladolid,34, DMC,21(4),1772,1,-,4,1,1,80.9,0.6,1,6.62
148,Martín Zubimendi,Real Sociedad,25, DMC,17(14),1873,-,-,6,-,0.2,88.4,1.5,-,6.62
149,Óscar Plano,Real Valladolid,33," AM(CLR),FW",30(6),2530,5,5,1,1,1.1,75.7,1.5,2,6.61
150,Lee Kang-In,Valencia,23," M(CLR),FW",15(9),1267,-,4,1,-,1,86.2,0.2,1,6.61
151,Nemanja Maksimovic,Getafe,29, M(C),34(1),2745,1,-,5,-,0.5,74.8,1.4,-,6.61
152,Moi Gómez,Villarreal,29, M(CLR),29(6),2573,4,-,1,-,0.7,86.5,0.2,-,6.60
153,Álex Fernández,Cadiz,31," M(CL),FW",21(4),1950,4,1,1,-,0.4,82,0.8,-,6.60
154,Nacho Vidal,Osasuna,29, D(R),25(9),2343,-,-,10,-,0.3,71.2,1.6,-,6.60
155,Joaquín Fernández,Real Valladolid,27," D(C),DMC",24(1),2076,1,-,8,-,0.3,79.1,2,-,6.60
156,Tete Morente,Elche,27, M(CLR),23(7),2027,2,5,5,-,0.6,80.3,0.7,-,6.60
157,Cucho Hernández,Getafe,25," AM(CLR),FW",18(5),1475,2,3,5,-,1.2,69.7,2,2,6.60
158,Saidy Janko,Real Valladolid,28," D(R),M(R)",14(5),1224,-,1,4,-,0.2,76.9,1.5,-,6.60
159,Jeison Murillo,Celta Vigo,31, D(C),31,2700,2,-,9,1,0.3,88.1,2.9,2,6.59
160,Ivan Rakitic,Sevilla,36, M(CL),25(12),2243,4,2,5,-,1.1,87.2,0.8,2,6.59
161,Roger Martí,Levante,33, FW,26(7),2209,12,4,4,-,1.4,70.5,0.6,1,6.59
162,Raúl García,Athletic Club,37," M(CLR),FW",21(13),1744,5,1,6,2,1.4,62.2,3.5,2,6.59
163,Iñigo Martínez,Athletic Club,32, D(C),28,2520,1,-,9,1,0.6,82.8,2.6,-,6.59
164,Clément Lenglet,Barcelona,28, D(C),29(4),2478,1,-,7,2,0.3,92.1,1.8,-,6.59
165,Borja Iglesias,Real Betis,31, FW,15(13),1414,11,-,2,-,1.4,70.5,1.2,1,6.58
166,Ximo Navarro,Deportivo Alaves,34, D(CLR),28(3),2381,1,1,6,-,0.4,75.9,0.7,-,6.58
167,Hugo Guillamón,Valencia,24," D(C),DMC",21(4),1991,1,-,8,-,0.3,87.6,2.1,-,6.58
168,Aarón Martín,Celta Vigo,27," D(L),M(L)",17(2),1540,-,3,1,-,0.3,82.3,0.8,-,6.58
169,Sergi Enrich,Eibar,34, FW,13(14),1402,3,-,1,-,1.7,76.9,3.2,1,6.58
170,Jorge Pulido,SD Huesca,33, D(CR),32(1),2886,1,-,5,1,0.5,83.6,1.9,-,6.57
171,Kike Barja,Osasuna,27, AM(LR),17(16),1435,2,3,2,-,0.7,76.1,0.6,2,6.57
172,Raúl Albiol,Villarreal,38, D(C),35,3119,-,-,7,-,0.2,88.8,1.9,-,6.57
173,Pablo Hervías,Real Valladolid,31," D(R),M(R)",10(17),1193,-,5,1,-,0.5,83.8,0.3,-,6.57
174,Igor Zubeldia,Real Sociedad,27," D(C),DMC",21(3),1958,1,1,5,-,0.4,86.9,2.2,-,6.57
175,Josema,Elche,27, D(CL),21(8),1968,-,1,4,-,0.2,80.4,1.2,-,6.57
176,Sergio Asenjo,Villarreal,34, GK,36,3240,-,-,2,-,-,75,0.2,-,6.57
177,Jorge Miramón,Levante,34," D(R),M(R)",19(7),1734,-,3,1,-,0.4,78.2,0.8,-,6.57
178,Óscar Duarte,Levante,34," D(C),DMC",23(6),2063,1,-,2,-,0.2,83.4,2.5,-,6.56
179,Samuel Chukwueze,Villarreal,24, AM(CR),13(15),1363,4,2,-,-,1.1,77.3,0.4,1,6.56
180,Enis Bardhi,Levante,28," M(CLR),FW",19(7),1686,1,2,4,-,1.4,78.7,0.2,-,6.56
181,Josan,Elche,34," D(R),M(R)",24(9),1935,4,2,3,-,0.5,82.3,0.2,3,6.56
182,Mickaël Malsa,Levante,28, DMC,25(10),2342,1,-,5,-,0.7,84.6,0.7,-,6.56
183,Juan Cala,Cadiz,34, D(C),26(2),2275,3,-,8,-,0.5,69.9,2.1,-,6.56
184,Rúben Vezo,Levante,30, D(CR),25(7),2312,1,-,7,-,0.2,83.5,1.6,1,6.56
185,Jorge Molina,Granada,42, FW,17(16),1614,8,2,3,-,0.7,61.6,2.6,-,6.55
186,Óliver Torres,Sevilla,29, M(CLR),15(18),1397,-,3,2,-,0.3,86.3,0.1,-,6.55
187,Carles Aleñá,Getafe,26, AM(CLR),15(7),1369,2,2,1,-,1.4,70.8,0.6,1,6.55
188,Toni Villa,Real Valladolid,29, AM(CLR),10(11),970,2,-,2,-,0.7,75.4,0.3,-,6.55
189,Iván Villar,Celta Vigo,26, GK,19(2),1774,-,-,1,-,-,55.8,0.2,-,6.55
190,Luis Suárez,Granada,26," AM(L),FW",18(9),1670,5,1,6,-,1.7,61.2,1,3,6.55
191,Enes Ünal,Getafe,26, FW,15(13),1322,4,2,4,-,1.4,59.3,3.7,1,6.55
192,Paco Alcácer,Villarreal,30," AM(R),FW",19(8),1557,6,4,-,-,1.4,73.3,0.5,1,6.55
193,Unai López,Athletic Club,28, M(CR),15(11),1425,3,-,7,-,1,85.7,0.3,1,6.55
194,Aitor Ruibal,Real Betis,28," D(R),M(LR)",21(7),1606,2,2,2,-,1.2,75.9,0.5,-,6.54
195,Raúl Guti,Elche,27, DMC,33(3),2876,3,1,3,1,0.8,83.9,0.4,-,6.54
196,Luis Rioja,Deportivo Alaves,30, AM(LR),25(10),2100,4,2,4,-,0.7,72.1,0.5,1,6.54
197,Jaime Seoane,SD Huesca,27, M(C),23(6),2066,1,1,5,-,0.8,77.6,0.9,1,6.54
198,Fabián Orellana,Real Valladolid,38, AM(CLR),27(3),2153,6,2,5,-,1,78.8,0.3,1,6.54
199,Rubén Alcaraz,Real Valladolid,33, DMC,25(5),2170,1,-,10,-,0.9,83,1.8,1,6.53
200,Pervis Estupiñán,Villarreal,26," D(L),M(L)",12(13),1164,-,-,1,-,0.4,80.5,0.5,1,6.53
201,Jens Jønsson,Cadiz,31," D(C),DMC",33(2),2629,-,-,6,-,0.4,76.2,1.1,-,6.53
202,Antonio Barragán,Elche,36," D(CR),M(R)",26(1),2239,-,3,8,-,0.2,85.7,1.2,-,6.53
203,Yeremy Pino,Villarreal,21, AM(LR),6(18),786,3,1,4,-,0.5,81.6,0.3,-,6.53
204,Cristian Tello,Real Betis,32, M(LR),12(17),1282,5,3,-,1,1.2,80.4,0.2,1,6.53
205,Pablo Insua,SD Huesca,30, D(C),17(3),1588,-,-,9,-,0.2,85.5,2.1,-,6.53
206,Pape Diop,Eibar,38, M(C),28(5),2336,1,1,7,2,0.8,69.4,2.7,1,6.53
207,Munir El Haddadi,Sevilla,28," AM(CLR),FW",9(15),839,4,2,2,-,1.3,82.4,0.4,-,6.53
208,Dani García,Athletic Club,33, DMC,21(6),1922,-,1,8,-,0.2,83.8,1.6,-,6.53
209,Rafa Soares,Eibar,28, D(L),12(7),1131,-,1,2,-,0.1,71.5,0.9,1,6.52
210,Édgar Méndez,Deportivo Alaves,34," M(LR),FW",26(7),2105,5,1,10,1,1.1,60.6,1.8,-,6.52
211,Maxime Gonalons,Granada,35," D(C),M(C)",18(7),1483,-,1,7,1,0.2,82.9,1.4,1,6.52
212,Germán Sánchez,Granada,37, D(C),29(5),2638,3,1,10,1,0.4,73.5,2.6,2,6.52
213,Antonio Puertas,Granada,32, M(LR),22(13),2170,3,5,6,-,0.7,67.7,1.4,3,6.51
214,Álex Remiro,Real Sociedad,29, GK,38,3420,-,-,-,-,-,68.6,0.2,1,6.51
215,Ángel Montoro,Granada,35, M(C),18(5),1371,1,1,7,-,0.7,76.6,0.3,-,6.51
216,Ander Guevara,Real Sociedad,26, DMC,25(6),2088,1,1,5,-,0.3,82.8,0.8,1,6.51
217,Damián Suárez,Getafe,36," D(R),M(R)",28(3),2440,1,-,12,1,0.3,63.3,1.1,1,6.51
218,Pere Milla,Elche,31," AM(CLR),FW",22(10),1987,4,3,6,-,0.9,73,1.3,2,6.50
219,Marcos André,Real Valladolid,27, FW,11(12),1171,4,1,3,-,1.4,60.8,1.8,2,6.50
220,Bruno González,Real Valladolid,33, D(C),25(2),2261,1,-,8,-,0.2,75.6,2.1,-,6.50
221,Fali,Cadiz,30," D(C),DMC",29(5),2639,-,-,11,-,0.3,70.2,1.1,-,6.50
222,David Soria,Getafe,31, GK,28,2520,-,-,2,-,-,45.8,0.3,3,6.50
223,Mouctar Diakhaby,Valencia,27," D(C),DMC",24(2),2082,1,-,4,1,0.4,85,1.8,-,6.49
224,Quini,Granada,34, D(LR),12(7),1187,1,-,5,-,0.4,67.2,1.3,1,6.49
225,Portu,Real Sociedad,31," M(CLR),FW",24(13),2190,8,3,3,-,0.8,73.1,0.5,1,6.49
226,Tomás Pina,Deportivo Alaves,36, M(C),31(2),2590,1,1,12,-,0.3,82.5,1.4,2,6.48
227,Diego Lainez,Real Betis,23, AM(R),8(13),859,-,2,5,-,0.6,79.8,0.3,-,6.48
228,Joseph Aidoo,Celta Vigo,28, D(C),14(11),1285,-,-,3,-,0.4,82,1.7,1,6.48
229,Néstor Araújo,Celta Vigo,32, D(C),26(7),2424,-,-,5,-,0.2,83.2,1.8,-,6.47
230,Pedro Mosquera,SD Huesca,36, M(C),24(3),2055,-,-,1,-,0.3,85.5,0.9,-,6.47
231,Fernando Pacheco,Deportivo Alaves,31, GK,37(1),3348,-,-,1,-,-,66.1,0.2,3,6.47
232,Jon Moncayola,Osasuna,25," D(R),M(CR)",28(8),2665,2,-,5,1,1.1,81.7,1,-,6.47
233,Jon Morcillo,Athletic Club,25, AM(L),16(14),1363,2,2,3,-,0.8,73.9,0.4,-,6.46
234,Andrés Guardado,Real Betis,37," D(L),M(CL)",17(7),1322,1,-,4,-,0.5,83.7,1,1,6.46
235,Luuk de Jong,Sevilla,33," AM(C),FW",14(20),1264,4,-,3,-,0.9,72.8,2.1,1,6.46
236,Isco,Real Madrid,32," M(CLR),FW",8(17),899,-,2,1,-,0.8,90.2,0.2,-,6.46
237,Conan Ledesma,Cadiz,31, GK,32,2880,-,-,-,-,-,44.9,0.3,4,6.46
238,Allan Nyom,Getafe,35," D(LR),M(R)",28(3),2334,-,2,10,1,0.3,64.1,1.7,1,6.45
239,Sergio Postigo,Levante,35, D(C),19(3),1625,-,-,4,-,-,82.3,1.1,-,6.45
240,Rui Silva,Granada,30, GK,32,2880,-,-,1,-,-,52.7,0.2,-,6.45
241,Roberto Torres,Osasuna,35, AM(CLR),19(16),1893,7,1,-,-,1.4,72.3,0.3,1,6.44
