,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Kylian Mbappé,27,7,3.4,2.9,1.2,0.5,1.5,1.5
1,Andy Delort,15,9,3,1,1.4,0.6,0.8,0.8
2,Memphis Depay,20,12,3,2.1,1.4,0.3,1.5,1.5
3,Ángel Di María,4,9,2.2,1.5,1,0.3,0.8,0.8
4,Karl Toko-Ekambi,14,6,2.6,1.7,0.8,0.4,0.7,0.7
5,Benjamin André,-,1,0.5,0.8,1.5,-,1.1,1.1
6,Téji Savanier,5,5,2.1,1.9,2.4,-,1.6,1.6
7,Gaëtan Laborde,16,8,2.6,0.9,0.8,0.2,0.8,0.8
8,Marco Verratti,-,2,0.5,2.3,2.4,-,1.4,1.4
9,Fabien Centonze,1,-,0.7,1.6,1.6,0.1,0.9,0.9
10,Ludovic Ajorque,16,4,2,0.3,1.3,0.3,0.9,0.9
11,Farid Boulaya,6,8,2.4,1.8,1.9,-,1.1,1.1
12,Lucas Paquetá,9,5,1.8,1.1,2.3,0.2,1.1,1.1
13,Zinedine Ferhat,6,10,1.9,1.9,2,0.3,1.5,1.5
14,Romain Faivre,6,5,1.8,2.5,2,-,0.9,0.9
15,Aleksandr Golovin,5,9,1.3,0.9,0.6,0.1,0.6,0.6
16,Steve Mounié,9,4,2.3,0.4,0.8,0.6,1.1,1.1
17,Aurélien Tchouaméni,2,3,1.5,0.6,1.7,-,0.9,0.9
18,Burak Yilmaz,16,5,2.4,0.5,1.3,1,0.8,0.8
19,Angelo Fulgini,7,4,2,2.5,4,0.1,2.1,2.1
20,Amine Gouiri,12,7,2.4,1.5,1.1,0.2,1.6,1.6
21,Kiki Kouyaté,1,-,0.5,0.1,1.2,0.2,0.2,0.2
22,Jérémy Doku,2,3,1.2,3.7,2.3,0.2,2,2
23,Jonathan Bamba,6,9,1.6,1.4,1.8,0.1,1.9,1.9
24,Kevin Volland,16,7,1.6,0.5,1.3,0.4,1.1,1.1
25,Wissam Ben Yedder,20,7,2.2,0.8,1.1,0.5,1.2,1.2
26,Ludovic Blas,10,4,2,2.6,1.4,0.1,1.8,1.8
27,José Fonte,3,-,0.8,0.2,0.4,-,-,-
28,Reinildo,-,-,0.1,1,1.2,0.1,0.4,0.4
29,Marquinhos,3,1,0.6,0.1,0.2,-,0.1,0.1
30,Rafinha,-,4,1,1.3,1.7,-,1.5,1.5
31,Mahdi Camara,3,2,0.6,0.8,1.1,-,0.6,0.6
32,Léo Dubois,2,4,0.5,0.8,0.9,0.1,0.4,0.4
33,Zeki Çelik,3,2,0.5,0.7,0.5,0.1,0.5,0.5
34,Sven Botman,-,-,0.4,0.2,0.7,0.1,0.1,0.1
35,Florian Thauvin,8,8,2,1.6,1.5,0.2,1.4,1.4
36,Mathieu Debuchy,2,1,1,0.5,0.7,0.2,0.5,0.5
37,Marcelo,3,-,0.7,0.1,0.3,-,0.1,0.1
38,Massadio Haïdara,2,1,0.5,0.6,1.4,0.1,0.3,0.3
39,Moise Kean,13,-,2,1,0.2,0.2,1.2,1.2
40,Sofiane Diop,7,1,1.4,1.4,1.8,0.1,1.1,1.1
41,Loïc Badé,-,-,0.4,0.7,0.5,-,0.4,0.4
42,Tino Kadewere,10,3,1.8,0.9,0.8,0.3,1,1
43,Boubacar Kamara,-,2,0.5,1,1.6,-,0.7,0.7
44,Nayef Aguerd,3,1,0.8,0.3,0.8,0.1,0.3,0.3
45,Valentin Rongier,1,2,0.7,1,0.9,-,0.3,0.3
46,Laurent Koscielny,-,2,0.2,0.1,0.9,0.1,-,-
47,Brendan Chardonnet,3,1,0.6,0.2,0.7,-,0.1,0.1
48,Dimitri Payet,7,10,1.4,1.1,1.4,-,0.8,0.8
49,Serhou Guirassy,10,1,1.9,0.9,2,0.2,1.1,1.1
50,Randal Kolo Muani,9,4,1.6,1.4,2,0.6,1.6,1.6
51,Pol Lirola,2,2,0.5,1.5,0.8,-,0.6,0.6
52,Keylor Navas,-,-,-,-,0.1,-,-,-
