,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Robert Lewandowski,41,7,4.7,0.8,1,0.7,1.5,1.5
1,Erling Haaland,27,6,3.3,1.1,0.8,0.6,0.4,0.4
2,Joshua Kimmich,4,10,1.4,1.1,1.6,-,0.7,0.7
3,Jadon Sancho,8,11,2,3,0.8,0.3,1.3,1.3
4,André Silva,28,5,3.7,0.8,1.1,0.9,1.5,1.5
5,Thomas Müller,11,18,1.6,0.8,0.7,0.4,1.3,1.3
6,Matheus Cunha,7,4,2.6,3,2.8,0.2,2.5,2.5
7,Wout Weghorst,20,8,2.7,0.5,0.8,1.1,0.8,0.8
8,Maximilian Arnold,3,6,1.8,0.6,2.1,-,0.7,0.7
9,Filip Kostic,4,14,1.7,0.8,0.7,0.1,1.2,1.2
10,Christopher Nkunku,6,6,2,1.3,1.8,0.6,1.3,1.3
11,Mats Hummels,5,-,0.9,0.2,0.5,0.2,0.1,0.1
12,Leon Bailey,9,8,1.9,2.5,1.4,0.5,1,1
13,Raphaël Guerreiro,5,10,1.4,1.2,0.4,0.1,0.7,0.7
14,Andrej Kramaric,20,5,3.4,0.9,1.5,0.3,1.4,1.4
15,Leon Goretzka,5,5,1.8,0.5,0.7,-,0.3,0.3
16,Serge Gnabry,10,2,2.2,0.9,0.8,0.2,0.9,0.9
17,Willi Orbán,4,1,0.8,0.3,0.5,0.1,0.3,0.3
18,Silas Katompa Mvumpa,11,4,1.8,1.9,1.6,0.5,1.7,1.7
19,Jonas Hofmann,6,11,1,0.7,0.8,0.4,0.8,0.8
20,Kingsley Coman,5,10,1.8,1.9,1.2,0.2,1.3,1.3
21,Marco Reus,8,6,1.8,1.3,1.1,0.3,0.8,0.8
22,Angeliño,4,4,1.3,0.6,1,0.3,0.5,0.5
23,Vincenzo Grifo,9,10,1.9,1,0.6,0.1,1.1,1.1
24,Emre Can,1,4,0.6,1.1,0.8,-,0.5,0.5
25,Daniel Caligiuri,6,4,1.2,1.8,1.8,0.1,1.9,1.9
26,Alphonso Davies,1,2,0.2,2.7,1.6,0.1,1.2,1.2
27,Borna Sosa,-,9,0.5,1,0.5,0.1,0.6,0.6
28,Wataru Endo,3,3,0.8,1.2,1.6,-,1.6,1.6
29,Maxence Lacroix,1,1,0.5,0.4,0.9,-,0.3,0.3
30,Christopher Trimmel,1,9,0.3,0.3,0.4,0.1,0.4,0.4
31,Sasa Kalajdzic,16,5,2.1,0.5,1.1,0.1,0.9,0.9
32,Lars Stindl,14,8,1.9,0.3,1,0.1,1,1
33,Marcel Sabitzer,8,3,2.2,0.6,1.3,0.3,0.9,0.9
34,Martin Hinteregger,2,1,0.8,0.2,1.2,-,0.3,0.3
35,Nico Elvedi,3,-,0.4,0.1,0.5,-,-,-
36,Kevin Mbabu,-,1,0.5,1.6,0.9,-,0.5,0.5
37,Max Kruse,11,5,1.4,0.5,0.5,0.3,0.5,0.5
38,Marcus Thuram,8,2,2,1.6,1.3,0.6,1.2,1.2
39,Lucas Hernández,-,2,0.2,0.8,1.3,-,0.4,0.4
40,Ridle Baku,6,6,1.1,1.2,1.2,0.3,1.2,1.2
41,Xaver Schlager,2,4,1.5,1.3,1,-,1,1
42,Niklas Süle,1,-,1,0.6,0.2,-,0.2,0.2
43,Edmond Tapsoba,1,-,0.5,0.6,0.3,0.2,0.3,0.3
44,Ihlas Bebou,9,7,1.5,1.3,1,0.1,1.8,1.8
45,Dani Olmo,5,9,2.4,1,1.2,0.1,1.2,1.2
46,John Anthony Brooks,2,-,0.6,0.2,0.5,-,0.1,0.1
47,Florian Neuhaus,6,5,1.5,1.3,1.2,-,0.9,0.9
48,Marvin Friedrich,5,2,0.7,0.4,0.6,0.1,0.2,0.2
49,Leroy Sané,6,9,1.8,1.9,0.7,0.2,1.5,1.5
50,Moussa Diaby,4,10,1.6,1.8,0.5,0.3,1.3,1.3
51,Felix Uduokhai,1,-,0.4,0.5,0.9,-,0.3,0.3
52,Daichi Kamada,5,12,1.2,1,0.9,0.2,1.3,1.3
53,Amos Pieper,1,1,0.5,0.3,0.8,-,0.1,0.1
54,Konstantinos Mavropanos,-,-,0.7,0.4,0.8,-,0.3,0.3
55,Christopher Lenz,-,3,0.6,0.7,0.7,0.1,0.5,0.5
56,Matthias Ginter,2,1,0.7,0.3,1,-,0.1,0.1
57,Christoph Baumgartner,6,3,2,1.1,1.7,-,1.2,1.2
58,Renato Steffen,5,4,1.4,0.4,0.9,0.1,1,1
59,Nicolas Höfler,1,3,0.6,1.1,1.1,-,0.5,0.5
60,Paulo Otávio,-,2,0.6,0.8,1.4,-,0.5,0.5
61,Orel Mangala,1,3,1.1,2.2,1.2,-,1.8,1.8
62,Marc Oliver Kempf,2,1,0.5,0.6,1.2,-,0.5,0.5
63,Benjamin Pavard,-,-,0.5,0.1,0.9,-,0.1,0.1
64,Florian Wirtz,5,5,1.1,2.1,0.5,0.2,1.5,1.5
65,Ellyes Skhiri,5,2,0.5,0.5,0.5,0.1,0.5,0.5
66,Robert Andrich,5,2,1.4,0.7,1.2,0.1,0.4,0.4
67,Ondrej Duda,7,4,1.6,1.6,1.7,0.2,0.9,0.9
68,Dayot Upamecano,1,-,0.5,0.4,0.3,-,0.2,0.2
69,Ludwig Augustinsson,-,4,0.7,0.3,1.1,0.1,0.2,0.2
70,Ritsu Doan,5,2,2,1.8,1.9,0.1,1.5,1.5
71,Amine Harit,2,5,0.8,3.2,2.8,0.3,2.1,2.1
72,Manuel Akanji,2,-,0.7,0.3,0.6,-,0.3,0.3
73,Diadié Samassékou,-,2,0.5,0.7,1.5,-,0.7,0.7
74,Fabian Klos,5,2,1.6,0.2,1.6,0.4,0.9,0.9
75,Marcel Halstenberg,2,2,0.6,0.5,0.4,0.2,0.4,0.4
76,Evan Ndicka,3,1,0.7,0.4,1.3,-,0.6,0.6
77,Josip Brekalo,7,3,1.6,1,0.6,0.1,1.1,1.1
78,Alassane Pléa,6,1,2.1,0.9,1,0.7,0.7,0.7
79,Ramy Bensebaïni,4,-,0.9,0.5,1.2,0.1,0.4,0.4
80,Djibril Sow,-,2,0.4,0.6,1.4,0.1,0.8,0.8
81,Rafal Gikiewicz,-,-,-,-,0.1,-,-,-
82,Jonas Hector,3,1,1.4,0.3,1.2,0.1,0.6,0.6
83,Florian Grillitsch,2,1,0.8,0.7,1.2,-,0.6,0.6
84,Giovanni Reyna,4,5,1.2,1.4,1.5,0.1,1.4,1.4
85,Amadou Haidara,3,1,1.4,0.6,0.5,0.2,0.7,0.7
86,Patrik Schick,9,1,1.9,0.7,0.8,0.2,0.7,0.7
87,Joakim Nilsson,-,-,0.2,0.1,0.6,-,-,-
88,Stefan Ortega,-,1,-,-,0.1,-,-,-
89,Nordi Mukiele,3,1,0.8,0.5,0.8,0.1,0.5,0.5
90,Sheraldo Becker,3,3,1.7,0.8,0.8,0.2,0.6,0.6
91,David Alaba,2,3,0.7,0.5,0.3,-,0.4,0.4
92,André Hahn,8,3,1.5,0.6,0.9,0.5,0.8,0.8
93,Jhon Córdoba,7,1,2.3,0.7,2.1,0.8,1.4,1.4
94,Jeremiah St. Juste,-,1,0.7,0.8,0.8,-,0.2,0.2
95,Yussuf Poulsen,5,4,1.7,1,1.1,0.3,1,1
96,Mahmoud Dahoud,1,1,0.8,1,0.9,-,1,1
97,Amin Younes,3,3,1.3,2,1,0.2,1.2,1.2
98,Emil Forsberg,7,4,1.2,0.7,0.9,0.2,0.8,0.8
99,Leandro Barreiro,2,2,1.1,0.2,1.6,-,0.4,0.4
100,Maximilian Mittelstädt,-,2,0.6,0.7,0.7,-,0.4,0.4
101,Stefan Lainer,2,2,0.8,0.6,0.6,-,0.6,0.6
102,Lucas Alario,11,2,1.6,0.6,0.7,0.4,0.6,0.6
103,Jonathan Tah,1,-,0.3,0.3,0.4,-,0.5,0.5
104,Kerem Demirbay,4,4,1.5,0.8,0.9,-,1,1
105,Alexander Sørloth,5,3,1.6,0.8,0.2,0.2,1.1,1.1
106,Yannick Gerhardt,2,4,1.1,0.5,0.9,0.2,1,1
107,Jamal Musiala,6,1,1,1.7,0.8,0.1,1.1,1.1
108,Jérôme Boateng,1,1,0.3,0.2,0.3,-,-,-
109,Iago,1,1,0.5,0.4,0.6,-,0.7,0.7
110,Gregor Kobel,-,-,-,-,0.2,-,-,-
111,Baptiste Santamaría,1,2,1,0.6,0.9,-,0.9,0.9
112,Alexander Hack,1,-,0.3,0.3,0.6,-,-,-
113,Mattéo Guendouzi,2,1,0.7,1,2,-,1.1,1.1
114,Josh Sargent,5,2,1.4,0.8,1.3,0.2,0.8,0.8
115,Lucas Tousart,1,-,1.2,0.6,0.8,-,0.6,0.6
116,Ralf Fährmann,-,-,-,-,0.2,-,-,-
117,Christian Günter,3,3,0.8,0.5,0.5,0.1,0.4,0.4
118,Rafael Czichos,1,-,0.4,0.2,0.5,0.1,0.1,0.1
119,Cédric Brunner,-,1,0.2,0.7,1,-,0.4,0.4
120,Koen Casteels,-,-,-,-,0.1,-,-,-
121,Lucas Höler,4,4,1.3,0.8,2.3,0.4,0.9,0.9
122,Jude Bellingham,1,3,1.1,1,1.8,-,1.1,1.1
123,Sebastiaan Bornauw,1,1,0.8,0.2,0.4,0.1,-,-
124,Theodor Gebre Selassie,3,1,0.6,0.1,1.3,0.2,0.3,0.3
125,Roland Sallai,8,3,1.7,0.6,2,0.4,0.6,0.6
126,Tyler Adams,1,1,0.3,0.6,1.1,0.1,0.5,0.5
127,Thomas Delaney,1,1,0.4,0.1,1.3,0.1,0.3,0.3
128,Andreas Luthe,-,-,-,-,0.1,-,-,-
129,Phillipp Mwene,1,2,0.4,0.8,0.7,0.1,0.5,0.5
130,Jean-Paul Boëtius,2,4,0.9,0.8,1.2,-,0.9,0.9
131,Maximilian Eggestein,2,5,0.7,0.4,1.2,-,0.7,0.7
132,Grischa Prömel,3,1,0.8,0.7,2.2,0.2,0.7,0.7
133,Pavel Kaderábek,-,3,0.5,0.3,0.7,0.2,0.3,0.3
134,Ryan Sessegnon,2,3,0.2,0.5,0.2,0.3,0.4,0.4
135,Christoph Kramer,-,2,0.3,0.8,0.7,-,0.3,0.3
136,Robin Knoche,1,-,0.4,0.2,0.4,0.1,0.2,0.2
137,Vladimír Darida,1,6,1,0.7,1,0.1,0.8,0.8
138,Waldemar Anton,-,1,0.4,0.4,1.1,-,0.8,0.8
139,Kevin Kampl,-,1,0.5,0.6,0.9,-,0.6,0.6
140,Erik Durm,1,2,1,0.5,0.7,-,0.5,0.5
141,Dedryck Boyata,1,-,0.5,0.3,0.2,-,0.1,0.1
142,Gonzalo Castro,4,2,1.2,0.8,0.6,-,0.7,0.7
143,Jeffrey Gouweleeuw,1,-,0.2,0.4,0.2,0.1,0.1,0.1
144,Breel Embolo,5,2,1.3,1.3,1.7,0.4,1.5,1.5
145,Keven Schlotterbeck,-,-,0.3,0.2,1.1,-,0.1,0.1
146,Dodi Lukébakio,5,5,1.4,1.3,1.1,0.7,1.4,1.4
147,Jonathan Schmid,2,2,0.7,0.6,0.5,-,0.4,0.4
148,Thomas Meunier,1,1,0.6,0.7,0.1,0.1,0.4,0.4
149,Rubén Vargas,6,3,1.3,1.2,1,0.3,1.1,1.1
150,Joel Pohjanpalo,6,-,1.6,0.3,0.4,0.6,0.2,0.2
151,Ömer Toprak,2,-,0.4,0.2,1,0.1,0.4,0.4
152,Nadiem Amiri,2,6,1.4,0.7,0.9,0.1,0.8,0.8
153,Niclas Füllkrug,6,-,1.8,0.4,0.7,0.8,0.9,0.9
154,Elvis Rexhbeçaj,5,2,0.9,0.4,1.6,-,0.8,0.8
155,Florian Müller,-,-,-,-,-,-,-,-
156,Manuel Gulde,2,-,0.3,0.1,0.7,0.1,0.1,0.1
