,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
161,Mason Greenwood,0.4,0.2,0.5,-,-,0.5,-,-
162,Sergio Reguilón,1.7,1.2,1,0.3,1.5,0.9,0.3,1
163,Conor Townsend,1.8,1.4,0.6,0.1,2,0.8,0.6,-
164,Matthew Lowton,1.6,1.6,0.6,0.3,2.3,1.2,0.4,-
165,Hakim Ziyech,0.6,0.4,0.8,-,-,0.6,-,-
166,Jan Bednarek,1,2.3,0.8,0.8,3.7,0.7,0.8,1
167,Tyrick Mitchell,3.4,1.1,0.4,0.2,2.4,0.9,0.5,-
168,Ethan Ampadu,2.3,2,1,0.2,3.3,1,0.8,1
169,Tammy Abraham,0.3,0.2,1,-,0.8,0.3,-,-
170,Victor Lindelöf,0.8,1.1,0.8,0.6,3.3,0.4,0.5,-
171,Kenny Tete,2.2,1.2,1.3,0.2,2,0.4,0.2,-
172,Chris Basham,2.2,1.6,0.8,0.3,3.3,0.8,0.5,-
173,Héctor Bellerín,1.2,1.3,0.8,0.1,1.2,1.2,0.3,-
174,Daniel Podence,0.5,0.5,0.6,-,0.1,0.7,-,-
175,Kieran Tierney,1,0.6,0.5,0.2,2.1,0.7,0.4,-
176,Oliver McBurnie,0.7,0.3,1,-,1.3,0.5,0.1,-
177,Douglas Luiz,1.5,1.3,1.8,-,1.2,1.2,0.5,-
178,Edinson Cavani,0.5,0.2,0.8,-,0.4,0.4,-,-
179,Rodrigo,0.5,0.2,0.7,-,0.6,0.7,-,-
180,Craig Dawson,0.5,1.5,0.6,0.2,4,0.3,1,2
181,Charlie Taylor,1.7,1,0.3,0.2,2.5,0.7,0.7,-
182,Isaac Hayden,2.2,1.8,1.6,0.1,1.9,0.9,0.4,-
183,Gylfi Sigurdsson,0.8,0.9,0.6,-,0.5,0.9,0.1,-
184,Danny Welbeck,0.5,0.3,0.8,-,0.5,0.5,-,-
185,Jacob Murphy,1.5,0.5,0.9,0.1,0.9,1,0.1,-
186,Eric Dier,0.8,0.8,0.6,0.4,4.4,0.3,1.1,-
187,Harrison Reed,2,1.6,1.3,-,0.8,1.4,0.4,-
188,Miguel Almirón,1.4,0.7,0.5,-,0.5,1.2,0.1,-
189,Leander Dendoncker,1.6,0.8,0.9,0.2,1.4,0.8,0.5,1
190,Willian,0.5,0.3,0.2,-,0.2,0.4,-,-
191,João Moutinho,2.2,1.4,1.3,0.1,0.7,1.6,0.1,-
192,Séamus Coleman,1.6,0.5,0.5,0.1,1.3,0.4,0.2,-
193,Jeffrey Schlupp,1.1,0.8,0.9,-,0.4,0.6,0.3,-
194,Jordan Pickford,-,0.1,-,-,1.3,0.1,-,-
195,Ciaran Clark,1.1,1.3,0.7,0.5,4.5,0.3,0.9,1
196,Federico Fernández,1.2,0.7,0.6,0.7,6,0.2,1.3,1
197,Mason Holgate,2,1.3,1,0.3,2.9,1.1,0.5,-
198,Conor Gallagher,2.7,0.9,1.4,-,0.9,2.3,0.3,-
199,Ashley Westwood,0.6,1.2,0.9,-,0.8,0.8,0.2,-
200,Lucas Moura,1.1,0.6,0.8,-,0.3,0.7,-,-
201,Ola Aina,1.2,1.5,1,0.4,2.6,0.7,0.2,-
202,Lukasz Fabianski,-,-,-,-,0.6,-,-,-
203,Darnell Furlong,1.3,1.4,1,0.2,2.2,0.7,0.5,1
204,Ederson,0.1,-,-,-,0.4,-,-,-
205,Georginio Wijnaldum,0.6,0.7,0.4,-,0.4,0.6,0.1,-
206,Ezgjan Alioski,2.1,0.6,1.1,0.1,1.1,1.2,0.1,-
207,Kai Havertz,0.7,0.1,1,0.1,0.7,0.8,-,-
208,Ben White,1.4,1.7,0.8,0.3,1.4,0.9,0.6,-
209,Ayoze Pérez,1.3,0.4,1.2,-,0.3,1.4,-,-
210,Jamaal Lascelles,0.7,0.6,0.9,0.4,4.4,0.2,0.9,-
211,Mario Lemina,2.2,1.1,1.1,0.1,0.7,0.8,0.2,-
212,Robert Sánchez,-,-,0.1,-,0.5,-,-,-
213,Saïd Benrahma,0.8,0.3,0.5,-,0.1,0.7,-,-
214,John Egan,1.3,1.3,0.9,0.3,4.2,0.5,1,-
215,Curtis Jones,0.7,0.8,0.8,-,0.4,0.5,-,-
216,Nemanja Matic,1.3,1.1,0.7,0.1,0.5,0.9,0.3,-
217,Neal Maupay,0.6,0.4,0.8,-,0.2,0.6,-,-
218,Gary Cahill,0.7,0.7,0.6,0.3,4.3,0.2,1.1,-
219,Cheikhou Kouyaté,1.6,0.9,1,0.4,3.4,0.5,0.7,-
220,Theo Walcott,1.1,0.7,0.6,-,0.1,1,-,-
221,Ben Davies,1.4,0.9,1,0.4,2.3,0.9,0.3,-
222,Édouard Mendy,-,-,-,-,0.4,-,-,-
223,Rayan Aït-Nouri,1.4,0.7,0.7,-,0.9,0.7,-,-
224,Bernd Leno,-,-,0.1,-,0.7,-,-,1
225,Luka Milivojevic,2.1,1.1,1.2,-,1.5,1.1,0.2,-
226,Aaron Ramsdale,-,0.1,-,-,0.9,-,-,-
227,Nathan Redmond,1,0.4,1.1,-,0.3,0.6,0.1,-
228,Joel Ward,1.7,1.6,1.2,0.5,3.1,0.7,0.3,-
229,Kasper Schmeichel,-,-,-,-,0.4,-,-,1
230,Ivan Cavaleiro,0.6,0.5,0.8,0.1,0.4,0.6,-,-
231,Alex Iwobi,0.9,0.5,0.4,-,0.4,0.4,-,-
232,Bobby De Cordova-Reid,0.9,0.6,1.2,0.1,1,0.6,0.2,-
233,Jordan Ayew,1.1,0.5,1.4,-,0.3,0.8,0.1,-
234,Mateusz Klich,1.1,0.3,1.3,-,0.4,1.3,0.1,-
235,John Fleck,1.6,0.9,1.1,-,0.3,1.8,0.1,-
236,Robert Brady,1.2,0.5,1.1,-,1.3,1.2,-,-
237,Dara O'Shea,1.6,1.6,0.5,0.4,3.5,0.9,0.6,-
238,Conor Coady,0.9,0.7,0.6,0.6,3.5,0.4,0.8,-
239,David Luiz,0.6,0.8,0.8,0.2,2.5,-,0.5,-
240,Ruben Loftus-Cheek,0.8,0.2,0.9,-,0.5,0.5,0.1,-
241,Aleksandar Mitrovic,0.3,0.1,0.8,-,0.3,0.2,0.1,-
242,Alex McCarthy,-,-,-,-,0.7,0.1,-,-
243,Steven Bergwijn,0.7,0.2,1,-,0.3,0.6,-,-
244,Jóhann Gudmundsson,0.9,0.8,0.5,-,0.8,0.5,0.1,-
245,Oliver Norwood,1.5,1.1,0.8,-,1.5,1.6,0.4,-
246,James Milner,1,0.5,0.7,-,0.5,0.8,0.1,-
247,Rui Patrício,-,-,-,-,0.2,-,-,-
248,David de Gea,-,-,-,-,0.5,-,-,-
249,Patrick van Aanholt,1.6,1.4,0.5,-,1.5,1.1,0.3,-
250,Ashley Barnes,0.5,0.2,2.1,-,0.5,0.5,0.1,-
251,Tom Davies,1.2,1.4,1,-,0.8,0.9,0.4,-
252,André Gomes,1.3,0.4,1.3,-,0.4,1.5,-,-
253,Vicente Guaita,-,-,-,-,0.9,-,-,-
254,Adam Lallana,0.9,0.5,0.6,-,0.4,1,0.1,-
255,Moussa Sissoko,0.9,0.9,0.9,-,0.9,0.5,0.2,-
256,Alexis Mac Allister,1.2,0.4,0.9,-,0.1,1.3,0.2,-
257,Erik Pieters,1.5,0.6,1.3,0.3,1.4,1,0.5,1
258,Tyler Roberts,0.6,0.3,0.9,-,0.4,0.6,0.1,-
259,Mohamed Elneny,0.6,1,0.4,-,0.9,0.9,0.2,-
260,Ryan Bertrand,2.1,1,1,0.2,1.3,0.6,-,-
261,Grady Diangana,1.8,0.8,0.6,-,0.4,1.2,0.1,-
262,Callum Robinson,0.3,0.3,0.1,-,0.3,0.6,-,-
263,Ben Osborn,1.4,0.5,0.4,-,0.5,1.1,0.1,-
264,Semi Ajayi,1.2,1.3,0.8,0.4,3.6,0.5,1,-
265,Enda Stevens,2,0.7,1.1,0.3,2.5,0.8,0.4,-
266,Moussa Djenepo,1.9,0.4,1.1,-,0.4,1.3,0.1,-
267,Nampalys Mendy,1.1,0.6,0.9,-,0.3,0.6,-,-
268,Matej Vydra,0.3,0.2,0.2,-,0.2,0.3,-,-
269,Sean Longstaff,1.4,0.9,1,-,0.6,1.1,0.2,-
270,Érik Lamela,0.7,0.3,1,-,-,0.6,-,-
271,George Baldock,1.5,0.8,1.4,0.1,1.9,0.9,0.2,-
272,Donny van de Beek,0.8,0.3,0.3,-,0.3,0.4,0.1,-
273,Matt Phillips,0.5,0.3,0.9,-,0.8,0.5,0.1,-
274,Jairo Riedewald,1,0.9,0.6,-,0.7,0.6,0.2,-
275,Jamal Lewis,1.5,0.5,0.8,0.5,1.5,0.9,0.3,-
276,Jeff Hendrick,0.4,0.9,0.7,-,0.6,0.5,0.4,-
277,Fábio Silva,0.2,0.1,0.6,-,0.2,0.3,-,-
278,Hélder Costa,1.1,0.1,0.9,-,0.2,1,-,1
279,Jay Rodríguez,0.8,0.1,1,-,0.2,0.5,0.1,-
280,Alireza Jahanbakhsh,0.4,0.4,0.3,-,-,0.5,-,-
281,Oliver Burke,0.6,0.1,0.9,-,0.2,0.8,-,-
282,Vitinha,0.4,0.2,0.4,-,0.1,0.3,-,-
283,John Lundstram,0.9,0.5,0.9,0.1,0.8,1.2,0.3,-
284,Ibrahima Diallo,1.3,0.5,1,-,0.5,0.3,-,-
285,Jacob Ramsey,0.5,0.2,0.6,-,0.2,0.5,0.3,-
286,Mark Noble,0.4,0.6,0.4,-,0.1,0.5,0.1,-
287,Rhian Brewster,0.3,0.2,0.7,-,0.1,0.4,0.1,-
288,Karlan Grant,0.2,0.2,0.4,-,0.7,0.1,-,-
289,Hal Robson-Kanu,0.1,0.1,0.8,-,0.4,0.1,-,-
290,Romaine Sawyers,1.6,0.9,0.9,0.1,0.5,1.5,0.2,1
