,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Lionel Messi,0.4,0.1,0.6,-,-,0.5,-,-
1,Luis Suárez,0.5,0.2,0.9,-,0.7,0.2,0.1,-
2,Iago Aspas,0.6,0.6,0.6,-,0.2,0.6,-,-
3,Dani Parejo,2,1.3,0.8,-,0.6,1.6,0.2,-
4,Karim Benzema,0.7,0.2,0.6,-,0.7,0.4,-,-
5,Antoine Griezmann,0.8,0.3,0.5,-,0.6,0.5,-,-
6,Ousmane Dembélé,0.8,0.2,0.8,-,0.1,0.4,-,-
7,Rodri,3,1.2,1.7,-,2,1.1,0.3,-
8,Wissam Ben Yedder,0.5,0.3,0.7,-,0.1,0.3,-,-
9,Guillermo Maripán,2,1.7,0.7,0.9,5.7,0.5,0.8,-
10,Gerard Piqué,1.2,1,0.7,0.4,4.2,0.4,0.8,-
11,Saúl Ñíguez,2.5,1.3,1.7,0.1,2.2,1.5,0.3,1
12,Raúl García,1.8,0.6,3,-,1.1,1.4,-,-
13,Pablo Sarabia,0.9,0.7,1.4,0.1,0.5,1.2,0.1,-
14,Casemiro,3,1.4,1.6,0.2,1.8,1.9,0.4,-
15,Joan Jordán,1.8,0.9,1.6,-,0.5,1.4,0.1,-
16,José Giménez,1.2,2.1,0.4,0.2,6,0.6,0.7,-
17,José Campaña,1.8,1.3,1.2,0.1,1.2,1.6,0.2,-
18,Santi Cazorla,2,0.8,0.6,-,0.4,1.3,0.2,-
19,Toni Kroos,1.8,0.5,0.8,-,0.4,1.5,0.1,-
20,Koke,2.8,1,1.1,-,1.1,1.7,0.2,-
21,Jonathan Calleri,0.6,0.2,2.1,-,1.6,0.7,0.2,-
22,Éver Banega,2.2,0.9,1.8,-,0.8,1.6,0.2,-
23,Ivan Rakitic,0.9,1.5,0.8,0.1,0.8,0.7,0.2,-
24,Rubén Rochina,1.9,0.8,1.8,-,0.6,2.1,-,-
25,Giovani Lo Celso,1.6,0.5,1.1,-,0.3,0.8,-,-
26,Cote,1.9,1.2,0.6,0.5,2.8,0.7,0.1,-
27,Enric Gallego,1.1,0.4,2.4,0.1,1.6,0.8,0.1,-
28,Zouhair Feddal,1.8,1.5,1.4,0.6,4.3,0.6,0.4,-
29,Rubén Peña,2,1.1,0.8,0.5,1.3,0.9,0.3,-
30,Iborra,1.6,1.2,1.5,-,2.2,1.2,0.4,-
31,Dani Carvajal,1.7,1.1,1.3,-,1.1,1,0.3,-
32,Adnan Januzaj,0.6,0.3,0.8,0.1,0.2,0.5,-,-
33,Luka Modric,1.4,0.9,0.8,-,0.2,1,0.1,-
34,Cristhian Stuani,0.7,0.1,2.8,-,1.1,0.5,-,-
35,Sofiane Boufal,1,0.3,1.2,-,0.2,0.9,-,-
36,Roberto Rosales,2.3,1,1.6,0.1,2.9,1.1,0.3,-
37,Jordi Alba,1.2,1.7,0.7,0.4,1.6,0.8,0.2,-
38,Leandro Cabrera,1.5,1.6,1.1,0.9,6.7,0.5,0.5,1
39,Sergio Canales,1.4,0.3,0.9,-,0.2,1.3,0.1,-
40,Sergio Busquets,2.6,1.5,1.1,-,0.6,1.4,0.2,-
41,Iñaki Williams,0.7,0.2,1.1,-,0.8,0.4,-,-
42,Brais Méndez,2,0.8,1.2,-,0.6,1.3,0.1,-
43,Francis Coquelin,1.8,1.9,0.8,-,1.1,0.7,0.2,-
44,Diego Godín,1.7,1.5,1.1,0.2,4.5,0.7,0.3,1
45,José Gayà,2.4,1.2,1,0.4,2.7,1,0.2,-
46,Yeray Álvarez,1.8,2.1,1,0.8,4.8,0.5,0.5,-
47,Marc Bartra,2.6,1.8,0.9,1.1,3.9,1.1,0.6,-
48,Jorge Molina,0.3,0.2,1.2,-,0.7,0.3,-,-
49,Fabián Orellana,1.3,0.6,0.7,-,0.1,1,-,-
50,Filipe Luís,2.4,1.6,1,-,1.4,1,0.1,-
51,Maxi Gómez,0.2,0.1,2,-,1.2,0.3,-,-
52,Geoffrey Kondogbia,2.5,1.4,1.1,-,1.2,0.8,0.4,-
53,Mario Hermoso,1.2,1.2,0.7,0.7,5.2,0.6,0.8,-
54,Raúl de Tomás,0.2,0.3,1.8,-,1.3,0.4,0.1,-
55,Dimitrios Siovas,1.7,1.9,0.9,0.3,4.4,0.6,0.4,-
56,André Silva,0.3,0.1,1.6,-,1.2,0.4,-,-
57,Thomas Partey,2.1,1.5,1,-,0.6,0.9,0.2,-
58,Aritz Elustondo,1.7,1.4,0.8,0.5,5.1,0.6,0.3,-
59,Jesús Navas,0.9,0.9,0.4,0.2,1.6,0.3,0.2,-
60,Gabriel Paulista,1,2.3,0.8,0.6,5.2,0.5,0.7,-
61,Junior Firpo,1.6,1,1.3,0.1,1.5,0.6,0.1,-
62,Borja Iglesias,0.6,0.2,1.5,-,1.1,0.5,0.2,-
63,Philippe Coutinho,0.5,0.4,0.6,-,0.1,0.4,0.1,-
64,Rodrigo,0.6,0.1,0.7,-,0.5,0.4,-,-
65,Ezequiel Garay,0.8,0.7,0.8,0.4,5.7,0.4,1,-
66,Sergio Ramos,1.5,1.3,1,1,3,0.6,0.5,-
67,Youssef En-Nesyri,0.5,0.2,1.2,-,0.7,0.6,0.1,1
68,Guido Carrillo,0.8,0.3,1.3,-,0.8,0.4,-,-
69,Sergi Roberto,1,1.5,0.6,0.1,0.9,0.3,0.1,-
70,Santiago Arias,1.9,1.4,0.8,-,1.4,0.4,0.1,-
71,Marc Roca,2.1,1,1.7,0.1,1.7,1.2,0.6,-
72,Jan Oblak,-,-,-,-,0.6,-,-,-
