,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Lionel Messi,0.5,0.2,0.6,-,-,0.3,-,-
1,Gerard Moreno,0.7,0.5,1.3,-,0.8,0.8,0.1,-
2,Karim Benzema,0.2,0.2,0.5,-,0.7,0.3,0.1,-
3,Casemiro,2.5,2.1,1.6,0.1,1.6,1.2,0.5,-
4,Iago Aspas,0.3,0.5,0.7,-,0.6,0.6,0.1,-
5,Marcos Llorente,1.9,0.8,1.6,-,0.6,1,0.1,-
6,Mikel Merino,2.3,1.2,3,-,1,1,0.3,-
7,Toni Kroos,1.5,0.5,1,-,0.3,1.2,0.2,-
8,Joselu,0.7,0.4,1.2,0.1,1.5,0.5,0.1,-
9,Kieran Trippier,2.2,1.4,1.1,0.2,1.7,0.9,0.1,-
10,Lucas Vázquez,2.5,0.8,1.3,0.1,1,1.3,-,-
11,Antoine Griezmann,1,0.3,0.4,-,0.3,0.8,-,-
12,Javi Galán,2.4,1.1,1.6,0.2,1.4,0.7,0.1,-
13,Yannick Carrasco,0.9,0.6,1,-,0.3,0.6,-,-
14,Luis Suárez,0.3,0.2,0.7,-,0.4,0.3,-,-
15,Luka Modric,1.1,1.4,0.9,-,0.3,0.7,0.1,-
16,Frenkie de Jong,1.2,1,0.7,-,0.7,0.5,0.1,-
17,Nabil Fekir,1.4,0.2,2.4,-,-,1.1,0.1,-
18,Dani Parejo,1.8,1.3,0.9,-,0.5,1.3,0.2,-
19,Carlos Soler,1.3,0.7,0.8,-,1.3,1,0.3,-
20,Mikel Oyarzabal,0.9,0.5,0.7,-,0.4,0.6,0.2,-
21,Alexander Isak,0.3,0.1,0.8,0.1,0.2,0.1,-,-
22,Ousmane Dembélé,0.5,0.3,0.5,-,-,0.4,-,-
23,Jules Koundé,0.8,1.2,0.6,0.2,2.9,0.4,0.5,-
24,Fernando,1.7,1.3,1.3,0.1,2,0.6,0.4,-
25,Jordi Alba,1.3,1.4,0.6,0.1,0.9,0.8,0.1,1
26,David Silva,0.9,0.6,1.1,-,0.3,0.6,-,-
27,Emerson Royal,2.7,1.8,1.7,0.5,2.5,1,0.2,1
28,Bryan Gil,1,0.6,0.9,-,0.2,0.6,-,-
29,Sergio Canales,0.5,0.4,0.5,-,0.2,0.6,-,-
30,Guido Rodríguez,2.8,1.9,1.7,-,1.5,1.3,0.4,-
31,Kike García,0.6,0.2,1.8,-,0.8,0.4,-,-
32,Ángel Correa,1,0.6,1,-,0.3,0.8,-,-
33,Lucas Ocampos,1.1,0.6,1,0.1,0.8,0.7,-,-
34,Stefan Savic,1.2,1.3,0.8,0.2,3.1,0.4,0.6,-
35,Koke,1.7,1,1.2,-,1,1.9,0.2,-
36,Maxi Gómez,0.4,0.1,1.7,-,1.1,0.4,0.1,-
37,Suso,0.6,0.2,0.7,-,0.2,0.9,-,-
38,Jesús Navas,0.8,1.1,0.3,0.1,1.6,0.2,0.1,-
39,Sergio Busquets,1.8,1.5,1.3,-,0.5,1.4,0.1,-
40,Renato Tapia,2.9,1.7,2,-,2.1,1.6,0.4,-
41,Youssef En-Nesyri,0.4,0.2,0.7,-,0.6,0.4,-,-
42,Jan Oblak,-,-,-,-,0.5,-,-,1
43,Santi Mina,0.9,0.2,1.9,-,0.5,0.9,0.1,-
44,Fidel,1.5,0.5,1,-,0.4,1.3,0.1,-
45,Mauro Arambarri,1.9,1.2,1.7,-,0.7,1.7,0.1,-
46,Raphaël Varane,0.7,1.2,0.5,0.4,3.5,0.3,0.6,1
47,Marcos Acuña,2.1,0.8,1.5,0.1,0.8,0.6,0.1,-
48,Ferland Mendy,1,1,0.8,-,0.9,0.5,0.2,-
49,David García,0.7,1.7,1.3,0.8,4.9,0.3,0.5,1
50,Jawad El Yamiq,1.1,2.4,0.7,0.3,5.2,0.2,0.5,-
51,Gonçalo Guedes,0.6,0.3,0.9,-,0.1,1.1,-,-
52,Thomas Lemar,1.1,0.4,0.6,-,0.2,0.5,-,-
53,Yeray Álvarez,0.8,2.3,0.9,0.8,3.1,0.5,0.2,-
54,Alex Berenguer,1.3,0.5,1.4,-,0.5,1.2,0.1,-
55,Nolito,1.9,0.6,1.4,-,0.5,1.7,0.1,-
56,Adnan Januzaj,0.3,0.1,0.3,0.1,0.1,0.2,0.1,-
57,Iker Muniain,0.7,0.4,0.6,-,0.1,0.6,-,-
58,Joan Jordán,1.5,0.8,1.5,-,0.7,1.7,0.1,-
59,Gabriel Paulista,0.5,1.9,0.6,0.6,4.2,0.4,0.9,-
60,Florian Lejeune,1.3,1.5,1,1.1,4.3,0.4,0.7,-
61,Aridane Hernández,0.8,1.4,0.9,0.9,5,0.2,0.8,-
62,Daniel Wass,1.5,1.3,1,0.2,1.8,0.9,0.4,-
63,Mario Hermoso,1.8,1.2,1,0.1,2,0.8,0.3,1
64,Aritz Elustondo,1.3,0.7,1,0.8,2.7,0.2,0.2,1
