,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
27,Moses Simon,0.6,0.4,0.5,-,0.1,0.4,0.1,-
28,Randal Kolo Muani,0.8,0.2,1.6,-,0.8,0.4,0.1,-
29,Hamari Traoré,1.9,1.1,1.4,0.2,2,0.5,0.2,1
30,Kamaldeen Sulemana,1.2,0.2,1,0.1,0.2,0.4,0.1,-
31,Benjamin André,3.7,1.5,2,0.1,1.5,1.9,0.3,-
32,Jimmy Cabot,3.4,1.3,1.4,0.4,1,1.5,-,-
33,Florian Sotoca,0.9,0.7,1.1,-,1.2,1.1,0.1,-
34,Florian Tardieu,1.9,1.4,0.6,0.1,1.2,1.3,0.3,-
35,Marshall Munetsi,1.4,1.8,1.6,-,2.9,0.9,0.5,-
36,Adrien Thomasson,2.1,0.9,1.1,-,0.5,2,0.1,-
37,Seko Fofana,0.7,0.7,0.7,-,0.4,1.2,0.1,-
38,Ludovic Blas,0.9,0.9,1.3,-,0.1,0.8,0.1,-
39,Cheick Doucouré,2.2,2,1.2,-,0.7,1.3,0.2,-
40,Houssem Aouar,1.3,0.6,0.8,-,0.1,0.8,-,-
41,Jonas Omlin,0.1,-,-,-,0.7,-,-,1
42,Danilo Pereira,1.2,1.4,0.8,0.2,1,0.5,0.4,-
43,Achraf Hakimi,2.3,0.9,0.6,0.3,0.6,1,0.2,-
44,Fabien Centonze,1.7,1.7,0.8,0.1,2.4,1,0.4,-
45,Emerson,1.6,0.9,0.5,0.2,2.1,0.4,0.3,-
46,Boubacar Kamara,2,1.4,1.2,0.5,1.2,0.6,0.3,-
47,Sofiane Diop,1.3,0.8,0.9,-,0.1,1.1,-,-
48,Flavien Tait,1,0.7,1.1,-,0.3,1,0.1,-
49,Steve Mounié,0.5,0.2,1.2,-,0.3,0.7,-,-
50,Melvin Bard,1.8,1.5,0.6,0.2,1.3,0.7,0.3,-
51,Gerson,1.2,0.5,1.3,0.1,0.4,0.8,0.1,-
52,Nayef Aguerd,0.9,0.8,0.6,0.5,4,0.3,0.5,-
53,Dénis Bouanga,1.4,0.2,1.5,-,1,1.2,-,-
54,William Saliba,1.5,1.3,0.5,0.9,2.2,0.2,0.4,-
55,Mattéo Guendouzi,1.2,0.4,0.7,-,0.4,0.9,-,-
56,Jean-Clair Todibo,1.6,1.4,0.7,0.6,3.6,0.6,0.6,-
57,Brendan Chardonnet,1.4,1.7,0.8,0.3,4.4,0.3,0.9,-
58,Idrissa Gueye,2.3,0.9,1.5,-,0.5,1,0.2,-
59,Marquinhos,1.2,0.5,0.2,0.6,3,0.5,0.6,-
60,Valentin Rongier,2.4,1,1.1,0.1,0.3,1,0.2,-
61,Predrag Rajkovic,0.1,-,-,-,1.2,-,-,-
62,Renato Sanches,0.8,0.6,1.2,-,0.3,0.7,0.1,-
63,Azor Matusiwa,2,2.1,1,-,1.3,1,0.7,-
64,Jonathan Gradit,1.7,1.9,1.2,0.3,3,0.6,0.8,-
65,Ruben Aguilar,2.8,1.6,1.1,0.1,1.9,0.9,0.1,1
66,Ander Herrera,1.5,0.7,0.7,-,0.4,1.3,0.4,-
67,Hugo Ekitike,0.8,0.3,0.8,-,0.5,0.3,0.1,-
68,Julien Laporte,1.9,1.6,0.8,0.3,5.2,1,0.7,-
69,Mohamed Bayo,0.4,0.2,0.6,-,0.4,0.7,-,-
70,Ghislain Konan,1.3,1,0.6,0.1,1.4,0.5,0.3,-
71,Sven Botman,1,1,0.6,0.4,4.5,0.2,0.8,-
72,Baptiste Santamaría,1.5,0.9,1,-,1.1,0.6,0.4,-
73,Cengiz Ünder,0.6,0.4,0.3,-,0.3,0.4,0.1,-
74,Jean Onana,3,1.6,1.7,-,0.9,2.2,0.2,-
75,Aleksandr Golovin,1.5,0.4,0.8,-,0.3,0.9,-,-
76,Angelo Fulgini,1,0.6,1,-,0.1,0.8,0.1,-
77,Nicolas de Préville,0.6,0.2,1.7,-,0.4,0.6,0.1,-
78,Rominigue Kouamé,1.4,1.4,1.3,-,0.6,1.1,0.1,-
79,Luan Peres,1.9,1.3,0.6,0.5,1.5,0.5,0.4,1
80,Ronaël Pierre-Gabriel,2.6,1.6,0.9,0.2,2.2,1,0.2,-
81,Justin Kluivert,0.7,0.5,1.4,-,0.2,0.6,-,-
82,Mario Lemina,1.9,1.5,1.1,-,1.2,0.3,0.3,-
83,Ryad Boudebouz,0.9,0.3,0.5,-,0.1,0.6,0.1,-
84,Kevin Volland,0.7,0.1,1.6,-,0.2,0.7,-,1
85,Ibrahima Sissoko,1.3,1,1.7,-,0.7,0.8,0.3,-
86,Walter Benítez,-,-,-,-,0.6,0.1,-,-
87,Romain Thomas,1.6,1.5,1.3,0.4,4.1,0.9,0.7,-
88,Keylor Navas,-,-,-,-,0.6,-,-,-
89,Laurent Abergel,3.2,1.6,1.2,-,0.3,2.8,-,-
90,Sanjin Prcic,1.5,1.5,0.8,-,0.5,0.5,0.1,-
91,Mahdi Camara,2.9,1.7,1.3,-,0.9,0.9,0.2,-
92,Alban Lafont,0.1,-,-,-,1.5,0.1,-,-
93,Kevin Danso,1.2,1.2,1.3,0.4,3.3,0.3,0.8,-
94,Castello Lukeba,1.4,1.6,0.8,0.6,2.5,0.3,0.4,-
95,Benoît Badiashile,1.5,1.2,1,0.3,2.8,0.4,0.5,-
96,Giulian Biancone,2.1,1.6,1,0.2,2,0.9,0.2,-
97,Gelson Martins,1.3,0.5,0.7,-,0.1,1.2,-,-
98,Presnel Kimpembe,1.1,1.3,0.9,0.7,2.4,0.3,0.5,-
99,Quentin Merlin,1.6,1,0.4,0.1,0.8,0.8,0.1,-
100,Wout Faes,1.1,1.4,0.6,0.3,4.5,0.2,1,-
101,Yunis Abdelhamid,1.4,2,1.1,0.2,2.9,0.5,0.7,-
102,Dimitri Liénard,2.2,0.6,1,0.2,0.6,0.9,-,-
103,Przemyslaw Frankowski,1.5,0.8,1,0.1,1.2,1,-,-
104,Alexander Djiku,1.6,2,1.4,0.2,2.9,0.5,0.4,-
105,Wahbi Khazri,1.1,0.4,0.7,-,0.2,0.8,-,-
106,Enzo Le Fée,1.9,0.8,0.9,-,0.4,1.4,-,-
107,Anthony Lopes,-,0.1,-,-,0.5,-,-,-
108,Caio Henrique,1.6,0.8,0.6,0.1,1,0.9,0.2,-
109,Guillermo Maripán,1.4,1,0.8,0.5,2.5,0.8,0.5,-
110,Armand Laurienté,0.9,0.4,1.3,-,0.1,0.5,0.1,-
111,Anthony Caci,1.8,0.9,0.9,0.1,1.3,0.6,0.1,-
112,Jonathan David,0.6,0.1,0.7,-,0.4,0.6,0.1,-
113,Zeki Çelik,2,1.3,1.2,0.1,1.6,0.8,0.3,-
114,Maxence Caqueret,2.4,1.4,1.4,0.1,0.7,1.6,0.3,-
115,Tiago Djaló,2.1,0.9,0.8,0.3,2.3,0.5,0.4,2
116,Alexis Flips,1.5,1,0.7,-,0.6,0.9,-,-
117,Amine Harit,0.8,0.2,0.7,-,-,0.3,-,-
118,Christophe Hérelle,2.1,1.9,0.9,0.5,3.5,0.4,0.7,-
119,Youssouf Fofana,2.1,1,1,-,0.6,0.8,0.2,-
120,Jean-Charles Castelletto,1.6,1.1,1.5,0.4,2.6,0.4,1,-
121,Wylan Cyprien,1.4,0.4,0.8,-,0.6,0.8,0.3,-
122,Thomas Mangani,1.8,1.1,0.8,0.1,0.8,1.1,0.3,-
123,Dante,1.2,1.4,0.8,0.6,2.7,0.3,0.8,-
124,Stephy Mavididi,0.8,0.3,0.8,-,0.3,0.8,0.1,-
125,Nicolas Pallois,1.7,1.8,0.6,0.4,3.6,0.8,0.6,-
126,Thomas Monconduit,1.2,0.6,1.4,-,1.4,1.1,0.3,-
127,Gerzino Nyamsi,1,0.7,1,0.4,2.5,0.2,0.5,-
128,Jean-Ricner Bellegarde,1.4,0.8,1,-,0.4,0.7,0.1,-
129,José Fonte,0.6,1.2,0.6,0.2,4.1,0.4,0.8,-
130,Axel Disasi,1.3,0.8,1.3,0.4,2.3,0.5,0.9,-
131,Habib Diallo,0.3,0.1,0.5,-,0.3,0.3,0.1,-
132,Arnaud Kalimuendo,0.3,0.3,0.4,-,-,0.2,-,-
133,Jonathan Bamba,1,0.7,0.4,-,0.2,0.7,-,-
134,Kalifa Coulibaly,0.2,-,0.5,-,0.5,0.2,0.1,-
135,Pedro Chirivella,1.6,1.2,0.7,-,0.4,1.5,0.1,-
136,Lucas Perrin,1.4,1.4,1.5,0.3,2,0.6,0.4,-
137,Pablo Rosario,1.6,1.1,1,0.1,1.2,1.2,0.2,-
138,Malo Gusto,1.8,1.1,0.8,0.3,1,0.5,0.2,1
139,Mamadou Sakho,1.2,1.4,0.3,0.4,4.4,0.3,1.2,-
140,Lucien Agoumé,1.9,1.9,1.1,-,0.9,0.8,0.3,-
141,Vital N'Simba,1.9,0.9,0.8,0.1,0.8,0.8,0.2,-
142,Akim Zedadka,1.9,1.5,0.7,0.1,1.1,0.9,0.2,-
143,Nuno Mendes,1.8,0.8,0.7,0.3,0.5,0.8,0.2,-
144,Vincent Pajot,2.9,1.7,1.8,-,1.2,0.9,0.2,-
145,Facundo Medina,2,1.2,1.2,0.2,2.4,0.8,0.3,-
146,Xeka,2,1,1.4,-,1.1,1.3,0.1,-
147,Yacine Adli,1.2,1,0.6,-,0.3,1.4,0.1,-
148,Jean-Kévin Duverne,1.9,1.4,0.9,0.3,2.3,1.3,0.1,1
149,Khéphren Thuram,0.9,0.8,0.9,-,0.5,0.5,0.3,-
150,Elbasan Rashani,1.4,0.4,1.3,-,0.6,1.3,0.1,-
151,Kevin Gameiro,0.5,0.2,0.5,-,-,0.3,-,-
152,Haris Belkebla,1.5,1.5,0.9,-,0.9,0.7,0.2,-
153,Alberth Elis,1,0.4,1.1,0.1,0.4,0.7,-,-
154,Johan Gastien,1.8,1.7,0.9,-,1.5,1.5,0.3,1
155,Léo Dubois,1.9,1,0.8,0.2,1.2,0.8,0.1,-
156,Renaud Ripart,1.4,0.7,0.9,0.1,0.6,1.1,-,-
157,Jason Berthomier,1,0.3,0.5,-,0.1,0.8,0.1,-
158,Marco Bizot,0.1,-,-,-,1,0.1,-,-
159,El Bilal Touré,0.6,0.3,1,-,0.8,0.2,0.1,-
160,Jordan Ferri,1.6,0.9,1.4,-,0.9,1.7,0.1,-
161,Matz Sels,-,-,-,-,1.2,-,-,-
162,Mihailo Ristic,1.5,0.6,0.9,0.1,1.4,0.6,0.2,-
163,Jonas Martin,1.2,0.8,1.1,-,0.9,1.2,0.1,-
164,Mickaël Nadé,1.9,2,1.5,0.6,2.6,0.5,0.5,-
165,Bamba Dieng,0.7,0.2,0.6,-,0.3,0.4,-,-
166,Hicham Boudaoui,1.1,0.6,1,-,0.4,0.8,0.1,-
167,Xavier Chavalerin,1.4,1.1,0.9,-,0.9,1.3,0.1,-
168,Erik Palmer-Brown,1.8,1.6,0.9,0.4,4,0.3,0.9,-
169,Birger Meling,1.4,0.7,0.5,0.2,0.9,0.3,0.2,-
170,Souleyman Doumbia,1.1,1.4,0.8,0.3,1.5,0.5,0.1,-
171,Alexander Nübel,-,-,-,-,0.4,-,-,1
172,Duje Caleta-Car,0.8,0.9,0.4,0.8,2.1,0.1,0.3,-
173,Yoann Salmier,1.9,1.3,1.1,0.3,2.8,0.3,0.5,1
174,Florent Mollet,0.9,0.7,1,-,0.3,1.2,0.1,-
175,Thiago Mendes,1.2,1.2,0.8,0.3,1.9,0.6,0.2,-
176,Pau López,-,-,-,-,0.7,-,-,-
177,Jean-Louis Leca,-,-,0.1,-,0.8,-,-,-
178,Arnaud Souquet,1.6,1,0.8,0.1,1.6,1,0.2,-
179,Ismaël Traoré,0.8,1.2,0.4,0.7,3.2,0.4,0.5,-
180,Ivo Grbic,-,-,-,-,1.1,-,-,-
181,Arkadiusz Milik,0.4,0.1,0.8,-,0.4,0.6,-,-
182,Warmed Omari,1,0.9,0.7,0.6,2.7,0.2,0.4,-
183,Yohann Magnin,2.2,0.8,0.9,0.2,1.4,0.8,0.3,-
184,Jérôme Boateng,0.8,0.8,0.5,0.4,3,0.3,0.4,-
185,Tristan Dingomé,0.9,0.4,0.5,-,0.1,0.3,-,-
186,Javairô Dilrosun,0.4,0.3,0.4,-,0.1,0.5,-,-
187,Terem Moffi,0.5,0.1,0.6,-,0.6,0.6,0.1,-
188,Kasper Dolberg,0.3,0.2,1.1,-,0.6,0.2,-,-
189,Nicolas Cozza,2.4,1.1,0.7,0.2,2.2,0.9,0.6,-
190,Adrien Truffert,1,0.6,0.8,0.1,0.8,0.4,0.2,-
191,Gauthier Gallon,0.1,0.1,-,-,0.7,-,-,-
192,Thomas Delaine,1.7,0.9,0.8,0.1,1,0.7,0.2,-
193,Thilo Kehrer,0.8,0.9,0.6,0.2,1,0.4,0.4,-
194,Ilan Kebbal,1,0.4,0.4,-,0.1,1,-,-
195,Romain Del Castillo,1.4,0.4,0.8,0.1,0.1,1,-,-
196,Enock Kwateng,1.9,1.5,0.8,0.2,1.6,1.3,0.1,-
197,Marc-Aurèle Caillard,-,0.1,-,-,0.7,0.1,-,-
198,Mathias Pereira Lage,0.9,0.9,1,0.1,0.8,0.9,0.3,-
199,Hwang Ui-Jo,0.3,0.2,0.5,-,0.5,0.3,-,-
200,Florent Ogier,1,1.2,0.6,0.3,2.8,0.5,0.9,-
201,Pape Sarr,1.4,0.9,1,-,0.6,0.6,0.1,-
202,Alfred Gomis,-,-,-,-,0.5,-,-,-
203,Farid Boulaya,0.8,0.5,0.3,-,0.1,1,0.1,-
204,Remi Oudin,1,0.8,0.4,-,0.6,0.4,0.1,-
205,David Pereira da Costa,0.7,0.4,0.3,-,0.1,0.5,-,-
206,Joris Chotard,1.6,1.2,0.8,0.1,1.6,1.2,0.4,-
207,Lilian Brassier,1.3,1,0.8,0.6,2.6,0.4,0.7,1
208,Amadou Onana,1.5,0.9,1,-,0.6,0.2,0.1,-
209,Jean Lucas,1.5,0.5,1,-,0.1,0.8,0.2,-
210,Thomas Foket,1,1.1,0.9,0.1,1,0.8,0.1,-
211,Fábio,2.3,1.3,1.1,-,1.1,1.4,0.3,-
212,Flavius Daniliuc,1.9,0.6,0.7,0.4,1.3,0.4,0.3,-
213,Valère Germain,0.7,0.3,0.7,-,0.8,0.7,-,-
214,Gaël Kakuta,0.8,0.1,0.5,-,0.1,0.6,-,-
215,Ismail Jakobs,1.1,0.6,0.5,0.1,1,0.7,-,-
216,Vincent Le Goff,1.8,1.1,0.7,0.1,1.2,0.7,0.1,-
217,Léo Pétrot,1.4,1,0.3,0.3,3.8,0.4,0.8,-
218,Stian Gregersen,1.6,1.6,1,0.6,4.1,0.6,0.7,-
219,Cédric Hountondji,1.4,1.5,0.5,0.3,3.3,0.3,0.5,1
220,Issa Kaboré,1.5,0.6,1,0.1,0.9,0.6,0.1,-
221,Timothy Weah,0.7,0.3,0.4,-,0.2,0.3,-,-
222,Pape Gueye,1.4,0.9,1,-,0.5,0.5,0.1,-
223,Jordan Lotomba,1.1,0.4,0.4,0.1,0.8,0.5,0.1,-
224,Timothée Kolodziejczak,1.4,2,1,0.4,2.3,0.5,0.2,2
225,Arnaud Nordin,0.6,0.2,0.6,-,0.2,0.4,-,-
226,Lorenz Assignon,0.8,0.6,0.5,0.1,0.8,0.2,0.1,-
227,Pol Lirola,0.8,0.4,0.3,-,0.6,0.4,-,-
228,Elye Wahi,0.5,0.1,0.5,-,0.1,0.3,-,-
229,Fabien Lemoine,1.7,0.7,1.3,-,1.1,1.1,0.2,-
230,Dylan Bronn,1.6,1.3,1,0.4,2.3,0.4,0.6,-
231,Alexandre Oukidja,-,-,-,-,1.5,-,-,1
232,Serhou Guirassy,0.1,-,0.6,-,0.2,0.2,-,-
233,Dennis Appiah,1.7,0.8,1.2,0.2,2.2,0.6,0.4,1
234,Osman Bukari,0.8,0.3,0.6,-,-,0.6,-,-
235,Andreaw Gravillon,1.2,1.3,1.3,0.2,3,0.4,0.6,-
236,Hugo Magnetti,1.8,0.9,0.9,-,0.4,1,0.1,-
237,Oualid El Hajjam,1.2,1.2,0.8,0.4,1.3,0.4,0.3,-
238,Wesley Saïd,0.5,0.1,0.8,-,-,0.4,-,-
239,Batista Mendy,1.4,1,1.6,0.2,1.1,0.6,0.2,2
240,Alidu Seidu,1.6,1.6,0.9,0.3,2.1,0.5,0.5,-
241,Maxime Esteve,1.1,0.9,0.4,0.3,2.8,0.5,1,-
242,Salis Abdul Samed,1.4,1.4,1.4,-,0.4,1.2,-,-
243,Gabriel Gudmundsson,1.4,0.7,0.9,0.1,0.3,0.6,0.1,-
244,Azzedine Ounahi,1.2,0.8,0.6,-,0.4,0.9,-,-
245,Georginio Wijnaldum,0.5,0.3,0.2,-,0.2,0.3,0.1,-
246,Burak Yilmaz,0.2,0.1,0.8,-,0.4,0.5,-,-
247,Boubacar Traoré,1.6,0.9,2,-,0.4,1.1,0.2,-
248,Dion Lopy,2,0.8,1.5,-,0.6,1.2,0.2,-
249,Mama Baldé,1.3,0.2,1.4,-,0.2,0.6,-,-
250,Sékou Mara,0.3,0.1,0.8,-,0.2,0.3,-,-
251,Nathanaël Mbuku,0.5,0.4,0.3,-,0.1,0.2,-,-
252,Zaydou Youssouf,1.6,0.6,0.7,-,0.4,0.7,0.1,1
253,Junior Sambia,0.7,0.7,0.6,0.1,0.8,0.3,0.1,-
254,Gideon Mensah,1.6,0.7,0.7,0.1,0.8,0.9,0.1,-
255,Houboulang Mendes,1.6,1.1,1.1,0.2,3.4,0.5,0.6,1
256,Paul Bernardoni,-,-,-,-,0.9,-,-,-
257,Jodel Dossou,1,0.1,0.7,-,0.1,0.8,-,-
258,Ouparine Djoco,-,-,-,-,0.8,-,-,-
259,Massadio Haïdara,1.4,1.1,1,0.2,1.6,0.5,0.2,-
260,Bradley Locko,1.2,0.6,0.6,-,0.3,0.4,0.3,-
261,Morgan Schneiderlin,1.1,1,0.8,0.1,0.9,0.4,0.1,-
262,Youssouf Koné,1.4,0.5,0.3,-,1.1,0.5,0.1,-
263,Jérémy Le Douaron,0.3,0.1,0.5,-,0.4,0.5,-,-
264,Jean-Eudes Aholou,0.6,0.8,0.8,-,0.3,0.6,-,-
265,Sébastien Corchia,1.2,0.5,0.8,0.1,1.2,0.6,0.1,-
266,Pierrick Capelle,1.2,0.5,0.7,0.1,0.6,1.1,-,-
267,Jim Allevinah,0.6,0.2,0.5,-,0.1,0.4,-,-
268,Calvin Stengs,0.7,0.3,0.6,-,0.2,0.5,-,-
269,Ibrahima Niané,-,0.1,0.5,0.1,0.6,0.2,-,-
270,Vincent Manceau,1.1,1.1,0.5,0.4,2.5,0.8,0.2,-
271,Harold Moukoudi,1,1.5,0.6,0.6,1.9,0.5,0.6,-
272,Marcus Coco,1.4,0.4,0.9,0.1,0.4,0.4,-,-
273,Jimmy Giraudon,0.7,1.9,0.7,0.5,3.6,0.8,0.7,1
274,Opa Nguette,0.8,0.1,0.5,-,0.3,0.3,0.1,-
275,Samuel Moutoussamy,1.6,0.6,1.1,-,0.5,1.3,0.1,-
276,Ricardo Mangas,1.2,0.9,0.9,0.3,1.3,0.5,0.1,1
277,Mauro Icardi,0.2,0.2,0.6,-,0.5,0.2,-,-
278,Yoann Touzghar,0.2,0.1,0.3,-,0.3,0.1,-,-
279,Yvann Maçon,1.9,0.8,1,0.3,1,1.2,0.2,1
280,Ignatius Ganago,0.1,0.1,0.3,-,0.1,0.1,-,-
281,Timothée Pembélé,0.8,0.6,0.7,0.1,0.9,0.7,0.1,-
282,Stéphane Bahoken,0.4,0.1,0.8,-,0.1,0.3,-,-
283,Mohamed-Ali Cho,0.3,0.3,1,-,-,0.4,-,-
284,Evann Guessand,0.5,-,0.7,-,0.1,0.2,-,-
285,Saîf-Eddine Khaoui,0.8,0.6,0.5,-,0.2,0.4,-,-
286,Irvin Cardona,0.4,0.2,0.5,-,0.4,0.4,-,-
287,Dylan Chambost,0.8,0.5,0.4,-,0.2,1.1,0.1,-
288,Dango Ouattara,0.8,0.6,0.8,-,0.6,0.5,-,-
289,M'Baye Niang,0.2,-,1,-,0.2,0.2,-,-
290,Mitchell van Bergen,0.4,0.2,0.4,-,0.3,0.5,-,-
291,Angel Gomes,1,0.1,0.5,-,0.1,0.2,-,-
292,Deiver Machado,0.7,0.1,0.2,0.1,0.5,0.1,-,-
293,Enzo Ebosse,0.9,0.6,0.5,0.6,1.5,0.3,0.3,-
294,Quentin Boisgard,0.8,0.2,0.4,-,0.2,0.4,-,-
295,Paul Nardi,-,-,-,-,0.8,-,-,-
296,Lucas Gourna-Douath,1.5,0.4,1.2,-,0.3,0.5,0.1,-
297,Igor Silva,1,0.9,0.9,-,0.9,1,0.1,-
298,Kévin N'Doram,0.5,1,1.2,0.1,1.1,0.9,0.3,-
299,Romain Hamouma,0.5,0.2,1,-,-,0.5,-,-
300,Adil Aouchiche,0.4,0.5,0.3,-,0.1,0.8,-,-
301,Sambou Soumano,0.2,-,0.6,-,0.3,-,-,-
302,Myron Boadu,0.3,0.1,0.5,-,-,0.1,-,-
303,Léo Leroy,1.3,0.3,1,-,0.3,0.9,0.2,-
304,Benoît Costil,-,-,-,-,0.7,-,-,-
305,Nicholas Gioacchini,0.3,0.1,0.1,-,0.1,0.2,-,-
306,Willem Geubbels,0.4,0.3,0.5,-,0.2,0.3,-,-
307,Luis Henrique,0.2,0.3,0.3,0.1,-,0.2,-,-
308,Fransérgio,0.9,0.9,1,-,0.9,1.2,0.2,-
309,Béni Makouana,0.1,0.1,0.4,-,-,-,-,-
