,Name,AvgP,PSp,Crosses,LonB,ThrB
0,Jude Bellingham,51.2,83.1,0.2,3.7,0.2
1,Joshua Kimmich,75.5,89.7,2.2,4.8,0.3
2,Niclas Füllkrug,32.3,63.7,0.1,1.5,-
3,Christopher Nkunku,23.8,81.8,0.2,1.2,0.2
4,Jamal Musiala,30,85.4,0.1,0.5,0.1
5,Dominik Szoboszlai,45.2,83,1.5,2.5,0.3
6,Randal Kolo Muani,19.3,67,0.1,0.4,0.1
7,Julian Brandt,37,83.8,1.5,1.8,0.1
8,Raphaël Guerreiro,56.7,85.1,1.1,1.5,0.1
9,Vincenzo Grifo,35.7,78.8,1,2.3,0.2
10,Jonas Hofmann,41.8,80.9,2.4,1.5,0.3
11,Sébastien Haller,16.1,70.5,-,0.2,-
12,Donyell Malen,21,80.4,0.7,0.5,-
13,Kingsley Coman,29.9,84.7,0.9,0.8,0.1
14,Eric Choupo-Moting,15.1,77.6,0.1,0.3,0.1
15,Benjamin Pavard,74.4,89.9,0.4,3.2,-
16,Alphonso Davies,53,87.2,0.3,1.4,-
17,Thomas Müller,28.7,77.4,0.1,0.5,0.1
18,Jeff Chabot,56.1,82.7,-,2.2,-
19,Jeremie Frimpong,27.5,81.2,0.5,0.5,-
20,Michael Gregoritsch,17.3,56.6,-,0.2,-
21,Serge Gnabry,23.9,82.3,0.3,0.6,-
22,Marcus Thuram,18.3,75.2,0.1,0.1,-
23,Leroy Sané,32.8,82.8,0.1,0.8,0.1
24,Nico Schlotterbeck,67.4,86.8,-,5.3,0.1
25,Florian Kainz,28.7,72.6,2.3,1.7,0.2
26,Moussa Diaby,26.4,79.2,0.7,0.8,0.2
27,Willi Orbán,79.6,89.1,-,4.2,-
28,Ellyes Skhiri,52.7,88.4,0.1,2.1,-
29,Maximilian Arnold,45.9,83.2,1.2,5.2,0.2
30,Frederik Rønnow,40.3,66.8,-,9,-
31,Borna Sosa,41,82.2,3.2,1.8,-
32,Philipp Hofmann,21.6,58.9,-,0.3,-
33,Konstantinos Mavropanos,49.7,83.5,0.1,5.7,-
34,Paulo Otávio,36.8,75.2,0.8,1.6,0.1
35,Marvin Ducksch,22.9,69.2,1.2,1.1,0.1
36,Patrick Wimmer,17.6,65.5,0.7,0.4,0.1
37,Jonas Hector,44.7,79.7,0.5,2,-
38,Danilho Doekhi,37.7,80,-,2,-
39,Mats Hummels,55.4,87.7,0.2,5,0.1
40,Wataru Endo,44.3,79.7,0.1,2.5,0.2
41,Ramy Bensebaïni,44.3,77.8,0.2,2,0.2
42,Matthias Ginter,55.4,82.9,-,4.3,-
43,Mitchell Weiser,33,70,0.9,1.8,0.2
44,Matthijs de Ligt,66.9,91.3,-,3.2,-
45,Dani Olmo,25,77.4,0.1,0.8,0.5
46,Christoph Baumgartner,25.6,68.3,0.2,1,0.1
47,Sheraldo Becker,14.7,68.9,1,0.6,-
48,Rodrigo Zalazar,13.9,68.6,1.8,0.7,0.2
49,Ritsu Doan,17.9,72.2,0.3,0.5,-
50,Timo Hübers,58.4,82.4,-,3.2,-
51,Leon Goretzka,36.8,82.8,-,1.1,0.1
52,Emre Can,47.3,89.7,-,2.6,0.1
53,Lucas Tousart,25.8,61.7,0.1,0.8,-
54,Robin Knoche,50.9,81.3,0.2,4.6,-
55,Marc Oliver Kempf,41.8,78,-,2.2,0.1
56,Noussair Mazraoui,38.9,86.9,0.2,0.5,0.1
57,Konrad Laimer,34.6,80.5,0.1,1.2,0.1
58,Felix Nmecha,23,76.7,-,1.2,0.1
59,Karim Adeyemi,17.4,77.2,-,0.4,0.1
60,Sadio Mané,15.4,76.4,0.3,0.2,-
61,Anton Stach,27.5,72.2,0.6,1,0.2
62,Dodi Lukébakio,17,73.9,0.5,0.9,-
63,Robert Andrich,49.8,83.9,0.1,1.8,-
64,Lucas Höler,18,66.3,-,0.3,-
65,Kevin Stöger,44.3,74.2,1.3,3,0.2
66,Kevin Behrens,14.2,59.6,0.1,0.3,0.1
67,Ihlas Bebou,17.6,68.3,-,0.5,-
68,Karim Onisiwo,17.5,60.1,0.4,0.2,0.1
69,Timo Werner,23.4,76.6,0.1,0.6,0.1
70,Exequiel Palacios,47.4,85.4,0.1,1.3,-
71,Marius Wolf,34,80,0.6,2.1,0.1
72,Aurélio Buta,29.9,77.9,0.7,0.9,-
73,Manu Koné,45.3,87.3,-,0.9,-
74,Philipp Lienhart,54.9,85.4,-,4.1,-
75,Lukas Kübler,30.7,70.1,0.3,1.8,-
76,Lars Stindl,25.9,81.6,0.3,1,0.2
77,Daichi Kamada,37.2,83.3,0.4,1.5,0.1
78,Rafal Gikiewicz,44.5,71,-,9.6,-
79,Mark Flekken,39.4,68.5,-,9.7,-
80,Niklas Süle,61.4,91.3,0.1,4.4,-
81,Nicolas Höfler,43.1,83.2,-,1.5,-
82,Gregor Kobel,34.3,81.1,-,5.7,-
83,Lee Jae-Sung,21.8,74.4,0.2,0.6,-
