,Name,AvgP,PSp,Crosses,LonB,ThrB
94,Matthias Ginter,63.3,83.6,0.3,3,-
95,Wout Weghorst,23.7,70.9,-,0.6,0.1
96,Jesper Lindstrøm,18.1,74.5,0.6,0.4,-
97,Iago,30.2,69.1,0.9,1.9,-
98,Robin Knoche,51.9,78.6,-,5.3,0.1
99,Marvin Plattenhardt,30,75,2.1,1.1,-
100,Nordi Mukiele,34.6,74,0.3,1.3,-
101,Tuta,51.7,79,-,3.2,-
102,Grischa Prömel,32.2,75.9,-,1.6,-
103,Yann Sommer,39.8,73.5,-,7.1,-
104,André Silva,16.7,73.1,0.1,0.1,-
105,Niklas Dorsch,35.7,83.4,0.3,3.8,0.1
106,Manuel Neuer,38.9,86.2,-,6.5,-
107,Stefan Bell,46,77.3,0.1,2.3,-
108,Thorgan Hazard,30.2,78.3,0.5,1,-
109,Atakan Karazor,42.1,82.1,-,1.5,-
110,Joakim Nilsson,38.9,80.4,-,2.5,-
111,John Anthony Brooks,55.4,83.4,-,4.1,-
112,Stefan Ortega,50.7,69,-,15.1,-
113,Cristian Gamboa,32.8,72.3,0.5,3.3,-
114,Moussa Niakhaté,45.4,78.7,0.1,2.2,-
115,Dani Olmo,18.1,78.4,0.2,0.5,0.1
116,Mark Flekken,38,66.1,-,9.6,-
117,Manuel Akanji,76.9,90.6,-,5.7,-
118,Paulinho,20,82,0.3,0.2,-
119,Timo Baumgartl,47.4,79.3,0.2,3.3,-
120,Koen Casteels,33.6,75.4,-,8.5,-
121,Suat Serdar,19.1,71.4,-,1.2,0.1
122,Jeffrey Gouweleeuw,40.9,72.3,-,4.4,-
123,Ihlas Bebou,18.5,70.3,0.5,0.3,-
124,Lukas Klostermann,45.4,86.2,-,2,-
125,Piero Hincapié,39.7,81.5,0.1,1.5,0.1
126,Benjamin Henrichs,27.2,79.8,0.2,0.5,0.1
127,Niko Gießelmann,27.1,73.2,1.1,1.4,-
128,Diadié Samassékou,29.6,80.3,-,1.4,-
129,Waldemar Anton,61.4,84.8,-,4,-
130,Rani Khedira,28.6,73.8,0.2,1.2,-
131,Gregor Kobel,30.3,79.4,-,3.8,-
132,Djibril Sow,39.1,82.9,0.1,2,0.1
133,Kevin Trapp,34.5,61.5,-,6.6,-
134,Konrad Laimer,26.6,80.3,0.1,0.9,0.1
135,Charles Aránguiz,41.2,84.7,0.1,2.8,0.1
136,Santiago Ascacíbar,41.3,82.5,-,1.7,-
137,Chris Richards,51.6,84.2,-,2,-
138,Lukas Nmecha,14.8,68.2,0.2,0.4,-
139,Sebastian Polter,15,53.9,-,0.2,-
140,Georginio Rutter,8.9,65.1,0.1,0.4,-
141,Oliver Baumann,40.4,78.2,-,5.5,-
142,Gerrit Holtmann,9.9,75.5,0.4,0.3,0.1
143,Lee Jae-Sung,22.5,74.2,0.3,0.7,0.1
144,Mitchel Bakker,41,80.6,0.5,1.2,-
145,Lars Stindl,30.7,82.3,0.2,1,0.2
146,Hiroki Ito,60.4,81.8,0.2,5.4,-
147,Kevin Mbabu,26.4,72.7,0.5,1.3,-
148,Stevan Jovetic,20.3,66.1,0.2,0.7,0.1
149,Robin Zentner,26.1,63.9,-,4.6,-
150,Max Christiansen,34.4,79.3,0.1,1.6,-
151,Bastian Oczipka,21.7,73.7,1.2,0.9,-
152,Daichi Kamada,26,79.4,0.2,0.9,0.1
153,Axel Witsel,44.9,93.2,-,0.9,-
154,Erhan Masovic,34.1,77.7,-,2.3,-
155,Christoph Baumgartner,23.1,72.6,0.3,1,0.1
156,André Hahn,12.5,53.9,0.4,0.5,-
157,Exequiel Palacios,33.8,86.4,0.1,2,0.2
158,Maximilian Eggestein,29.7,74.4,0.1,0.9,-
159,Dennis Geiger,36.8,85.6,0.8,2.3,0.1
160,Amine Adli,19.2,76,0.2,0.2,0.1
161,Maxim Leitsch,43.2,82.6,0.1,2.6,-
162,Eduard Löwen,21.8,72.1,1.2,1.7,-
163,Leandro Barreiro,16.8,71.6,-,0.4,0.1
164,Genki Haraguchi,17.7,73.8,0.1,0.7,-
165,Martin Hinteregger,51.4,76.9,-,3.2,0.1
166,Konstantinos Stafylidis,21.3,73.4,0.7,2.2,-
167,Sebastiaan Bornauw,43.3,85.9,-,2.1,-
168,Dejan Ljubicic,21.7,73.8,0.4,0.9,-
169,Niklas Stark,38.5,82.4,-,2.2,-
170,Emil Forsberg,23.3,84.3,0.4,0.4,0.2
171,Yannick Gerhardt,26.9,75.1,0.2,1,-
172,Kevin Kampl,55.3,91.4,0.1,1.7,0.1
173,Pavel Kaderábek,27.2,72.3,0.7,0.9,-
174,Kevin Schade,7.9,56.4,0.1,-,-
175,Benno Schmitz,39.4,68.5,0.8,2.4,-
176,Dominik Kohr,37.9,74.3,-,1.4,0.1
177,Péter Gulácsi,30.7,77.9,-,5.1,-
178,Makoto Hasebe,51.8,86.6,-,3.3,0.1
179,Arne Maier,25.8,77.1,1.1,2.3,-
180,Branimir Hrgota,19.6,75,0.5,0.5,0.1
181,Fabian Klos,17.7,51.1,-,0.6,-
182,Stefan Posch,48.7,80.9,0.1,2.6,-
183,Armel Bella-Kotchap,34.6,76.5,-,2.8,-
184,Ishak Belfodil,17.5,71.1,0.1,0.2,-
185,Nico Elvedi,62.4,92.1,-,2.1,-
186,Vladimír Darida,34.5,75.8,0.6,2.2,0.1
187,Luca Kilian,45.8,84,-,3.1,-
188,Marco Meyerhöfer,33.6,73.1,0.2,1.5,-
189,Odilon Kossounou,40.3,82.4,0.1,2.6,-
190,Yussuf Poulsen,12.4,66.3,-,0.3,0.1
191,Mu'nas Dabbur,18.1,73.5,0.1,0.6,0.1
192,Jean-Paul Boëtius,26.4,77.6,0.4,1.9,-
193,Rafal Gikiewicz,32.1,62.9,-,8.1,-
194,Rafael Czichos,63.2,81.8,-,5.6,0.1
195,Marcus Thuram,10.9,72.9,0.1,0.2,-
196,Alessandro Schöpf,32.4,79.9,0.5,1,-
197,Orel Mangala,27.9,83.6,-,0.8,-
198,Andrés Andrade,25,69.4,0.1,1.4,-
199,Roland Sallai,13.5,70.2,0.4,0.5,0.1
200,Timothy Tillman,22,76.7,0.5,0.6,0.1
201,Masaya Okugawa,13.9,62.6,-,0.4,-
202,Tanguy Nianzou,31.5,91.2,0.1,1.4,-
203,Dedryck Boyata,34.9,84.1,-,1.5,-
204,Julian Ryerson,17,74.6,0.6,0.8,-
205,Milos Pantovic,15.7,68.2,0.6,0.7,0.1
206,Aster Vranckx,17.2,79.6,0.2,0.5,0.1
207,Jeong Woo-Yeong,18.7,74.5,0.2,0.3,-
208,Jérôme Roussillon,27.2,75.1,0.4,1.2,-
209,Marco Richter,15.1,70.5,0.4,0.6,-
210,Ondrej Duda,20.5,75.2,0.3,1.2,-
211,Eric Choupo-Moting,6.8,75,-,0.1,-
212,Lucas Tousart,23.3,72.8,0.1,1.6,0.1
213,Angelo Stiller,36.3,83.8,0.2,1,-
214,Dodi Lukébakio,14.5,79,0.3,0.6,-
215,Joe Scally,25.6,78.5,0.4,1,0.1
216,Rubén Vargas,17.9,71.8,0.4,1,-
217,Kevin Akpoguma,27.8,75.3,0.1,1.3,-
218,Andreas Luthe,32.6,61.8,-,7,-
219,Marius Wolf,23,78.1,0.1,0.6,-
220,Takuma Asano,12.6,68.7,0.3,0.1,0.1
221,Jacob Laursen,23.3,71.3,0.3,1.3,-
222,Manuel Prietl,25.2,78.8,-,1.2,-
223,Jan Thielmann,11.5,62.5,0.5,0.4,-
224,Peter Pekarík,32.7,76.8,0.5,1.9,-
225,Gian-Luca Itter,26.5,76.1,0.5,1.1,-
226,Sebastian Vasiliadis,17.4,64.8,0.1,0.9,-
227,Jamie Leweling,10.8,65.9,0.2,0.4,-
228,Luca Netz,18.2,74.6,0.6,0.6,-
229,Kristijan Jakic,31.5,74.9,0.1,1.3,0.2
230,Elvis Rexhbeçaj,24.1,68.2,0.2,1.2,-
231,Florian Niederlechner,8,71.8,-,0.2,0.1
232,Alexander Schwolow,28,67.6,-,6.7,-
233,Sebastian Rode,23.9,81.6,0.1,0.9,-
234,Nils Petersen,6,61.7,-,-,-
235,Sebastian Griesbeck,30.2,78.7,-,2,-
236,Tyler Adams,37.4,87.1,-,1,-
237,Stefan Lainer,28.1,73.1,0.4,0.9,-
238,Manuel Gulde,29,83.2,0.1,1.8,-
239,Philipp Förster,21.3,85.9,0.2,0.4,0.1
240,Lucas Alario,6.2,67.3,-,0.1,-
241,Fabian Kunze,22,75.7,0.1,1,-
242,Maximilian Philipp,13.2,81.4,0.3,0.2,-
243,Paul Seguin,40,78.3,0.4,1.8,0.1
244,Florian Müller,28.7,81.6,-,4.8,-
245,Mads Pedersen,11.8,66.4,0.3,0.8,-
246,Renato Steffen,18,76.4,0.5,0.8,-
247,Nick Viergever,45,80.6,-,2.4,-
248,Robert Gumny,28,76,-,1.5,-
249,Herbert Bockhorn,15.2,69.4,0.3,0.6,-
250,Marin Pongracic,37.2,85.9,-,2,-
251,Sebastian Andersson,8.6,65.2,-,-,-
252,Patrick Herrmann,11.6,75.7,0.7,0.4,0.1
253,Marcel Sabitzer,26.4,82.4,0.1,1,-
254,Jeremy Dudziak,13.8,70.6,0.3,0.4,0.1
255,Roberto Massimo,12.3,76.8,0.2,0.2,-
256,Ajdin Hrustic,25.1,81.8,0.3,1.6,-
257,Andreas Voglsammer,6.8,62.6,0.2,0.3,-
258,Timothy Chandler,23.2,62.4,0.2,1,-
259,Marcus Ingvartsen,7.9,70.2,0.2,0.2,-
260,Sebastian Rudy,18,77.8,0.1,0.8,-
261,Jetro Willems,27.7,75.9,0.3,1.3,-
262,Kevin Behrens,8,65.1,-,0.1,-
263,Davie Selke,8.8,60.5,-,0.1,-
264,Bryan Lasme,7.2,59.6,0.3,-,-
265,Havard Nielsen,12.9,66.4,-,-,-
266,Janni Serra,9.7,62.1,-,0.2,-
267,Jens Petter Hauge,15.8,71.8,0.1,0.5,-
268,Kevin Vogt,72.2,88.2,-,6.2,-
269,Gonçalo Paciência,7.9,68.5,-,0.7,-
270,Christoph Kramer,25.8,78.9,0.1,0.7,-
271,Kevin Stöger,12.7,77.7,0.5,0.4,-
272,Janik Haberer,12.2,76.7,-,0.3,-
273,Ermedin Demirovic,5.2,62.1,0.1,0.1,-
274,Raphael Framberger,13.6,66.5,0.5,1,-
275,Louis Schaub,10,69.6,0.3,0.4,-
276,Andi Zeqiri,7.5,67.9,0.1,0.2,-
277,Maximilian Bauer,34.3,80.9,-,2.4,-
278,Jacob Bruun Larsen,10.6,74.4,-,0.2,-
279,Tanguy Coulibaly,13,75.5,0.1,0.2,-
280,Kevin-Prince Boateng,17.2,77.6,0.1,1.4,0.1
281,Christopher Antwi-Adjei,8.2,67,0.1,0.2,-
282,Jurgen Ekkelenkamp,11,69.7,-,0.3,-
283,Kingsley Schindler,7.3,59.8,0.3,0.2,-
284,Carlos Gruezo,18.4,77.2,0.1,1.5,-
285,Robin Hack,14.8,74.4,0.3,0.5,-
286,Levin Öztunali,8.8,69.8,0.3,0.5,-
287,Florian Krüger,9.9,70.1,0.1,0.2,-
288,Jan Morávek,10.9,70.4,-,0.6,-
289,Dickson Abiama,5.5,63.6,-,-,0.1
290,Julian Green,15.5,83.4,0.4,0.7,-
291,Nathan De Medina,13.3,73,0.1,0.5,-
