,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
111,Denzel Dumfries,75,Inter,27,D,25(9),2223,4,0.9,22.3,79.1,0.6,0.7,0.0,6.69,1,4,0,1.0,1.2,0,0.6,1.1,0.1,0.6,1.1,1.0,0.4,0.9,0.0,0.6,0.4,0.3,1
114,Alessandro Bastoni,75,Inter,24,D,26(3),2168,2,0.5,53.0,85.4,0.4,4.6,0.0,6.68,0,3,0,0.4,1.3,0,0.3,0.5,0.0,0.2,0.4,1.4,0.8,0.7,0.2,1.4,0.6,0.4,0
115,Adam Marusic,77,Lazio,30,D,31(2),2767,2,0.3,48.0,87.6,0.2,1.9,0.0,6.68,0,8,1,0.5,0.9,0,0.3,0.4,0.0,0.4,0.4,1.2,1.2,0.7,0.4,1.6,0.4,0.2,0
117,Ola Aina,72,Torino,26,D,9(10),874,1,0.6,21.5,76.5,0.6,0.7,0.0,6.68,1,5,0,0.4,0.6,2,1.2,0.8,0.1,0.4,0.8,0.9,0.6,0.8,0.1,1.0,0.3,0.1,0
118,Perr Schuurs,72,Torino,23,D,28(2),2334,2,0.2,39.8,88.2,0.0,1.9,0.0,6.67,0,5,0,0.5,2.0,0,0.3,0.1,0.1,0.2,0.7,1.7,0.9,1.0,0.4,3.2,0.4,0.5,0
119,Bram Nuytinck,271,Sampdoria,33,D,19,1504,1,0.2,34.3,85.4,0.0,1.8,0.0,6.67,0,4,0,0.2,1.5,0,0.0,0.4,0.0,0.1,0.2,2.8,1.2,1.2,0.4,4.3,0.6,1.1,0
121,Gianluca Mancini,84,Roma,27,D,33(2),2867,2,0.5,45.1,82.1,0.2,3.2,0.1,6.67,1,7,0,0.6,1.7,0,0.3,0.7,0.1,0.2,0.5,1.1,1.3,1.1,0.1,1.8,0.5,0.5,0
124,Mathías Olivera,276,Napoli,25,D,17(13),1637,2,0.8,39.5,87.3,0.2,1.1,0.0,6.66,2,2,0,0.3,1.1,3,0.3,0.8,0.1,0.8,0.7,1.3,0.7,0.7,0.2,0.8,0.7,0.1,0
126,Johan Vásquez,2731,Cremonese,24,D,19(6),1809,0,0.2,31.0,79.1,0.0,1.5,0.0,6.66,1,7,0,0.5,1.4,0,0.4,0.8,0.0,0.2,0.6,1.6,1.8,0.8,0.6,3.4,0.8,0.8,0
128,Nehuén Pérez,86,Udinese,23,D,33(1),2831,0,0.3,49.0,86.4,0.1,4.4,0.0,6.65,2,7,1,0.5,1.1,1,0.1,0.3,0.0,0.3,0.4,2.3,1.0,0.9,0.4,2.8,0.5,0.7,1
129,Simone Bastoni,1501,Spezia,26,D,15(4),1198,4,0.9,23.6,69.3,1.1,0.9,0.1,6.65,2,7,0,1.2,0.6,0,0.4,0.6,0.1,0.7,1.1,2.5,0.4,1.5,0.1,0.7,0.9,0.3,0
130,Leonardo Sernicola,2731,Cremonese,25,D,27(5),2319,2,0.8,20.1,72.6,1.1,1.1,0.0,6.65,2,11,0,0.8,0.9,3,0.8,1.3,0.1,0.7,0.9,1.4,1.2,1.3,0.2,1.5,0.4,0.2,0
131,Sebastiano Luperto,272,Empoli,26,D,36,3137,0,0.1,47.2,86.6,0.0,3.1,0.0,6.65,2,2,2,0.5,2.0,3,0.1,0.6,0.0,0.1,0.2,0.9,1.2,0.6,0.5,4.4,0.3,1.2,0
133,Ricardo Rodríguez,72,Torino,30,D,30(5),2670,0,0.8,45.4,84.1,0.7,2.2,0.0,6.65,0,3,0,0.3,0.9,0,0.2,0.2,0.0,0.3,0.4,1.5,1.1,0.7,0.1,1.6,0.4,0.4,0
142,Tyronne Ebuehi,272,Empoli,27,D,22(4),1926,4,0.5,25.5,80.5,0.4,1.2,0.0,6.64,2,0,0,0.7,0.7,1,0.4,0.7,0.1,0.5,0.6,0.8,0.5,0.5,0.3,2.5,0.2,0.5,0
145,Dodô,73,Fiorentina,24,D,28(5),2341,3,0.8,37.3,84.2,0.3,1.6,0.0,6.64,1,3,1,0.3,0.6,1,1.0,1.2,0.0,0.5,1.1,1.2,0.8,0.8,0.4,0.8,0.7,0.1,0
146,Giorgio Scalvini,300,Atalanta,19,D,29(3),2346,2,0.3,45.8,81.5,0.1,2.2,0.0,6.63,2,7,0,0.5,1.5,0,0.4,0.2,0.2,0.3,0.6,1.7,1.8,1.7,0.1,1.7,0.9,0.4,0
147,Ethan Ampadu,1501,Spezia,22,D,31,2649,1,0.4,47.9,81.5,0.2,3.0,0.1,6.63,0,8,1,0.5,2.0,1,0.3,0.6,0.0,0.2,0.6,2.1,1.2,1.4,0.5,2.9,0.8,0.7,0
150,Matteo Darmian,75,Inter,33,D,24(7),2032,2,0.6,39.9,87.0,0.4,1.8,0.0,6.63,1,3,0,0.2,0.5,0,0.3,0.6,0.1,0.3,0.5,1.8,0.7,0.7,0.0,1.1,0.5,0.2,0
151,Samuel Umtiti,79,Lecce,29,D,24(1),2115,0,0.1,34.3,83.9,0.0,2.0,0.0,6.62,0,8,0,0.5,1.4,0,0.2,1.1,0.0,0.2,0.3,2.1,1.0,1.3,0.1,3.1,0.3,0.6,0
154,Valentin Gendrey,79,Lecce,23,D,35(2),3103,2,0.7,27.5,73.6,0.4,0.9,0.0,6.62,0,4,0,0.3,1.3,0,0.4,0.7,0.0,0.3,1.3,2.4,1.0,0.6,0.2,2.1,0.8,0.1,0
158,Pablo Marí,269,Monza,29,D,28(2),2489,0,0.1,53.5,88.8,0.0,4.4,0.0,6.61,1,4,0,0.3,2.0,0,0.1,0.3,0.0,0.2,0.3,1.2,1.0,1.0,0.5,3.6,0.3,0.5,0
164,Jhon Lucumí,71,Bologna,25,D,33,2902,1,0.3,58.9,88.8,0.0,3.9,0.0,6.6,0,8,0,0.3,1.2,0,0.1,0.5,0.0,0.2,0.6,1.6,1.1,0.9,0.4,2.8,0.6,0.8,1
165,Isak Hien,76,Verona,24,D,28(4),2608,0,0.1,31.4,75.3,0.0,1.8,0.0,6.6,0,9,0,0.1,2.5,0,0.5,0.7,0.0,0.3,0.8,2.3,1.0,1.6,0.5,2.8,0.7,0.5,0
166,Martin Erlic,2889,Sassuolo,25,D,26(2),2332,0,0.1,46.0,86.1,0.0,4.0,0.0,6.59,0,2,0,0.1,1.8,0,0.0,0.4,0.0,0.0,0.5,1.0,1.1,0.8,1.0,4.1,0.5,0.8,1
169,Alessandro Zanoli,271,Sampdoria,22,D,16(6),1539,2,0.6,26.0,79.4,0.5,0.7,0.0,6.59,2,3,0,0.7,0.5,1,1.2,0.5,0.0,0.4,0.7,1.0,0.5,0.2,0.0,1.6,0.4,0.7,0
172,Pierre Kalulu,80,AC Milan,23,D,26(8),2544,0,0.3,50.1,88.7,0.2,2.6,0.1,6.59,1,4,0,0.3,1.1,1,0.3,0.7,0.1,0.1,0.7,1.7,1.2,0.7,0.3,1.4,0.4,0.5,0
173,Andrea Cambiaso,71,Bologna,23,D,25(7),2172,3,0.9,39.1,85.7,0.3,1.3,0.0,6.59,0,2,0,0.5,0.1,1,1.0,0.9,0.2,0.6,1.3,1.8,0.8,0.8,0.1,0.8,1.2,0.1,0
177,Jean-Daniel Akpa Akpro,272,Empoli,30,D,16(8),1364,1,0.3,16.3,76.3,0.1,0.6,0.0,6.58,1,7,2,0.6,0.7,1,1.3,0.8,0.0,0.6,1.0,2.2,0.5,1.3,0.0,0.9,0.8,0.2,0
181,Aleksa Terzic,73,Fiorentina,23,D,8(14),929,1,1.1,24.1,85.9,1.4,1.3,0.0,6.58,1,2,0,0.5,0.3,0,0.7,0.5,0.1,0.3,0.6,0.7,0.2,0.2,0.1,0.7,0.5,0.2,0
182,Merih Demiral,300,Atalanta,25,D,14(14),1525,0,0.1,23.2,85.8,0.0,1.3,0.0,6.57,1,5,0,0.2,1.9,1,0.1,0.5,0.0,0.1,0.2,1.5,0.9,0.5,0.5,1.9,0.4,0.3,0
183,Pawel Dawidowicz,76,Verona,28,D,20(3),1636,1,0.2,33.7,76.6,0.0,2.0,0.0,6.57,1,6,1,0.5,1.9,0,0.0,0.6,0.0,0.2,0.3,2.1,1.0,1.6,0.3,3.0,0.4,0.4,0
185,Lorenzo Pirola,143,Salernitana,21,D,23(3),1949,0,0.1,37.6,80.6,0.0,1.3,0.0,6.56,2,4,0,0.5,1.8,2,0.2,0.3,0.0,0.1,0.5,1.3,1.2,1.1,0.5,3.2,0.3,1.3,0
187,Manuel Lazzari,77,Lazio,29,D,23(6),1888,0,0.3,33.4,89.5,0.3,0.9,0.0,6.56,0,9,0,0.2,0.3,0,0.6,1.3,0.0,0.1,0.9,1.1,0.6,0.5,0.2,1.0,0.5,0.2,1
189,Luka Lochoshvili,2731,Cremonese,25,D,22(3),1850,2,0.2,31.1,79.9,0.0,1.2,0.0,6.55,1,4,0,0.3,1.5,0,0.2,0.4,0.0,0.2,0.4,1.8,0.9,1.1,0.2,3.4,0.4,0.4,0
190,Rogerio,2889,Sassuolo,25,D,34(2),2999,3,0.8,44.1,83.0,0.8,3.1,0.0,6.55,0,5,1,0.4,0.6,2,0.6,1.1,0.0,0.2,0.8,1.0,1.0,0.8,0.4,1.7,0.5,0.3,0
191,Leonardo Spinazzola,84,Roma,30,D,18(8),1656,4,0.8,29.3,77.1,0.6,1.8,0.1,6.55,1,3,0,0.4,0.3,2,1.0,0.5,0.0,0.4,1.0,0.6,0.3,0.5,0.0,0.8,0.6,0.1,0
198,Charalampos Lykogiannis,71,Bologna,29,D,11(10),1105,0,0.9,26.4,75.3,0.8,1.3,0.0,6.53,2,3,0,0.9,0.9,0,0.2,0.5,0.0,0.0,0.5,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0
199,Flavius Daniliuc,143,Salernitana,22,D,23(4),2195,2,0.3,41.3,86.1,0.0,2.6,0.0,6.53,0,10,0,0.4,1.4,0,0.1,0.1,0.0,0.1,0.5,2.1,1.1,1.2,0.4,2.6,0.8,0.5,0
201,Elseid Hysaj,77,Lazio,29,D,22(12),1992,1,0.4,35.7,85.4,0.2,1.3,0.1,6.53,1,3,0,0.1,0.7,0,0.2,0.4,0.1,0.4,0.6,1.1,0.6,0.6,0.1,0.9,0.5,0.2,0
202,Antonino Gallo,79,Lecce,23,D,28(4),2486,1,1.2,28.5,69.3,0.8,1.8,0.0,6.53,0,3,1,0.3,0.8,0,0.5,0.5,0.1,0.2,0.7,1.8,0.4,0.4,0.2,2.1,0.6,0.2,2
206,Tommaso Augello,271,Sampdoria,28,D,35(2),3068,5,1.2,35.4,77.5,1.2,1.6,0.0,6.52,2,3,0,0.3,1.0,0,0.9,0.7,0.0,0.5,0.6,0.5,0.5,0.4,0.3,1.3,0.3,0.2,0
208,Valentino Lazaro,72,Torino,27,D,15(8),1377,3,1.3,29.1,78.1,1.1,1.1,0.0,6.52,0,4,0,0.3,0.6,2,0.7,0.1,0.0,0.2,0.7,0.4,0.1,0.6,0.1,1.0,0.4,0.1,0
212,Arkadiusz Reca,1501,Spezia,28,D,24(6),2171,1,0.8,28.3,71.5,0.9,1.3,0.0,6.51,1,5,0,0.7,0.6,0,0.6,0.5,0.1,0.3,1.3,1.5,0.8,1.1,0.1,1.7,0.4,0.2,0
214,Matteo Bianchetti,2731,Cremonese,30,D,22(3),2130,0,0.2,37.1,78.3,0.1,2.4,0.0,6.51,1,5,0,0.3,2.5,0,0.1,0.4,0.0,0.1,0.2,1.3,0.8,0.7,0.7,4.3,0.5,0.7,0
217,Joakim Mæhle,300,Atalanta,26,D,25(9),2214,3,1.1,34.7,81.6,0.3,0.8,0.0,6.5,3,5,1,0.8,0.1,0,0.5,0.6,0.2,0.7,1.1,0.9,0.7,0.5,0.0,0.6,0.5,0.2,0
218,Emanuel Aiwu,2731,Cremonese,22,D,17(6),1653,0,0.2,32.3,82.0,0.0,1.2,0.0,6.5,0,3,0,0.1,1.2,1,0.1,0.7,0.0,0.2,0.3,2.4,1.1,0.9,0.4,2.1,0.6,0.7,0
220,Giangiacomo Magnani,76,Verona,27,D,19(5),1535,1,0.2,20.4,74.2,0.1,1.9,0.0,6.5,0,7,1,0.3,1.4,1,0.1,0.3,0.0,0.1,0.3,1.4,0.9,0.9,0.1,3.1,0.3,0.6,1
221,Koffi Djidji,72,Torino,30,D,26(8),2422,0,0.1,41.5,87.4,0.1,1.4,0.0,6.5,1,3,0,0.2,1.4,1,0.1,0.1,0.0,0.2,0.2,1.5,1.0,0.8,0.2,2.0,0.4,0.4,0
223,Josh Doig,76,Verona,21,D,15(7),1359,3,0.5,16.8,69.9,0.5,0.7,0.0,6.5,2,1,0,0.8,0.7,0,1.0,0.3,0.1,0.7,1.5,0.9,0.5,0.6,0.0,0.5,0.5,0.3,0
225,Adama Soumaoro,71,Bologna,31,D,22(1),1873,0,0.0,46.4,93.3,0.0,1.7,0.0,6.49,0,3,1,0.1,1.3,0,0.1,0.5,0.0,0.0,0.3,1.1,0.7,0.9,0.5,3.1,0.1,0.6,0
226,Bruno Amione,271,Sampdoria,21,D,25(1),2093,1,0.1,37.5,80.1,0.0,1.4,0.0,6.49,1,8,1,0.5,2.7,0,0.1,0.6,0.0,0.0,0.8,1.9,1.0,0.9,0.7,2.2,0.9,0.4,0
229,Zeki Çelik,84,Roma,26,D,16(8),1503,1,0.7,29.3,76.4,0.4,1.5,0.0,6.48,0,5,1,0.2,0.5,0,0.3,0.3,0.1,0.5,0.7,1.8,0.6,1.1,0.0,1.0,0.7,0.3,0
230,Federico Ceccherini,76,Verona,31,D,18(4),1431,0,0.2,26.8,77.6,0.1,1.7,0.0,6.48,2,9,1,0.3,1.4,1,0.1,0.9,0.0,0.4,0.6,1.1,0.9,1.4,0.1,2.4,0.5,0.5,0
231,Mërgim Vojvoda,72,Torino,28,D,18(11),1717,5,0.8,32.5,78.8,0.3,1.6,0.1,6.48,0,3,0,0.8,0.3,0,0.4,0.2,0.1,0.6,0.7,0.8,0.3,0.7,0.0,0.8,0.4,0.1,0
232,Luca Caldirola,269,Monza,32,D,27(4),2360,0,0.1,45.9,88.3,0.0,2.1,0.0,6.48,2,5,0,0.3,1.1,0,0.0,0.8,0.0,0.0,0.2,0.8,0.8,1.0,0.3,2.1,0.4,0.6,0
234,Emanuele Valeri,2731,Cremonese,24,D,31(6),2791,3,1.5,22.4,66.0,1.1,1.2,0.0,6.47,2,3,0,1.1,0.4,0,0.5,1.0,0.1,0.7,1.7,1.4,0.6,0.7,0.1,0.9,1.1,0.1,0
235,Igor Julio,73,Fiorentina,25,D,23(4),2060,0,0.1,48.6,88.0,0.0,3.4,0.0,6.47,0,8,1,0.3,1.4,0,0.3,0.5,0.0,0.4,0.3,1.6,0.9,1.1,0.7,2.0,0.3,0.5,0
236,Kingsley Ehizibue,86,Udinese,28,D,16(11),1534,0,0.3,17.0,75.5,0.3,0.6,0.0,6.47,2,7,0,0.5,0.6,1,0.5,0.7,0.0,0.4,0.7,1.7,0.4,1.2,0.1,1.3,0.6,0.1,0
237,Tonny Vilhena,143,Salernitana,28,D,27(6),2275,1,0.6,24.2,79.7,0.5,1.0,0.0,6.46,4,5,0,0.9,0.3,0,0.5,1.0,0.0,0.7,1.1,1.3,0.5,1.0,0.0,0.6,0.9,0.2,0
243,Kelvin Amian,1501,Spezia,25,D,26(4),2374,1,0.6,28.2,75.3,0.4,1.2,0.0,6.44,0,5,1,0.9,1.1,0,0.5,0.2,0.0,0.6,0.8,1.8,0.7,1.2,0.3,2.5,0.2,0.4,0
245,Milan Skriniar,75,Inter,28,D,20(1),1770,0,0.3,65.1,91.7,0.0,3.0,0.0,6.44,0,3,1,0.4,0.8,0,0.1,0.7,0.0,0.1,0.7,1.4,0.6,1.7,0.3,2.2,0.7,0.6,1
247,Robin Gosens,75,Inter,28,D,11(21),1168,0,0.5,16.5,80.7,0.3,0.5,0.0,6.44,3,2,0,0.8,0.6,0,0.2,0.1,0.1,0.1,0.5,1.1,0.7,0.5,0.0,0.4,0.3,0.1,0
251,Marco Faraoni,76,Verona,31,D,19(4),1493,3,0.5,18.3,67.0,0.4,1.5,0.0,6.42,2,7,0,0.9,0.6,0,0.3,0.5,0.2,0.2,0.5,1.5,0.7,0.9,0.0,1.5,1.1,0.5,0
253,Petar Stojanovic,272,Empoli,27,D,16(11),1528,1,0.7,30.3,80.9,0.3,2.4,0.0,6.42,0,3,0,0.4,0.1,0,0.5,0.6,0.0,0.5,0.4,1.6,0.4,0.4,0.3,1.8,0.6,0.2,0
258,Dylan Bronn,143,Salernitana,28,D,19(5),1684,0,0.2,40.5,85.9,0.0,2.6,0.0,6.41,0,5,1,0.3,1.4,0,0.3,0.4,0.0,0.1,0.3,1.4,0.8,1.2,0.4,2.3,0.4,0.8,0
260,Mattia Caldara,1501,Spezia,29,D,13(7),1251,0,0.1,29.4,77.0,0.0,1.5,0.0,6.4,0,6,0,0.6,1.8,0,0.1,0.5,0.1,0.2,0.5,1.2,0.9,0.8,0.6,4.3,0.6,0.8,1
261,Gary Medel,71,Bologna,35,D,17(12),1477,1,0.2,37.8,89.8,0.0,2.3,0.0,6.39,0,5,0,0.1,0.5,0,0.1,0.6,0.0,0.1,0.2,0.9,1.0,0.7,0.0,1.1,0.3,0.3,0
266,Domagoj Bradaric,143,Salernitana,23,D,24(7),2254,3,0.5,28.1,78.9,0.4,1.1,0.0,6.39,0,5,0,0.2,0.5,0,0.5,0.6,0.1,0.3,0.9,0.8,0.7,0.5,0.1,1.3,0.3,0.2,0
274,Fabio Depaoli,76,Verona,26,D,24(7),2172,2,0.5,14.4,63.2,0.6,0.9,0.0,6.37,2,7,0,0.6,0.8,0,0.4,1.0,0.1,0.6,1.2,1.5,0.6,1.4,0.0,0.9,0.6,0.2,0
