,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
10,Teun Koopmeiners,300,Atalanta,25,D,32(1),2861,4,1.8,46.5,78.1,1.5,2.8,0.1,7.11,10,7,0,1.8,1.2,2,0.9,0.8,0.2,1.0,1.5,1.4,0.6,1.5,0.1,1.0,0.8,0.2,0
13,Mário Rui,276,Napoli,32,D,21(1),1763,6,2.1,65.0,84.2,1.6,5.1,0.1,7.09,0,2,1,0.5,0.6,2,0.4,1.4,0.0,0.3,0.5,1.5,0.7,0.9,0.1,0.8,1.0,0.2,0
14,Lucas Martínez,73,Fiorentina,27,D,25(2),2173,1,0.3,55.9,81.9,0.1,6.3,0.0,7.08,1,6,0,1.0,2.8,5,0.4,0.9,0.0,0.2,0.4,3.0,1.8,0.8,0.5,2.8,0.7,0.7,0
16,Kim Min-Jae,276,Napoli,26,D,35,3055,2,0.3,80.0,91.0,0.1,3.4,0.0,7.07,2,5,0,0.2,2.6,1,0.1,0.2,0.0,0.2,0.4,1.6,1.2,0.9,0.6,3.5,0.1,0.7,0
17,Giovanni Di Lorenzo,276,Napoli,29,D,36(1),3257,4,1.3,61.8,86.0,0.2,2.7,0.1,7.04,3,2,0,0.8,1.1,5,0.3,1.0,0.1,0.5,0.6,1.6,0.8,0.8,0.2,1.4,0.6,0.2,0
18,Danilo,87,Juventus,31,D,35(2),3182,3,0.5,56.0,85.1,0.1,4.3,0.1,7.04,3,5,0,0.9,1.4,2,0.2,0.5,0.0,0.2,0.6,2.5,1.3,0.9,0.2,3.0,0.6,0.5,0
20,Carlos Augusto,269,Monza,24,D,35,3087,5,0.7,39.4,84.7,0.3,1.1,0.1,6.99,6,4,0,1.2,1.6,4,0.9,0.5,0.2,0.8,1.3,2.1,0.7,1.2,0.2,2.1,0.6,0.2,0
22,Stefan Posch,71,Bologna,26,D,30,2541,2,0.8,49.2,76.7,0.3,3.9,0.1,6.96,6,6,0,0.9,0.9,7,0.5,0.9,0.0,0.4,1.3,2.7,1.2,1.6,0.2,2.0,1.0,0.5,0
26,Armando Izzo,269,Monza,31,D,29(1),2475,0,0.5,52.0,87.7,0.1,3.3,0.0,6.93,1,10,0,0.5,1.3,3,0.4,1.5,0.0,0.3,0.4,2.4,1.7,1.5,0.1,2.6,0.5,0.6,0
28,Fabiano Parisi,272,Empoli,22,D,33,2835,0,0.6,38.7,79.0,0.4,1.8,0.0,6.93,2,10,1,0.6,0.9,1,1.9,2.2,0.0,1.2,1.7,2.0,1.2,1.0,0.2,2.1,1.3,0.5,0
29,Cristiano Biraghi,73,Fiorentina,30,D,30(3),2556,4,2.5,42.3,78.5,2.7,2.4,0.0,6.92,2,1,0,0.8,0.6,2,0.2,1.2,0.0,0.2,0.5,2.0,0.4,0.9,0.4,1.2,1.0,0.2,1
30,Bremer,87,Juventus,26,D,30,2640,1,0.3,55.4,90.2,0.0,3.0,0.0,6.92,4,6,0,1.1,2.6,3,0.1,0.4,0.0,0.3,0.6,1.0,1.4,1.0,0.5,3.8,0.2,0.7,0
32,Chris Smalling,84,Roma,33,D,31(1),2808,1,0.2,41.8,87.5,0.0,2.3,0.0,6.91,3,7,0,0.5,2.3,2,0.1,0.4,0.0,0.1,0.3,0.8,1.3,0.6,0.2,3.8,0.3,1.1,0
36,Fikayo Tomori,80,AC Milan,25,D,32(1),2765,1,0.3,57.5,88.9,0.0,5.1,0.1,6.89,1,5,0,0.3,1.9,2,0.1,0.8,0.0,0.1,0.3,2.1,0.9,0.8,0.3,2.3,0.4,0.8,0
37,Juan Cuadrado,87,Juventus,35,D,24(7),2090,3,1.4,35.7,87.0,1.1,2.7,0.0,6.89,1,6,1,1.0,0.4,2,0.8,1.4,0.1,0.5,1.1,1.6,0.8,1.1,0.1,0.7,1.2,0.1,0
41,Federico Dimarco,75,Inter,25,D,26(7),2089,3,1.8,28.2,80.6,1.9,2.1,0.0,6.87,4,0,0,1.5,0.2,0,0.2,0.9,0.2,0.3,0.5,0.9,0.5,0.4,0.0,0.4,0.3,0.1,0
43,Theo Hernández,80,AC Milan,25,D,32,2777,3,1.2,43.2,81.1,1.0,1.9,0.0,6.87,4,7,0,1.6,1.2,2,0.6,1.8,0.1,0.6,1.4,1.3,0.7,0.7,0.1,1.0,0.5,0.2,1
44,Ibañez,84,Roma,24,D,32(1),2797,0,0.2,49.8,88.0,0.0,2.6,0.1,6.87,3,9,1,0.9,1.8,1,0.4,1.5,0.0,0.5,0.8,2.0,2.0,1.3,0.2,2.8,0.5,0.3,1
45,Amir Rrahmani,276,Napoli,29,D,27(2),2450,1,0.4,74.5,91.4,0.0,5.3,0.0,6.87,2,2,0,0.7,2.3,0,0.1,0.4,0.0,0.1,0.3,1.1,0.5,0.8,0.2,2.6,0.3,0.7,0
47,Stefan de Vrij,75,Inter,31,D,22(5),1944,0,0.0,44.5,89.5,0.0,1.7,0.0,6.87,1,4,0,0.7,3.1,0,0.1,0.3,0.0,0.1,0.1,1.0,1.5,0.6,0.3,2.9,0.2,0.4,0
50,Jaka Bijol,86,Udinese,24,D,32,2732,2,0.3,42.9,85.0,0.0,3.7,0.1,6.86,3,10,0,0.6,2.8,2,0.1,0.2,0.0,0.1,0.3,1.2,0.9,0.9,0.6,5.1,0.3,0.8,0
51,Alessio Romagnoli,77,Lazio,28,D,33(1),2925,0,0.1,54.3,90.5,0.0,3.2,0.0,6.86,2,6,0,0.4,2.3,1,0.0,0.6,0.0,0.1,0.3,1.0,1.1,1.0,0.3,3.1,0.3,0.8,0
55,Rafael Tolói,300,Atalanta,32,D,32,2791,1,0.5,51.0,81.3,0.1,3.1,0.0,6.82,2,8,0,0.9,1.3,3,0.2,0.6,0.1,0.2,0.7,2.2,1.8,1.2,0.3,2.7,0.9,0.6,0
59,Bryan Cristante,84,Roma,28,D,34(2),2945,1,0.4,46.1,82.8,0.1,3.6,0.1,6.81,1,8,1,0.8,2.1,3,0.3,0.5,0.1,0.3,0.7,3.1,0.5,1.4,0.0,1.4,1.0,0.3,0
60,Ardian Ismajli,272,Empoli,26,D,22(3),2091,0,0.2,41.0,84.7,0.0,2.4,0.0,6.8,0,3,0,0.4,2.3,2,0.1,0.5,0.0,0.1,0.1,1.6,1.1,0.8,0.4,4.7,0.2,1.2,1
62,Davide Zappacosta,300,Atalanta,31,D,18(3),1479,2,0.7,32.2,87.1,0.6,0.5,0.0,6.8,4,4,0,1.2,0.1,2,0.8,0.6,0.1,0.7,1.2,1.6,0.4,0.9,0.0,0.7,0.3,0.1,0
67,Francesco Acerbi,75,Inter,35,D,25(6),2418,2,0.5,51.5,89.8,0.1,3.2,0.0,6.79,0,4,0,0.6,2.5,0,0.2,0.4,0.1,0.2,0.4,1.1,1.3,0.5,0.3,2.5,0.3,0.6,0
76,Marten de Roon,300,Atalanta,32,D,34(1),2966,1,0.6,53.7,83.6,0.0,3.5,0.0,6.78,3,7,0,0.5,1.5,0,0.1,0.7,0.0,0.4,0.5,2.2,1.0,1.3,0.1,1.6,1.3,0.1,0
77,Nikola Milenkovic,73,Fiorentina,25,D,23(4),2136,1,0.2,47.5,85.9,0.0,2.8,0.0,6.77,2,4,0,0.7,2.7,0,0.0,0.8,0.0,0.0,0.3,1.5,0.8,1.4,0.6,2.7,0.3,0.5,1
78,Davide Calabria,80,AC Milan,26,D,21(4),1697,4,0.8,42.3,82.5,0.6,1.5,0.0,6.77,1,6,0,0.6,0.5,0,0.1,0.6,0.0,0.3,0.6,2.8,1.0,0.6,0.2,1.2,0.9,0.3,0
83,Alessandro Buongiorno,72,Torino,24,D,30(4),2723,2,0.2,45.7,85.1,0.1,1.1,0.0,6.77,1,8,0,0.6,2.9,2,0.2,1.1,0.0,0.2,1.0,1.1,1.8,1.9,0.3,2.9,0.4,0.6,0
85,Malick Thiaw,80,AC Milan,21,D,15(5),1364,0,0.1,52.5,88.4,0.0,3.4,0.0,6.76,0,5,0,0.4,2.6,0,0.1,0.4,0.1,0.2,0.2,1.6,0.6,0.7,0.2,3.3,0.5,0.3,0
89,Rodrigo Becão,86,Udinese,27,D,28,2487,1,0.4,43.9,80.3,0.1,2.9,0.0,6.75,2,11,1,0.7,2.3,1,0.2,1.1,0.2,0.1,0.6,2.5,0.9,1.4,0.4,2.2,0.5,0.9,1
93,Pasquale Mazzocchi,143,Salernitana,27,D,23(4),1968,3,1.1,24.8,79.9,0.8,1.1,0.0,6.74,2,2,0,0.7,0.4,1,2.1,0.6,0.2,1.3,2.0,1.2,0.4,1.0,0.0,1.0,0.7,0.1,0
99,Federico Baschirotto,79,Lecce,26,D,37,3330,0,0.2,37.0,74.1,0.1,3.3,0.0,6.71,3,6,0,0.6,2.5,1,0.1,0.3,0.0,0.1,0.3,1.1,1.0,1.0,0.7,5.0,0.4,0.8,0
101,Berat Djimsiti,300,Atalanta,30,D,20(4),1799,1,0.2,44.9,87.1,0.0,1.6,0.0,6.71,0,3,0,0.2,2.5,0,0.2,0.3,0.0,0.2,0.4,1.4,1.5,0.6,0.3,3.1,0.3,0.3,0
102,Norbert Gyömbér,143,Salernitana,30,D,23(4),1755,1,0.1,27.2,83.8,0.0,1.3,0.0,6.71,0,5,0,0.3,1.7,0,0.1,0.3,0.0,0.0,0.1,1.2,1.3,0.8,0.2,3.3,0.3,0.8,0
104,Alex Sandro,87,Juventus,32,D,21(4),1789,1,0.5,44.6,87.5,0.2,2.9,0.0,6.7,0,5,1,0.2,1.6,0,0.8,1.0,0.0,0.7,1.0,1.4,0.6,1.1,0.4,2.5,0.3,0.4,0
108,Nicolò Casale,77,Lazio,25,D,27(2),2437,1,0.1,55.6,92.0,0.0,2.9,0.0,6.69,1,6,0,0.3,1.6,0,0.0,0.2,0.0,0.0,0.2,1.4,0.6,0.8,0.5,2.3,0.4,0.6,0
