,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
9,Adrien Rabiot,87,Juventus,28,DM,31(1),2751,4,1.0,35.5,83.6,0.2,1.5,0.1,7.11,8,9,0,1.5,1.6,3,0.8,1.3,0.1,1.1,1.8,2.0,0.8,1.4,0.0,1.2,0.8,0.2,0
33,Sandro Tonali,80,AC Milan,23,DM,30(4),2721,7,1.8,41.3,81.0,0.9,2.5,0.1,6.91,2,7,0,0.9,0.4,2,0.3,0.9,0.1,0.3,1.2,1.9,0.7,1.0,0.1,0.5,0.5,0.3,0
42,Stanislav Lobotka,276,Napoli,28,DM,34(4),3113,1,0.4,60.4,94.2,0.0,2.5,0.0,6.87,1,2,0,0.3,0.3,0,0.5,1.4,0.0,0.4,0.7,2.2,0.6,0.7,0.0,0.4,0.8,0.2,0
56,Morten Hjulmand,79,Lecce,24,DM,34(1),2963,4,0.7,37.2,79.3,0.1,2.7,0.0,6.82,0,9,1,0.5,1.2,5,0.5,1.1,0.0,0.5,0.8,2.6,2.1,1.7,0.0,1.5,0.9,0.3,0
63,Davide Frattesi,2889,Sassuolo,23,DM,35(1),2891,0,0.8,27.7,80.5,0.1,1.7,0.1,6.8,7,4,0,1.8,0.6,1,0.9,1.6,0.0,1.2,1.6,1.8,0.4,1.1,0.1,1.1,0.5,0.2,0
73,Nicolò Rovella,269,Monza,21,DM,21(4),1749,2,0.9,53.0,89.7,0.4,3.9,0.0,6.78,1,6,1,0.8,0.4,0,0.2,0.8,0.1,0.3,0.8,1.8,1.6,1.0,0.1,0.6,0.9,0.0,0
100,Rolando Mandragora,73,Fiorentina,25,DM,22(7),1955,4,1.2,31.1,84.4,0.8,2.3,0.0,6.71,2,8,0,1.3,1.2,1,0.2,0.6,0.0,0.3,0.4,1.4,0.6,1.1,0.0,0.7,1.0,0.1,0
107,Jerdy Schouten,71,Bologna,26,DM,29(4),2516,2,0.6,45.2,87.1,0.0,1.4,0.0,6.7,0,3,0,0.2,0.8,0,0.8,0.9,0.1,0.8,1.3,1.9,1.2,0.8,0.0,1.2,0.7,0.5,1
127,Walace,86,Udinese,28,DM,37,3200,1,0.5,46.9,84.7,0.1,3.2,0.0,6.66,0,6,0,0.9,0.6,0,0.3,1.1,0.0,0.8,1.1,2.2,1.4,1.1,0.1,1.2,1.3,0.3,0
134,Nemanja Matic,84,Roma,34,DM,16(19),1839,2,0.7,36.4,86.7,0.1,2.4,0.0,6.65,2,5,0,0.3,0.6,0,0.7,0.5,0.0,0.5,0.6,1.3,0.7,0.5,0.0,0.5,0.4,0.2,0
141,Nikola Moro,71,Bologna,25,DM,12(14),1224,5,0.7,29.9,81.6,0.1,2.0,0.2,6.64,1,1,0,0.8,0.8,0,0.7,0.4,0.0,0.3,0.5,1.2,0.3,0.6,0.0,0.7,0.8,0.1,0
160,Alexis Blin,79,Lecce,26,DM,26(9),2380,0,0.4,26.1,81.3,0.1,0.8,0.0,6.6,1,8,0,0.6,1.6,1,0.1,0.9,0.0,0.4,1.0,2.0,1.0,1.3,0.1,1.9,1.0,0.4,0
213,Alberto Grassi,272,Empoli,28,DM,14(11),1193,0,0.2,22.3,81.3,0.0,0.9,0.0,6.51,0,3,0,0.4,1.0,1,0.2,0.5,0.0,0.5,0.7,1.0,1.1,0.9,0.0,1.8,0.4,0.5,0
239,Sofyan Amrabat,73,Fiorentina,26,DM,24(5),2007,1,0.4,50.1,89.8,0.3,4.6,0.0,6.46,0,11,0,0.4,0.4,0,0.4,1.0,0.0,0.6,0.7,1.3,0.7,1.9,0.0,0.6,0.4,0.2,0
240,Harry Winks,271,Sampdoria,27,DM,19(1),1719,0,0.8,45.7,85.4,0.6,2.8,0.1,6.46,0,2,0,0.7,0.3,0,0.9,0.7,0.1,0.8,1.3,1.4,1.2,0.8,0.0,1.0,1.5,0.4,0
242,Michele Castagnetti,2731,Cremonese,33,DM,14(13),1415,1,1.0,28.0,80.6,0.4,1.4,0.1,6.45,0,2,0,0.4,0.3,0,0.3,0.4,0.0,0.1,0.6,1.7,0.6,0.6,0.0,0.8,1.3,0.1,0
256,Leandro Paredes,87,Juventus,28,DM,8(17),969,0,0.8,28.9,91.4,0.7,2.0,0.1,6.41,1,7,1,0.6,0.2,1,0.2,0.4,0.0,0.2,0.2,0.8,0.7,0.8,0.0,0.8,0.5,0.0,0
259,Alfred Duncan,73,Fiorentina,30,DM,13(12),1107,0,0.6,20.2,80.8,0.4,1.1,0.0,6.4,1,3,0,0.4,0.4,0,0.5,0.5,0.0,0.6,0.7,0.7,0.3,1.0,0.0,0.2,0.4,0.0,0
273,Emil Bohinen,143,Salernitana,24,DM,9(15),825,0,0.5,19.8,84.8,0.0,0.4,0.0,6.38,0,0,0,0.2,0.5,0,0.3,0.5,0.0,0.4,0.4,1.0,0.7,0.6,0.0,0.8,0.5,0.3,0
298,Abdou Harroui,2889,Sassuolo,25,DM,5(18),637,0,0.3,12.8,84.4,0.1,0.1,0.0,6.31,2,2,0,0.6,0.4,0,0.5,0.1,0.0,0.6,0.5,0.7,0.1,0.6,0.0,0.4,0.2,0.0,0
308,Roberto Gagliardini,75,Inter,29,DM,7(12),777,0,0.3,18.2,84.6,0.2,0.4,0.1,6.27,0,3,1,0.8,0.8,0,0.0,0.5,0.0,0.1,0.5,0.8,0.2,1.1,0.0,0.6,0.6,0.3,0
