,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Victor Osimhen,26,4,4.2,0.8,1.2,1,1.5,1.5
1,Khvicha Kvaratskhelia,12,10,2.5,2.2,1.3,0.2,1.4,1.4
2,Sergej Milinkovic-Savic,9,8,1.8,1.1,2,0.1,1.8,1.8
3,Paulo Dybala,12,6,2.5,1,2.2,0.2,1.2,1.2
4,Rafael Leão,15,8,2.6,2.2,0.9,0.3,1.1,1.1
5,Lautaro Martínez,21,6,3.3,0.8,1.7,0.3,1.3,1.3
6,Mattia Zaccagni,10,6,1.6,1.7,3.3,0.1,1,1
7,Domenico Berardi,12,7,3.2,0.8,1.9,0.3,0.9,0.9
8,Armand Laurienté,7,6,2,2.3,1.5,0.3,1.9,1.9
9,Adrien Rabiot,8,4,1.5,0.8,1.3,0.1,1.1,1.1
10,Teun Koopmeiners,10,4,1.8,0.9,0.8,0.2,1,1
11,Felipe Anderson,9,2,1.1,1.4,0.9,0.2,1.2,1.2
12,Lorenzo Pellegrini,4,5,2,1,1.8,0.2,1.1,1.1
13,Mário Rui,-,6,0.5,0.4,1.4,-,0.3,0.3
14,Lucas Martínez,1,1,1,0.4,0.9,-,0.2,0.2
15,Hakan Çalhanoglu,3,6,1.7,0.2,0.8,0.1,0.4,0.4
16,Kim Min-Jae,2,2,0.2,0.1,0.2,-,0.2,0.2
17,Giovanni Di Lorenzo,3,4,0.8,0.3,1,0.1,0.5,0.5
18,Danilo,3,3,0.9,0.2,0.5,-,0.2,0.2
19,Frank Anguissa,3,5,1.4,0.9,1.3,0.1,1.4,1.4
20,Carlos Augusto,6,5,1.2,0.9,0.5,0.2,0.8,0.8
21,Luis Alberto,6,7,1.3,0.5,0.4,0.1,0.9,0.9
22,Stefan Posch,6,2,0.9,0.5,0.9,-,0.4,0.4
23,Romelu Lukaku,10,6,2,0.6,0.2,0.5,1.1,1.1
24,Ismaël Bennacer,2,2,0.6,1,0.9,-,0.8,0.8
25,Nicolò Barella,6,6,0.9,1.1,1.3,0.3,1.1,1.1
26,Armando Izzo,1,-,0.5,0.4,1.5,-,0.3,0.3
27,Piotr Zielinski,3,8,1.4,0.6,0.9,0.1,0.4,0.4
28,Fabiano Parisi,2,-,0.6,1.9,2.2,-,1.2,1.2
29,Cristiano Biraghi,2,4,0.8,0.2,1.2,-,0.2,0.2
30,Bremer,4,1,1.1,0.1,0.4,-,0.3,0.3
31,Nicolás Domínguez,3,2,1.4,0.8,1,0.1,0.7,0.7
32,Chris Smalling,3,1,0.5,0.1,0.4,-,0.1,0.1
33,Sandro Tonali,2,7,0.9,0.3,0.9,0.1,0.3,0.3
34,Ademola Lookman,13,6,1.7,1.1,1.2,0.4,1.5,1.5
35,Ivan Provedel,-,-,-,-,0.1,-,-,-
36,Fikayo Tomori,1,1,0.3,0.1,0.8,-,0.1,0.1
37,Juan Cuadrado,1,3,1,0.8,1.4,0.1,0.5,0.5
38,Olivier Giroud,13,5,2.4,0.2,0.7,0.5,0.5,0.5
39,Manuel Locatelli,-,2,0.9,0.5,1,-,0.6,0.6
40,Boulaye Dia,16,6,1.5,1.1,1.3,0.4,1.8,1.8
41,Federico Dimarco,4,3,1.5,0.2,0.9,0.2,0.3,0.3
42,Stanislav Lobotka,1,1,0.3,0.5,1.4,-,0.4,0.4
43,Théo Hernández,4,3,1.6,0.6,1.8,0.1,0.6,0.6
44,Ibañez,3,-,0.9,0.4,1.5,-,0.5,0.5
45,Amir Rrahmani,2,1,0.7,0.1,0.4,-,0.1,0.1
46,Destiny Udogie,3,4,0.8,1.5,1.8,0.2,1.1,1.1
47,Stefan de Vrij,1,-,0.7,0.1,0.3,-,0.1,0.1
48,Ciro Immobile,12,5,2.5,0.6,0.8,0.7,0.7,0.7
49,Matteo Pessina,5,3,0.8,1,1.5,-,1,1
50,Jaka Bijol,3,2,0.6,0.1,0.2,-,0.1,0.1
51,Alessio Romagnoli,2,-,0.4,-,0.6,-,0.1,0.1
52,Guglielmo Vicario,-,-,-,-,0.3,-,-,-
53,Ángel Di María,4,4,1.5,1.2,0.9,0.2,1,1
54,Junior Messias,5,2,1.3,1.4,1,-,0.6,0.6
55,Rafael Tolói,2,1,0.9,0.2,0.6,0.1,0.2,0.2
56,Morten Hjulmand,-,4,0.5,0.5,1.1,-,0.5,0.5
57,Antonio Sanabria,12,4,2.1,0.7,0.8,0.4,0.9,0.9
58,Rade Krunic,-,1,0.6,0.8,0.8,-,0.3,0.3
59,Bryan Cristante,1,1,0.8,0.3,0.5,0.1,0.3,0.3
60,Ardian Ismajli,-,-,0.4,0.1,0.5,-,0.1,0.1
