,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Domenico Berardi,15,14,3.3,0.9,2.3,0.3,1.3,1.3
1,Rafael Leão,11,8,2.9,2.9,1.3,0.2,1.5,1.5
2,Sergej Milinkovic-Savic,11,11,2,1.2,1.2,0.1,1.3,1.3
3,Lorenzo Pellegrini,9,5,3.3,1.5,1.8,0.3,0.9,0.9
4,Dusan Vlahovic,17,2,3.6,1,2.3,0.9,2,2
5,Ciro Immobile,27,2,3.8,0.6,1.3,0.4,1.4,1.4
6,Luis Muriel,9,8,2.1,2.3,1,0.3,1.7,1.7
7,Hakan Çalhanoglu,7,12,1.9,0.4,0.8,-,0.6,0.6
8,Victor Osimhen,14,2,3.4,1.1,1.4,0.7,1.2,1.2
9,Ivan Perisic,8,7,1.3,0.7,0.2,0.4,0.2,0.2
10,Paulo Dybala,10,5,3.4,1.6,1.7,0.2,1,1
11,Bremer,3,1,0.8,0.5,0.6,0.2,0.2,0.2
12,Gianluca Caprari,12,7,1.9,1.9,2.1,0.4,1.5,1.5
13,Juan Cuadrado,4,4,1.1,1.4,1.6,-,0.5,0.5
14,Lautaro Martínez,21,3,3.4,0.6,1.3,0.3,0.7,0.7
15,Tammy Abraham,17,4,2.6,1,1.3,0.5,1.1,1.1
16,Théo Hernández,5,6,1.3,1.5,2.3,0.3,0.8,0.8
17,Marcelo Brozovic,2,1,0.9,0.8,0.9,-,0.6,0.6
18,Nicolò Barella,3,12,1.9,1,1.4,0.1,1.1,1.1
19,Fabián Ruiz,7,4,1.3,0.4,0.6,-,0.3,0.3
20,Lorenzo Insigne,11,9,2.9,1.3,0.7,0.2,0.9,0.9
21,Kalidou Koulibaly,3,3,0.4,0.7,0.4,-,0.1,0.1
22,Edin Dzeko,13,5,2.4,0.5,1.1,0.1,0.9,0.9
23,Duván Zapata,10,4,3.4,1.2,1.1,0.4,1.8,1.8
24,Frank Anguissa,-,2,0.8,1.8,1.1,-,0.9,0.9
25,Giovanni Di Lorenzo,1,5,0.6,0.6,1.4,0.2,0.8,0.8
26,Gerard Deulofeu,13,5,2.3,1.5,0.9,1,1.3,1.3
27,Sandro Tonali,5,2,1,0.8,1.4,0.1,0.6,0.6
28,Felipe Anderson,6,8,1.2,1.5,1,0.2,1,1
29,Nicolás González,7,6,2.2,1.7,2.9,0.2,1.2,1.2
30,Mattia Zaccagni,4,5,1.1,1.6,2.6,0.1,0.4,0.4
31,José Palomino,1,-,0.4,0.2,0.5,-,0.2,0.2
32,Henrikh Mkhitaryan,5,6,1.8,1.1,1.6,0.2,0.9,0.9
33,Olivier Giroud,11,3,2.2,0.1,0.8,0.4,0.4,0.4
34,Fikayo Tomori,-,-,0.4,0.3,0.4,-,-,-
35,Mário Rui,-,6,0.9,0.4,1.8,0.1,0.4,0.4
36,Milan Djuric,5,3,1.5,0.2,1.4,0.2,0.6,0.6
37,Luis Alberto,5,10,1.4,0.8,0.8,-,0.7,0.7
38,Bryan Cristante,2,-,1.2,0.7,0.4,-,0.4,0.4
39,Antonio Candreva,7,10,2.1,0.6,1.3,0.4,1,1
40,Franck Kessié,6,-,1.1,1.1,1,-,0.9,0.9
41,Danilo,1,1,0.6,0.2,0.5,-,0.2,0.2
42,Mike Maignan,-,1,-,-,0.3,-,-,-
43,Antonín Barák,11,4,1.8,1.1,0.6,0.1,1.9,1.9
44,Ruslan Malinovskyi,6,4,1.9,1.6,1.4,0.1,1.6,1.6
45,Alessandro Bastoni,1,3,0.3,0.4,0.9,-,0.2,0.2
46,Pedro,9,5,1.1,1,1.2,0.2,0.8,0.8
47,Hamed Traorè,7,2,1.6,2,1,0.1,1.4,1.4
48,Giovanni Simeone,17,5,2,0.7,1.7,1,2.3,2.3
49,Davide Calabria,2,3,1.4,0.4,1.1,-,0.2,0.2
50,Matthijs de Ligt,3,1,0.6,0.1,0.5,0.1,0.1,0.1
51,Guglielmo Vicario,-,-,-,-,0.2,-,-,-
52,Lukasz Skorupski,-,-,-,-,0.1,-,-,-
53,Pierre Kalulu,1,2,0.2,0.2,0.2,0.1,0.2,0.2
54,Junior Messias,5,2,1.7,1.2,0.9,0.1,0.7,0.7
55,Mario Pasalic,13,6,1.3,0.4,0.4,0.2,0.6,0.6
56,Dries Mertens,11,1,1.5,0.6,0.7,0.2,0.3,0.3
57,Marko Arnautovic,14,1,2.8,1.1,0.6,0.4,1.1,1.1
58,Hirving Lozano,5,5,1.7,1,1.1,0.5,1.1,1.1
59,Sasa Lukic,5,4,0.9,0.8,1.3,-,0.2,0.2
60,Beto,11,-,2.3,1.4,0.9,0.5,1.9,1.9
61,Adrien Tameze,4,2,0.6,0.9,0.9,0.1,0.7,0.7
62,Josip Ilicic,3,4,1.6,1.4,1.9,0.1,0.5,0.5
63,Álvaro Morata,9,7,1.7,0.7,2.2,0.6,1.2,1.2
64,Nicolás Domínguez,-,3,0.8,0.5,1.4,-,0.8,0.8
65,Amir Rrahmani,4,-,0.7,0.2,0.7,-,0.2,0.2
66,Zlatan Ibrahimovic,8,3,2.2,0.2,0.4,0.8,0.4,0.4
67,Gianluca Scamacca,16,-,2.2,0.6,0.6,0.3,1.4,1.4
68,David Ospina,-,-,-,-,0.3,-,-,-
69,Teun Koopmeiners,4,1,0.9,0.7,0.7,0.2,0.6,0.6
70,Adrien Rabiot,-,2,0.8,1.4,0.9,0.1,0.8,0.8
71,Milan Skriniar,3,-,0.7,0.3,0.7,0.1,0.2,0.2
72,Denzel Dumfries,5,4,1.2,0.5,1.1,0.1,0.7,0.7
73,Jordan Veretout,4,8,0.8,0.4,0.6,-,0.3,0.3
74,Manuel Locatelli,3,4,0.7,0.6,0.8,0.1,0.5,0.5
75,Wilfried Singo,3,4,1.2,1.2,1.7,0.2,0.5,0.5
76,Simone Bastoni,3,3,0.9,1.4,1.1,-,1,1
77,Szymon Zurkowski,6,2,1.3,1.1,1.9,-,1,1
78,Giorgio Altare,1,-,0.9,0.4,0.5,0.1,0.2,0.2
79,Ibañez,3,-,0.6,0.3,1.4,-,0.4,0.4
80,Destiny Udogie,5,4,0.8,1.1,1,0.1,1,1
81,Milan Badelj,1,-,0.6,1,0.6,-,0.8,0.8
82,Samir Handanovic,-,-,-,-,0.1,-,-,-
83,Petar Stojanovic,1,1,0.3,1.6,0.7,0.1,1.1,1.1
84,Ismaël Bennacer,2,1,0.5,1.2,1.4,-,0.8,0.8
85,Marten de Roon,3,-,0.8,0.2,0.5,-,0.2,0.2
86,Davide Faraoni,4,6,0.9,0.4,1.1,0.2,0.4,0.4
87,JP Galvão,13,4,2.5,0.9,2.3,0.8,1,1
88,Josip Brekalo,7,2,1.4,1.3,0.7,0.2,1.2,1.2
89,Davide Frattesi,4,3,1.9,1.2,1.6,-,0.6,0.6
90,Federico Dimarco,2,2,1.2,0.3,0.4,0.1,0.3,0.3
91,Ivan Provedel,-,-,-,-,0.1,-,-,-
92,Maxime Lopez,2,2,0.5,0.9,0.9,-,0.8,0.8
93,Cristiano Biraghi,4,1,1,0.3,1,0.2,0.2,0.2
94,Merih Demiral,1,2,0.9,0.1,0.6,0.1,0.2,0.2
95,Giacomo Bonaventura,4,5,1.5,1,1.6,0.1,0.6,0.6
96,Musa Barrow,6,6,2.1,0.9,0.7,0.2,1.5,1.5
97,Nikola Milenkovic,1,-,0.7,0.1,0.6,-,0.1,0.1
98,Giacomo Raspadori,10,5,2,1,0.9,0.1,1.3,1.3
99,Chris Smalling,3,-,0.4,0.1,0.6,-,-,-
100,Alessio Romagnoli,1,-,0.6,0.1,0.7,0.2,-,-
101,Giorgio Chiellini,-,-,0.2,0.1,1,0.1,-,-
102,Andrea Pinamonti,13,2,2.5,0.5,1.6,0.5,1.3,1.3
103,Francesco Acerbi,4,-,0.5,0.1,0.5,0.1,0.1,0.1
104,Domenico Criscito,6,1,1.2,0.4,1.4,-,0.5,0.5
105,Rafael Tolói,1,1,0.6,0.4,0.5,-,0.3,0.3
106,Nicolò Rovella,-,3,0.8,0.8,1.1,0.1,0.8,0.8
107,Wojciech Szczesny,-,-,-,-,0.1,-,-,-
108,Lucas Martínez,1,-,0.8,0.6,0.6,-,0.4,0.4
109,Ethan Ampadu,-,3,0.2,0.4,0.9,-,0.3,0.3
110,Weston McKennie,3,-,1.1,1,0.2,-,0.9,0.9
111,Stefan de Vrij,-,-,0.7,0.2,0.2,-,0.1,0.1
