Unnamed: 0,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
62,Anton Stach,219,Mainz,24, M(C)  ,22(8),2078,4,1.0,27.5,72.2,0.6,1.0,0.2,6.85,1,4,0,1.2,2.4,1,0.8,1.3,0.1,0.5,1.5,0.9,1.4,0.9,0.0,0.8,0.7,0.1,0
68,Karim Onisiwo,219,Mainz,31," AM(CLR),FW  ",28(3),2549,2,1.1,17.5,60.1,0.4,0.2,0.1,6.82,10,4,0,2.2,1.8,2,1.2,1.1,0.7,1.6,3.6,0.6,0.1,1.6,0.0,0.2,0.5,0.0,0
83,Lee Jae-Sung,219,Mainz,30," AM(CLR),FW  ",24(10),1904,4,0.8,21.8,74.4,0.2,0.6,0.0,6.78,7,2,0,1.0,1.1,3,0.7,0.7,0.2,0.7,1.3,1.1,0.5,0.5,0.0,0.4,0.6,0.1,0
89,Stefan Bell,219,Mainz,31, D(CR)  ,26(4),2395,0,0.3,40.8,77.0,0.0,3.3,0.0,6.76,0,9,0,0.2,3.4,1,0.2,0.4,0.1,0.1,0.4,1.4,1.5,1.6,0.3,4.4,0.7,0.5,0
91,Leandro Barreiro,219,Mainz,23, DMC  ,25(6),2144,3,0.5,17.7,69.0,0.0,0.4,0.0,6.75,4,5,0,1.0,1.3,2,0.2,1.1,0.1,0.4,1.3,1.9,1.3,1.5,0.0,1.1,0.9,0.4,0
107,Anthony Caci,219,Mainz,25," D(CLR),M(L)  ",23(8),2036,1,0.7,29.4,74.2,0.8,3.2,0.0,6.69,2,4,0,0.3,0.7,0,0.3,0.3,0.0,0.3,0.5,1.9,1.7,0.6,0.1,1.2,0.5,0.1,0
120,Aarón Martín,219,Mainz,26," D(L),M(L)  ",20(8),1848,3,1.0,24.4,80.5,1.3,1.3,0.0,6.66,5,3,0,0.7,0.0,1,0.4,0.4,0.1,0.5,0.5,1.5,0.5,1.0,0.1,1.0,0.7,0.0,0
129,Robin Zentner,219,Mainz,28, GK  ,26,2340,0,0.0,27.7,55.0,0.0,6.8,0.0,6.65,0,1,0,0.0,0.7,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0
145,Dominik Kohr,219,Mainz,29, DMC  ,27(3),2296,0,0.5,38.9,73.6,0.0,2.0,0.1,6.62,3,11,0,1.3,1.2,0,0.3,1.2,0.0,0.3,0.6,2.0,1.1,1.5,0.0,0.8,1.1,0.3,0
152,Edimilson Fernandes,219,Mainz,27," D(C),M(CR)  ",28(4),2445,3,0.5,33.2,73.4,0.6,3.5,0.0,6.6,0,4,0,0.5,1.2,0,0.5,0.4,0.0,0.4,0.5,1.1,1.7,0.9,0.3,2.6,0.5,0.5,0
185,Silvan Widmer,219,Mainz,30," D(CR),M(R)  ",19(7),1690,2,0.6,23.9,72.2,0.2,0.9,0.0,6.52,2,0,0,0.7,0.7,0,0.3,0.6,0.1,0.5,0.8,1.0,1.2,0.4,0.1,0.9,0.7,0.3,0
223,Marcus Ingvartsen,219,Mainz,27," AM(CR),FW  ",16(12),1318,0,0.2,12.2,67.2,0.0,0.1,0.0,6.42,10,2,0,1.3,1.1,0,0.4,0.8,0.3,0.7,1.9,0.1,0.1,1.2,0.0,0.4,0.3,0.0,0
227,Alexander Hack,219,Mainz,29, D(C)  ,14(5),1134,0,0.2,30.4,74.0,0.1,3.6,0.0,6.41,0,2,1,0.2,1.7,0,0.1,0.6,0.1,0.1,0.2,1.6,1.3,1.3,0.3,2.2,0.7,0.3,0
234,Danny da Costa,219,Mainz,29," D(R),M(R)  ",14(9),1238,2,0.5,17.8,64.3,0.3,0.6,0.0,6.39,0,0,0,0.3,0.8,0,0.5,0.1,0.2,0.5,1.1,0.9,0.4,0.3,0.1,0.9,0.3,0.1,0
268,Aymen Barkok,219,Mainz,25, AM(CR)  ,3(20),571,1,0.3,10.5,71.9,0.1,0.3,0.1,6.27,0,1,0,0.5,0.7,0,0.4,0.2,0.0,0.4,0.7,0.8,0.1,0.7,0.0,0.3,0.2,0.0,0
