,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Kevin De Bruyne,1.1,0.2,0.7,-,0.5,0.8,0.1,-
1,Mohamed Salah,0.5,0.2,0.3,-,0.1,0.4,-,-
2,Son Heung-Min,0.4,0.4,0.4,-,0.2,0.5,0.2,-
3,Trent Alexander-Arnold,1.3,1.3,0.4,0.4,1,1,0.1,-
4,Harry Kane,0.4,0.1,1.1,0.1,1.1,0.3,0.2,-
5,Rodri,2.2,0.8,1.3,0.1,1.3,0.8,0.2,-
6,João Cancelo,2.3,1.6,0.9,0.3,0.9,1.3,0.1,-
7,Joël Matip,1.5,1.4,0.4,1.4,2.9,0.4,0.5,-
8,Phil Foden,0.6,0.4,0.5,-,0.1,0.4,-,-
9,Sadio Mané,1,0.2,1.5,0.1,0.3,0.5,-,-
10,Ivan Toney,1,0.4,1.5,-,1.3,0.8,0.1,-
11,Bernardo Silva,1.6,0.6,0.9,-,0.4,1,0.1,-
12,Reece James,1.3,0.7,0.8,0.1,0.7,0.5,0.1,1
13,Ilkay Gündogan,0.9,0.6,0.5,-,0.4,0.7,-,-
14,Andy Robertson,1.2,0.8,0.7,0.5,1.8,0.5,0.1,-
15,Gabriel Jesus,0.6,0.5,0.9,-,0.2,0.7,-,-
16,Raheem Sterling,0.8,0.4,0.6,-,0.1,0.4,-,-
17,Mason Mount,1.3,0.4,0.9,-,0.3,0.8,-,-
18,Virgil van Dijk,0.5,0.9,0.3,1.3,3.1,0.1,0.4,-
19,Jack Grealish,0.7,0.3,0.7,-,0.2,0.3,-,-
20,John McGinn,3,1,1.6,-,0.8,1.4,0.2,-
21,Jarrod Bowen,1,0.6,0.7,-,0.2,0.8,0.1,-
22,Pierre-Emile Højbjerg,1.9,1.3,0.8,-,1.4,1.3,0.4,-
23,Cristiano Ronaldo,0.3,0.1,0.5,-,1,0.1,-,-
24,Declan Rice,2.2,1.8,0.8,-,1.4,0.9,0.6,-
25,Thiago Alcântara,1.9,1,0.8,-,0.5,1.3,0.1,-
26,Allan Saint-Maximin,0.4,0.3,0.6,-,0.1,0.4,0.1,-
27,Marcos Alonso,1.5,1.5,0.9,0.1,1.8,0.7,0.2,-
28,Diogo Jota,1.1,0.2,1.2,-,0.2,1.2,0.1,-
29,Conor Gallagher,2,0.9,1.9,-,0.7,1.4,0.3,-
30,James Maddison,1.1,0.3,0.6,-,0.2,0.9,0.1,-
31,Thiago Silva,1,1.4,0.4,0.6,3,0.3,1,-
32,Bukayo Saka,1.1,0.6,1,-,0.6,0.7,0.1,-
33,Mateo Kovacic,2,0.3,1,-,0.4,0.7,0.2,-
34,Bruno Fernandes,1.5,0.5,0.9,0.1,1.1,1.8,-,-
35,Trevoh Chalobah,2,1,1,0.3,2.1,0.4,0.3,-
36,James Ward-Prowse,1.1,1.1,0.6,-,1.1,1.4,0.4,-
37,Christian Nørgaard,3.1,1.8,1.6,0.1,1.6,1.4,0.3,-
38,N'Golo Kanté,2.3,1.2,0.8,-,0.3,0.6,0.1,-
39,Fabinho,1.6,1.4,1.4,0.1,0.8,1.6,0.3,-
40,Riyad Mahrez,0.4,0.2,0.4,-,0.1,0.5,-,-
41,Paul Pogba,0.7,0.7,2,0.1,0.8,1.1,-,-
42,Yves Bissouma,2.9,1.9,1.2,-,1.8,0.6,0.1,-
43,Wilfried Zaha,1.2,0.2,1.1,-,0.2,0.6,-,-
44,Tomás Soucek,1.9,1.5,1.1,-,2.8,1.1,0.4,-
45,Ethan Pinnock,1.6,1.4,0.3,0.6,4.6,0.4,0.3,-
46,James Tarkowski,1.8,1.4,0.9,0.2,5.2,0.4,1.7,1
47,Raphinha,1.5,0.8,1.1,-,0.7,1.4,-,-
48,Richarlison,1.3,0.4,1.2,-,1.1,0.5,0.1,-
49,Philippe Coutinho,0.9,0.4,0.4,-,0.2,0.8,0.1,-
50,Jorginho,2.2,1.2,1,-,0.7,1.9,0.1,-
51,Rayan Aït-Nouri,2.8,1,0.6,0.2,1.3,1,0.1,-
52,Rúben Dias,0.9,0.8,0.9,0.9,2.2,0.2,0.4,-
53,Thomas Partey,1.8,1,1.4,-,1.4,1.1,0.2,-
54,Dwight McNeil,2.1,0.9,0.4,-,0.6,1.1,0.3,-
55,Wilfred Ndidi,3.2,2.2,1.6,0.1,2.7,1.7,0.4,-
56,Sergio Reguilón,1.6,1.2,0.9,0.2,1.5,0.8,0.3,-
57,Jamie Vardy,0.2,-,0.5,-,0.7,0.2,-,1
58,Marc Cucurella,2.7,0.9,0.8,0.3,1.9,0.8,0.4,-
59,Michail Antonio,0.6,0.1,1.4,-,0.4,0.3,-,-
60,Adama Traoré,0.4,0.1,0.5,-,0.1,0.2,0.1,-
61,Cristian Romero,2.8,1.5,1.3,0.1,3.2,0.5,1,-
62,Hakim Ziyech,0.8,0.4,1,-,0.3,1.1,-,-
63,Ben Mee,1.2,1.1,0.4,0.5,4.4,0.3,1,1
64,Aymeric Laporte,1,0.6,0.4,0.7,1.8,0.2,0.3,-
65,Aaron Wan-Bissaka,2.5,1.7,0.8,0.3,1.6,0.3,0.7,-
66,Matty Cash,2.3,1.3,1,0.1,2.2,0.8,0.4,-
67,Martin Ødegaard,1.4,0.3,0.8,0.1,0.3,1.1,-,-
68,Youri Tielemans,2.3,0.7,1,-,1.1,1.8,0.4,-
69,Ollie Watkins,0.5,0.3,0.9,-,0.7,0.4,0.1,-
70,Leandro Trossard,1,0.4,0.7,-,0.2,0.8,0.1,-
71,Scott McTominay,2.2,1,1.8,0.1,2,1,0.3,-
72,Alex Telles,2.3,1.2,1.1,0.1,2,0.8,0.2,-
73,Andreas Christensen,0.7,1.5,0.6,0.7,2.7,0.2,0.3,-
74,Nathan Collins,1.9,1.3,1.1,0.3,4.3,0.5,1.3,-
75,Emmanuel Dennis,1.5,0.5,1.8,-,0.4,1.1,0.1,-
76,Maximilian Kilman,1.7,1.5,0.6,0.5,3.5,0.4,0.7,-
77,Ruben Loftus-Cheek,1.2,0.5,0.8,-,0.7,0.4,0.3,-
78,Alisson Becker,0.1,-,-,-,1.3,0.1,-,1
79,Saïd Benrahma,0.9,0.3,0.3,-,0.2,0.7,-,-
80,Fred,2.3,1.1,1.1,-,0.7,2,0.4,1
81,Oriol Romeu,2.1,1.4,1.3,0.1,1.1,1.3,0.2,-
82,Hassane Kamara,2.8,3.6,1.3,0.1,3.2,0.8,0.2,-
83,Jordan Henderson,1,0.7,0.7,0.1,0.3,0.8,-,-
