,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
0,Kevin De Bruyne,Man City,32," M(CLR),FW",28(4),2425,7,16,1,-,2,80.8,0.4,9,7.58,0.9,0.3,0.6,-,0.3,0.8,0.1,-,1,0.9,0.2,0.9,0.9,42.4,80.8,2,2.5,0.5
1,Erling Haaland,Man City,23, FW,33(2),2779,36,8,5,-,3.5,74.8,1.4,6,7.54,0.1,0.1,0.9,-,0.4,0.1,0.1,-,0.3,0.7,0.2,0.7,0.7,13.7,74.8,-,0.1,0.1
2,Harry Kane,Tottenham,30," AM(C),FW",38,3408,30,3,6,-,3.4,72.0,1.7,8,7.51,0.4,0.1,0.8,0.1,0.5,0.4,0.2,-,1.1,1.5,0.4,1.5,1.5,22.4,72.0,0.2,1.9,0.3
3,Bruno Fernandes,Man Utd,29, M(CLR),37,3320,8,8,6,-,2.5,77.7,0.5,6,7.44,1.8,0.7,1.1,-,1,1.1,0.1,-,0.9,1.1,0.4,1.1,1.1,50.1,77.7,0.9,3.1,0.6
4,Gabriel Jesus,Arsenal,27," AM(LR),FW",24(2),2075,11,6,6,-,3,81.5,1.7,4,7.42,1.3,0.4,1.7,-,0.5,0.7,0.1,-,1.7,2.2,0.6,2.5,2.5,25.9,81.5,0.1,0.6,0.1
5,Kieran Trippier,Newcastle,33," D(LR),M(R)",38,3348,1,7,5,-,0.4,76.0,1.3,8,7.41,1.9,1.1,1.3,0.3,2,1.2,0.4,1,0.5,0.8,0.2,0.2,0.2,54.3,76.0,3.6,3.9,0.2
6,Bukayo Saka,Arsenal,22," D(L),M(CLR)",37(1),3195,14,11,6,-,2.3,80.9,0.4,4,7.4,1.7,0.4,1.1,0.1,0.4,0.6,-,-,1.7,1.7,0.2,1.6,1.6,32.5,80.9,1,0.9,-
7,Solly March,Brighton,29, M(CLR),31(2),2728,7,7,2,-,2.2,78.6,0.9,6,7.38,1.6,0.7,1.4,0.1,0.9,0.6,0.1,-,1.8,1.2,0.4,1,1,33.4,78.6,1.1,2.1,0.1
8,Jack Grealish,Man City,28," AM(CL),FW",23(5),2064,5,7,4,-,1.5,87.6,0.5,3,7.33,0.9,0.3,1,-,0.3,0.4,0.1,-,1.6,2.8,0.1,1,1,35.3,87.6,0.4,0.8,0.1
9,Martin Ødegaard,Arsenal,25, AM(CR),37,3149,15,7,4,-,2.5,84.0,0.4,7,7.29,1,0.2,0.8,-,0.3,0.9,0.1,-,1.3,0.7,-,1.2,1.2,45.6,84.0,0.5,1.5,0.3
10,Rodri,Man City,27," D(C),DMC",34(2),2921,2,6,5,-,1.4,91.3,2,3,7.26,1.9,0.9,1.3,-,1.2,0.8,0.4,-,0.7,0.6,0.1,0.5,0.5,82.7,91.3,0.1,4.8,0.1
11,Gabriel Martinelli,Arsenal,22," AM(L),FW",34(2),2806,15,5,3,-,2.2,82.4,0.4,4,7.25,0.9,0.3,1.1,-,0.3,0.4,-,-,1.7,1,0.2,1.6,1.6,27.1,82.4,0.5,1,0.1
12,Ivan Toney,Brentford,28, FW,33,2955,20,4,9,-,2.8,62.0,3.3,5,7.25,0.7,0.4,1.6,-,1.1,0.5,0.3,-,0.5,2.2,0.8,1.4,1.4,22.3,62.0,0.2,0.4,0.2
