,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
0,Harry Kane,Tottenham,30," AM(C),FW",35,3087,23,14,1,-,3.9,69.9,2.2,13,7.79,0.6,0.3,0.7,-,1.1,0.5,0.3,-,1.5,1.7,0.4,1.5,1.5,25.9,69.9,0.2,1.9,0.1
1,Kevin De Bruyne,Man City,32," M(CLR),FW",23(2),2001,6,12,1,-,3.1,81.7,0.2,8,7.62,1.3,0.4,1,-,0.3,1.4,-,-,1.9,1.2,-,1.3,1.3,49.1,81.7,1.6,2.4,0.2
2,Jack Grealish,Aston Villa,28," AM(CL),FW",24(2),2184,6,10,6,-,1.9,83.3,1,4,7.56,1.2,0.5,1.5,-,0.2,0.3,0.1,-,2.5,4.2,0.3,1.5,1.5,38.3,83.3,0.7,1.2,0.1
3,Bruno Fernandes,Man Utd,29, M(CLR),35(2),3110,18,12,6,-,3.3,78.3,0.4,6,7.43,1.5,0.7,1.2,-,0.7,2,-,-,0.6,1.4,0.1,1,1,57.1,78.3,1.1,3.8,0.2
4,Tomás Soucek,West Ham,29, M(C),38,3420,10,1,7,1,1.7,75.5,6.2,6,7.36,2.1,1.6,1.8,0.1,2.7,1.3,0.5,1,0.4,1.1,0.1,0.6,0.6,42.3,75.5,-,2.2,-
5,Mason Mount,Chelsea,25, M(CLR),32(4),2892,6,5,2,-,2.3,86.5,0.6,4,7.33,2.1,0.9,1.4,-,0.3,1.2,0.1,-,1.2,1.2,0.1,1.1,1.1,47.3,86.5,1.7,1.6,-
6,Sadio Mané,Liverpool,32," AM(CLR),FW",31(4),2813,11,7,3,-,2.7,78.7,1,7,7.33,1.4,0.4,1.5,-,0.3,0.6,-,-,2.3,2.2,0.9,1.7,1.7,28.8,78.7,0.3,0.8,-
7,Ilkay Gündogan,Man City,33, M(C),23(4),2023,13,2,1,-,2,91.7,0.4,2,7.32,0.9,0.7,0.3,-,0.3,1.1,0.1,-,1,1,-,0.5,0.5,63.3,91.7,0.3,1.7,-
8,João Cancelo,Man City,29," D(LR),M(R)",27(1),2302,2,3,5,1,1.2,87.2,1,3,7.3,2.4,1.4,1.3,0.3,1,1.4,0.1,-,1.6,0.6,0.1,0.8,0.8,65.1,87.2,0.4,2.3,0.1
9,Gareth Bale,Tottenham,34," M(CLR),FW",10(10),923,11,2,1,-,1.9,73.2,1.2,4,7.3,0.9,0.4,0.5,0.1,0.7,0.4,0.1,-,1.4,0.5,0.3,0.4,0.4,18.3,73.2,0.6,1.5,0.1
10,Son Heung-Min,Tottenham,31," M(CLR),FW",36(1),3127,17,10,-,-,1.8,83.4,0.5,-,7.27,0.9,0.4,0.4,-,0.1,1.5,0.1,-,1.1,1.5,0.4,1.4,1.4,28.6,83.4,1,0.8,-
11,Wilfred Ndidi,Leicester,27," D(C),DMC",25(1),2179,1,4,6,-,0.6,86.9,2.2,1,7.25,3.7,2.3,2.1,0.1,2,1.5,0.4,-,0.6,0.6,-,0.5,0.5,55.1,86.9,-,2,-
12,Raphinha,Leeds,27," AM(LR),FW",26(4),2364,6,9,3,-,2.2,72.3,0.3,4,7.22,1.1,1,0.4,-,0.9,1.5,-,-,1.9,1,0.5,1.1,1.1,29.2,72.3,1.3,1.5,-
13,James Rodríguez,Everton,32," AM(CLR),FW",21(2),1776,6,4,4,-,1.6,83.3,0.3,3,7.21,1.2,0.7,0.7,-,-,1.5,-,-,1.5,1.7,0.3,1.7,1.7,44.8,83.3,0.7,4.3,0.2
14,Riyad Mahrez,Man City,33," AM(CLR),FW",23(4),1955,8,6,-,-,2.1,88.1,0.5,3,7.21,0.7,0.3,0.5,-,0.1,0.9,-,-,1.5,1.1,0.3,1,1,35.9,88.1,0.6,0.8,-
15,Raheem Sterling,Man City,29," M(CLR),FW",28(3),2537,10,7,4,-,2.2,86.0,0.3,4,7.18,0.7,0.5,1.2,-,0.1,0.2,-,-,2.1,1.3,0.3,2.6,2.6,35.3,86.0,-,0.3,-
16,Ollie Watkins,Aston Villa,28," AM(LR),FW",37,3329,14,5,2,1,2.6,71.5,3.7,4,7.18,0.8,0.2,1.3,-,0.6,0.6,0.1,-,1.1,1.3,0.8,2.3,2.3,21.7,71.5,0.1,0.2,-
17,Michail Antonio,West Ham,34," D(R),M(CLR),FW",24(2),1984,10,5,3,-,2.4,68.2,2.8,2,7.17,0.3,0.3,1.1,-,0.3,0.2,0.1,-,1.7,1.5,0.6,1.9,1.9,17.4,68.2,0.1,0.5,-
18,Dominic Calvert-Lewin,Everton,27," AM(L),FW",32(1),2876,16,-,3,-,2.5,68.7,4.7,4,7.17,0.5,0.2,1.1,-,1,0.2,0.2,-,0.7,1.2,0.5,0.9,0.9,20.5,68.7,0.1,0.5,-
19,Rodri,Man City,27," D(C),DMC",31(3),2749,2,2,6,-,0.9,91.3,2.4,1,7.16,2.1,1.1,1.3,-,1.6,1,0.3,-,0.8,0.9,0.1,0.6,0.6,80.8,91.3,0.1,4.4,-
20,Aaron Wan-Bissaka,Man Utd,26," D(LR),M(R)",34,3060,2,4,3,-,0.2,84.9,1.1,3,7.15,2.6,1.8,0.9,0.2,1.8,0.4,0.5,-,1,0.4,-,0.6,0.6,53.1,84.9,0.4,0.8,-
21,Phil Foden,Man City,23," AM(CLR),FW",17(11),1614,9,5,-,-,1.6,88.2,0.6,3,7.14,0.8,0.4,0.4,-,0.4,0.5,-,-,1.4,1.2,0.1,0.5,0.5,27.2,88.2,0.5,0.3,-
22,Marcus Rashford,Man Utd,26," AM(CLR),FW",33(4),2928,11,9,4,-,2.1,82.1,0.7,3,7.13,0.5,0.2,0.7,0.1,0.3,0.5,0.1,-,2.2,1.1,0.7,1.4,1.4,32.1,82.1,0.2,0.9,-
23,Thiago Alcântara,Liverpool,33, M(C),20(4),1858,1,-,4,-,0.9,89.6,1.3,2,7.12,2.5,1.3,2,-,0.5,1.3,-,-,1.4,1,-,0.8,0.8,71.7,89.6,-,5,0.1
24,Pedro Neto,Wolves,24," AM(CLR),FW",30(1),2559,5,6,3,-,1.9,88.4,0.6,5,7.12,0.5,1,0.7,-,0.2,0.6,-,-,2,1.3,0.1,1.3,1.3,32.4,88.4,1.9,0.5,-
25,Allan Saint-Maximin,Newcastle,27," AM(CLR),FW",19(6),1568,3,4,-,-,1.2,82.5,0.3,5,7.12,0.6,0.2,0.4,-,-,0.2,-,-,3.8,1.8,0.2,2.1,2.1,16.7,82.5,0.2,0.6,-
26,Roberto Firmino,Liverpool,32," M(CLR),FW",33(3),2852,9,7,2,-,2.3,80.7,0.6,4,7.11,0.9,0.3,0.6,-,0.3,0.7,0.1,-,1.6,0.4,0.1,1.3,1.3,36.1,80.7,-,0.6,0.1
27,Jamie Vardy,Leicester,37," AM(L),FW",31(3),2846,15,9,1,-,2.4,67.5,1.5,3,7.11,0.5,0.1,0.8,0.1,0.9,0.4,0.1,-,0.8,0.7,1.1,0.4,0.4,12.8,67.5,0.1,0.1,-
28,Adama Traoré,Wolves,28," M(CLR),FW",28(9),2645,2,2,4,-,1.1,76.2,2,4,7.1,0.7,0.2,1.3,-,0.3,0.2,-,-,4.1,2.3,0.2,1.8,1.8,18.8,76.2,0.6,0.4,-
29,Youri Tielemans,Leicester,26, M(C),37(1),3358,6,4,6,-,1.3,81.7,0.9,2,7.09,2.3,1.2,1,-,0.4,1.7,0.2,-,1.1,1.4,-,0.9,0.9,65.2,81.7,0.6,3,0.2
30,Lucas Digne,Everton,30," D(CL),M(L)",30,2682,-,7,2,1,0.4,77.5,3.1,1,7.08,2.1,1,1.1,0.1,2.4,0.8,0.1,-,0.6,0.7,0.1,0.7,0.7,42.2,77.5,1.5,1.3,-
31,Christian Benteke,Crystal Palace,33, FW,21(9),1819,10,1,1,1,2.4,58.6,6.8,2,7.08,0.5,0.1,1.2,-,1.3,0.2,0.2,-,0.5,0.7,0.5,0.9,0.9,19.2,58.6,-,0.3,-
32,Kurt Zouma,Chelsea,29, D(CR),22(2),2025,5,-,3,-,1.1,90.9,3.6,1,7.07,0.7,1.2,0.7,0.5,3.8,0.2,0.4,-,0.1,0.3,-,0.2,0.2,74.0,90.9,-,3.8,-
33,Solly March,Brighton,29, M(CLR),19(2),1675,2,1,-,-,1,76.0,0.7,2,7.07,2.3,1,1.2,-,1,0.8,0.2,-,2.1,1.2,0.1,1.1,1.1,34.1,76.0,0.9,2,-
34,James Ward-Prowse,Southampton,29, M(CR),38,3420,8,7,5,-,1.1,86.4,1.2,2,7.07,2,1.1,1.2,-,1.4,1.1,0.1,-,0.4,0.7,-,0.4,0.4,64.1,86.4,1.4,2.1,-
35,Mohamed Salah,Liverpool,31," AM(CLR),FW",34(3),3082,22,5,-,-,3.4,83.7,0.5,3,7.07,0.5,-,0.6,-,0.3,0.2,-,-,1,0.6,0.4,2.2,2.2,34.1,83.7,0.2,0.6,0.1
36,Liam Cooper,Leeds,32, D(C),25,2188,1,-,4,1,0.6,85.6,3.8,2,7.06,2.7,2.4,0.9,0.5,2.7,0.9,1.3,-,0.2,1.1,-,-,-,65.9,85.6,-,3.8,-
37,Bernardo Silva,Man City,29," M(CLR),FW",24(2),2071,2,6,5,-,1.1,91.6,0.5,3,7.06,1,0.7,0.7,-,0.2,1.6,-,-,1.6,0.7,0.1,0.9,0.9,51.3,91.6,0.1,1.9,-
38,Sèrge Aurier,Tottenham,31," D(CLR),M(R)",19,1609,2,3,-,-,0.8,80.8,1.9,-,7.06,2.9,1,1.2,0.2,2.2,1.3,0.3,-,0.9,0.8,0.1,0.7,0.7,41.7,80.8,0.5,1.1,0.1
39,Paul Pogba,Man Utd,31, M(CL),21(5),1896,3,3,3,-,1.2,83.0,2.1,4,7.06,1.4,1,1.6,-,1.4,0.8,0.1,-,1.7,1.5,0.2,1.9,1.9,51.3,83.0,0.1,3.7,0.1
40,Harry Maguire,Man Utd,31, D(C),34,3048,2,1,11,-,1.1,87.3,4,4,7.04,0.9,1.8,1.2,0.6,3.6,0.3,0.7,-,0.2,0.9,-,0.2,0.2,65.5,87.3,-,4.5,-
41,Gabriel Jesus,Man City,27," AM(LR),FW",22(7),2060,7,4,2,-,1.8,85.0,0.6,1,7.04,0.6,0.5,0.9,-,0.2,0.6,-,-,1.7,1.6,0.6,1.3,1.3,24.8,85.0,0.1,0.4,-
42,John Stones,Man City,29," D(CR),DMC",22,1934,4,-,-,1,0.7,93.3,1.7,1,7.03,1,0.8,0.3,0.7,2.5,0.2,0.7,-,0.5,0.4,-,0.1,0.1,78.5,93.3,-,2.8,-
43,James Justin,Leicester,26," D(CLR),M(LR)",23,2070,2,1,4,-,0.4,80.5,1.1,1,7.03,2.7,1.3,0.7,0.2,1.9,0.9,0.4,-,0.8,1.7,0.1,0.6,0.6,45.8,80.5,0.3,1.2,-
