,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
276,Aritz Elustondo,68,Real Sociedad,29,D,25,1450,1,0.2,27.4,82.6,0.1,1.3,0.0,6.41,0,5,1,0.3,0.7,0,0.2,0.4,0.0,0.3,0.5,1.0,0.8,0.8,0.4,1.6,0.5,0.2,0
277,Pedro Bigas,833,Elche,33,D,28,2027,0,0.0,36.6,80.9,0.0,2.5,0.0,6.4,0,3,2,0.8,1.5,0,0.2,0.6,0.0,0.1,0.5,1.3,1.2,0.6,0.7,3.3,0.4,0.5,0
278,Óscar Gil,70,Espanyol,25,D,33,2571,1,0.5,21.7,77.8,0.2,1.0,0.0,6.4,0,14,0,0.3,0.4,0,0.7,1.2,0.0,0.4,1.6,1.9,0.9,1.6,0.2,1.2,0.9,0.5,0
282,Dimitri Foulquier,55,Valencia,30,D,30,1729,2,0.4,21.6,73.2,0.6,1.0,0.0,6.39,0,4,0,0.1,0.6,1,0.6,0.5,0.0,0.3,1.1,1.0,0.5,0.9,0.2,1.2,0.3,0.1,0
285,Bernardo Espinosa,2783,Girona,33,D,20,1226,1,0.1,45.5,89.1,0.0,1.4,0.0,6.39,1,5,0,0.6,2.7,1,0.2,0.5,0.0,0.2,0.2,0.3,0.6,0.6,0.4,3.5,0.3,0.5,0
286,Renato Tapia,62,Celta Vigo,27,D,28,1450,0,0.3,28.3,86.0,0.1,2.8,0.0,6.38,0,6,1,0.5,0.9,0,0.4,0.6,0.0,0.5,0.4,1.7,0.7,1.0,0.1,1.2,0.7,0.4,0
287,Tanguy Nianzou,67,Sevilla,21,D,19,1370,0,0.1,40.4,88.0,0.0,1.4,0.0,6.38,1,1,1,0.3,1.7,0,0.5,0.7,0.0,0.2,0.2,1.1,0.8,0.7,0.4,2.1,0.2,0.3,0
289,Helibelton Palacios,833,Elche,30,D,24,1922,0,0.3,28.0,77.1,0.2,1.0,0.0,6.37,0,7,0,0.2,0.9,0,0.6,0.8,0.0,0.3,0.4,1.6,0.8,1.3,0.4,2.1,0.3,0.5,0
291,Juan Cruz,131,Osasuna,30,D,27,2058,0,0.6,28.7,80.5,0.4,1.1,0.0,6.36,0,7,0,0.1,0.7,0,0.2,0.3,0.0,0.1,0.6,0.9,0.5,0.6,0.4,2.0,0.4,0.3,0
292,Gonzalo Montiel,67,Sevilla,26,D,28,1522,3,0.7,24.2,80.8,0.3,0.8,0.1,6.35,0,8,1,0.3,0.5,0,0.4,0.4,0.4,0.3,0.8,0.9,0.7,0.7,0.1,1.2,0.5,0.3,0
296,Juanpe,2783,Girona,32,D,19,1429,0,0.2,45.9,86.1,0.0,2.6,0.0,6.35,1,3,0,0.3,0.9,0,0.1,0.1,0.0,0.1,0.0,1.0,0.5,0.6,0.5,3.1,0.3,0.5,0
300,Chumi,1799,Almeria,24,D,21,1486,0,0.1,34.3,82.4,0.1,1.6,0.0,6.34,1,5,0,0.1,0.5,0,0.3,0.1,0.0,0.4,0.5,1.4,0.7,0.5,0.9,2.2,0.4,0.3,0
304,Toni Lato,55,Valencia,25,D,24,909,0,0.6,17.0,83.0,0.3,0.5,0.0,6.33,1,1,0,0.4,0.2,1,0.3,0.4,0.2,0.1,0.3,1.0,0.3,0.5,0.1,0.5,0.5,0.0,0
311,Valery Fernández,2783,Girona,23,D,25,959,2,0.7,12.2,86.6,0.2,0.3,0.0,6.31,0,1,0,0.3,0.4,0,0.5,0.6,0.2,0.4,0.7,0.5,0.4,0.2,0.1,0.2,0.2,0.0,0
320,Enzo Roco,833,Elche,30,D,22,1657,0,0.0,32.2,82.2,0.0,2.7,0.0,6.27,0,4,1,0.5,2.1,0,0.1,0.5,0.0,0.0,0.3,1.5,0.8,1.5,0.7,2.8,0.4,0.7,0
323,Aleix Vidal,70,Espanyol,33,D,25,1025,3,0.6,12.3,77.9,0.3,0.8,0.0,6.25,0,8,1,0.1,0.1,0,0.3,0.7,0.0,0.3,0.6,0.4,0.6,0.9,0.0,0.4,0.7,0.1,0
