,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
1,Khvicha Kvaratskhelia,276,Napoli,22,AM,30(4),2541,10,1.6,30.5,83.7,0.4,1.3,0.2,7.43,12,1,0,2.5,0.2,7,2.2,1.3,0.2,1.4,1.9,1.3,0.1,0.6,0.0,0.2,0.8,0.0,0
2,Sergej Milinkovic-Savic,77,Lazio,28,AM,34(2),3030,8,1.2,52.2,77.1,0.1,2.2,0.2,7.24,9,10,0,1.8,2.7,6,1.1,2.0,0.1,1.8,2.9,1.6,0.8,1.3,0.0,1.3,1.2,0.3,0
3,Paulo Dybala,84,Roma,29,AM,22(4),1752,6,2.0,28.4,82.3,1.3,2.2,0.1,7.2,12,5,0,2.5,0.2,6,1.0,2.2,0.2,1.2,2.4,0.5,0.3,0.4,0.0,0.1,0.7,0.0,0
4,Rafael Leão,80,AC Milan,24,AM,28(7),2434,8,1.4,21.2,74.4,0.5,1.3,0.1,7.19,15,5,1,2.6,0.8,8,2.2,0.9,0.3,1.1,2.0,0.2,0.4,0.6,0.0,0.2,0.2,0.1,0
6,Mattia Zaccagni,77,Lazio,28,AM,33(2),2783,6,1.0,27.9,84.5,0.2,0.4,0.0,7.16,10,9,0,1.6,0.4,5,1.7,3.3,0.1,1.0,1.4,1.2,0.6,1.5,0.0,0.2,0.7,0.1,0
7,Domenico Berardi,2889,Sassuolo,28,AM,22(4),1872,7,1.7,31.2,71.1,1.0,3.1,0.1,7.15,12,7,0,3.2,0.5,6,0.8,1.9,0.3,0.9,2.3,0.9,0.7,1.3,0.0,0.6,1.2,0.0,0
8,Armand Laurienté,2889,Sassuolo,24,AM,27(1),2191,6,2.2,24.6,79.2,0.7,0.5,0.1,7.11,7,8,1,2.0,0.0,4,2.3,1.5,0.3,1.9,2.0,0.8,0.4,0.8,0.0,0.1,0.5,0.0,0
21,Luis Alberto,77,Lazio,30,AM,27(8),2444,7,1.9,52.1,87.6,1.0,1.7,0.3,6.98,6,4,0,1.3,0.2,3,0.5,0.4,0.1,0.9,0.9,1.4,0.3,0.4,0.0,0.1,1.4,0.2,0
23,Romelu Lukaku,75,Inter,30,AM,19(6),1663,6,1.3,15.1,72.5,0.1,0.3,0.1,6.96,10,1,0,2.0,1.6,3,0.6,0.2,0.5,1.1,1.9,0.1,0.0,0.6,0.0,0.6,0.1,0.0,0
25,Nicolò Barella,75,Inter,26,AM,31(4),2622,6,1.6,42.9,85.0,0.6,1.8,0.1,6.94,6,6,0,0.9,0.6,4,1.1,1.3,0.3,1.1,1.5,1.4,0.3,0.9,0.0,0.3,0.7,0.1,0
