,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
277,Albin Ekdal,1501,Spezia,33,M,18(13),1732,2,0.3,25.0,77.8,0.1,0.6,0.0,6.37,0,4,1,0.6,1.2,0,0.4,0.9,0.0,0.5,1.0,1.2,0.8,1.0,0.0,1.2,0.8,0.1,0
281,José Machín,269,Monza,26,M,11(14),1119,2,0.4,26.0,84.2,0.1,0.9,0.1,6.35,0,4,0,0.4,0.2,0,0.3,0.5,0.0,0.5,0.6,1.1,0.5,0.8,0.0,0.6,0.7,0.1,0
282,Cristian Buonaiuto,2731,Cremonese,30,M,7(22),970,0,0.6,13.0,73.3,0.6,0.4,0.0,6.34,1,3,0,1.5,0.2,0,0.7,0.8,0.0,1.0,1.2,0.9,0.5,0.6,0.0,0.2,0.5,0.0,0
287,Edoardo Bove,84,Roma,21,M,10(12),990,0,0.3,17.3,77.4,0.0,0.3,0.0,6.34,1,2,0,0.3,0.6,0,0.2,1.0,0.0,0.8,1.1,1.6,0.5,1.1,0.0,0.3,1.0,0.0,0
290,Charles Pickel,2731,Cremonese,26,M,30(3),2491,0,0.6,28.8,78.3,0.0,0.7,0.0,6.33,1,8,1,0.7,1.4,0,0.1,0.5,0.1,0.5,1.0,1.7,0.7,1.0,0.0,0.9,0.8,0.2,0
291,Samuele Birindelli,269,Monza,23,M,14(17),1397,1,0.6,19.1,75.7,0.6,0.6,0.0,6.33,0,8,0,0.5,0.2,0,0.4,0.5,0.1,0.5,0.8,1.1,0.5,0.5,0.1,0.8,0.4,0.3,0
302,Kristian Thorstvedt,2889,Sassuolo,24,M,13(18),1133,1,0.3,15.2,77.3,0.0,0.4,0.0,6.3,2,5,0,0.6,0.9,0,0.2,0.7,0.0,0.4,0.6,0.5,0.5,0.6,0.0,0.4,0.4,0.2,0
305,Tolgay Arslan,86,Udinese,32,M,12(24),1197,0,0.4,15.8,83.2,0.1,1.3,0.0,6.28,1,3,0,0.7,0.2,0,0.4,1.0,0.0,0.5,0.7,0.8,0.3,0.4,0.0,0.2,0.7,0.0,0
306,Nicolas Haas,272,Empoli,27,M,12(12),1160,1,0.4,16.5,76.3,0.0,0.8,0.0,6.27,1,2,0,0.3,0.3,0,0.0,0.5,0.0,0.4,0.7,1.1,0.3,0.8,0.0,1.0,0.5,0.2,0
309,Emmanuel Gyasi,1501,Spezia,29,M,35,2838,0,0.6,20.6,81.6,0.1,0.2,0.0,6.25,2,10,0,1.0,0.5,0,0.2,1.1,0.7,1.2,2.1,0.7,0.2,1.3,0.1,0.7,0.8,0.2,0
310,Kristjan Asllani,75,Inter,21,M,5(15),580,0,0.6,21.7,90.1,0.5,1.6,0.0,6.25,0,2,0,0.6,0.0,0,0.1,0.4,0.0,0.1,0.2,0.6,0.3,0.3,0.0,0.2,0.2,0.1,0
312,Tanguy Ndombélé,276,Napoli,26,M,8(22),793,0,0.3,19.0,87.9,0.0,0.2,0.0,6.24,1,5,0,0.5,0.2,0,0.6,0.8,0.0,0.6,0.9,0.5,0.2,0.5,0.0,0.2,0.1,0.0,0
316,Toma Basic,77,Lazio,26,M,4(21),499,0,0.3,10.9,77.7,0.1,0.1,0.0,6.22,1,2,0,0.4,0.6,0,0.1,0.7,0.0,0.2,0.5,0.2,0.3,0.5,0.0,0.3,0.2,0.0,0
318,Kristoffer Askildsen,79,Lecce,22,M,7(14),724,0,0.3,11.6,63.9,0.2,0.9,0.0,6.21,0,3,0,0.5,1.0,0,0.1,0.3,0.0,0.1,0.6,0.3,0.5,1.0,0.0,0.3,0.3,0.2,0
323,Michel Aebischer,71,Bologna,26,M,18(14),1541,0,0.5,19.9,84.9,0.1,0.6,0.0,6.18,1,4,0,0.5,0.3,0,0.2,0.7,0.2,0.5,0.9,0.4,0.2,0.7,0.0,0.3,0.5,0.1,0
