,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
242,Wilson Odobert,Troyes,19," AM(CLR),FW",19(13),1767,4,2,-,-,0.8,79.8,0.2,-,6.43
243,Dion Lopy,Reims,22, DMC,16(13),1377,-,1,4,2,0.6,85.5,0.6,-,6.43
244,Miha Blazic,Angers,30, D(C),22(2),1980,2,-,4,-,0.3,87.6,1.9,-,6.42
245,Samuel Moutoussamy,Nantes,27, M(CL),27(8),2403,-,2,8,-,0.6,86.5,0.6,-,6.42
246,Adil Rami,Troyes,38, D(C),18(2),1600,-,1,2,-,0.5,85.1,1.5,-,6.41
247,Ibrahima Sissoko,Strasbourg,26," D(C),DMC",13(13),1306,-,2,1,-,0.5,77.5,1.2,-,6.41
248,Paul Bernardoni,Angers,27, GK,27,2430,-,-,-,-,-,58.3,0.3,1,6.40
249,Julian Jeanvier,Auxerre,32, D(C),20(2),1763,1,-,3,1,0.4,83.1,1.1,-,6.40
250,Lassine Sinayoko,Auxerre,24," AM(R),FW",16(17),1569,1,2,-,1,1.3,77.4,0.7,-,6.40
251,Pablo Rosario,Nice,27," D(CR),DMC",17(14),1760,-,1,6,-,0.3,89.4,0.5,-,6.40
252,Julien Ponceau,Lorient,23, AM(C),20(11),1663,1,4,1,-,0.5,83.7,0.3,-,6.39
253,Souleyman Doumbia,Angers,27," D(L),M(L)",21(3),1793,-,-,2,1,0.3,80.5,0.8,-,6.39
254,Cyrille Bayala,AC Ajaccio,27, AM(R),25(8),2017,1,1,3,1,0.7,64.7,1.2,-,6.39
255,Arbër Zeneli,Reims,29," AM(LR),FW",12(11),1003,-,2,-,-,1.3,76.3,0.2,1,6.39
256,Billal Brahimi,Nice,24," AM(L),FW",5(21),786,3,2,-,-,0.8,83.2,0.1,1,6.39
257,Oumar Gonzalez,AC Ajaccio,26, D(C),29(1),2579,-,-,10,-,0.4,81.8,2.1,-,6.39
258,Moussa Sissoko,Nantes,34, M(CR),22(8),1923,2,-,3,-,0.6,81,0.8,1,6.38
259,Thierno Baldé,Troyes,21," D(R),M(R)",25(6),2161,-,1,1,-,0.2,83.1,0.3,-,6.38
260,Yoann Cathline,Lorient,21, M(L),11(12),1085,1,1,-,-,1.1,72.9,0.1,-,6.38
261,Abdallah Sima,Angers,22," AM(LR),FW",19(15),1833,5,1,-,-,1.1,76.1,1.3,-,6.38
262,Birger Meling,Rennes,29," D(LR),DMC",10(17),1200,-,1,3,1,-,86.2,0.5,-,6.37
263,Adrien Hunou,Angers,30," AM(CLR),FW",28(6),2248,4,1,2,-,1.3,78,0.6,-,6.37
264,Cédric Hountondji,Angers,30, D(C),35(1),3097,-,-,7,-,0.3,86.8,1.8,-,6.37
265,Pierrick Capelle,Angers,37," D(L),M(CLR)",15(11),1424,-,3,8,-,0.6,86.6,0.5,-,6.36
266,Ismaël Diallo,AC Ajaccio,27, D(L),25(3),2183,-,-,9,1,0.1,76,0.9,-,6.36
267,Batista Mendy,Angers,24," D(C),DMC",35,2871,-,-,6,1,0.4,86.7,0.8,-,6.35
268,Amine Salama,Angers,23, FW,12(13),1245,3,1,1,-,1,75.9,0.3,-,6.35
269,Mitchell van Bergen,Reims,24," AM(LR),FW",6(22),889,-,1,1,-,0.9,78.7,0.2,-,6.35
270,Mickaël Alphonse,AC Ajaccio,34, D(LR),14(12),1357,-,-,2,1,0.4,71.1,1.2,1,6.35
271,Moussa Diarra,Toulouse,23, D(CL),12(11),1222,-,1,-,-,-,83.9,0.7,-,6.35
272,Denis Genreau,Toulouse,24, AM(C),7(13),654,-,1,3,-,0.4,78.2,0.3,-,6.35
273,Komnen Andric,Clermont Foot,28, FW,16(18),1442,4,3,4,-,0.9,75.3,1.3,-,6.34
274,Ruben Aguilar,Monaco,31," D(R),M(R)",14(6),1176,-,-,3,-,0.2,84.4,0.6,-,6.34
275,Maxime Busi,Reims,24," D(R),M(R)",11(10),1041,-,1,4,-,0.1,75.3,0.7,1,6.34
276,Khalil Fayad,Montpellier,19, M(CL),7(17),707,-,2,1,1,0.3,84.8,0.1,-,6.34
277,Bonke Innocent,Lorient,28, DMC,14(11),1183,-,1,5,-,0.2,89.2,0.4,-,6.34
278,Erik Palmer-Brown,Troyes,27, D(C),36(2),3194,-,-,5,-,0.3,84.7,1.5,-,6.34
279,Florent Ogier,Clermont Foot,35, D(C),18(8),1695,-,1,4,-,0.1,79.4,1.1,-,6.33
280,Gauthier Hein,Auxerre,27, AM(CR),23(12),1886,2,-,1,-,1.1,84.4,0.1,-,6.33
281,Thomas Mangani,AC Ajaccio,37, M(C),14(12),1329,1,1,4,1,0.4,73.7,0.8,-,6.32
282,Moussa Dembélé,Lyon,27, FW,8(15),866,3,-,1,-,1.2,72.9,1.3,-,6.32
283,Benoît Costil,Auxerre,36, GK,19,1710,-,-,-,-,-,66.5,0.1,-,6.32
284,Enzo Tchato,Montpellier,21, D(R),11(10),1094,1,1,1,-,0.2,76.4,0.8,-,6.32
285,Marcus Coco,Nantes,27," D(R),M(LR),FW",6(20),629,1,-,2,-,0.3,75,0.7,-,6.32
286,Romain Hamouma,AC Ajaccio,37," M(CLR),FW",14(5),1091,2,2,1,2,0.8,81.7,0.7,-,6.31
287,M'Baye Niang,Auxerre,29," AM(LR),FW",17(13),1486,6,-,2,2,1.3,64,2.3,-,6.31
288,Warren Zaïre-Emery,PSG,18," DMC,M(R)",8(18),919,2,-,1,-,0.3,92,0.1,-,6.31
289,Clément Vidal,AC Ajaccio,23, D(C),21(5),1901,1,-,5,1,0.5,77.4,2,1,6.29
290,Youssouf M'Changama,Auxerre,33, M(C),11(15),1079,-,-,1,-,0.7,82.5,0.5,-,6.29
291,Mohamed Bayo,Lille,25, FW,6(21),640,4,1,1,-,0.8,63.8,0.5,-,6.29
292,Eliot Matazo,Monaco,22, DMC,13(10),1176,1,-,2,-,0.2,81.8,0.4,-,6.29
293,Jérémie Bela,Clermont Foot,31, M(LR),7(12),737,1,1,-,-,0.6,72.2,0.1,-,6.28
294,Ismail Jakobs,Monaco,24," D(L),M(L)",9(23),1102,-,2,3,-,0.4,69.1,1.6,-,6.27
295,Carlos Baleba,Lille,20, DMC,5(14),472,-,-,3,1,0.6,83.6,0.4,-,6.27
296,Sada Thioub,Angers,28," D(R),M(LR)",11(16),1056,1,2,3,-,0.3,82.5,0.2,-,6.26
297,Andreas Bruus,Troyes,25," D(R),M(R)",18(9),1626,-,2,2,-,0.4,72.3,0.1,-,6.26
298,Kevin Spadanuda,AC Ajaccio,27, M(L),13(9),1069,-,1,3,-,0.3,81.5,0.2,-,6.26
299,Sébastien Corchia,Nantes,33," D(R),M(R)",6(16),775,-,1,3,-,0.2,76.9,0.5,-,6.26
300,Benjamin Leroy,AC Ajaccio,35, GK,32,2799,-,-,1,-,-,57.6,0.1,1,6.26
301,Mathieu Coutadeur,AC Ajaccio,38, M(C),22(5),1951,-,-,2,-,0.1,84.6,0.3,-,6.24
302,Riad Nouri,AC Ajaccio,38, M(LR),16(17),1692,1,1,3,-,0.5,74,0.4,-,6.24
303,Valère Germain,Montpellier,34," AM(CLR),FW",5(26),673,2,-,1,1,0.6,69.4,1,-,6.23
304,Matthis Abline,Auxerre,21, FW,8(11),803,2,1,1,-,1.4,69.4,0.6,-,6.23
305,Lebo Mothiba,Strasbourg,28, FW,3(16),428,3,-,-,-,0.5,79.6,0.5,-,6.22
306,Ado Onaiwu,Toulouse,28, FW,9(25),1073,2,1,-,-,0.6,76.2,1.1,-,6.22
307,Abdoulaye Bamba,Angers,34," D(CLR),M(R)",12(9),1359,-,-,2,-,-,88.9,0.8,-,6.20
308,Iké Ugbo,Troyes,25, FW,9(16),889,2,1,-,-,0.6,70.6,0.4,-,6.20
309,Cédric Avinel,AC Ajaccio,37, D(C),19(5),1791,1,-,2,1,0.1,85,1.6,1,6.18
310,Veljko Birmancevic,Toulouse,26, AM(L),2(23),427,-,-,-,-,0.5,69.8,0.1,-,6.11
