,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Cristiano Ronaldo,31,5,6.3,1.6,1.8,0.9,1,1
1,Josip Ilicic,15,5,3.1,2.3,2.3,0.1,1.8,1.8
2,Ciro Immobile,36,9,3.8,0.6,1,0.6,0.8,0.8
3,Luis Alberto,6,15,2.7,2,1.1,-,1.3,1.3
4,Papu Gómez,7,16,2.6,1.8,2.1,0.1,1.1,1.1
5,Zlatan Ibrahimovic,10,5,3.7,0.7,0.9,1.1,0.9,0.9
6,Edin Dzeko,16,7,3.5,1,1.4,0.5,1.1,1.1
7,Domenico Berardi,14,10,3.9,1.3,2.1,0.2,1,1
8,Paulo Dybala,11,6,3,2,1.6,0.2,1.2,1.2
9,Duván Zapata,18,6,3.2,0.8,1.6,0.4,2.2,2.2
10,Romelu Lukaku,23,2,2.8,0.6,0.6,0.6,1.9,1.9
11,Musa Barrow,9,2,3.6,1.9,0.7,0.1,1,1
12,Sergej Milinkovic-Savic,7,4,2.4,1.1,1.2,0.2,1.3,1.3
13,Rodrigo De Paul,7,6,2.5,1.8,2.2,0.1,1.4,1.4
14,Robin Gosens,9,8,1.5,0.5,1.1,0.2,0.3,0.3
15,Radja Nainggolan,6,7,2.5,1.5,1.1,-,1.7,1.7
16,Théo Hernández,6,3,1.5,1.7,2.1,0.2,0.6,0.6
17,Hakan Çalhanoglu,9,9,2.9,0.8,0.8,-,0.9,0.9
18,Jérémie Boga,11,2,1.7,3.9,1.6,0.3,1.4,1.4
19,Joaquín Correa,9,2,2.6,1.7,1.6,0.2,0.9,0.9
20,Marcelo Brozovic,3,6,1.7,0.8,0.6,-,0.6,0.6
21,Aleksandar Kolarov,7,3,2.3,0.6,0.9,0.1,0.3,0.3
22,Manuel Locatelli,-,5,1,1.5,1.8,-,0.9,0.9
23,Andrea Belotti,16,3,2.9,1.3,2.9,0.6,1.7,1.7
24,Dejan Kulusevski,10,8,1.7,2.1,1.1,0.2,2.3,2.3
25,Juan Cuadrado,2,5,0.6,1.3,2.4,0.1,0.8,0.8
26,Lorenzo Insigne,8,6,3.3,1.5,0.8,0.2,1.3,1.3
27,Rodrigo Bentancur,-,7,0.5,1.2,0.9,0.1,0.6,0.6
28,Henrikh Mkhitaryan,9,5,2,1,1.2,-,0.9,0.9
29,Filippo Falco,4,6,1.9,2,2.8,0.2,1.2,1.2
30,Francesco Caputo,21,7,2,0.6,1.3,0.6,1.2,1.2
31,Miralem Pjanic,3,6,0.7,0.5,0.8,-,0.4,0.4
32,Ismaël Bennacer,1,-,0.5,2.4,1.2,-,1,1
33,Diego Godín,1,1,0.5,0.7,0.7,0.1,0.5,0.5
34,Federico Chiesa,10,6,3.3,1.5,1.4,0.2,1.4,1.4
35,Lorenzo Pellegrini,1,9,2.1,0.9,1.2,0.1,0.7,0.7
36,JP Galvão,18,4,2.4,0.7,2.1,0.3,1,1
37,Miguel Veloso,3,4,1.1,0.9,0.4,-,0.4,0.4
38,Franck Ribéry,3,3,1.1,2.5,1.9,0.1,2.4,2.4
39,Erick Pulgar,7,6,0.9,0.3,0.9,0.1,0.4,0.4
40,Andreas Cornelius,12,3,1.8,0.5,1.2,0.1,1.4,1.4
41,Fabián Ruiz,3,6,2.2,1,0.8,-,0.9,0.9
42,Jesse Joronen,-,-,-,-,0.1,-,-,-
43,Chris Smalling,3,2,0.6,0.2,0.3,-,0.1,0.1
44,Ruslan Malinovskyi,8,3,2.3,1.4,1.6,0.1,1.2,1.2
45,Davide Faraoni,5,3,1.2,0.8,1.1,0.1,0.4,0.4
46,Lautaro Martínez,14,3,3.6,1.1,2.1,0.6,1.3,1.3
47,Juraj Kucka,6,3,1.8,1,2.1,0.1,1.2,1.2
48,Francesco Acerbi,2,2,0.4,0.4,1.1,0.1,0.2,0.2
49,Alex Sandro,1,3,0.6,1.3,1.6,-,0.6,0.6
50,Gastón Ramírez,7,2,1.5,1.8,1.6,0.1,1,1
51,José Palomino,2,1,0.5,0.2,0.6,-,0.1,0.1
52,Dries Mertens,9,7,2.5,0.7,0.8,0.2,0.6,0.6
53,Wojciech Szczesny,-,-,-,-,0.1,-,-,-
54,Ashley Young,4,4,0.8,0.8,1.2,0.2,0.2,0.2
55,Luis Muriel,18,1,2.3,0.9,0.8,0.1,1.2,1.2
56,Gaetano Castrovilli,3,2,1.5,2.8,2.4,-,1.9,1.9
57,Mario Pasalic,9,5,1.7,0.6,0.7,-,0.7,0.7
58,Alexis Sánchez,4,8,1,1,1.5,0.4,0.8,0.8
59,Juan Musso,-,-,-,-,0.1,-,-,-
60,Roberto Gagliardini,4,2,1.4,0.4,1,0.2,0.6,0.6
61,Stefan de Vrij,4,3,0.6,0.2,0.3,-,-,-
62,Bremer,3,1,0.5,0.6,0.7,0.1,0.3,0.3
63,Roberto Soriano,5,5,1.3,1,1.6,0.1,1,1
64,Berat Djimsiti,2,1,0.6,0.2,1.1,-,0.2,0.2
65,Marten de Roon,2,5,0.9,0.3,0.6,-,0.3,0.3
66,Seko Fofana,3,7,1.4,2.2,0.6,-,1,1
67,Riccardo Orsolini,8,6,2.4,1.4,2.1,0.4,1.3,1.3
68,Alex Berenguer,6,2,1.4,2.2,1.4,0.3,1.7,1.7
69,Arkadiusz Milik,11,-,2.6,0.3,1.1,0.5,0.6,0.6
70,Nicolò Zaniolo,6,2,1.8,2.2,1.7,0.1,1.8,1.8
71,Cengiz Ünder,3,-,1.5,1.8,0.9,-,0.6,0.6
72,Luigi Sepe,-,-,-,-,0.1,-,-,-
73,Senad Lulic,-,2,0.8,1.3,0.6,0.4,0.9,0.9
74,Lucas Leiva,-,1,0.4,0.2,0.8,-,0.4,0.4
75,Giovanni Di Lorenzo,3,3,0.6,0.6,1.6,0.1,0.6,0.6
76,Marko Rog,1,1,1,1.8,1.4,-,1.2,1.2
77,Sandro Tonali,1,7,0.8,1.1,1.7,-,0.9,0.9
78,Alessio Romagnoli,1,-,0.4,0.1,0.6,-,-,-
79,Hernani,-,4,1.1,1.1,0.6,0.1,0.7,0.7
80,Riccardo Gagliolo,3,2,1,0.5,1.2,0.1,0.2,0.2
81,Etrit Berisha,-,-,-,-,0.2,-,-,-
82,Ante Rebic,11,3,1.6,0.9,0.5,0.1,0.8,0.8
83,Salvatore Sirigu,-,-,-,-,0.1,-,-,-
84,Domenico Criscito,8,-,0.9,0.3,1.6,-,0.3,0.3
85,Gonzalo Higuaín,8,4,2.3,0.7,0.5,0.4,0.6,0.6
86,Mário Rui,-,2,1.3,1,2.3,0.1,0.6,0.6
87,Fabio Quagliarella,11,3,3.6,0.5,1.1,0.8,0.9,0.9
88,Samu Castillejo,2,3,1.3,0.9,0.9,0.3,0.9,0.9
89,Rodrigo Palacio,7,3,1.7,1,1.5,0.8,1.4,1.4
90,Gianluca Lapadula,11,-,2.4,0.7,2.3,1,1.4,1.4
91,Adrien Rabiot,1,1,0.7,1.3,1,-,0.9,0.9
92,Manolo Gabbiadini,11,1,2.6,0.4,1.2,0.5,0.8,0.8
93,Stefan Radu,1,-,0.1,0.6,0.7,-,0.1,0.1
94,Takehiro Tomiyasu,1,3,0.7,1.1,1,-,0.6,0.6
95,Filip Djuricic,5,5,1.4,1.2,1.6,0.1,1.2,1.2
96,Thomas Strakosha,-,-,-,-,0.1,-,-,-
