,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Lionel Messi,36,13,5,3.9,1.9,0.5,2.3,2.3
1,Luis Suárez,21,6,3.4,1.1,1.7,0.8,1.6,1.6
2,Iago Aspas,20,6,2.6,0.7,1.6,0.3,1.3,1.3
3,Dani Parejo,9,7,1.2,1,1.5,-,0.6,0.6
4,Karim Benzema,21,6,2.9,1.3,0.6,1,1.3,1.3
5,Antoine Griezmann,15,9,3.1,0.5,0.9,0.3,1.3,1.3
6,Ousmane Dembélé,8,5,1.3,2.3,0.8,0.3,1.5,1.5
7,Rodri,3,1,0.8,0.6,1.3,-,0.9,0.9
8,Wissam Ben Yedder,18,9,2.2,1.3,0.7,0.9,1.1,1.1
9,Guillermo Maripán,2,2,0.7,0.1,0.4,-,-,-
10,Gerard Piqué,4,2,0.5,0.3,0.6,0.1,0.3,0.3
11,Saúl Ñíguez,4,1,1.6,1,0.8,0.2,1,1
12,Raúl García,9,3,2.5,0.4,1.8,0.3,0.9,0.9
13,Pablo Sarabia,12,13,2.3,0.8,1.5,0.5,1.1,1.1
14,Casemiro,3,-,1.4,0.6,1.7,-,0.6,0.6
15,Joan Jordán,4,4,1.6,1.3,1,0.1,0.9,0.9
16,José Giménez,-,-,0.7,0.3,0.9,-,0.1,0.1
17,José Campaña,4,9,0.6,1.3,1,0.1,0.9,0.9
18,Santi Cazorla,4,10,0.9,1.4,1.7,-,1.5,1.5
19,Toni Kroos,-,4,1.1,0.5,2,-,0.4,0.4
20,Koke,3,4,0.7,0.4,1.3,0.1,1.3,1.3
21,Jonathan Calleri,9,2,2.4,1.2,2.1,0.4,2.2,2.2
22,Éver Banega,3,4,1,1.8,2.1,0.1,1.8,1.8
23,Ivan Rakitic,3,5,1.1,0.6,1.6,0.1,0.7,0.7
24,Rubén Rochina,4,5,1.7,2.4,2,-,2.1,2.1
25,Giovani Lo Celso,9,4,2,2,2.1,-,1.7,1.7
26,Cote,1,1,0.7,1.3,0.5,-,0.5,0.5
27,Enric Gallego,5,1,1.7,0.7,1.5,1,1.2,1.2
28,Zouhair Feddal,1,1,0.8,0.9,0.4,-,0.2,0.2
29,Rubén Peña,1,2,0.7,2,1.1,-,0.9,0.9
30,Iborra,3,1,0.9,0.4,1.9,0.1,0.7,0.7
31,Dani Carvajal,1,2,0.5,1.4,1.4,0.1,0.8,0.8
32,Adnan Januzaj,1,3,1.6,3.3,1.8,0.3,2.6,2.6
33,Luka Modric,3,6,1.1,1.6,1.4,0.1,1.2,1.2
34,Cristhian Stuani,19,-,2.4,0.4,2.3,0.8,1.2,1.2
35,Sofiane Boufal,3,3,1.5,4.1,1.7,-,1.8,1.8
36,Roberto Rosales,3,1,0.9,0.6,0.8,-,0.5,0.5
37,Jordi Alba,2,8,0.4,0.4,0.5,0.3,0.6,0.6
38,Leandro Cabrera,2,-,0.7,0.1,0.4,0.1,0.1,0.1
39,Sergio Canales,7,2,2.1,1.8,1.6,0.3,1.7,1.7
40,Sergio Busquets,-,1,0.2,0.3,1.5,-,0.7,0.7
41,Iñaki Williams,13,4,2,1.4,1.4,0.6,1.5,1.5
42,Brais Méndez,6,7,2.3,0.6,2.1,0.4,1.2,1.2
43,Francis Coquelin,-,1,0.3,1,1.1,-,1,1
44,Diego Godín,3,1,0.5,0.3,0.8,-,-,-
45,José Gayà,1,1,0.4,1.1,1.6,0.1,0.5,0.5
46,Yeray Álvarez,-,-,0.4,0.2,0.8,-,0.3,0.3
47,Marc Bartra,1,-,0.3,0.4,1.2,0.1,0.4,0.4
48,Jorge Molina,14,5,1.5,0.9,1.2,0.6,1.3,1.3
49,Fabián Orellana,3,5,2.4,2.5,1.8,0.2,3,3
50,Filipe Luís,2,2,0.4,0.9,0.5,0.1,0.7,0.7
51,Maxi Gómez,13,5,2.3,0.4,1.9,1.2,1.2,1.2
52,Geoffrey Kondogbia,1,1,1.2,1.2,1,-,1.1,1.1
53,Mario Hermoso,3,-,0.8,0.3,0.9,0.1,0.2,0.2
54,Raúl de Tomás,14,1,3.5,1.5,1.1,0.5,2.1,2.1
55,Dimitrios Siovas,1,-,0.6,0.4,0.3,0.1,0.3,0.3
56,André Silva,9,-,2.3,0.5,1,0.6,2.1,2.1
57,Thomas Partey,3,4,1.1,1.1,0.7,-,0.6,0.6
58,Aritz Elustondo,1,-,0.4,0.6,1,-,0.1,0.1
59,Jesús Navas,1,5,1,1.1,1,0.3,0.4,0.4
60,Gabriel Paulista,-,1,0.4,0.1,1,-,0.1,0.1
61,Junior Firpo,3,4,0.8,1.3,1.1,0.2,0.6,0.6
62,Borja Iglesias,17,3,2.4,0.6,1.4,1.2,1.8,1.8
63,Philippe Coutinho,5,2,2,1.5,1.3,0.2,1.4,1.4
64,Rodrigo,8,6,2.4,1.3,1.2,0.4,1.1,1.1
65,Ezequiel Garay,2,-,0.5,0.1,0.5,-,-,-
66,Sergio Ramos,6,1,1.1,0.1,1.3,0.2,0.1,0.1
67,Youssef En-Nesyri,9,2,2.4,0.9,1.3,0.5,1.7,1.7
68,Guido Carrillo,6,1,1.8,0.3,0.9,0.3,0.7,0.7
69,Sergi Roberto,-,7,0.3,0.5,1.1,-,0.7,0.7
70,Santiago Arias,1,1,0.4,0.3,1.3,0.1,0.4,0.4
71,Marc Roca,1,2,0.7,0.8,0.8,-,0.7,0.7
72,Jan Oblak,-,-,-,-,0.1,-,-,-
73,Jorge Miramón,1,-,0.4,1.1,0.4,-,0.5,0.5
74,Óscar Rodríguez,4,3,2,1.2,0.9,0.1,1.1,1.1
75,Gonçalo Guedes,5,3,1.4,1.4,2,0.3,1,1
76,Jony,5,10,1.5,1.7,0.9,0.4,1.7,1.7
77,Rubén Alcaraz,3,2,1.5,0.7,3.2,-,1.2,1.2
78,Arturo Vidal,3,7,0.7,0.2,1,-,0.5,0.5
79,Antunes,1,3,1,0.8,0.7,-,0.5,0.5
80,Jonathan Silva,3,6,0.8,0.4,0.7,0.1,0.4,0.4
81,Sergio Asenjo,-,-,-,-,0.1,-,-,-
82,Damián Suárez,-,3,0.4,0.6,1.5,0.1,0.6,0.6
83,Mikel Merino,3,3,0.8,1,1.3,-,1.6,1.6
84,Jaime Mata,14,6,1.7,0.4,1.5,0.9,1.1,1.1
85,Ximo Navarro,2,2,0.4,0.5,1.2,-,0.5,0.5
86,Gareth Bale,8,3,2.6,0.8,0.7,0.5,0.7,0.7
87,Clément Lenglet,1,-,0.3,0.3,0.6,-,0.1,0.1
88,Daniel Carriço,1,1,0.4,0.3,0.3,-,0.3,0.3
89,Pedro Alcalá,1,1,0.6,0.2,0.5,0.1,0.2,0.2
