,Name,AvgP,PSp,Crosses,LonB,ThrB
257,Florent Hadërgjonaj,30.2,75.2,0.9,1.4,-
258,Junior Stanislas,21.6,77.4,0.3,0.5,0.1
259,Harry Arter,26.3,80.7,0.2,1.7,-
260,Nampalys Mendy,35.2,88.8,0.1,1.6,-
261,Hélder Costa,17.7,81.4,0.1,0.4,-
262,Andre Gray,8.1,65.7,0.1,0.1,-
263,Chris Löwe,29,75.1,1.1,2.1,-
264,Ivan Cavaleiro,12.8,75.5,0.7,0.1,-
265,Erik Durm,27.7,69,0.4,1.3,-
266,Isaac Success,11.6,71.3,-,0.3,-
267,Gaëtan Bong,27.4,74.3,0.4,1.1,-
268,Tim Ream,40.5,87.9,-,1.4,-
269,Jürgen Locadia,12.7,72.8,0.2,0.7,-
270,Jeff Hendrick,20.6,75.3,0.1,0.7,-
271,Charlie Austin,7.9,58.6,-,0.2,-
272,Asmir Begovic,22.1,60.8,-,5.7,-
273,Florin Andone,7.2,67.3,0.1,0.1,-
274,Kelechi Iheanacho,9.2,76.4,-,0.2,0.1
275,Laurent Depoitre,11.9,59.9,-,0.1,-
276,Morgan Gibbs-White,12.2,83.9,0.2,0.8,0.1
277,Elias Kachunga,14.8,71.3,0.3,0.2,-
278,Isaac Mbenza,10.5,75.4,0.3,0.4,-
279,Lys Mousset,5,71.9,-,-,-
280,Shinji Okazaki,4.5,74.5,-,0.1,-
