,Name,AvgP,PSp,Crosses,LonB,ThrB
111,Fabinho,70.3,90.3,-,3.3,-
112,Stuart Armstrong,37.5,80.7,0.2,1,0.1
113,Jordan Henderson,86.4,87.3,0.2,4,0.1
114,Aaron Cresswell,45.9,78.9,1.6,3.3,-
115,Rúben Neves,54.3,84.5,0.1,5.3,-
116,Chris Wood,19.8,65.1,-,0.1,-
117,Eberechi Eze,32,84.2,0.7,0.7,-
118,Fernandinho,48.3,87.2,-,2.2,-
119,Timo Werner,22.3,78.8,0.3,0.2,-
120,Pascal Struijk,48,86,-,2.3,-
121,Tyrone Mings,46.6,77.9,-,3.7,-
122,Jonjo Shelvey,46.7,76.4,0.7,5.8,-
123,Leandro Trossard,28.5,78.8,0.7,1.6,-
124,Joachim Andersen,63.2,81.4,-,5.8,-
125,Karl Darlow,25.1,45.7,-,7.4,-
126,Rob Holding,60.1,87,-,3.1,-
127,Anwar El Ghazi,18.7,75.3,0.8,0.4,-
128,Abdoulaye Doucouré,46.2,85.1,-,1.3,0.1
129,Pablo Fornals,32.1,79.4,0.2,0.8,-
130,Pierre-Emerick Aubameyang,21.5,78,0.3,0.4,-
131,Ben Godfrey,39.3,84.7,0.1,1.2,-
132,Ché Adams,16.9,70.3,-,0.7,0.2
133,Adam Webster,63.4,80.9,-,3.4,-
134,Kyle Bartley,27.6,77.1,-,1.7,-
135,Emile Smith Rowe,36.3,88.7,0.1,0.6,0.1
136,Allan,44,85.6,-,2.4,-
137,Josh Brownhill,35.5,78.3,0.1,1,-
138,Ferran Torres,16.9,85.2,0.1,0.4,-
139,Nicolas Pépé,21.7,81.1,0.2,0.2,-
140,Ross Barkley,30.3,84.8,0.8,1.4,-
141,Hugo Lloris,23.6,69.3,-,4.8,-
142,Willy-Arnaud Boly,49.3,82.5,-,1.9,-
143,Dan Burn,40.7,75.6,0.3,1.1,-
144,Ezri Konsa,35.8,84.7,-,2.1,-
145,Jarrod Bowen,16.3,74.4,0.8,0.8,-
146,Kyle Walker,70.4,90,0.1,3.6,-
147,Thomas Partey,47.5,87.2,-,2.7,0.1
148,Joelinton,18.8,73,-,0.3,-
149,Christian Pulisic,24.5,82.9,0.2,0.4,-
150,Marc Albrighton,24.2,73.3,0.7,1.3,-
151,Çaglar Söyüncü,60.1,88,0.2,2.1,-
152,Alphonse Areola,23.3,68.7,-,4.4,-
153,Sam Johnstone,29.9,43.2,-,8.4,-
154,Alisson Becker,29.9,84.6,-,3.2,-
155,Granit Xhaka,70.6,90.2,0.1,4.2,0.1
156,Tosin Adarabioyo,57.7,86.2,-,3.6,-
157,Angelo Ogbonna,36.4,81.3,-,1.8,-
158,Gabriel Magalhães,67.4,85.7,-,2.2,-
159,Callum Hudson-Odoi,25,86.1,0.7,1.2,-
160,David McGoldrick,26,74.7,0.1,0.7,-
161,Mason Greenwood,23,85,0.2,0.8,0.1
162,Sergio Reguilón,44.4,77.3,0.6,1.4,-
163,Conor Townsend,36.7,76.7,0.6,1.8,-
164,Matthew Lowton,35.1,68.8,0.4,3.2,0.1
165,Hakim Ziyech,29,79.1,0.5,1.1,-
166,Jan Bednarek,57.4,82.4,-,2.3,-
167,Tyrick Mitchell,31.5,69.8,0.3,1.5,-
168,Ethan Ampadu,40.2,82.3,0.2,2.2,-
169,Tammy Abraham,9.3,72.7,-,0.1,-
170,Victor Lindelöf,64.3,89.8,-,2.1,-
171,Kenny Tete,31.4,75.5,1,1.5,-
172,Chris Basham,34.1,82.8,0.2,1.2,-
173,Héctor Bellerín,44.6,83.8,0.5,0.7,0.1
174,Daniel Podence,25,77.7,0.3,1.8,-
175,Kieran Tierney,43.7,79.6,0.9,1.6,-
176,Oliver McBurnie,19.1,57.5,-,0.3,-
177,Douglas Luiz,42.9,85.7,0.1,3.3,-
178,Edinson Cavani,12.9,77.4,-,0.5,0.1
179,Rodrigo,21.5,76.9,0.1,1,0.2
180,Craig Dawson,34.7,79.7,-,2.7,-
181,Charlie Taylor,34.1,70.3,0.7,2.1,-
182,Isaac Hayden,32.8,80.7,0.1,1.2,-
183,Gylfi Sigurdsson,23.7,85,0.8,0.7,-
184,Danny Welbeck,10.8,81,-,0.1,-
185,Jacob Murphy,17.6,70.5,0.6,0.8,-
186,Eric Dier,63.9,83.2,-,4,-
187,Harrison Reed,47.6,86.2,0.2,1.5,-
188,Miguel Almirón,25,82,0.2,1,0.1
189,Leander Dendoncker,36.1,85.4,0.1,1.3,-
190,Willian,27.1,87.5,1.1,1.4,-
191,João Moutinho,51.5,88.3,0.8,2.3,0.1
192,Séamus Coleman,25.8,82.9,0.4,1.3,-
193,Jeffrey Schlupp,14.8,73.9,0.2,0.4,-
194,Jordan Pickford,32.2,61.8,-,8.5,-
195,Ciaran Clark,35.9,81.5,-,1.8,-
196,Federico Fernández,34.8,80.7,0.1,2.3,-
197,Mason Holgate,39.4,79.1,0.2,3.1,-
198,Conor Gallagher,29.7,81.5,0.4,1.6,-
199,Ashley Westwood,53.8,78.7,1.2,4.2,-
200,Lucas Moura,19,75.2,0.2,0.2,-
201,Ola Aina,47.2,78.9,0.3,2.1,-
202,Lukasz Fabianski,24.5,54.9,-,7.5,-
203,Darnell Furlong,23.3,59.4,0.5,1.2,-
204,Ederson,26.3,81.3,-,4.3,-
205,Georginio Wijnaldum,46.2,92.7,-,1.2,-
206,Ezgjan Alioski,38.3,79.5,0.4,0.8,-
207,Kai Havertz,28.4,84.9,-,0.4,-
208,Ben White,48.5,83.2,-,2.3,-
209,Ayoze Pérez,18.8,76.8,0.3,0.2,-
210,Jamaal Lascelles,32.7,80.2,-,2.2,-
211,Mario Lemina,31.7,83.5,-,1.7,-
212,Robert Sánchez,36.4,70.9,-,6.9,-
213,Saïd Benrahma,16.1,82,0.3,0.3,-
214,John Egan,36.2,81.7,-,3,-
215,Curtis Jones,40.3,92.2,-,0.9,-
216,Nemanja Matic,50.8,90.3,0.1,2.7,-
217,Neal Maupay,19.7,78.5,0.2,0.4,0.1
218,Gary Cahill,37.3,82.4,-,2.4,-
219,Cheikhou Kouyaté,35.5,77.2,-,2.5,-
220,Theo Walcott,19,74.4,0.2,0.3,-
221,Ben Davies,32.3,79.2,0.3,1.1,-
222,Édouard Mendy,29,83.3,-,3.5,-
223,Rayan Aït-Nouri,29.9,86.1,0.6,0.8,-
224,Bernd Leno,28.5,76.8,-,3.2,-
225,Luka Milivojevic,41.7,83,0.5,2.4,-
226,Aaron Ramsdale,26.8,43.4,-,7.4,-
227,Nathan Redmond,24,76.8,0.1,0.7,-
228,Joel Ward,31.5,71.9,0.1,1.3,-
229,Kasper Schmeichel,28.1,70.4,-,6.4,-
230,Ivan Cavaleiro,20.1,76.2,0.8,0.7,-
231,Alex Iwobi,19.8,83,0.3,0.8,-
232,Bobby De Cordova-Reid,23,77.5,0.2,0.8,-
233,Jordan Ayew,19.2,81,0.1,0.3,-
234,Mateusz Klich,41.9,82.3,0.3,1.5,-
235,John Fleck,36.7,82.9,0.7,1.3,-
236,Robert Brady,18.5,69.2,0.4,1.3,-
237,Dara O'Shea,28.9,63.6,-,3.2,-
238,Conor Coady,49.8,87.9,-,6.5,-
239,David Luiz,50,83.5,-,3.6,0.1
240,Ruben Loftus-Cheek,23.6,80.7,0.1,0.3,-
241,Aleksandar Mitrovic,14,73.5,0.1,0.3,0.1
242,Alex McCarthy,31.3,61,-,4.8,-
243,Steven Bergwijn,19.8,83.7,-,0.1,-
244,Jóhann Gudmundsson,19.9,79.6,0.2,1,-
245,Oliver Norwood,43.9,83.4,1,3.5,-
246,James Milner,33,85.6,0.4,1.1,-
247,Rui Patrício,17.6,62.3,-,4.6,-
248,David de Gea,19.3,75.4,-,3.2,-
249,Patrick van Aanholt,43.3,80.1,0.4,1.4,-
250,Ashley Barnes,13.8,61.8,-,0.3,-
251,Tom Davies,27.9,81.2,0.1,1.4,-
252,André Gomes,31.3,85.3,0.1,2,-
253,Vicente Guaita,24.9,49.6,-,6.8,-
254,Adam Lallana,30.8,85,0.1,0.6,-
255,Moussa Sissoko,30.4,84.4,-,1.2,-
256,Alexis Mac Allister,18.9,80.8,-,0.8,-
257,Erik Pieters,23.6,74.4,-,1.4,-
258,Tyler Roberts,17.1,71.6,0.1,0.5,0.1
259,Mohamed Elneny,44,93,-,1.6,-
260,Ryan Bertrand,41.3,79.6,0.5,0.8,-
261,Grady Diangana,16.8,76.2,0.1,0.3,-
262,Callum Robinson,13.9,74.9,0.2,0.4,-
263,Ben Osborn,31,81,0.7,0.8,-
264,Semi Ajayi,28.4,73.2,-,1.8,-
265,Enda Stevens,39.5,78.1,0.4,1.9,-
266,Moussa Djenepo,14.1,72.8,-,0.3,-
267,Nampalys Mendy,42.3,91,-,1.1,-
268,Matej Vydra,8.4,71.2,-,0.1,-
269,Sean Longstaff,25.4,81.5,0.3,2.3,-
270,Érik Lamela,14.7,83.1,0.1,0.3,-
271,George Baldock,28,78.3,0.3,0.7,-
272,Donny van de Beek,14.4,86.1,-,0.3,-
273,Matt Phillips,14.5,74.3,0.6,0.4,-
274,Jairo Riedewald,19.1,85.6,-,0.5,-
275,Jamal Lewis,27.1,77.1,0.5,1.3,-
276,Jeff Hendrick,24.5,80.1,0.1,1.3,-
277,Fábio Silva,10.1,73.2,-,-,-
278,Hélder Costa,13.8,76.6,0.1,0.1,-
279,Jay Rodríguez,8.8,73.4,-,0.1,-
280,Alireza Jahanbakhsh,11,77.6,0.2,0.3,0.1
281,Oliver Burke,10.1,70.2,-,0.1,-
282,Vitinha,17.4,90.3,0.2,0.5,0.1
283,John Lundstram,35.7,84.2,0.4,1.8,-
284,Ibrahima Diallo,26.7,85,-,0.7,-
285,Jacob Ramsey,10,86,0.1,0.5,-
286,Mark Noble,20.5,88.6,0.1,1.3,-
287,Rhian Brewster,7.7,74.4,0.1,0.3,0.1
288,Karlan Grant,10.3,75.1,-,0.1,-
289,Hal Robson-Kanu,4.2,70.9,-,0.1,-
290,Romaine Sawyers,37.9,85.3,0.1,2.2,0.1
