,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
132,Jérôme Roussillon,1,1,0.7,1.6,0.9,0.1,1,1
133,Lukás Hrádecky,-,-,-,-,0.1,-,-,-
134,Robin Knoche,1,-,0.2,0.3,0.2,0.1,0.1,0.1
135,Xaver Schlager,1,2,1.4,0.9,1,-,2,2
136,Robin Koch,1,-,1.1,0.2,0.6,-,0.3,0.3
137,Josip Brekalo,3,4,1.4,1.3,0.6,0.1,1.5,1.5
138,Tony Jantschke,-,-,0.2,0.1,0.2,-,-,-
139,Tin Jedvaj,2,-,0.5,0.2,0.5,-,0.3,0.3
140,Benjamin Hübner,1,4,1,0.2,1.1,-,0.5,0.5
141,Jamilu Collins,1,2,0.6,1.4,0.9,-,0.7,0.7
142,Emil Forsberg,5,2,1.2,1,0.9,0.1,0.6,0.6
143,Timothy Chandler,5,1,0.9,0.3,0.5,0.2,0.2,0.2
144,Daichi Kamada,2,4,1.6,1.4,1.4,0.3,1.3,1.3
145,Noah Katterbach,-,-,0.2,1.7,1.3,-,0.7,0.7
146,Leon Bailey,5,3,1.3,1.6,0.8,0.3,1,1
147,Robert Andrich,1,2,1.6,0.9,1.2,-,0.6,0.6
148,Kingsley Ehizibue,1,1,0.4,1.2,1.1,0.1,0.5,0.5
149,Diego Demme,-,-,0.2,0.6,0.8,-,0.5,0.5
150,Rouwen Hennings,15,-,2.3,0.4,1,0.3,0.6,0.6
151,Rubén Vargas,6,1,1.8,1.6,1.2,0.2,1.5,1.5
152,Ismail Jakobs,2,2,0.9,0.4,0.3,0.5,0.9,0.9
153,Sebastian Rode,3,3,0.4,0.4,0.8,-,0.4,0.4
154,Péter Gulácsi,-,1,-,-,-,-,-,-
155,Rune Jarstein,-,-,-,-,0.2,-,-,-
156,Marius Bülter,7,1,1.3,1.7,0.8,0.3,1.4,1.4
157,Sebastiaan Bornauw,6,-,0.6,0.4,0.3,0.1,0.2,0.2
158,Daniel Baier,1,-,0.7,0.4,1.7,-,0.4,0.4
159,Christoph Kramer,-,-,0.5,0.6,1,-,0.5,0.5
160,Rafal Gikiewicz,-,-,0.1,-,0.2,-,-,-
161,Pierre Kunde,4,-,1.4,1.2,0.4,-,0.6,0.6
162,Levin Öztunali,4,3,1.3,1.5,0.6,0.4,0.7,0.7
163,Javairô Dilrosun,4,2,0.8,1.7,0.8,0.1,1,1
164,Niklas Moisander,-,-,0.6,0.7,0.6,-,0.3,0.3
165,Diadié Samassékou,-,1,0.3,0.8,0.6,-,0.3,0.3
166,Manuel Akanji,-,1,0.3,0.2,0.8,-,0.2,0.2
167,Philipp Lienhart,-,1,0.3,0.1,1.3,-,-,-
168,László Bénes,-,4,1,0.6,1.1,-,0.4,0.4
169,Raphael Framberger,-,2,0.1,0.4,0.5,0.1,0.7,0.7
170,Dominik Kohr,-,3,1.1,0.7,0.7,-,0.5,0.5
171,Marvin Friedrich,2,-,0.9,0.4,0.5,-,0.3,0.3
172,David Abraham,2,-,0.4,0.4,0.6,-,0.2,0.2
173,Rafael Czichos,1,1,0.5,0.3,0.9,-,0.2,0.2
174,Lucas Alario,7,1,2.1,0.5,0.5,0.8,0.7,0.7
175,Dominick Drexler,3,4,0.7,0.6,1.4,0.3,0.8,0.8
176,Sebastian Vasiliadis,1,1,1.2,1.6,0.8,-,1.2,1.2
177,Kevin Trapp,-,-,-,-,-,-,-,-
178,André Hoffmann,2,1,0.5,0.1,0.4,-,-,-
179,Djibril Sow,1,3,0.8,0.2,1.4,-,0.4,0.4
180,Oscar Wendt,2,2,0.4,0.2,0.3,-,0.4,0.4
181,Marco Richter,4,3,2.1,1.4,1.3,0.1,1.7,1.7
182,Roland Sallai,2,-,1.6,1.2,2,0.4,0.7,0.7
183,Julian Baumgartlinger,2,2,0.6,0.4,1.2,-,0.6,0.6
184,Niko Gießelmann,1,1,0.6,0.3,1.6,-,0.2,0.2
185,Luca Waldschmidt,7,1,1.9,0.6,0.5,0.3,0.7,0.7
186,Jeffrey Gouweleeuw,-,1,-,0.3,0.1,-,0.1,0.1
187,Maximilian Eggestein,1,3,1.4,0.7,1.2,-,0.9,0.9
188,Moussa Niakhaté,1,2,0.3,0.2,0.8,-,0.2,0.2
189,Josh Sargent,4,2,1.1,0.6,1.3,0.2,1.1,1.1
190,Dennis Srbeny,5,1,1.6,0.8,1.4,0.3,0.8,0.8
191,Leopold Zingerle,-,-,-,-,0.1,-,-,-
192,Zack Steffen,-,-,-,-,0.1,-,-,-
193,Aarón Martín,-,-,0.4,0.9,0.5,0.1,0.7,0.7
194,Klaus Gjasula,2,1,0.5,0.7,0.6,-,0.8,0.8
195,Ermin Bicakcic,2,-,0.3,-,0.7,0.1,0.1,0.1
196,Per Skjelbred,-,-,-,0.5,0.4,-,0.2,0.2
197,Kaan Ayhan,2,3,0.9,0.5,0.6,0.1,0.1,0.1
198,Lukas Klünter,-,2,0.1,0.6,1.2,0.1,0.6,0.6
199,Rani Khedira,-,2,0.3,0.1,1.1,-,0.4,0.4
200,Leonardo Bittencourt,4,2,1.5,0.5,1.8,0.4,1,1
201,Marcus Ingvartsen,5,2,1.6,0.5,0.7,0.1,0.7,0.7
202,Danny Latza,-,2,0.7,0.8,1,-,0.8,0.8
203,Amadou Haidara,-,1,1,1,0.2,0.1,0.4,0.4
204,Abdelhamid Sabiri,4,1,1.8,1,1.1,-,1.1,1.1
205,Marius Wolf,1,3,0.7,1.3,0.9,-,1.4,1.4
206,Neven Subotic,1,-,0.5,0.1,0.2,-,0.2,0.2
207,Evan Ndicka,1,1,0.5,0.8,0.4,-,0.3,0.3
208,Koen Casteels,-,-,-,-,0.1,-,-,-
209,Admir Mehmedi,2,2,1.1,0.3,1.2,0.4,0.9,0.9
210,Janik Haberer,2,2,0.5,0.6,1.5,-,0.7,0.7
211,Matthias Zimmermann,1,2,0.5,0.4,0.7,0.2,0.2,0.2
212,Benito Raman,4,3,1.4,1,0.4,0.7,0.8,0.8
213,Vedad Ibisevic,7,2,1.1,0.2,0.5,0.5,0.9,0.9
214,Lucas Hernández,-,1,0.2,0.4,1.2,-,0.4,0.4
215,Florian Kastenmeier,-,-,-,0.2,0.1,-,-,-
216,Yannick Gerhardt,2,-,0.6,0.3,1,0.1,0.4,0.4
217,Jonjoe Kenny,2,3,0.4,0.4,0.3,0.1,0.6,0.6
218,Alfredo Morales,1,2,0.7,0.6,1.1,0.1,1,1
219,Makoto Hasebe,-,-,-,0.2,1.2,-,0.3,0.3
220,Jirí Pavlenka,-,-,-,-,0.2,-,-,-
221,Timo Horn,-,-,-,-,0.1,-,-,-
222,Mohamed Dräger,1,3,0.8,0.8,1.2,-,1.1,1.1
223,Leandro Barreiro,-,2,0.4,0.3,1.3,-,0.3,0.3
224,Streli Mamba,5,2,1,0.6,1.2,0.5,0.9,0.9
225,Jean-Philippe Mateta,3,1,1.9,0.9,0.4,0.7,1,1
226,Niklas Stark,1,-,0.5,0.1,0.4,-,0.3,0.3
227,Victor Sá,2,2,0.9,1,0.8,0.3,0.9,0.9
228,Daniel Ginczek,3,1,1.3,0.3,0.5,0.3,0.9,0.9
229,Markus Suttner,-,1,0.7,0.4,0.3,-,0.3,0.3
230,Anthony Ujah,3,2,0.8,0.3,0.2,0.4,0.4,0.4
231,Kwon Chang-Hoon,2,-,0.7,0.7,0.9,0.1,0.3,0.3
232,Edimilson Fernandes,1,-,1,0.6,0.2,-,0.9,0.9
233,Laurent Jans,-,1,0.4,0.5,0.4,-,0.3,0.3
234,Benno Schmitz,-,-,0.1,0.1,0.2,-,0.2,0.2
235,Alexander Nübel,-,-,-,-,0.2,-,-,-
236,Roman Bürki,-,-,-,-,0.1,-,-,-
237,Sven Michel,5,1,1.4,0.8,0.5,0.5,1.3,1.3
238,Christopher Antwi-Adjei,1,2,1.4,1,1.1,0.1,1.2,1.2
239,Davie Selke,1,1,1,0.3,1.1,0.3,0.7,0.7
240,Mijat Gacinovic,-,1,1.1,0.6,1,-,0.6,0.6
241,Dawid Kownacki,-,-,1.3,1,1.3,0.1,0.7,0.7
242,Kevin Akpoguma,-,-,0.1,0.1,0.7,0.1,0.5,0.5
243,Anthony Modeste,4,1,1.3,0.3,0.6,0.3,0.4,0.4
244,Dennis Geiger,-,3,0.6,0.3,0.7,-,0.8,0.8
245,Milos Veljkovic,-,1,0.3,-,0.4,-,-,-
246,Alessandro Schöpf,-,1,0.7,1,0.8,-,1.8,1.8
247,Adam Bodzek,-,-,0.3,0.1,1.2,-,0.4,0.4
248,Ádám Szalai,1,1,1.1,0.4,0.9,0.3,1.4,1.4
249,Alfred Finnbogason,3,1,0.9,0.3,0.5,0.3,0.6,0.6
250,Simon Terodde,3,1,1.5,0.1,0.5,0.1,0.3,0.3
251,Tomás Koubek,-,-,-,-,0.1,-,-,-
252,Guido Burgstaller,-,1,1.7,0.6,0.9,0.8,1.5,1.5
253,Ahmed Kutucu,3,2,0.6,0.8,0.2,0.2,0.7,0.7
254,Rabbi Matondo,2,-,1.2,1.5,0.9,0.8,1.7,1.7
255,Ben Zolinski,3,2,0.7,0.3,0.6,0.5,0.8,0.8
256,Gerrit Holtmann,1,-,1,0.8,0.2,-,0.9,0.9
257,Felix Klaus,-,1,0.8,0.2,1,0.1,0.6,0.6
258,Stephan Lichtsteiner,-,1,0.1,0.3,1.2,0.1,0.3,0.3
259,Mike Frantz,-,1,0.2,0.1,0.3,-,0.1,0.1
260,Jean Zimmer,-,-,0.5,0.5,0.6,0.1,0.6,0.6
261,Marcel Sobottka,-,1,0.4,0.2,0.6,-,0.2,0.2
262,Claudio Pizarro,-,-,0.2,0.2,0.4,0.1,0.4,0.4
