,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
159,Steffen Tigges,6,1,1.2,0.3,0.4,0.3,0.7,0.7
160,Niklas Stark,-,-,0.1,0.1,0.7,-,0.1,0.1
161,Jonathan Tah,1,-,0.3,0.2,0.1,0.1,0.3,0.3
162,Diogo Leite,-,1,0.4,-,1.1,-,0.4,0.4
163,Grischa Prömel,1,1,1.3,0.3,2,0.1,0.7,0.7
164,Giovanni Reyna,7,2,1.1,0.4,0.8,-,0.7,0.7
165,Chidera Ejuke,-,3,1.2,2.4,0.5,0.1,1,1
166,Amos Pieper,2,1,0.4,-,0.5,0.1,0.3,0.3
167,Julian Weigl,1,-,0.3,0.4,1.3,-,0.1,0.1
168,Rubén Vargas,3,4,0.9,0.9,0.7,0.1,0.4,0.4
169,Dion Beljo,3,2,0.7,0.4,0.6,0.4,1.3,1.3
170,Robert Skov,3,2,1.8,0.3,0.9,-,0.5,0.5
171,Waldemar Anton,1,2,0.7,0.6,0.9,-,0.5,0.5
172,Anthony Jung,2,5,0.5,0.4,0.7,-,0.5,0.5
173,Jordan Siebatcheu,4,3,1.1,0.3,0.4,0.3,0.8,0.8
174,Jonjoe Kenny,-,1,0.2,0.4,0.2,-,0.3,0.3
175,Dejan Ljubicic,5,1,1.3,0.7,0.4,0.2,0.6,0.6
176,Danilo Soares,-,-,0.1,0.3,1,-,0.6,0.6
177,Erhan Masovic,4,-,0.6,0.1,0.2,-,0.1,0.1
178,Mu'nas Dabbur,6,2,1,0.6,0.8,0.5,1,1
179,Felix Uduokhai,-,1,0.2,0.3,0.7,-,0.3,0.3
180,Lukás Hrádecky,-,-,-,-,-,-,-,-
181,Emil Forsberg,6,4,0.8,0.5,0.8,0.2,0.4,0.4
182,Cédric Brunner,-,-,0.4,0.3,1.4,-,0.5,0.5
183,Konstantinos Stafylidis,-,2,0.7,0.4,0.8,-,0.2,0.2
184,Sebastian Rode,4,1,0.3,0.3,0.7,-,0.2,0.2
185,Silvan Widmer,2,2,0.7,0.3,0.6,0.1,0.5,0.5
186,Omar Marmoush,5,1,1.5,1.2,1,0.4,1.3,1.3
187,Ansgar Knauff,1,1,0.6,0.9,0.7,0.1,0.4,0.4
188,Christian Groß,1,1,0.2,0.6,0.5,-,0.3,0.3
189,Milos Veljkovic,1,1,0.1,0.1,0.3,-,-,-
190,Kristijan Jakic,1,-,0.3,0.3,0.3,-,0.3,0.3
191,Marcel Halstenberg,1,1,0.3,0.3,0.2,-,0.2,0.2
192,Niko Gießelmann,-,2,0.8,0.2,0.8,-,0.2,0.2
193,Adam Hlozek,5,3,1,0.3,0.7,-,0.8,0.8
194,Odilon Kossounou,-,1,0.1,0.3,0.2,-,0.5,0.5
195,Tiago Tomás,3,3,1.3,0.7,1.8,0.1,0.9,0.9
196,Simon Terodde,5,-,1.4,0.1,1.1,0.8,0.5,0.5
197,Salih Özcan,-,1,0.1,0.2,0.9,-,0.8,0.8
198,Christoph Kramer,-,-,0.2,0.7,0.4,0.1,1,1
199,Linton Maina,3,7,1.1,0.7,0.6,0.5,0.8,0.8
200,Josuha Guilavogui,1,-,0.3,0.1,0.3,0.1,0.3,0.3
201,Jens Stage,3,3,0.6,0.3,0.6,-,0.3,0.3
202,Arne Engels,-,3,0.9,0.2,1.1,-,0.4,0.4
203,Jan Thielmann,2,2,0.6,0.8,0.8,0.4,0.5,0.5
204,Joe Scally,-,-,0.3,0.4,1.8,0.1,0.5,0.5
205,Amadou Haidara,2,1,0.6,0.3,0.4,-,0.4,0.4
206,Pavel Kaderábek,1,1,0.3,0.1,0.7,0.1,0.3,0.3
207,Benno Schmitz,1,-,0.3,0.1,0.6,-,0.3,0.3
208,Arne Maier,5,1,0.9,0.5,0.6,0.1,0.9,0.9
209,Marvin Plattenhardt,-,2,0.3,0.1,1,-,0.2,0.2
210,Josha Vagnoman,2,2,1.1,1,0.4,0.1,0.8,0.8
211,Florian Neuhaus,1,-,1.2,0.5,0.9,0.1,0.6,0.6
212,Anthony Modeste,2,1,1.2,-,0.4,0.3,0.5,0.5
213,Sardar Azmoun,4,1,1.2,0.3,-,0.3,0.4,0.4
214,Kevin Trapp,-,-,-,-,0.1,-,-,-
215,Kiliann Sildillia,-,2,0.4,0.4,0.2,0.1,0.6,0.6
216,Kevin Vogt,-,-,-,0.1,0.5,-,0.1,0.1
217,Henning Matriciani,-,-,0.1,0.3,0.5,-,0.5,0.5
218,Wilfried Kanga,2,-,1.1,0.3,0.5,0.5,0.8,0.8
219,Enzo Millot,-,1,0.7,0.9,0.8,-,0.6,0.6
220,Takuma Asano,3,2,2.1,0.5,1,0.3,1.2,1.2
221,Iago,-,2,0.4,0.7,0.6,-,0.5,0.5
222,Nadiem Amiri,4,1,1,0.7,1,0.2,0.4,0.4
223,Marcus Ingvartsen,10,-,1.3,0.4,0.8,0.3,0.7,0.7
224,Yussuf Poulsen,2,1,0.7,0.3,0.5,0.1,0.5,0.5
225,Mads Pedersen,-,-,0.3,0.6,0.8,-,0.5,0.5
226,Dominick Drexler,4,3,0.6,0.4,0.9,0.1,0.7,0.7
227,Alexander Hack,-,-,0.2,0.1,0.6,0.1,0.1,0.1
228,Paul Seguin,1,3,0.8,0.4,0.2,-,0.3,0.3
229,Tobias Mohr,-,3,0.7,0.2,0.2,-,0.4,0.4
230,Kevin Kampl,2,2,0.2,0.3,0.2,-,0.3,0.3
231,Elvis Rexhbeçaj,-,-,0.5,0.2,1.6,-,0.4,0.4
232,Filip Uremovic,-,-,0.4,0.1,0.5,-,0.2,0.2
233,Oliver Christensen,-,-,-,-,0.2,-,-,-
234,Danny da Costa,-,2,0.3,0.5,0.1,0.2,0.5,0.5
235,Marvin Friedrich,1,-,0.4,0.1,0.1,-,0.1,0.1
236,Makoto Hasebe,-,-,-,-,0.8,-,0.1,0.1
237,Mitchel Bakker,3,2,0.6,0.4,0.5,0.1,0.5,0.5
238,Stanley Nsoki,1,-,0.3,0.6,0.4,-,0.2,0.2
239,Kevin Paredes,1,3,0.2,0.2,0.8,0.1,0.2,0.2
240,Alex Král,-,-,1.1,0.8,0.6,0.1,0.7,0.7
241,Angelo Stiller,1,1,0.3,0.1,0.1,-,0.5,0.5
242,Robert Gumny,1,2,0.3,0.2,0.6,-,0.4,0.4
243,Yann Sommer,-,-,-,0.1,0.1,-,0.1,0.1
244,Romano Schmid,1,3,0.7,0.6,0.9,0.1,0.9,0.9
245,Mathys Tel,5,-,0.9,0.5,0.3,0.2,0.5,0.5
246,Luca Netz,1,3,0.2,0.5,0.1,0.1,0.3,0.3
247,Alexander Schwolow,-,-,-,-,0.2,-,-,-
248,Sebastian Polter,2,3,0.6,0.1,0.6,0.2,0.6,0.6
249,Cristian Gamboa,-,-,0.4,0.3,0.3,0.1,0.2,0.2
250,Sebastian Rudy,-,1,0.2,-,0.4,-,0.4,0.4
251,Gerrit Holtmann,1,1,1.3,0.7,0.3,0.1,0.7,0.7
252,Kenan Karaman,1,2,1,0.5,1.1,0.3,0.9,0.9
253,Marvin Schwäbe,-,-,-,-,0.1,-,-,-
254,Maximilian Bauer,-,1,0.3,0.1,0.9,-,0.2,0.2
255,Jessic Ngankam,4,-,1.1,0.6,0.7,0.1,1,1
256,Fredrik Jensen,2,1,0.6,0.2,0.4,0.2,1,1
257,Jean-Paul Boëtius,-,-,0.2,0.3,1.2,-,0.6,0.6
258,Ivan Sunjic,-,-,0.3,-,0.5,0.1,0.3,0.3
259,Noah Weißhaupt,-,1,0.1,0.4,1.1,0.1,0.2,0.2
260,Ilia Gruev,-,-,0.2,0.2,0.4,-,0.4,0.4
261,Lee Buchanan,1,-,0.2,-,0.3,-,0.1,0.1
262,Denis Huseinbasic,4,1,0.7,0.3,0.3,-,0.8,0.8
263,Ryan Gravenberch,-,-,0.5,0.5,0.3,-,0.5,0.5
264,Kingsley Schindler,-,1,0.4,0.3,0.4,0.1,0.5,0.5
265,Rafael Borré,2,2,0.8,0.5,0.3,0.6,0.4,0.4
266,Yannik Keitel,-,2,0.2,0.2,0.1,-,0.2,0.2
267,Sven Michel,3,1,0.8,0.1,0.2,0.2,0.3,0.3
268,Aymen Barkok,-,1,0.5,0.4,0.2,-,0.4,0.4
269,Morten Thorsby,1,1,0.4,-,0.3,-,0.6,0.6
270,Jordi Osei-Tutu,-,-,0.6,0.5,1.2,0.2,0.6,0.6
271,Sargis Adamyan,1,2,0.9,0.3,0.3,0.2,0.7,0.7
272,Hannes Wolf,1,1,0.4,0.3,0.7,0.1,0.7,0.7
273,Agustín Rogel,-,1,0.3,-,0.3,0.1,-,-
274,Patrick Osterhage,-,-,0.3,0.2,0.4,-,0.5,0.5
275,Simon Zoller,3,2,1.1,0.1,0.3,0.3,0.2,0.2
276,Nathan Ngoumou,1,-,0.7,0.4,0.3,0.2,0.2,0.2
277,Florian Müller,-,-,-,-,0.1,-,-,-
278,Luca Waldschmidt,4,-,0.6,0.1,0.2,0.1,0.2,0.2
279,Saidy Janko,-,-,0.1,0.7,0.4,-,0.5,0.5
280,Jeong Woo-Yeong,1,1,0.5,0.3,0.3,-,0.3,0.3
281,Lucas Alario,1,-,0.6,0.3,0.1,0.3,0.4,0.4
282,Luca Pfeiffer,-,-,0.6,0.1,0.5,0.1,0.3,0.3
283,Danny Latza,-,1,0.8,0.2,0.6,-,0.4,0.4
284,Nils Petersen,1,-,0.3,-,0.1,0.1,0.1,0.1
285,Patrick Herrmann,1,-,0.3,-,0.2,-,0.2,0.2
