,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Robert Lewandowski,35,3,4.7,1.4,1.1,0.6,1.6,1.6
1,Christopher Nkunku,20,13,2.4,1.9,1.8,0.4,1.5,1.5
2,Joshua Kimmich,3,11,1,0.8,1.6,-,0.6,0.6
3,Erling Haaland,22,7,3.3,0.5,0.6,0.6,0.7,0.7
4,Patrik Schick,24,3,3.3,0.6,0.8,0.2,0.8,0.8
5,Florian Wirtz,7,10,1.5,2.3,1,0.4,1.4,1.4
6,Nico Schlotterbeck,4,1,1.1,0.7,1.1,-,0.5,0.5
7,Thomas Müller,8,18,1.7,0.4,0.7,0.4,0.8,0.8
8,Alphonso Davies,-,3,0.8,3.6,1.2,0.1,1.1,1.1
9,Serge Gnabry,14,5,2,1.9,0.6,0.4,0.6,0.6
10,Marco Reus,9,12,1.8,1,1.5,0.3,1.1,1.1
11,Jonas Hofmann,12,5,2.1,0.8,0.8,0.3,0.9,0.9
12,Moussa Diaby,13,12,1.7,1.8,0.8,0.5,0.9,0.9
13,Leroy Sané,7,7,2.8,1.9,0.8,0.2,1.3,1.3
14,David Raum,3,11,0.8,1,1,0.2,0.5,0.5
15,Kingsley Coman,6,2,2.2,2.3,1,0.2,1.4,1.4
16,Jude Bellingham,3,8,1.4,1.7,2.8,0.2,1.9,1.9
17,Julian Brandt,9,8,1.1,1.2,0.5,0.1,1,1
18,Filip Kostic,4,9,1.6,0.8,0.7,0.1,1.1,1.1
19,Anthony Modeste,20,3,3.3,0.2,1,1.1,0.7,0.7
20,Vincenzo Grifo,9,7,2,1.1,0.8,-,0.8,0.8
21,Nicolas Höfler,2,4,1.1,0.8,1.3,-,0.4,0.4
22,Leon Goretzka,3,3,2.4,0.5,0.5,0.1,0.7,0.7
23,Lucas Höler,7,2,1.8,0.6,1.8,0.4,1.3,1.3
24,Evan Ndicka,4,4,0.8,0.4,0.4,0.1,0.2,0.2
25,Danilo Soares,-,1,0.4,1.2,1.4,-,0.7,0.7
26,Timo Hübers,1,-,0.5,0.3,1.2,-,0.2,0.2
27,Willi Orbán,2,1,0.7,0.1,1,0.1,0.1,0.1
28,Konstantinos Mavropanos,4,-,1.1,0.6,0.6,0.1,0.3,0.3
29,Josko Gvardiol,2,2,0.8,1.3,1.2,-,0.7,0.7
30,Borna Sosa,1,8,0.9,1.3,0.9,-,0.5,0.5
31,Mark Uth,5,8,2.3,0.8,1.5,0.4,1,1
32,Manu Koné,2,-,1.1,2.6,2.2,-,1.8,1.8
33,Maximilian Arnold,4,2,1.1,0.4,1.7,-,0.5,0.5
34,Ellyes Skhiri,4,1,1,0.5,1,0.1,0.8,0.8
35,Kerem Demirbay,1,4,1.3,1,1,0.1,0.8,0.8
36,Dayot Upamecano,1,6,0.4,0.4,0.4,-,0.3,0.3
37,Alexander Hack,3,1,0.8,0.3,1.2,0.1,-,-
38,Jonas Hector,-,6,0.6,0.5,1.8,-,0.4,0.4
39,Christopher Trimmel,2,-,0.8,0.8,0.2,-,0.5,0.5
40,Anthony Losilla,2,-,1.1,0.6,0.6,0.1,0.5,0.5
41,Angeliño,2,5,0.4,0.5,1.2,0.1,0.7,0.7
