,Name,AvgP,PSp,Crosses,LonB,ThrB
53,Nordi Mukiele,30.5,72.8,0.4,1.5,0.1
54,Milot Rashica,14.7,69.1,1,0.3,-
55,Michael Esser,34.2,67.9,-,10.3,-
56,Maximilian Eggestein,45.8,80.5,0.2,1.4,0.1
57,Aarón Martín,36.2,81.9,1.6,1.8,-
58,Josuha Guilavogui,42.1,81.6,0.1,2.7,0.1
59,Leon Goretzka,38.4,87.5,-,1.2,-
60,Niklas Süle,82.6,92.9,-,5.3,-
61,Julian Baumgartlinger,65.3,89.6,-,3.5,-
62,Maximilian Mittelstädt,29.6,73.2,0.6,2.3,-
63,Admir Mehmedi,26,76.4,0.8,1,0.1
64,Lars Bender,41.3,82.9,0.1,1.1,-
65,Jonathan Tah,75.5,89.8,0.1,3.8,-
66,Marcel Sabitzer,36.9,70.4,0.4,1.3,-
67,Lars Stindl,35.6,82.7,0.1,1.5,0.2
68,Jean-Philippe Mateta,13.2,71.2,0.1,0.3,-
69,Péter Gulácsi,27.2,58.9,-,7.9,-
70,Jonathan Schmid,35.8,81.1,1.4,1.6,-
71,Paco Alcácer,10.8,75.2,-,0.1,0.1
72,Dan-Axel Zagadou,61.3,87.8,-,3.2,-
73,Diego Demme,56.4,81.5,0.4,3,0.1
74,Pavel Kaderábek,37.9,76.3,1.1,1.4,-
75,Niklas Stark,46.5,83.9,-,2.5,-
76,Nuri Sahin,54.2,86.3,0.3,2,-
77,Nico Elvedi,68.9,92.7,-,3,-
78,Wendell,58.9,85.7,0.3,2.4,-
79,Jean-Paul Boëtius,27.9,77.1,0.1,1.6,0.2
80,Leon Bailey,26.2,74.4,1.3,0.8,-
81,Nico Schulz,39.5,78,1.1,1.6,-
82,Karim Bellarabi,22.1,74.8,0.6,0.6,0.1
83,Ante Rebic,17.7,56.9,0.3,0.1,0.1
84,Janik Haberer,38.7,79.2,0.2,2.3,-
85,Davy Klaassen,36,74.5,0.3,1.4,-
86,Rani Khedira,41.8,81.9,0.1,2.4,-
87,Abdou Diallo,64.9,89,0.3,4.6,-
88,Javi Martínez,43,87.8,-,1.9,-
89,Yann Sommer,41.5,77.4,-,7.3,-
90,André Hahn,16.3,57.8,0.7,0.7,-
91,Sven Bender,61.8,90.8,-,3,-
92,Jérôme Boateng,79.8,89,0.1,7.1,0.2
93,Martin Hinteregger,47.1,75.5,0.1,3.7,0.1
94,Stefan Bell,48,79.8,0.1,5,-
95,Makoto Hasebe,52,85,-,5.3,-
96,Christian Pulisic,24.2,79.5,0.4,0.1,0.1
97,Robin Knoche,65.7,85.9,-,6.3,-
98,Alfred Finnbogason,17.6,68.1,0.1,0.5,0.1
99,Danny da Costa,26.9,62.9,0.6,1.2,-
100,Ewerton,33.4,84.1,-,2.2,-
101,Matthias Zimmermann,37.7,78.5,0.4,2,-
102,Kevin Trapp,33.3,63.6,-,11.3,-
103,Salomon Kalou,22.7,73.5,0.2,0.7,0.2
104,Koen Casteels,39.7,76.9,-,9.6,-
105,Weston McKennie,25.8,72,0.1,1.3,-
106,Stefan Posch,58.1,88,0.1,2.5,-
107,Dodi Lukébakio,17.6,75.8,0.3,0.9,-
108,Kaan Ayhan,50.8,88.1,0.1,5.4,0.1
109,Karim Onisiwo,8.8,62.6,0.2,-,-
110,Pirmin Schwegler,40.4,82,1,2.1,-
111,Manuel Akanji,73.4,92.9,0.1,5,-
112,Jonathan de Guzmán,29.7,79.1,1,1.5,0.1
113,Philipp Max,27.6,71.8,1.9,1.5,-
114,John Anthony Brooks,60.1,85.9,-,7,-
115,Timo Baumgartl,46.7,81.9,0.1,3.3,-
116,Matheus Pereira,23.3,74.3,0.2,1.6,0.1
117,Franck Ribéry,28.1,82.5,0.3,1,-
118,Alassane Pléa,18.1,72,0.1,0.6,-
119,Ludwig Augustinsson,45.3,79.9,1.1,1.8,-
120,Mitchell Weiser,42.9,82.1,0.5,1.4,0.1
121,Ermin Bicakcic,45.9,88.6,-,1.8,-
122,Luca Waldschmidt,19.3,81,0.3,1.2,0.1
123,Jonas Hofmann,38.6,84,0.6,2.2,0.1
124,David Abraham,38.7,77.4,0.2,4.2,-
125,Niko Gießelmann,35.9,74.4,0.6,3.2,-
126,Evan Ndicka,40.9,79.3,-,3.1,-
127,Breel Embolo,12.6,64.9,0.1,0.3,0.2
128,Nicolás González,18.8,62.1,0.2,0.4,-
129,Oliver Fink,21.3,58.6,0.1,0.4,-
130,Benito Raman,13.6,70.3,0.3,1,-
131,Benjamin Pavard,49.8,84.6,0.2,3.4,-
132,Oliver Baumann,33.1,76.4,-,6,-
133,Hendrik Weydandt,15.1,58.3,0.1,0.1,-
134,Walace,41.2,84.9,-,1.9,-
135,Matthias Ginter,65.3,86.4,0.1,4.1,-
136,Nabil Bentaleb,36,79.3,0.6,2,-
137,Konrad Laimer,25.2,70.1,0.2,0.8,-
138,Jeffrey Gouweleeuw,48.2,77.1,-,5.2,-
139,Emiliano Insúa,36.3,76.8,1.1,1.7,-
140,Lucas Alario,15,75.5,-,0.3,-
141,Rune Jarstein,34.1,57.2,-,11.8,-
142,Waldemar Anton,50.4,83.6,-,3.8,-
143,Michael Rensing,26.8,59,-,7.8,-
144,Christoph Kramer,40.7,88.9,-,1.4,0.1
145,Oscar Wendt,47.3,82,0.7,1.8,-
146,Christian Mathenia,36,59.9,-,9,-
147,Julian Weigl,66.9,93.2,-,4.7,0.1
148,Ralf Fährmann,26.1,69.3,-,7.7,-
149,Jean-Philippe Gbamin,43,80.4,0.1,2.6,-
150,Jirí Pavlenka,31.4,70.1,-,8.9,-
151,Michael Gregoritsch,28.4,71.1,0.1,1.2,0.1
152,Aleksandar Dragovic,60.5,89.8,-,5.8,-
153,Marco Richter,17.3,70,0.2,1.2,0.2
154,Genki Haraguchi,26.3,78.1,0.4,0.9,-
155,Dominique Heintz,48.5,82.1,0.1,4.3,0.1
156,Pierre Kunde,38.9,82.5,0.4,4.6,-
157,Ádám Szalai,14,71.1,-,0.4,-
158,Tobias Strobl,51.3,89.9,-,5,0.1
159,Davie Selke,15.1,59.7,0.1,0.2,-
160,Yannick Gerhardt,32.1,77.8,0.3,1.2,-
161,Danny Latza,42.3,80.7,0.1,2.3,0.2
162,Mathew Leckie,18.6,68.7,0.3,0.3,0.1
163,Vedad Ibisevic,14.9,72.2,-,0.6,0.1
164,Kevin Danso,33.2,74.4,-,3.3,-
165,Daniel Ginczek,13.9,58.7,0.3,0.7,-
166,Amine Harit,23.6,80,0.1,1,-
167,Benjamin Stambouli,46.3,76.7,0.1,2,-
168,Rouwen Hennings,15.3,66.4,-,0.5,0.1
169,Nicolas Höfler,48.8,86.2,-,1.4,-
170,Niklas Moisander,64.1,86.4,0.2,5.1,-
171,Alexander Schwolow,34.2,62.8,-,9.6,-
172,Moussa Niakhaté,45.3,82.5,-,4.3,-
173,Yuya Osako,23,73.3,0.1,0.5,0.1
174,Florian Neuhaus,27.1,83.6,0.2,1.5,0.1
175,Robin Quaison,15.7,72.9,0.1,0.4,-
176,Arne Maier,49,86.7,0.1,1.8,-
177,Fabian Lustenberger,45.8,86.3,-,3.7,-
178,Marvin Plattenhardt,36.5,79.3,1.5,1.9,-
179,Gelson Fernandes,30.1,83.4,-,0.4,-
180,Michael Lang,38.5,83.6,0.3,1.5,-
181,Denis Zakaria,24,83.2,0.1,1.2,-
182,Georg Margreitter,44.8,81.7,-,4.1,-
183,Daniel Brosinski,36.2,74.2,1.3,3,-
184,Karim Rekik,48.5,88.6,-,3.1,-
185,Eduard Löwen,31.7,75.3,0.2,2.1,-
186,Roman Bürki,28.2,65.8,-,5.4,-
187,Sebastian Langkamp,46,88.5,-,2.5,-
188,Lukás Hrádecky,37.2,76.6,-,8.2,-
189,Daniel Baier,47.7,76.4,0.1,3.6,-
190,Reiss Nelson,9.8,86.2,0.1,0.3,-
191,Robin Koch,36.8,82.4,-,2.6,-
192,Koo Ja-Cheol,24,80.8,-,1,-
193,Manuel Gulde,41.6,82.1,-,3.4,-
194,Hanno Behrens,30.2,67.6,-,1.1,0.1
195,Mario Gomez,15.7,65.7,-,0.3,-
196,Milos Veljkovic,53.7,84.7,0.1,5.3,-
197,Felipe Trevizan,29.1,74.7,-,2.4,-
198,Leonardo Bittencourt,20.2,80.2,0.5,0.4,-
199,Kenan Karaman,13,71,0.2,0.3,-
200,Jacob Bruun Larsen,21.3,78.1,0.3,0.7,0.1
201,Christian Günter,30.2,76.6,1.6,1.2,-
202,Josip Brekalo,22,73,0.4,1.8,-
203,Javairô Dilrosun,12.2,81.6,0.3,0.4,-
204,Pascal Stenzel,35,81.9,0.5,5.5,-
205,Martin Harnik,14.3,63,0.1,0.4,-
206,Alfredo Morales,29.1,74.2,-,1.8,-
207,Suat Serdar,16.8,71.6,-,0.7,-
208,Adam Bodzek,32.8,84,-,3.2,-
209,Jérôme Gondorf,18.4,72.9,0.5,1,-
210,Daniel Didavi,19.1,78.5,1,0.5,0.2
211,Renato Steffen,16.7,76,0.3,1,-
212,Matija Nastasic,44.2,82.2,-,3.9,-
213,Patrick Herrmann,16.9,80.5,0.8,0.7,-
214,Tim Leibold,38.8,78,0.7,2.7,-
215,Christian Gentner,33.7,71.6,0.4,2.3,0.1
216,Alexander Nübel,25.7,63.7,-,6.7,-
217,Gonzalo Castro,32,77,1.1,1.8,-
218,Mike Frantz,19.2,78.2,0.4,0.9,-
219,Santiago Ascacíbar,40.4,80.7,0.1,1.8,-
220,Ondrej Petrák,32.2,85.5,-,1.2,-
221,Linton Maina,21,76.4,0.3,0.4,0.1
222,Kevin Vogt,66.1,89.3,-,5.8,-
223,Elvis Rexhbeçaj,16.1,70.7,0.2,0.9,-
224,Oliver Sorg,38.3,75.5,0.3,3.5,-
225,Ron-Robert Zieler,32,56,-,8.9,-
226,Florent Muslija,16.8,79,0.3,0.9,-
227,Lukas Mühl,46.8,84.3,-,3.9,-
228,Kevin Möhwald,21.2,81.7,-,0.9,-
229,Jean Zimmer,25.5,71,1.4,1.4,0.1
230,Claudio Pizarro,10,69.9,0.1,0.3,-
231,Takashi Usami,11.5,76.1,0.7,0.8,-
232,Mark Uth,18.4,72.5,0.1,1.2,0.1
233,Dominik Kohr,27.9,80.1,0.1,1.1,0.1
234,Andreas Beck,27.1,69.7,0.4,1.4,-
235,Florian Müller,30.4,60.8,-,7.8,-
236,Mijat Gacinovic,20.1,72,0.2,0.9,0.1
237,Anastasios Donis,6.7,80.1,0.1,0.2,-
238,Stefan Ilsanker,24.1,78.6,-,2.1,-
239,Marcin Kaminski,43.1,84,0.1,3.8,-
240,Mikael Ishak,14.1,69.9,0.1,0.3,-
241,Anthony Ujah,7.9,66.1,-,0.2,0.1
242,Patrick Erras,24.6,79.7,-,0.8,-
243,Sebastian Rudy,30.6,80.5,0.2,1.3,-
244,Johannes Eggestein,13.5,72.3,0.1,0.3,-
245,Alexander Esswein,22.9,71.2,0.8,0.9,0.1
246,Matthias Ostrzolek,34.4,75.1,0.4,2.6,-
247,Maximilian Philipp,12.8,78.4,-,0.3,-
248,Guido Burgstaller,11.9,64.2,0.1,0.2,-
249,Robert Bauer,27.3,76.7,0.4,1.2,-
250,Marvin Bakalorz,15.7,75.8,0.1,0.5,-
251,Kevin Wimmer,47,80.8,-,4.8,-
252,Florian Niederlechner,7.1,70,-,0.2,-
253,Sebastian Kerk,17.1,73.5,1.2,0.6,-
254,Miiko Albornoz,32.4,75.3,0.8,1.9,-
255,Renato Sanches,19.9,90.8,0.4,0.8,-
256,Alexandru Maxim,15.1,83.1,0.5,0.8,-
257,Matheus Cunha,9,69.2,-,0.2,0.1
258,Virgil Misidjan,14.4,74.4,0.3,0.4,-
259,Manuel Neuer,31.1,81.6,-,5.5,-
260,Yunus Malli,15.1,77.7,0.5,0.4,-
261,Bobby Wood,14.4,78.7,0.1,0.3,0.1
262,Fabian Johnson,27.9,80.1,0.1,0.6,-
263,Jean-Kévin Augustin,5.1,79.1,0.1,-,-
264,Jetro Willems,11.3,71,0.6,0.7,-
265,Federico Palacios,17.4,81.7,-,0.3,0.1
266,Yuya Kubo,17.8,73.4,0.1,1,-
267,Sergio Córdova,5.8,75,-,0.2,-
268,Lucas Höler,9.5,67.6,0.1,0.1,-
269,Erik Thommy,14.1,79.4,0.6,0.5,0.1
