,Name,AvgP,PSp,Crosses,LonB,ThrB
154,Péter Gulácsi,33.5,77.2,-,5.8,-
155,Rune Jarstein,30.8,62.5,-,10,-
156,Marius Bülter,16.8,64.9,0.4,0.5,-
157,Sebastiaan Bornauw,44,81.4,0.1,4,-
158,Daniel Baier,38.3,75.1,-,2.3,-
159,Christoph Kramer,41.8,85.4,-,2.2,-
160,Rafal Gikiewicz,37.2,60.8,-,12.5,-
161,Pierre Kunde,34.9,79.3,0.3,2.6,-
162,Levin Öztunali,17.7,66,0.4,0.6,0.1
163,Javairô Dilrosun,15.6,75.1,0.3,1,-
164,Niklas Moisander,71,86.7,-,4.7,-
165,Diadié Samassékou,27.6,81.9,-,1.1,-
166,Manuel Akanji,65.9,90.7,-,2.8,0.1
167,Philipp Lienhart,46.8,86,-,3,-
168,László Bénes,20.5,81.1,0.8,1.3,0.2
169,Raphael Framberger,19.1,57.6,0.3,0.9,-
170,Dominik Kohr,30,80.9,0.1,1.3,-
171,Marvin Friedrich,38.7,76.2,0.1,3.4,-
172,David Abraham,43.5,81.6,0.2,3.6,-
173,Rafael Czichos,46.7,81.9,-,3.6,-
174,Lucas Alario,12.5,72,-,0.4,-
175,Dominick Drexler,21.7,74.6,0.7,0.9,-
176,Sebastian Vasiliadis,32.7,76,0.1,2.1,-
177,Kevin Trapp,38.5,72.6,-,9,-
178,André Hoffmann,47.1,88.9,-,3.5,-
179,Djibril Sow,28.8,83.3,0.4,1.9,-
180,Oscar Wendt,31.5,78.9,0.7,0.8,-
181,Marco Richter,15.8,64.1,0.4,1.1,0.1
182,Roland Sallai,14.1,76.1,-,0.2,0.1
183,Julian Baumgartlinger,41.2,90.7,-,1.9,0.1
184,Niko Gießelmann,35.8,77.7,0.9,3,-
185,Luca Waldschmidt,16.4,75.3,0.1,0.3,0.1
186,Jeffrey Gouweleeuw,35.7,76.4,-,3.2,-
187,Maximilian Eggestein,43,78.2,0.1,1.3,0.1
188,Moussa Niakhaté,44.7,79.5,0.1,3.3,-
189,Josh Sargent,12,70.5,0.1,0.1,-
190,Dennis Srbeny,14.1,63.3,0.1,0.6,-
191,Leopold Zingerle,36.5,80.6,-,6.4,-
192,Zack Steffen,30.2,65,-,9.2,-
193,Aarón Martín,27.3,79.7,1.5,0.9,-
194,Klaus Gjasula,39.9,77,-,3.6,-
195,Ermin Bicakcic,38.1,86.1,-,1.8,-
196,Per Skjelbred,29.9,82.7,-,2,-
197,Kaan Ayhan,54.9,83.5,0.1,6.2,0.1
198,Lukas Klünter,26.7,70.1,0.3,1.1,-
199,Rani Khedira,27.3,70.1,-,1.2,-
200,Leonardo Bittencourt,26.8,76.8,0.9,0.6,-
201,Marcus Ingvartsen,17,67.2,0.2,0.1,-
202,Danny Latza,26.6,80,0.1,1.8,-
203,Amadou Haidara,28.8,85.2,0.2,0.8,0.1
204,Abdelhamid Sabiri,18,79.6,-,1.5,-
205,Marius Wolf,26.8,65.9,0.5,1.7,-
206,Neven Subotic,33.7,71.5,0.1,3.2,-
207,Evan Ndicka,42.5,81.3,0.1,1.4,-
208,Koen Casteels,32.6,70.8,-,8.5,-
209,Admir Mehmedi,24.6,74.9,0.6,0.9,-
210,Janik Haberer,33.9,82.4,0.1,2.6,-
211,Matthias Zimmermann,37.2,75.2,0.7,1.7,-
212,Benito Raman,12.5,66.8,0.1,0.5,-
213,Vedad Ibisevic,9.3,70.8,-,0.5,-
214,Lucas Hernández,40.2,88.1,0.1,1.5,-
215,Florian Kastenmeier,33.2,67.6,-,8.8,-
216,Yannick Gerhardt,20.4,78.2,0.1,1.2,0.1
217,Jonjoe Kenny,37.6,73.5,0.5,2.7,-
218,Alfredo Morales,21.4,70.4,0.1,1,-
219,Makoto Hasebe,60.6,87.3,-,5,0.1
220,Jirí Pavlenka,31.5,68.1,-,7.5,-
221,Timo Horn,32.2,71.7,-,9.9,-
222,Mohamed Dräger,34.2,77.6,0.3,2.2,-
223,Leandro Barreiro,19.8,76.8,0.1,1.2,-
224,Streli Mamba,11,76,-,0.1,-
225,Jean-Philippe Mateta,11.1,64.8,-,0.1,-
226,Niklas Stark,42,82.4,-,3.1,-
227,Victor Sá,12.6,76,0.2,0.1,-
228,Daniel Ginczek,10.9,66.3,0.1,0.3,0.1
229,Markus Suttner,31.8,75.7,0.5,3.3,-
230,Anthony Ujah,11,57.8,-,0.2,-
231,Kwon Chang-Hoon,10.8,74.3,0.2,0.7,-
232,Edimilson Fernandes,28.5,87,0.1,1.5,-
233,Laurent Jans,29.3,72.2,0.4,2,-
234,Benno Schmitz,32.1,69.8,0.6,2.9,-
235,Alexander Nübel,34.2,68.4,-,6.3,-
236,Roman Bürki,27.9,75.6,-,3.9,-
237,Sven Michel,12,64.9,0.1,0.4,-
238,Christopher Antwi-Adjei,19.8,74.7,0.4,0.6,-
239,Davie Selke,12.1,60,-,0.1,-
240,Mijat Gacinovic,14.7,70.3,0.3,0.7,-
241,Dawid Kownacki,14.4,68.4,0.1,0.4,-
242,Kevin Akpoguma,41,88.3,-,1.2,-
243,Anthony Modeste,8.3,56.3,-,0.2,-
244,Dennis Geiger,25.9,87.7,1.2,0.9,-
245,Milos Veljkovic,48.7,78.3,-,3.7,-
246,Alessandro Schöpf,29.3,82.8,0.1,0.8,-
247,Adam Bodzek,25.2,80.9,-,2.1,-
248,Ádám Szalai,10.9,61,-,0.1,-
249,Alfred Finnbogason,11,61.5,-,0.3,-
250,Simon Terodde,7.3,56.8,-,0.1,-
251,Tomás Koubek,30.5,54.8,-,7,-
252,Guido Burgstaller,13.3,70.3,-,0.1,-
253,Ahmed Kutucu,6.5,71.6,-,0.1,-
254,Rabbi Matondo,11.3,68,0.1,0.2,-
255,Ben Zolinski,12.7,74.6,-,0.5,0.1
256,Gerrit Holtmann,13,75.3,0.3,0.2,-
257,Felix Klaus,8.3,68.9,0.2,0.2,-
258,Stephan Lichtsteiner,20,66,0.3,0.7,-
259,Mike Frantz,6.2,74.8,0.1,0.3,-
260,Jean Zimmer,11.1,67.6,0.6,0.6,0.1
261,Marcel Sobottka,11.7,82.5,-,0.6,-
262,Claudio Pizarro,4.7,67.9,0.1,0.1,-
