,Name,AvgP,PSp,Crosses,LonB,ThrB
73,Matteo Politano,20.5,81.7,0.5,0.9,0.1
74,Jérémie Boga,27.5,89.4,0.1,0.6,-
75,Hans Hateboer,38.7,87.1,0.5,0.8,-
76,Kevin Strootman,44,84.1,0.4,1.7,0.1
77,Wilfried Singo,25.5,79.9,0.6,0.9,-
78,Gian Marco Ferrari,79.6,91.7,-,3.4,-
79,Musa Barrow,26.4,77.1,0.9,1.4,-
80,Matthijs de Ligt,63.9,92.5,0.1,2.6,-
81,Koray Günter,42.1,88.2,-,2.9,-
82,Franck Ribéry,29.3,89.2,0.1,1.5,0.2
83,Emil Audero,28.8,65.6,-,7.2,-
84,Elseid Hysaj,44.1,84.6,-,2,0.1
85,Alessio Cragno,24.2,64.8,-,6.3,-
86,Gianluigi Donnarumma,29.2,77,-,5.5,-
87,Alexis Sánchez,16,80,0.4,0.9,0.2
88,M'Bala Nzola,18.4,84.3,-,0.7,-
89,Antonio Candreva,36.5,77,1.5,3.4,-
90,Nikola Milenkovic,46.6,86,-,2.5,-
91,Mattia Perin,31.8,60.4,-,7.5,-
92,Razvan Marin,41.1,87.5,1.4,2.4,-
93,Armando Izzo,46.5,81.6,0.3,4,-
94,Francesco Caputo,16.3,77.7,-,0.2,-
95,Diego Demme,51.8,89.2,-,2.4,-
96,Takehiro Tomiyasu,48.7,82.1,0.2,3,-
97,Bram Nuytinck,41.2,84.2,0.1,2.4,-
98,Davide Zappacosta,32,83.6,0.6,0.8,-
99,Tiémoué Bakayoko,38.2,88.3,-,1.4,-
100,Stefan Radu,49.4,85.3,0.6,3,-
101,Aaron Ramsey,31.8,87.1,0.5,1.5,-
102,Alessio Romagnoli,46.5,89.6,-,1.4,-
103,Cristian Ansaldi,20.5,75.4,1.6,2.1,-
104,Radja Nainggolan,34.3,80,0.8,3,-
105,Gianluca Caprari,19.7,80.6,0.8,0.8,-
106,Simy,18.2,77.1,-,0.3,-
107,José Palomino,42.1,82.8,-,2.5,-
108,Hernani,29.6,83.4,0.6,2.8,-
109,Bartosz Bereszynski,39.1,82.2,0.2,1.3,-
110,Diogo Dalot,23.2,79.1,0.5,1.8,-
111,Nahitan Nández,30.9,77.7,0.8,1,-
112,Riccardo Orsolini,18.1,69.9,0.8,0.7,0.1
113,Filip Djuricic,27.4,78.9,0.1,0.4,-
114,Wojciech Szczesny,29.4,89.1,-,4.3,-
115,Fabio Quagliarella,15.2,71.1,0.1,0.6,-
116,Ismaël Bennacer,46,87.9,-,2.5,-
117,Giacomo Bonaventura,26.8,82.3,0.3,1.4,-
118,Lukasz Skorupski,28.1,74.7,-,4.3,-
119,Rodrigo Palacio,24.6,79.4,0.3,0.6,-
120,Giangiacomo Magnani,24.2,75.5,-,1.6,-
121,Yordan Osorio,49.3,88.5,-,4,-
122,Gastón Brugman,39.9,87.5,0.7,3.4,0.1
123,Gianluca Scamacca,13,66.1,0.1,0.8,-
124,Arkadiusz Reca,25.8,73.3,0.5,0.8,-
125,Christian Eriksen,36.6,87.3,1.2,2,-
126,Jerdy Schouten,40.6,87.1,0.1,2.2,0.1
127,Antonín Barák,37.7,78.8,0.1,1.5,-
128,Dejan Kulusevski,20,81.3,0.5,0.2,0.1
129,Mattia Destro,9.3,69.1,-,0.2,-
130,Jordan Veretout,42.9,88.1,0.5,2.8,-
131,Hamed Traorè,22.3,79.6,0.4,0.7,-
132,Erick Pulgar,34.5,85.1,0.7,2.1,-
133,Weston McKennie,22.2,85.4,-,0.7,-
134,Giuseppe Pezzella,32.3,81.8,0.7,1.8,-
135,Domenico Criscito,44.2,82.3,0.2,3.3,-
136,Albin Ekdal,32.7,83.8,-,1.2,-
137,Ivan Perisic,19,76,0.6,0.9,-
138,Pedro,22.7,81.4,0.3,1,-
139,Roberto Pereyra,35.4,87.4,0.2,1,-
140,Ivan Ilic,38.1,85.8,0.3,1.5,-
141,Rafael Tolói,52,83.3,0.2,3.1,-
142,Lucas Leiva,45.7,86.8,0.1,1.7,-
143,Gaetano Letizia,28.3,80.4,0.9,1.8,-
144,Darko Lazovic,32.5,76.7,0.9,1.3,-
145,Alexis Saelemaekers,25.1,82.6,0.3,0.5,-
146,Adam Marusic,37.3,85.4,0.4,1.6,-
147,Giorgos Kyriakopoulos,36.7,85.7,0.4,1,-
148,Leonardo Bonucci,55.8,90.4,-,4.5,-
149,Simone Verdi,17.1,77.6,1.4,1.3,-
150,Lyanco,54.4,85.9,-,4.8,-
151,Adama Soumaoro,46,88.9,-,1.6,-
152,Federico Ceccherini,35.7,80.9,-,1.9,-
153,Tomás Rincón,37.1,84.6,0.2,2.8,-
154,Rick Karsdorp,32.2,83.8,0.3,1.2,-
155,Bryan Cristante,44.5,83.1,0.1,3.9,0.1
156,Tolgay Arslan,28.9,85.6,0.1,1.3,-
157,Andreas Cornelius,20,68.2,-,0.5,0.1
158,Adrien Tameze,30.5,80,0.2,1.8,-
159,Alex Meret,23,87.8,-,3.2,-
160,Charalampos Lykogiannis,28.1,73,0.7,1.3,-
161,Lucas Martínez,37.9,80.8,0.1,2.7,-
162,Mario Pasalic,26.5,86.1,-,1.4,-
163,Mário Rui,43.4,84.6,0.9,1.8,-
164,Jeff Chabot,42.6,85.2,-,3.8,-
165,Maya Yoshida,37.5,85.1,-,3.3,-
166,Arthur,49,94.1,-,2.5,-
167,Rodrigo Becão,38.5,86.7,-,1.6,-
168,Lorenzo Tonelli,39.3,81.3,-,3.3,-
169,Manuel Lazzari,26.1,85,0.7,0.8,-
170,Samir Handanovic,24.8,84.8,-,3.8,-
171,Tommaso Augello,43.1,79.5,0.7,1.4,-
172,Kamil Glik,36,88.5,-,3.2,-
173,Konstantinos Manolas,51.7,92.8,-,3.4,-
174,Emmanuel Gyasi,24.5,84.5,0.2,0.5,-
175,Gervinho,19.2,82.4,0.1,0.2,-
176,Tommaso Pobega,22,77.3,0.1,1,-
177,Riccardo Sottil,16,81.3,0.3,0.8,-
178,Giacomo Raspadori,11.5,82.6,0.4,0.3,-
179,Brahim Díaz,17.3,87.1,0.2,0.5,-
180,Mikkel Damsgaard,19.2,73.3,0.3,0.5,-
181,Arturo Vidal,32.1,86.6,0.1,1.8,-
182,Nicola Sansone,18.2,82.9,0.5,0.5,-
183,Yann Karamoh,14,80,0.2,0.5,-
184,Cristiano Biraghi,34.2,75.7,1.9,1.5,-
185,Miguel Veloso,38.1,79.5,0.2,2,-
186,Pau López,26.5,76.8,-,4.6,-
187,Borja Mayoral,11.7,79.6,-,0.5,-
188,Pepe Reina,34.6,80.2,-,7.4,-
189,Samir,40.7,88.1,0.1,1.7,-
190,Luca Ceppitelli,43.3,84.4,0.1,2.8,-
191,Koffi Djidji,34.8,82.6,-,1.7,-
192,Roberto Gagliardini,21,87.4,0.1,0.8,-
193,Matteo Darmian,14.8,83.9,0.4,0.7,-
194,Gonzalo Villar,39.5,89.9,0.2,0.9,-
195,Matteo Pessina,33.1,84.4,0.1,0.9,-
196,Gianluca Lapadula,12.3,70,-,0.3,-
197,Kevin Agudelo,10.8,71.9,-,0.6,-
198,Bruno Alves,48.3,85.8,0.1,6.8,-
199,Eldor Shomurodov,15.1,70,0.1,0.2,-
200,Salvador Ferrer,38.7,76.1,0.9,2.7,-
201,Joakim Mæhle,29.3,80.5,0.4,0.8,-
202,Stefano Okaka,13.6,79.3,-,0.1,-
203,Adrien Silva,39,87.6,-,3.6,-
204,Jasmin Kurtic,39,86.9,0.7,3.1,-
205,Marvin Zeegelaar,26.5,79.1,0.3,0.9,-
206,Andrea Petagna,8.8,80.4,-,0.3,-
207,Rogério,38.1,88.5,0.3,1.2,-
208,Martin Erlic,39.5,84.9,-,3.8,-
209,Bruno Peres,19.9,86.8,0.6,1.2,-
210,Felipe Caicedo,10.3,71.3,-,0.2,-
211,Salvatore Molina,32.4,80.7,0.8,2.1,-
212,Ashley Young,20.3,82.2,0.5,0.4,-
213,Pierluigi Gollini,23.2,73.2,-,5.2,-
214,Matteo Ricci,56.2,86.4,0.3,5.6,-
215,Diego Farias,21.5,82.9,0.3,1.1,-
216,Leonardo Pavoletti,12.3,69.2,-,0.2,-
217,Nicolò Rovella,40.5,86.5,0.4,2.8,0.1
218,Keita Baldé,12.2,74.8,-,0.1,-
219,Kevin Bonifazi,44.9,88.8,-,2.1,-
220,Sofyan Amrabat,43.7,88.8,0.1,3.7,-
221,Nicolas Nkoulou,40,86,-,2.7,-
222,Gastón Ramírez,17.2,78.2,0.5,1,-
223,Aleksey Miranchuk,15.4,79.5,0.2,0.5,-
224,Danilo,49.9,80.7,-,5.1,0.1
225,Gaetano Castrovilli,20.8,78.5,0.3,1.2,-
226,Mattias Svanberg,18.9,79.6,-,0.8,0.1
227,Ivan Radovanovic,34.4,85.1,0.1,2.9,-
228,Nicolás Domínguez,24.9,87.1,0.1,1.1,-
229,Andrea Masiello,46.5,83.8,0.1,3.5,-
230,Walace,38.4,88.5,-,2.3,-
231,Ivan Provedel,43.8,72,-,10.6,-
232,Miha Zajc,31.7,84.6,0.6,1.3,-
233,Riccardo Improta,23.1,73.2,0.7,0.9,-
234,Riccardo Gagliolo,42.6,81.3,0.5,3.5,-
235,Maxime Lopez,57,94.1,0.2,1.1,-
236,Daniele Verde,16,84.9,0.2,0.7,-
237,Jakub Jankto,23,73.2,0.4,0.7,0.1
238,Marco Silvestri,27,41.1,-,6.5,-
239,Bartlomiej Dragowski,24,60.7,-,6.2,-
240,Nahuel Molina,25.5,78.8,0.6,0.8,-
241,Sandro Tonali,29.6,83.6,0.4,1.4,-
242,Giulio Maggiore,23.6,70.9,0.1,0.8,0.1
243,Sasa Lukic,23.8,81,0.4,0.6,-
244,Pawel Dawidowicz,29.1,83.4,-,1.3,-
245,Mert Müldür,29.7,80.5,0.1,1.1,-
246,Sebastian Walukiewicz,42.5,85.9,-,2.6,-
247,Claudio Terzi,53,84.5,-,7.1,-
248,Germán Pezzella,36.6,85.1,-,2,-
249,Samu Castillejo,14.5,84,0.3,0.7,-
250,Grégoire Defrel,14.5,88.1,-,0.2,-
251,Roberto Insigne,19.1,82,0.8,1.1,-
252,Giovanni Simeone,10.2,75.4,-,0.1,-
253,Andreas Skov Olsen,18.2,82,0.6,0.3,-
254,Alessandro Tuia,28.1,80,-,2.4,-
255,Lorenzo De Silvestri,36.2,75.6,0.3,2.1,-
256,Juan Musso,24.1,71.1,-,5.5,-
257,Marash Kumbulla,37.3,88.6,-,1.4,-
258,Pedro Obiang,27.5,89.1,-,0.8,0.1
259,Pasquale Schiattarella,45.9,81.6,0.1,2.5,0.1
260,Matteo Lovato,26.2,78.8,-,1.5,-
261,Federico Bernardeschi,17.5,83.9,1,0.9,-
262,Mërgim Vojvoda,24.8,82.2,0.4,1,-
263,Carles Pérez,13.1,82.6,0.4,0.4,-
264,Goran Pandev,14.9,77.4,-,0.5,-
265,Valerio Verre,18.7,72,0.2,0.9,-
266,Danilo D'Ambrosio,23.5,92.2,0.2,0.9,-
267,Lorenzo Montipò,28.6,59.3,-,7.3,-
268,Emanuel Vignato,20.3,77.9,0.5,0.7,0.1
269,Paolo Ghiglione,19,69.3,1,0.9,-
270,Jens Stryger Larsen,32.5,80.5,0.2,1.4,-
271,Alfred Duncan,30.6,82.1,0.1,1.9,0.1
272,Simone Zaza,10.8,72.8,0.1,0.3,-
273,Marlon,67.7,95.1,-,2.2,-
274,Kaan Ayhan,28.2,91,-,0.6,-
275,Edoardo Goldaniga,31.1,75.9,0.3,2,-
276,Lisandro Magallán,38.1,81.3,-,2,-
277,Artur Ionita,20.1,78.4,0.1,0.6,-
278,Kevin Lasagna,13.4,70.2,0.1,0.3,-
279,Stefano Sensi,21.7,88,0.3,1.2,-
280,Gabriele Zappa,29.7,78.4,0.6,0.8,-
281,Gonzalo Escalante,19.8,88.7,-,0.9,-
282,Martín Cáceres,31.6,80.3,0.3,2.6,-
283,Pedro Pereira,19.2,76.8,0.5,0.6,-
284,Përparim Hetemaj,26.2,78.7,0.2,1,-
285,Mohamed Fares,19.7,80.7,0.7,0.7,-
286,Rade Krunic,10.6,86.8,-,0.2,-
287,Igor Julio,37.2,89.6,-,1.9,-
288,Marco Parolo,19.5,83.2,0.1,1.2,-
289,Eddie Salcedo,11.4,70.7,-,0.1,-
290,Ahmad Benali,41.7,86.1,0.5,1.7,-
291,Karol Linetty,26.5,82.8,-,1,-
292,Luigi Sepe,34.9,76.8,-,10.1,-
293,Bryan Dabo,22,78.5,0.1,0.8,-
294,Jeremy Toljan,29.3,90,0.3,0.7,-
295,Jens Petter Hauge,10.5,80.4,-,0.3,-
296,Roberto Piccoli,6.7,67.7,-,-,-
297,Luca Caldirola,31.3,84.7,-,2.2,-
298,Patric,46.8,87.5,0.2,3.8,-
299,Nahuel Estévez,30.2,80,0.7,1.7,-
300,Federico Barba,37,80,0.2,2,-
301,Ilija Nestorovski,8.1,71.3,0.1,0.2,-
302,Alberto Grassi,18.7,80.2,-,0.6,-
303,Jean-Daniel Akpa Akpro,10.8,81.7,-,0.3,-
304,Marko Pjaca,13.9,84.6,-,0.4,-
305,Riccardo Marchizza,31.6,81.7,0.8,2,-
306,Milos Vulic,21.8,79.8,0.3,0.5,-
307,Luca Vignali,46.5,78.7,0.4,3.2,-
308,Daam Foulon,14.8,75.9,0.2,0.4,-
309,Nikola Kalinic,11.9,69.5,-,0.2,-
310,Mehdi Léris,9.9,79.8,0.2,0.3,-
311,Lorenzo Venuti,21.4,75.4,0.5,0.7,-
312,Alex Cordaz,35.4,69.2,-,7.6,-
313,Mitchell Dijks,30.3,79.4,0.2,0.7,-
314,José Callejón,11.8,81.8,0.4,0.6,-
315,Federico Bonazzoli,7.7,83.8,-,0.6,-
316,Fernando Forestieri,9.5,80.6,0.2,0.2,-
317,Eljif Elmas,10.5,90.8,0.1,0.2,-
318,Vedat Muriqi,9.2,69,-,0.2,-
319,Salvatore Sirigu,28,67.3,-,6.7,-
320,Marco Sau,9.5,74.4,0.5,0.1,-
321,Amadou Diawara,25.9,89.7,-,1.2,0.1
322,Ebrima Colley,10.5,75.1,0.1,0.1,-
323,Andrés Tello,9.2,73.5,0.2,0.4,-
324,Niccolò Zanellato,27.8,80.2,0.1,1.2,-
325,Andrea Poli,11.6,90.9,0.1,0.1,-
326,Alberto Cerri,6,61.5,-,0.2,-
327,Daniel Bessa,15.7,87.9,0.2,0.6,0.1
328,Emmanuel Rivière,7,73.5,-,0.1,-
329,Christian Kouamé,9.6,72.6,-,0.1,-
330,Luca Marrone,48.5,87.5,-,2.2,-
331,Maxime Busi,26.9,84.7,0.4,1.7,-
332,Vladimir Golemic,43.1,85.5,-,2,-
333,Sebastiano Luperto,43.9,81.9,-,1.9,-
334,Borja Valero,14.6,91.4,-,0.6,-
335,Danilo Cataldi,20.7,86.3,0.4,0.7,-
336,Jacopo Petriccione,24.4,86.5,0.1,1.8,0.1
337,Valon Behrami,8.2,75.5,-,0.3,-
338,Andreas Pereira,8.9,76.6,0.3,0.7,-
339,Simon Sohm,23.3,84.5,-,0.8,-
340,Eduardo Henrique,21.8,82.2,-,0.4,-
341,Andrea Rispoli,12.8,72,0.4,0.4,-
