,Name,AvgP,PSp,Crosses,LonB,ThrB
0,Antoine Griezmann,38.3,82.4,0.8,1.8,0.2
1,Karim Benzema,44,87,-,0.6,0.3
2,Robert Lewandowski,22.4,78.1,0.2,0.7,0.2
3,Vinícius Júnior,32.1,80.6,0.2,0.9,0.1
4,Rodrygo,29.7,89.6,0.2,0.5,-
5,Pedri,54.1,87.6,0.3,4.3,0.4
6,Joselu,21.7,61,0.2,0.4,-
7,Frenkie de Jong,68.4,91.4,0.3,3,0.4
8,Ousmane Dembélé,29.4,83.4,0.9,0.9,0.2
9,Mikel Merino,44.3,77.6,0.2,2,0.2
10,Lee Kang-In,24.4,80.3,1.6,0.9,0.1
11,Federico Valverde,46.8,88.4,0.2,1.7,-
12,Sergi Darder,37.5,78.5,1.3,2.5,0.1
13,Enes Ünal,20.7,60.9,0.1,0.2,0.1
14,Juan Foyth,45.4,87.8,0.2,2.9,-
15,Isi Palazón,31.4,78.9,1.5,1.4,0.1
16,Raphinha,29,79.9,1.2,1.7,0.2
17,Toni Kroos,77.7,94.6,1.1,6.8,0.1
18,Aleix García,48.4,88.9,2.2,3.3,0.1
19,Aurélien Tchouaméni,51.1,93.5,-,1.2,0.1
20,Conan Ledesma,28.6,46.8,-,7.5,-
21,Éder Militão,55.8,88.7,0.1,3.4,-
22,Vedat Muriqi,23.3,57.8,-,0.4,-
23,Sergio Busquets,64.5,88.7,0.1,3.8,0.3
24,Takefusa Kubo,22.5,75.9,0.5,0.3,-
25,Guido Rodríguez,49.1,87.4,-,2.6,0.1
26,José Gayà,39.5,81,1.5,2.1,-
27,Javi Galán,41.1,80.7,1.1,2.2,-
28,Jules Koundé,63.9,88.8,0.2,2.1,0.1
29,José Giménez,47.4,88.8,-,4.2,-
30,Dani Parejo,65.1,90.6,0.9,4.1,0.1
31,Marco Asensio,22.8,87.9,0.6,1,0.1
32,Thibaut Courtois,30.3,83.9,-,3.9,-
33,Gerard Moreno,22.1,75.1,-,1,0.1
34,Brais Méndez,34.6,82.4,1,1.6,0.2
35,Loïc Badé,44.1,87.5,-,1.9,-
36,Iago Aspas,31.5,79,0.2,1.6,0.2
37,Viktor Tsygankov,29.4,72.9,1.1,0.9,-
38,Ronald Araujo,56.9,89.1,-,3.2,-
39,Yeremy Pino,22.5,79.5,0.1,0.6,0.1
40,Lucas Robertone,32.7,82.4,1.2,2.2,0.2
41,Reinildo,43.3,87.1,0.2,1.2,-
42,Alejandro Balde,42.7,91.1,0.7,1.1,-
43,Nico Williams,21.4,78.4,0.8,0.4,-
44,Samuel Chukwueze,23.2,78.3,0.3,0.6,0.1
45,Antonio Raíllo,34.9,83.2,-,2.1,-
46,Nicolas Jackson,12.2,76.4,0.1,0.3,-
47,Ayoze Pérez,19.7,81,-,0.2,0.1
48,Marc-André ter Stegen,32.3,82.4,-,6.9,-
49,Yannick Carrasco,26.1,84.8,0.7,0.7,0.1
50,Alexander Sørloth,13.8,69.5,0.1,0.1,-
51,David Silva,40.4,86.1,0.1,1.4,0.2
52,Álvaro Morata,11.5,64.5,-,0.3,-
53,Aitor Fernández,33.4,61.4,-,10.1,-
54,André Almeida,36.8,84.9,1.1,1.6,0.1
55,David Soria,27.1,49.7,-,11.1,-
56,Gavi,32.1,87.5,0.2,0.9,0.1
57,Iñaki Williams,19.7,71.1,0.3,0.4,-
58,Jordi Masip,30,66.4,-,6.3,-
59,Giovani Lo Celso,29.6,86.5,0.3,2.4,0.3
60,Jordi Alba,51.1,86.6,1,2.1,0.1
61,Andreas Christensen,65,94,-,2.8,-
62,Álvaro García,23.3,71.6,0.9,0.6,-
63,Gabri Veiga,19.5,76.9,0.1,0.9,0.1
64,Samuel Lino,27.7,80.4,0.2,0.6,0.1
65,Juan Miranda,29.8,76.8,0.7,1.3,0.1
66,Marcos Llorente,32.5,85.9,0.2,0.8,-
67,Rodrigo De Paul,44.9,84.2,0.4,3.3,0.3
68,Pau Torres,63.6,85.3,-,5.4,0.1
69,Adri Embarba,14.5,74.8,1.2,0.8,-
70,Yuri Berchiche,42.8,84.1,0.5,2.6,-
71,Yeray Álvarez,49.2,81.1,0.1,4.3,0.1
72,Nahuel Molina,45.7,79.4,0.7,1.7,0.1
73,Lucas Boyé,18,79.7,0.2,0.5,0.1
74,Iza Carcelén,27.5,80.9,0.8,1.5,-
75,Eduardo Camavinga,38.3,91.2,-,1.4,0.1
76,Youssouf Sabaly,33.5,83.1,-,0.7,-
77,Pablo Maffeo,24.3,70.9,0.7,1.4,0.1
78,Marcos Acuña,32.8,80.6,1.4,2.4,-
79,Santi Comesaña,34.8,83.8,0.1,1.7,-
80,David García,44.3,81,-,3.8,-
81,Robin Le Normand,52.5,88.2,-,3.2,0.1
82,David López,59.9,90.1,-,3,-
83,Gonzalo Plata,20.4,78.1,0.2,0.2,0.1
84,Diego Rico,37.3,79.2,0.7,2.1,-
85,Dani Ceballos,48.6,91.7,0.2,2.5,0.1
86,Gerard Gumbau,36.3,81.7,2.1,3.3,-
87,Alex Berenguer,20.7,74.8,1.2,0.6,-
88,Copete,30.6,77.1,0.1,2.8,-
89,Omar Alderete,34,59.1,-,3.4,-
90,Arnau Martínez,38.1,82.4,0.6,1.4,0.1
91,Germán Pezzella,42,86.4,-,2.2,-
92,Unai Núñez,55.9,86.4,-,3.6,-
93,Edgar Badia,25.1,69.5,-,6.6,-
94,Iker Muniain,32.7,86.2,1.2,0.9,0.1
95,Alfonso Espino,31.8,67.2,0.7,1.9,0.1
96,Oihan Sancet,26.3,83,0.1,0.6,0.1
97,Mario Hermoso,54,87.5,0.1,4.9,0.1
98,William Carvalho,52.5,86.9,0.1,2.7,0.1
99,Koke,60.5,89.1,0.1,2.7,-
100,Fran García,40.9,81.5,0.9,1.5,-
101,Étienne Capoue,36.8,88.4,-,1.4,0.1
102,Sergio Canales,42.5,81.8,1,2.1,0.3
103,Stefan Savic,51.3,88,-,2.6,-
104,Cyle Larin,12.7,70.1,0.1,0.3,-
105,Lucas Torró,35.3,80.7,-,1.4,-
106,Lucas Ocampos,21.1,77.1,0.4,0.3,-
107,Álex Remiro,30.7,68.8,-,7.7,-
108,Valentín Castellanos,10.9,63.4,-,0.2,0.1
109,Moi Gómez,43.4,88.8,1.1,3.4,-
110,Martín Zubimendi,50,85.6,0.1,2.3,0.1
111,Oriol Romeu,48.6,87.3,0.1,2.6,-
112,Lucas Vázquez,34.7,88.7,0.5,0.7,-
113,Eray Cömert,41,86.5,-,3,-
114,Rui Silva,29.8,63.4,-,7.8,-
115,El Bilal Touré,12,71.8,0.1,-,-
116,Ante Budimir,10,61.9,-,-,-
117,Paulo Gazzaniga,33,69.9,-,6.3,-
118,Predrag Rajkovic,30.1,54.8,-,9.6,-
119,Luis Suárez,17.6,70,0.1,0.5,-
120,Sergio Escudero,23.2,72.3,0.7,1.3,-
121,Aitor Ruibal,26,78.3,0.2,1.3,-
122,Vinicius Souza,26.6,80.1,-,1.4,-
123,Thierry Correia,39.9,79.4,0.9,2,-
124,Rubén Sobrino,18,73.2,0.1,0.2,-
125,Jan Oblak,25,60.9,-,5.3,-
126,Omar Mascarell,44.3,86.8,0.4,3.5,-
127,Nemanja Gudelj,46.7,90.5,0.1,1.3,-
128,Íñigo Ruíz de Galarreta,39.4,85,0.4,2.4,0.1
129,Suso,19.1,87.4,0.6,1.6,0.1
130,Justin Kluivert,12.5,78.7,0.6,0.3,-
131,Óscar De Marcos,39.3,78.9,1,1.9,-
132,Fernando Martínez,29.6,65.1,-,6.6,-
133,Aridane Hernández,38.3,84.4,-,2.7,-
134,Alfonso Pedraza,23.3,81.5,0.5,0.7,-
135,Abde Ezzalzouli,16.1,74.2,0.5,0.4,0.1
136,Raúl Albiol,58.8,88.7,-,4.9,-
137,Luka Modric,43.8,90.7,0.4,2.2,0.2
138,Luiz Felipe,38.1,85.5,-,1.5,-
139,Sergi Roberto,36.2,92.8,0.3,1.1,-
140,Mouctar Diakhaby,40.7,82.1,-,2.9,-
141,Joseph Aidoo,50,86.6,-,2.3,-
142,Igor Zubeldia,49.4,85.7,0.1,2.9,-
143,Luiz Henrique,15.8,76.3,0.3,0.3,-
144,Ander Barrenetxea,14.7,77.2,0.2,0.4,-
145,Hugo Mallo,44.4,79.3,0.4,2,-
146,Óscar Trejo,28.2,83,0.1,0.5,0.1
147,Thomas Lemar,28.1,88.4,0.4,1,0.1
148,Mikel Vesga,41.4,84.2,0.1,2.8,-
149,Carlos Clerc,33.4,77.8,0.3,1.2,-
150,Borja Iglesias,14.8,76,-,0.4,0.1
151,Aimar Oroz,26,80.3,-,0.7,0.1
152,Rodrigo Riquelme,18.4,75.9,0.5,0.5,-
153,Luis Milla,33.1,82.1,0.9,2.5,-
154,Martin Valjent,35.7,80.4,0.1,2.8,-
155,Nacho,40.5,93,-,1,-
156,Eric García,51.6,91,-,3.4,-
157,Aihen Muñoz,34.2,80.2,0.6,1.3,-
158,Kike Barja,13.5,76.1,1,0.3,-
159,Léo Baptistão,18.3,67.9,0.2,0.7,-
160,Alejandro Catena,51.8,82.9,-,6.9,-
161,Aïssa Mandi,42,90.8,-,2.6,-
162,Brian Oliván,25,70.1,1.1,2.2,-
163,César Montes,39.4,78.2,0.1,2.8,-
164,Dani Rodríguez,18.5,82,0.2,1.1,0.1
165,Carles Pérez,18.5,86.1,0.1,0.7,0.1
166,Jawad El Yamiq,36.2,81.6,-,2.8,-
167,Théo Bongonda,13.2,76.1,0.3,0.4,-
168,Óscar Valentín,34.3,81.9,-,2.1,-
169,Álex Baena,23.6,81.6,0.2,1.1,0.3
170,Chimy Ávila,14.9,60.4,0.6,1.6,-
171,Dani Vivian,49.1,81.5,-,4.1,-
172,Nico González,29.7,87.4,-,0.8,0.1
173,David Alaba,48.2,89.3,0.3,1,-
174,Santiago Bueno,52.9,86.6,0.1,3.3,-
175,Tete Morente,19.7,80.8,0.3,1.1,-
176,Pepe Reina,33.7,77.4,-,4.6,-
177,Gonzalo Melero,27.7,86.8,-,1.4,-
178,Edgar González,35.6,89.1,-,1.4,-
179,Franco Cervi,19.8,77.6,0.7,0.5,-
180,Fernando,39.2,88.7,-,2.4,-
181,Samu Castillejo,21,84.7,0.9,0.9,-
182,Kike Pérez,31.5,79.3,0.3,2.3,-
183,Florian Lejeune,45,79.1,-,4.6,-
184,Iván Sánchez,17.4,84.4,0.5,0.7,-
185,Rodri,26.5,89.9,0.3,1,0.2
186,Miguel Gutiérrez,31.3,85.8,0.7,0.9,-
