,Name,AvgP,PSp,Crosses,LonB,ThrB
89,Pedro Alcalá,34.5,79.4,-,2.6,-
90,Okay Yokuslu,46.2,86.1,-,2.7,-
91,Simon Kjær,34.9,85.7,-,2.5,0.1
92,Nacho Martínez,39.4,71,0.7,2.7,-
93,Alejandro Granell,40.8,76.1,1.7,3.4,0.1
94,Franco Vázquez,31.4,79.3,0.2,1.4,0.2
95,Thomas Lemar,30.3,85.2,0.7,1,0.1
96,Joaquín,28.2,84.8,0.9,0.7,-
97,Yuri Berchiche,39.1,81.9,0.6,1.1,-
98,Hugo Mallo,42.6,74.6,0.9,2.2,-
99,José Luís Morales,18.8,71.1,0.2,0.8,0.1
100,Pape Diop,40.3,73.2,0.1,2,-
101,Iñigo Martínez,43.6,78,0.1,5.3,-
102,Esteban Granero,40,86.2,0.8,2,-
103,Marc Muniesa,40.3,80.7,0.4,2.3,0.1
104,Cristiano Piccini,33.5,78.5,0.5,1.1,-
105,Théo Hernández,37.9,82.8,0.4,0.7,-
106,Mikel Oyarzabal,25,73.9,0.5,0.8,0.1
107,Karl Toko-Ekambi,14.7,74.7,0.1,0.4,-
108,Javi López,37,78.1,0.4,1.3,-
109,Iker Muniain,34.9,85.9,0.2,1,0.2
110,Oier Olazábal,22.8,54.4,-,7,-
111,Djené Dakonam,28.6,71.9,0.1,3.1,-
112,Igor Zubeldia,36.4,85.8,-,2.4,-
113,Marcelo,57.6,83.5,0.8,3.4,-
114,Toni Villa,21.2,78,0.3,0.6,-
115,Sergi Enrich,26.4,71.5,-,0.6,-
116,Joseba Zaldúa,34.6,77.4,0.8,1.5,-
117,Ramiro Funes Mori,39.1,81,-,4,-
118,Borja García,39,82.8,0.3,2.3,0.3
119,Dídac Vilá,41.1,73.2,0.4,2.5,-
120,William Carvalho,63.5,89,-,3.4,0.1
121,David Juncà,39.5,83.5,0.6,1.5,-
122,Gerard Moreno,21.1,71.8,0.1,1.3,0.1
123,Abdoulaye Ba,40.3,82.4,-,3.7,-
124,Nemanja Maksimovic,21.4,75.6,-,0.8,-
125,Samuel Chukwueze,19.4,73.4,0.1,1,-
126,Marco Asensio,30.4,86.8,0.8,1,0.2
127,Kenneth Omeruo,34.4,80.3,-,3.7,-
128,Sergi Darder,36.3,79.8,0.6,1.9,0.2
129,Raphaël Varane,53.3,89,-,4.1,-
130,Adri Embarba,16.2,71.9,1.5,0.6,0.1
131,Cristian Tello,26.8,85.5,0.3,1.1,-
132,Tomás Pina,37.6,82.8,-,1.6,-
133,Rubén Duarte,27.9,67.2,0.8,2.3,-
134,Carlos Soler,29.1,79.5,0.5,1.2,0.1
135,Mikel Vesga,30.2,80.1,0.2,1.6,-
136,Bernardo Espinosa,44.9,86,-,3.3,-
137,Víctor Laguardia,35.2,70.5,-,4.2,-
138,Dani Ceballos,44.1,92.6,0.1,2,-
139,Mauro Arambarri,22.4,69.4,0.1,3.2,-
140,David Soria,28,40.4,-,10.1,-
141,Jason,21.7,69.1,0.4,1,0.1
142,Juanpe,46.9,81.5,-,3.5,-
143,Jorge Pulido,28.8,75.4,0.2,1.8,-
144,Asier Illarramendi,53.8,84.9,0.2,3,0.2
145,Diego Llorente,52.3,84.8,-,4.1,-
146,Willian José,24.4,74.8,0.1,2,-
147,Christian Rivera,31,79.5,-,1.7,-
148,Denis Cheryshev,22.4,69,0.7,0.8,-
149,Unai Bustinza,34.6,71.4,0.2,3.4,-
150,Fernando Pacheco,27.3,52.4,-,9.3,-
151,Daniel Wass,35.9,78,0.5,1.4,-
152,Álex Moreno,30.6,76.3,0.4,1.3,-
153,Néstor Araújo,46.6,86,0.1,2.5,-
154,Fernando Calero,40.3,83.6,-,2.8,-
155,Enis Bardhi,30.6,76.4,0.4,1.6,0.1
156,Yassine Bounou,26.5,62.7,-,7.1,-
157,Alfonso Pedraza,20.9,75.8,0.5,0.5,0.1
158,Gabriel Mercado,32.3,82,0.1,1.8,-
159,Roberto Santamaría,27.3,50,-,11.2,-
160,David López,57.5,88.3,-,4.4,-
161,Diego López,28.1,65.9,-,6.9,-
162,Iván Ramis,38.5,79.4,-,5.4,-
163,Pablo Fornals,32.3,78.1,0.2,1.5,0.1
164,Thibaut Courtois,24.9,72.5,-,3.9,-
165,Santi Mina,15.4,73,0.1,0.5,0.1
166,Míchel Herrero,45.8,84.7,0.9,4.5,-
167,Mario Gaspar,34,77.2,0.3,1.2,-
168,Kiko Olivas,38.5,88.1,-,2.2,-
169,Sidnei,51.8,89.5,-,3,-
170,Sergi Gómez,45.5,84.6,0.1,4.4,-
171,Santi Comesaña,42.7,84.9,0.1,3.4,-
172,Anaitz Arbilla,44.6,75.3,-,6.6,-
173,Charles,16,69.4,-,0.2,-
174,Moi Gómez,39.4,82.8,0.8,3.5,-
175,Paulo Oliveira,36.1,68.7,-,4.6,-
176,Neto,20.3,48.6,-,5.3,-
177,Juanfran,35,82.2,0.8,1.1,-
178,Óscar Plano,23.4,76.8,0.4,0.9,-
179,Xabier Etxeita,28.5,75.2,0.1,2.8,-
180,Marc-André ter Stegen,25.3,83.2,-,5.3,-
181,Manu García,27.4,74.3,0.1,1.1,-
182,Nélson Semedo,41.4,91.2,-,1.3,-
183,Toño,30.2,74.8,0.3,1.3,-
184,Beñat Etxebarria,43.2,85,1.2,3.4,-
185,Chimy Ávila,15.4,54.3,0.2,1.4,-
186,Ángel Correa,19.8,75.6,0.1,0.6,0.2
187,Martin Braithwaite,12.7,73,-,0.2,0.1
188,Dani García,48.1,82.8,-,3.8,-
189,Luis Advíncula,33.5,82.2,0.5,1.8,-
190,Aïssa Mandi,73.6,92.6,0.1,4.3,-
191,Giannelli Imbula,32.2,91.3,0.3,1.5,-
192,Víctor Ruiz,54.4,86,0.1,4.1,-
193,Iñigo Córdoba,17.7,70,0.3,0.3,-
194,Cucho Hernández,16,70,0.4,0.8,0.1
195,Jaume Costa,37,82.4,0.4,1.7,0.1
196,Isco,34.4,88.6,0.3,1.5,0.1
197,Pere Pons,34.8,78.5,0.1,1.4,-
198,Rubén Pérez,43.5,80.2,-,4.4,-
199,Álvaro González,44,79.9,0.1,3.9,-
200,Sergio Escudero,35.4,81,0.3,1.3,0.1
201,Bruno González,21.7,70.8,0.1,1.7,-
202,Allan Nyom,21.3,75.6,1.1,0.5,-
203,Iván Cuéllar,28.9,51.7,-,10.5,-
204,Mouctar Diakhaby,31.6,85.1,-,2.3,-
205,Nacho,49.4,90.1,0.1,1.9,-
206,Chema Rodríguez,19.5,73.9,-,1.9,-
207,Óscar Trejo,32.3,78.5,0.2,0.5,0.1
208,Pau López,32.5,79.1,-,4.8,-
209,Juanfran,19.8,72.8,1.3,1.3,-
210,Rubén Pardo,33.5,82.9,1.3,2.2,0.1
211,Lucas Vázquez,28.2,84.1,0.5,0.8,0.1
212,Roger Martí,11.2,69.5,0.1,0.5,-
213,Francis Guerrero,35.6,81.5,0.4,0.8,-
214,David Zurutuza,28.7,80.8,-,1.1,0.1
215,Coke,27.6,74.8,0.3,1.4,-
216,Pedro Porro,27,70.5,0.8,1.6,-
217,Léo Baptistão,18.5,73.4,-,0.4,0.1
218,Portu,18.3,74.2,0.4,0.3,0.1
219,Ander Capa,27.4,73.7,0.3,1.4,-
220,Óscar Melendo,27.1,85.3,0.2,0.7,0.2
221,Santiago Cáseres,37.5,90.8,-,2.9,-
222,Gonzalo Escalante,23.6,78.2,-,1.2,-
223,Dimitri Foulquier,15.9,62.8,0.2,0.9,-
224,Rober Pier,33.2,81.6,-,3,-
225,Quincy Promes,22.9,78.9,0.4,0.8,-
226,Enes Ünal,15.9,69.5,0.1,0.3,-
227,Marc Cucurella,27.4,78.8,0.5,0.5,-
228,Douglas Luiz,31.7,84.5,0.1,2.9,-
229,Gustavo Cabral,37.8,87.1,-,1.9,-
230,Tomás Vaclík,24.6,52,-,5.7,-
231,Óscar De Marcos,34.3,77.1,0.7,1.4,-
232,Sergio Álvarez,26.2,79.3,-,1.8,-
233,Jordi Masip,28.1,44.5,-,8.2,-
234,Gerónimo Rulli,36.4,68.9,-,7.3,-
235,Markel Susaeta,23.9,82.7,1.4,0.2,-
236,Aleix García,34.6,85,0.8,2.3,-
237,Martín Aguirregabiria,26.7,68.9,0.3,1.3,-
238,Andrés Guardado,51.4,88.9,0.3,3.4,0.1
239,Héctor Moreno,47.7,85.8,-,2.8,-
240,José Pozo,24.4,83.3,0.1,0.3,0.1
241,Vitolo,15.4,77.9,-,0.6,0.1
242,Rubén Blanco,28,60.1,-,7.4,-
243,Álvaro Medrán Just,34.6,83.1,0.7,2.6,-
244,Keko,16,71.9,1,0.5,-
245,Javi Moyano,26.4,74.1,0.1,1.9,-
246,Ferran Torres,12.2,77.7,0.4,0.5,0.1
247,Hernán Pérez,11.7,72.5,0.3,0.5,0.1
248,Damián Musto,32.3,80.4,-,2.5,-
249,Stanislav Lobotka,45.3,89.2,0.1,1.8,-
250,Bebé,14.3,68.1,1,0.7,-
251,Manu Trigueros,41,86.7,0.2,2,0.1
252,Stole Dimitrievski,25,58.3,-,7,-
253,Borja Mayoral,13.3,80.6,0.1,0.4,0.1
254,David Ferreiro,21.1,75.8,1.6,1.2,-
255,Jordi Amat,41.4,82.4,-,3.4,-
256,Arthur,47.4,93.5,-,2.1,-
257,Mubarak Wakaso,21.9,77.3,0.2,2.1,-
258,Roque Mesa,29.5,87.4,0.5,1.7,-
259,Loren Morón,10.2,75.4,-,0.1,-
260,Juanmi,12,80.2,0.1,0.3,0.1
261,Rubén Sobrino,11.7,68.4,0.1,0.2,-
262,Francisco Portillo,23.4,76.5,0.2,0.9,0.2
263,Álex Gallar,16.3,74.7,0.6,1,-
264,Iago Herrerín,28.6,52.2,-,10.8,-
265,Víctor Sánchez,22.2,81.4,0.1,0.9,-
266,Ángel Rodríguez,8.6,66.6,0.2,0.5,-
267,Gonzalo Melero,32.5,86.2,-,1.4,-
268,Pablo De Blasis,26.7,70.4,0.7,1.3,-
269,Sergio Postigo,23.5,77.7,-,2.1,-
270,Pione Sisto,17.1,85.7,0.4,0.9,-
271,Marko Dmitrovic,28.8,43.5,-,8.8,-
272,Darko Brasanac,25.8,79.8,0.2,0.9,-
273,Mikel San José,21.4,75.5,0.2,1.2,0.1
274,Sergio García,15.1,68.6,0.3,0.7,-
275,Kevin Gameiro,12.8,77,-,0.1,0.1
276,Moses Simon,11.2,69.5,0.2,0.4,0.1
277,Anuar Tuhami,20.8,74.9,-,0.7,-
278,Antoñito,21.7,76.9,0.5,0.9,-
279,Nabil El Zhar,9.6,75.2,0.6,0.4,-
280,Pablo Piatti,11.7,75.1,0.4,0.2,0.1
281,Jonás Ramalho,32.5,84.1,0.1,1.7,-
282,Carlos Bacca,8.2,68.1,-,0.3,-
283,Kike García,13.1,70.3,-,0.2,-
284,Erick Cabaco,33.1,72.9,-,3,-
285,Álvaro García,12,69.2,0.4,0.3,-
286,Sandro Ramírez,14.3,78.1,0.5,0.3,-
287,Borja Bastón,11.6,61.8,0.1,0.1,-
288,Fran Beltrán,28.6,91.2,-,1.4,-
289,Patrick Roberts,9.2,82.2,0.1,0.3,0.1
290,Borja Fernández,19,78.9,0.1,1.9,-
291,Jozabed,35.2,84.9,-,3.5,-
292,Daniele Verde,10.5,79.3,0.5,0.4,-
293,Aritz Aduriz,11.6,62.3,0.1,0.1,-
294,John Guidetti,6.5,69.2,0.1,0.1,-
295,Anthony Lozano,9,67.8,-,0.2,-
