,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Robert Lewandowski,0.6,0.2,1,-,0.4,0.4,-,-
1,Jadon Sancho,0.4,0.4,0.3,-,0.1,0.5,-,-
2,Timo Werner,0.6,0.1,0.5,-,-,0.4,-,-
3,Alphonso Davies,2.4,1.1,0.9,0.6,1.2,0.7,0.2,-
4,Marco Reus,1.4,0.5,0.9,-,0.6,0.8,0.1,-
5,Serge Gnabry,1.2,0.5,0.5,-,-,0.6,-,-
6,Thiago Alcântara,1.9,1.9,1,0.2,0.5,0.9,0.1,-
7,Thomas Müller,1.4,0.4,0.5,-,0.2,1.4,0.1,-
8,Filip Kostic,1.8,0.7,1.1,-,0.2,1.1,0.1,-
9,Joshua Kimmich,1.6,0.9,0.8,0.1,0.8,1,0.3,-
10,Christopher Nkunku,0.7,0.6,0.8,-,0.2,0.8,0.1,-
11,Kevin Mbabu,3.5,1.2,1.6,0.2,2.4,1,0.5,-
12,Raphaël Guerreiro,1.5,1.4,0.4,0.2,0.7,0.4,0.1,-
13,Achraf Hakimi,1.8,0.9,0.7,0.1,0.6,1.1,0.1,-
14,Suat Serdar,2.8,1.2,1.5,0.1,0.4,2.2,0.4,-
15,Marcus Thuram,0.8,0.4,1.7,-,0.5,0.6,-,-
16,Alassane Pléa,0.6,0.3,0.9,-,0.2,0.7,0.1,-
17,Kai Havertz,0.7,0.1,0.9,-,0.6,1.1,-,-
18,Marcel Sabitzer,1.2,0.7,0.6,-,0.8,1.2,0.1,-
19,Philippe Coutinho,0.9,0.3,0.2,-,-,0.5,0.1,-
20,Thorgan Hazard,1.2,0.4,1.1,-,-,1.2,-,-
21,Andrej Kramaric,0.1,0.2,0.3,-,0.2,0.3,-,-
22,Benjamin Pavard,1.1,1.6,1.3,0.4,1.8,0.4,0.3,1
23,Leon Goretzka,1.2,1,1,0.1,0.3,0.9,0.1,-
24,Christopher Trimmel,2.2,1.6,1.1,0.1,2.5,0.7,0.3,-
25,Denis Zakaria,2.1,1.6,1,0.2,1.1,0.8,0.5,-
26,Marcel Halstenberg,1.6,1.6,0.8,0.5,2.2,1,0.4,-
27,Ramy Bensebaïni,1.7,2,1.4,-,2.1,0.7,0.2,-
28,Robert Skov,1.3,0.6,0.7,0.1,1.1,0.8,0.2,-
29,Kingsley Coman,0.8,0.2,0.5,-,0.1,0.6,-,-
30,Mats Hummels,1.8,1.9,0.9,0.8,3.4,0.6,0.6,1
31,Kevin Volland,0.6,0.2,0.8,-,0.3,0.4,0.1,-
32,Sebastian Andersson,0.6,0.2,1.9,-,1.1,0.5,0.1,-
33,Nordi Mukiele,2.4,1.9,0.6,0.4,2.1,0.5,0.2,-
34,Bas Dost,0.5,0.2,0.7,-,0.9,0.2,0.1,-
35,Wout Weghorst,0.5,0.1,1.4,-,0.9,0.5,0.1,-
36,Dayot Upamecano,1.9,1.5,1,0.9,3,0.7,0.6,-
37,Patrik Schick,0.3,0.1,0.7,-,0.8,0.3,0.1,-
38,Dedryck Boyata,0.9,2.2,0.8,0.5,5.6,0.3,1.1,-
39,Julian Brandt,1.5,0.5,0.4,-,0.3,0.9,0.1,-
40,Florian Niederlechner,0.6,0.2,1.4,-,1.2,0.5,0.2,1
41,Jordan Torunarigha,1.8,1.7,0.9,0.7,4.1,0.5,1,-
42,Sebastian Schonlau,2.8,1.7,0.9,1.1,5.7,1.1,0.7,-
43,Maximilian Arnold,1.3,0.8,1.6,0.1,1,1.4,0.2,-
44,David Alaba,1.1,1,0.4,0.6,1.2,0.3,0.4,-
45,Milot Rashica,0.8,0.2,1,-,0.4,0.9,0.1,-
46,Omar Mascarell,1.8,2.7,1.1,-,1.7,1.6,0.6,-
47,Florian Neuhaus,1.4,0.9,0.7,-,0.2,1.4,0.1,-
48,Axel Witsel,1,1.1,1.4,-,0.6,0.7,0.3,-
49,Sven Bender,1.6,2,0.8,0.5,2.6,0.8,0.4,-
50,Lars Bender,2.3,1.3,1,0.4,1.5,1.1,0.3,-
51,Maximilian Mittelstädt,2.3,2,0.9,0.2,1.9,1.1,0.2,-
52,Jhon Córdoba,0.3,0.2,2,-,0.6,0.3,-,-
53,Konrad Laimer,3.1,1.2,2.1,-,0.3,2,0.3,-
54,Daniel Caligiuri,2.1,0.9,0.9,0.1,1.1,1.7,0.2,-
55,Christopher Lenz,2.4,1.7,1.3,0.3,2.1,0.9,0.4,-
56,Marko Grujic,1.9,0.8,2.2,-,2.3,1.5,0.3,-
57,Pavel Kaderábek,1.1,0.9,1,-,1.4,0.6,0.2,1
58,Moussa Diaby,0.4,0.3,0.5,-,0.1,0.4,-,-
59,Nicolas Höfler,2,2.2,1.6,0.1,1.6,1.3,0.6,-
60,Martin Hinteregger,2.1,1.2,1,1,2.9,0.9,0.7,1
61,Karim Bellarabi,0.7,0.4,0.8,-,0.2,0.7,-,-
62,Danny da Costa,1.4,0.8,0.4,0.1,1.2,0.5,0.1,-
63,Vincenzo Grifo,0.6,0.5,0.4,-,0.6,0.7,-,-
64,Philipp Max,1.4,0.8,0.4,0.1,1.3,0.8,0.1,-
65,Amine Harit,0.6,0.3,0.8,-,0.1,0.8,-,-
66,Kerem Demirbay,1.4,0.9,1,-,0.3,0.8,0.2,-
67,Almamy Touré,1.7,1.2,0.9,0.2,2.4,0.6,0.4,-
68,Jonathan Tah,1.4,1.1,1.2,0.8,3.8,0.4,0.5,-
69,Lukas Klostermann,1.5,0.8,0.4,0.7,2.9,0.4,0.5,-
70,Jonas Hofmann,1.8,0.8,0.5,-,0.5,2.3,0.1,-
71,Ihlas Bebou,0.8,0.3,0.8,0.1,0.8,0.5,0.1,-
72,Nico Elvedi,1.4,1.9,0.7,0.5,3.3,0.6,0.5,-
73,André Silva,0.3,0.3,0.6,-,0.2,0.5,-,-
74,Yussuf Poulsen,0.6,0.2,1.3,-,0.7,0.8,-,-
75,Jonas Hector,2.6,1.6,0.8,0.1,1.2,1.8,0.3,-
76,Manuel Gulde,1.6,1.3,0.4,0.3,4.4,0.5,0.8,-
77,Robin Quaison,0.8,0.3,0.8,-,0.2,0.7,0.2,-
78,Jérôme Boateng,0.9,1.4,0.8,0.7,2.3,0.5,0.5,-
79,Lars Stindl,1.1,0.4,0.8,-,0.2,0.7,0.1,-
80,Ozan Kabak,1.4,1.4,0.8,0.3,3.6,0.3,0.7,-
81,Erik Thommy,1.2,0.5,0.5,-,0.5,0.7,0.1,1
82,Keven Schlotterbeck,2.3,1.7,0.9,0.5,4.7,0.5,0.9,-
83,Breel Embolo,0.8,0.3,1.5,-,0.1,0.4,-,-
84,Jonathan Schmid,1.3,1.1,0.4,0.1,2,0.5,0.2,-
85,Wendell,2.7,1.5,1.3,0.4,1.5,1,0.2,-
86,Matthias Ginter,1.1,1.1,0.4,0.5,4,0.5,0.7,-
87,Sebastian Rudy,2.3,0.8,0.8,-,1.2,1.5,0.2,-
88,Nils Petersen,0.6,0.3,0.3,-,1.9,0.5,0.2,-
89,Mitchell Weiser,2.3,1.3,1,0.2,1.1,0.7,0.1,-
90,Christian Gentner,1.7,1.7,1,-,1.4,1.6,0.3,-
91,Kenan Karaman,0.6,0.1,0.6,-,0.4,0.3,0.2,-
92,Lukasz Piszczek,1.6,0.9,0.6,0.3,1.4,0.8,0.4,-
93,Dodi Lukébakio,0.8,0.3,0.9,-,0.4,0.6,0.1,-
94,Kevin Stöger,1.2,1.5,1.7,0.1,0.3,1.1,0.1,-
95,Gonçalo Paciência,0.4,-,1.2,-,0.5,0.4,-,-
96,Marvin Plattenhardt,1.1,0.6,0.6,0.4,2.2,0.3,0.4,-
97,Theodor Gebre Selassie,1.3,2.3,0.9,0.2,2.6,0.6,0.3,-
98,Kai Pröger,1.4,0.5,0.4,-,0.5,1.3,0.2,-
99,Lucas Höler,1,0.4,1.1,-,1,1,0.3,-
100,Bastian Oczipka,2.1,1.1,0.8,0.3,1.8,0.8,0.2,-
101,Daniel Brosinski,1.5,0.5,0.5,-,1.8,0.7,0.1,1
102,John Anthony Brooks,1.5,1.6,1,0.3,3.7,1,0.5,-
103,Ridle Baku,1.8,1.4,1.1,0.1,1.6,0.9,0.2,-
104,Florian Kainz,0.8,0.5,0.6,-,0.4,0.6,0.1,-
105,Nadiem Amiri,0.9,0.5,0.9,-,0.2,0.6,0.1,-
106,Stefan Posch,2.3,1.4,1.4,0.4,3.1,1,0.9,-
107,Florian Grillitsch,1.9,1.6,0.8,0.2,1.1,1,0.2,-
108,Yann Sommer,-,-,-,-,0.6,-,-,-
109,Jean-Paul Boëtius,2.3,0.9,1.7,-,0.2,1.3,-,-
110,Yuya Osako,1,0.2,1.1,-,0.4,0.9,-,-
111,Karim Onisiwo,0.8,0.2,1.1,-,0.3,0.3,0.1,-
112,Robin Zentner,-,-,-,-,1.1,-,-,-
113,Renato Steffen,0.9,0.9,1.2,0.1,0.3,0.9,0.1,-
114,Stefan Lainer,1.6,0.9,1.3,0.1,1.9,1,0.2,-
115,Vladimír Darida,1.8,1,1.4,-,0.6,1.3,0.3,-
116,Dominique Heintz,1.7,1.5,0.5,0.3,4.5,0.9,0.9,-
117,Christian Günter,0.7,0.4,0.6,-,1,0.7,0.4,-
118,Ivan Perisic,0.7,0.2,0.8,-,0.3,1.1,0.1,-
119,Ellyes Skhiri,2.3,2.1,1.1,-,0.9,1.5,0.3,-
120,Weston McKennie,1.4,1.6,1.3,0.1,1.3,1,0.4,-
121,Davy Klaassen,1.7,1.2,0.8,0.2,1.2,1.2,0.5,1
122,Patrick Herrmann,0.9,0.4,1.2,-,0.3,0.4,0.1,-
123,Alexander Schwolow,-,-,-,-,0.5,-,-,-
124,Manuel Neuer,0.1,-,-,-,0.5,0.1,-,-
125,Marco Friedl,2.3,1.3,1.2,0.3,2.3,0.9,0.3,-
126,Oliver Baumann,-,0.1,-,-,0.9,-,-,-
127,Christoph Baumgartner,1.2,0.3,1.4,-,0.4,1,-,-
128,Felix Uduokhai,1.7,1.4,0.5,0.5,4.5,0.4,1.2,-
129,Charles Aránguiz,2.1,0.8,0.6,-,0.7,1.7,0.2,-
130,Jeremiah St. Juste,1.8,2.1,0.9,0.4,3.1,0.8,0.8,-
131,Josuha Guilavogui,1.7,1.8,1.7,0.1,2.4,0.8,0.4,-
132,Jérôme Roussillon,1.6,1,0.6,0.1,1.7,0.5,0.2,-
133,Lukás Hrádecky,-,0.1,-,-,0.9,-,-,-
134,Robin Knoche,1.4,1.3,0.4,0.3,3.5,0.6,0.5,-
135,Xaver Schlager,2,0.7,1.4,-,0.4,1.3,0.1,-
136,Robin Koch,1.1,1.4,0.8,0.3,2.9,0.5,0.7,-
