,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
31,Marcelo Brozovic,Inter,31, M(CR),29(4),2585,2,6,7,1,0.8,89.6,0.6,1,7.03,1.6,1.2,1,-,1.1,1.2,0.5,-,0.3,0.4,-,0.5,0.5,66.7,89.6,1,4.3,0.1
32,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.6,0.6,0.1,0.3,0.3,67.2,88.9,0.4,3.1,0.1
33,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.6,0.6,0.1,0.3,0.3,49.9,80.7,-,5.1,0.1
34,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.1,0.4,-,-,-,67.2,88.9,0.4,3.1,0.1
35,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.1,0.4,-,-,-,49.9,80.7,-,5.1,0.1
36,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.6,0.6,0.1,0.3,0.3,67.2,88.9,0.4,3.1,0.1
37,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.6,0.6,0.1,0.3,0.3,49.9,80.7,-,5.1,0.1
38,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.1,0.4,-,-,-,67.2,88.9,0.4,3.1,0.1
39,Danilo,Juventus,32," D(CLR),DMC",32(2),2918,1,4,6,-,0.6,88.9,0.9,1,7.03,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.1,0.4,-,-,-,49.9,80.7,-,5.1,0.1
40,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.6,0.6,0.1,0.3,0.3,67.2,88.9,0.4,3.1,0.1
41,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.6,0.6,0.1,0.3,0.3,49.9,80.7,-,5.1,0.1
42,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.1,0.4,-,-,-,67.2,88.9,0.4,3.1,0.1
43,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,0.1,0.4,-,-,-,49.9,80.7,-,5.1,0.1
44,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.6,0.6,0.1,0.3,0.3,67.2,88.9,0.4,3.1,0.1
45,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.6,0.6,0.1,0.3,0.3,49.9,80.7,-,5.1,0.1
46,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.1,0.4,-,-,-,67.2,88.9,0.4,3.1,0.1
47,Danilo,Bologna,39, D(C),34(1),3131,-,1,8,-,0.5,80.7,2.3,-,6.53,0.9,1.5,1.1,0.5,3.3,0.6,1,-,0.1,0.4,-,-,-,49.9,80.7,-,5.1,0.1
48,Milan Badelj,Genoa,35, M(C),29(1),2415,1,4,7,-,0.6,82.1,0.6,1,7.02,1.9,2.9,1.1,-,1.4,1.9,0.3,-,1.2,1.1,-,0.7,0.7,52.4,82.1,0.1,4.2,-
49,Simon Kjær,AC Milan,35, D(C),28,2397,-,2,3,-,0.6,88.0,2,1,7.01,1.6,1.5,0.9,0.3,4.3,0.4,0.9,-,-,0.4,-,-,-,52.8,88.0,-,4.2,-
50,Paulo Dybala,Juventus,30," AM(CR),FW",14(6),1137,4,3,-,-,2.6,87.8,0.1,1,7.01,0.7,0.1,0.5,-,0.1,0.6,-,-,1.4,1.5,0.2,0.9,0.9,31.7,87.8,0.9,1.5,0.1
51,JP Galvão,Cagliari,32," AM(CLR),FW",37,3262,16,3,4,-,2.1,74.3,1.8,3,7.0,0.4,0.4,1.2,0.1,0.7,0.7,0.2,-,1.1,2.6,0.3,0.9,0.9,24.7,74.3,0.1,1.2,-
52,Remo Freuler,Atalanta,32, DMC,32(2),2721,2,3,5,-,0.6,89.0,0.5,-,6.99,1.9,1.1,1.1,0.1,0.7,1.3,0.1,-,1.1,0.9,-,0.9,0.9,61.1,89.0,0.1,2.5,-
53,Ante Rebic,AC Milan,30," AM(CLR),FW",20(7),1782,11,4,4,1,1.6,67.7,0.9,3,6.99,1,0.3,1.2,-,0.6,1.1,-,-,0.7,0.5,0.4,1.1,1.1,14.8,67.7,0.5,0.3,0.1
54,Fabián Ruiz,Napoli,28, M(CL),29(4),2576,3,1,1,-,1.3,90.2,0.5,2,6.98,1.8,1.1,0.3,-,0.9,1.4,0.1,-,0.8,0.8,-,0.6,0.6,63.0,90.2,0.2,5.2,-
55,Leonardo Spinazzola,Roma,31," D(LR),M(L)",25(2),2130,2,4,-,-,0.8,80.6,0.4,2,6.98,0.4,0.9,0.3,0.3,1,0.5,-,1,2.2,0.4,0.1,0.3,0.3,38.3,80.6,0.9,2.1,0.1
56,Achraf Hakimi,Inter,25," D(LR),M(R)",29(8),2673,7,8,6,-,1.1,84.5,0.4,3,6.98,1.4,0.6,0.8,-,0.4,0.7,-,-,0.9,1,0.2,0.5,0.5,32.7,84.5,0.8,0.9,-
57,Marten de Roon,Atalanta,33," D(C),DMC",33(2),3022,1,1,8,1,0.5,85.5,1.9,-,6.98,2.3,2,1.9,0.1,1.1,1.4,0.3,-,0.3,0.7,-,0.3,0.3,61.8,85.5,0.1,4,-
58,Hirving Lozano,Napoli,28," AM(LR),FW",23(9),1972,11,3,6,-,1.8,76.6,0.5,2,6.98,0.9,0.6,1,-,0.2,0.8,-,-,0.9,2.2,0.3,0.7,0.7,16.7,76.6,0.4,0.3,-
59,Juraj Kucka,Parma Calcio 1913,37, M(CLR),28,2345,7,2,8,-,2.1,72.4,2.9,3,6.97,2.4,1,2.3,-,0.8,1.7,0.1,-,1.1,2.5,0.1,1.1,1.1,32.3,72.4,0.2,1.1,0.1
60,Nicolò Barella,Inter,27, AM(C),32(4),2901,3,7,5,-,1,84.9,0.9,1,6.95,1.6,0.7,1.2,-,0.3,1.4,0.1,-,1,1.5,0.1,0.8,0.8,51.1,84.9,0.4,2.2,0.1
61,Alex Sandro,Juventus,33," D(CL),M(L)",20(6),1859,2,1,2,-,0.5,87.7,1.5,1,6.94,1.4,1.2,1,0.1,2,0.5,0.2,1,0.8,1.1,-,0.4,0.4,48.3,87.7,0.5,2.5,-
62,Rodrigo Bentancur,Juventus,26, M(C),27(6),2326,-,4,6,1,0.5,89.8,0.9,2,6.94,1.9,1.4,1.4,-,1.2,1.2,0.4,-,1.1,0.8,0.1,0.5,0.5,55.0,89.8,0.3,3.2,-
63,Vlad Chiriches,Sassuolo,34, D(CR),22(2),1843,2,1,6,-,0.5,93.7,2.2,-,6.93,1.6,2.1,1.3,1,2.3,0.6,0.9,1,0.5,0.6,-,0.2,0.2,66.7,93.7,-,2.3,-
64,Roberto Soriano,Bologna,33, AM(CLR),37,3255,9,6,5,-,1.6,82.9,0.9,1,6.93,1.3,0.5,2,-,1.1,1.3,0.2,-,1,1.3,0.1,0.8,0.8,39.4,82.9,0.2,1.1,0.1
65,Davide Faraoni,Verona,32," D(R),M(R)",33(1),2896,4,7,8,-,1,71.6,1.2,2,6.92,1.9,1.4,1.4,0.1,2.2,0.8,0.5,-,0.6,1.1,0.3,0.4,0.4,34.3,71.6,0.4,2.3,-
66,Álvaro Morata,Juventus,31," AM(L),FW",23(9),2019,11,9,3,1,1.8,76.5,1.1,4,6.91,0.5,0.2,1.2,-,0.7,0.8,0.1,-,0.7,1.4,0.6,1.3,1.3,18.0,76.5,0.2,0.5,0.1
67,Andrea Consigli,Sassuolo,37, GK,37,3330,-,-,1,-,-,78.8,0.5,5,6.91,0.1,-,0.1,-,0.7,-,-,-,-,0.1,-,-,-,31.9,78.8,-,4.4,-
68,Edin Dzeko,Roma,38, FW,20(7),1828,7,3,2,-,2.6,68.8,3.1,3,6.91,0.3,-,0.9,-,0.4,0.2,0.1,-,1,1.4,0.4,1.1,1.1,18.0,68.8,0.1,0.7,-
69,Berat Djimsiti,Atalanta,31, D(C),28(5),2629,-,2,8,-,0.6,87.4,2.3,-,6.9,1.2,1.9,0.9,0.2,2.5,0.5,0.6,-,0.3,0.8,-,0.3,0.3,52.6,87.4,0.1,2.2,-
70,Omar Colley,Sampdoria,31, D(C),28(1),2590,2,-,6,-,0.4,81.1,2.6,2,6.9,1,2.3,1.2,1.2,4.6,0.3,1,-,0.1,0.8,-,-,-,46.6,81.1,-,4.4,-
71,Federico Dimarco,Verona,26," D(CL),M(L)",29(6),2616,5,3,6,-,1.1,75.7,0.5,3,6.9,0.9,1.3,0.9,0.1,1.3,0.5,0.3,-,0.3,1.4,0.2,0.3,0.3,42.1,75.7,2.1,2.5,-
72,Dusan Vlahovic,Fiorentina,24, FW,34(3),2933,21,3,1,-,2.3,66.3,3.1,5,6.9,0.4,0.1,1.4,-,0.4,0.3,0.1,-,0.7,1.9,0.7,2.4,2.4,16.1,66.3,-,0.4,-
73,Adrien Rabiot,Juventus,29," DMC,M(L)",25(9),2314,4,2,5,1,1,90.8,1.1,-,6.9,2.1,1.3,1.3,-,0.8,0.9,0.3,-,1.1,0.6,-,0.4,0.4,41.6,90.8,0.1,1.2,-
74,Joaquín Correa,Lazio,29," AM(CL),FW",25(3),1945,8,3,1,1,1.9,83.2,0.5,1,6.9,0.8,0.3,0.9,-,0.4,0.6,-,-,1.3,1.9,0.1,1.3,1.3,24.4,83.2,0.1,0.9,-
75,Milan Skriniar,Inter,29, D(C),31(1),2779,3,-,1,-,0.5,92.2,1,1,6.9,1.5,0.9,1.1,0.2,2.7,0.3,0.6,-,0.2,0.8,-,0.4,0.4,67.5,92.2,0.1,2.6,-
76,Gianluca Mancini,Roma,28," D(C),DMC",33,2855,4,2,10,-,0.8,88.2,1.8,1,6.89,1.6,2.2,2,0.9,2.2,0.5,0.6,-,0.5,0.8,-,0.2,0.2,59.8,88.2,0.1,3.3,-
77,Mattia Zaccagni,Verona,28," AM(CL),FW",33(3),2630,5,5,6,-,0.9,74.1,1.4,4,6.89,0.8,0.8,1,-,0.3,0.5,0.1,-,1.7,3,0.3,1.8,1.8,23.7,74.1,0.3,0.9,-
78,Stefan de Vrij,Inter,32, D(C),30(2),2732,1,-,2,-,0.4,93.8,2,1,6.89,0.9,1.3,0.6,0.3,2.9,0.3,0.6,-,0.2,0.3,-,0.1,0.1,61.3,93.8,-,2.7,-
79,Dries Mertens,Napoli,36," AM(CLR),FW",18(11),1464,9,8,2,-,1.9,80.3,0.1,3,6.88,0.6,0.3,0.5,-,0.1,0.7,-,-,0.4,0.3,0.2,0.2,0.2,14.6,80.3,0.4,0.3,-
80,Morten Thorsby,Sampdoria,28, M(CLR),29(4),2648,3,1,10,-,0.7,74.9,4.6,4,6.87,2.3,0.8,2.2,0.1,0.8,1.2,0.5,-,0.4,0.7,0.1,0.5,0.5,29.2,74.9,-,0.5,-
81,Rafael Leão,AC Milan,24," AM(CL),FW",22(8),1934,6,6,5,-,1.4,75.7,1.4,-,6.87,0.4,0.1,0.9,-,0.4,0.3,-,-,1.3,0.7,0.1,0.5,0.5,15.3,75.7,0.2,0.2,-
82,Simone Bastoni,Spezia,27," D(L),DMC,M(L)",19(3),1530,1,6,7,-,1,76.6,1.3,2,6.86,2.3,0.7,1.6,0.2,1.3,1.1,-,-,1.1,1.2,0.1,0.9,0.9,37.9,76.6,1.3,2.4,-
83,Kalidou Koulibaly,Napoli,32, D(C),25(1),2211,-,-,8,1,0.4,88.7,1.5,1,6.86,1.4,1.1,1.1,0.7,2.2,0.5,1,-,0.7,0.3,-,0.2,0.2,67.8,88.7,0.1,4.8,-
84,Bremer,Torino,27, D(C),33,2936,5,-,2,-,0.8,82.7,2.9,1,6.86,1.5,2.1,0.9,0.4,4.1,0.5,0.6,-,0.2,0.5,-,0.2,0.2,50.2,82.7,-,3.5,-
85,Ibañez,Roma,25, D(C),28(2),2402,-,1,5,1,0.5,86.9,2.2,2,6.86,2,2.3,1.8,0.9,2.6,0.7,0.6,1,0.5,1,-,0.3,0.3,56.6,86.9,-,3.2,-
86,Alessandro Bastoni,Inter,25, D(C),33,2926,-,3,6,-,0.3,90.5,1.5,-,6.85,1.1,1.2,1.2,0.2,2.2,0.3,0.5,-,0.4,0.8,-,0.2,0.2,68.0,90.5,0.1,4.6,-
87,Francesco Acerbi,Lazio,36, D(C),32,2815,-,1,7,1,0.3,89.4,1.9,-,6.85,1.6,2.4,1,0.3,3.6,0.7,0.5,-,0.2,0.8,0.1,0.3,0.3,63.7,89.4,0.3,5.3,-
88,Matteo Politano,Napoli,30," AM(CLR),FW",22(15),1911,9,4,3,-,1.7,81.7,0.1,-,6.85,0.6,0.4,0.4,-,0.5,1,-,-,1,1.3,-,0.6,0.6,20.5,81.7,0.5,0.9,0.1
89,Jérémie Boga,Sassuolo,27," AM(CLR),FW",20(7),1790,4,2,-,-,1.2,89.4,0.1,2,6.85,0.4,0.3,0.3,-,0.2,0.3,-,-,3.2,1.3,0.3,1.1,1.1,27.5,89.4,0.1,0.6,-
90,Hans Hateboer,Atalanta,30," D(R),M(R)",20(2),1765,2,1,3,-,1.2,87.1,1,-,6.84,1.3,0.8,0.9,0.1,0.4,0.5,-,-,0.2,0.4,0.1,0.5,0.5,38.7,87.1,0.5,0.8,-
91,Kevin Strootman,Genoa,34, DMC,18,1330,-,4,7,-,0.3,84.1,0.9,1,6.83,1.7,1.4,1.4,0.1,0.8,1,0.2,-,0.5,0.7,0.1,0.6,0.6,44.0,84.1,0.4,1.7,0.1
92,Wilfried Singo,Torino,23," D(CR),M(R)",20(8),1854,1,2,2,1,0.4,79.9,1.9,2,6.83,1,1,1,0.1,1.3,0.6,0.1,-,1.9,1.8,0.1,0.5,0.5,25.5,79.9,0.6,0.9,-
93,Gian Marco Ferrari,Sassuolo,31, D(C),33(1),3015,-,4,7,-,0.7,91.7,2.1,-,6.82,0.9,1.5,1.2,0.5,2.8,0.4,1.1,-,0.2,1.1,-,0.2,0.2,79.6,91.7,-,3.4,-
94,Musa Barrow,Bologna,25," AM(CL),FW",34(4),2934,8,8,-,-,2.3,77.1,0.6,3,6.82,0.7,0.3,0.4,-,0.3,0.4,0.1,-,0.9,0.8,0.3,1.4,1.4,26.4,77.1,0.9,1.4,-
95,Matthijs de Ligt,Juventus,24, D(C),25(2),2221,1,1,4,-,0.7,92.5,2.1,-,6.82,1.4,1.1,1.5,0.3,2.4,0.4,0.8,-,0.2,0.9,0.1,0.1,0.1,63.9,92.5,0.1,2.6,-
96,Koray Günter,Verona,29, D(C),21(6),1771,-,2,4,-,0.2,88.2,2.9,1,6.81,0.7,2.6,1.1,0.4,3.1,0.2,0.9,-,0.3,0.4,-,-,-,42.1,88.2,-,2.9,-
97,Franck Ribéry,Fiorentina,41," AM(CL),FW",28(1),2172,2,6,6,1,0.7,89.2,0.2,3,6.81,0.8,0.1,1.2,-,-,0.8,0.1,-,2.2,2.5,0.2,2.9,2.9,29.3,89.2,0.1,1.5,0.2
98,Emil Audero,Sampdoria,27, GK,37,3330,-,1,-,-,-,65.6,0.2,2,6.81,-,-,-,-,0.6,-,-,-,-,0.2,-,-,-,28.8,65.6,-,7.2,-
99,Elseid Hysaj,Napoli,30," D(LR),M(R)",20(4),1773,-,2,2,-,0.3,84.6,0.8,-,6.81,1.2,1.3,0.7,0.1,1.8,0.7,0.2,-,0.9,0.8,-,0.3,0.3,44.1,84.6,-,2,0.1
100,Alessio Cragno,Cagliari,29, GK,34,3060,-,-,1,-,-,64.8,0.3,1,6.8,-,-,0.1,-,0.7,-,-,-,-,0.1,-,-,-,24.2,64.8,-,6.3,-
101,Gianluigi Donnarumma,AC Milan,25, GK,37,3330,-,-,1,-,-,77.0,0.2,1,6.8,-,-,-,-,0.9,-,-,-,-,0.1,-,-,-,29.2,77.0,-,5.5,-
102,Alexis Sánchez,Inter,35," M(CLR),FW",12(18),1139,7,5,-,-,1,80.0,0.3,2,6.79,0.5,0.2,0.6,-,-,0.4,-,-,0.8,1.1,0.3,1.1,1.1,16.0,80.0,0.4,0.9,0.2
103,M'Bala Nzola,Spezia,27, FW,21(4),1898,11,3,5,-,1.8,84.3,1.6,2,6.79,0.5,0.1,2.2,-,0.8,0.1,-,-,1.1,1.1,1,1.6,1.6,18.4,84.3,-,0.7,-
104,Antonio Candreva,Sampdoria,37, M(CLR),28(7),2512,5,8,1,-,1.6,77.0,0.1,1,6.79,0.8,0.3,0.4,0.1,0.5,0.9,0.1,-,0.8,0.8,0.3,0.3,0.3,36.5,77.0,1.5,3.4,-
105,Nikola Milenkovic,Fiorentina,26, D(CR),34,3036,3,1,7,1,0.6,86.0,3,1,6.79,1.4,1.3,1.6,0.8,3.6,0.4,1,-,0.2,0.5,-,0.1,0.1,46.6,86.0,-,2.5,-
106,Mattia Perin,Genoa,31, GK,32,2880,-,-,1,1,-,60.4,0.3,3,6.78,-,-,0.1,-,0.6,-,-,-,-,0.1,-,-,-,31.8,60.4,-,7.5,-
107,Razvan Marin,Cagliari,27, M(C),35(2),2977,3,6,6,-,0.7,87.5,0.3,1,6.78,1.5,0.8,1.3,-,0.4,0.7,0.3,-,0.9,0.6,0.1,0.7,0.7,41.1,87.5,1.4,2.4,-
108,Armando Izzo,Torino,32, D(C),24(1),2011,2,-,3,-,0.7,81.6,2,-,6.78,1.2,2.1,1.7,0.3,2.4,0.8,0.4,-,0.5,1.4,0.1,0.3,0.3,46.5,81.6,0.3,4,-
109,Francesco Caputo,Sassuolo,36, FW,19(6),1702,11,5,1,-,1.7,77.7,0.4,1,6.77,-,-,0.6,-,0.1,0.1,-,-,0.2,1.3,0.8,0.5,0.5,16.3,77.7,-,0.2,-
110,Diego Demme,Napoli,32, DMC,20(4),1597,2,3,6,-,0.6,89.2,0.3,-,6.77,2.3,0.5,1.4,-,0.6,1.7,-,-,0.3,1.2,-,0.8,0.8,51.8,89.2,-,2.4,-
111,Takehiro Tomiyasu,Bologna,25, D(CLR),31,2719,2,-,4,-,0.5,82.1,2.9,2,6.77,1.5,1.7,1,0.5,3.3,0.4,0.6,1,0.5,0.4,0.1,0.3,0.3,48.7,82.1,0.2,3,-
112,Bram Nuytinck,Udinese,34, D(C),19(1),1643,1,-,1,-,0.2,84.2,1.9,-,6.77,1.1,1.3,0.4,0.1,3.6,0.4,0.9,-,0.2,0.3,-,0.1,0.1,41.2,84.2,0.1,2.4,-
