,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
43,Chris Smalling,Roma,34, D(CR),29(1),2596,3,2,3,-,0.6,90.5,3.2,1,7.0,0.8,1.9,1.1,0.7,4,0.1,1.2,-,0.2,0.3,-,0.1,0.1,48.0,90.5,-,2.4,-
44,Ruslan Malinovskyi,Atalanta,31," M(CLR),FW",12(22),1523,8,3,5,1,2.3,82.5,0.5,4,7.0,0.6,0.1,0.9,-,0.1,0.6,0.1,-,1.4,1.6,0.1,1.2,1.2,26.3,82.5,0.8,1.2,0.1
45,Davide Faraoni,Verona,32," D(R),M(R)",36,3229,5,3,6,-,1.2,73.4,1,3,6.99,1.9,1,0.9,0.1,2.8,1,0.4,-,0.8,1.1,0.1,0.4,0.4,35.9,73.4,0.9,2.4,-
46,Lautaro Martínez,Inter,26, FW,29(6),2467,14,3,8,1,3.6,63.0,1,2,6.99,0.6,0.4,1.5,-,0.3,0.9,0.1,-,1.1,2.1,0.6,1.3,1.3,13.7,63.0,-,0.6,-
47,Juraj Kucka,Parma Calcio 1913,37, M(CLR),22(4),1934,6,3,5,1,1.8,71.4,3.2,-,6.98,1.7,1.1,2,-,1.2,1.8,0.2,-,1,2.1,0.1,1.2,1.2,26.1,71.4,0.2,1.3,0.1
48,Francesco Acerbi,Lazio,36, D(C),36,3166,2,2,4,-,0.4,89.9,1.6,1,6.98,1.6,1.2,0.7,0.3,2.8,0.2,0.8,-,0.4,1.1,0.1,0.2,0.2,56.2,89.9,0.2,5.9,0.1
49,Alex Sandro,Juventus,33," D(CL),M(L)",27(2),2386,1,3,4,-,0.6,87.0,1.1,1,6.97,1.5,1.6,1.4,0.1,1.3,0.7,0.2,-,1.3,1.6,-,0.6,0.6,58.3,87.0,0.6,2.4,0.1
50,Gastón Ramírez,Sampdoria,33," AM(CLR),FW",19(7),1403,7,2,5,-,1.5,80.2,1.3,3,6.96,1.2,0.4,1.2,-,0.3,0.9,0.1,-,1.8,1.6,0.1,1,1,21.0,80.2,0.9,1,0.1
51,José Palomino,Atalanta,34, D(C),28(2),2483,2,1,5,-,0.5,84.5,2.8,-,6.96,2.7,2,1.6,0.5,2.3,0.9,0.5,1,0.2,0.6,-,0.1,0.1,44.8,84.5,0.1,2.7,-
52,Dries Mertens,Napoli,36," AM(CLR),FW",18(13),1688,9,7,5,-,2.5,81.9,0.1,4,6.96,0.4,0.2,0.9,-,0.1,0.8,-,-,0.7,0.8,0.2,0.6,0.6,20.3,81.9,0.7,0.8,0.1
53,Wojciech Szczesny,Juventus,34, GK,29,2592,-,-,1,-,-,83.8,0.2,3,6.96,-,-,-,-,0.6,-,-,-,-,0.1,-,-,-,20.7,83.8,-,3.9,-
54,Ashley Young,Inter,38," D(LR),M(LR)",13(5),1187,4,4,1,-,0.8,82.1,0.4,1,6.96,0.6,0.8,0.4,-,1,0.7,0.2,-,0.8,1.2,0.2,0.2,0.2,27.3,82.1,0.4,1,0.1
55,Luis Muriel,Atalanta,33," AM(CL),FW",10(24),1246,18,1,1,-,2.3,72.1,0.9,3,6.95,0.4,0.1,0.8,-,-,0.3,-,-,0.9,0.8,0.1,1.2,1.2,14.1,72.1,0.3,0.4,-
56,Gaetano Castrovilli,Fiorentina,27, AM(C),31(2),2681,3,2,10,-,1.5,81.2,0.7,4,6.94,1.8,0.5,2,0.1,0.7,1.1,0.1,-,2.8,2.4,-,1.9,1.9,32.5,81.2,0.2,1.3,0.1
57,Mario Pasalic,Atalanta,29," M(CLR),FW",30(5),2426,9,5,6,-,1.7,88.2,1.3,1,6.94,1.3,0.8,1,-,0.6,1,0.2,1,0.6,0.7,-,0.7,0.7,40.1,88.2,0.1,2.9,-
58,Alexis Sánchez,Inter,35," M(CLR),FW",10(12),918,4,8,2,1,1,75.5,0.2,3,6.94,0.4,0.1,0.9,-,-,0.3,-,-,1,1.5,0.4,0.8,0.8,16.3,75.5,0.7,1.3,-
59,Juan Musso,Udinese,29, GK,38,3420,-,-,1,-,-,72.9,0.1,2,6.93,-,-,-,-,0.8,-,-,-,-,0.1,-,-,-,26.3,72.9,-,6.1,-
60,Roberto Gagliardini,Inter,30, DMC,21(3),1805,4,2,5,-,1.4,85.0,1.2,-,6.92,1.6,1.3,1.4,-,0.8,1.2,0.3,-,0.4,1,0.2,0.6,0.6,38.4,85.0,0.2,1.9,-
61,Stefan de Vrij,Inter,32, D(C),32(2),2830,4,3,5,-,0.6,91.8,1.9,1,6.92,1,1.5,1.1,0.5,3.4,0.4,0.7,-,0.2,0.3,-,-,-,48.9,91.8,-,2.9,-
62,Bremer,Torino,27, D(C),27,2276,3,1,2,2,0.5,80.3,2.8,2,6.92,2.3,2.7,1.2,0.5,4.1,0.5,0.8,-,0.6,0.7,0.1,0.3,0.3,42.0,80.3,-,3.3,-
63,Roberto Soriano,Bologna,33, AM(CLR),29,2480,5,5,4,2,1.3,87.0,0.8,-,6.91,1.5,0.6,2,-,0.8,1.2,-,-,1,1.6,0.1,1,1,39.4,87.0,0.2,1,0.1
64,Berat Djimsiti,Atalanta,31, D(C),32(2),2791,2,1,5,-,0.6,86.0,3.1,1,6.91,1.2,1.4,0.9,0.4,2.6,0.5,0.4,-,0.2,1.1,-,0.2,0.2,53.4,86.0,-,2.6,-
65,Marten de Roon,Atalanta,33," D(C),DMC",29(6),2718,2,5,12,-,0.9,86.8,1.4,1,6.9,2.2,1.3,1.7,-,1.1,1.2,0.2,1,0.3,0.6,-,0.3,0.3,57.1,86.8,0.2,2.7,-
66,Seko Fofana,Udinese,28, M(C),24(8),2252,3,7,4,-,1.4,87.7,0.2,2,6.89,0.5,0.5,0.6,-,0.5,0.8,-,-,2.2,0.6,-,1,1,32.4,87.7,0.2,1.7,0.1
67,Riccardo Orsolini,Bologna,27," M(CR),FW",32(5),2694,8,6,3,-,2.4,70.0,0.8,4,6.89,1,0.4,1.1,-,0.5,0.9,-,-,1.4,2.1,0.4,1.3,1.3,24.1,70.0,1,1.1,-
68,Alex Berenguer,Torino,28," D(LR),M(CLR),FW",21(8),1828,6,2,4,-,1.4,79.2,0.6,1,6.88,0.7,0.6,1,0.1,0.4,0.9,-,-,2.2,1.4,0.3,1.7,1.7,23.4,79.2,0.5,0.9,0.1
69,Arkadiusz Milik,Napoli,30," AM(C),FW",19(7),1751,11,-,5,-,2.6,82.3,1.4,4,6.88,0.5,0.1,1,-,0.5,0.3,-,-,0.3,1.1,0.5,0.6,0.6,17.8,82.3,-,0.2,-
70,Nicolò Zaniolo,Roma,24," AM(CLR),FW",16(10),1535,6,2,8,-,1.8,82.1,0.3,2,6.87,0.6,0.2,1.6,-,0.2,0.8,-,-,2.2,1.7,0.1,1.8,1.8,15.7,82.1,0.2,1,0.1
71,Cengiz Ünder,Roma,26, M(CLR),10(8),873,3,-,2,-,1.5,77.6,0.3,1,6.87,0.6,0.4,0.3,-,0.3,0.4,0.1,-,1.8,0.9,-,0.6,0.6,16.6,77.6,0.7,1.2,0.1
72,Luigi Sepe,Parma Calcio 1913,32, GK,34,3060,-,-,1,-,-,73.5,0.3,3,6.87,-,-,-,-,0.4,-,-,-,-,0.1,-,-,-,29.8,73.5,-,8.5,-
73,Senad Lulic,Lazio,38," D(L),M(CL)",20,1584,-,2,6,-,0.8,82.5,1.2,-,6.87,1.1,1.1,1.4,0.1,1.3,1.5,0.2,-,1.3,0.6,0.4,0.9,0.9,34.8,82.5,1.1,2.2,-
74,Lucas Leiva,Lazio,37," D(C),M(C)",23(2),1818,-,1,8,1,0.4,86.4,1.5,-,6.87,2.4,1.9,1.9,-,1.3,1.8,0.2,-,0.2,0.8,-,0.4,0.4,45.2,86.4,-,2.6,0.1
75,Giovanni Di Lorenzo,Napoli,30," D(CLR),M(R)",33,2970,3,3,5,-,0.6,87.8,1.8,1,6.86,1.8,0.8,1,0.4,1.4,0.9,0.3,-,0.6,1.6,0.1,0.6,0.6,60.5,87.8,0.4,2,-
76,Marko Rog,Cagliari,28, M(C),28(2),2359,1,1,10,-,1,86.4,0.7,-,6.86,2.3,0.7,2,-,0.5,2.1,0.4,-,1.8,1.4,-,1.2,1.2,37.8,86.4,0.3,1.6,-
77,Sandro Tonali,Brescia,23, DMC,34(1),3019,1,7,9,-,0.8,76.1,0.3,-,6.86,1.1,1.2,1.2,-,1.1,1.1,0.4,-,1.1,1.7,-,0.9,0.9,39.0,76.1,2,3.1,0.1
78,Alessio Romagnoli,AC Milan,29, D(CL),35,3092,1,-,4,-,0.4,90.7,2.3,1,6.86,1.3,1.6,1.2,0.7,4.3,0.3,0.5,-,0.1,0.6,-,-,-,56.7,90.7,-,3.8,-
79,Hernani,Parma Calcio 1913,30, M(CL),27(5),2422,-,4,10,-,1.1,77.1,1.1,1,6.86,1.9,1.6,1.4,-,1.4,2.6,0.3,-,1.1,0.6,0.1,0.7,0.7,29.5,77.1,0.9,2.7,-
80,Riccardo Gagliolo,Parma Calcio 1913,34, D(CL),31(1),2606,3,2,7,-,1,77.3,0.7,2,6.85,1.8,1.6,1,0.2,2.4,0.9,0.6,-,0.5,1.2,0.1,0.2,0.2,34.8,77.3,0.4,2.3,-
81,Etrit Berisha,SPAL 2013,35, GK,26,2340,-,-,1,-,-,66.0,0.3,-,6.85,0.1,-,-,-,0.8,-,-,-,-,0.2,-,-,-,28.2,66.0,-,7.2,-
82,Ante Rebic,AC Milan,30," AM(CLR),FW",15(11),1400,11,3,5,-,1.6,65.7,0.7,2,6.85,0.6,0.1,1,-,0.5,1,-,-,0.9,0.5,0.1,0.8,0.8,13.8,65.7,0.3,0.3,-
83,Salvatore Sirigu,Torino,37, GK,36,3240,-,-,4,-,-,68.6,0.1,2,6.85,-,0.1,-,-,0.4,-,-,-,-,0.1,-,-,-,29.0,68.6,-,8.6,-
84,Domenico Criscito,Genoa,37," D(CL),M(L)",24(2),2056,8,-,7,-,0.9,79.6,1,-,6.84,2,2,1.2,0.3,2.5,1.2,0.5,-,0.3,1.6,-,0.3,0.3,40.3,79.6,0.5,3.2,-
85,Gonzalo Higuaín,Juventus,36, FW,20(12),1868,8,4,2,-,2.3,82.4,0.3,1,6.84,0.4,0.2,0.6,-,0.4,0.8,-,-,0.7,0.5,0.4,0.6,0.6,19.7,82.4,0.1,1.3,0.1
86,Mário Rui,Napoli,32," D(L),M(L)",22(2),1969,-,2,9,-,1.3,84.6,0.9,1,6.83,1.3,0.9,0.9,0.3,1.4,0.8,0.2,-,1,2.3,0.1,0.6,0.6,71.3,84.6,1.1,2.5,-
87,Fabio Quagliarella,Sampdoria,41, FW,26(2),2284,11,3,2,-,3.6,67.2,1.2,2,6.83,0.3,0.3,0.7,-,0.5,1,-,-,0.5,1.1,0.8,0.9,0.9,18.5,67.2,0.2,0.8,0.1
88,Samu Castillejo,AC Milan,29," AM(CLR),FW",17(6),1216,2,3,3,1,1.3,81.0,0.7,2,6.83,1,1,0.6,-,0.1,1.4,0.1,-,0.9,0.9,0.3,0.9,0.9,20.3,81.0,0.7,0.9,-
89,Rodrigo Palacio,Bologna,42," AM(CLR),FW",28(7),2522,7,3,5,-,1.7,77.3,1.8,3,6.83,0.5,0.1,0.9,-,1,0.7,0.1,-,1,1.5,0.8,1.4,1.4,26.5,77.3,0.5,0.6,-
90,Gianluca Lapadula,Lecce,34, FW,20(5),1787,11,-,8,1,2.4,76.3,2.2,2,6.83,0.6,-,1.7,-,0.6,0.4,-,-,0.7,2.3,1,1.4,1.4,12.6,76.3,-,0.3,-
91,Adrien Rabiot,Juventus,29," DMC,M(L)",21(7),1914,1,1,5,1,0.7,90.0,0.9,1,6.82,1.7,1.1,1.8,-,0.5,0.9,0.2,-,1.3,1,-,0.9,0.9,39.0,90.0,0.1,0.9,-
92,Manolo Gabbiadini,Sampdoria,32," AM(CLR),FW",24(9),2043,11,1,2,-,2.6,68.5,1.2,1,6.82,0.3,0.3,0.9,-,0.3,0.2,-,-,0.4,1.2,0.5,0.8,0.8,15.2,68.5,0.5,0.2,-
93,Stefan Radu,Lazio,37, D(CL),28(1),2316,1,-,8,-,0.1,88.4,1.1,-,6.82,1.5,1.2,1.1,0.2,2.9,0.5,0.3,-,0.6,0.7,-,0.1,0.1,45.4,88.4,0.4,3,-
94,Takehiro Tomiyasu,Bologna,25, D(CLR),29,2532,1,3,8,-,0.7,82.7,2,1,6.81,1.4,1.7,1.3,0.3,2.3,0.7,0.3,-,1.1,1,-,0.6,0.6,48.5,82.7,0.2,2,-
95,Filip Djuricic,Sassuolo,32," AM(CLR),FW",19(10),1640,5,5,6,-,1.4,80.5,0.4,2,6.81,0.8,0.3,1.2,-,0.4,0.6,0.1,-,1.2,1.6,0.1,1.2,1.2,23.0,80.5,0.3,0.6,0.1
96,Thomas Strakosha,Lazio,29, GK,38,3420,-,-,2,-,-,75.6,0.1,1,6.81,-,-,-,-,0.5,-,-,-,-,0.1,-,-,-,28.6,75.6,-,5.7,-
97,Antonio Candreva,Inter,37, M(CLR),24(8),2003,5,7,5,-,1.3,82.7,0.2,1,6.81,0.3,0.4,0.5,-,0.7,0.7,0.3,-,0.3,0.6,0.4,0.3,0.3,31.4,82.7,1.3,2.3,-
98,Gianluigi Donnarumma,AC Milan,25, GK,36,3202,-,-,3,-,-,73.5,0.2,2,6.81,-,0.1,-,-,1.3,-,-,-,-,0.1,-,-,-,26.6,73.5,-,6.3,-
99,Ken Sema,Udinese,30," D(L),M(CLR)",30(2),2466,2,1,6,-,0.5,78.1,0.5,-,6.8,1.8,0.5,1,-,1,1,0.2,-,1.6,0.5,0.1,0.8,0.8,22.7,78.1,1.3,0.7,-
100,Cristian Romero,Genoa,26, D(C),30,2581,1,1,13,1,0.5,88.4,2.4,1,6.8,1.7,2.5,1.6,0.4,3.7,1,1.1,-,0.6,0.8,0.1,0.1,0.1,50.7,88.4,-,2.7,-
101,Rafael Tolói,Atalanta,33, D(C),29(4),2606,2,6,11,-,0.8,81.4,1.5,1,6.8,1.7,1.4,1.1,0.2,2.4,1.3,0.5,-,0.3,0.5,0.1,0.2,0.2,50.0,81.4,-,2.8,-
102,Remo Freuler,Atalanta,32, DMC,28(3),2344,2,2,3,-,0.6,88.5,0.5,-,6.8,1.6,0.9,1.3,-,0.8,1.4,0.2,-,0.5,1.1,-,0.6,0.6,52.0,88.5,0.2,1.4,-
103,Darko Lazovic,Verona,33, M(CLR),37(1),3248,3,7,4,-,0.9,77.3,0.5,1,6.8,0.7,0.6,0.3,0.1,1.1,0.3,0.1,-,1,0.4,0.5,0.5,0.5,32.4,77.3,0.8,0.8,-
104,Nicolò Barella,Inter,27, AM(C),23(4),2018,1,4,11,-,0.9,83.7,0.8,1,6.8,1.3,0.5,1.4,-,0.4,1.1,0.2,-,1.3,1.4,0.1,0.9,0.9,44.0,83.7,0.3,2.9,-
105,Amir Rrahmani,Verona,30, D(CL),36,3229,-,1,5,-,1.2,80.4,3.2,1,6.8,1.4,0.8,1.4,0.2,4,0.6,0.9,-,0.3,0.5,-,0.4,0.4,41.4,80.4,-,2.5,-
106,Tomás Rincón,Torino,36, M(CR),31(1),2708,1,3,11,-,0.5,82.6,1.8,-,6.8,1.8,1.1,2.1,0.1,1.9,1.3,0.1,-,0.9,1.5,-,0.8,0.8,38.5,82.6,0.2,3.3,-
107,Piotr Zielinski,Napoli,29, M(CLR),32(5),2926,2,4,4,-,2.1,87.9,0.4,-,6.79,0.7,0.6,0.7,-,0.4,0.5,0.1,-,1.2,1.5,-,1,1,52.5,87.9,0.2,2.5,0.1
108,Marash Kumbulla,Verona,24, D(C),25,1958,1,-,5,1,0.4,84.9,2.6,-,6.79,1.6,2,1.9,0.7,3.3,0.7,1,-,0.1,1,-,0.2,0.2,36.4,84.9,-,1.6,-
109,Marco Silvestri,Verona,33, GK,35,3150,-,-,2,-,-,41.7,0.3,1,6.79,-,0.1,-,-,0.7,-,-,-,-,0.1,-,-,-,25.9,41.7,-,5.9,-
110,Nikola Maksimovic,Napoli,32," D(CR),M(R)",21(2),1801,1,1,3,1,0.2,93.1,1.8,-,6.79,1.5,1.3,1.1,0.3,2.7,0.5,0.5,-,0.4,0.3,-,0.1,0.1,59.5,93.1,0.3,2.6,-
111,Matthijs de Ligt,Juventus,24, D(C),26(3),2448,4,-,5,-,0.6,90.2,2.6,-,6.79,0.9,0.9,1,0.4,3.3,0.3,0.8,-,-,0.6,-,0.1,0.1,53.7,90.2,-,3.4,-
112,Cristian Ansaldi,Torino,37," D(CLR),M(CLR)",21(6),1773,4,4,9,-,1.1,77.1,0.4,1,6.78,1.4,0.5,1,0.1,0.6,0.6,0.1,-,1.3,1.1,0.1,1.1,1.1,20.2,77.1,1.7,2.3,-
