,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
73,Hassane Kamara,Nice,30," D(L),M(LR)",34(2),2966,2,1,3,-,0.8,84.7,1,1,6.83
74,Mauro Icardi,PSG,31, FW,11(9),1074,7,3,1,-,2,79.2,0.8,1,6.83
75,Houssem Aouar,Lyon,25, M(CL),23(7),1793,7,3,3,1,2.3,86,0.1,-,6.83
76,Alessandro Florenzi,PSG,33," D(LR),M(CLR)",18(3),1543,2,1,1,-,1,83.7,0.6,-,6.83
77,Mitchel Bakker,PSG,23," D(L),M(L)",18(8),1691,-,2,1,-,0.1,90.4,0.9,-,6.83
78,Jonathan David,Lille,24," AM(C),FW",29(8),2368,13,2,-,-,1.5,77.4,0.4,1,6.83
79,Damien Da Silva,Rennes,35, D(C),30,2664,4,-,7,1,0.8,88,2.5,1,6.83
80,Layvin Kurzawa,PSG,31," D(L),M(L)",15(4),1282,1,1,4,1,0.6,87.6,1.6,1,6.83
81,Boulaye Dia,Reims,27," AM(CR),FW",35(1),2947,14,1,2,-,1.8,80.5,0.9,5,6.83
82,Yvan Neyou,Saint-Etienne,27, DMC,29(2),2450,1,2,9,-,0.9,86.6,0.8,1,6.82
83,Sébastien Corchia,Nantes,33," D(R),M(R)",23(2),2067,-,1,3,-,0.8,72.1,1,1,6.82
84,Ander Herrera,PSG,34, M(C),18(13),1846,1,3,6,-,0.7,91.1,0.3,-,6.82
85,Jean-Eudes Aholou,Strasbourg,30, DMC,26(1),2156,2,2,9,-,1.1,83.1,1.5,1,6.82
86,Pape Sarr,Metz,21, M(C),18(4),1594,3,-,5,-,1.4,85.3,1.1,1,6.82
87,Mike Maignan,Lille,28, GK,38,3420,-,-,1,-,-,67.3,0.3,1,6.82
88,Dénis Bouanga,Saint-Etienne,29," M(CLR),FW",30(6),2738,7,4,7,-,2.8,67.3,1.8,3,6.82
89,Trevoh Chalobah,Lorient,24," D(CR),DMC",24(5),2239,2,2,5,-,0.5,84.8,1.5,2,6.82
90,Youssouf Fofana,Monaco,25, DMC,35,2883,-,3,8,1,1,85.5,0.6,1,6.81
91,Bruno Guimarães,Lyon,26, DMC,21(12),1760,3,1,6,-,0.8,90.5,0.3,1,6.81
92,Jonathan Gradit,Lens,31, D(CR),33,2828,-,1,7,1,0.1,86.9,1.8,1,6.81
93,Eduardo Camavinga,Rennes,21," D(L),DMC",28(7),2413,1,2,6,-,0.7,89,0.5,4,6.80
94,Harold Moukoudi,Saint-Etienne,26, D(C),26,2277,3,1,6,-,0.5,88.5,2,-,6.80
95,Julien Laporte,Lorient,30, D(C),30,2660,-,-,6,1,0.3,82.5,2.7,-,6.80
96,Pierre Lees-Melou,Nice,30, M(CLR),23(6),2066,4,2,3,1,1.5,86.3,0.5,2,6.80
97,Birger Meling,Nimes,29," D(LR),DMC",26,2329,2,3,4,-,0.5,79.8,0.8,2,6.80
98,Guillermo Maripán,Monaco,29, D(C),22(6),2088,5,1,7,-,0.5,90,1.5,2,6.80
99,Benoît Badiashile,Monaco,23, D(C),32(3),2873,2,1,5,-,0.7,86.9,3.1,1,6.79
100,Yacine Adli,Bordeaux,23, M(C),25(10),2417,2,5,6,-,0.7,83.7,0.8,2,6.79
101,Romain Thomas,Angers,35, D(C),34,3026,4,-,4,1,0.4,84.6,2.9,2,6.78
102,Alexis Claude-Maurice,Nice,25, AM(CL),21(9),1909,4,5,2,-,1.1,84.5,0.3,3,6.78
103,Caio Henrique,Monaco,26," D(L),M(CL)",26(5),2376,-,4,-,-,0.2,84.3,0.6,-,6.78
104,Kenny Lala,Strasbourg,32," D(LR),M(R)",21,1837,3,3,1,-,0.5,74.1,0.9,-,6.78
105,Renato Sanches,Lille,26, M(CR),14(9),1273,1,3,4,-,0.9,85.8,0.3,-,6.78
106,Andrei Girotto,Nantes,32," D(C),DMC",29(5),2665,1,1,3,1,0.9,80.1,2.5,1,6.77
107,Laurent Abergel,Lorient,31, DMC,32(6),2968,3,1,5,-,0.8,83.7,0.2,-,6.77
108,Habib Diallo,Strasbourg,28," AM(R),FW",27(5),2332,9,3,2,-,1.7,67.4,3,4,6.77
109,Marshall Munetsi,Reims,27," D(C),M(C)",21(6),1929,1,-,7,1,0.4,83.4,2.1,2,6.76
110,Samuel Kalu,Bordeaux,26, M(CLR),14(6),973,4,1,3,-,1.3,77,0.8,1,6.76
111,Djibril Sidibé,Monaco,31," D(CLR),M(R)",21(9),1979,-,2,3,-,0.2,85.1,0.8,1,6.76
112,Boubakary Soumaré,Lille,25, DMC,21(11),1916,-,1,3,-,0.3,86.9,0.9,-,6.76
113,Paul Baysse,Bordeaux,35, D(CR),29(2),2614,2,2,3,1,0.4,87.7,2.2,-,6.75
114,Ghislain Konan,Reims,28," D(L),M(L)",29(2),2612,2,1,5,-,0.3,80.9,0.8,-,6.75
115,Xavier Chavalerin,Reims,33," DMC,M(L)",29(1),2550,-,3,8,-,0.7,84.3,0.5,-,6.75
116,Anthony Caci,Strasbourg,26," D(CLR),M(LR)",32(1),2807,-,2,-,-,0.2,77,0.8,-,6.75
117,Renaud Ripart,Nimes,31," D(R),M(CLR),FW",35(3),3063,11,1,3,-,1.8,69.5,1.9,-,6.74
118,Hiroki Sakai,Marseille,34," D(CLR),M(R)",26(3),2387,-,1,6,1,0.1,82.6,1.4,-,6.74
119,Danilo Pereira,PSG,32," D(C),DMC",16(7),1429,2,1,3,-,0.7,92,1.3,-,6.74
120,Bruno Ecuele Manga,Dijon,35, D(CR),38,3420,2,-,3,-,0.8,84.7,3.3,1,6.73
121,Junior Sambia,Montpellier,27," D(R),M(CR)",26(10),2445,1,6,2,-,0.5,79.7,1.1,1,6.73
122,Nathanaël Mbuku,Reims,22," AM(CLR),FW",28(4),2230,4,1,3,-,1.2,81.6,0.8,2,6.73
123,Julian Draxler,PSG,30," AM(CLR),FW",12(12),1061,4,3,3,-,0.5,88.4,0.2,1,6.73
124,Steven Nzonzi,Rennes,35, M(C),33(1),2910,1,1,8,1,0.6,91.7,2.5,-,6.73
125,Sacha Boey,Dijon,23, D(R),21(3),1865,-,1,1,-,0.4,79.2,1,-,6.73
126,Moses Simon,Nantes,28," M(CLR),FW",28(5),2341,6,5,2,-,1.2,75,0.6,1,6.73
127,Glody Ngonda,Dijon,29, D(L),25(5),2310,2,-,5,-,0.4,73.1,1.1,-,6.73
128,Mohamed Simakan,Strasbourg,24, D(CR),19,1619,1,1,2,-,0.7,82.1,1.4,1,6.72
129,Pablo Sarabia,PSG,31," D(L),M(CLR),FW",13(14),1313,6,4,2,-,1.4,79.4,0.1,2,6.72
130,Youssouf Sabaly,Bordeaux,31," D(LR),M(R)",33,2915,1,2,4,-,0.4,84.4,0.8,1,6.72
131,Seko Fofana,Lens,28, M(C),25(5),2311,2,3,2,-,1.3,87.4,0.7,-,6.72
132,Morgan Schneiderlin,Nice,34, DMC,24(4),2197,-,-,7,1,0.4,88.8,1.4,-,6.72
133,Abdou Diallo,PSG,28, D(CL),17(5),1488,-,1,1,2,0.2,93.1,1.1,-,6.72
134,Thomas Mangani,Angers,37, M(C),32(3),2702,3,3,3,-,0.7,83.6,0.7,-,6.71
135,Ronaël Pierre-Gabriel,Brest,25," D(CLR),M(R)",28(1),2315,1,-,4,-,0.3,82.8,0.7,2,6.71
136,Thomas Delaine,Metz,32," D(L),M(LR)",19(5),1780,3,2,4,-,0.8,77.6,0.4,2,6.71
137,Duje Caleta-Car,Marseille,27, D(C),32(1),2816,2,1,8,1,0.3,86.1,2.5,-,6.71
138,Wout Faes,Reims,26, D(CL),33,2901,1,-,11,2,0.3,86.1,1.7,1,6.70
139,Leandro Paredes,PSG,29, DMC,16(5),1308,1,2,5,1,1.1,90.9,0.5,1,6.70
140,John Boye,Metz,37, D(C),35,3047,1,2,4,2,0.4,82.8,1.7,-,6.70
141,Nicolas Pallois,Nantes,36, D(C),31(1),2776,2,-,7,1,0.4,79,1.9,-,6.70
142,Terem Moffi,Lorient,24," AM(R),FW",26(6),2091,14,2,2,-,1.8,68.9,1.2,2,6.70
143,Adil Aouchiche,Saint-Etienne,21, AM(CL),21(13),1742,2,5,2,-,0.8,76.7,0.4,1,6.70
144,Remi Oudin,Bordeaux,27," M(CLR),FW",27(11),2435,4,4,2,-,1.4,72.6,1.3,2,6.70
145,Wahbi Khazri,Saint-Etienne,33," M(CLR),FW",16(6),1194,7,1,5,1,1.5,71.3,0.3,2,6.70
146,Anthony Lopes,Lyon,33, GK,38,3420,-,-,2,-,-,79.5,0.2,1,6.69
147,Jason Denayer,Lyon,28," D(CR),DMC",31,2619,1,-,1,-,0.2,94.6,1.5,-,6.69
148,Walter Benítez,Nice,31, GK,38,3420,-,-,3,-,-,78.6,0.3,1,6.69
149,Daniel Congré,Montpellier,39, D(CLR),38,3294,2,-,4,-,0.3,86.5,1.9,2,6.69
150,Rony Lopes,Nice,28," AM(CLR),FW",23(5),1798,3,1,1,-,1.5,80,0.3,1,6.69
151,Alexandre Oukidja,Metz,35, GK,34,3060,-,-,3,1,-,59.4,0.5,2,6.68
152,Thomas Foket,Reims,29," D(CLR),M(R)",37,3325,-,3,4,-,0.2,80.1,0.8,-,6.68
153,Ibrahima Sissoko,Strasbourg,26," D(C),DMC",29(7),2586,-,-,6,-,0.7,81.5,1.5,-,6.67
154,Predrag Rajkovic,Reims,28, GK,37,3286,-,-,2,-,-,62.7,0.4,2,6.67
155,Presnel Kimpembe,PSG,28, D(C),26(2),2307,-,-,6,1,0.2,95,1.3,-,6.67
156,Dennis Appiah,Nantes,31," D(CLR),M(R)",16(6),1554,-,2,3,-,0.3,74.8,1.4,1,6.67
157,Ignatius Ganago,Lens,25," AM(LR),FW",16(8),1308,7,-,-,-,1.7,72.6,0.9,3,6.67
158,Charles Traoré,Nantes,32," D(L),M(L)",19(3),1701,1,-,6,-,0.1,71.4,1.7,1,6.67
159,Thiago Mendes,Lyon,32," D(CR),M(CR)",23(9),2242,-,1,5,1,0.7,88.3,0.8,-,6.66
160,William Saliba,Nice,23, D(C),20,1800,1,-,2,-,0.3,91.3,1.9,-,6.66
161,Flavien Tait,Rennes,31, M(CLR),16(7),1371,1,3,6,-,1.1,85.1,0.4,1,6.66
162,Jonas Omlin,Montpellier,30, GK,31,2675,-,-,-,1,-,66,0.3,2,6.66
163,Andreaw Gravillon,Lorient,26, D(CR),26,2274,2,2,3,1,0.5,74.9,2.2,2,6.66
164,Fábio,Nantes,33," D(LR),M(R)",19(3),1513,-,1,3,1,0.3,77.3,1.8,1,6.65
165,Jonathan Ikoné,Lille,26," AM(CLR),FW",26(11),2187,4,5,-,-,1.3,81,0.5,1,6.65
166,Cesc Fàbregas,Monaco,37," M(CL),FW",7(14),875,2,3,2,-,0.5,82.9,0.3,1,6.65
167,Miguel Trauco,Saint-Etienne,31," D(L),M(L)",22(4),2036,-,2,1,-,0.2,78.3,0.8,1,6.65
168,Mathieu Cafaro,Reims,27, AM(CLR),27(4),2091,4,2,3,-,1.9,68,0.3,-,6.65
169,Valon Berisha,Reims,31, M(CL),17(7),1644,-,3,2,-,0.9,85.2,0.4,-,6.64
170,Baptiste Reynet,Nimes,33, GK,38,3420,-,-,3,-,0.1,64.6,0.3,1,6.64
171,Álvaro González,Marseille,34, D(C),32,2834,2,3,14,-,0.5,87.9,1.5,-,6.64
172,Issiaga Sylla,Lens,30," D(LR),M(L)",13(7),1118,1,-,-,1,0.5,78.7,1.4,-,6.63
173,Matthieu Udol,Metz,28," D(CL),M(L)",19(6),1723,-,3,1,1,0.5,83.6,0.7,1,6.63
174,Axel Disasi,Monaco,26, D(CR),24(5),2017,3,-,4,2,0.6,86.7,1.9,1,6.63
175,Toma Basic,Bordeaux,27, M(C),32(2),2609,4,1,7,-,1.3,84.8,0.8,-,6.63
176,Romain Hamouma,Saint-Etienne,37," M(CLR),FW",19(10),1773,6,1,5,-,1.1,75.1,0.7,1,6.62
177,Souleyman Doumbia,Angers,27," D(L),M(L)",24(3),2221,-,1,8,-,0.3,82.4,0.9,-,6.62
178,Hwang Ui-Jo,Bordeaux,31," AM(CLR),FW",32(4),2524,12,3,1,-,2.1,79.9,0.9,1,6.62
179,Clément Grenier,Rennes,33, M(CL),12(11),1077,4,3,3,-,1.2,82.5,0.3,1,6.62
180,Alban Lafont,Nantes,25, GK,38,3420,-,-,2,-,-,53.6,0.4,-,6.61
181,Dimitri Liénard,Strasbourg,36," D(L),M(CL)",19(15),1828,2,4,2,-,0.9,82.7,0.4,1,6.61
182,Adrien Truffert,Rennes,22," D(L),M(L)",23(6),1957,1,3,3,-,0.8,87,0.7,1,6.61
183,Yusuf Yazici,Lille,27," M(CLR),FW",10(22),1078,7,4,1,-,1.4,76.2,0.1,3,6.61
184,Hicham Boudaoui,Nice,24, M(CR),22(3),1749,3,2,9,-,0.6,82.5,0.6,1,6.61
185,Niclas Eliasson,Nimes,28," AM(CLR),FW",19(11),1805,4,3,1,-,0.8,69,0.6,1,6.60
186,Jean-Charles Castelletto,Nantes,29, D(CR),22(2),1948,1,-,4,-,0.3,81.2,2.2,-,6.60
187,Jean-Ricner Bellegarde,Strasbourg,25, M(CLR),25(11),2098,1,1,3,-,0.6,81.8,0.6,-,6.60
188,Thilo Kehrer,PSG,27," D(CLR),M(R)",16(8),1610,-,-,3,-,0.3,92.5,1.3,-,6.60
189,Pierrick Capelle,Angers,37," D(L),M(CLR)",24(11),2054,3,3,2,-,0.8,81.5,1.3,-,6.59
190,Jonathan Panzo,Dijon,23, D(C),21(1),1805,-,-,5,-,0.2,87,1.8,1,6.59
191,Benoît Costil,Bordeaux,36, GK,38,3420,-,-,-,-,-,67.3,0.2,-,6.59
192,Nicolas Cozza,Montpellier,25, D(CL),15(5),1373,-,-,2,-,0.1,80.6,0.8,-,6.58
193,Enzo Le Fée,Lorient,24, M(CLR),21(15),1816,-,6,6,-,0.9,82.1,0.1,-,6.58
194,Domagoj Bradaric,Lille,24," D(L),M(L)",14(12),1259,1,2,4,-,0.2,84.6,0.7,1,6.58
195,Alfred Gomis,Rennes,30, GK,22,1980,-,-,1,-,-,75,0.4,-,6.58
196,Lassana Coulibaly,Angers,28, M(CL),18(11),1687,1,1,4,1,0.5,82.7,1,1,6.58
197,Arnaud Nordin,Saint-Etienne,25," AM(CLR),FW",20(12),1783,4,4,1,-,1.4,82,0.2,1,6.58
198,Maxence Caqueret,Lyon,24, M(C),19(10),1761,-,1,2,1,0.3,86.9,0.3,-,6.57
199,Lamine Fomba,Nimes,26, DMC,24(8),2176,1,1,8,-,0.8,80.9,1,1,6.57
200,Kasper Dolberg,Nice,26, FW,21(4),1931,6,2,2,-,1.5,81.5,0.9,1,6.57
201,Pedro Mendes,Montpellier,33, D(CR),19(3),1629,2,-,5,-,0.3,84.1,1.4,-,6.56
202,Imrân Louza,Nantes,25, M(CLR),28(5),2390,7,2,4,1,1.1,82.6,0.4,-,6.56
203,Jordan Lotomba,Nice,25," D(LR),M(R)",24(6),2127,1,-,5,1,0.3,82.9,0.6,-,6.56
204,Paul Lasne,Brest,35, M(CLR),19(3),1688,-,-,4,1,0.2,85.8,1,-,6.56
205,Arnaud Kalimuendo,Lens,22, FW,13(15),1218,7,3,-,-,1.1,80.5,0.1,-,6.56
206,Ismaël Traoré,Angers,37, D(CR),34,2994,3,3,3,-,0.4,84.1,1.1,1,6.56
207,Gautier Larsonneur,Brest,27, GK,35,3150,-,-,2,-,-,77.1,0.2,-,6.55
208,Sinaly Diomandé,Lyon,23, D(CR),10(17),1119,-,-,3,-,0.6,86.8,1.8,-,6.55
209,Myziane Maolida,Nice,25," AM(LR),FW",11(8),1079,3,1,2,-,1,77.8,0.2,-,6.55
210,Pape Gueye,Marseille,25, DMC,22(10),2058,2,-,9,1,0.5,84.2,1.4,-,6.55
211,Arbër Zeneli,Reims,29," AM(LR),FW",14(14),1293,3,3,1,-,0.8,79.1,0.3,1,6.55
212,Timothée Kolodziejczak,Saint-Etienne,32," D(CL),M(L)",23(1),2038,-,-,4,1,0.4,83.1,1.9,-,6.55
213,Dylan Bronn,Metz,28, D(C),38,3413,2,-,4,-,0.4,83.2,1.2,-,6.55
214,Xeka,Lille,29, M(C),11(22),1189,1,2,6,-,0.5,88.9,0.6,-,6.55
215,Mihailo Ristic,Montpellier,28," D(L),M(L)",26(8),2239,-,2,4,-,0.6,79.6,0.7,-,6.55
216,Florent Mollet,Montpellier,32, AM(CLR),30(4),2371,3,5,5,2,1.5,89.4,0.4,-,6.54
217,Stephy Mavididi,Montpellier,25," AM(LR),FW",23(12),2034,9,-,3,-,0.9,81.3,0.3,2,6.54
218,Lamine Gueye,Metz,26," AM(R),FW",19(7),1467,3,2,1,-,1.6,75.7,1,-,6.54
219,Arnaud Souquet,Montpellier,32," D(CR),M(R)",14(9),1227,1,1,5,-,0.3,76.1,0.3,-,6.53
220,Facundo Medina,Lens,24, D(CL),23(1),2007,2,-,11,-,0.4,85.8,1,-,6.52
221,Leonardo Balerdi,Marseille,25, D(C),19(2),1635,2,-,6,1,0.6,87,1.7,-,6.52
222,Adrien Thomasson,Strasbourg,30, M(CLR),31(6),2639,5,1,6,1,1.3,78,0.6,1,6.52
223,Gaëtan Charbonnier,Brest,35," AM(C),FW",17(19),1565,6,1,4,-,1,78.6,0.9,1,6.52
224,Haris Belkebla,Brest,30, DMC,33(2),2736,-,-,7,1,0.2,87.7,0.7,-,6.52
225,Vincent Le Goff,Lorient,34," D(CL),M(L)",26,2307,-,-,-,-,0.3,77.3,0.8,-,6.52
226,Benjamin Lecomte,Monaco,33, GK,28,2520,-,-,1,-,-,72.8,0.4,-,6.52
227,Faitout Maouassa,Rennes,25," D(L),M(LR)",13(10),1173,-,1,4,-,1.2,82.7,0.6,-,6.52
228,Andrés Cubas,Nimes,27, DMC,27,2252,1,-,4,1,0.4,83.9,0.2,-,6.52
229,Luis Henrique,Marseille,22, M(LR),6(13),670,-,5,-,-,0.3,80.7,0.2,-,6.51
230,Yannick Cahuzac,Lens,39, DMC,26(4),2257,1,-,9,-,0.3,83.3,1,-,6.51
231,Loris Benito,Bordeaux,32," D(CL),M(L)",30(1),2654,-,-,7,1,0.3,86.4,1.4,-,6.51
232,Nicolas de Préville,Bordeaux,33," AM(CLR),FW",15(18),1610,1,2,3,-,1.2,72.9,0.8,1,6.51
233,Colin Dagba,PSG,25," D(R),M(R)",15(10),1356,1,1,3,-,0.3,90.8,0.1,-,6.51
234,Anthony Racioppi,Dijon,25, GK,21,1890,-,-,-,-,-,60.1,0.3,1,6.51
235,Jérôme Hergault,Lorient,38," D(LR),M(R)",19(3),1627,2,-,-,-,0.2,77.6,1,-,6.51
236,Mounir Chouiar,Dijon,25, AM(CL),14(9),1292,-,2,5,-,1,79.8,0.6,-,6.51
237,Eiji Kawashima,Strasbourg,41, GK,24,2160,-,-,1,-,-,64.3,0.3,-,6.50
238,Junior Dina Ebimbe,Dijon,23, M(CLR),25(5),2152,1,1,5,-,1.5,81.8,0.6,-,6.50
239,Abdoulaye Touré,Nantes,30, DMC,20(9),1686,2,2,2,-,0.9,85.1,1.1,-,6.50
240,Stevan Jovetic,Monaco,34," AM(CL),FW",6(23),790,6,-,1,-,1.6,69.8,0.4,-,6.50
241,Jean-Kévin Duverne,Brest,26, D(CLR),22(5),2025,1,-,4,-,0.4,84.2,1.4,-,6.50
