,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
154,Kalifa Coulibaly,Nantes,32, FW,19(13),1751,8,2,5,1,1.8,53.3,4.6,2,6.72
155,Romain Hamouma,Saint-Etienne,37," M(CLR),FW",19(8),1595,4,4,2,1,1.3,78.4,0.9,2,6.72
156,Luiz Gustavo,Marseille,36," D(C),M(C)",26(4),2434,2,-,8,-,1,88.8,0.5,3,6.72
157,Wesley Lautoa,Dijon,36," D(C),DMC",34,3025,-,-,11,1,0.4,86.5,1.5,-,6.72
158,Maxwel Cornet,Lyon,27," D(L),M(LR),FW",12(15),1276,7,5,2,-,1.7,77.3,0.7,2,6.71
159,Lionel Carole,Strasbourg,33," D(CL),M(L)",20(3),1728,-,3,2,-,0.3,79.7,1.2,-,6.71
160,Abdoulaye Bamba,Angers,34," D(CLR),M(R)",29(1),2574,-,4,6,-,0.2,78,0.8,-,6.71
161,Mathieu Dossevi,Toulouse,36," M(CR),FW",30(5),2482,4,2,-,-,0.7,76,0.4,2,6.71
162,Maxime Lopez,Marseille,26, M(CR),25(7),2188,1,3,4,-,0.4,91.3,0.2,-,6.71
163,Mateo Pavlovic,Angers,33, D(C),28(2),2491,2,1,7,1,0.6,86.2,2.1,-,6.71
164,Matz Sels,Strasbourg,32, GK,37,3330,-,-,2,-,-,57.3,0.4,-,6.71
165,Benjamin Bourigeaud,Rennes,30, M(CLR),28(6),2435,6,5,5,-,1.4,79.8,0.5,-,6.71
166,Youssouf Sabaly,Bordeaux,31," D(LR),M(R)",21(2),1911,-,1,3,-,0.5,81.6,0.8,-,6.71
167,Sergi Palencia,Bordeaux,28," D(R),M(R)",22(3),1984,-,3,6,-,0.3,80,0.8,-,6.71
168,Ciprian Tatarusanu,Nantes,38, GK,27,2391,-,-,1,-,-,68.5,0.3,-,6.71
169,Adrien Thomasson,Strasbourg,30, M(CLR),28(6),2490,5,8,4,1,1.6,78.1,0.5,-,6.70
170,Martin Terrier,Lyon,27," AM(CL),FW",16(16),1481,9,-,2,-,1.1,84.2,0.7,2,6.70
171,Alexis Blin,Amiens,27, DMC,25(2),1999,1,1,4,-,0.3,81.1,2,-,6.70
172,Dimitri Liénard,Strasbourg,36," D(L),M(CL)",15(7),1292,-,2,1,-,1,83.8,0.3,-,6.70
173,Loïck Landre,Nimes,32, D(C),19(3),1593,3,-,6,1,0.3,80.6,1.5,1,6.69
174,Jemerson,Monaco,31," D(CR),DMC",25,2226,-,1,8,1,0.3,86.9,2.7,-,6.69
175,Ludovic Blas,Guingamp,26," M(CLR),FW",27(7),2379,1,6,5,-,1.2,77.2,1.3,1,6.69
176,Lucas Deaux,Guingamp,35," D(C),DMC",17(1),1197,3,1,4,-,1,70.4,1.8,1,6.69
177,Presnel Kimpembe,PSG,28, D(C),23(1),2006,-,1,4,1,0.2,93.6,1,-,6.69
178,Paul Baysse,Caen,35, D(CR),20,1789,-,-,2,1,0.5,80,3.1,-,6.69
179,Saman Ghoddos,Amiens,30," M(CLR),FW",20(7),1833,4,4,4,-,1.6,72.8,0.6,2,6.69
180,Anthony Caci,Strasbourg,26," D(CLR),M(LR)",26(3),2301,-,1,1,-,0.2,81.4,0.8,-,6.68
181,Anthony Lopes,Lyon,33, GK,34,3060,-,-,-,-,-,77.6,0.3,1,6.68
182,Angelo Fulgini,Angers,27," AM(CLR),FW",18(13),1637,4,1,1,-,0.9,77.5,0.7,2,6.67
183,Antonin Bobichon,Nimes,28, AM(CL),24(6),2155,7,2,2,-,1.2,83.3,0.6,1,6.67
184,Lukas Lerager,Bordeaux,30, M(CR),15(3),1300,-,1,4,-,0.6,79.6,1.4,-,6.67
185,Layvin Kurzawa,PSG,31," D(L),M(L)",11(8),1011,1,2,4,-,0.3,84.4,1.5,1,6.67
186,Kelvin Amian,Toulouse,26," D(CLR),M(R)",32,2880,-,1,6,-,0.6,77.8,1.5,1,6.66
187,François Moubandje,Toulouse,33," D(CL),M(L)",21(1),1935,-,-,3,-,0.3,78.6,1.8,-,6.65
188,Duje Caleta-Car,Marseille,27, D(C),17(3),1546,-,-,1,2,0.5,84.5,3.3,-,6.65
189,Yann Karamoh,Bordeaux,25," AM(CLR),FW",13(9),1224,3,1,2,-,1.6,77.3,-,-,6.65
190,Xeka,Lille,29, M(C),26(1),2264,2,-,10,-,1.3,82,1.6,-,6.65
191,Benjamin Jeannot,Dijon,32," AM(R),FW",19(2),1448,2,-,3,-,2.1,72.2,3,-,6.64
192,Faitout Maouassa,Nimes,25," D(L),M(LR)",25(2),2138,-,1,1,1,0.3,71.2,0.7,-,6.64
193,Cédric Yambéré,Dijon,33," D(C),DMC",30(3),2803,-,-,4,-,0.7,83.2,2,-,6.64
194,Oussama Haddadi,Dijon,32," D(CL),M(L)",30(2),2678,2,2,5,1,0.3,76.5,0.9,1,6.64
195,Kévin Monnet-Paquet,Saint-Etienne,35," M(CLR),FW",16(7),1483,1,1,4,-,0.9,78.9,1.2,1,6.64
196,François Kamano,Bordeaux,28," M(CLR),FW",29(8),2572,10,1,6,-,2.2,81,0.2,2,6.64
197,Moussa Doumbia,Reims,29," AM(CL),FW",18(10),1600,3,1,5,-,1,80,0.6,2,6.64
198,Pierre-Yves Polomat,Saint-Etienne,30," D(L),M(L)",11(7),949,-,2,2,-,0.3,80.8,0.9,-,6.63
199,Aleksandr Golovin,Monaco,27, M(CLR),27(3),2301,3,3,7,1,1.6,82.3,0.3,2,6.63
200,Steven Mendoza,Amiens,31," AM(CLR),FW",22(3),1884,2,2,4,-,1.7,78.1,0.4,-,6.63
201,Moussa Diaby,PSG,24," M(CLR),FW",10(15),1131,2,6,1,-,0.9,83.3,0.1,-,6.62
202,Loïc Rémy,Lille,37," M(LR),FW",14(12),1209,7,2,3,-,1.3,77.5,1.4,-,6.62
203,Adrien Hunou,Rennes,30," AM(CLR),FW",14(5),1241,7,1,1,-,1.4,76.8,0.6,-,6.62
204,Régis Gurtner,Amiens,37, GK,38,3420,-,-,4,-,-,52.2,0.2,4,6.62
205,Danilo Barbosa,Nice,28," D(C),DMC",18(4),1552,-,-,1,1,1,85.6,0.8,-,6.61
206,Neven Subotic,Saint-Etienne,35, D(C),26,2153,1,-,2,1,0.5,84.1,1.7,1,6.61
207,Arnaud Nordin,Saint-Etienne,25," AM(CLR),FW",11(14),1048,3,1,2,-,1.6,84.4,0.4,1,6.61
208,Rachid Alioui,Nimes,31, FW,11(16),1239,5,-,1,-,1.9,72.3,1.6,-,6.61
209,Diego Benaglio,Monaco,40, GK,22(1),2057,-,-,2,-,-,70.5,0.3,-,6.61
210,Baptiste Reynet,Toulouse,33, GK,31,2705,-,-,-,1,-,61.6,0.4,3,6.61
211,Fábio,Nantes,33," D(LR),M(R)",15(5),1287,-,2,4,1,0.2,76.3,1.1,-,6.60
212,Andreas Cornelius,Bordeaux,31, FW,6(14),783,3,1,4,-,1.1,65.7,3.7,-,6.60
213,Younousse Sankharé,Bordeaux,34, M(C),17(5),1482,1,3,6,-,0.8,76.4,0.9,1,6.59
214,Nicolas de Préville,Bordeaux,33," AM(CLR),FW",14(9),1270,3,2,5,-,1.4,74.5,1.3,-,6.59
215,Toma Basic,Bordeaux,27, M(C),16(7),1336,2,-,3,-,0.9,82.4,1.3,1,6.59
216,Gabriel Silva,Saint-Etienne,32," D(LR),M(L)",16(3),1433,-,2,1,-,0.3,81.1,1.6,-,6.59
217,Lucas Tousart,Lyon,27, DMC,20(10),1729,-,-,1,2,0.8,87.3,1.2,-,6.59
218,Tristan Dingomé,Reims,33, M(C),17(3),1356,1,3,5,-,0.4,78.8,0.4,-,6.58
219,Djibril Sidibé,Monaco,31," D(CLR),M(R)",22(4),2072,-,2,5,-,0.7,74.7,1.2,-,6.58
220,Casimir Ninga,Caen,30," AM(LR),FW",28(5),2476,6,3,9,-,1.6,76.4,0.9,1,6.58
221,Stefan Mitrovic,Strasbourg,33, D(C),34,3028,-,-,8,2,0.4,90.5,2,-,6.58
222,Jimmy Durmaz,Toulouse,35, M(CLR),21(15),1905,4,1,5,-,1.1,77,0.3,1,6.58
223,Boschilia,Nantes,28, AM(CLR),14(15),1322,4,4,1,-,1.4,80.7,0.2,-,6.57
224,Moussa Konaté,Amiens,31," AM(R),FW",21(6),1882,7,2,2,-,1.8,67.7,1.9,1,6.57
225,Juan Otero,Amiens,28," AM(R),FW",24(9),2180,2,2,1,-,1.6,74.9,1.3,-,6.57
226,Prince Oniangué,Caen,35, M(C),26(5),2343,2,-,3,-,0.7,83.7,1.6,-,6.57
227,Stéphane Bahoken,Angers,31, FW,31(1),2493,11,1,3,-,2.1,73.4,1.2,-,6.57
228,Marc-Aurèle Caillard,Guingamp,29, GK,21,1890,-,-,-,-,-,50.5,0.3,2,6.57
229,Jordan Marié,Dijon,32, M(C),20(6),1805,1,1,4,-,0.6,78.9,0.8,-,6.56
230,Boulaye Dia,Reims,27," AM(CR),FW",8(10),746,3,-,2,-,1.1,68.4,1.1,-,6.56
