,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
26,Amine Gouiri,Nice,24," AM(CL),FW",32(6),2765,10,9,3,-,2,80.4,0.3,5,7.01
27,Moses Simon,Nantes,28," M(CLR),FW",29(1),2352,6,8,3,-,1.4,75,0.5,2,7.01
28,Randal Kolo Muani,Nantes,25," AM(CLR),FW",34(2),2958,12,4,2,-,1.5,70.1,1.9,5,7.01
29,Hamari Traoré,Rennes,32," D(R),M(R)",33,2898,3,10,4,-,0.9,84.9,1.2,1,7.00
30,Kamaldeen Sulemana,Rennes,22," AM(L),FW",11(9),1018,4,2,3,-,1.3,80.3,0.3,4,7.00
31,Benjamin André,Lille,33," D(R),M(CLR)",33,2764,2,1,11,1,0.5,80.4,2.9,2,6.99
32,Jimmy Cabot,Angers,30, M(LR),24,2012,-,4,4,-,0.5,80.9,0.5,1,6.99
33,Florian Sotoca,Lens,33," M(CR),FW",28(7),2487,6,4,7,-,2,78.2,2.6,4,6.99
34,Florian Tardieu,Troyes,32, M(C),29(1),2631,4,2,6,-,0.8,86.5,1,2,6.98
35,Marshall Munetsi,Reims,27," D(C),M(C)",20(4),1886,5,1,8,-,1.3,79.7,2.5,2,6.95
36,Adrien Thomasson,Strasbourg,30, M(CLR),27(4),2397,8,4,2,1,1.5,78.8,0.5,4,6.94
37,Seko Fofana,Lens,28, M(C),38,3364,8,1,2,-,2.6,89.8,0.5,2,6.94
38,Ludovic Blas,Nantes,26," M(CLR),FW",35,2978,10,5,10,-,2.6,80.9,0.5,3,6.94
39,Cheick Doucouré,Lens,24, DMC,33(1),2948,1,4,7,1,0.9,87.5,0.6,2,6.94
40,Houssem Aouar,Lyon,25, M(CL),29(7),2508,6,4,1,-,2.1,86.9,0.2,2,6.93
41,Jonas Omlin,Montpellier,30, GK,29,2589,-,-,-,1,-,74.6,0.4,2,6.93
42,Danilo Pereira,PSG,32," D(C),DMC",22(5),2039,5,-,3,-,0.7,94.6,1.1,-,6.93
43,Achraf Hakimi,PSG,25," D(LR),M(R)",28(4),2486,4,6,3,1,0.6,90.4,0.3,2,6.93
44,Fabien Centonze,Metz,28," D(R),M(R)",18(1),1587,4,1,3,-,0.8,80.1,0.6,1,6.92
45,Emerson,Lyon,29," D(L),M(L)",26(3),2267,1,2,3,1,0.6,86.7,1.4,1,6.91
46,Boubacar Kamara,Marseille,24," D(CL),DMC",31(3),2779,1,-,6,-,0.6,90.6,1.2,-,6.91
47,Sofiane Diop,Monaco,23, AM(CLR),24(6),1959,6,4,6,-,1.2,77.6,0.4,2,6.90
48,Flavien Tait,Rennes,31, M(CLR),24(4),2131,5,3,3,-,1.5,86.4,0.3,-,6.90
49,Steve Mounié,Brest,29, FW,25(10),2313,9,2,2,-,2.1,60.2,6.4,1,6.89
50,Melvin Bard,Nice,23," D(L),M(L)",30(3),2593,2,2,4,-,0.2,82.8,1.2,1,6.89
51,Gerson,Marseille,26, M(CLR),29(6),2553,9,4,3,-,1.3,90.4,0.7,2,6.89
52,Nayef Aguerd,Rennes,28, D(C),31,2738,2,2,3,1,0.8,89,3.1,3,6.88
53,Dénis Bouanga,Saint-Etienne,29," M(CLR),FW",28(6),2449,9,6,4,1,2.5,71.7,2,3,6.88
54,William Saliba,Marseille,23, D(C),36,3240,-,-,5,-,0.5,93.1,1.3,-,6.87
55,Mattéo Guendouzi,Marseille,25, M(C),35(3),3154,4,6,6,-,1.3,88.4,0.6,3,6.87
56,Jean-Clair Todibo,Nice,24, D(C),35(1),3116,1,-,6,-,0.5,87.5,1.9,2,6.87
57,Brendan Chardonnet,Brest,29, D(C),31(1),2687,3,-,6,1,0.4,81.5,2.3,1,6.87
58,Idrissa Gueye,PSG,34, M(C),18(8),1641,3,1,4,-,0.9,93.5,0.4,2,6.86
59,Marquinhos,PSG,29," D(CR),DMC",32,2862,5,-,5,-,0.7,93.6,1.3,-,6.86
60,Valentin Rongier,Marseille,29," D(R),M(C)",25(7),2199,-,1,3,-,0.9,90.1,0.6,-,6.85
61,Predrag Rajkovic,Reims,28, GK,38,3420,-,-,3,-,-,65.6,0.3,1,6.85
62,Renato Sanches,Lille,26, M(CR),20(5),1657,2,5,6,1,0.9,85.1,0.4,5,6.85
63,Azor Matusiwa,Reims,26, DMC,29,2469,1,1,6,1,0.3,83.7,0.9,1,6.84
64,Jonathan Gradit,Lens,31, D(CR),35,3073,-,-,7,-,0.1,89.2,1.4,1,6.84
65,Ruben Aguilar,Monaco,31," D(R),M(R)",22(6),2138,-,2,4,-,0.4,84.9,1.2,1,6.84
66,Ander Herrera,PSG,34, M(C),12(7),1093,3,2,2,-,0.7,92.3,0.1,1,6.84
67,Hugo Ekitike,Reims,21, FW,15(9),1275,10,3,1,1,1.3,71.1,1.1,3,6.83
68,Julien Laporte,Lorient,30, D(C),33,2893,2,-,7,-,0.5,84.7,2.4,4,6.83
69,Mohamed Bayo,Clermont Foot,25, FW,27(5),2426,14,5,1,-,2.1,73.1,1.4,4,6.83
70,Ghislain Konan,Reims,28," D(L),M(L)",28,2422,1,3,1,-,0.7,78.4,0.5,1,6.83
71,Sven Botman,Lille,24, D(C),25,2250,3,1,4,-,0.6,88.1,2.3,-,6.83
72,Baptiste Santamaría,Rennes,29, DMC,28(6),2520,2,1,7,-,1,87,2.2,-,6.83
73,Cengiz Ünder,Marseille,26, M(CLR),25(7),2209,10,2,-,1,1.8,79.7,0.3,3,6.82
74,Jean Onana,Bordeaux,24, DMC,23,1846,3,2,3,1,0.9,81.8,2,3,6.81
75,Aleksandr Golovin,Monaco,27, M(CLR),17(10),1505,3,4,4,1,0.9,80.2,0.3,2,6.81
76,Angelo Fulgini,Angers,27," AM(CLR),FW",35(1),2947,5,4,6,-,1.6,83.3,0.9,-,6.81
77,Nicolas de Préville,Metz,33," AM(CLR),FW",24(3),1982,5,2,5,-,1.5,71.7,1.7,-,6.80
78,Rominigue Kouamé,Troyes,27, DMC,34,2977,1,2,5,-,1.1,88.2,0.5,1,6.80
79,Luan Peres,Marseille,29, D(CL),29(5),2677,-,2,7,-,0.1,88.1,1.2,1,6.80
80,Ronaël Pierre-Gabriel,Brest,25," D(CLR),M(R)",29(1),2555,-,1,6,-,0.2,84,0.5,-,6.80
81,Justin Kluivert,Nice,25," AM(CLR),FW",25(3),1883,4,5,7,1,1.1,76.3,0.5,2,6.79
82,Mario Lemina,Nice,30, M(C),24(8),1972,2,-,6,1,0.5,87.8,0.7,1,6.79
83,Ryad Boudebouz,Saint-Etienne,34," M(CLR),FW",27(3),2267,3,4,2,-,0.9,81.9,0.4,1,6.79
84,Kevin Volland,Monaco,31," AM(CLR),FW",29(5),2450,9,9,10,-,1.5,67.9,0.9,1,6.79
85,Ibrahima Sissoko,Strasbourg,26," D(C),DMC",26(9),2306,2,5,6,-,0.7,80.9,1.7,2,6.79
86,Walter Benítez,Nice,31, GK,37,3330,-,-,2,-,-,71,0.4,3,6.79
87,Romain Thomas,Angers,35, D(C),29(1),2566,2,-,10,-,0.5,86.3,2.3,1,6.78
88,Keylor Navas,PSG,37, GK,21,1858,-,-,-,1,-,89.9,0.1,-,6.78
89,Laurent Abergel,Lorient,31, DMC,34,2963,-,3,9,-,0.9,82.4,0.3,-,6.78
90,Sanjin Prcic,Strasbourg,30, M(C),27(5),2197,1,-,4,-,1.4,86.3,0.5,-,6.77
91,Mahdi Camara,Saint-Etienne,25," D(CR),M(C)",34(1),3074,3,-,8,-,0.8,83.4,0.9,2,6.77
92,Alban Lafont,Nantes,25, GK,38,3420,-,-,3,-,-,56.2,0.6,1,6.77
93,Kevin Danso,Lens,25, D(C),32(1),2793,2,2,7,2,0.4,86.3,2.2,2,6.77
94,Castello Lukeba,Lyon,21, D(C),24,2097,2,-,1,-,0.3,90,1.7,1,6.77
95,Benoît Badiashile,Monaco,23, D(C),21(3),1837,1,-,4,-,0.6,87.9,2.4,1,6.77
96,Giulian Biancone,Troyes,24," D(CLR),M(LR)",26(7),2292,1,2,10,-,0.8,76.5,1.5,1,6.77
97,Gelson Martins,Monaco,28, M(LR),24(8),1921,4,3,4,-,0.9,80.4,0.7,2,6.77
98,Presnel Kimpembe,PSG,28, D(C),29(1),2580,1,-,6,-,0.2,95.5,1.6,-,6.76
99,Quentin Merlin,Nantes,21," D(L),M(L)",21(7),1923,2,3,-,-,0.4,80.7,0.4,-,6.76
100,Wout Faes,Reims,26, D(CL),37,3330,4,-,2,-,0.6,85.6,1,3,6.76
101,Yunis Abdelhamid,Reims,36, D(C),34,2984,2,-,5,1,0.5,82,1.8,-,6.76
102,Dimitri Liénard,Strasbourg,36," D(L),M(CL)",23(10),2047,2,3,8,-,0.7,75.7,0.6,1,6.76
103,Przemyslaw Frankowski,Lens,29," D(R),M(CLR)",28(9),2452,6,5,5,-,0.9,82.2,0.3,3,6.75
104,Alexander Djiku,Strasbourg,29," D(CR),DMC",30(1),2697,1,-,8,1,0.5,83,2.3,1,6.74
105,Wahbi Khazri,Saint-Etienne,33," M(CLR),FW",26(4),2239,10,-,6,-,2.4,74.8,0.4,1,6.74
106,Enzo Le Fée,Lorient,24, M(CLR),25(11),2202,2,3,2,-,0.9,82.4,0.5,2,6.74
107,Anthony Lopes,Lyon,33, GK,34,2984,-,-,1,1,-,81,0.2,2,6.74
108,Caio Henrique,Monaco,26," D(L),M(CL)",31(3),2670,2,8,5,-,0.6,78.8,0.4,4,6.74
109,Guillermo Maripán,Monaco,29, D(C),21(5),1828,-,-,5,-,0.3,88.8,1.8,-,6.73
110,Armand Laurienté,Lorient,25," AM(LR),FW",28(7),2493,6,2,5,-,2.4,80.9,0.3,2,6.73
111,Anthony Caci,Strasbourg,26," D(CLR),M(LR)",26(11),2395,1,3,4,-,0.4,80.6,1.1,1,6.73
112,Jonathan David,Lille,24," AM(C),FW",32(6),2811,15,-,3,-,1.8,78.4,0.7,1,6.73
113,Zeki Çelik,Lille,27," D(R),M(R)",30(2),2698,2,3,10,-,0.7,79.8,1.3,3,6.73
114,Maxence Caqueret,Lyon,24, M(C),26(5),2335,-,-,5,-,0.5,85.9,0.4,-,6.73
115,Tiago Djaló,Lille,24, D(CLR),26(2),2330,1,1,4,-,0.4,86.9,0.8,1,6.73
116,Alexis Flips,Reims,24, M(CLR),13(12),1062,2,4,2,-,0.8,66.9,0.3,2,6.73
117,Amine Harit,Marseille,26," AM(CLR),FW",12(11),1168,4,4,1,-,0.7,89.4,0.3,1,6.73
118,Christophe Hérelle,Brest,31, D(CR),23,1938,-,-,6,-,0.3,85.8,1.1,-,6.73
119,Youssouf Fofana,Monaco,25, DMC,23(10),2187,-,4,4,-,0.9,76.3,0.4,-,6.72
120,Jean-Charles Castelletto,Nantes,29, D(CR),28,2512,1,-,8,-,0.6,86.3,2,1,6.72
121,Wylan Cyprien,Nantes,29, M(C),17(7),1494,2,3,3,-,0.8,84.1,0.2,-,6.72
122,Thomas Mangani,Angers,37, M(C),25(8),2195,7,2,6,-,0.5,81.7,0.9,1,6.72
123,Dante,Nice,40, D(C),33(1),2874,-,-,5,3,0.4,90.5,1.5,1,6.71
124,Stephy Mavididi,Montpellier,25," AM(LR),FW",27(3),2313,8,3,4,-,2,80.1,0.3,1,6.71
125,Nicolas Pallois,Nantes,36, D(C),29(1),2450,1,-,6,1,0.3,80.1,1.5,1,6.71
126,Thomas Monconduit,Lorient,33, DMC,26(8),2254,3,2,5,-,1.1,79.8,1,4,6.71
127,Gerzino Nyamsi,Strasbourg,27, D(C),33(1),2983,-,2,4,-,0.8,83.5,2.6,-,6.70
128,Jean-Ricner Bellegarde,Strasbourg,25, M(CLR),26(10),2337,2,3,5,-,0.9,85.6,0.5,1,6.70
129,José Fonte,Lille,40, D(C),38,3420,-,2,4,-,0.6,87.1,2.3,-,6.70
130,Axel Disasi,Monaco,26, D(CR),30(2),2725,1,-,5,-,0.6,87.2,2.2,-,6.70
131,Habib Diallo,Strasbourg,28," AM(R),FW",16(15),1537,11,1,2,-,1.6,70.2,1.8,3,6.70
132,Arnaud Kalimuendo,Lens,22, FW,27(5),2165,12,-,1,1,1.9,86.3,0.1,1,6.69
133,Jonathan Bamba,Lille,28," AM(CLR),FW",28(3),2442,1,3,3,-,1.6,79.4,0.5,1,6.69
134,Kalifa Coulibaly,Nantes,32, FW,9(12),848,5,-,1,-,1.2,60,3.7,1,6.69
135,Pedro Chirivella,Nantes,26, DMC,31,2647,3,1,6,-,0.7,85.2,0.3,2,6.69
136,Lucas Perrin,Strasbourg,25, D(C),29(2),2508,1,1,5,-,0.3,84,1.7,-,6.68
137,Pablo Rosario,Nice,27," D(CR),DMC",31(5),2736,-,2,7,-,0.5,88.5,1.2,-,6.68
138,Malo Gusto,Lyon,20," D(R),M(R)",21(9),1884,-,4,3,-,0.4,88.2,0.5,1,6.68
139,Mamadou Sakho,Montpellier,34, D(C),29,2578,-,-,3,-,-,89.2,1.6,-,6.68
140,Lucien Agoumé,Brest,22, DMC,21(6),1869,-,-,6,-,0.6,84.6,1,1,6.67
141,Vital N'Simba,Clermont Foot,30, D(L),31(3),2791,1,3,4,-,0.6,78.8,0.4,2,6.67
142,Akim Zedadka,Clermont Foot,28," D(R),M(R)",37(1),3338,-,3,5,-,0.8,83.1,0.8,1,6.67
143,Nuno Mendes,PSG,21," D(L),M(L)",18(9),1654,-,1,3,-,0.3,88.1,0.4,-,6.67
144,Vincent Pajot,Metz,33, M(C),27(3),2320,1,-,6,1,0.5,86,0.8,1,6.67
145,Facundo Medina,Lens,24, D(CL),30(1),2597,1,-,11,-,0.3,89.4,1.2,-,6.67
146,Xeka,Lille,29, M(C),19(4),1622,3,-,10,-,1,81.2,1,1,6.66
147,Yacine Adli,Bordeaux,23, M(C),25(11),2265,1,7,4,-,0.9,78.2,0.3,2,6.66
148,Jean-Kévin Duverne,Brest,26, D(CLR),33(4),3007,1,3,1,-,0.3,74.4,1.1,-,6.66
149,Khéphren Thuram,Nice,23," DMC,M(L)",20(16),1897,4,2,4,-,0.6,86.4,0.6,1,6.65
150,Elbasan Rashani,Clermont Foot,30, AM(CLR),22(7),1769,8,3,3,-,1,77.1,0.7,1,6.65
151,Kevin Gameiro,Strasbourg,36," AM(C),FW",28(7),2397,11,3,-,-,1.9,80.1,0.3,-,6.65
152,Haris Belkebla,Brest,30, DMC,26(5),2312,-,-,2,-,0.1,84.3,0.7,-,6.64
153,Alberth Elis,Bordeaux,28," AM(LR),FW",16(4),1416,9,1,2,-,1.6,64.1,1.3,-,6.64
154,Johan Gastien,Clermont Foot,36, DMC,32,2752,-,1,8,2,0.8,83.4,0.7,1,6.64
155,Léo Dubois,Lyon,29," D(LR),M(R)",20(3),1747,-,-,5,-,0.4,86,0.9,-,6.63
156,Renaud Ripart,Troyes,31," D(R),M(CLR),FW",22(6),1902,2,2,2,-,1.5,71.8,1.3,-,6.63
157,Jason Berthomier,Clermont Foot,34, AM(C),22(7),1744,1,5,-,-,0.8,86.6,0.4,-,6.63
158,Marco Bizot,Brest,33, GK,38,3420,-,1,1,-,-,64.7,0.1,2,6.63
159,El Bilal Touré,Reims,22, FW,15(6),1201,2,4,2,-,1.6,74.4,2.8,1,6.63
160,Jordan Ferri,Montpellier,32, M(C),33(1),2920,-,2,11,1,0.4,84.7,0.6,-,6.62
161,Matz Sels,Strasbourg,32, GK,37,3330,-,-,1,-,0.1,68.1,0.3,-,6.62
162,Mihailo Ristic,Montpellier,28," D(L),M(L)",19(10),1808,1,3,3,1,0.6,76.5,0.8,-,6.62
163,Jonas Martin,Rennes,34, M(CL),24(5),2111,1,1,8,-,0.7,90.7,0.7,-,6.62
164,Mickaël Nadé,Saint-Etienne,25, D(C),29(1),2568,1,-,4,-,0.2,81.1,2.2,-,6.62
165,Bamba Dieng,Marseille,24," AM(L),FW",11(14),976,7,1,-,1,1.5,75.1,0.5,4,6.61
166,Hicham Boudaoui,Nice,24, M(CR),21(8),1633,3,2,7,-,0.6,79.3,0.4,-,6.61
167,Xavier Chavalerin,Troyes,33," DMC,M(L)",31(3),2724,5,2,4,-,0.9,80.1,0.4,2,6.61
168,Erik Palmer-Brown,Troyes,27, D(C),19(2),1739,-,-,2,-,0.2,83.4,1.4,2,6.61
169,Birger Meling,Rennes,29," D(LR),DMC",20(11),1828,-,4,3,-,0.1,85.2,0.5,-,6.61
170,Souleyman Doumbia,Angers,27," D(L),M(L)",27,2231,-,1,10,1,0.5,85.4,0.5,-,6.61
171,Alexander Nübel,Monaco,27, GK,38,3420,-,-,-,-,-,70.6,0.1,-,6.61
172,Duje Caleta-Car,Marseille,27, D(C),24(2),2062,2,-,6,-,0.5,91.9,1.3,-,6.60
173,Yoann Salmier,Troyes,31, D(CR),30(1),2671,-,1,5,-,0.3,83.6,1.5,-,6.60
174,Florent Mollet,Montpellier,32, AM(CLR),32(3),2649,6,2,6,-,1.6,87,0.4,1,6.60
175,Thiago Mendes,Lyon,32," D(CR),M(CR)",21(8),1864,1,1,3,1,0.6,88.5,0.9,-,6.59
176,Pau López,Marseille,29, GK,29,2610,-,1,4,-,-,83.6,0.2,-,6.59
177,Jean-Louis Leca,Lens,38, GK,27,2315,-,-,3,1,-,70.9,0.2,-,6.59
178,Arnaud Souquet,Montpellier,32," D(CR),M(R)",27(7),2341,1,3,4,-,0.5,71.8,1.2,-,6.59
179,Ismaël Traoré,Angers,37, D(CR),36(1),3215,4,1,1,-,0.7,88.7,1.3,1,6.59
180,Ivo Grbic,Lille,28, GK,21,1890,-,-,3,-,-,62.7,0.5,-,6.58
181,Arkadiusz Milik,Marseille,30," AM(C),FW",15(8),1419,7,2,1,-,2.3,80.3,0.9,1,6.58
182,Warmed Omari,Rennes,24, D(C),31(3),2798,-,-,6,-,0.1,92.4,1.4,-,6.58
183,Yohann Magnin,Clermont Foot,26, M(C),19(5),1717,1,-,3,-,0.8,81.7,1.5,-,6.58
184,Jérôme Boateng,Lyon,35, D(CR),19(5),1627,-,1,6,-,0.2,87.6,0.8,-,6.58
185,Tristan Dingomé,Troyes,33, M(C),12(13),1073,2,4,2,-,0.8,78.7,0.2,2,6.58
186,Javairô Dilrosun,Bordeaux,25, AM(CLR),19(13),1738,2,6,3,-,1.3,80.2,0.2,-,6.57
187,Terem Moffi,Lorient,24," AM(R),FW",34(3),2736,8,4,1,-,1.6,73.1,1.2,1,6.57
188,Kasper Dolberg,Nice,26, FW,20(7),1503,6,2,1,-,1.5,71,0.8,1,6.57
189,Nicolas Cozza,Montpellier,25, D(CL),32(2),2778,2,2,2,1,0.2,82,1.2,-,6.57
190,Adrien Truffert,Rennes,22," D(L),M(L)",18(12),1635,3,2,4,-,0.6,82,0.6,-,6.56
191,Gauthier Gallon,Troyes,31, GK,31,2790,-,-,2,-,-,66.1,0.1,-,6.56
192,Thomas Delaine,Metz,32," D(L),M(LR)",26(3),2317,1,2,4,-,0.6,77.8,0.3,1,6.56
193,Thilo Kehrer,PSG,27," D(CLR),M(R)",16(11),1505,2,-,-,-,0.3,94.7,1,-,6.56
194,Ilan Kebbal,Reims,25," AM(C),FW",21(10),1785,1,4,1,-,0.9,79.5,0.1,-,6.56
195,Romain Del Castillo,Brest,28," AM(CLR),FW",13(6),985,-,6,1,1,0.6,76.3,0.2,1,6.55
196,Enock Kwateng,Bordeaux,27," D(CR),M(R)",22(7),2002,1,-,4,1,0.2,80.4,0.8,1,6.55
197,Marc-Aurèle Caillard,Metz,29, GK,17(2),1540,-,-,1,-,-,49.9,0.2,-,6.54
198,Mathias Pereira Lage,Angers,27, M(CLR),11(13),1038,4,2,-,-,0.8,73.9,0.6,2,6.54
199,Hwang Ui-Jo,Bordeaux,31," AM(CLR),FW",29(3),2526,11,2,3,-,1.7,79.3,0.4,3,6.54
200,Florent Ogier,Clermont Foot,35, D(C),29(1),2434,1,-,6,-,0.2,83.7,2.2,-,6.54
201,Pape Sarr,Metz,21, M(C),22(11),2130,1,3,7,-,0.9,83.3,0.9,-,6.54
202,Alfred Gomis,Rennes,30, GK,25,2250,-,-,1,-,-,72.2,0.2,1,6.54
203,Farid Boulaya,Metz,31," AM(CLR),FW",18(6),1534,4,2,1,1,0.8,71.2,0.4,2,6.54
204,Remi Oudin,Bordeaux,27," M(CLR),FW",20(13),1744,4,5,6,-,1.7,69.3,0.5,3,6.53
205,David Pereira da Costa,Lens,23, AM(CL),16(17),1463,3,5,2,-,0.8,84.5,-,1,6.53
206,Joris Chotard,Montpellier,22, DMC,33(3),2942,1,1,5,-,0.5,84.9,0.6,-,6.53
207,Lilian Brassier,Brest,24, D(CL),23(8),2258,1,-,4,-,0.4,80.7,1.4,-,6.52
208,Amadou Onana,Lille,22, DMC,11(21),1352,1,-,2,1,0.5,83.3,0.8,1,6.52
209,Jean Lucas,Monaco,25, M(C),18(10),1451,1,1,1,1,0.9,82.8,0.5,-,6.52
210,Thomas Foket,Reims,29," D(CLR),M(R)",26(3),2243,1,-,5,-,0.3,80.4,0.5,-,6.52
211,Fábio,Nantes,33," D(LR),M(R)",21(6),1679,-,2,8,1,0.4,73.2,1.1,-,6.52
212,Flavius Daniliuc,Nice,23, D(CR),14(10),1291,-,-,4,-,0.2,88.7,0.9,-,6.52
213,Valère Germain,Montpellier,34," AM(CLR),FW",22(12),1978,4,3,3,-,0.9,77,1.6,-,6.51
214,Gaël Kakuta,Lens,32," M(CLR),FW",20(9),1685,3,2,1,-,1.4,73.9,0.4,-,6.51
215,Ismail Jakobs,Monaco,24," D(L),M(L)",10(18),1193,-,1,1,-,0.2,72.2,1.4,-,6.51
216,Vincent Le Goff,Lorient,34," D(CL),M(L)",34,3060,1,1,1,-,0.8,79.5,0.3,1,6.51
217,Léo Pétrot,Lorient,27, D(C),21(1),1820,1,-,-,-,0.2,82.9,1.3,-,6.50
218,Stian Gregersen,Bordeaux,28, D(C),22(2),1955,1,1,7,-,0.3,85.1,1.4,-,6.50
219,Cédric Hountondji,Clermont Foot,30, D(C),23,2035,1,-,2,-,0.3,84.8,2,-,6.50
220,Issa Kaboré,Troyes,22," D(R),M(R)",26(5),2261,-,1,6,2,0.2,76.6,0.4,1,6.50
221,Timothy Weah,Lille,24," D(LR),M(LR),FW",17(12),1620,3,4,2,1,1.2,75.8,0.8,3,6.50
222,Pape Gueye,Marseille,25, DMC,17(11),1528,-,1,7,-,1.1,88.4,0.8,1,6.50
223,Jordan Lotomba,Nice,25," D(LR),M(R)",19(11),1782,-,-,4,-,0.3,82.7,0.4,-,6.49
224,Timothée Kolodziejczak,Saint-Etienne,32," D(CL),M(L)",30,2568,2,3,4,1,0.5,77.8,1,2,6.49
225,Arnaud Nordin,Saint-Etienne,25," AM(CLR),FW",20(16),1876,4,4,4,-,1.3,81.9,0.4,2,6.48
226,Lorenz Assignon,Rennes,23, D(R),5(15),603,-,2,-,-,0.3,81.6,0.6,-,6.48
227,Pol Lirola,Marseille,26," D(CR),M(LR)",19(15),1769,1,2,1,-,0.4,82.2,0.6,1,6.48
228,Elye Wahi,Montpellier,21," AM(L),FW",21(12),1770,10,2,2,1,1.3,68,0.4,1,6.48
229,Fabien Lemoine,Lorient,37, M(C),13(8),1120,-,1,5,-,0.2,88.5,0.5,-,6.47
230,Dylan Bronn,Metz,28, D(C),28(2),2545,1,2,8,1,0.5,81.3,0.9,-,6.47
231,Alexandre Oukidja,Metz,35, GK,21,1877,-,-,2,1,-,54.9,0.8,1,6.47
232,Serhou Guirassy,Rennes,28," AM(L),FW",7(30),1005,9,-,1,-,1.2,80.1,1,2,6.46
233,Dennis Appiah,Nantes,31," D(CLR),M(R)",22(10),2094,-,-,4,-,0.1,76.8,0.9,-,6.46
234,Osman Bukari,Nantes,25," M(R),FW",10(14),1008,2,4,1,-,0.8,77.1,0.4,-,6.46
235,Andreaw Gravillon,Reims,26, D(CR),24(2),2141,-,-,5,2,0.6,76.7,1.2,-,6.45
236,Hugo Magnetti,Brest,25, DMC,16(12),1462,-,1,4,-,0.6,84.8,0.2,-,6.45
237,Oualid El Hajjam,Troyes,33, D(CR),12(7),1075,1,1,2,-,0.5,78.1,0.4,-,6.44
238,Wesley Saïd,Lens,29," AM(CLR),FW",7(14),650,5,-,2,-,1.2,74.1,0.3,-,6.44
239,Batista Mendy,Angers,24," D(C),DMC",27(7),2417,1,1,5,-,0.4,85.6,0.7,-,6.43
240,Alidu Seidu,Clermont Foot,23, D(CR),16(5),1410,-,-,5,2,0.4,86.9,0.8,-,6.43
241,Maxime Esteve,Montpellier,21, D(C),20(4),1856,-,-,2,-,0.2,84.4,1.3,-,6.43
242,Salis Abdul Samed,Clermont Foot,24, DMC,29(2),2472,1,-,9,2,0.6,91,0.6,-,6.43
