,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
175,Tete Morente,833,Elche,26,M,32,2073,0,0.5,19.7,80.8,0.3,1.1,0.0,6.58,4,5,0,1.4,1.1,1,1.0,0.7,0.4,0.7,1.3,1.0,0.8,1.0,0.1,0.8,0.7,0.1,0
177,Gonzalo Melero,1799,Almeria,29,M,27,1877,3,0.7,27.7,86.8,0.0,1.4,0.0,6.58,4,5,0,0.9,0.6,0,0.6,1.1,0.1,0.7,1.4,1.2,0.3,0.9,0.0,0.7,1.1,0.1,0
179,Franco Cervi,62,Celta Vigo,29,M,36,1898,4,0.8,19.8,77.6,0.7,0.5,0.0,6.57,0,2,1,0.6,0.3,0,0.6,1.2,0.1,0.4,0.8,2.1,1.0,0.8,0.0,0.4,0.9,0.0,0
182,Kike Pérez,58,Real Valladolid,26,M,36,2319,2,0.9,31.5,79.3,0.3,2.3,0.0,6.57,1,9,0,1.3,0.9,0,0.8,1.6,0.1,0.9,1.4,1.9,0.6,1.6,0.0,0.7,1.2,0.2,0
190,Nemanja Maksimovic,819,Getafe,28,M,29,2069,0,0.3,19.1,78.7,0.1,0.6,0.0,6.55,0,3,0,0.6,1.6,0,0.1,0.3,0.0,0.2,0.6,1.4,1.2,0.9,0.0,0.9,0.4,0.5,0
194,Óliver Torres,67,Sevilla,28,M,32,2149,1,1.2,31.9,81.6,0.5,2.3,0.0,6.55,3,2,0,0.7,0.2,2,0.5,1.4,0.2,1.5,1.1,1.2,0.3,0.9,0.0,0.2,1.3,0.2,0
196,Iván Martín,2783,Girona,24,M,24,1592,3,0.7,26.9,85.1,0.3,0.5,0.0,6.55,3,2,0,0.8,0.5,0,1.1,0.5,0.1,1.5,1.3,0.4,0.4,0.8,0.0,0.5,0.6,0.0,0
200,Asier Illarramendi,68,Real Sociedad,33,M,24,1077,0,0.4,26.0,86.2,0.0,0.7,0.0,6.54,1,5,0,0.5,0.7,0,0.3,0.5,0.0,0.3,0.6,1.5,0.8,1.0,0.0,0.7,1.2,0.3,0
205,Ivan Rakitic,67,Sevilla,35,M,31,1791,3,0.9,37.2,83.6,0.8,2.5,0.0,6.54,1,3,1,1.0,0.6,1,0.1,0.9,0.1,0.4,0.8,1.2,0.9,0.5,0.0,0.6,0.7,0.0,0
240,Edu Expósito,70,Espanyol,26,M,28,1165,2,0.8,17.1,79.1,0.3,0.8,0.1,6.47,2,3,1,0.7,0.5,1,0.4,1.0,0.0,0.5,0.9,1.2,0.4,0.5,0.0,0.7,0.4,0.0,0
247,Álvaro Aguado,58,Real Valladolid,27,M,34,1887,2,1.0,31.6,85.2,0.3,3.4,0.1,6.46,1,3,0,0.6,0.4,0,0.4,1.0,0.0,0.3,0.7,0.8,0.4,0.4,0.0,0.4,0.3,0.1,0
252,Yangel Herrera,2783,Girona,25,M,20,966,2,0.6,19.8,82.8,0.2,0.7,0.1,6.45,2,4,0,1.2,0.9,0,0.6,1.1,0.1,1.1,1.3,1.3,0.2,1.7,0.0,0.6,0.5,0.1,0
268,Papu Gómez,67,Sevilla,35,M,19,1063,1,0.7,25.3,88.6,0.6,1.4,0.1,6.42,1,4,0,1.2,0.2,0,0.8,1.2,0.2,0.7,1.1,0.3,0.2,0.3,0.1,0.3,0.4,0.1,0
281,Fidel,833,Elche,33,M,27,1730,2,1.0,30.6,74.3,0.5,1.6,0.1,6.4,3,6,0,0.5,0.1,0,1.2,0.7,0.3,0.9,1.5,0.6,0.2,0.4,0.0,0.3,1.3,0.0,0
288,Pablo Ibáñez,131,Osasuna,24,M,25,1061,1,0.4,15.1,74.1,0.0,0.8,0.0,6.37,0,1,0,0.8,1.0,1,0.3,0.6,0.2,0.6,0.6,1.2,0.3,0.9,0.1,0.8,0.9,0.1,0
293,Unai López,64,Rayo Vallecano,27,M,34,1244,2,0.6,25.3,84.5,0.4,2.3,0.0,6.35,1,2,0,0.8,0.2,1,0.4,0.5,0.1,0.6,0.8,0.9,0.4,0.6,0.0,0.2,0.7,0.0,0
294,Joan Jordán,67,Sevilla,28,M,23,1595,1,0.3,47.1,88.5,0.0,3.7,0.0,6.35,0,8,0,0.6,0.5,0,0.2,0.5,0.0,0.2,0.7,1.4,0.7,1.5,0.0,0.6,1.0,0.3,0
298,Álex Fernández,1354,Cadiz,30,M,28,1575,0,0.6,24.3,86.6,0.4,1.4,0.1,6.35,3,0,0,0.6,0.4,1,0.2,0.5,0.0,0.9,0.6,0.5,0.3,0.3,0.0,0.7,0.4,0.0,0
299,Darko Brasanac,131,Osasuna,31,M,25,1037,1,0.3,14.6,82.7,0.1,0.3,0.0,6.35,1,5,0,0.4,0.6,0,0.2,0.6,0.1,0.4,0.8,1.2,0.5,0.6,0.0,0.4,0.4,0.1,0
302,Raúl García,53,Athletic Club,36,M,35,948,3,0.2,8.5,64.5,0.1,0.4,0.0,6.34,2,4,0,1.5,1.2,0,0.2,0.5,0.2,0.2,0.4,0.3,0.2,0.4,0.0,0.2,0.3,0.0,0
307,Luca de la Torre,62,Celta Vigo,25,M,28,1489,2,0.5,20.8,86.6,0.1,0.4,0.0,6.32,0,6,0,0.6,0.2,0,0.4,0.4,0.1,0.4,1.1,1.0,0.3,1.2,0.0,0.2,0.7,0.0,0
309,Ilaix Moriba,55,Valencia,20,M,24,1006,2,0.5,20.5,80.9,0.1,1.0,0.0,6.32,0,4,2,0.9,1.0,1,0.5,1.4,0.0,0.5,0.9,1.5,0.2,1.3,0.0,0.5,0.4,0.0,0
310,Portu,819,Getafe,31,M,34,1762,3,0.8,15.4,71.7,0.6,0.4,0.0,6.32,0,5,1,0.4,0.6,0,0.4,0.7,0.3,0.2,0.9,0.8,0.5,0.7,0.0,0.4,0.7,0.1,0
312,Pablo Barrios,63,Atletico Madrid,20,M,21,716,1,0.2,20.9,83.4,0.0,0.7,0.0,6.31,0,4,0,0.6,0.3,0,0.7,0.6,0.0,0.5,0.7,0.9,0.4,0.3,0.0,0.2,0.3,0.1,0
313,Joaquín,54,Real Betis,41,M,22,471,2,1.0,13.1,85.1,0.4,0.2,0.1,6.31,0,2,0,0.4,0.0,0,0.5,0.4,0.0,0.3,0.6,0.1,0.2,0.0,0.0,0.2,0.1,0.1,0
315,Franck Kessié,65,Barcelona,26,M,28,980,1,0.3,15.9,86.8,0.0,0.5,0.0,6.3,1,4,0,0.5,0.3,0,0.3,0.6,0.1,0.4,0.8,0.5,0.4,0.6,0.1,0.4,0.4,0.1,0
319,Manu Trigueros,839,Villarreal,31,M,23,818,1,0.4,22.9,89.6,0.0,0.7,0.0,6.27,0,2,1,0.3,0.3,0,0.1,0.4,0.0,0.4,0.3,0.9,0.2,0.6,0.0,0.2,0.6,0.1,0
321,Francisco Portillo,1799,Almeria,33,M,27,706,1,0.5,16.1,81.0,0.1,0.5,0.1,6.27,2,1,0,0.2,0.2,0,0.3,0.1,0.1,0.3,0.4,0.5,0.3,0.1,0.0,0.3,0.5,0.0,0
331,Ángel Algobia,819,Getafe,24,M,26,1130,0,0.2,19.5,81.7,0.2,1.2,0.0,6.21,0,3,0,0.3,0.3,0,0.2,0.4,0.0,0.3,0.5,1.0,0.1,1.2,0.0,0.3,1.0,0.2,0
334,Clément Grenier,51,Mallorca,32,M,21,714,0,0.6,15.2,78.1,0.3,0.8,0.0,6.21,0,7,0,0.1,0.1,0,0.1,0.6,0.0,0.3,0.8,1.0,0.3,1.0,0.0,0.3,0.5,0.0,0
338,Antonio Sánchez,51,Mallorca,26,M,32,1066,0,0.2,12.2,72.5,0.2,0.6,0.0,6.17,0,5,0,0.4,0.2,0,0.4,0.5,0.0,0.6,0.8,0.6,0.7,0.8,0.0,0.2,0.8,0.0,0
