,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
9,Mikel Merino,68,Real Sociedad,27,M,33,2500,9,1.3,44.3,77.6,0.2,2.0,0.2,7.13,2,6,1,1.3,3.4,7,0.7,1.5,0.1,1.1,1.5,2.3,0.6,2.2,0.0,1.5,0.9,0.2,0
11,Federico Valverde,52,Real Madrid,24,M,34,2509,4,1.3,46.8,88.4,0.2,1.7,0.0,7.08,7,2,0,1.9,0.9,4,0.9,0.4,0.1,0.2,0.6,0.9,0.5,0.3,0.0,0.4,0.4,0.1,0
12,Sergi Darder,70,Espanyol,29,M,38,3325,3,1.9,37.5,78.5,1.3,2.5,0.1,7.08,6,4,0,1.0,0.3,5,1.8,2.1,0.1,0.7,1.1,1.8,0.6,0.8,0.0,0.6,1.2,0.1,0
17,Toni Kroos,52,Real Madrid,33,M,30,2164,4,1.8,77.7,94.6,1.1,6.8,0.1,7.04,2,0,1,1.0,0.2,1,0.3,1.2,0.0,0.4,0.3,1.7,0.8,0.9,0.0,0.2,1.5,0.1,0
30,Daniel Parejo,839,Villarreal,34,M,37,3289,4,1.4,65.1,90.6,0.9,4.1,0.1,6.96,3,6,0,0.8,0.5,2,0.8,2.0,0.0,0.9,0.8,1.9,0.8,0.8,0.1,0.8,1.2,0.3,0
51,David Silva,68,Real Sociedad,37,M,28,1958,5,1.3,40.4,86.1,0.1,1.4,0.2,6.85,2,4,0,1.1,0.4,2,0.7,1.2,0.1,0.9,1.3,1.3,0.5,1.1,0.0,0.6,0.3,0.1,0
54,André Almeida,55,Valencia,23,M,34,2552,4,1.3,36.8,84.9,1.1,1.6,0.1,6.84,2,3,0,0.7,0.4,1,1.4,1.2,0.0,1.4,1.2,1.9,0.6,0.9,0.0,0.4,0.9,0.0,0
59,Giovani Lo Celso,839,Villarreal,27,M,22,1130,3,1.4,29.6,86.5,0.3,2.4,0.3,6.82,2,3,0,1.4,0.1,2,1.0,1.4,0.2,1.0,1.4,1.5,0.3,0.7,0.0,0.1,0.4,0.1,0
79,Santi Comesaña,64,Rayo Vallecano,26,M,35,2470,2,1.2,34.8,83.8,0.1,1.7,0.0,6.77,3,6,0,0.7,0.9,1,1.0,0.8,0.1,1.0,1.1,2.0,0.9,1.4,0.0,0.4,1.3,0.1,0
85,Dani Ceballos,52,Real Madrid,26,M,30,1568,4,1.0,48.6,91.7,0.2,2.5,0.1,6.74,0,8,0,0.6,0.1,0,1.3,1.4,0.0,0.9,0.6,1.4,0.8,0.6,0.0,0.2,1.3,0.1,0
96,Oihan Sancet,53,Athletic Club,23,M,36,2555,2,1.2,26.3,83.0,0.1,0.6,0.1,6.72,10,6,1,1.6,0.7,1,1.3,1.5,0.1,1.7,2.3,0.8,0.1,1.1,0.0,0.3,0.7,0.0,0
98,William Carvalho,54,Real Betis,31,M,33,2454,0,0.7,52.5,86.9,0.1,2.7,0.1,6.72,3,6,1,0.8,1.0,2,0.9,1.2,0.1,0.8,0.7,1.3,0.5,0.9,0.1,0.6,0.8,0.2,0
99,Koke,63,Atletico Madrid,31,M,33,2560,3,0.8,60.5,89.1,0.1,2.7,0.0,6.72,0,4,0,0.5,0.3,0,0.4,0.8,0.0,0.5,0.6,1.7,0.6,0.6,0.0,0.6,1.3,0.4,0
102,Sergio Canales,54,Real Betis,32,M,31,2417,3,1.8,42.5,81.8,1.0,2.1,0.3,6.72,4,2,2,1.3,0.4,1,0.9,1.0,0.1,1.3,1.8,0.8,0.5,0.3,0.0,0.2,0.6,0.0,0
106,Lucas Ocampos,67,Sevilla,28,M,19,1163,0,0.7,21.1,77.1,0.4,0.3,0.0,6.71,4,7,0,1.6,1.6,2,1.3,1.3,0.3,0.9,2.1,1.2,0.4,0.8,0.1,0.3,1.2,0.1,0
109,Moi Gómez,131,Osasuna,29,M,33,2458,2,1.6,43.4,88.8,1.1,3.4,0.0,6.71,3,5,0,0.6,0.2,0,0.8,0.8,0.0,0.5,1.0,0.8,0.3,0.4,0.0,0.2,0.5,0.1,0
137,Luka Modric,52,Real Madrid,37,M,33,1746,3,1.3,43.8,90.7,0.4,2.2,0.2,6.65,4,7,0,0.9,0.3,0,0.6,0.5,0.1,0.6,0.9,0.6,0.3,0.6,0.0,0.2,0.5,0.2,0
144,Ander Barrenetxea,68,Real Sociedad,21,M,23,874,1,0.4,14.7,77.2,0.2,0.4,0.0,6.64,3,4,0,0.8,0.5,0,1.5,0.6,0.0,0.8,1.6,0.9,0.2,1.0,0.1,0.3,0.7,0.0,0
146,Óscar Trejo,64,Rayo Vallecano,35,M,34,2164,4,1.3,28.2,83.0,0.1,0.5,0.1,6.64,3,9,0,0.7,0.3,1,1.7,1.9,0.1,2.7,1.9,1.4,0.2,2.3,0.0,0.2,1.0,0.1,0
