,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
265,Víctor Sánchez,Espanyol,36," D(LR),M(CL)",13(11),1258,-,2,9,-,0.5,81.4,1,-,6.46
266,Ángel Rodríguez,Getafe,37, FW,20(17),1821,8,3,4,-,1.8,66.6,0.8,2,6.46
267,Gonzalo Melero,SD Huesca,30," M(C),FW",14(8),1347,2,1,3,-,1,86.2,1.2,-,6.45
268,Pablo De Blasis,Eibar,36," D(R),M(CLR)",16(8),1517,2,-,3,1,0.5,70.4,1.1,1,6.45
269,Sergio Postigo,Levante,35, D(C),17(4),1451,1,1,4,1,0.3,77.7,1,-,6.44
270,Pione Sisto,Celta Vigo,29," AM(CLR),FW",8(17),835,2,1,-,-,0.7,85.7,-,1,6.44
271,Marko Dmitrovic,Eibar,32, GK,24,2160,-,-,3,-,-,43.5,0.3,1,6.44
272,Darko Brasanac,Deportivo Alaves,32, M(CR),17(7),1582,-,1,5,-,0.4,79.8,1.3,-,6.44
273,Mikel San José,Athletic Club,34," D(C),DMC",16(17),1717,-,-,7,-,0.4,75.5,2,-,6.44
274,Sergio García,Espanyol,40," M(CLR),FW",17(12),1487,2,1,3,-,1.2,68.6,0.7,-,6.43
275,Kevin Gameiro,Valencia,36," AM(C),FW",16(17),1606,6,1,1,-,1.1,77,0.3,-,6.43
276,Moses Simon,Levante,28," M(CLR),FW",8(11),781,1,1,1,-,0.8,69.5,0.2,-,6.43
277,Anuar Tuhami,Real Valladolid,29, AM(C),12(7),1082,1,-,6,-,0.5,74.9,1.4,-,6.41
278,Antoñito,Real Valladolid,36," D(R),M(R)",18(12),1855,2,1,5,-,0.3,76.9,0.5,-,6.41
279,Nabil El Zhar,Leganes,37, M(CLR),9(18),956,4,-,-,-,1,75.2,0.3,2,6.40
280,Pablo Piatti,Espanyol,35, M(CLR),6(14),735,1,-,-,-,0.8,75.1,0.5,-,6.39
281,Jonás Ramalho,Girona,30, D(CR),18(4),1620,1,-,4,-,0.3,84.1,1.2,-,6.38
282,Carlos Bacca,Villarreal,37, FW,12(21),1263,6,1,3,-,0.9,68.1,0.7,-,6.38
283,Kike García,Eibar,34, FW,15(15),1296,3,-,-,-,1.4,70.3,2.7,-,6.37
284,Erick Cabaco,Levante,29, D(C),20(1),1639,2,-,9,2,0.5,72.9,1.9,-,6.34
285,Álvaro García,Rayo Vallecano,31, AM(CL),17(18),1759,4,2,3,-,0.8,69.2,0.1,-,6.34
286,Sandro Ramírez,Real Sociedad,28," AM(LR),FW",10(14),1051,-,-,4,-,1.8,78.1,0.4,-,6.33
287,Borja Bastón,Deportivo Alaves,31, FW,18(9),1449,5,1,4,-,1.2,61.8,1.8,-,6.31
288,Fran Beltrán,Celta Vigo,25, DMC,16(14),1513,1,-,3,-,0.6,91.2,0.2,-,6.30
289,Patrick Roberts,Girona,27," M(CR),FW",6(13),596,-,-,-,-,0.4,82.2,0.1,-,6.28
290,Borja Fernández,Real Valladolid,43, M(C),11(9),842,-,-,4,-,0.3,78.9,1.9,-,6.27
291,Jozabed,Celta Vigo,33, M(C),14(6),1159,-,-,1,-,0.6,84.9,0.3,-,6.27
292,Daniele Verde,Real Valladolid,27," AM(CLR),FW",4(18),643,2,-,1,-,1.1,79.3,-,-,6.27
293,Aritz Aduriz,Athletic Club,43, FW,10(10),941,2,-,4,-,1,62.3,2.7,-,6.25
294,John Guidetti,Deportivo Alaves,32, FW,6(16),625,2,1,2,-,0.5,69.2,0.7,-,6.23
295,Anthony Lozano,Girona,31," AM(L),FW",7(13),725,-,-,4,1,1.2,67.8,1.2,-,6.15
