,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
200,Kasper Dolberg,0.2,0.2,0.8,-,0.8,0.4,0.1,-
201,Pedro Mendes,1,1.5,1,0.3,2.4,0.3,0.6,-
202,Imrân Louza,1.7,1,1.1,-,0.4,1.5,0.1,-
203,Jordan Lotomba,1.2,1.1,0.9,-,1.4,0.5,0.2,-
204,Paul Lasne,2.1,2.2,1.2,-,0.7,1,0.2,-
205,Arnaud Kalimuendo,0.3,0.1,0.6,-,0.1,0.2,-,-
206,Ismaël Traoré,0.9,1.2,0.6,0.6,3,0.5,0.4,-
207,Gautier Larsonneur,-,-,-,-,0.8,-,-,-
208,Sinaly Diomandé,0.4,1.3,0.6,0.2,1.9,0.3,0.6,-
209,Myziane Maolida,0.7,0.3,0.9,-,0.2,0.4,0.1,-
210,Pape Gueye,1.5,1.5,1.5,0.1,0.9,0.9,0.2,-
211,Arbër Zeneli,0.7,0.1,0.5,-,0.1,0.5,-,-
212,Timothée Kolodziejczak,1.2,1.5,1.2,0.3,3.3,0.3,0.6,-
213,Dylan Bronn,1.5,1.2,1,0.3,2.8,0.5,0.4,-
214,Xeka,1,0.6,0.8,-,0.5,0.8,0.1,-
215,Mihailo Ristic,1.3,0.8,0.8,0.1,1.5,0.5,0.3,-
216,Florent Mollet,0.6,0.9,1,-,0.2,1,0.1,-
217,Stephy Mavididi,0.5,0.4,0.9,-,0.1,0.4,-,-
218,Lamine Gueye,0.7,0.8,0.5,-,0.1,0.7,0.1,-
219,Arnaud Souquet,2.2,0.7,0.8,0.1,1.1,0.9,0.3,-
220,Facundo Medina,1.6,1.6,1.4,0.2,1.8,0.6,0.4,1
221,Leonardo Balerdi,1.4,1.3,1.5,0.5,2.9,0.8,0.4,-
222,Adrien Thomasson,1,0.6,1.4,-,-,1.2,0.1,-
223,Gaëtan Charbonnier,0.7,0.3,0.7,-,0.5,0.6,-,-
224,Haris Belkebla,2,1.7,1.1,-,0.9,1,0.1,-
225,Vincent Le Goff,1.6,1.7,0.6,-,1.3,1.2,0.2,-
226,Benjamin Lecomte,-,0.1,-,-,1.1,0.1,-,-
227,Faitout Maouassa,0.9,0.7,0.6,0.1,1.3,0.3,-,-
228,Andrés Cubas,3,1.9,1.3,0.1,0.9,1.5,0.4,-
229,Luis Henrique,0.3,0.4,0.1,-,0.2,0.3,0.1,-
230,Yannick Cahuzac,0.9,1.1,1,-,2.3,0.6,0.2,1
231,Loris Benito,1.4,1.4,1.3,0.4,2.1,0.8,0.3,-
232,Nicolas de Préville,0.6,0.4,0.6,-,0.2,1,-,-
233,Colin Dagba,0.9,0.6,0.8,0.1,0.7,0.2,0.2,-
234,Anthony Racioppi,-,0.1,-,-,1,0.1,-,-
235,Jérôme Hergault,1.7,1,0.9,-,1.4,0.6,0.1,-
236,Mounir Chouiar,1,0.5,1.1,-,0.2,0.5,-,-
237,Eiji Kawashima,-,-,-,-,0.5,-,-,-
238,Junior Dina Ebimbe,1.3,0.5,1.5,-,0.2,1,-,-
239,Abdoulaye Touré,1,0.8,0.7,-,0.6,0.6,0.1,-
240,Stevan Jovetic,0.3,0.1,0.6,-,0.1,0.3,-,-
241,Jean-Kévin Duverne,1.4,1.1,0.8,0.3,2.5,0.6,0.6,-
242,Fabien Lemoine,2.4,0.9,1.9,-,1.1,1.7,-,-
243,Quentin Boisgard,1,0.6,1,-,-,0.5,0.1,-
244,Moreto Cassamá,1.7,1.2,1,-,1.1,0.8,0.2,-
245,Rayan Cherki,0.2,0.1,0.6,-,-,0.4,-,-
246,Vincent Manceau,1.6,1.3,0.6,0.3,2,1.2,0.1,-
247,Jean-Louis Leca,0.1,-,-,-,0.6,0.1,-,-
248,Romain Del Castillo,1.2,0.1,0.5,-,0.1,0.8,-,-
249,Sofiane Alakouch,2.4,1,1.1,0.1,1.4,0.7,0.1,-
250,Sada Thioub,0.6,0.3,0.7,-,-,0.6,-,-
251,Clément Michelin,1,1,0.9,-,1,0.3,0.2,-
252,Khéphren Thuram,1.1,0.6,1.1,-,0.7,0.6,0.3,-
253,Mathias Pereira Lage,1,0.5,1,-,0.5,1.1,0.1,-
254,Mattia De Sciglio,1,0.9,0.8,0.1,1.2,0.3,0.1,-
255,Senou Coulibaly,1.5,1.4,0.8,0.4,3.8,0.5,0.5,-
256,Mama Baldé,0.8,0.1,1.3,-,0.9,0.4,-,-
257,Didier Ndong,1.8,1.3,1.4,-,1.3,1.6,0.2,-
258,Victorien Angban,1.4,0.7,1,-,0.3,1,0.2,-
259,Jordan Ferri,1.7,0.2,1.5,-,0.4,2.1,0.1,-
260,Ibrahim Amadou,1.6,1,1.4,-,1,1,0.2,-
261,Stéphane Bahoken,0.3,0.3,1,-,0.3,0.3,-,-
262,Haris Duljevic,0.8,0.4,0.5,0.1,0.1,0.8,-,-
263,Irvin Cardona,0.3,0.3,0.4,-,0.6,0.5,0.1,-
264,Moussa Koné,0.4,0.1,0.6,-,0.2,0.2,-,-
265,Lionel Carole,1.4,1.4,0.6,0.1,0.9,0.5,-,-
266,Paul Bernardoni,-,0.1,0.1,-,0.8,-,-,-
267,Fouad Chafik,1.7,0.9,0.7,0.2,1.7,0.8,0.4,1
268,Papa Ndiaga Yade,0.5,0.1,1.3,-,0.2,0.5,-,-
269,Jérémy Morel,1.1,1.6,0.7,0.1,2.7,0.7,0.4,-
270,Jessy Moulin,0.1,0.1,-,-,0.6,-,-,-
271,Andy Pelmard,0.9,1.1,0.9,0.1,1.6,0.2,0.2,-
272,Mehdi Chahiri,0.8,0.3,0.2,-,0.1,0.5,-,-
273,Stefan Mitrovic,1.1,1,0.7,0.4,3.2,0.4,0.4,-
274,Zaydou Youssouf,1,0.9,0.6,-,0.2,0.8,-,-
275,Antonin Bobichon,1,0.1,0.6,-,-,0.3,-,-
276,Hilton,0.5,1.3,0.6,0.3,3.6,0.4,0.9,-
277,Simon Banza,0.4,0.2,0.9,-,0.4,0.4,-,-
278,Steve Mandanda,-,0.1,-,-,0.5,-,-,-
279,Marcus Coco,1.1,0.6,1.5,-,0.4,0.6,0.1,-
280,Flavius Daniliuc,1,0.6,0.5,0.3,1.3,0.5,0.3,-
281,Yuto Nagatomo,0.9,1.2,0.5,0.1,1.6,0.4,0.1,1
282,Lois Diony,0.4,0.1,0.6,-,0.4,0.4,0.1,-
283,Bersant Celina,0.6,0.3,0.5,-,0.3,1,0.1,-
284,Aïmen Moueffek,1.3,0.5,1.1,0.2,0.9,1,0.1,-
285,Loïck Landre,0.7,1.6,1,0.5,2.4,0.8,1,-
286,Jimmy Cabot,1.2,0.5,0.7,-,0.1,1.1,-,-
287,Florian Miguel,0.7,2.1,0.8,0.2,3,0.4,0.6,-
288,Moussa Doumbia,0.4,0.4,0.3,-,-,0.8,-,-
289,Adrien Hunou,0.3,0.1,0.4,-,0.1,0.3,-,-
290,El Bilal Touré,0.7,0.2,1.3,-,0.3,0.3,0.1,-
291,Lucas Deaux,1.9,0.8,1.4,-,1.1,1.3,0.1,-
292,Pedro Chirivella,0.8,1.3,0.7,-,0.5,1.1,0.1,-
293,Pierre-Yves Hamel,0.7,0.4,1,-,0.3,0.2,-,-
294,Ismaël Boura,0.6,1.1,0.7,0.1,0.6,0.3,0.1,-
295,Abdoul Kader Bamba,0.6,0.2,0.3,-,0.1,0.2,-,-
296,Mehdi Zerkane,0.9,0.3,0.8,-,0.1,0.5,0.1,-
297,Valère Germain,0.3,0.5,0.4,-,0.8,0.3,0.1,-
298,Thomas Monconduit,1,0.5,0.9,-,0.8,1,0.1,-
299,Yassine Benrahou,0.7,0.2,0.3,-,0.2,0.8,-,-
300,Michaël Cuisance,1,0.1,1.4,-,0.1,1,-,-
301,Paul Nardi,-,-,-,-,0.8,-,-,-
302,Darío Benedetto,0.2,0.1,0.6,-,0.5,0.3,0.1,-
303,Timothy Weah,0.5,0.1,0.5,-,0.1,0.3,-,-
304,Kévin Zohi,0.4,0.3,0.3,-,0.1,0.2,-,-
305,Aaron Leya Iseka,0.3,-,1.2,-,0.3,0.2,0.1,-
306,Charles Abi,0.3,0.2,0.8,-,0.2,0.4,0.1,-
307,Patrick Burner,1.1,1.1,0.7,0.2,1.6,0.6,0.1,-
308,Mattéo Ahlinvi,1.3,0.1,0.9,-,0.4,1.4,-,-
309,Vagner,0.6,0.2,1,-,-,0.5,-,-
310,Corentin Jean,0.2,0.1,0.6,-,-,0.2,-,-
311,Fodé Ballo-Touré,0.9,0.3,0.4,-,0.3,0.3,-,-
312,Thierry Ambrose,0.3,0.1,1,-,0.2,0.4,-,-
313,Tony Mauricio,0.7,0.1,0.7,-,0.2,0.2,-,-
314,Pape Cheikh,1.1,0.3,2,-,0.2,1,0.1,-
315,Jérémy Le Douaron,0.5,0.3,0.6,-,0.4,0.5,-,-
316,Lucas Gourna-Douath,1.1,0.8,1.2,-,0.5,0.4,-,-
317,Adrian Grbic,0.2,0.2,0.7,-,0.2,0.2,-,-
318,Moussa Konaté,0.2,0.2,0.8,-,0.3,0.3,-,-
319,Jordan Marié,1.4,1,0.5,-,0.4,1.4,0.2,-
320,Dereck Kutesa,0.5,0.3,0.4,-,0.1,0.3,-,-
321,Frédéric Sammaritano,0.5,0.3,0.4,-,0.1,0.6,-,-
322,Petar Skuletic,0.2,-,0.2,-,0.2,0.3,0.1,-
323,Damien Le Tallec,0.7,1.1,0.8,-,0.9,0.9,0.3,1
324,Kaj Sierhuis,0.3,0.1,0.7,-,0.2,0.3,-,-
325,Wesley Lautoa,1.4,1.2,1.7,0.2,1.3,1,0.3,1
326,Jimmy Briand,0.3,-,0.6,-,0.1,-,-,-
327,Alex Dobre,0.5,0.5,0.2,-,0.1,0.3,-,-
328,Dan Ndoye,0.3,0.3,0.6,-,0.1,0.3,-,-
329,Joris Chotard,0.4,0.4,0.5,-,0.5,0.9,0.1,-
330,Renaud Emond,-,-,0.2,-,-,-,-,-
331,Amadou Traoré,0.3,0.1,0.3,-,0.1,0.4,-,-
332,Mohamed-Ali Cho,0.4,0.1,0.4,-,-,0.2,-,-
333,Nolan Roux,0.4,0.3,0.6,-,0.2,0.3,-,-
