,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Lionel Messi,0.8,0.1,0.3,-,-,0.5,-,-
1,Kylian Mbappé,0.3,0.1,0.6,-,0.1,0.3,-,-
2,Neymar,1.1,0.2,1.3,-,0.1,0.5,0.1,-
3,Alexandre Lacazette,1.2,0.4,1.8,-,0.1,0.5,0.1,-
4,Rémy Cabella,2,0.5,0.8,-,0.2,1.1,0.2,-
5,Téji Savanier,1.5,1,1.9,-,0.4,1.6,0.1,-
6,Enzo Le Fée,3.1,1,1.2,-,0.9,2,0.1,-
7,Jonathan David,0.6,0.2,1.1,-,0.3,0.5,0.1,-
8,Benjamin André,3.8,1.4,1.7,0.1,1.6,1.6,0.2,-
9,Benjamin Lecomte,-,-,-,-,0.8,0.1,-,-
10,Benjamin Bourigeaud,1.2,0.8,0.9,0.1,0.7,1.2,0.1,-
11,Florian Sotoca,1,0.8,1,-,1.3,0.7,0.1,-
12,Amine Gouiri,1.3,0.4,1.2,-,0.3,0.6,-,-
13,Gaëtan Laborde,1.4,0.3,0.8,-,0.4,0.7,0.1,-
14,Aleksandr Golovin,1.8,1.1,1.1,-,0.2,1.3,-,-
15,Seko Fofana,0.8,0.5,0.6,-,0.4,0.7,0.1,-
16,Andrei Girotto,3.4,2,1.5,0.3,4.8,1.6,0.7,-
17,Edon Zhegrova,0.8,0.1,0.5,-,-,0.4,-,-
18,Branco van den Boomen,2,0.3,0.9,-,0.7,1.5,0.1,-
19,Jérémy Doku,0.9,0.2,0.6,-,0.1,0.4,-,-
20,Jean-Ricner Bellegarde,1.6,0.9,1.2,-,0.6,0.5,0.1,-
21,Steve Mounié,0.6,0.1,1.6,-,0.9,0.4,0.3,-
22,Wissam Ben Yedder,0.5,0.1,0.6,-,-,0.3,-,-
23,Fabien Centonze,2.5,1.9,0.6,0.1,2.3,0.5,0.3,-
24,Nuno Mendes,2,0.7,1.1,0.1,0.7,0.5,0.1,-
25,Maxence Caqueret,2.4,1.1,1.3,-,0.8,1.8,0.1,-
26,Alexis Sánchez,0.8,0.1,1.3,-,0.2,0.6,-,-
27,Habib Diallo,0.5,0.3,1,-,0.7,0.3,0.1,-
28,Nabil Bentaleb,2.5,1.5,1.3,0.1,0.9,0.8,0.4,-
29,Przemyslaw Frankowski,2.1,1.1,0.9,0.1,0.9,1.1,0.2,-
30,Ludovic Blas,1.3,0.5,1.6,-,0.2,0.9,-,-
31,Valentin Rongier,2.6,1.5,1.4,-,0.9,1,0.3,-
32,Franck Honorat,1.2,0.6,0.7,-,0.5,0.5,0.1,-
33,Loïs Openda,0.3,0.1,1.1,-,0.2,0.3,-,-
34,Rayan Cherki,0.4,0.1,0.5,-,-,0.4,-,-
35,Pierre Lees-Melou,3,1.6,1.3,-,1.3,2.1,0.4,-
36,Hicham Boudaoui,2.5,1.3,1.1,-,0.6,0.7,0.2,-
37,Nicolas Pépé,1.3,0.2,0.7,-,0.1,0.7,-,-
38,Jonathan Clauss,1.4,0.9,0.7,0.1,1.1,0.9,0.1,-
39,Jonathan Gradit,1.9,1.2,0.9,0.3,2.5,0.7,0.8,-
40,Dante,1.9,1.3,1,0.3,3.3,0.6,0.8,-
41,Yunis Abdelhamid,2.2,1.7,1.3,0.6,3.1,0.4,0.7,-
42,Rasmus Nicolaisen,1.4,1.5,0.9,0.3,4.4,0.5,1.3,1
43,Achraf Hakimi,1.9,0.6,1,-,0.5,1,0.1,-
44,Yehvann Diouf,0.1,-,-,-,0.7,0.1,-,-
45,Kevin Danso,1,0.9,1.1,0.7,3.3,0.3,0.9,-
46,Bradley Barcola,1,0.7,0.9,-,0.3,1.2,-,-
47,Marco Verratti,2.6,0.9,1.2,-,0.4,1.8,0.2,-
48,Vanderson,2.7,1.5,1.2,0.1,1,1,0.3,-
49,Adrien Thomasson,1.2,0.2,1.1,-,0.8,1.7,0.1,-
50,Alexander Djiku,1.7,2.1,1.3,0.4,4.8,0.6,0.6,-
51,Caio Henrique,2.1,0.7,0.4,0.2,1.5,0.9,0.2,1
52,Karl Toko-Ekambi,0.5,0.5,0.4,-,0.3,0.6,0.1,-
53,Jonathan Bamba,1.1,0.6,1,-,0.4,0.9,-,-
54,Neto Borges,2.3,1.2,0.6,0.2,1.5,0.9,0.3,-
55,Khéphren Thuram,1.5,1.1,0.9,-,0.9,0.7,0.4,-
56,Folarin Balogun,0.2,0.1,1,-,0.4,0.5,-,-
57,Azor Matusiwa,2.2,1.5,1.4,-,1.6,0.8,0.4,-
58,Youssouf Fofana,2.3,1.6,1.4,-,0.9,1,0.2,1
59,Fabián Ruiz,2.3,0.7,0.7,-,0.8,1.3,-,-
60,Junya Ito,1.1,0.2,0.6,-,0.1,1.1,-,-
61,Romain Del Castillo,1.4,0.4,0.7,-,0.2,0.7,-,-
62,Gianluigi Donnarumma,-,-,-,-,0.7,-,-,-
63,Marshall Munetsi,1.7,0.8,1.9,0.1,1.1,0.8,0.3,-
64,Cengiz Ünder,1,0.5,0.8,-,0.3,0.6,0.1,-
65,Elye Wahi,0.3,0.1,1,-,0.1,0.3,0.1,-
66,Rony Lopes,0.8,0.3,0.6,-,0.3,0.8,0.1,-
67,Nicolás Tagliafico,2.7,1.7,1.2,0.1,1.3,0.8,0.3,-
68,Malo Gusto,2,1.3,1,0.2,0.7,1,0.2,1
69,Nuno Tavares,1.8,0.5,1.2,0.1,0.7,0.9,0.1,-
70,Jordan Veretout,1.5,0.9,0.9,0.1,1.1,0.7,0.2,1
71,Baptiste Santamaría,1.6,0.8,0.9,-,0.9,0.8,0.2,-
72,Rafael Ratão,1.7,0.7,0.9,-,0.2,1.5,-,-
73,Axel Disasi,0.8,1.5,0.8,0.4,2.9,0.4,0.8,-
74,Samuel Gigot,1.8,1.7,1.7,0.2,3.1,0.1,0.3,-
75,Breel Embolo,0.5,0.2,1.6,0.1,0.4,0.2,0.1,-
76,Adrien Truffert,2.2,0.8,0.7,0.2,1.6,0.5,0.3,-
