,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
77,Diogo Jota,Liverpool,27," AM(CLR),FW",12(7),1113,9,-,2,-,2.4,74.9,0.7,-,6.89
78,Nélson Semedo,Wolves,30," D(LR),M(R)",34,2988,1,1,5,-,0.7,81,1.2,1,6.89
79,Jannik Vestergaard,Southampton,31, D(C),29(1),2575,3,-,3,1,0.8,83.6,3.3,1,6.89
80,Alexandre Lacazette,Arsenal,32," M(CLR),FW",22(9),1931,13,2,3,-,1.5,78.8,0.9,3,6.89
81,Andros Townsend,Crystal Palace,32," AM(CLR),FW",25(9),2259,1,5,-,-,1.1,73.7,0.1,1,6.88
82,John McGinn,Aston Villa,29, M(CLR),37,3330,3,5,12,-,1.2,79.4,0.6,-,6.88
83,Wilfried Zaha,Crystal Palace,31," AM(LR),FW",29(1),2614,11,2,6,-,2,78.3,0.3,2,6.88
84,Andy Robertson,Liverpool,30," D(L),M(L)",38,3386,1,7,2,-,0.5,84.4,0.8,-,6.88
85,Bukayo Saka,Arsenal,22," D(L),M(CLR)",30(2),2562,5,3,1,-,1.9,81.8,0.4,2,6.88
86,Jorginho,Chelsea,32, DMC,23(5),2014,7,1,2,-,0.5,89.2,0.6,4,6.88
87,Jonny Evans,Leicester,36, D(CL),28,2476,2,2,7,-,0.3,85.9,3.3,1,6.87
88,Stuart Dallas,Leeds,33," D(LR),M(CLR)",38,3411,8,2,7,-,1.3,83.7,0.9,3,6.87
89,Dwight McNeil,Burnley,24, M(CLR),34(2),3071,2,5,1,-,0.7,78.9,0.5,1,6.87
90,Nick Pope,Burnley,32, GK,32,2880,-,-,1,-,-,44.6,0.3,6,6.86
91,Romain Saïss,Wolves,34," D(C),DMC",27,2408,3,-,2,-,1,81.1,2.6,2,6.86
92,Tanguy Ndombélé,Tottenham,27, M(C),28(5),2108,3,2,3,-,0.5,85.6,0.3,2,6.86
93,Yerry Mina,Everton,29, D(C),23(1),1939,2,-,2,-,0.7,90.1,2.8,1,6.86
94,N'Golo Kanté,Chelsea,33, M(C),24(6),2146,-,2,7,-,0.3,86.5,0.6,1,6.86
95,Toby Alderweireld,Tottenham,35, D(CR),25,2241,1,-,2,-,0.4,82.5,1.8,-,6.86
96,Dani Ceballos,Arsenal,27, M(CL),17(8),1616,-,3,4,-,0.5,87.2,0.3,2,6.85
97,Bertrand Traoré,Aston Villa,28," AM(R),FW",29(7),2338,7,6,1,-,1.8,77.7,0.9,3,6.85
98,Mateo Kovacic,Chelsea,29, M(CL),21(6),1820,-,1,4,-,0.9,90.8,0.4,2,6.84
99,Joël Veltman,Brighton,32," D(CR),M(R)",25(3),2283,1,1,3,-,0.5,77.7,1.5,-,6.84
100,Oleksandr Zinchenko,Man City,27," D(L),M(CLR)",15(5),1474,-,-,-,-,0.8,89.8,1.5,-,6.84
101,Antonee Robinson,Fulham,26," D(L),M(L)",24(4),2162,-,-,4,1,0.4,74.9,1.3,1,6.84
102,Kelechi Iheanacho,Leicester,27," AM(C),FW",16(9),1458,12,2,1,-,2.4,79.8,0.3,2,6.84
103,Anthony Martial,Man Utd,28," AM(LR),FW",17(5),1488,4,3,-,1,2,84.4,0.8,1,6.84
104,Lewis Dunk,Brighton,32, D(C),33,2933,5,-,5,2,1,89.4,2.4,-,6.84
105,Kyle Walker-Peters,Southampton,27," D(LR),M(R)",30,2649,-,2,4,-,0.6,80.9,0.5,-,6.84
106,Danny Ings,Southampton,31," AM(C),FW",26(3),2185,12,4,1,-,2,66.3,0.8,2,6.84
107,Callum Wilson,Newcastle,32, FW,23(3),2086,12,5,2,-,1.9,69.5,1.7,4,6.84
108,Trézéguet,Aston Villa,29, AM(LR),12(9),1166,2,1,-,-,1.7,75.7,1.3,1,6.83
109,Timothy Castagne,Leicester,28," D(CLR),M(LR)",27,2346,2,3,1,-,0.3,84.3,1.6,2,6.82
110,Pascal Groß,Brighton,32," D(LR),M(CR),FW",27(7),2482,3,8,3,-,0.9,81.6,0.6,1,6.82
111,Fabinho,Liverpool,30," D(CR),DMC",28(2),2565,-,-,6,-,0.3,90.3,1.8,-,6.82
112,Stuart Armstrong,Southampton,32, AM(CLR),32(1),2774,4,5,3,-,1.7,80.7,0.2,2,6.82
113,Jordan Henderson,Liverpool,33," D(C),M(CLR)",20(1),1708,1,1,-,-,0.7,87.3,0.5,-,6.82
114,Aaron Cresswell,West Ham,34," D(CL),M(L)",36,3172,-,8,3,-,0.5,78.9,1,2,6.81
115,Rúben Neves,Wolves,27, DMC,31(5),2680,5,1,8,-,1.9,84.5,0.7,1,6.81
116,Chris Wood,Burnley,32, FW,32(1),2750,12,3,-,-,2.1,65.1,4.7,1,6.81
117,Eberechi Eze,Crystal Palace,25, AM(CLR),29(5),2565,4,6,3,-,1.1,84.2,0.4,4,6.81
118,Fernandinho,Man City,38," D(CR),M(C)",12(9),1185,-,2,6,-,0.7,87.2,1.4,-,6.81
119,Timo Werner,Chelsea,28," AM(CLR),FW",29(6),2608,6,8,2,-,2.3,78.8,0.3,1,6.81
120,Pascal Struijk,Leeds,24," D(CL),DMC",22(5),2074,1,-,3,-,0.5,86,1.7,-,6.81
121,Tyrone Mings,Aston Villa,31, D(CL),36,3195,2,2,4,1,0.5,77.9,2.5,-,6.81
122,Jonjo Shelvey,Newcastle,32, M(C),29(1),2617,1,3,7,-,1.4,76.4,0.9,-,6.80
123,Leandro Trossard,Brighton,29," M(CLR),FW",30(5),2622,5,5,2,-,1.7,78.8,0.1,2,6.80
124,Joachim Andersen,Fulham,27, D(C),30(1),2730,1,1,7,1,0.4,81.4,3.2,2,6.79
125,Karl Darlow,Newcastle,33, GK,25,2250,-,-,3,-,-,45.7,0.7,1,6.79
126,Rob Holding,Arsenal,28, D(CR),28(2),2558,-,1,2,-,0.5,87,2.4,1,6.79
127,Anwar El Ghazi,Aston Villa,29," AM(LR),FW",17(11),1617,10,-,2,-,2.3,75.3,1,2,6.78
128,Abdoulaye Doucouré,Everton,31, M(C),29,2452,2,3,6,-,0.6,85.1,1.3,-,6.78
129,Pablo Fornals,West Ham,28, M(CLR),31(2),2583,5,4,3,-,1.5,79.4,0.7,1,6.78
130,Pierre-Emerick Aubameyang,Arsenal,34," M(CLR),FW",26(3),2337,10,3,2,-,2,78,1.2,1,6.78
131,Ben Godfrey,Everton,26, D(CLR),29(2),2683,-,2,4,-,0.5,84.7,1.8,-,6.78
132,Ché Adams,Southampton,27," AM(CL),FW",30(6),2675,9,5,1,-,1.5,70.3,1.5,-,6.77
133,Adam Webster,Brighton,29, D(C),29,2595,1,-,4,-,0.9,80.9,2.7,1,6.77
134,Kyle Bartley,WBA,32, D(C),28(2),2584,3,1,4,-,0.5,77.1,3.6,1,6.77
135,Emile Smith Rowe,Arsenal,23, AM(CL),18(2),1448,2,4,-,-,0.7,88.7,0.2,-,6.77
136,Allan,Everton,33, DMC,23(1),2052,-,-,6,-,0.3,85.6,0.2,-,6.77
137,Josh Brownhill,Burnley,28, M(CR),32(1),2816,-,1,2,-,1,78.3,2,-,6.76
138,Ferran Torres,Man City,24," AM(LR),FW",15(9),1306,7,2,1,-,1.5,85.2,0.6,2,6.76
