,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
22,Trent Alexander-Arnold,Liverpool,25," D(R),DMC,M(R)",35(3),3176,4,13,5,-,1.2,76.7,0.4,4,7.20
23,Aaron Wan-Bissaka,Man Utd,26," D(LR),M(R)",34(1),3103,-,4,8,-,0.2,81.3,0.7,3,7.19
24,Richarlison,Everton,26," AM(CLR),FW",36,3112,13,3,8,-,2.5,66.6,2.1,6,7.19
25,Willy-Arnaud Boly,Wolves,33, D(C),22,1980,-,1,1,1,0.2,80.9,4,2,7.19
26,James Tarkowski,Burnley,31, D(C),38,3420,2,2,10,-,0.6,70.8,5.2,6,7.19
27,Christian Pulisic,Chelsea,25," M(CLR),FW",19(6),1727,9,4,-,-,2.5,79.9,0.8,4,7.18
28,Sergio Agüero,Man City,35," AM(CL),FW",18(6),1460,16,3,1,-,3.2,80.5,0.1,2,7.16
29,Lucas Digne,Everton,30," D(CL),M(L)",35,3035,-,7,6,-,0.8,74.2,3.3,2,7.16
30,James Ward-Prowse,Southampton,29, M(CR),38,3420,5,3,9,-,1.5,80.9,1.9,1,7.15
31,Jordan Henderson,Liverpool,33," D(C),M(CLR)",26(4),2244,4,5,2,-,0.7,84.5,0.9,1,7.15
32,Roberto Firmino,Liverpool,32," M(CLR),FW",34(4),3003,9,8,-,-,2.6,79.6,0.7,2,7.14
33,César Azpilicueta,Chelsea,34," D(CLR),M(R)",36,3230,2,6,1,-,0.8,80.7,2.6,2,7.12
34,Harry Maguire,Man Utd,31, D(C),38,3451,1,1,6,-,0.8,86.7,4.6,1,7.12
35,Danny Ings,Southampton,31," AM(C),FW",32(6),2815,22,2,3,-,2.4,62.7,1.2,4,7.12
36,Andy Robertson,Liverpool,30," D(L),M(L)",34(2),3114,2,12,2,-,0.6,83.7,0.9,2,7.11
37,Rodri,Man City,27," D(C),DMC",29(6),2488,3,2,8,-,0.7,92.9,1.6,1,7.09
38,Sébastien Haller,West Ham,29, FW,24(8),2263,7,1,1,-,1.8,65.8,6.8,3,7.08
39,Emiliano Buendía,Norwich,27," M(CLR),FW",28(8),2465,1,7,6,1,1.1,80,0.8,6,7.08
40,Nicolas Pépé,Arsenal,28," AM(CLR),FW",22(9),2016,5,6,4,-,1.6,81.4,0.7,4,7.06
41,Sèrge Aurier,Tottenham,31," D(CLR),M(R)",31(2),2706,1,5,2,1,0.4,79.1,2.1,2,7.06
42,Dwight McNeil,Burnley,24, M(CLR),38,3345,2,6,5,-,1.3,79.1,0.7,3,7.06
43,Diego Rico,Bournemouth,31," D(CL),M(L)",27,2336,-,4,6,-,0.4,67.3,1.2,2,7.06
44,Troy Deeney,Watford,35, FW,26(1),2234,10,2,3,-,1.7,54.2,7.3,2,7.05
45,Çaglar Söyüncü,Leicester,27, D(C),34,3037,1,1,4,1,0.5,89.6,3.2,-,7.04
46,Bernardo Silva,Man City,29," M(CLR),FW",23(11),2031,6,7,5,-,1.5,90.2,0.4,1,7.03
47,Pierre-Emerick Aubameyang,Arsenal,34," M(CLR),FW",35(1),3139,22,3,3,1,2.6,72.2,0.9,3,7.03
48,João Moutinho,Wolves,37, M(C),34(4),3108,1,6,7,-,0.6,85.5,0.6,1,7.01
49,Declan Rice,West Ham,25," D(C),DMC",38,3420,1,3,6,-,0.8,86,1.4,2,7.01
50,Nemanja Matic,Man Utd,35, DMC,18(3),1614,-,2,3,-,0.3,87,1.4,1,7.00
51,John McGinn,Aston Villa,29, M(CLR),27(1),2318,3,3,3,-,2,81.4,0.7,4,7.00
52,Matt Doherty,Wolves,32," D(LR),M(LR)",32(4),2841,4,3,1,-,1,74.9,3.7,3,6.99
53,Hugo Lloris,Tottenham,37, GK,21,1808,-,-,-,-,-,67.1,0.3,1,6.98
54,Wilfried Zaha,Crystal Palace,31," AM(LR),FW",37(1),3280,4,3,5,-,1.6,81.1,0.3,2,6.98
55,Chris Basham,Sheff Utd,35," D(CR),M(CR)",38,3255,-,1,4,-,0.2,74.7,2.9,4,6.98
56,Jonjo Shelvey,Newcastle,32, M(C),25(1),2124,6,2,3,-,1.7,76.9,0.7,1,6.97
57,Lucas Moura,Tottenham,31," AM(CLR),FW",25(10),2249,4,4,3,-,1.6,73.5,1.7,2,6.96
58,Ben Chilwell,Leicester,27," D(L),M(L)",27,2376,3,3,3,-,0.6,78.3,2.1,1,6.96
59,Nathan Redmond,Southampton,30," AM(CLR),FW",32,2771,4,4,2,-,1.8,73.7,0.6,2,6.96
60,Felipe Anderson,West Ham,31," M(CLR),FW",20(5),1508,1,4,1,-,0.9,78.8,0.2,1,6.96
61,Mateo Kovacic,Chelsea,29, M(CL),23(8),2073,1,3,8,-,0.7,89.7,0.3,1,6.94
62,John Egan,Sheff Utd,31, D(C),36,3189,2,-,3,1,0.8,80.2,3.8,1,6.93
63,Jack O'Connell,Sheff Utd,30, D(C),32(1),2915,-,1,4,-,0.4,73.5,4.1,1,6.93
64,Jordan Ayew,Crystal Palace,32," AM(CLR),FW",37,3162,9,2,6,-,1.6,81.3,2.2,4,6.93
65,Alexandre Lacazette,Arsenal,32," M(CLR),FW",22(8),1878,10,4,8,-,1.7,76.4,1,2,6.92
66,Djibril Sidibé,Everton,31," D(CLR),M(R)",18(7),1852,-,4,3,-,0.5,78.6,1.2,1,6.92
67,Scott McTominay,Man Utd,27," D(C),M(C)",20(7),1772,4,1,2,-,1.1,80.9,1.6,2,6.92
68,Phil Bardsley,Burnley,38," D(LR),M(R)",21,1890,-,1,6,-,0.5,66.1,1.8,-,6.92
69,Mason Mount,Chelsea,25, M(CLR),32(5),2875,7,5,3,-,2.1,85.7,0.3,2,6.91
70,Kurt Zouma,Chelsea,29, D(CR),25(3),2344,-,-,6,-,0.5,88.5,3.8,1,6.91
71,Étienne Capoue,Watford,35," D(C),M(CL)",30,2632,-,3,8,-,0.6,81.3,1.6,1,6.91
72,Tammy Abraham,Chelsea,26, FW,25(9),2221,15,3,2,-,2.6,66.8,2.6,4,6.91
73,Kyle Walker,Man City,33," D(CR),M(R)",28(1),2398,1,4,5,-,0.5,88.6,1,-,6.90
74,Reece James,Chelsea,24," D(CR),DMC,M(R)",16(8),1514,-,2,1,-,0.8,85.9,1.5,1,6.90
75,Jonny Evans,Leicester,36, D(CL),38,3386,1,1,8,1,0.6,86.8,3.3,-,6.90
76,N'Golo Kanté,Chelsea,33, M(C),20(2),1733,3,-,4,-,0.8,84.9,0.9,-,6.90
77,Gerard Deulofeu,Watford,30," AM(CLR),FW",25(3),2109,4,5,3,-,2.3,80.2,-,3,6.90
78,Philip Billing,Bournemouth,27," M(C),FW",29(5),2536,1,1,8,-,1,74.8,3.3,1,6.90
79,Dan Burn,Brighton,31," D(CL),M(L)",33(1),2881,-,-,5,-,0.4,74.1,4.1,2,6.90
80,Lewis Dunk,Brighton,32, D(C),36,3231,3,3,9,-,0.9,87,2.8,1,6.89
81,Frédéric Guilbert,Aston Villa,29," D(CLR),M(R)",22(3),2041,-,2,7,-,0.3,68.9,1.9,1,6.89
82,Oliver McBurnie,Sheff Utd,27," AM(CL),FW",24(12),2121,6,-,4,-,1.4,60.5,5.6,2,6.89
83,Fabinho,Liverpool,30," D(CR),DMC",22(6),2075,2,3,6,-,0.4,87,1.5,1,6.89
84,Romain Saïss,Wolves,34," D(C),DMC",31(2),2706,2,1,10,1,0.7,78.4,3.6,1,6.88
85,Charlie Taylor,Burnley,30," D(CL),M(L)",22(2),1946,-,1,3,-,-,68.7,1.9,-,6.88
86,Bernd Leno,Arsenal,32, GK,30,2650,-,-,2,-,-,72.3,0.3,1,6.88
87,Youri Tielemans,Leicester,26, M(C),32(5),2834,3,6,2,-,1.5,83,0.7,1,6.88
88,Ben Mee,Burnley,34, D(CL),32,2880,1,1,7,-,0.5,71.4,4.1,1,6.88
89,Fred,Man Utd,31, M(C),23(6),2190,-,-,8,-,1.4,87.5,0.3,-,6.87
90,Dele Alli,Tottenham,28," M(CL),FW",21(4),1854,8,4,2,-,1.7,76.3,0.8,1,6.87
91,Dominic Calvert-Lewin,Everton,27," AM(L),FW",30(6),2661,13,1,9,-,2.4,64,5,2,6.87
92,John Fleck,Sheff Utd,32, DMC,28(2),2518,5,2,8,-,1,80.3,0.5,2,6.86
93,Phil Foden,Man City,23," AM(CLR),FW",9(14),893,5,2,-,-,1.5,88.5,0.4,2,6.86
94,Matt Targett,Aston Villa,28," D(L),M(L)",27(1),2298,1,2,4,-,0.3,72.6,1.3,1,6.86
95,Fernandinho,Man City,38," D(CR),M(C)",26(4),2399,-,1,7,2,0.6,89.8,2.5,-,6.86
96,Luke Shaw,Man Utd,28," D(CL),M(L)",20(4),1765,-,-,7,-,0.5,87.4,1.3,-,6.85
97,Jorginho,Chelsea,32, DMC,27(4),2384,4,2,10,-,0.4,88.4,0.5,2,6.85
98,Ross Barkley,Chelsea,30, M(CLR),13(8),1104,1,4,-,-,1.9,89,0.6,2,6.84
99,Dani Ceballos,Arsenal,27, M(CL),18(6),1699,-,2,1,-,0.5,87.9,0.4,1,6.84
100,Michael Keane,Everton,31, D(CR),28(3),2587,2,-,3,-,0.5,82.8,4.2,3,6.83
101,Pierre-Emile Højbjerg,Southampton,28, M(C),30(3),2751,-,1,5,-,1.4,78.1,1.7,1,6.83
102,Jan Bednarek,Southampton,28, D(C),34,3058,1,1,4,-,0.2,75.3,3.7,-,6.83
103,Yerry Mina,Everton,29, D(C),25(4),2282,2,1,3,-,1,83.8,3.9,1,6.83
104,Toby Alderweireld,Tottenham,35, D(CR),33,2958,2,2,7,-,0.5,81.7,2.2,-,6.82
105,Enda Stevens,Sheff Utd,33," D(CL),M(L)",38,3347,2,4,7,-,0.6,74.9,0.8,-,6.82
106,Rúben Neves,Wolves,27, DMC,35(3),3060,2,2,9,-,1.6,80.1,0.8,1,6.82
107,Oliver Norwood,Sheff Utd,33, M(C),37(1),3101,1,1,8,-,0.4,82.3,1.2,2,6.82
108,Christian Benteke,Crystal Palace,33, FW,13(11),1259,2,1,4,1,1.7,54.3,6,-,6.81
109,Georginio Wijnaldum,Liverpool,33, M(CLR),35(2),2948,4,-,-,-,1,90.8,0.8,-,6.81
110,James McArthur,Crystal Palace,36, M(CLR),37,3105,-,3,6,-,0.8,78.5,1.2,-,6.81
111,Jonny Otto,Wolves,30," D(CLR),M(LR)",33(2),2891,2,2,4,-,0.5,81.3,1,1,6.81
112,David McGoldrick,Sheff Utd,36," AM(CLR),FW",22(6),1825,2,2,2,-,1.6,74.9,3,1,6.81
113,Nicolás Otamendi,Man City,36, D(C),18(6),1711,2,-,3,-,0.6,92.4,2.5,-,6.80
114,Ryan Fredericks,West Ham,31," D(R),M(R)",25(2),2237,-,3,7,-,0.1,74.1,1.3,1,6.80
115,Adam Webster,Brighton,29, D(C),31,2670,3,1,4,-,0.5,83.1,3.6,-,6.79
116,Robert Snodgrass,West Ham,36, M(CLR),17(7),1513,5,5,4,-,0.9,77.8,0.6,1,6.79
117,Jan Vertonghen,Tottenham,37, D(CL),19(4),1647,1,1,2,-,0.2,82.8,2.6,1,6.79
118,Ashley Westwood,Burnley,34, DMC,35,3150,2,6,9,-,0.4,78.7,0.5,1,6.79
119,George Baldock,Sheff Utd,31," D(CR),M(R)",38,3420,2,3,7,-,0.3,75.9,1,-,6.79
120,Granit Xhaka,Arsenal,31," D(L),M(C)",30(1),2591,1,2,10,-,0.4,88.1,1.5,-,6.78
121,Joe Gomez,Liverpool,26, D(CLR),22(6),2000,-,-,7,-,-,88,2.5,-,6.78
122,Antonio Rüdiger,Chelsea,31, D(CLR),19(1),1711,2,-,3,-,0.6,86.8,2.9,1,6.77
123,Nick Pope,Burnley,32, GK,38,3420,-,-,1,-,-,37.6,0.6,4,6.77
124,Ayoze Pérez,Leicester,30," AM(CLR),FW",26(7),2020,8,4,-,-,1.4,79.7,0.8,-,6.77
125,Mason Holgate,Everton,27," D(CR),DMC,M(R)",24(3),2085,-,3,5,-,0.4,84.2,1.6,2,6.77
126,Joshua King,Bournemouth,32," AM(CLR),FW",24(2),2020,6,4,-,-,1,72.3,2.3,1,6.76
127,Harvey Barnes,Leicester,26, AM(CL),24(12),2094,6,8,-,-,1.7,79.5,0.8,1,6.76
128,Diogo Jota,Wolves,27," AM(CLR),FW",27(7),2298,7,1,4,-,2,79.8,0.9,3,6.76
129,Wesley,Aston Villa,27, FW,21,1790,5,1,3,-,1.7,71.8,3.3,1,6.76
130,Patrick van Aanholt,Crystal Palace,33," D(L),M(L)",29,2511,3,2,-,-,0.9,81.2,0.6,2,6.76
131,Fabian Schär,Newcastle,32, D(C),18(4),1634,2,-,5,-,0.9,74.8,1.5,1,6.75
132,Nathan Aké,Bournemouth,29," D(CL),DMC",29,2505,2,2,2,-,0.9,87.6,2.1,-,6.75
133,Andreas Christensen,Chelsea,28," D(C),DMC",21,1754,-,-,5,-,0.3,91.4,3.3,-,6.75
134,Angelo Ogbonna,West Ham,35, D(C),31,2787,2,-,4,-,0.4,76.2,3.3,-,6.74
135,Mason Greenwood,Man Utd,22," AM(LR),FW",12(19),1313,10,1,-,-,1.3,86.3,0.2,1,6.73
136,Moussa Sissoko,Tottenham,34, M(CR),28(1),2455,2,1,8,-,0.5,87.5,0.9,-,6.73
137,Federico Fernández,Newcastle,35, D(C),29(3),2618,2,2,8,-,0.5,77,1.9,2,6.73
138,Kasper Schmeichel,Leicester,37, GK,38,3420,-,-,2,-,-,75.4,0.3,2,6.72
139,Chris Wood,Burnley,32, FW,29(3),2446,14,1,1,-,2,63,3.8,2,6.72
140,Martin Dúbravka,Newcastle,35, GK,38,3420,-,-,-,-,-,50.6,0.3,1,6.72
141,Steve Cook,Bournemouth,33, D(C),28(1),2430,1,-,6,1,0.4,79.2,4,1,6.72
142,Dean Henderson,Sheff Utd,27, GK,36,3240,-,-,2,-,-,36.8,0.5,1,6.72
143,Isaac Hayden,Newcastle,29," D(C),DMC",26(3),2226,1,2,4,1,0.6,79,1.7,-,6.72
144,Craig Dawson,Watford,33, D(CR),26(3),2361,2,-,6,-,0.9,77.5,3.5,1,6.72
145,Ismaïla Sarr,Watford,26," AM(CLR),FW",22(6),2030,5,4,1,-,1.6,81.5,0.7,2,6.71
146,Yves Bissouma,Brighton,27, M(C),15(7),1263,1,-,4,-,0.7,85,0.8,1,6.71
147,Alex McCarthy,Southampton,34, GK,28,2520,-,-,-,-,-,51.5,0.6,2,6.71
148,Victor Lindelöf,Man Utd,29, D(CLR),35,3125,1,-,6,-,0.2,86.5,2.7,-,6.71
149,Tanguy Ndombélé,Tottenham,27, M(C),12(9),1011,2,2,3,-,0.4,85.6,0.3,1,6.71
150,Jefferson Lerma,Bournemouth,29," D(CR),DMC",31(2),2709,1,2,11,1,0.9,78.7,1.7,-,6.70
151,Ilkay Gündogan,Man City,33, M(C),21(10),2017,2,1,7,-,1.1,91.9,0.4,-,6.70
152,John Lundstram,Sheff Utd,30," D(C),DMC",26(8),2456,5,3,5,-,1.3,82.7,0.7,1,6.70
153,Christian Kabasele,Watford,33, D(C),26(1),2253,-,2,1,2,0.3,72.7,2.3,1,6.70
154,Miguel Almirón,Newcastle,30," AM(CLR),FW",35(1),3034,4,2,5,-,1.6,80.2,0.3,2,6.70
155,Jamaal Lascelles,Newcastle,30, D(C),24,2079,1,-,5,-,0.4,79.8,3.1,1,6.70
156,Conor Hourihane,Aston Villa,33, M(C),18(9),1539,3,5,4,-,1.1,82.7,0.5,2,6.69
157,Aaron Ramsdale,Bournemouth,25, GK,37,3330,-,1,-,-,-,52,0.3,1,6.69
158,Mattéo Guendouzi,Arsenal,25, M(C),19(5),1748,-,1,6,-,0.5,88.4,0.5,-,6.69
159,Gary Cahill,Crystal Palace,38, D(C),25,2168,-,1,1,-,0.8,84.9,3.5,-,6.69
160,Vicente Guaita,Crystal Palace,37, GK,35,3150,-,-,1,-,-,49.5,0.5,2,6.69
161,Leander Dendoncker,Wolves,29," D(C),M(C)",32(6),2795,4,-,5,-,0.5,83.3,2.5,1,6.68
162,Luka Milivojevic,Crystal Palace,33, DMC,28(3),2514,3,1,12,-,1,82,1.1,2,6.67
163,Joelinton,Newcastle,27," AM(CLR),FW",32(6),2699,2,2,7,-,1.3,76.7,4.6,-,6.67
164,Mark Noble,West Ham,36, M(C),32(1),2686,4,3,5,-,0.5,82.8,0.5,1,6.67
165,Abdoulaye Doucouré,Watford,31, M(C),36(1),3167,4,2,9,-,1.6,78.4,1.5,1,6.67
166,Cheikhou Kouyaté,Crystal Palace,34," D(CR),DMC",29(6),2538,1,1,4,-,0.7,73.9,2.6,-,6.67
167,Shane Long,Southampton,37," AM(LR),FW",15(11),1399,2,2,-,-,1.3,54.1,4.3,-,6.67
168,Aaron Mooy,Brighton,33, M(CLR),25(6),2090,2,2,1,1,1.1,81.4,0.5,4,6.67
169,Mathew Ryan,Brighton,32, GK,38,3420,-,-,-,-,-,79.2,0.3,-,6.67
170,Davinson Sánchez,Tottenham,27, D(C),27(2),2432,-,-,6,-,0.2,85.9,1.8,-,6.66
171,Joel Ward,Crystal Palace,34," D(CLR),DMC,M(R)",27(2),2383,-,-,4,-,0.2,71.2,1.8,-,6.66
172,Stuart Armstrong,Southampton,32, AM(CLR),19(11),1716,5,3,4,-,1.5,77,0.5,1,6.66
173,Neal Maupay,Brighton,27," AM(C),FW",30(7),2770,10,3,3,-,2.6,79.6,0.7,1,6.66
174,Adam Masina,Watford,30," D(CL),M(L)",20(6),1819,1,-,3,-,0.6,63.3,2.6,-,6.66
175,Gylfi Sigurdsson,Everton,34," M(CLR),FW",28(7),2596,2,3,3,-,1.3,83.4,0.4,-,6.65
176,Pascal Groß,Brighton,32," D(LR),M(CR),FW",22(7),1804,2,4,4,-,1,79.5,0.6,-,6.65
177,Bukayo Saka,Arsenal,22," D(L),M(CLR)",19(7),1755,1,5,6,-,0.5,81.5,0.3,-,6.65
178,Davy Pröpper,Brighton,32, M(C),32(3),2830,1,2,4,-,0.8,84.2,0.8,1,6.65
179,Dale Stephens,Brighton,34, M(C),28(5),2529,-,1,8,-,0.6,85.7,0.6,-,6.65
180,Erik Pieters,Burnley,35," D(CL),M(L)",21(3),1880,-,4,2,-,0.6,72.1,1.4,-,6.65
181,Kenny McLean,Norwich,32," D(C),M(C)",32(5),2966,1,1,5,-,0.8,79.4,2.6,-,6.64
182,Érik Lamela,Tottenham,32," AM(CLR),FW",12(13),1212,2,1,3,-,1.2,83.7,0.2,-,6.64
183,Craig Cathcart,Watford,35, D(CR),28(1),2490,-,-,7,-,0.1,80.6,2.3,-,6.63
184,Ainsley Maitland-Niles,Arsenal,26," D(LR),M(CLR)",15(5),1383,-,2,4,1,0.2,81.9,0.9,1,6.63
185,Kelechi Iheanacho,Leicester,27," AM(C),FW",12(8),963,5,3,1,-,1.8,80.9,0.2,-,6.63
186,Alex Oxlade Chamberlain,Liverpool,30, M(CLR),17(13),1493,4,1,1,-,1.3,83.2,0.5,1,6.63
187,Tyrone Mings,Aston Villa,31, D(CL),33,2903,2,2,7,-,0.2,78,2,-,6.63
188,Douglas Luiz,Aston Villa,25, M(C),28(8),2608,3,2,8,-,1.1,82.6,0.8,-,6.63
189,Rui Patrício,Wolves,36, GK,38,3420,-,-,-,-,-,59.9,0.3,-,6.63
190,Will Hughes,Watford,29, M(CLR),27(3),2263,1,1,9,-,0.9,78.3,0.8,1,6.63
191,Issa Diop,West Ham,27, D(C),31(1),2766,3,1,8,-,0.5,78,2.5,-,6.62
192,Giovani Lo Celso,Tottenham,28," M(CR),FW",15(13),1489,-,2,6,-,0.6,85,0.3,-,6.62
193,Alisson Becker,Liverpool,31, GK,29,2545,-,1,-,1,-,84.6,0.2,1,6.62
194,Lukasz Fabianski,West Ham,39, GK,25,2119,-,-,1,-,-,50.9,0.5,-,6.62
195,Ederson,Man City,30, GK,35,3072,-,-,3,1,-,86,0.4,-,6.62
196,Aaron Cresswell,West Ham,34," D(CL),M(L)",31,2730,3,-,7,-,0.5,74.6,1.5,-,6.62
197,Tim Krul,Norwich,36, GK,36,3240,-,-,4,-,-,64.2,0.5,3,6.61
198,Daniel James,Man Utd,26," AM(CLR),FW",26(7),2292,3,6,4,-,1.3,78.7,0.2,1,6.61
199,Jack Cork,Burnley,34, DMC,30,2618,-,-,1,-,0.6,77.9,1.9,-,6.61
200,Jack Stephens,Southampton,30, D(CLR),27(1),2453,1,3,4,1,0.2,72.4,1.8,1,6.60
201,Ryan Bertrand,Southampton,34," D(CL),M(L)",31(1),2744,1,1,3,1,0.6,76,1.8,-,6.60
202,Trézéguet,Aston Villa,29, AM(LR),20(14),1951,6,1,2,1,1.5,75.2,0.9,2,6.59
203,Séamus Coleman,Everton,35," D(CR),M(R)",21(6),1839,-,1,3,1,0.3,78,1.1,-,6.59
204,Javier Manquillo,Newcastle,29," D(LR),M(R)",18(3),1602,-,1,5,-,-,75.4,0.8,-,6.59
205,Todd Cantwell,Norwich,26, AM(CLR),30(7),2504,6,2,6,-,1.1,81.9,0.5,-,6.59
206,Jay Rodríguez,Burnley,34," AM(CLR),FW",20(16),2011,8,1,1,-,1.9,69.8,2.2,-,6.59
207,David Luiz,Arsenal,37," D(C),DMC",32(1),2811,2,1,5,2,0.7,85.1,1.6,1,6.58
208,Tom Heaton,Aston Villa,38, GK,20,1795,-,-,-,-,-,52.2,0.4,-,6.57
209,Ryan Fraser,Bournemouth,30," M(CLR),FW",21(7),2063,1,4,2,-,1,79.9,0.2,-,6.57
210,David de Gea,Man Utd,33, GK,38,3451,-,-,2,-,-,74.4,0.2,-,6.57
211,Harry Winks,Tottenham,28, DMC,26(5),2230,-,-,9,-,0.5,90.3,0.5,-,6.57
212,James Milner,Liverpool,38," D(LR),M(CLR)",9(13),927,2,2,4,-,0.5,87,0.6,-,6.56
213,Alex Iwobi,Everton,28, M(CLR),19(6),1604,1,-,-,-,0.9,79.7,0.3,-,6.56
214,Bernard,Everton,31, AM(CLR),15(12),1312,3,2,2,-,0.4,77,-,1,6.56
215,Adam Smith,Bournemouth,33," D(LR),M(LR)",24,2060,-,1,7,-,0.2,79.5,1.5,-,6.56
216,Callum Hudson-Odoi,Chelsea,23, M(CLR),7(15),852,1,5,1,-,1,85.9,0.1,-,6.56
217,Andros Townsend,Crystal Palace,32," AM(CLR),FW",14(10),1290,1,1,-,-,0.5,76.6,0.2,-,6.56
218,Marc Albrighton,Leicester,34," D(R),M(LR)",9(11),864,-,3,2,-,0.5,75.2,0.2,-,6.55
219,Oriol Romeu,Southampton,32, DMC,20(10),1860,-,-,5,-,0.3,80.7,1.4,-,6.55
220,Manuel Lanzini,West Ham,31, M(CLR),14(10),1378,-,2,1,-,1,86.9,0.3,1,6.55
221,Andreas Pereira,Man Utd,28, M(CLR),18(7),1490,1,3,3,-,1.5,78.3,0.4,-,6.55
222,Max Aarons,Norwich,24, D(R),36,3240,-,1,7,-,0.4,78.9,0.6,-,6.55
223,Jeff Hendrick,Burnley,32, M(CR),22(2),1935,2,2,8,-,0.9,75.6,1.1,-,6.55
224,Leandro Trossard,Brighton,29," M(CLR),FW",22(9),2016,5,3,-,-,1.3,74.5,0.1,-,6.54
225,Anwar El Ghazi,Aston Villa,29," AM(LR),FW",26(8),2062,4,4,3,-,1.5,72.4,0.9,-,6.54
226,Teemu Pukki,Norwich,34," AM(C),FW",33(3),2894,11,3,3,-,2.2,79.8,0.1,1,6.53
227,Kiko Femenía,Watford,33," D(LR),M(R)",26(2),2244,-,-,5,-,0.2,78.6,0.5,-,6.53
228,Lucas Torreira,Arsenal,28, DMC,17(12),1510,1,1,7,-,0.7,87.8,0.4,-,6.52
229,Sofiane Boufal,Southampton,30," AM(CLR),FW",8(12),760,-,2,2,-,0.9,77.4,0.4,-,6.52
230,Ben Foster,Watford,41, GK,38,3420,-,-,1,-,-,40.4,0.3,1,6.52
231,Harry Wilson,Bournemouth,27, AM(CLR),20(11),1654,7,-,2,-,1.8,76,0.2,-,6.52
232,Martín Montoya,Brighton,33," D(LR),M(R)",23(4),1901,-,1,5,-,0.3,76.5,0.8,1,6.52
233,Christian Eriksen,Tottenham,32," M(CLR),FW",10(10),1092,2,2,5,-,1.3,80.3,0.3,1,6.51
234,Andrii Yarmolenko,West Ham,34," AM(CR),FW",10(13),990,5,1,2,-,1.1,80.6,0.2,1,6.51
235,Conor Coady,Wolves,31," D(CR),DMC",38,3420,-,-,5,-,-,85,0.9,-,6.51
236,Callum Wilson,Bournemouth,32, FW,32(3),2911,8,1,10,-,1.6,64.5,1.9,1,6.51
237,Alexander Tettey,Norwich,38, M(C),28(2),2352,1,1,5,-,0.8,88.1,1.2,-,6.51
238,Onel Hernández,Norwich,31," M(CLR),FW",14(12),1381,1,2,-,-,1.1,77.2,0.2,1,6.50
239,Sead Kolasinac,Arsenal,30," D(CL),DMC,M(L)",19(7),1700,-,2,4,-,0.2,85.6,1.1,1,6.50
240,Demarai Gray,Leicester,27," AM(CLR),FW",3(18),609,2,3,1,-,1.1,87.3,0.1,-,6.49
241,Dwight Gayle,Newcastle,34," AM(LR),FW",10(10),849,4,2,2,-,1.2,69,1.1,-,6.48
