,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
5,Kieran Trippier,23,Newcastle,32,D,38,3348,7,2.9,54.3,76.0,3.6,3.9,0.2,7.41,1,5,0,0.4,1.3,8,0.5,0.8,0.2,0.2,0.7,1.9,1.1,1.3,0.3,2.0,1.2,0.4,1
6,Bukayo Saka,13,Arsenal,21,D,38,3195,11,2.0,32.5,80.9,1.0,0.9,0.0,7.4,14,6,0,2.3,0.4,4,1.7,1.7,0.2,1.6,2.1,1.7,0.4,1.1,0.1,0.4,0.6,0.0,0
10,Rodri,167,Manchester City,27,D,36,2921,6,0.9,82.7,91.3,0.1,4.8,0.1,7.26,2,5,0,1.4,2.0,3,0.7,0.6,0.1,0.5,0.6,1.9,0.9,1.3,0.0,1.2,0.7,0.4,0
20,Trent Alexander-Arnold,26,Liverpool,24,D,37,2932,9,1.9,62.4,78.7,2.1,5.2,0.3,7.11,2,5,0,1.1,0.5,2,0.8,0.2,0.1,0.6,0.9,1.5,1.2,0.6,0.3,1.0,1.0,0.2,0
21,Ethan Pinnock,189,Brentford,30,D,30,2700,0,0.3,36.4,80.2,0.1,1.6,0.0,7.11,3,0,0,0.5,3.5,2,0.1,0.3,0.0,0.2,0.2,1.7,1.2,0.2,0.7,7.1,0.2,1.0,1
24,Thomas Partey,13,Arsenal,30,D,33,2487,0,0.8,59.0,88.0,0.1,3.2,0.2,7.06,3,5,0,0.8,1.1,1,1.1,0.7,0.0,0.6,1.0,2.1,0.8,1.1,0.1,1.2,0.8,0.2,0
28,Fabian Schär,23,Newcastle,31,D,36,3209,3,0.5,50.4,77.7,0.1,4.3,0.1,7.05,1,7,0,1.6,3.1,2,0.1,0.8,0.2,0.2,0.6,1.3,1.4,0.6,0.4,3.8,0.4,0.5,1
32,Declan Rice,29,West Ham,24,D,37,3272,2,1.0,56.3,88.0,0.3,4.1,0.0,7.01,4,5,0,1.0,1.0,1,0.9,0.3,0.0,0.7,0.8,2.1,1.7,0.6,0.1,1.5,0.5,0.4,0
34,Ben Mee,189,Brentford,33,D,37,3272,2,0.2,44.8,77.1,0.0,2.9,0.0,7.01,3,2,0,0.8,3.6,2,0.3,0.4,0.0,0.1,0.5,1.2,1.3,0.4,0.3,3.1,0.5,1.1,0
36,Pascal Groß,211,Brighton,32,D,37,3246,8,2.2,54.8,86.0,1.4,2.0,0.1,7.0,9,7,0,1.1,0.3,2,0.5,0.5,0.3,0.5,1.1,1.6,0.4,0.9,0.0,0.5,0.8,0.3,1
40,Kenny Tete,170,Fulham,27,D,31,2575,5,0.7,35.9,76.0,0.7,1.5,0.0,6.98,1,8,0,0.4,1.1,0,0.7,1.7,0.0,0.8,0.7,2.7,1.7,1.4,0.2,2.4,0.4,0.5,0
41,Thiago Silva,15,Chelsea,38,D,27,2352,2,0.2,75.2,91.3,0.0,4.3,0.0,6.98,0,2,0,0.6,2.3,1,0.1,0.5,0.0,0.0,0.2,1.5,1.3,0.4,0.5,4.0,0.4,1.1,0
42,Granit Xhaka,13,Arsenal,30,D,37,3004,7,1.3,42.5,86.5,0.1,1.9,0.1,6.98,7,5,0,1.1,1.0,1,0.4,1.1,0.1,0.7,0.9,0.9,0.4,0.7,0.1,1.1,0.7,0.3,0
43,James Tarkowski,31,Everton,30,D,38,3420,1,0.4,42.6,81.2,0.0,3.2,0.1,6.97,1,6,0,0.8,3.2,2,0.2,0.6,0.1,0.1,0.6,1.3,1.3,1.1,0.3,5.2,0.5,2.1,0
46,Virgil van Dijk,26,Liverpool,31,D,32,2836,1,0.2,80.7,90.5,0.0,4.7,0.0,6.97,3,3,0,0.9,3.1,2,0.1,0.1,0.1,0.0,0.2,0.8,1.0,0.4,0.7,4.2,0.3,0.5,0
48,Diogo Dalot,32,Manchester United,24,D,26,2155,2,1.1,45.7,80.5,0.5,2.7,0.0,6.96,1,6,0,0.8,1.5,2,0.8,0.1,0.0,0.2,0.7,2.1,1.4,0.8,0.1,2.0,0.5,0.3,0
56,Aaron Wan-Bissaka,32,Manchester United,25,D,19,1436,0,0.8,37.1,83.5,0.2,0.9,0.1,6.93,0,2,0,0.5,0.7,0,0.9,0.1,0.0,0.5,0.7,2.1,1.2,0.6,0.3,1.8,0.1,0.4,0
61,Christian Nørgaard,189,Brentford,29,D,22,1771,3,0.5,36.0,76.3,0.1,1.4,0.0,6.9,1,6,0,0.9,0.8,0,0.4,0.9,0.0,0.5,0.6,2.4,1.5,1.6,0.0,1.8,1.4,0.4,0
62,Luke Shaw,32,Manchester United,27,D,31,2558,2,1.1,58.2,86.0,0.8,2.0,0.0,6.9,1,8,0,0.5,1.5,1,0.5,0.9,0.0,0.3,0.8,1.8,1.2,1.5,0.2,1.7,0.5,0.5,0
65,Gabriel Magalhães,13,Arsenal,25,D,38,3411,0,0.1,63.1,89.7,0.0,2.2,0.0,6.86,3,5,0,0.8,2.6,2,0.1,1.1,0.0,0.1,0.5,1.3,0.8,0.7,0.7,3.2,0.2,0.7,0
66,Oleksandr Zinchenko,13,Arsenal,26,D,27,2135,2,0.7,63.6,87.8,0.3,2.3,0.1,6.86,1,3,0,1.0,1.9,1,0.6,0.4,0.0,0.6,0.6,1.5,0.8,0.2,0.4,1.1,0.7,0.1,0
69,Sèrge Aurier,174,Nottingham Forest,30,D,24,1949,0,0.4,30.6,72.8,0.3,0.9,0.0,6.85,1,2,0,0.4,1.9,1,0.7,0.8,0.0,0.8,1.3,2.7,1.2,0.8,0.1,2.7,0.4,0.5,0
71,Lisandro Martínez,32,Manchester United,25,D,27,2117,0,0.2,56.2,87.3,0.0,2.5,0.1,6.84,1,6,0,0.4,1.2,0,0.5,0.4,0.0,0.3,0.4,2.0,1.2,0.8,0.4,3.6,0.5,1.0,0
72,Kalidou Koulibaly,15,Chelsea,32,D,23,1801,1,0.3,63.0,87.1,0.0,2.9,0.0,6.83,2,5,1,0.5,1.4,0,0.2,0.4,0.0,0.1,0.4,2.0,1.3,1.0,0.4,3.1,0.6,0.6,0
77,Joachim Andersen,162,Crystal Palace,27,D,32,2784,0,0.4,60.6,79.7,0.0,6.3,0.1,6.82,1,8,0,0.7,2.7,0,0.2,0.5,0.1,0.1,0.3,1.3,0.8,0.8,0.7,5.8,0.5,0.4,2
88,John Stones,167,Manchester City,29,D,23,1849,2,0.3,65.7,93.2,0.0,2.8,0.0,6.8,2,2,0,0.5,1.4,0,0.3,0.3,0.0,0.2,0.3,1.0,0.4,0.4,0.3,1.7,0.1,0.4,1
90,Cristian Romero,30,Tottenham,25,D,27,2365,1,0.3,58.7,87.7,0.0,3.0,0.1,6.8,0,9,1,0.4,2.1,1,0.5,0.4,0.0,0.4,0.7,2.5,1.6,1.6,0.3,3.6,0.6,0.7,0
91,Rúben Dias,167,Manchester City,26,D,26,1999,0,0.1,79.7,92.7,0.0,2.6,0.0,6.79,0,3,0,0.4,1.7,0,0.3,0.3,0.0,0.2,0.0,0.8,0.7,0.7,0.5,2.1,0.3,0.5,0
93,Pervis Estupiñán,211,Brighton,25,D,35,2683,5,1.5,46.3,84.0,0.8,0.9,0.0,6.79,1,4,0,0.8,1.0,2,0.5,0.7,0.3,0.8,1.1,1.7,1.1,1.2,0.1,1.0,0.7,0.2,0
95,Ben White,13,Arsenal,25,D,38,3068,5,0.7,51.3,86.6,0.4,1.5,0.1,6.78,2,5,0,0.3,0.9,0,0.2,0.8,0.0,0.2,0.7,1.6,0.6,0.7,0.4,2.0,0.7,0.3,0
96,Andrew Robertson,26,Liverpool,29,D,34,2588,8,1.5,53.9,84.2,1.6,1.6,0.0,6.78,0,3,0,0.4,0.6,0,0.5,0.3,0.2,0.2,0.9,1.1,0.5,0.6,0.4,1.3,0.6,0.1,0
97,Mohammed Salisu,18,Southampton,24,D,22,1973,1,0.3,49.5,76.8,0.2,3.3,0.0,6.78,0,5,0,0.9,2.5,0,0.3,0.1,0.0,0.4,0.2,2.3,1.4,1.2,0.5,5.4,0.5,1.1,1
98,William Saliba,13,Arsenal,22,D,27,2416,1,0.2,69.0,91.0,0.0,2.4,0.0,6.77,2,4,0,0.2,2.0,1,0.3,0.5,0.0,0.2,0.6,1.3,0.7,0.7,0.5,3.0,0.1,0.4,1
99,Emerson Royal,30,Tottenham,24,D,26,1737,1,0.3,33.2,83.1,0.2,1.3,0.0,6.77,2,2,1,0.7,1.1,1,0.6,1.3,0.0,0.7,0.8,2.1,0.7,0.8,0.1,2.5,0.5,0.1,0
101,Dan Burn,23,Newcastle,31,D,38,3117,0,0.4,37.8,78.6,0.1,1.4,0.0,6.77,1,6,0,0.6,2.2,1,0.3,0.1,0.2,0.2,0.9,1.6,0.8,0.9,0.2,2.7,0.9,0.4,0
106,Nathan Aké,167,Manchester City,28,D,26,1876,0,0.3,65.6,91.1,0.0,1.3,0.0,6.75,1,2,0,0.3,1.4,0,0.1,0.5,0.0,0.0,0.6,1.0,0.8,0.5,0.5,1.8,0.2,0.4,0
108,Tyrone Mings,24,Aston Villa,30,D,35,3150,2,0.1,53.9,85.3,0.0,3.0,0.0,6.75,1,7,0,0.2,1.8,1,0.2,0.6,0.1,0.2,0.2,0.4,1.5,0.5,1.0,4.5,0.3,0.6,1
109,Sven Botman,23,Newcastle,23,D,36,3129,0,0.3,48.7,86.8,0.0,2.8,0.0,6.74,0,2,0,0.6,2.1,0,0.0,0.3,0.1,0.1,0.3,1.1,0.9,0.4,0.5,3.3,0.2,0.7,0
110,Antonee Robinson,170,Fulham,25,D,35,3089,1,0.6,41.9,76.9,0.9,2.3,0.0,6.74,0,8,0,0.1,1.1,0,1.1,0.7,0.1,0.6,1.1,1.8,1.5,0.9,0.3,2.2,0.6,0.4,0
115,Tyler Adams,19,Leeds,24,D,24,2157,0,1.0,55.3,82.4,0.0,1.7,0.0,6.73,0,4,1,0.2,1.1,0,0.3,0.9,0.0,0.8,1.2,3.7,1.5,1.5,0.0,1.0,1.2,0.3,0
