,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
119,Tosin Adarabioyo,170,Fulham,25,D,25,2084,0,0.2,51.4,82.4,0.0,3.6,0.1,6.72,1,4,0,0.6,2.4,0,0.2,0.2,0.1,0.2,0.2,1.2,1.0,0.7,1.0,5.5,0.3,0.6,0
120,Armel Bella-Kotchap,18,Southampton,21,D,24,1885,2,0.3,38.6,80.3,0.0,2.0,0.0,6.71,0,4,0,0.6,1.7,0,0.2,1.4,0.0,0.3,0.4,1.5,1.8,0.4,0.3,4.5,0.2,0.5,0
121,Álex Moreno,24,Aston Villa,30,D,19,1336,3,1.2,30.5,79.4,0.8,0.5,0.1,6.71,0,3,0,0.7,0.5,0,1.2,0.6,0.0,0.8,2.0,1.2,0.4,0.9,0.3,1.6,1.2,0.2,0
122,Fabinho,26,Liverpool,29,D,36,2678,2,0.5,50.4,88.7,0.0,2.0,0.1,6.71,0,11,0,0.5,0.8,0,0.2,0.7,0.0,0.3,0.5,1.8,1.0,1.5,0.1,1.1,1.1,0.3,0
123,Timothy Castagne,14,Leicester,27,D,37,3257,3,0.6,40.6,80.7,0.4,1.1,0.0,6.71,2,3,0,0.5,1.5,0,0.3,0.4,0.2,0.5,0.9,2.4,1.2,0.7,0.2,2.5,1.2,0.4,0
125,Victor Lindelöf,32,Manchester United,28,D,20,1361,0,0.2,46.4,93.2,0.0,1.3,0.0,6.7,0,1,0,0.2,1.7,0,0.1,0.2,0.0,0.1,0.1,1.1,1.1,0.5,0.4,3.2,0.4,0.5,0
134,Joe Gomez,26,Liverpool,26,D,21,1461,0,0.0,62.9,86.6,0.0,3.5,0.1,6.69,0,3,0,0.3,2.2,0,0.3,0.2,0.0,0.2,0.6,1.3,1.1,0.6,0.3,2.2,0.4,0.5,0
135,Kurt Zouma,29,West Ham,28,D,25,1991,0,0.0,33.0,84.5,0.0,2.0,0.0,6.68,2,0,0,0.8,2.2,2,0.1,0.3,0.0,0.0,0.2,0.4,1.2,0.6,0.3,4.7,0.1,0.6,0
136,Marc Guéhi,162,Crystal Palace,22,D,37,3330,0,0.3,59.5,85.5,0.0,4.1,0.1,6.68,1,8,0,0.4,1.5,0,0.4,1.1,0.0,0.2,0.5,1.4,1.2,0.6,0.6,3.6,0.4,0.6,1
138,Tim Ream,170,Fulham,35,D,33,2899,0,0.1,57.6,87.0,0.0,4.2,0.0,6.68,1,2,0,0.1,1.5,1,0.3,0.2,0.0,0.2,0.5,0.9,1.2,0.5,0.7,3.4,0.4,0.7,0
141,Jefferson Lerma,183,Bournemouth,28,D,37,3256,0,0.5,42.9,82.2,0.1,1.2,0.1,6.67,5,7,0,0.9,1.7,1,0.4,0.9,0.1,0.5,0.6,1.4,1.3,1.0,0.1,2.4,0.7,0.4,1
143,Jan Bednarek,18,Southampton,27,D,20,1674,0,0.2,44.4,84.2,0.0,2.5,0.0,6.67,0,5,0,0.4,2.1,0,0.1,0.4,0.0,0.1,0.1,1.4,2.5,0.8,0.4,4.4,0.2,1.4,1
144,Pascal Struijk,19,Leeds,23,D,29,2205,1,0.5,37.0,79.5,0.2,0.9,0.0,6.66,2,5,0,0.6,2.1,0,0.3,0.4,0.0,0.4,0.9,2.9,1.1,1.0,0.3,2.2,0.9,0.4,0
145,Eric Dier,30,Tottenham,29,D,33,2817,1,0.2,59.9,85.9,0.1,3.6,0.0,6.66,2,3,0,0.5,2.4,1,0.1,0.3,0.0,0.1,0.3,0.9,1.1,0.8,0.2,3.3,0.3,0.7,0
146,Jeffrey Schlupp,162,Crystal Palace,30,D,34,2546,1,0.5,25.1,75.5,0.0,0.8,0.0,6.66,3,7,0,0.8,0.8,1,0.9,1.0,0.0,1.0,1.0,1.9,0.7,1.5,0.0,1.0,0.6,0.2,0
148,Wout Faes,14,Leicester,25,D,31,2787,2,0.3,59.4,85.8,0.0,2.5,0.0,6.66,1,4,1,0.4,1.9,0,0.3,0.5,0.0,0.2,0.5,1.8,1.3,0.7,0.6,3.6,0.5,1.2,2
150,Marc Cucurella,15,Chelsea,24,D,24,1679,2,0.5,45.4,86.4,0.5,1.3,0.0,6.65,0,4,0,0.3,0.7,0,0.2,0.9,0.0,0.3,0.6,2.8,0.7,0.7,0.1,1.5,1.3,0.3,0
151,Joel Ward,162,Crystal Palace,33,D,28,2256,0,0.3,35.8,75.4,0.3,1.3,0.0,6.65,1,6,0,0.3,2.1,0,0.3,0.4,0.0,0.4,0.9,1.8,0.9,1.0,0.3,2.8,0.4,0.6,0
152,Issa Diop,170,Fulham,26,D,25,2009,0,0.1,55.8,87.1,0.0,2.4,0.0,6.65,1,2,0,0.1,1.3,0,0.1,0.3,0.1,0.0,0.4,1.1,1.4,0.6,0.6,3.4,0.6,0.7,0
153,Raphaël Varane,32,Manchester United,30,D,24,1917,0,0.2,45.8,86.5,0.0,2.3,0.0,6.64,0,1,0,0.3,1.8,0,0.3,0.1,0.1,0.0,0.1,1.0,0.5,0.5,0.3,3.7,0.4,0.7,1
154,Rico Henry,189,Brentford,25,D,37,3244,2,0.6,26.3,75.0,0.6,1.1,0.1,6.64,0,4,0,0.6,1.1,0,0.7,1.0,0.1,1.2,1.4,1.5,0.8,0.9,0.2,1.9,0.5,0.2,0
156,Tyrell Malacia,32,Manchester United,23,D,22,1395,0,0.4,30.4,87.4,0.1,0.9,0.0,6.64,0,6,0,0.2,0.4,0,0.3,0.6,0.1,0.4,0.8,2.1,1.1,1.8,0.1,2.0,0.5,0.1,0
157,Vladimír Coufal,29,West Ham,30,D,27,2139,1,1.0,30.0,65.8,0.7,1.5,0.0,6.64,0,5,0,0.2,1.5,0,0.1,0.8,0.0,0.8,0.9,2.1,1.4,1.1,0.1,2.3,0.6,0.2,0
159,Ben Davies,30,Tottenham,30,D,31,2290,2,0.6,38.1,83.2,0.3,1.5,0.0,6.63,2,4,0,0.5,2.3,0,0.2,0.5,0.0,0.2,0.4,0.9,0.6,1.0,0.2,2.2,0.4,0.3,0
160,Maximilian Kilman,161,Wolves,26,D,37,3308,0,0.1,56.5,83.4,0.1,3.4,0.0,6.63,0,3,0,0.4,2.3,1,0.5,0.3,0.0,0.2,0.4,1.0,0.5,0.5,0.5,4.4,0.4,1.1,0
162,Rasmus Kristensen,19,Leeds,25,D,26,1962,1,0.3,32.0,69.3,0.2,1.2,0.0,6.63,3,4,0,0.5,1.3,0,0.3,0.2,0.0,0.2,0.2,2.4,1.3,0.7,0.2,2.1,1.3,0.5,0
163,Lewis Dunk,211,Brighton,31,D,36,3240,0,0.3,89.1,90.4,0.0,4.8,0.0,6.62,1,4,0,0.6,1.9,0,0.1,0.8,0.0,0.1,0.4,0.8,0.9,0.5,0.4,2.3,0.6,0.8,1
164,Manuel Akanji,167,Manchester City,27,D,29,2287,1,0.2,69.7,93.3,0.0,2.3,0.0,6.62,0,2,0,0.5,0.8,0,0.2,0.4,0.0,0.1,0.4,1.2,0.6,0.8,0.6,1.0,0.4,0.3,0
165,Ben Chilwell,15,Chelsea,26,D,23,1408,2,0.9,33.0,83.3,1.0,0.7,0.0,6.62,2,3,0,0.7,1.1,0,0.3,1.0,0.1,0.8,1.1,0.9,0.8,0.6,0.2,1.0,0.5,0.1,0
167,Aaron Cresswell,29,West Ham,33,D,28,2237,1,1.4,40.0,81.4,1.5,2.3,0.0,6.61,0,3,0,0.3,1.0,0,0.1,0.3,0.1,0.2,0.2,0.8,1.0,0.3,0.0,1.9,0.7,0.4,0
170,Neco Williams,174,Nottingham Forest,22,D,31,1877,0,0.5,19.5,66.8,0.6,1.3,0.0,6.6,1,7,0,0.8,0.5,1,0.6,0.9,0.1,0.5,1.0,2.3,1.1,1.1,0.1,1.2,1.1,0.3,0
171,Lloyd Kelly,183,Bournemouth,24,D,23,2041,2,0.3,45.1,81.4,0.1,2.7,0.1,6.59,0,3,0,0.1,1.6,2,0.0,0.2,0.0,0.2,0.7,1.4,1.1,0.7,0.6,4.3,0.3,0.7,0
172,Joël Veltman,211,Brighton,31,D,31,2196,1,0.3,41.8,85.2,0.2,1.5,0.0,6.59,1,6,0,0.5,0.8,0,0.2,1.2,0.0,0.3,0.6,2.0,0.6,0.9,0.3,1.6,0.6,0.3,0
173,Boubacar Kamara,24,Aston Villa,23,D,24,1779,1,0.3,39.2,84.9,0.0,2.0,0.1,6.59,0,4,0,0.2,0.9,0,0.7,1.3,0.0,0.6,0.8,2.4,0.8,1.4,0.0,1.0,1.2,0.5,0
177,Vitalii Mykolenko,31,Everton,24,D,34,2657,0,0.6,29.4,75.6,0.4,1.1,0.0,6.58,0,4,0,0.3,0.8,0,0.3,0.6,0.0,0.2,0.9,1.7,1.4,0.9,0.2,2.6,0.7,0.5,0
178,Chris Mepham,183,Bournemouth,25,D,26,2198,0,0.2,39.3,83.7,0.0,1.8,0.0,6.58,0,7,0,0.3,2.0,0,0.1,0.3,0.0,0.1,0.2,1.7,1.2,0.6,0.5,5.6,0.4,1.0,2
179,Ashley Young,24,Aston Villa,37,D,29,2039,0,0.5,33.3,77.5,0.3,1.9,0.1,6.58,1,7,0,0.5,0.5,0,0.3,1.0,0.0,0.2,0.6,1.7,0.7,0.8,0.4,2.1,0.4,0.4,0
181,Joe Worrall,174,Nottingham Forest,26,D,30,2217,0,0.2,36.5,78.5,0.0,2.8,0.0,6.58,1,6,0,0.2,1.8,0,0.1,0.1,0.0,0.1,0.2,1.8,0.9,0.9,0.3,3.6,0.3,0.8,0
182,Kyle Walker-Peters,18,Southampton,26,D,31,2653,0,0.5,32.7,78.9,0.4,0.8,0.0,6.58,1,4,0,0.4,0.5,1,1.6,1.3,0.0,1.4,1.3,2.0,0.9,0.8,0.1,1.3,0.6,0.3,0
183,Ezri Konsa,24,Aston Villa,25,D,38,3323,0,0.2,49.3,88.9,0.1,1.5,0.0,6.57,0,6,0,0.2,1.5,0,0.1,1.7,0.0,0.1,0.4,1.1,0.7,0.3,1.0,3.0,0.2,0.6,0
184,Jordan Henderson,26,Liverpool,33,D,35,2075,2,0.9,44.1,84.9,0.4,2.3,0.1,6.57,0,2,0,0.7,0.3,0,0.3,0.3,0.1,0.3,0.5,0.9,0.6,0.5,0.0,0.3,0.6,0.1,0
186,Matty Cash,24,Aston Villa,25,D,26,1821,1,0.3,30.0,78.6,0.5,1.5,0.0,6.56,0,4,0,0.3,0.5,1,0.6,0.6,0.1,0.3,0.9,2.1,1.0,0.8,0.5,1.4,0.4,0.2,0
189,Séamus Coleman,31,Everton,34,D,23,1667,0,0.2,26.2,75.5,0.4,1.0,0.0,6.56,1,1,0,0.3,0.8,1,0.7,0.9,0.1,0.3,1.3,1.5,1.0,0.4,0.1,2.0,0.4,0.3,0
190,Luke Ayling,19,Leeds,31,D,29,2049,1,0.4,30.1,69.2,0.4,1.4,0.0,6.55,2,3,0,0.8,1.6,0,0.4,1.2,0.0,0.4,0.8,2.3,0.9,0.5,0.3,1.6,1.5,0.4,0
191,Scott McTominay,32,Manchester United,26,D,24,1151,0,0.3,17.8,82.9,0.0,0.8,0.1,6.55,1,8,0,0.5,1.4,1,0.5,0.7,0.0,0.8,1.0,1.3,0.6,1.2,0.0,1.9,0.4,0.3,0
193,Clément Lenglet,30,Tottenham,28,D,26,2027,2,0.2,55.3,87.5,0.2,3.0,0.0,6.55,0,4,0,0.5,1.7,0,0.3,0.7,0.0,0.3,0.5,1.5,0.7,0.9,0.4,2.6,0.7,0.4,0
194,Renan Lodi,174,Nottingham Forest,25,D,28,2222,1,0.5,23.9,71.3,0.4,1.4,0.0,6.54,0,7,0,0.5,0.6,0,0.6,1.5,0.1,0.5,0.6,1.9,1.2,1.0,0.2,2.1,1.2,0.2,0
196,Kyle Walker,167,Manchester City,33,D,27,1957,0,0.2,64.0,89.5,0.1,2.6,0.0,6.54,0,3,0,0.2,0.9,0,0.5,0.4,0.0,0.2,0.5,0.5,0.7,0.6,0.4,0.8,0.7,0.1,0
197,Daniel Amartey,14,Leicester,28,D,20,1610,0,0.3,55.4,91.3,0.0,1.5,0.1,6.53,0,1,0,0.3,1.7,1,0.1,0.2,0.0,0.2,0.4,1.0,0.4,0.4,0.7,3.5,0.1,0.9,0
198,Tyrick Mitchell,162,Crystal Palace,23,D,36,2896,2,0.4,33.3,72.4,0.3,0.9,0.0,6.53,0,5,1,0.2,0.7,0,0.5,0.3,0.1,0.5,1.0,2.0,1.2,0.9,0.2,1.8,0.6,0.3,0
201,Marcos Senesi,183,Bournemouth,26,D,31,2496,0,0.2,41.6,81.4,0.1,3.5,0.0,6.52,2,7,0,0.3,0.9,1,0.3,0.4,0.0,0.1,0.5,1.6,1.4,0.9,0.3,4.5,0.6,0.6,0
202,Adam Webster,211,Brighton,28,D,27,1989,0,0.2,62.1,88.6,0.0,3.1,0.0,6.52,0,2,0,0.7,2.2,0,0.1,0.2,0.0,0.2,0.4,0.8,0.7,0.4,0.2,1.9,0.3,0.7,1
204,Robin Koch,19,Leeds,26,D,36,3178,0,0.2,44.1,77.3,0.0,2.5,0.0,6.52,0,7,0,0.5,3.1,0,0.0,0.5,0.0,0.0,0.4,1.5,1.2,1.0,0.7,4.1,0.9,0.6,1
205,César Azpilicueta,15,Chelsea,33,D,25,1526,0,0.5,35.9,83.7,0.3,0.5,0.0,6.52,0,3,0,0.4,1.2,0,0.3,0.3,0.1,0.2,0.5,1.7,0.8,1.1,0.1,1.8,0.6,0.2,1
206,Rayan Aït-Nouri,161,Wolves,22,D,21,1070,0,0.3,22.6,81.9,0.3,0.3,0.0,6.51,1,4,0,0.5,0.7,0,1.3,0.5,0.1,0.6,1.3,1.6,0.4,0.7,0.1,1.1,0.3,0.0,1
208,Nathan Patterson,31,Everton,21,D,19,1274,0,0.3,24.8,79.9,0.2,0.6,0.0,6.51,0,3,0,0.4,0.5,0,0.6,0.7,0.1,0.5,1.2,2.6,0.8,0.7,0.2,1.9,1.3,0.2,0
211,Thilo Kehrer,29,West Ham,26,D,27,2231,2,0.3,36.8,85.4,0.1,1.7,0.0,6.5,0,4,0,0.3,1.3,0,0.3,0.4,0.0,0.2,0.6,1.6,1.3,1.1,0.2,2.7,0.9,0.2,1
213,Nélson Semedo,161,Wolves,29,D,36,2641,1,0.3,33.6,81.7,0.2,1.0,0.0,6.5,0,11,1,0.3,0.8,0,0.9,0.7,0.0,0.5,1.2,2.0,0.8,1.3,0.0,2.1,0.9,0.4,0
214,Harrison Reed,170,Fulham,28,D,37,2882,4,0.9,32.9,79.8,0.4,1.2,0.0,6.5,3,5,0,0.5,0.8,0,0.3,0.6,0.1,0.7,1.2,1.2,0.5,1.0,0.0,0.8,0.9,0.3,1
215,Ainsley Maitland-Niles,18,Southampton,25,D,22,1405,0,0.5,28.4,81.1,0.3,1.2,0.0,6.5,0,3,0,0.0,0.7,0,0.8,0.4,0.0,0.6,1.2,2.0,1.0,0.6,0.2,1.8,0.7,0.3,0
216,Wilfred Ndidi,14,Leicester,26,D,27,1683,0,0.1,33.1,84.0,0.0,0.8,0.0,6.49,0,4,0,0.3,0.9,0,0.4,0.5,0.0,0.4,0.5,2.3,1.4,1.1,0.0,1.6,1.0,0.5,0
220,Michail Antonio,29,West Ham,33,D,33,1837,3,0.5,9.2,57.6,0.2,0.2,0.0,6.49,5,2,0,1.2,1.5,0,0.8,1.3,0.4,1.4,2.3,0.4,0.2,0.8,0.0,0.3,0.3,0.2,0
221,Nathan Collins,161,Wolves,22,D,26,1813,0,0.1,43.4,88.1,0.0,2.6,0.0,6.48,0,2,1,0.1,1.4,0,0.3,0.3,0.0,0.3,0.3,1.0,0.8,0.7,0.1,3.2,0.3,1.1,0
226,Konstantinos Tsimikas,26,Liverpool,27,D,20,769,4,0.9,22.2,85.4,1.0,0.9,0.0,6.48,0,3,0,0.4,0.4,0,0.2,0.5,0.0,0.4,0.7,0.7,0.6,0.7,0.1,0.7,0.3,0.1,0
230,Lyanco,18,Southampton,26,D,21,1175,1,0.2,23.9,75.5,0.0,1.5,0.0,6.47,1,4,0,0.6,1.2,0,0.4,0.5,0.0,0.2,0.5,1.1,1.0,0.8,0.3,2.9,0.3,1.2,0
232,Trevoh Chalobah,15,Chelsea,23,D,25,1604,0,0.2,45.7,88.5,0.1,1.5,0.0,6.47,0,4,0,0.4,1.2,0,0.3,0.3,0.0,0.2,0.2,1.2,1.0,0.4,0.1,2.2,0.4,0.3,1
233,Jordan Zemura,183,Bournemouth,23,D,19,1457,1,0.9,24.0,69.3,0.3,0.6,0.0,6.46,0,1,0,0.2,0.4,0,0.9,0.7,0.0,0.8,1.8,2.1,0.8,0.9,0.2,1.4,1.1,0.5,0
234,Romain Perraud,18,Southampton,25,D,29,1839,2,0.5,22.8,74.7,0.4,0.4,0.0,6.46,2,4,0,1.0,0.5,1,0.3,0.5,0.1,0.5,0.9,1.9,0.7,1.1,0.0,1.2,0.8,0.2,1
237,Bobby De Cordova-Reid,170,Fulham,30,D,36,2487,1,0.5,21.7,72.4,0.4,0.6,0.0,6.46,4,8,0,0.9,0.3,0,0.5,0.6,0.3,0.9,1.5,1.2,0.6,0.9,0.1,0.7,0.5,0.1,0
241,Aaron Hickey,189,Brentford,21,D,26,1931,1,0.2,28.0,84.7,0.2,1.0,0.0,6.45,0,7,0,0.4,0.5,0,0.7,1.3,0.0,0.5,0.6,1.5,0.7,0.8,0.2,0.8,0.5,0.3,0
