,Name,AvgP,PSp,Crosses,LonB,ThrB
74,Manuel Locatelli,45.8,85.8,-,3.2,-
75,Wilfried Singo,30.4,79.8,0.4,1.5,-
76,Simone Bastoni,32.1,74,1.4,1.6,-
77,Szymon Zurkowski,24.9,79.9,0.1,0.5,-
78,Giorgio Altare,36.7,68.9,0.3,3.1,-
79,Ibañez,55.6,87.5,-,3.4,-
80,Destiny Udogie,21.9,78.4,0.1,0.3,-
81,Milan Badelj,45.6,78.9,0.1,2.4,0.1
82,Samir Handanovic,29.3,83.3,-,5.2,-
83,Petar Stojanovic,40.8,78.5,0.6,1.8,0.1
84,Ismaël Bennacer,34.5,87.7,0.2,2.1,0.1
85,Marten de Roon,55.3,85.4,-,3.5,-
86,Davide Faraoni,30.9,68,0.7,2.1,0.1
87,JP Galvão,18.7,72.3,0.1,1,-
88,Josip Brekalo,31.5,78.1,1.1,1.3,0.1
89,Davide Frattesi,34,83.7,0.1,1.3,0.1
90,Federico Dimarco,31.3,88.2,1.8,2,-
91,Ivan Provedel,34,57.5,-,8.9,-
92,Maxime Lopez,73.6,91.2,0.1,2.7,-
93,Cristiano Biraghi,53.8,84.9,2.6,3.4,-
94,Merih Demiral,28.5,85.2,-,1.6,-
95,Giacomo Bonaventura,37.4,85.2,0.3,2,-
96,Musa Barrow,23.5,82.6,0.9,1.1,0.1
97,Nikola Milenkovic,61.5,89.6,-,4.3,-
98,Giacomo Raspadori,27,82.7,0.2,1.1,0.1
99,Chris Smalling,38.7,89,-,1.7,-
100,Alessio Romagnoli,52.4,89.5,-,2.5,-
101,Giorgio Chiellini,44.3,83.5,-,3.6,-
102,Andrea Pinamonti,16.7,62.2,0.1,0.2,-
103,Francesco Acerbi,67.9,90,-,5.5,-
104,Domenico Criscito,42.8,80,0.5,2.4,-
105,Rafael Tolói,45.5,82.4,0.2,2.5,0.1
106,Nicolò Rovella,40.7,84.7,1.4,3,0.1
107,Wojciech Szczesny,25.7,79.4,-,5.2,-
108,Lucas Martínez,55.8,89.8,-,5.4,-
109,Ethan Ampadu,36.6,76.9,0.3,2.2,0.1
110,Weston McKennie,24.7,77.3,0.1,0.9,-
111,Stefan de Vrij,52.2,91.8,-,2.7,-
112,Giorgos Kyriakopoulos,36,84.5,1,1.2,-
113,Alberto Grassi,34.3,81.3,0.1,1.1,-
114,Stanislav Lobotka,61.5,93.7,-,1.1,0.1
115,Darko Lazovic,34.9,70.8,0.6,1.3,-
116,Mërgim Vojvoda,31.7,79.1,0.7,1.7,-
117,Remo Freuler,58.1,87.2,0.2,1.4,-
118,Johan Vásquez,37.7,71.8,0.1,2.5,-
119,Piotr Zielinski,31.6,84.8,0.4,0.8,-
120,Andrea Belotti,16,70.7,0.1,0.2,-
121,Manolo Gabbiadini,17.2,66.7,0.3,0.3,0.2
122,Sebastiano Luperto,40.3,84.4,0.1,2.5,-
123,Leonardo Bonucci,54.3,87.1,-,6.3,-
124,Daniele Verde,20.1,79.3,1.1,1.6,-
125,Joaquín Correa,13.1,82.1,-,0.5,-
126,Aaron Hickey,27.4,83,0.2,0.4,-
127,Walace,45.5,83.1,0.1,2.6,-
128,Danilo D'Ambrosio,36.1,87.7,0.1,1.9,-
129,Tommaso Pobega,35,79.5,-,1.5,-
130,Nedim Bajrami,20.8,79.3,1,0.4,0.1
131,Alexis Saelemaekers,22.1,83,0.3,0.4,-
132,Mattia Aramu,19.4,75.2,1.2,0.8,0.1
133,Mattia Viti,33.3,83.6,-,1.6,-
134,Nahuel Molina,28.6,72.9,1.1,1.2,-
135,Simone Romagnoli,41.4,77.6,-,3.1,-
136,Francesco Caputo,16,76.3,0.1,0.3,-
137,Ola Aina,27.4,73.7,0.2,0.6,-
138,Bartosz Bereszynski,37.4,79.1,0.4,1.4,-
139,Nicolò Zaniolo,15.9,76.9,0.4,1.1,-
140,Lucas Torreira,43.8,87.7,-,2.9,0.1
141,Riccardo Orsolini,22,70.6,0.7,1.2,-
142,Jakub Kiwior,31.3,78.2,-,2,-
143,Emil Audero,30.3,67,-,8,-
144,Morten Thorsby,28.2,71.1,-,0.5,-
145,Omar Colley,45.1,83.7,-,2.2,-
146,Luiz Felipe,58.4,91.6,-,2.7,-
147,Mattias Svanberg,27.2,76.6,0.3,1.4,0.1
148,Koray Günter,42.7,80.7,-,4.2,-
149,Mattia Caldara,37.2,82,-,3.1,-
150,Rodrigo Bentancur,39.6,87.5,-,1.7,0.1
151,Antonio Sanabria,16.4,72.5,-,0.5,-
152,Rodrigo Becão,37.3,80.5,0.1,1.5,-
153,Ivan Ilic,41,82.3,0.5,2.1,-
154,Nahitan Nández,26,74.4,0.9,1.5,-
155,Alessandro Florenzi,28,82.4,0.6,2.6,0.1
156,Bram Nuytinck,33.6,84.3,-,2.2,-
157,Davide Zappacosta,35.3,86.1,0.6,0.7,-
158,Brahim Díaz,22.5,86,0.1,0.6,-
159,Alexis Sánchez,15.5,81.1,0.3,1.2,0.1
160,Igor Julio,55.9,91.9,-,3.9,-
161,Alex Ferrari,34.4,83.8,-,1.7,-
162,Matteo Pessina,32,82.6,0.1,0.7,-
163,Koffi Djidji,32.1,84.4,0.2,1.5,-
164,Andrea Consigli,34.9,77,-,7.3,-
165,Rolando Mandragora,34.2,86.4,1.2,1,-
166,Arthur Theate,46.6,83.7,0.1,2.8,-
167,Roberto Soriano,34.8,82,0.3,0.9,0.2
168,Mattia De Sciglio,26.6,81.8,1.1,2.1,-
169,Pietro Terracciano,43.3,77.7,-,10,-
170,Berat Djimsiti,44.4,83,0.2,1.7,-
171,Rui Patrício,24.6,74,-,5.9,-
172,Rick Karsdorp,39.9,83.2,0.8,2.7,0.1
173,Luca Pellegrini,29.7,80.6,0.8,1.8,0.1
174,Aleksey Miranchuk,19.1,82.9,0.4,0.4,0.2
175,Gianluca Mancini,54.3,85,0.1,3.3,-
176,Salvatore Sirigu,29.2,62.8,-,8.2,-
177,Nicolò Casale,31.9,81.2,0.1,1.5,-
178,Kevin Agudelo,15.7,76.4,0.1,0.2,-
179,Adam Marusic,50,89.4,0.1,1.5,-
180,Ricardo Rodríguez,40.8,87.5,0.8,2.2,-
181,Alessandro Buongiorno,23.8,81.6,-,0.8,-
182,Juan Musso,23.7,70.3,-,5.8,-
183,Matteo Darmian,20.4,80.2,0.5,0.5,-
184,Raoul Bellanova,24,75.8,1,1.1,-
185,Alex Sandro,33.9,85.9,0.4,1.9,-
186,Danilo Cataldi,41.6,88.9,0.6,2,0.1
187,Federico Bernardeschi,18.8,82.1,0.3,1,0.1
188,Dennis Praet,22.8,77.5,0.6,0.6,0.2
189,Thomas Henry,12.7,61.9,-,0.4,0.1
190,Samuele Ricci,43.9,89.9,-,2.2,-
191,Alessio Cragno,31.3,60.9,-,10.6,-
192,Riccardo Saponara,18,79.7,0.3,1.1,-
193,Grigoris Kastanos,19.5,75.1,0.6,0.7,0.1
194,Matías Viña,25.2,79.1,0.3,1,-
195,Matteo Politano,19.5,77.3,0.8,0.7,-
196,Jean-Victor Makengo,25,84.2,0.1,0.6,0.1
197,Rogério,40.4,85.7,0.8,2,-
198,Ridgeciano Haps,26.1,75.2,0.3,1.3,-
199,Stephan El Shaarawy,19.2,84.2,0.1,1.1,0.1
200,Kelvin Amian,26.8,77.2,0.1,0.8,-
201,Andrea Cambiaso,25.7,82.2,0.3,0.5,-
202,Lorenzo De Silvestri,34.6,73.3,0.4,1.4,-
203,Marco Silvestri,23.5,65.1,-,5.3,-
204,Thomas Strakosha,28,81.1,-,6.3,-
205,Isaac Success,12,64.8,-,0.4,0.3
206,Nehuén Pérez,33.2,77.8,-,2.5,-
207,David Zima,30.4,84.8,-,1.1,0.1
208,Eljif Elmas,21.5,87.8,-,0.5,0.1
209,Rade Krunic,19.5,84.8,-,0.5,-
210,Emmanuel Gyasi,24.9,83.6,0.1,0.4,-
211,Manolo Portanova,11.5,62.3,0.3,0.2,-
212,Gian Marco Ferrari,62.4,90,-,4.6,-
213,Albin Ekdal,28.5,79.2,-,1.2,-
214,Mattia Destro,12.4,58.1,-,0.2,-
215,Roberto Pereyra,33.7,87.1,0.3,1,-
216,Antonio Vacca,33.1,85.6,-,3,-
217,Maya Yoshida,36.8,84.8,-,2.8,0.1
218,Martin Erlic,36.4,80.6,-,2.7,-
219,Gaetano Castrovilli,21.3,80.2,0.3,1.1,-
220,Miguel Veloso,37.9,83,1,2.3,-
221,Gary Medel,50.9,89.3,-,5.1,-
222,Fabiano Parisi,22.8,77.9,-,1.3,-
223,Elseid Hysaj,42.8,87.4,0.3,1.2,0.1
224,Manuel Lazzari,25.7,87.7,0.3,0.5,-
225,Juan Jesus,39.8,88.5,-,1.2,-
226,Tolgay Arslan,21.4,81.8,0.2,0.8,-
227,Razvan Marin,32.2,81.3,1.3,2.3,0.1
228,Adama Soumaoro,36.8,89.2,-,1.1,-
229,Gianluca Busio,29.3,84.6,0.4,1.9,-
230,Lucas Leiva,35.1,92.1,-,1.1,-
231,Tommaso Augello,29.4,78.9,0.4,1.2,-
232,Sofian Kiyine,18,79.3,0.4,1.8,0.1
233,David Okereke,13.3,72.4,0.2,0.5,-
234,Lorenzo Montipò,24.8,49.9,-,6.2,-
235,Marko Pjaca,16.6,77.9,0.3,0.3,-
236,Alessandro Deiola,22.9,77.5,0.1,1.6,-
237,Lazar Samardzic,10,84.1,0.5,0.5,0.1
238,Leonardo Pavoletti,14.6,64.8,-,0.2,-
239,Arthur,34.9,89.7,-,2.2,0.1
240,Cristian Ansaldi,14.7,74.6,1.1,1.5,0.1
241,Ignacio Pussetto,9.4,71.8,0.1,0.3,-
242,Pietro Ceccaroni,47.5,82.6,0.2,2.4,-
243,Arkadiusz Reca,26.3,72.9,0.4,1.4,-
244,Roberto Gagliardini,18.2,86.6,-,0.5,-
245,Ante Rebic,11,63.4,0.4,0.5,-
246,Lassana Coulibaly,26.2,82.7,0.1,0.9,-
247,Riccardo Sottil,14,85.1,0.4,0.7,-
248,Federico Bonazzoli,16.3,77.1,0.1,1.1,-
249,Vid Belec,21.7,59,-,7.1,-
250,Rey Manaj,14.7,74.3,0.1,0.1,-
251,Giuseppe Pezzella,24.2,79.5,0.2,0.8,-
252,Kevin Bonifazi,31.3,81.3,-,2.5,0.1
253,Giulio Maggiore,31.4,75.6,-,1.3,0.1
254,Norbert Gyömbér,31,78.3,0.2,2.4,-
255,Salvador Ferrer,22.5,76.8,0.5,1.2,-
256,Federico Di Francesco,13.2,71.6,0.1,0.5,-
257,Luca Ceppitelli,32.7,84.6,0.1,2.3,-
258,Hans Hateboer,32.9,85.4,0.5,0.6,-
259,Dejan Kulusevski,11.6,81.8,0.1,0.3,0.1
260,Nicola Sansone,10.4,77.5,0.6,0.3,0.1
261,Joakim Mæhle,29.4,81.4,0.1,0.8,-
262,Kristjan Asllani,32.4,84.3,0.3,2.5,-
263,Alfred Duncan,26.9,80.9,0.4,2.1,-
264,Luca Ranieri,27.8,73.8,0.6,1.6,-
265,Dalbert,21.4,74.9,0.9,1.1,-
266,Dimitrios Nikolaou,45.8,81.8,-,3.7,-
267,Giorgio Scalvini,26.9,82.1,-,1.3,-
268,Mert Müldür,32.7,80,0.2,1.6,0.1
269,Arturo Vidal,20.3,86.6,0.1,1.1,-
270,Jeremy Toljan,34.3,88.8,0.2,1.4,-
271,Gastón Pereiro,11.1,66.6,0.5,0.4,-
272,Charalampos Lykogiannis,18,66,0.6,0.6,-
273,Liam Henderson,19.7,74.7,0.6,0.6,-
274,Filippo Bandinelli,18.4,78.3,0.6,0.8,0.1
275,Federico Ceccherini,35,79.4,-,1.9,-
276,Carles Pérez,11.5,88.1,0.4,0.4,0.1
277,Vlad Chiriches,46.1,91.3,-,3.3,-
278,Domen Crnigoj,18.4,75.8,0.2,0.9,-
279,Diego Demme,30.9,91.2,0.1,1.1,0.1
280,Andrea Carboni,34.5,76.8,0.1,1.7,-
281,Nadir Zortea,10.9,70.2,0.8,0.8,-
282,Patric,57.6,93.3,-,5,-
283,Franck Ribéry,25.1,81.2,0.5,1,-
284,Kaan Ayhan,37.5,91.3,-,2.8,-
285,Ardian Ismajli,35.6,85.8,-,2.3,-
286,Eldor Shomurodov,7.5,70.8,0.1,-,-
287,Kevin Lasagna,9.2,66.9,0.2,0.4,-
288,Sofyan Amrabat,30.9,90.7,-,2.3,-
289,Youssef Maleh,14,82.2,0.2,0.4,-
290,Andrea La Mantia,5.8,60.6,-,0.1,-
291,Fabio Quagliarella,13.3,70.9,0.2,0.9,-
292,Álvaro Odriozola,33.5,88.9,0.5,1.2,-
293,Jacopo Sala,25.8,87.3,0.1,1.2,-
294,Lorenzo Venuti,39.3,88.8,0.2,2.3,-
295,Andrea Petagna,6.6,71.1,-,0.1,-
296,Fabio Depaoli,10.3,62.9,0.3,0.7,0.1
297,Tyronne Ebuehi,20.2,79.7,0.3,0.8,-
298,Moise Kean,6.9,78.3,-,0.3,-
299,Caleb Ekuban,13.9,70.7,0.1,0.2,-
300,Stefano Sturaro,21.5,65.6,0.2,0.8,-
301,M'Bala Nzola,11.3,79.8,-,0.4,-
302,Leo Stulac,19.6,83.3,0.2,1.1,-
303,Bosko Sutalo,18.5,77.2,0.1,1.2,-
304,Andreas Skov Olsen,17.7,81.8,0.3,0.6,-
305,Mato Jajalo,14.1,80.7,-,0.8,0.1
306,Pasquale Mazzocchi,24.1,79.7,0.2,1.4,-
307,José Callejón,18.3,84.7,0.5,0.7,-
308,Kristoffer Askildsen,11.5,66.2,-,0.4,-
309,Keita Baldé,9.7,74.5,-,0.3,-
310,Pablo Galdames,21.4,75.6,0.7,1.3,-
311,Viktor Kovalenko,21.8,78.3,0.3,0.9,-
312,Matheus Henrique,23.7,91.2,0.1,1.1,-
313,Filippo Melegoni,12.3,71.8,0.4,0.1,-
314,Francesco Di Tacchio,29.1,80.5,0.2,1.2,-
315,Patrick Cutrone,8,70.4,0.1,0.3,-
316,Grégoire Defrel,10.1,85.6,-,0.2,0.1
317,Toma Basic,15,88.5,-,0.3,-
318,Riccardo Marchizza,24.9,70,0.6,1.2,-
319,Joel Obi,16,79.1,0.3,0.3,-
320,Dor Peretz,12.6,75.8,-,0.4,-
321,Emanuel Vignato,15.6,85.9,0.1,0.7,-
322,Dennis Johnsen,10.3,63.7,0.4,0.6,-
323,Daniel Bessa,19,82.5,0.1,0.7,-
324,Janis Antiste,10.9,65.3,0.2,0.2,0.1
325,Brandon Soppy,7.1,73.7,-,0.1,-
326,Tanner Tessmann,11.1,74.2,-,0.9,-
327,Vanja Milinkovic-Savic,34.1,46.8,-,7.6,-
328,Simy,9.6,72.7,-,0.2,-
329,Martin Hongla,16.4,77,-,0.9,-
330,Michael Svoboda,34.5,81.8,-,3.1,-
331,Goran Pandev,11.6,71.9,0.1,0.1,0.1
332,Nicola Murru,16.1,68.7,0.3,0.8,-
333,Gabriele Zappa,19.9,75.9,0.2,1.1,-
334,Hernani,12.3,75.6,0.2,0.6,-
335,Abdou Harroui,12.9,88.7,-,0.5,-
