,Name,AvgP,PSp,Crosses,LonB,ThrB
130,Leonardo Sernicola,20.1,72.6,1.1,1.1,-
131,Sebastiano Luperto,47.2,86.6,-,3.1,-
132,Wladimiro Falcone,26.7,44.8,-,6.1,-
133,Ricardo Rodríguez,45.4,84.1,0.7,2.2,-
134,Nemanja Matic,36.4,86.7,0.1,2.4,-
135,Mike Maignan,31.4,80.6,-,5,-
136,Aleksey Miranchuk,26.9,81.4,0.3,1.2,0.1
137,M'Bala Nzola,18.5,80.5,0.1,0.1,-
138,Stefano Sensi,43.7,87.4,0.5,3.1,0.1
139,Eljif Elmas,26.9,88.1,0.5,0.6,0.1
140,Emil Holm,20.7,61.4,0.4,0.4,-
141,Nikola Moro,29.9,81.6,0.1,2,0.2
142,Tyronne Ebuehi,25.5,80.5,0.4,1.2,-
143,Wilfried Singo,28.6,76.8,0.4,1.5,0.1
144,Dany Mota,19.2,74.2,0.2,0.6,-
145,Dodô,37.3,84.2,0.3,1.6,-
146,Giorgio Scalvini,45.8,81.5,0.1,2.2,-
147,Ethan Ampadu,47.9,81.5,0.2,3,0.1
148,Lorenzo Montipò,28.8,58.5,-,9.9,-
149,Pedro,25,84.3,0.2,0.6,-
150,Matteo Darmian,39.9,87,0.4,1.8,-
151,Samuel Umtiti,34.3,83.9,-,2,-
152,Mehdi Léris,25.9,69.9,0.3,0.9,-
153,Musa Barrow,21.2,79.8,0.9,0.9,-
154,Valentin Gendrey,27.5,73.6,0.4,0.9,-
155,Simone Verdi,13.7,75.6,0.8,1.1,0.1
156,Samuele Ricci,40.9,89.5,0.3,1.6,-
157,Nicolò Cambiaghi,13.6,80.6,0.3,0.3,-
158,Pablo Marí,53.5,88.8,-,4.4,-
159,Arthur Cabral,9.4,69.1,-,0.2,-
160,Alexis Blin,26.1,81.3,0.1,0.8,-
161,Danilo Cataldi,43.9,88.6,0.5,1.9,0.1
162,David Okereke,14.2,72.6,0.2,0.5,-
163,Matteo Politano,19.8,81.8,0.6,0.9,0.1
164,Jhon Lucumí,58.9,88.8,-,3.9,-
165,Isak Hien,31.4,75.3,-,1.8,-
166,Martin Erlic,46,86.1,-,4,-
167,Krzysztof Piatek,16.2,70.1,-,0.4,-
168,Nicola Zalewski,28.7,79.1,0.4,2,-
169,Alessandro Zanoli,26,79.4,0.5,0.7,-
170,Federico Chiesa,13.1,78.5,0.5,0.2,-
171,Alexis Saelemaekers,17.8,81.3,0.5,0.5,-
172,Pierre Kalulu,50.1,88.7,0.2,2.6,0.1
173,Andrea Cambiaso,39.1,85.7,0.3,1.3,-
174,Juan Musso,23,65.9,-,5.2,-
175,Bartlomiej Dragowski,29.8,64.3,-,5.6,-
176,Jonathan Ikoné,18.8,84.1,0.1,1.2,0.1
177,Jean-Daniel Akpa Akpro,16.3,76.3,0.1,0.6,-
178,Vanja Milinkovic-Savic,42.3,57.9,-,8.6,-
179,Frank Tsadjout,13.3,69.4,-,0.1,-
180,Remi Oudin,15,70,1.1,1.5,-
181,Aleksa Terzic,24.1,85.9,1.4,1.3,-
182,Merih Demiral,23.2,85.8,-,1.3,-
183,Pawel Dawidowicz,33.7,76.6,-,2,-
184,Matheus Henrique,28.2,86.9,-,1.5,-
185,Lorenzo Pirola,37.6,80.6,-,1.3,-
186,Manolo Gabbiadini,16.9,70.9,0.1,0.3,0.2
187,Manuel Lazzari,33.4,89.5,0.3,0.9,-
188,Marco Silvestri,27.2,75,-,4.6,-
189,Luka Lochoshvili,31.1,79.9,-,1.2,-
190,Rogério,44.1,83,0.8,3.1,-
191,Leonardo Spinazzola,29.3,77.1,0.6,1.8,0.1
192,Filippo Bandinelli,26,78.4,0.8,1.1,-
193,Tommaso Baldanzi,23.8,85.5,-,0.5,0.1
194,Isaac Success,18.3,67.5,-,0.7,-
195,Andrea Colpani,13.6,83.2,0.4,0.6,0.1
196,Matías Vecino,30.2,85.9,-,0.8,-
197,Francesco Caputo,15.4,71.9,-,-,-
198,Charalampos Lykogiannis,26.4,75.3,0.8,1.3,-
199,Flavius Daniliuc,41.3,86.1,-,2.6,-
200,Kevin Agudelo,20.2,75.5,0.2,0.5,0.1
201,Elseid Hysaj,35.7,85.4,0.2,1.3,0.1
202,Antonino Gallo,28.5,69.3,0.8,1.8,-
203,Luka Jovic,9.5,77.5,-,0.5,-
204,Nicolò Fagioli,22,85.5,0.3,1.2,0.1
205,Mehdi Bourabia,32.5,79.9,0.4,1.2,0.1
206,Tommaso Augello,35.4,77.5,1.2,1.6,-
207,Soualiho Meïté,32.6,85,0.1,1.5,-
208,Valentino Lazaro,29.1,78.1,1.1,1.1,-
209,Mario Pasalic,21.6,80.9,0.1,0.7,-
210,Andrea Petagna,13.7,74.3,-,0.5,0.1
211,Pietro Terracciano,33,73.5,-,8.2,-
212,Arkadiusz Reca,28.3,71.5,0.9,1.3,-
213,Alberto Grassi,22.3,81.3,-,0.9,-
214,Matteo Bianchetti,37.1,78.3,0.1,2.4,-
215,Maxime Lopez,54.6,89.1,0.3,3.1,-
216,Duván Zapata,14.9,72.3,0.2,0.4,-
217,Joakim Mæhle,34.7,81.6,0.3,0.8,-
218,Emanuel Aiwu,32.3,82,-,1.2,-
219,Luis Muriel,15.3,72,0.8,0.9,0.1
220,Giangiacomo Magnani,20.4,74.2,0.1,1.9,-
221,Koffi Djidji,41.5,87.4,0.1,1.4,-
222,Gianluca Caprari,26.8,83.2,0.5,1,0.1
223,Josh Doig,16.8,69.9,0.5,0.7,-
224,Nemanja Radonjic,13.9,71.8,0.5,0.3,-
225,Adama Soumaoro,46.4,93.3,-,1.7,-
226,Bruno Amione,37.5,80.1,-,1.4,-
227,Grigoris Kastanos,19.4,77.7,0.2,0.8,-
228,Roberto Soriano,21.8,81.1,0.1,0.7,0.1
229,Zeki Çelik,29.3,76.4,0.4,1.5,-
230,Federico Ceccherini,26.8,77.6,0.1,1.7,-
231,Mërgim Vojvoda,32.5,78.8,0.3,1.6,0.1
232,Luca Caldirola,45.9,88.3,-,2.1,-
233,Riccardo Saponara,14.4,75.7,0.3,0.3,-
234,Emanuele Valeri,22.4,66,1.1,1.2,-
235,Igor Julio,48.6,88,-,3.4,-
236,Kingsley Ehizibue,17,75.5,0.3,0.6,-
237,Tonny Vilhena,24.2,79.7,0.5,1,-
238,Ante Rebic,12.5,62.2,0.2,0.3,0.1
239,Sofyan Amrabat,50.1,89.8,0.3,4.6,-
240,Harry Winks,45.7,85.4,0.6,2.8,0.1
241,Rui Patrício,21.8,72.9,-,4.9,-
242,Michele Castagnetti,28,80.6,0.4,1.4,0.1
243,Kelvin Amian,28.2,75.3,0.4,1.2,-
244,Joshua Zirkzee,13.3,77.9,-,0.1,0.1
245,Milan Skriniar,65.1,91.7,-,3,-
246,Filip Djuricic,22.1,79.9,0.5,0.8,-
247,Robin Gosens,16.5,80.7,0.3,0.5,-
248,Giacomo Raspadori,16.8,80.9,0.3,0.8,-
249,Sam Lammers,13.1,68.3,0.1,0.2,0.1
250,Assan Ceesay,10.9,58.9,0.1,0.1,-
251,Davide Faraoni,18.3,67,0.4,1.5,-
252,Karol Linetty,29.4,87.3,0.3,1.1,-
253,Petar Stojanovic,30.3,80.9,0.3,2.4,-
254,Tommaso Pobega,20.7,77.2,0.1,1.3,-
255,Yann Karamoh,9.5,79.4,0.2,0.2,-
256,Leandro Paredes,28.9,91.4,0.7,2,0.1
257,Adrien Tameze,28.6,78.1,0.1,1.4,-
258,Dylan Bronn,40.5,85.9,-,2.6,-
259,Alfred Duncan,20.2,80.8,0.4,1.1,-
260,Mattia Caldara,29.4,77,-,1.5,-
261,Gary Medel,37.8,89.8,-,2.3,-
262,Tomás Rincón,35.8,83,0.2,2.5,-
263,Miguel Veloso,24,76.2,1,1.9,-
264,Fabio Miretti,17.6,73.5,0.3,0.5,-
265,Joan González,21.1,79,0.1,0.7,-
266,Domagoj Bradaric,28.1,78.9,0.4,1.1,-
267,Filippo Terracciano,13.7,72.6,0.3,0.7,0.1
268,Joaquín Correa,10.6,80.4,-,0.3,0.1
269,Antonín Barák,23.2,83.5,0.1,1,-
270,Cyriel Dessers,10.3,65.3,0.1,0.2,-
271,Andrea Pinamonti,15,66.9,0.1,0.2,-
272,Charles De Ketelaere,11.4,79.4,-,0.2,0.1
273,Emil Bohinen,19.8,84.8,-,0.4,-
274,Fabio Depaoli,14.4,63.2,0.6,0.9,-
275,Jeremy Toljan,42.1,83.7,0.3,1.9,0.1
276,Federico Di Francesco,12.6,72.3,0.2,0.3,0.1
277,Albin Ekdal,25,77.8,0.1,0.6,-
278,Lameck Banda,10.3,73,0.1,0.1,-
279,Diego Coppola,26.7,73.6,0.1,1.6,-
280,Dimitrios Nikolaou,43.6,82.4,0.1,2.8,-
281,José Machín,26,84.2,0.1,0.9,0.1
282,Cristian Buonaiuto,13,73.3,0.6,0.4,-
283,Jacopo Fazzini,14.8,81,0.1,0.2,-
284,Daniel Ciofani,6,62.5,-,0.2,-
285,Marlon,36.3,92.3,0.1,1.3,-
286,Nedim Bajrami,16.1,80,0.4,0.5,-
287,Edoardo Bove,17.3,77.4,-,0.3,-
288,Daniele Verde,14.2,76.9,0.8,0.6,-
289,Martín Satriano,11.5,69,-,0.2,-
290,Charles Pickel,28.8,78.3,-,0.7,-
291,Samuele Birindelli,19.1,75.7,0.6,0.6,-
292,Moise Kean,6.4,71.5,-,0.1,-
293,Junior Sambia,13.3,84.2,0.3,0.4,-
294,Divock Origi,6.7,70.2,-,0.1,-
295,Ruan Tressoldi,40.7,89,-,1.7,-
296,Andrea Consigli,35.4,76.4,-,7.8,-
297,Enzo Ebosse,24.1,84.4,0.1,1.9,-
298,Abdou Harroui,12.8,84.4,0.1,0.1,-
299,Ilija Nestorovski,7.7,71.6,-,0.2,0.1
300,Gian Marco Ferrari,38.8,86.3,-,3.1,-
301,Lorenzo Colombo,9.6,64.4,0.1,0.2,-
302,Kristian Thorstvedt,15.2,77.3,-,0.4,-
303,Yayah Kallon,9,68.7,0.4,0.1,-
304,Giovanni Simeone,4.2,73.1,-,0.1,-
305,Tolgay Arslan,15.8,83.2,0.1,1.3,-
306,Nicolas Haas,16.5,76.3,-,0.8,-
307,Federico Bonazzoli,14.5,75.4,-,1,-
308,Roberto Gagliardini,18.2,84.6,0.2,0.4,0.1
309,Emmanuel Gyasi,20.6,81.6,0.1,0.2,-
310,Kristjan Asllani,21.7,90.1,0.5,1.6,-
311,Andrea Belotti,7.9,68.2,-,0.1,-
312,Tanguy Ndombélé,19,87.9,-,0.2,-
313,Jeison Murillo,26.5,83.6,-,1.7,-
314,Kevin Lasagna,9.1,64.4,0.1,0.1,-
315,Demba Seck,8.2,80.1,-,-,0.1
316,Toma Basic,10.9,77.7,0.1,0.1,-
317,Liam Henderson,20.1,83.3,0.4,0.7,-
318,Kristoffer Askildsen,11.6,63.9,0.2,0.9,-
319,Giacomo Quagliata,11.2,74.9,0.8,0.4,-
320,Emil Ceïde,8.4,74.4,0.1,0.1,0.1
321,Grégoire Defrel,9.2,84.7,-,0.1,-
322,Erik Botheim,8,72.8,-,0.1,-
323,Michel Aebischer,19.9,84.9,0.1,0.6,-
324,Agustín Álvarez,3.6,83.8,-,0.2,-
325,Fabio Quagliarella,9.9,68.3,0.1,0.6,-
326,Nicola Murru,14.6,80.1,0.2,0.7,-
327,Matteo Cancellieri,4,75.9,0.1,-,-
328,Christian Gytkjær,4.5,69,-,0.1,-
329,Felix Afena-Gyan,8,76.6,-,0.1,-
