,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB,Pts
345,Danny Ings,Southampton,31,AM,38,2815,22,2,3,0,2.4,62.7,1.2,4,7.12,1.1,0.2,0.9,0.0,0.6,1.4,0.1,0,1.3,0.7,0.3,1.3,1.3,16.9,62.7,0.2,0.5,0.0,0.3974358974358974
346,Nathan Redmond,Southampton,30,AM,32,2771,4,4,2,0,1.8,73.7,0.6,2,6.96,1.5,0.5,0.7,0.0,0.3,1.1,0.1,0,2.5,1.0,0.2,1.6,1.6,31.9,73.7,0.2,1.2,0.0,0.3974358974358974
347,Shane Long,Southampton,37,AM,26,1399,2,2,0,0,1.3,54.1,4.3,0,6.67,0.7,0.2,1.2,0.1,0.6,0.5,0.0,0,0.2,1.0,0.5,0.8,0.8,14.7,54.1,0.1,0.1,0.0,0.3974358974358974
348,Stuart Armstrong,Southampton,32,AM,30,1716,5,3,4,0,1.5,77.0,0.5,1,6.66,1.1,0.4,0.8,0.0,0.7,1.0,0.1,0,1.0,0.7,0.1,0.8,0.8,19.3,77.0,0.2,0.4,0.1,0.3974358974358974
349,Sofiane Boufal,Southampton,30,AM,20,760,0,2,2,0,0.9,77.4,0.4,0,6.52,0.8,0.2,1.3,0.0,0.0,0.5,0.0,0,2.7,1.0,0.1,2.0,2.0,14.4,77.4,0.2,0.3,0.0,0.3974358974358974
350,Ché Adams,Southampton,27,AM,30,1107,4,2,0,0,1.2,64.9,1.4,1,6.45,0.2,0.1,0.6,0.0,0.3,0.1,0.0,0,0.6,0.5,0.3,0.7,0.7,8.3,64.9,0.0,0.2,0.1,0.3974358974358974
351,Todd Cantwell,Norwich,26,AM,37,2504,6,2,6,0,1.1,81.9,0.5,0,6.59,1.4,0.5,0.9,0.0,0.8,1.3,0.1,0,1.3,1.8,0.1,1.3,1.3,28.8,81.9,0.0,0.8,0.0,0.0
352,Teemu Pukki,Norwich,34,AM,36,2894,11,3,3,0,2.2,79.8,0.1,1,6.53,0.3,0.2,0.6,0.0,0.2,0.6,0.0,0,0.7,0.4,0.5,0.9,0.9,14.7,79.8,0.0,0.1,0.0,0.0
353,Josip Drmic,Norwich,31,AM,21,642,1,0,0,1,0.7,77.5,0.9,0,6.03,0.1,0.0,0.3,0.0,0.2,0.4,0.0,0,0.3,0.2,0.3,0.7,0.7,7.6,77.5,0.0,0.1,0.0,0.0
354,Nicolas Pépé,Arsenal,28,AM,31,2016,5,6,4,0,1.6,81.4,0.7,4,7.06,1.0,0.3,0.5,0.0,0.1,0.3,0.1,0,2.3,1.2,0.1,1.7,1.7,22.8,81.4,0.9,0.5,0.1,0.44871794871794873
355,Joshua King,Bournemouth,32,AM,26,2020,6,4,0,0,1.0,72.3,2.3,1,6.76,0.6,0.3,1.4,0.0,0.3,0.5,0.1,0,2.0,1.0,0.3,2.1,2.1,19.2,72.3,0.2,0.2,0.0,0.16666666666666666
356,Harry Wilson,Bournemouth,27,AM,31,1654,7,0,2,0,1.8,76.0,0.2,0,6.52,0.7,0.4,0.4,0.0,0.4,0.7,0.1,0,0.5,1.3,0.0,0.7,0.7,18.5,76.0,0.1,1.4,0.1,0.16666666666666666
357,Gerard Deulofeu,Watford,30,AM,28,2109,4,5,3,0,2.3,80.2,0.0,3,6.9,1.2,0.9,1.0,0.0,0.2,1.7,0.0,0,2.2,0.8,0.6,1.9,1.9,25.8,80.2,0.5,0.8,0.0,0.16666666666666666
358,Ismaïla Sarr,Watford,26,AM,28,2030,5,4,1,0,1.6,81.5,0.7,2,6.71,0.4,0.6,0.8,0.0,0.2,0.6,0.0,0,1.7,1.7,0.5,2.0,2.0,17.6,81.5,0.6,0.3,0.0,0.16666666666666666
359,Wilfried Zaha,Crystal Palace,31,AM,38,3280,4,3,5,0,1.6,81.1,0.3,2,6.98,1.1,0.5,1.3,0.0,0.1,1.0,0.1,0,4.3,3.2,0.4,3.9,3.9,28.8,81.1,0.5,0.7,0.0,0.28205128205128205
360,Jordan Ayew,Crystal Palace,32,AM,37,3162,9,2,6,0,1.6,81.3,2.2,4,6.93,1.3,0.4,1.6,0.0,0.5,0.9,0.1,0,2.0,2.8,0.2,2.6,2.6,22.0,81.3,0.0,0.5,0.1,0.28205128205128205
361,Andros Townsend,Crystal Palace,32,AM,24,1290,1,1,0,0,0.5,76.6,0.2,0,6.56,1.4,0.6,0.4,0.0,0.3,0.9,0.0,0,1.6,1.1,0.0,1.5,1.5,16.4,76.6,0.7,0.5,0.0,0.28205128205128205
362,Oliver McBurnie,Sheffield United,27,AM,36,2121,6,0,4,0,1.4,60.5,5.6,2,6.89,1.0,0.4,0.8,0.0,1.1,0.8,0.1,0,0.6,0.8,0.1,0.9,0.9,17.1,60.5,0.0,0.3,0.0,0.4230769230769231
363,David McGoldrick,Sheffield United,36,AM,28,1825,2,2,2,0,1.6,74.9,3.0,1,6.81,1.5,0.1,1.1,0.0,0.8,0.5,0.1,0,1.1,0.6,0.4,1.0,1.0,21.8,74.9,0.1,0.6,0.0,0.4230769230769231
364,Neal Maupay,Brighton,27,AM,37,2770,10,3,3,0,2.6,79.6,0.7,1,6.66,0.5,0.1,1.0,0.0,0.2,0.5,0.0,0,0.6,1.2,0.4,1.5,1.5,18.1,79.6,0.1,0.4,0.0,0.2564102564102564
365,Harry Kane,Tottenham,30,AM,35,3087,23,14,1,0,3.9,69.9,2.2,13,7.79,0.6,0.3,0.7,0.0,1.1,0.5,0.3,0,1.5,1.7,0.4,1.5,1.5,25.9,69.9,0.2,1.9,0.1,0.6190476190476191
366,Lucas Moura,Tottenham,31,AM,30,1403,3,4,1,0,0.6,75.2,0.8,3,6.63,1.1,0.6,0.8,0.0,0.3,0.7,0.0,0,1.1,1.6,0.1,1.2,1.2,19.0,75.2,0.2,0.2,0.0,0.6190476190476191
367,Steven Bergwijn,Tottenham,26,AM,21,1214,1,3,3,0,0.7,83.7,0.1,0,6.49,0.7,0.2,1.0,0.0,0.3,0.6,0.0,0,1.0,0.8,0.0,0.7,0.7,19.8,83.7,0.0,0.1,0.0,0.6190476190476191
368,Érik Lamela,Tottenham,32,AM,23,708,1,0,4,1,0.9,83.1,0.3,0,6.36,0.7,0.3,1.0,0.0,0.0,0.6,0.0,0,1.1,0.4,0.0,0.6,0.6,14.7,83.1,0.1,0.3,0.0,0.6190476190476191
369,Riyad Mahrez,Manchester City,33,AM,27,1955,8,6,0,0,2.1,88.1,0.5,3,7.21,0.7,0.3,0.5,0.0,0.1,0.9,0.0,0,1.5,1.1,0.3,1.0,1.0,35.9,88.1,0.6,0.8,0.0,1.0
370,Phil Foden,Manchester City,23,AM,28,1614,9,5,0,0,1.6,88.2,0.6,3,7.14,0.8,0.4,0.4,0.0,0.4,0.5,0.0,0,1.4,1.2,0.1,0.5,0.5,27.2,88.2,0.5,0.3,0.0,1.0
371,Gabriel Jesus,Manchester City,27,AM,29,2060,7,4,2,0,1.8,85.0,0.6,1,7.04,0.6,0.5,0.9,0.0,0.2,0.6,0.0,0,1.7,1.6,0.6,1.3,1.3,24.8,85.0,0.1,0.4,0.0,1.0
372,Ferran Torres,Manchester City,24,AM,24,1306,7,2,1,0,1.5,85.2,0.6,2,6.76,0.5,0.1,0.7,0.0,0.3,0.5,0.0,0,0.8,0.7,0.2,0.9,0.9,16.9,85.2,0.1,0.4,0.0,1.0
373,Jack Grealish,Aston Villa,28,AM,26,2184,6,10,6,0,1.9,83.3,1.0,4,7.56,1.2,0.5,1.5,0.0,0.2,0.3,0.1,0,2.5,4.2,0.3,1.5,1.5,38.3,83.3,0.7,1.2,0.1,0.5079365079365079
374,Ollie Watkins,Aston Villa,28,AM,37,3329,14,5,2,1,2.6,71.5,3.7,4,7.18,0.8,0.2,1.3,0.0,0.6,0.6,0.1,0,1.1,1.3,0.8,2.3,2.3,21.7,71.5,0.1,0.2,0.0,0.5079365079365079
375,Bertrand Traoré,Aston Villa,28,AM,36,2338,7,6,1,0,1.8,77.7,0.9,3,6.85,0.7,0.4,0.9,0.0,0.3,0.7,0.0,0,1.4,1.1,0.2,0.7,0.7,19.4,77.7,0.6,1.2,0.1,0.5079365079365079
376,Trézéguet,Aston Villa,29,AM,21,1166,2,1,0,0,1.7,75.7,1.3,1,6.83,1.6,0.9,1.9,0.0,0.6,1.5,0.0,0,0.8,0.9,0.2,0.6,0.6,13.7,75.7,0.2,0.6,0.0,0.5079365079365079
377,Anwar El Ghazi,Aston Villa,29,AM,28,1617,10,0,2,0,2.3,75.3,1.0,2,6.78,0.6,0.2,0.6,0.0,0.4,0.6,0.0,0,0.9,1.0,0.2,1.3,1.3,18.7,75.3,0.8,0.4,0.0,0.5079365079365079
378,Jacob Ramsey,Aston Villa,22,AM,22,619,0,0,0,0,0.5,86.0,0.3,0,6.2,0.5,0.2,0.6,0.0,0.2,0.5,0.3,0,0.3,0.5,0.1,0.5,0.5,10.0,86.0,0.1,0.5,0.0,0.5079365079365079
379,Marcus Rashford,Manchester United,26,AM,37,2928,11,9,4,0,2.1,82.1,0.7,3,7.13,0.5,0.2,0.7,0.1,0.3,0.5,0.1,0,2.2,1.1,0.7,1.4,1.4,32.1,82.1,0.2,0.9,0.0,0.8095238095238095
380,Anthony Martial,Manchester United,28,AM,22,1488,4,3,0,1,2.0,84.4,0.8,1,6.84,0.1,0.0,0.7,0.0,0.4,0.5,0.1,0,1.6,1.2,0.7,1.7,1.7,21.9,84.4,0.0,0.2,0.0,0.8095238095238095
381,Mason Greenwood,Manchester United,22,AM,31,1826,7,2,2,0,2.2,85.0,0.2,1,6.72,0.4,0.2,0.5,0.0,0.0,0.5,0.0,0,1.2,0.6,0.1,0.9,0.9,23.0,85.0,0.2,0.8,0.1,0.8095238095238095
382,Edinson Cavani,Manchester United,37,AM,26,1372,10,3,4,0,1.3,77.4,0.4,1,6.67,0.5,0.2,0.8,0.0,0.4,0.4,0.0,0,0.2,0.5,0.2,0.4,0.4,12.9,77.4,0.0,0.5,0.1,0.8095238095238095
383,Jarrod Bowen,West Ham,27,AM,38,2579,8,5,0,0,1.4,74.4,0.6,1,6.75,0.7,0.6,0.4,0.0,0.1,0.5,0.0,0,0.9,1.4,0.4,1.3,1.3,16.3,74.4,0.8,0.8,0.0,0.6666666666666666
384,Saïd Benrahma,West Ham,28,AM,30,1392,1,6,0,0,1.2,82.0,0.1,0,6.59,0.8,0.3,0.5,0.0,0.1,0.7,0.0,0,1.4,0.5,0.1,1.1,1.1,16.1,82.0,0.3,0.3,0.0,0.6666666666666666
385,Timo Werner,Chelsea,28,AM,35,2608,6,8,2,0,2.3,78.8,0.3,1,6.81,0.6,0.2,0.8,0.0,0.2,1.0,0.0,0,0.8,0.9,0.8,0.8,0.8,22.3,78.8,0.3,0.2,0.0,0.6984126984126984
386,Sadio Mané,Liverpool,32,AM,35,2813,11,7,3,0,2.7,78.7,1.0,7,7.33,1.4,0.4,1.5,0.0,0.3,0.6,0.0,0,2.3,2.2,0.9,1.7,1.7,28.8,78.7,0.3,0.8,0.0,0.7301587301587301
387,Mohamed Salah,Liverpool,31,AM,37,3082,22,5,0,0,3.4,83.7,0.5,3,7.07,0.5,0.0,0.6,0.0,0.3,0.2,0.0,0,1.0,0.6,0.4,2.2,2.2,34.1,83.7,0.2,0.6,0.1,0.7301587301587301
388,Diogo Jota,Liverpool,27,AM,19,1113,9,0,2,0,2.4,74.9,0.7,0,6.89,0.6,0.3,1.3,0.0,0.2,1.4,0.0,0,1.1,1.1,0.1,1.1,1.1,22.4,74.9,0.1,0.4,0.1,0.7301587301587301
389,Curtis Jones,Liverpool,23,AM,24,1178,1,2,2,0,0.8,92.2,0.6,0,6.58,0.7,0.8,0.8,0.0,0.4,0.5,0.0,0,0.9,0.5,0.0,1.3,1.3,40.3,92.2,0.0,0.9,0.0,0.7301587301587301
390,Jamie Vardy,Leicester,37,AM,34,2846,15,9,1,0,2.4,67.5,1.5,3,7.11,0.5,0.1,0.8,0.1,0.9,0.4,0.1,0,0.8,0.7,1.1,0.4,0.4,12.8,67.5,0.1,0.1,0.0,0.6825396825396826
391,James Maddison,Leicester,27,AM,31,2105,8,5,4,0,2.4,83.3,0.1,2,7.0,1.0,0.3,0.6,0.0,0.1,0.9,0.0,0,0.9,1.8,0.2,1.1,1.1,32.9,83.3,0.8,1.1,0.1,0.6825396825396826
392,Harvey Barnes,Leicester,26,AM,25,1950,9,4,0,0,2.2,75.2,1.0,2,6.98,0.8,0.3,0.6,0.0,0.4,0.7,0.1,0,1.6,1.3,0.0,1.2,1.2,24.2,75.2,0.1,0.7,0.0,0.6825396825396826
393,Kelechi Iheanacho,Leicester,27,AM,25,1458,12,2,1,0,2.4,79.8,0.3,2,6.84,0.5,0.1,1.0,0.0,0.0,0.5,0.0,0,1.3,0.5,0.4,1.4,1.4,20.2,79.8,0.2,0.4,0.2,0.6825396825396826
394,Ayoze Pérez,Leicester,30,AM,25,1333,2,1,2,0,1.2,76.8,0.5,0,6.6,1.3,0.4,1.2,0.0,0.3,1.4,0.0,0,1.2,0.9,0.3,1.0,1.0,18.8,76.8,0.3,0.2,0.0,0.6825396825396826
395,Raphinha,Leeds,27,AM,30,2364,6,9,3,0,2.2,72.3,0.3,4,7.22,1.1,1.0,0.4,0.0,0.9,1.5,0.0,0,1.9,1.0,0.5,1.1,1.1,29.2,72.3,1.3,1.5,0.0,0.5714285714285714
396,Patrick Bamford,Leeds,30,AM,38,3066,17,7,3,0,2.8,77.3,1.2,3,7.03,0.6,0.3,0.9,0.0,1.0,0.5,0.1,0,0.5,0.6,0.5,0.6,0.6,13.3,77.3,0.0,0.1,0.1,0.5714285714285714
397,Jack Harrison,Leeds,27,AM,36,2858,8,8,2,0,1.3,74.0,0.7,4,6.96,1.8,0.4,0.8,0.0,0.5,0.9,0.1,0,1.2,0.6,0.3,1.8,1.8,27.5,74.0,0.9,0.9,0.0,0.5714285714285714
398,Tyler Roberts,Leeds,25,AM,27,1341,1,2,3,0,1.0,71.6,0.7,0,6.43,0.6,0.3,0.9,0.0,0.4,0.6,0.1,0,0.6,1.2,0.3,0.6,0.6,17.1,71.6,0.1,0.5,0.1,0.5714285714285714
399,Hélder Costa,Leeds,30,AM,22,1158,3,3,0,0,0.7,76.6,0.2,0,6.32,1.1,0.1,0.9,0.0,0.2,1.0,0.0,1,0.9,0.8,0.1,0.9,0.9,13.8,76.6,0.1,0.1,0.0,0.5714285714285714
400,James Rodríguez,Everton,32,AM,23,1776,6,4,4,0,1.6,83.3,0.3,3,7.21,1.2,0.7,0.7,0.0,0.0,1.5,0.0,0,1.5,1.7,0.3,1.7,1.7,44.8,83.3,0.7,4.3,0.2,0.5714285714285714
401,Dominic Calvert-Lewin,Everton,27,AM,33,2876,16,0,3,0,2.5,68.7,4.7,4,7.17,0.5,0.2,1.1,0.0,1.0,0.2,0.2,0,0.7,1.2,0.5,0.9,0.9,20.5,68.7,0.1,0.5,0.0,0.5714285714285714
402,Richarlison,Everton,26,AM,34,2872,7,3,4,1,2.4,70.0,1.2,4,6.98,1.4,0.4,1.0,0.0,1.0,1.0,0.1,0,1.8,2.1,0.7,1.6,1.6,22.0,70.0,0.1,0.4,0.1,0.5714285714285714
403,Pedro Neto,Wolves,24,AM,31,2559,5,6,3,0,1.9,88.4,0.6,5,7.12,0.5,1.0,0.7,0.0,0.2,0.6,0.0,0,2.0,1.3,0.1,1.3,1.3,32.4,88.4,1.9,0.5,0.0,0.3492063492063492
404,Daniel Podence,Wolves,28,AM,24,1679,3,2,3,0,1.3,77.7,0.3,1,6.68,0.5,0.5,0.6,0.0,0.1,0.7,0.0,0,1.6,1.1,0.2,1.0,1.0,25.0,77.7,0.3,1.8,0.0,0.3492063492063492
405,Fábio Silva,Wolves,21,AM,31,1323,4,3,2,0,1.5,73.2,1.1,0,6.32,0.2,0.1,0.6,0.0,0.2,0.3,0.0,0,0.2,0.7,0.2,0.7,0.7,10.1,73.2,0.0,0.0,0.0,0.3492063492063492
406,Allan Saint-Maximin,Newcastle,27,AM,25,1568,3,4,0,0,1.2,82.5,0.3,5,7.12,0.6,0.2,0.4,0.0,0.0,0.2,0.0,0,3.8,1.8,0.2,2.1,2.1,16.7,82.5,0.2,0.6,0.0,0.3492063492063492
407,Joelinton,Newcastle,27,AM,31,1990,4,2,3,0,1.4,73.0,2.7,1,6.75,1.1,0.3,0.8,0.0,0.7,0.7,0.1,0,1.2,1.2,0.2,1.4,1.4,18.8,73.0,0.0,0.3,0.0,0.3492063492063492
408,Miguel Almirón,Newcastle,30,AM,34,2438,4,1,3,0,1.0,82.0,0.2,1,6.66,1.4,0.7,0.5,0.0,0.5,1.2,0.1,0,1.1,1.1,0.2,1.0,1.0,25.0,82.0,0.2,1.0,0.1,0.3492063492063492
409,Andros Townsend,Crystal Palace,32,AM,34,2259,1,5,0,0,1.1,73.7,0.1,1,6.88,2.3,1.2,0.8,0.0,0.4,1.4,0.1,0,1.3,1.6,0.1,1.6,1.6,20.7,73.7,1.6,0.5,0.0,0.3333333333333333
410,Wilfried Zaha,Crystal Palace,31,AM,30,2614,11,2,6,0,2.0,78.3,0.3,2,6.88,0.9,0.3,1.1,0.0,0.0,0.6,0.0,0,1.8,2.9,0.7,2.6,2.6,24.5,78.3,0.2,0.3,0.1,0.3333333333333333
411,Eberechi Eze,Crystal Palace,25,AM,34,2565,4,6,3,0,1.1,84.2,0.4,4,6.81,0.8,0.7,0.5,0.0,0.2,0.6,0.1,0,1.9,2.1,0.0,1.1,1.1,32.0,84.2,0.7,0.7,0.0,0.3333333333333333
412,Jordan Ayew,Crystal Palace,32,AM,33,2098,1,3,4,0,0.8,81.0,0.9,0,6.52,1.1,0.5,1.4,0.0,0.3,0.8,0.1,0,1.6,1.9,0.2,1.8,1.8,19.2,81.0,0.1,0.3,0.0,0.3333333333333333
413,Danny Welbeck,Brighton,33,AM,24,1547,6,1,0,0,1.5,81.0,0.9,1,6.66,0.5,0.3,0.8,0.0,0.5,0.5,0.0,0,0.8,0.7,0.2,0.5,0.5,10.8,81.0,0.0,0.1,0.0,0.2857142857142857
414,Neal Maupay,Brighton,27,AM,33,2519,8,2,1,1,2.2,78.5,0.6,1,6.57,0.6,0.4,0.8,0.0,0.2,0.6,0.0,0,0.7,1.3,0.4,1.5,1.5,19.7,78.5,0.2,0.4,0.1,0.2857142857142857
415,Alireza Jahanbakhsh,Brighton,30,AM,21,525,0,1,3,0,0.9,77.6,0.2,0,6.26,0.4,0.4,0.3,0.0,0.0,0.5,0.0,0,0.5,0.2,0.0,0.3,0.3,11.0,77.6,0.2,0.3,0.1,0.2857142857142857
416,Danny Ings,Southampton,31,AM,29,2185,12,4,1,0,2.0,66.3,0.8,2,6.84,0.8,0.1,0.7,0.0,0.7,0.6,0.1,0,1.0,0.6,0.6,0.6,0.6,17.3,66.3,0.1,0.4,0.0,0.31746031746031744
417,Stuart Armstrong,Southampton,32,AM,33,2774,4,5,3,0,1.7,80.7,0.2,2,6.82,1.8,0.7,1.0,0.1,0.6,1.5,0.0,0,2.1,1.1,0.1,2.1,2.1,37.5,80.7,0.2,1.0,0.1,0.31746031746031744
418,Ché Adams,Southampton,27,AM,36,2675,9,5,1,0,1.5,70.3,1.5,0,6.77,0.7,0.1,0.8,0.1,0.5,0.3,0.1,0,0.8,1.5,0.5,1.2,1.2,16.9,70.3,0.0,0.7,0.2,0.31746031746031744
419,Nathan Redmond,Southampton,30,AM,29,1731,2,3,1,0,1.6,76.8,0.3,0,6.55,1.0,0.4,1.1,0.0,0.3,0.6,0.1,0,1.3,0.5,0.1,1.3,1.3,24.0,76.8,0.1,0.7,0.0,0.31746031746031744
420,Ashley Barnes,Burnley,34,AM,22,1337,3,0,4,0,1.7,61.8,2.8,1,6.47,0.5,0.2,2.1,0.0,0.5,0.5,0.1,0,0.0,2.2,0.8,1.0,1.0,13.8,61.8,0.0,0.3,0.0,0.25396825396825395
421,Matej Vydra,Burnley,32,AM,28,1368,3,2,0,0,1.3,71.2,1.3,0,6.36,0.3,0.2,0.2,0.0,0.2,0.3,0.0,0,0.6,0.5,0.4,0.8,0.8,8.4,71.2,0.0,0.1,0.0,0.25396825396825395
422,Jay Rodríguez,Burnley,34,AM,31,1256,1,2,3,0,1.0,73.4,1.4,0,6.27,0.8,0.1,1.0,0.0,0.2,0.5,0.1,0,0.4,0.6,0.5,0.7,0.7,8.8,73.4,0.0,0.1,0.0,0.25396825396825395
423,Ademola Lookman,Fulham,26,AM,34,2756,4,4,5,0,2.0,80.9,0.2,2,6.92,1.0,0.6,1.4,0.0,0.2,0.9,0.0,0,2.4,1.7,0.4,2.1,2.1,30.9,80.9,0.9,0.6,0.1,0.07936507936507936
424,Ivan Cavaleiro,Fulham,30,AM,36,2476,3,0,2,0,1.3,76.2,1.3,0,6.54,0.6,0.5,0.8,0.1,0.4,0.6,0.0,0,1.5,0.8,0.3,1.4,1.4,20.1,76.2,0.8,0.7,0.0,0.07936507936507936
425,Matheus Pereira,West Bromwich Albion,27,AM,33,2582,11,6,2,1,2.0,79.6,0.4,2,6.96,0.8,0.9,1.0,0.0,0.4,1.3,0.0,0,1.2,1.6,0.4,1.4,1.4,28.5,79.6,1.1,1.5,0.2,0.047619047619047616
426,Grady Diangana,West Bromwich Albion,26,AM,20,1239,1,0,0,0,0.7,76.2,1.2,0,6.41,1.8,0.8,0.6,0.0,0.4,1.2,0.1,0,1.3,1.8,0.2,1.9,1.9,16.8,76.2,0.1,0.3,0.0,0.047619047619047616
427,Callum Robinson,West Bromwich Albion,29,AM,28,1567,5,0,0,0,1.1,74.9,0.6,1,6.41,0.3,0.3,0.1,0.0,0.3,0.6,0.0,0,0.5,0.7,0.3,0.9,0.9,13.9,74.9,0.2,0.4,0.0,0.047619047619047616
428,Karlan Grant,West Bromwich Albion,26,AM,21,1133,1,0,1,0,0.8,75.1,0.7,1,6.15,0.2,0.2,0.4,0.0,0.7,0.1,0.0,0,0.4,0.6,0.3,0.8,0.8,10.3,75.1,0.0,0.1,0.0,0.047619047619047616
429,Hal Robson-Kanu,West Bromwich Albion,34,AM,19,549,2,0,2,0,0.7,70.9,0.6,0,6.13,0.1,0.1,0.8,0.0,0.4,0.1,0.0,0,0.3,0.5,0.2,0.8,0.8,4.2,70.9,0.0,0.1,0.0,0.047619047619047616
430,Emile Smith Rowe,Arsenal,23,AM,20,1448,2,4,0,0,0.7,88.7,0.2,0,6.77,0.7,0.5,0.3,0.0,0.5,0.6,0.1,0,0.5,1.0,0.2,0.4,0.4,36.3,88.7,0.1,0.6,0.1,0.6031746031746031
431,Nicolas Pépé,Arsenal,28,AM,29,1614,10,1,1,1,1.7,81.1,1.2,4,6.76,0.7,0.4,0.4,0.0,0.4,0.5,0.0,0,1.0,0.9,0.1,0.8,0.8,21.7,81.1,0.2,0.2,0.0,0.6031746031746031
432,Willian,Arsenal,35,AM,25,1407,1,5,0,0,0.8,87.5,0.4,3,6.65,0.5,0.3,0.2,0.0,0.2,0.4,0.0,0,0.5,0.8,0.2,0.6,0.6,27.1,87.5,1.1,1.4,0.0,0.6031746031746031
433,David McGoldrick,Sheffield United,36,AM,35,2402,8,1,7,0,2.0,74.7,2.5,2,6.72,0.9,0.1,1.3,0.0,0.7,0.5,0.1,0,1.3,0.9,0.5,1.3,1.3,26.0,74.7,0.1,0.7,0.0,0.0
434,Oliver McBurnie,Sheffield United,27,AM,23,1319,1,0,2,0,1.3,57.5,6.0,2,6.67,0.7,0.3,1.0,0.0,1.3,0.5,0.1,0,0.2,1.1,0.2,0.7,0.7,19.1,57.5,0.0,0.3,0.0,0.0
435,Oliver Burke,Sheffield United,27,AM,25,1273,1,1,2,0,1.0,70.2,1.2,0,6.25,0.6,0.1,0.9,0.0,0.2,0.8,0.0,0,0.6,0.2,0.1,1.1,1.1,10.1,70.2,0.0,0.1,0.0,0.0
436,Phil Foden,Manchester City,23,AM,28,2133,9,5,1,0,2.0,87.4,0.2,1,7.3,0.6,0.4,0.5,0.0,0.1,0.4,0.0,0,1.3,0.8,0.5,1.2,1.2,34.3,87.4,1.3,0.7,0.1,1.0
437,Gabriel Jesus,Manchester City,27,AM,28,1880,8,8,1,0,2.3,84.8,0.8,6,7.2,0.6,0.5,0.9,0.0,0.2,0.7,0.0,0,1.6,0.9,0.4,1.0,1.0,26.4,84.8,0.1,0.4,0.1,1.0
438,Jack Grealish,Manchester City,28,AM,26,1917,3,3,3,0,1.7,88.4,0.5,0,7.17,0.7,0.3,0.7,0.0,0.2,0.3,0.0,0,1.5,2.1,0.2,1.1,1.1,35.7,88.4,0.3,0.5,0.1,1.0
439,Riyad Mahrez,Manchester City,33,AM,28,1493,11,5,0,0,2.2,90.0,0.3,2,7.0,0.4,0.2,0.4,0.0,0.1,0.5,0.0,0,0.9,0.5,0.1,0.8,0.8,29.5,90.0,0.6,1.0,0.2,1.0
440,Mohamed Salah,Liverpool,31,AM,35,2763,23,13,1,0,4.0,79.9,0.2,7,7.54,0.5,0.2,0.3,0.0,0.1,0.4,0.0,0,1.5,0.7,0.3,2.3,2.3,30.8,79.9,0.2,0.5,0.3,0.9859154929577465
441,Sadio Mané,Liverpool,32,AM,34,2825,16,2,5,0,2.9,77.3,0.9,3,7.29,1.0,0.2,1.5,0.1,0.3,0.5,0.0,0,1.4,1.5,0.6,1.7,1.7,30.5,77.3,0.3,0.7,0.1,0.9859154929577465
442,Diogo Jota,Liverpool,27,AM,35,2373,15,4,3,0,2.6,74.9,1.1,4,7.08,1.1,0.2,1.2,0.0,0.2,1.2,0.1,0,0.8,1.1,0.1,0.9,0.9,21.3,74.9,0.1,0.3,0.1,0.9859154929577465
443,Harry Kane,Tottenham,30,AM,37,3187,17,9,5,0,3.6,69.9,2.0,8,7.45,0.4,0.1,1.1,0.1,1.1,0.3,0.2,0,1.5,1.4,0.4,1.6,1.6,23.2,69.9,0.2,1.7,0.3,0.6901408450704225
444,Lucas Moura,Tottenham,31,AM,34,1729,2,6,4,0,1.0,76.5,1.4,3,6.81,0.7,0.5,0.6,0.0,0.5,0.8,0.0,0,1.6,1.1,0.1,0.9,0.9,20.5,76.5,0.2,0.3,0.1,0.6901408450704225
445,Steven Bergwijn,Tottenham,26,AM,25,551,3,1,1,0,0.8,84.2,0.2,0,6.25,0.1,0.0,0.4,0.0,0.3,0.4,0.0,0,0.4,0.4,0.0,0.6,0.6,6.6,84.2,0.0,0.0,0.0,0.6901408450704225
446,Bryan Mbeumo,Brentford,24,AM,35,2916,4,7,4,0,2.2,69.0,0.8,1,6.74,0.8,0.3,0.6,0.0,0.4,0.4,0.2,0,1.1,1.1,0.4,1.6,1.6,20.9,69.0,0.5,0.7,0.0,0.3380281690140845
447,Yoane Wissa,Brentford,27,AM,30,1275,7,1,0,0,1.1,68.1,0.7,0,6.52,0.4,0.3,0.3,0.0,0.2,0.5,0.2,0,0.6,0.7,0.2,0.2,0.2,9.1,68.1,0.0,0.2,0.0,0.3380281690140845
448,Shandon Baptiste,Brentford,26,AM,22,905,1,0,0,1,0.5,85.2,0.3,0,6.32,0.6,0.5,0.3,0.0,0.5,0.4,0.0,0,0.9,0.5,0.0,0.5,0.5,13.5,85.2,0.0,0.4,0.0,0.3380281690140845
449,Romelu Lukaku,Chelsea,30,AM,26,1586,8,0,1,0,1.7,72.9,2.0,2,6.83,0.1,0.0,0.3,0.0,0.8,0.2,0.0,0,0.5,0.5,0.5,1.0,1.0,12.2,72.9,0.0,0.2,0.0,0.7323943661971831
