,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB,Pts
147,Idrissa Doumbia,SD Huesca,26,DM,23,770,0,0,4,0,0.2,92.0,0.3,0,6.24,0.7,0.3,0.5,0.0,0.4,0.3,0.1,0,0.5,0.2,0.0,0.3,0.3,18.0,92.0,0.0,0.5,0.0,0.07142857142857142
148,Yan Eteki,Granada,26,DM,25,1324,0,0,4,1,0.3,77.8,1.0,0,6.14,0.9,0.5,1.8,0.0,0.6,0.4,0.1,0,0.4,0.8,0.0,0.3,0.3,14.0,77.8,0.0,0.4,0.0,0.2857142857142857
149,Guido Rodríguez,Real Betis,30,DM,35,2873,1,0,10,0,0.9,84.0,1.6,3,6.95,2.8,1.9,1.7,0.0,1.5,1.3,0.4,0,1.0,1.3,0.0,0.6,0.6,46.6,84.0,0.0,2.6,0.0,0.5535714285714286
150,Uros Racic,Valencia,26,DM,31,2191,1,1,6,0,1.1,79.5,2.3,0,6.68,1.2,0.8,1.4,0.0,1.7,1.2,0.4,0,0.8,0.8,0.0,0.5,0.5,33.8,79.5,0.0,3.4,0.0,0.23214285714285715
151,Raúl Guti,Elche,27,DM,36,2876,3,1,3,1,0.8,83.9,0.4,0,6.54,1.3,1.4,0.9,0.0,0.6,1.0,0.1,0,0.8,1.5,0.0,0.9,0.9,35.5,83.9,0.1,2.1,0.0,0.10714285714285714
152,Iván Marcone,Elche,33,DM,33,2651,0,0,8,1,0.1,87.1,0.7,0,6.38,1.9,1.1,0.9,0.0,0.9,1.5,0.2,0,0.4,0.6,0.0,0.4,0.4,45.8,87.1,0.0,3.5,0.0,0.10714285714285714
153,Mauro Arambarri,Getafe,28,DM,34,2990,3,0,11,0,1.4,73.2,1.6,1,6.86,1.9,1.2,1.7,0.0,0.7,1.7,0.1,0,1.1,2.1,0.0,0.9,0.9,28.3,73.2,1.0,2.7,0.1,0.14285714285714285
154,Lucas Torró,Osasuna,29,DM,25,1547,0,1,4,0,0.7,75.4,3.5,0,6.79,1.3,1.1,1.1,0.1,1.7,0.5,0.3,0,0.4,1.0,0.1,0.4,0.4,26.7,75.4,0.0,1.0,0.0,0.25
155,Roque Mesa,Real Valladolid,34,DM,25,1772,1,0,4,1,1.0,80.9,0.6,1,6.62,1.8,0.6,1.2,0.0,0.8,1.1,0.1,0,1.4,1.4,0.2,1.6,1.6,34.7,80.9,0.4,2.2,0.1,0.017857142857142856
156,Rubén Alcaraz,Real Valladolid,33,DM,30,2170,1,0,10,0,0.9,83.0,1.8,1,6.53,1.8,1.0,1.6,0.0,0.8,1.7,0.3,0,0.5,1.5,0.0,0.5,0.5,37.0,83.0,0.1,3.9,0.0,0.017857142857142856
157,Fede San Emeterio,Real Valladolid,27,DM,24,1463,0,0,7,0,0.1,78.5,1.1,0,6.33,1.0,1.2,1.6,0.0,1.3,0.8,0.3,0,0.1,0.7,0.0,0.2,0.2,22.5,78.5,0.0,1.3,0.0,0.017857142857142856
158,Dani García,Athletic Club,33,DM,27,1922,0,1,8,0,0.2,83.8,1.6,0,6.53,1.4,1.2,1.1,0.0,1.3,1.1,0.3,0,0.2,0.8,0.0,0.4,0.4,38.0,83.8,0.0,3.2,0.0,0.2857142857142857
159,Mikel Vesga,Athletic Club,31,DM,30,1722,0,1,7,0,0.7,77.9,1.5,0,6.44,0.9,0.9,1.4,0.0,1.2,1.3,0.3,0,0.3,0.4,0.0,0.3,0.3,30.1,77.9,0.0,1.9,0.0,0.2857142857142857
160,Unai Vencedor,Athletic Club,23,DM,28,1703,0,0,6,0,0.3,79.8,0.4,0,6.35,1.1,0.6,1.1,0.0,0.5,1.1,0.2,0,0.3,0.8,0.0,0.4,0.4,32.6,79.8,0.0,3.2,0.0,0.2857142857142857
161,José Mari Martín,Cadiz,36,DM,22,1462,1,0,5,0,0.8,69.9,1.4,0,6.67,1.5,1.2,1.2,0.0,1.5,0.8,0.3,0,0.7,0.8,0.0,0.6,0.6,20.8,69.9,0.0,2.4,0.0,0.25
162,Mickaël Malsa,Levante,28,DM,35,2342,1,0,5,0,0.7,84.6,0.7,0,6.56,1.6,1.2,1.1,0.1,1.0,0.8,0.3,0,0.6,1.0,0.0,0.7,0.7,39.4,84.6,0.0,2.5,0.0,0.19642857142857142
163,Nemanja Radoja,Levante,31,DM,21,1118,0,2,1,0,0.3,86.3,1.0,0,6.41,1.1,0.9,0.8,0.0,0.6,0.7,0.1,0,0.5,0.4,0.0,0.4,0.4,32.3,86.3,0.0,1.7,0.0,0.19642857142857142
164,Sergio Busquets,Barcelona,35,DM,36,3202,2,0,12,0,0.4,87.6,1.7,0,7.05,2.6,1.3,1.5,0.1,0.8,1.0,0.2,0,0.6,1.9,0.1,0.4,0.4,76.9,87.6,0.1,5.6,0.1,0.7636363636363637
165,Nico González,Barcelona,22,DM,27,1111,2,1,6,0,0.6,90.0,0.2,0,6.53,1.1,0.2,1.4,0.0,0.4,0.6,0.0,0,1.3,0.7,0.0,0.7,0.7,24.9,90.0,0.1,0.4,0.1,0.7636363636363637
166,Guido Rodríguez,Real Betis,30,DM,32,2533,1,2,7,1,0.7,85.5,1.0,0,6.92,3.0,1.0,1.5,0.2,1.6,1.4,0.4,0,0.6,1.6,0.1,0.5,0.5,45.3,85.5,0.0,3.1,0.0,0.6181818181818182
167,Mamadou Loum,Deportivo Alaves,27,DM,32,2317,2,0,10,0,1.0,72.9,3.1,1,6.7,1.5,1.2,1.6,0.0,2.1,0.9,0.3,0,0.8,0.7,0.0,0.8,0.8,25.9,72.9,0.0,1.6,0.0,0.0
168,Toni Moya,Deportivo Alaves,26,DM,28,1386,0,1,2,0,0.4,75.0,0.4,1,6.36,0.8,0.7,1.0,0.0,0.6,1.1,0.2,0,0.7,0.4,0.0,0.4,0.4,18.2,75.0,0.9,1.5,0.0,0.0
169,Unai Vencedor,Athletic Club,23,DM,34,2397,0,0,4,0,0.6,80.1,0.7,0,6.48,0.8,0.6,0.8,0.0,0.6,1.0,0.4,0,0.7,1.0,0.0,0.6,0.6,36.9,80.1,0.2,2.9,0.0,0.43636363636363634
170,Dani García,Athletic Club,33,DM,32,2194,0,0,9,0,0.4,78.1,1.1,0,6.43,1.1,0.8,1.4,0.0,1.2,1.0,0.3,0,0.1,0.7,0.0,0.3,0.3,32.1,78.1,0.0,2.1,0.0,0.43636363636363634
171,Mikel Vesga,Athletic Club,31,DM,32,1357,2,0,3,2,0.4,77.7,1.3,0,6.32,0.8,0.6,1.1,0.0,1.0,0.6,0.2,0,0.3,0.5,0.0,0.3,0.3,22.0,77.7,0.1,1.4,0.0,0.43636363636363634
172,Oier Zarraga,Athletic Club,25,DM,31,1151,1,0,5,0,0.6,80.0,0.3,0,6.23,0.4,0.6,0.5,0.0,0.3,0.8,0.3,0,0.1,0.4,0.0,0.3,0.3,15.1,80.0,0.1,0.6,0.0,0.43636363636363634
173,Fran Beltrán,Celta Vigo,25,DM,37,2611,1,0,4,0,0.5,91.2,0.4,1,6.61,1.5,0.9,0.5,0.0,0.8,1.1,0.1,0,0.5,0.7,0.0,0.5,0.5,50.6,91.2,0.2,3.6,0.0,0.2727272727272727
174,Martín Zubimendi,Real Sociedad,25,DM,36,2587,2,1,4,0,0.6,85.7,1.8,1,6.76,1.4,1.4,0.9,0.1,1.3,0.6,0.4,0,0.5,0.6,0.1,0.3,0.3,40.3,85.7,0.0,2.1,0.0,0.5636363636363636
175,Manu Morlanes,Espanyol,25,DM,27,1143,2,0,6,1,0.3,86.4,0.7,0,6.42,1.3,0.5,0.5,0.0,0.6,0.9,0.2,0,0.5,0.4,0.0,0.2,0.2,23.9,86.4,0.1,1.0,0.0,0.2
176,Keidi Bare,Espanyol,26,DM,25,1488,1,1,9,0,0.2,86.9,0.5,0,6.41,1.1,0.6,1.0,0.0,1.0,0.8,0.4,0,0.4,1.2,0.0,0.4,0.4,34.9,86.9,0.0,2.1,0.0,0.2
177,Mauro Arambarri,Getafe,28,DM,31,2667,0,5,13,0,1.2,77.6,0.9,2,6.93,2.0,1.0,1.6,0.0,0.4,1.5,0.2,0,1.0,1.5,0.0,1.2,1.2,36.9,77.6,1.4,4.0,0.0,0.14545454545454545
178,Florentino,Getafe,24,DM,22,986,0,1,2,0,0.1,78.9,0.8,0,6.4,1.9,1.0,0.8,0.0,0.5,0.8,0.1,0,0.3,0.1,0.0,0.5,0.5,19.6,78.9,0.0,1.0,0.1,0.14545454545454545
179,Óscar Valentín,Rayo Vallecano,29,DM,35,2580,0,0,8,0,0.3,83.8,1.1,0,6.65,2.9,1.1,1.4,0.1,1.2,1.7,0.3,0,0.5,1.6,0.0,0.3,0.3,37.5,83.8,0.0,2.6,0.0,0.2
180,Pathé Ciss,Rayo Vallecano,30,DM,31,1087,2,1,5,0,0.6,83.3,1.1,1,6.46,1.0,1.0,0.6,0.1,0.9,0.5,0.2,1,0.3,0.3,0.0,0.4,0.4,16.8,83.3,0.0,1.6,0.1,0.2
181,Uros Racic,Valencia,26,DM,28,1201,0,0,1,1,0.6,73.5,1.2,0,6.4,1.1,0.6,1.0,0.0,0.7,0.8,0.2,0,0.5,0.9,0.0,0.3,0.3,17.8,73.5,0.1,1.9,0.0,0.3090909090909091
182,Pepelu,Levante,25,DM,29,2016,0,0,9,0,0.5,81.1,1.1,0,6.61,1.6,1.3,1.6,0.1,1.0,0.9,0.2,0,0.4,0.7,0.0,0.3,0.3,41.7,81.1,0.8,2.6,0.0,0.07272727272727272
183,Nemanja Radoja,Levante,31,DM,19,1224,0,0,3,0,0.3,84.1,0.9,0,6.4,1.3,1.2,0.8,0.1,0.8,0.6,0.5,0,0.6,0.7,0.0,1.1,1.1,23.9,84.1,0.1,1.1,0.0,0.07272727272727272
184,Mickaël Malsa,Levante,28,DM,26,1137,1,2,7,0,0.5,80.7,0.4,0,6.37,1.4,0.7,0.7,0.1,0.5,1.0,0.3,0,0.3,0.6,0.0,0.4,0.4,20.6,80.7,0.0,1.2,0.1,0.07272727272727272
185,Thomas Delaney,Sevilla,32,DM,26,1545,2,1,2,1,0.7,78.3,2.1,2,6.69,1.6,0.5,1.0,0.1,1.3,0.5,0.4,0,0.2,0.8,0.0,0.2,0.2,30.3,78.3,0.0,2.0,0.0,0.7090909090909091
186,Lucas Torró,Osasuna,29,DM,33,2734,1,0,10,0,1.0,77.8,4.0,1,6.92,2.2,1.4,1.7,0.1,1.6,0.8,0.3,1,0.7,1.5,0.0,0.7,0.7,38.5,77.8,0.0,1.5,0.0,0.2909090909090909
187,Íñigo Ruíz de Galarreta,Mallorca,30,DM,22,1390,0,0,4,0,0.4,82.6,0.8,0,6.68,1.8,0.9,1.1,0.0,0.9,0.7,0.1,0,1.2,1.5,0.0,0.7,0.7,33.7,82.6,0.1,1.9,0.0,0.14545454545454545
188,Iddrisu Baba,Mallorca,28,DM,26,1945,1,1,9,0,0.9,79.8,1.6,3,6.63,2.2,0.9,1.6,0.0,1.3,0.7,0.2,0,0.8,1.5,0.0,0.8,0.8,29.7,79.8,0.0,2.0,0.0,0.14545454545454545
189,Gerard Gumbau,Elche,29,DM,31,1891,0,4,8,1,0.7,84.1,0.6,1,6.46,1.5,0.7,1.6,0.1,0.8,0.9,0.1,0,0.2,0.7,0.0,0.2,0.2,31.0,84.1,0.8,2.7,0.1,0.2
190,Raúl Guti,Elche,27,DM,31,1629,0,0,2,1,0.6,84.3,0.4,0,6.31,0.8,0.8,0.5,0.0,0.2,0.6,0.1,0,0.4,1.1,0.0,0.5,0.5,25.1,84.3,0.0,1.4,0.0,0.2
191,Iván Marcone,Elche,33,DM,20,807,0,0,5,0,0.1,82.3,0.3,0,6.28,1.2,0.6,0.6,0.0,0.7,0.6,0.2,0,0.5,0.2,0.0,0.2,0.2,21.5,82.3,0.1,1.1,0.0,0.2
192,Luis Milla,Granada,29,DM,34,2785,3,3,4,0,0.6,83.6,0.9,1,6.84,1.7,0.7,0.8,0.0,0.9,1.1,0.1,0,0.8,1.9,0.0,0.7,0.7,38.9,83.6,1.2,2.7,0.1,0.12727272727272726
193,Tomás Alarcón,Cadiz,25,DM,23,1425,0,1,5,0,0.7,76.2,0.7,0,6.44,1.3,1.3,0.8,0.0,1.2,0.9,0.3,0,0.2,0.4,0.0,0.4,0.4,21.8,76.2,0.6,2.3,0.0,0.14545454545454545
194,Sergio Busquets,Barcelona,35,DM,30,2347,0,4,6,1,0.3,88.7,1.8,0,6.99,1.9,0.9,1.0,0.0,1.0,0.7,0.2,0,0.4,1.3,0.0,0.4,0.4,64.5,88.7,0.1,3.8,0.3,1.0
195,Vinicius Souza,Espanyol,24,DM,34,2434,1,1,8,1,0.3,80.1,2.1,0,6.68,2.9,1.4,1.9,0.1,1.4,0.8,0.4,0,0.3,1.1,0.0,0.4,0.4,26.6,80.1,0.0,1.4,0.0,0.19047619047619047
196,Martín Zubimendi,Real Sociedad,25,DM,36,3102,1,3,12,0,0.4,85.6,1.6,1,6.71,1.6,1.0,1.4,0.1,1.4,0.6,0.5,0,0.3,0.9,0.0,0.5,0.5,50.0,85.6,0.1,2.3,0.1,0.7301587301587301
197,Íñigo Ruíz de Galarreta,Mallorca,30,DM,30,2457,0,1,12,0,0.3,85.0,0.7,0,6.67,1.8,1.0,2.0,0.0,0.6,1.1,0.3,0,0.6,1.5,0.0,0.5,0.5,39.4,85.0,0.4,2.4,0.1,0.3968253968253968
198,Iddrisu Baba,Mallorca,28,DM,29,1751,0,0,5,0,0.4,81.9,1.3,0,6.39,1.1,0.4,1.1,0.1,1.1,0.6,0.3,0,0.4,1.0,0.0,0.5,0.5,20.0,81.9,0.0,1.5,0.0,0.3968253968253968
199,Luis Milla,Getafe,29,DM,27,1862,0,3,4,1,0.3,82.1,0.6,0,6.63,1.8,1.2,1.1,0.0,0.9,0.9,0.0,0,0.4,0.8,0.0,0.4,0.4,33.1,82.1,0.9,2.5,0.0,0.2698412698412698
200,Óscar Valentín,Rayo Vallecano,29,DM,34,2564,0,0,11,0,0.4,81.9,0.8,0,6.59,2.7,1.3,2.2,0.2,0.8,2.2,0.3,0,0.2,1.5,0.0,0.4,0.4,34.3,81.9,0.0,2.1,0.0,0.38095238095238093
201,Pathé Ciss,Rayo Vallecano,30,DM,32,1268,1,0,4,0,0.6,82.8,1.1,1,6.35,1.2,0.7,1.2,0.0,1.1,0.6,0.3,1,0.2,0.4,0.0,0.4,0.4,21.7,82.8,0.0,1.5,0.0,0.38095238095238093
202,Aleix García,Girona,26,DM,30,2341,1,5,1,0,1.1,88.9,0.4,2,7.04,1.2,1.0,0.5,0.0,0.9,0.6,0.3,0,0.4,1.0,0.0,0.4,0.4,48.4,88.9,2.2,3.3,0.1,0.38095238095238093
203,Oriol Romeu,Girona,32,DM,33,2952,2,0,8,1,0.7,87.3,1.2,0,6.71,2.1,1.1,1.8,0.1,1.5,0.8,0.3,0,0.6,1.0,0.0,0.8,0.8,48.6,87.3,0.1,2.6,0.0,0.38095238095238093
204,Rubén Alcaraz,Cadiz,33,DM,31,2047,3,0,9,1,1.1,81.3,1.0,1,6.5,1.4,0.6,1.5,0.1,1.1,1.1,0.3,0,0.4,1.1,0.0,1.0,1.0,32.2,81.3,0.5,3.2,0.0,0.2698412698412698
205,Fede San Emeterio,Cadiz,27,DM,33,1856,0,1,14,0,0.2,79.8,0.7,0,6.31,1.2,0.5,1.8,0.0,0.8,0.7,0.4,0,0.1,0.7,0.0,0.2,0.2,19.6,79.8,0.0,1.0,0.0,0.2698412698412698
206,José Mari Martín,Cadiz,36,DM,20,387,0,0,4,0,0.3,83.6,0.3,0,6.2,0.8,0.3,0.3,0.0,0.4,0.3,0.1,0,0.2,0.4,0.0,0.4,0.4,10.1,83.6,0.0,1.4,0.0,0.2698412698412698
207,Guido Rodríguez,Real Betis,30,DM,34,2878,1,0,8,0,0.6,87.4,1.3,3,6.98,3.4,1.2,1.3,0.0,2.0,1.4,0.4,1,0.6,1.9,0.0,0.6,0.6,49.1,87.4,0.0,2.6,0.1,0.5555555555555556
208,Nico González,Valencia,22,DM,26,1410,1,1,1,0,0.5,87.4,1.0,0,6.59,1.0,0.7,1.3,0.0,0.5,0.6,0.3,1,1.1,0.5,0.0,0.6,0.6,29.7,87.4,0.0,0.8,0.1,0.2698412698412698
209,Ilaix Moriba,Valencia,21,DM,24,1006,0,2,4,2,0.9,80.9,1.0,1,6.32,1.5,0.2,1.3,0.0,0.5,0.4,0.0,0,0.5,1.4,0.0,0.5,0.5,20.5,80.9,0.1,1.0,0.0,0.2698412698412698
210,Fran Beltrán,Celta Vigo,25,DM,36,2864,0,2,4,0,0.7,90.1,0.5,0,6.49,0.9,1.5,0.7,0.0,0.9,1.1,0.1,0,0.4,0.4,0.1,0.5,0.5,48.8,90.1,0.4,2.7,0.0,0.2857142857142857
211,Samú Costa,Almeria,23,DM,32,1988,1,2,5,0,0.6,79.9,1.5,2,6.55,1.9,1.2,1.6,0.2,1.9,1.0,0.2,0,0.3,1.4,0.1,0.4,0.4,33.7,79.9,0.0,2.5,0.0,0.25396825396825395
212,César de la Hoz,Almeria,32,DM,25,1672,1,0,6,0,0.3,79.0,1.0,1,6.4,1.5,0.5,0.8,0.1,1.4,0.7,0.2,0,0.2,0.5,0.0,0.2,0.2,21.9,79.0,0.1,1.5,0.0,0.25396825396825395
213,Íñigo Eguaras,Almeria,32,DM,25,961,1,1,6,0,0.3,85.0,0.1,0,6.22,0.4,0.2,0.3,0.0,0.6,0.5,0.1,0,0.2,0.3,0.0,0.2,0.2,21.4,85.0,0.1,1.4,0.2,0.25396825396825395
214,Mikel Vesga,Athletic Club,31,DM,36,2576,3,3,5,0,0.8,84.2,1.8,0,6.63,1.6,1.0,1.2,0.0,1.0,1.2,0.2,1,0.3,0.6,0.0,0.4,0.4,41.4,84.2,0.1,2.8,0.0,0.4126984126984127
215,Dani García,Athletic Club,33,DM,25,1492,0,2,6,0,0.4,79.9,0.8,0,6.47,1.8,0.8,1.4,0.0,0.8,0.7,0.2,0,0.1,0.6,0.0,0.2,0.2,28.5,79.9,0.1,1.6,0.0,0.4126984126984127
216,Oier Zarraga,Athletic Club,25,DM,26,841,0,0,5,0,0.7,82.1,0.3,0,6.21,0.5,0.4,0.7,0.0,0.2,0.5,0.0,0,0.2,0.5,0.0,0.3,0.3,13.3,82.1,0.3,0.3,0.0,0.4126984126984127
217,Lucas Torró,Osasuna,29,DM,33,2489,1,0,10,0,0.8,80.7,2.6,0,6.71,1.5,1.3,1.9,0.0,1.9,0.7,0.1,0,0.3,0.9,0.0,0.4,0.4,35.3,80.7,0.0,1.4,0.0,0.4444444444444444
218,Monchu,Real Valladolid,24,DM,34,2030,3,2,10,0,1.1,83.2,0.5,1,6.52,1.5,0.5,1.4,0.0,0.5,0.8,0.3,0,0.3,0.8,0.0,0.4,0.4,28.5,83.2,0.8,2.8,0.1,0.23809523809523808
219,Roque Mesa,Real Valladolid,34,DM,30,1629,2,1,9,1,0.9,83.4,0.4,1,6.4,0.9,0.4,1.3,0.0,0.6,0.9,0.1,0,0.5,0.8,0.0,0.7,0.7,31.4,83.4,0.1,3.0,0.1,0.23809523809523808
220,Gerard Gumbau,Elche,29,DM,35,2745,1,6,11,0,1.3,81.7,0.6,2,6.74,1.3,0.8,1.5,0.0,1.1,0.9,0.2,0,0.2,0.6,0.1,0.3,0.3,36.3,81.7,2.1,3.3,0.0,0.0
221,Raúl Guti,Elche,27,DM,28,1084,0,0,1,0,0.7,81.9,0.2,0,6.13,0.6,0.3,0.3,0.0,0.2,0.4,0.1,0,0.2,0.8,0.0,0.6,0.6,14.2,81.9,0.0,0.6,0.0,0.0
222,Théo Valls,Nimes,28,DM,31,1772,0,0,2,0,0.7,79.4,0.7,0,6.36,1.2,0.7,0.6,0.0,0.4,0.9,0.1,0,0.2,0.4,0.0,0.5,0.5,23.1,79.4,0.2,1.0,0.0,0.40625
223,Boubakary Soumaré,Lille,25,DM,18,553,1,1,3,0,0.2,86.4,0.3,0,6.49,1.1,0.4,0.3,0.0,0.3,0.4,0.2,0,0.4,0.4,0.0,0.6,0.6,19.2,86.4,0.0,1.0,0.0,0.75
224,Thiago Maia,Lille,27,DM,24,1015,0,1,4,0,0.1,83.1,0.7,1,6.36,1.3,1.0,0.8,0.0,0.8,0.8,0.2,0,0.2,0.6,0.0,0.4,0.4,24.4,83.1,0.0,1.5,0.0,0.75
225,Lucas Tousart,Lyon,27,DM,30,1729,0,0,1,2,0.8,87.3,1.2,0,6.59,2.5,0.9,0.9,0.0,0.7,1.1,0.4,1,0.3,0.6,0.0,0.4,0.4,32.6,87.3,0.0,1.2,0.1,0.703125
226,Baptiste Santamaría,Angers,29,DM,38,3248,1,0,2,0,0.6,81.0,1.0,0,6.79,3.1,1.6,1.3,0.1,1.4,1.4,0.1,0,0.8,1.3,0.0,0.9,0.9,39.2,81.0,0.0,3.2,0.0,0.296875
227,Ellyes Skhiri,Montpellier,28,DM,37,3092,3,2,5,0,0.7,85.7,1.2,3,7.0,2.8,1.6,1.1,0.0,1.0,1.3,0.2,0,0.9,0.9,0.0,0.9,0.9,44.5,85.7,0.1,2.8,0.0,0.5
228,Ole Selnæs,Saint-Etienne,29,DM,20,1674,0,5,6,0,0.6,82.5,1.2,0,6.97,2.2,1.0,1.5,0.1,1.4,1.1,0.4,0,0.6,0.6,0.1,0.6,0.6,44.8,82.5,0.5,4.2,0.3,0.609375
229,Kevin Strootman,Marseille,34,DM,28,1941,1,5,7,0,0.6,82.3,1.5,0,6.76,2.7,0.9,1.3,0.0,0.9,1.1,0.2,0,0.4,0.3,0.1,0.6,0.6,40.8,82.3,0.2,1.6,0.0,0.53125
230,Ibrahim Sangaré,Toulouse,26,DM,28,2466,1,3,7,0,1.3,79.6,1.4,3,7.06,3.6,1.0,1.8,0.0,1.7,1.1,0.7,0,1.8,1.4,0.1,1.2,1.2,54.1,79.6,0.0,3.9,0.1,0.171875
231,Kalidou Sidibé,Toulouse,25,DM,20,1271,1,0,8,0,0.2,73.5,3.3,0,6.54,1.2,0.9,2.0,0.1,1.3,0.4,0.2,0,0.2,0.7,0.0,0.8,0.8,29.4,73.5,0.0,1.0,0.0,0.171875
232,Yannick Cahuzac,Toulouse,39,DM,23,1428,1,0,8,1,0.1,81.8,1.5,0,6.4,1.4,1.1,1.0,0.1,2.3,0.7,0.2,0,0.0,0.8,0.0,0.1,0.1,23.7,81.8,0.0,0.4,0.0,0.171875
233,Abdoulaye Touré,Nantes,30,DM,34,2750,3,1,4,1,1.6,80.4,1.5,1,6.85,1.4,1.4,0.8,0.0,0.8,1.1,0.3,0,1.2,1.4,0.0,1.2,1.2,39.8,80.4,0.2,1.6,0.1,0.328125
234,Xavier Chavalerin,Reims,33,DM,36,3240,2,2,8,0,0.6,80.5,0.3,1,6.94,2.9,2.0,1.3,0.0,0.9,1.2,0.3,0,0.6,0.3,0.0,0.5,0.5,39.0,80.5,0.8,2.9,0.0,0.4375
235,Mehdi Abeid,Dijon,31,DM,26,2027,3,0,6,0,1.4,86.5,0.7,1,6.73,2.0,1.1,2.2,0.0,0.8,1.2,0.3,0,1.2,1.1,0.0,1.2,1.2,39.8,86.5,0.2,2.5,0.0,0.109375
236,Florent Balmont,Dijon,44,DM,20,1083,0,1,3,0,0.3,84.4,0.1,0,6.28,1.5,0.3,1.1,0.0,0.4,1.4,0.1,0,0.2,1.0,0.0,0.5,0.5,33.3,84.4,0.6,1.7,0.0,0.109375
237,Lebogang Phiri,Guingamp,29,DM,24,1932,0,0,3,0,0.5,88.7,0.5,0,6.56,2.5,1.2,1.1,0.0,0.7,0.8,0.1,0,0.5,0.6,0.0,0.6,0.6,41.6,88.7,0.0,2.1,0.0,0.0
238,Otávio,Bordeaux,30,DM,33,2880,0,2,4,0,0.6,89.1,0.7,0,6.85,3.8,1.3,1.7,0.0,1.5,1.8,0.3,0,0.5,0.7,0.0,0.9,0.9,58.0,89.1,0.0,2.6,0.0,0.21875
239,Thomas Monconduit,Amiens,33,DM,33,2821,0,1,6,0,0.5,77.9,1.5,1,6.84,2.3,1.1,1.6,0.1,2.2,1.1,0.5,0,1.0,1.2,0.0,0.8,0.8,43.9,77.9,0.1,3.0,0.1,0.171875
240,Alexis Blin,Amiens,27,DM,27,1999,1,1,4,0,0.3,81.1,2.0,0,6.7,2.9,1.2,1.1,0.0,1.7,2.0,0.5,0,0.2,1.2,0.0,0.7,0.7,34.6,81.1,0.1,1.4,0.0,0.171875
241,Leandro Paredes,Paris Saint-Germain,29,DM,17,807,0,1,2,0,1.1,93.4,0.4,0,6.61,1.3,0.9,1.2,0.0,0.4,0.9,0.1,1,0.5,0.8,0.0,0.1,0.1,54.9,93.4,0.0,3.4,0.0,1.0
242,Kevin Strootman,Marseille,34,DM,25,1409,2,3,7,0,0.4,85.6,1.2,0,6.57,1.6,0.7,1.3,0.0,0.8,1.2,0.0,0,0.1,0.5,0.0,0.1,0.1,37.9,85.6,0.0,2.0,0.0,0.7818181818181819
243,Joris Chotard,Montpellier,22,DM,20,1250,0,1,3,1,0.5,77.6,1.1,0,6.42,1.5,1.0,1.4,0.0,0.6,1.0,0.3,0,0.4,1.1,0.1,0.2,0.2,26.6,77.6,0.2,2.7,0.0,0.4909090909090909
244,Tiémoué Bakayoko,Monaco,29,DM,20,1722,1,2,4,1,1.2,86.0,1.5,0,7.05,2.4,1.5,1.7,0.0,0.9,1.3,0.2,0,1.8,2.9,0.0,1.5,1.5,47.2,86.0,0.0,2.1,0.1,0.4909090909090909
245,Didier Ndong,Dijon,29,DM,27,2389,0,2,5,0,0.7,89.0,0.7,0,6.73,2.3,1.8,1.3,0.0,1.1,1.1,0.2,0,0.7,0.6,0.1,0.9,0.9,51.8,89.0,0.1,2.9,0.1,0.3090909090909091
246,Xavier Chavalerin,Reims,33,DM,24,2148,1,3,6,0,0.9,81.5,0.5,3,7.06,3.0,1.5,1.7,0.0,1.2,1.3,0.3,0,0.5,0.4,0.2,0.4,0.4,41.2,81.5,1.2,3.1,0.0,0.509090909090909
247,Boubakary Soumaré,Lille,25,DM,20,1217,0,0,0,2,0.1,89.8,0.6,0,6.35,1.0,0.8,0.8,0.0,0.4,0.5,0.0,0,1.0,0.5,0.0,0.8,0.8,37.7,89.8,0.0,1.9,0.0,0.6545454545454545
248,Khéphren Thuram,Nice,23,DM,14,589,0,0,1,0,0.1,87.0,0.5,0,6.41,1.6,0.5,0.8,0.0,0.9,0.8,0.1,0,0.6,0.1,0.0,0.4,0.4,26.9,87.0,0.1,0.7,0.0,0.509090909090909
249,Sidy Sarr,Nimes,27,DM,22,1159,0,2,6,0,1.0,70.5,4.3,1,6.68,1.6,0.7,1.5,0.1,0.8,1.0,0.1,0,0.4,0.4,0.1,0.3,0.3,23.9,70.5,0.0,1.6,0.0,0.2545454545454545
250,Théo Valls,Nimes,28,DM,23,1641,1,1,1,1,1.1,79.7,0.9,0,6.54,1.7,0.6,0.6,0.0,0.3,1.5,0.0,0,0.6,1.0,0.0,0.5,0.5,28.5,79.7,0.5,1.7,0.0,0.2545454545454545
251,Lamine Fomba,Nimes,26,DM,20,1376,0,0,6,0,0.8,69.9,2.1,0,6.54,3.3,1.3,2.2,0.0,0.6,1.1,0.2,0,0.7,0.4,0.0,1.0,1.0,19.8,69.9,0.0,0.6,0.0,0.2545454545454545
252,Otávio,Bordeaux,30,DM,25,2213,2,3,6,0,0.9,89.5,0.8,0,6.92,3.2,1.6,1.8,0.0,1.5,1.9,0.4,0,0.7,1.1,0.0,0.5,0.5,60.5,89.5,0.1,2.8,0.0,0.43636363636363634
