,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB,Pts
301,Arne Engels,Augsburg,20,M,18,1446,0,3,5,0,0.9,72.1,0.6,1,6.48,1.1,0.8,1.4,0.0,0.6,0.6,0.3,0,0.2,1.1,0.0,0.4,0.4,28.3,72.1,1.4,1.7,0.1,0.11904761904761904
302,Arne Maier,Augsburg,25,M,30,1972,5,1,3,0,0.9,69.4,0.4,1,6.46,1.0,0.5,0.4,0.1,0.6,0.3,0.0,0,0.5,0.6,0.1,0.9,0.9,19.4,69.4,0.5,0.9,0.0,0.11904761904761904
303,Elvis Rexhbeçaj,Augsburg,26,M,31,2536,0,0,6,0,0.5,69.8,1.2,0,6.39,1.6,0.5,0.9,0.1,1.0,1.0,0.4,1,0.2,1.6,0.0,0.4,0.4,28.6,69.8,0.0,1.0,0.0,0.11904761904761904
304,Eden Hazard,Chelsea,33,M,37,2926,16,15,2,0,2.5,84.3,0.5,14,7.81,0.4,0.4,0.3,0.0,0.1,0.3,0.0,0,3.7,2.8,0.3,2.3,2.3,49.2,84.3,0.9,2.7,0.3,0.6829268292682927
305,Pedro,Chelsea,36,M,31,1781,8,2,2,0,1.8,86.5,0.3,5,6.97,0.9,0.6,0.5,0.0,0.3,0.8,0.1,0,1.4,0.8,0.3,1.1,1.1,34.4,86.5,0.3,1.2,0.1,0.6829268292682927
306,N'Golo Kanté,Chelsea,33,M,36,3096,4,4,3,0,0.8,87.9,0.8,1,6.93,2.1,1.2,1.0,0.0,0.7,1.2,0.2,0,0.9,0.4,0.2,1.5,1.5,56.2,87.9,0.2,1.0,0.1,0.6829268292682927
307,Ruben Loftus-Cheek,Chelsea,28,M,24,985,6,2,0,0,1.2,87.9,0.9,1,6.85,0.8,0.5,0.4,0.0,0.2,0.4,0.2,0,1.7,1.0,0.1,1.0,1.0,25.4,87.9,0.0,0.5,0.0,0.6829268292682927
308,Ross Barkley,Chelsea,30,M,27,1243,3,5,1,0,1.5,91.2,0.7,1,6.65,0.6,0.3,0.5,0.0,0.5,0.4,0.0,0,0.6,1.0,0.0,1.2,1.2,35.3,91.2,0.0,1.5,0.1,0.6829268292682927
309,Mateo Kovacic,Chelsea,29,M,32,1745,0,2,3,0,0.9,92.0,0.3,0,6.65,1.4,0.3,0.6,0.0,0.6,0.8,0.1,0,1.3,1.0,0.0,1.2,1.2,45.9,92.0,0.0,0.9,0.2,0.6829268292682927
310,Raheem Sterling,Manchester City,29,M,34,2777,17,10,3,0,2.3,85.8,0.4,8,7.61,0.9,0.5,1.2,0.0,0.1,0.5,0.1,0,2.4,1.3,0.4,2.6,2.6,37.1,85.8,0.4,0.3,0.0,1.0
311,David Silva,Manchester City,38,M,33,2412,6,8,3,0,1.5,87.8,0.6,1,7.26,0.9,0.7,0.8,0.0,0.4,0.6,0.0,0,0.9,0.8,0.2,0.9,0.9,61.1,87.8,0.5,1.2,0.2,1.0
312,Bernardo Silva,Manchester City,29,M,36,2853,7,7,3,0,1.7,86.1,0.3,4,7.26,1.4,0.7,0.9,0.0,0.7,1.4,0.1,0,1.4,0.7,0.1,1.0,1.0,47.4,86.1,0.3,2.0,0.1,1.0
313,Leroy Sané,Manchester City,28,M,31,1867,10,10,1,0,1.8,84.4,0.3,1,7.26,0.8,0.3,0.3,0.0,0.1,0.7,0.1,0,1.8,0.5,0.6,1.4,1.4,27.3,84.4,0.5,0.1,0.1,1.0
314,Ilkay Gündogan,Manchester City,33,M,31,2136,6,3,3,0,1.4,90.8,0.8,2,7.1,0.6,0.9,0.4,0.0,0.6,0.8,0.1,0,0.6,0.7,0.0,0.5,0.5,64.4,90.8,0.9,2.4,0.1,1.0
315,Roberto Firmino,Liverpool,32,M,34,2620,12,6,0,0,2.2,80.8,0.9,4,7.2,0.9,0.2,1.1,0.0,0.4,0.8,0.0,0,1.4,0.3,0.2,1.8,1.8,37.6,80.8,0.1,0.5,0.1,0.9878048780487805
316,Georginio Wijnaldum,Liverpool,33,M,35,2736,3,0,3,0,0.9,91.1,0.9,1,6.89,1.2,0.6,0.5,0.0,0.7,0.4,0.2,0,0.8,0.9,0.1,1.1,1.1,50.5,91.1,0.1,1.6,0.0,0.9878048780487805
317,Naby Keïta,Liverpool,29,M,25,1394,2,1,0,0,1.1,88.5,0.4,0,6.74,1.5,0.5,1.0,0.0,0.5,1.1,0.2,0,1.0,0.6,0.0,1.2,1.2,40.2,88.5,0.0,0.6,0.1,0.9878048780487805
318,Xherdan Shaqiri,Liverpool,32,M,24,1059,6,3,2,0,1.1,81.2,0.1,1,6.71,0.6,0.3,0.4,0.0,0.3,0.4,0.0,0,0.3,0.6,0.1,0.8,0.8,26.6,81.2,0.5,1.5,0.2,0.9878048780487805
319,Son Heung-Min,Tottenham,31,M,31,2049,12,6,2,1,2.4,85.6,0.1,4,7.1,0.7,0.3,0.4,0.0,0.1,0.8,0.1,0,1.5,0.6,0.7,1.4,1.4,24.3,85.6,0.2,0.4,0.1,0.6707317073170732
320,Christian Eriksen,Tottenham,32,M,35,2772,8,12,3,0,2.4,81.0,0.4,2,7.08,1.2,0.4,0.5,0.0,0.2,1.2,0.1,0,0.5,0.5,0.1,0.8,0.8,53.5,81.0,0.9,2.3,0.3,0.6707317073170732
321,Dele Alli,Tottenham,28,M,25,1835,5,3,4,0,1.6,80.3,0.8,1,6.95,1.3,0.8,0.9,0.0,0.7,0.8,0.2,0,1.2,0.8,0.1,1.2,1.2,41.1,80.3,0.1,1.0,0.1,0.6707317073170732
322,Moussa Sissoko,Tottenham,34,M,29,2337,0,3,2,0,0.5,86.7,0.8,0,6.75,1.2,0.6,0.8,0.0,0.7,0.5,0.1,0,1.2,0.7,0.1,1.0,1.0,46.5,86.7,0.1,1.4,0.0,0.6707317073170732
323,Gylfi Sigurdsson,Everton,34,M,38,3134,13,6,3,0,2.3,76.2,0.5,6,7.16,1.5,0.7,0.9,0.0,0.6,0.8,0.1,0,1.0,1.0,0.1,0.8,0.8,26.1,76.2,1.3,0.7,0.3,0.4634146341463415
324,Idrissa Gueye,Everton,34,M,33,2826,0,2,6,0,0.6,84.3,1.0,2,7.14,4.3,2.2,1.6,0.0,1.3,1.2,0.2,0,0.7,1.2,0.0,0.9,0.9,52.8,84.3,0.1,3.2,0.1,0.4634146341463415
325,André Gomes,Everton,30,M,27,1986,1,1,7,0,0.8,84.8,1.4,0,6.65,1.4,0.7,1.8,0.0,0.7,1.7,0.1,0,1.5,1.0,0.0,1.9,1.9,44.4,84.8,0.1,3.5,0.0,0.4634146341463415
326,Theo Walcott,Everton,35,M,37,2124,5,2,1,0,1.2,72.6,0.4,0,6.51,0.7,0.6,0.3,0.0,0.2,0.4,0.0,0,0.8,0.7,0.5,1.0,1.0,15.6,72.6,0.3,0.2,0.0,0.4634146341463415
327,Nampalys Mendy,Leicester,31,M,31,2089,0,0,5,0,0.1,88.8,0.3,0,6.37,1.1,0.8,0.7,0.0,0.7,0.5,0.3,0,0.5,1.2,0.0,0.5,0.5,35.2,88.8,0.1,1.6,0.0,0.43902439024390244
328,Paul Pogba,Manchester United,31,M,35,3012,13,9,6,0,3.0,82.8,1.7,7,7.31,1.3,0.5,1.5,0.0,1.0,0.7,0.3,0,1.7,2.0,0.1,2.5,2.5,59.1,82.8,0.1,4.7,0.2,0.6097560975609756
329,Ander Herrera,Manchester United,34,M,22,1405,2,3,4,0,1.0,87.8,0.2,2,6.96,2.5,1.7,1.0,0.0,1.0,1.8,0.3,0,0.5,0.9,0.0,0.4,0.4,44.5,87.8,0.0,1.5,0.1,0.6097560975609756
330,Alexis Sánchez,Manchester United,35,M,20,877,1,3,3,0,0.9,74.6,0.4,0,6.6,0.9,0.5,0.7,0.0,0.1,0.4,0.0,0,0.7,0.9,0.4,1.3,1.3,19.1,74.6,0.3,1.2,0.1,0.6097560975609756
331,Mohamed Diamé,Newcastle,36,M,29,2166,0,0,3,0,0.7,77.2,1.2,0,6.57,2.7,1.0,1.2,0.0,1.2,1.3,0.3,0,0.6,0.7,0.0,1.3,1.3,25.3,77.2,0.0,1.3,0.0,0.35365853658536583
332,James McArthur,Crystal Palace,36,M,38,3072,3,6,7,0,0.9,79.3,1.3,1,6.8,2.2,1.0,1.6,0.1,1.2,1.3,0.6,0,0.5,1.0,0.1,0.9,0.9,36.8,79.3,0.1,1.7,0.1,0.4024390243902439
333,Max Meyer,Crystal Palace,28,M,29,1415,1,2,3,0,1.3,83.9,0.1,0,6.49,1.1,0.5,0.3,0.0,0.6,0.3,0.0,0,0.4,0.6,0.0,0.7,0.7,22.9,83.9,0.1,0.6,0.0,0.4024390243902439
334,Felipe Anderson,West Ham,31,M,36,3054,9,4,3,0,1.6,76.0,0.3,6,7.23,2.5,1.1,0.8,0.0,0.3,1.9,0.0,0,2.1,1.4,0.1,1.5,1.5,46.3,76.0,0.9,2.4,0.3,0.43902439024390244
335,Robert Snodgrass,West Ham,36,M,33,2224,2,5,10,0,0.9,82.1,0.8,3,6.78,1.3,0.3,1.1,0.1,0.5,1.0,0.1,0,1.0,1.5,0.1,1.3,1.3,29.4,82.1,1.8,0.8,0.1,0.43902439024390244
336,Mark Noble,West Ham,36,M,31,2308,5,5,6,1,0.5,85.3,0.3,0,6.65,1.5,0.7,0.7,0.0,0.4,1.2,0.1,0,0.5,1.2,0.0,1.1,1.1,48.6,85.3,0.2,4.4,0.2,0.43902439024390244
337,Alexandre Lacazette,Arsenal,32,M,35,2507,13,8,2,0,2.3,74.2,1.3,4,7.17,1.0,0.4,1.5,0.0,0.8,0.7,0.0,0,1.3,1.5,0.7,1.7,1.7,22.0,74.2,0.1,0.5,0.1,0.6585365853658537
338,Pierre-Emerick Aubameyang,Arsenal,34,M,36,2733,22,5,0,0,2.6,74.0,0.9,4,7.1,0.6,0.2,0.4,0.0,0.5,0.6,0.0,0,0.8,0.6,0.6,0.9,0.9,19.2,74.0,0.3,0.3,0.0,0.6585365853658537
339,Henrikh Mkhitaryan,Arsenal,35,M,25,1645,6,4,1,0,2.0,79.9,0.8,1,6.88,1.1,0.6,1.1,0.0,0.4,0.6,0.1,0,0.8,0.4,0.1,1.0,1.0,31.8,79.9,0.3,0.8,0.2,0.6585365853658537
340,Mesut Özil,Arsenal,35,M,24,1742,5,2,2,0,0.5,88.6,0.2,2,6.78,0.5,0.2,0.4,0.0,0.2,0.8,0.1,0,0.9,0.9,0.4,1.4,1.4,46.6,88.6,0.8,1.2,0.1,0.6585365853658537
341,Aaron Ramsey,Arsenal,33,M,28,1331,4,6,0,0,1.2,82.0,0.5,0,6.7,1.2,0.3,0.8,0.0,0.1,0.6,0.0,0,0.4,0.7,0.1,1.0,1.0,27.6,82.0,0.2,0.9,0.0,0.6585365853658537
342,Alex Iwobi,Arsenal,28,M,35,1976,3,6,0,0,1.0,77.8,0.1,0,6.62,0.8,0.3,0.2,0.0,0.3,0.5,0.0,0,1.3,0.4,0.1,1.6,1.6,27.2,77.8,0.3,0.8,0.0,0.6585365853658537
343,Mattéo Guendouzi,Arsenal,25,M,33,2144,0,0,9,0,0.5,87.7,0.5,0,6.55,1.3,0.9,0.7,0.1,0.7,0.9,0.2,0,0.7,1.9,0.0,0.9,0.9,48.4,87.7,0.0,2.4,0.2,0.6585365853658537
344,Nathaniel Méndez-Laing,Cardiff,32,M,20,987,4,1,0,0,1.0,62.0,1.2,0,6.88,1.7,0.7,0.4,0.0,0.7,0.7,0.1,0,1.5,0.2,0.2,1.0,1.0,12.8,62.0,0.5,0.3,0.1,0.21951219512195122
345,Víctor Camarasa,Cardiff,29,M,32,2579,5,4,6,0,1.3,75.1,0.6,0,6.72,0.9,1.0,0.7,0.0,0.8,0.8,0.1,0,1.1,0.9,0.0,1.5,1.5,27.7,75.1,1.3,1.4,0.0,0.21951219512195122
346,Aron Gunnarsson,Cardiff,35,M,28,2275,1,1,5,0,0.7,71.6,1.7,0,6.61,1.8,1.4,0.9,0.0,1.9,2.2,0.4,0,0.4,1.1,0.0,0.3,0.3,26.8,71.6,0.1,1.5,0.0,0.21951219512195122
347,Joe Ralls,Cardiff,30,M,28,1960,0,0,4,1,0.8,69.2,1.2,0,6.45,1.6,1.0,1.0,0.0,1.0,0.8,0.2,0,0.2,0.4,0.0,0.5,0.5,27.8,69.2,0.9,2.9,0.0,0.21951219512195122
348,Harry Arter,Cardiff,34,M,25,2009,0,1,10,0,0.9,80.7,0.2,0,6.39,2.5,0.8,1.0,0.0,0.8,1.2,0.2,0,0.1,0.6,0.1,0.1,0.1,26.3,80.7,0.2,1.7,0.0,0.21951219512195122
349,Abdoulaye Doucouré,Watford,31,M,35,3062,5,6,7,0,1.5,83.5,1.2,0,6.76,2.0,1.0,1.0,0.0,1.5,1.1,0.2,1,0.9,0.4,0.1,1.2,1.2,55.4,83.5,0.1,1.7,0.1,0.4146341463414634
350,Will Hughes,Watford,29,M,32,2436,2,4,5,0,1.0,76.4,0.7,0,6.72,2.3,0.8,1.7,0.0,0.7,1.1,0.2,0,0.8,2.2,0.0,1.6,1.6,30.0,76.4,0.1,0.5,0.0,0.4146341463414634
351,Roberto Pereyra,Watford,33,M,33,2825,6,1,3,0,1.7,83.2,0.1,1,6.66,0.6,0.7,0.8,0.0,0.6,0.5,0.0,0,1.2,1.1,0.1,2.0,2.0,34.0,83.2,0.2,1.4,0.0,0.4146341463414634
352,João Moutinho,Wolves,37,M,38,3040,1,8,4,0,0.5,84.8,0.6,1,7.06,3.0,1.1,1.4,0.0,1.1,2.2,0.3,0,0.3,1.0,0.0,0.7,0.7,49.0,84.8,1.7,3.3,0.0,0.5
353,Adama Traoré,Wolves,28,M,29,896,1,1,1,0,0.7,72.2,0.8,1,6.59,0.6,0.2,0.5,0.0,0.2,0.2,0.0,0,2.2,0.9,0.2,1.6,1.6,9.3,72.2,0.5,0.2,0.0,0.5
354,Dwight McNeil,Burnley,24,M,21,1599,3,5,2,0,1.3,75.7,1.0,2,7.03,1.7,0.6,0.7,0.0,1.5,1.5,0.1,0,1.5,0.5,0.0,1.1,1.1,21.6,75.7,1.6,0.9,0.0,0.2926829268292683
355,Jóhann Gudmundsson,Burnley,33,M,29,1749,3,6,2,0,1.1,72.5,1.1,2,6.74,0.9,1.1,0.3,0.0,1.1,0.6,0.1,0,0.6,0.8,0.1,1.0,1.0,16.9,72.5,1.3,0.6,0.0,0.2926829268292683
356,Jeff Hendrick,Burnley,32,M,32,2071,3,0,4,0,0.6,75.3,0.5,1,6.27,0.8,0.4,0.5,0.0,0.8,0.7,0.2,0,0.4,0.4,0.3,0.9,0.9,20.6,75.3,0.1,0.7,0.0,0.2926829268292683
357,Solly March,Brighton,29,M,35,2475,1,5,1,0,1.2,70.6,0.5,0,6.79,1.6,0.8,0.8,0.0,0.7,0.7,0.1,0,1.4,0.9,0.2,1.2,1.2,21.6,70.6,1.3,0.9,0.0,0.24390243902439024
358,Dale Stephens,Brighton,34,M,30,2487,1,1,6,1,0.4,83.7,0.9,1,6.66,2.8,1.5,1.5,0.0,1.5,1.5,0.4,0,0.2,0.3,0.0,0.5,0.5,45.1,83.7,0.0,4.1,0.0,0.24390243902439024
359,Davy Pröpper,Brighton,32,M,30,2551,1,1,2,0,0.5,80.0,1.2,1,6.65,1.7,1.8,1.1,0.0,1.1,1.2,0.2,0,1.0,0.6,0.0,0.8,0.8,40.4,80.0,0.1,2.5,0.1,0.24390243902439024
360,Yves Bissouma,Brighton,27,M,28,1771,0,0,5,0,1.1,81.8,1.0,1,6.63,2.2,1.2,1.4,0.0,0.9,0.6,0.2,0,1.7,0.9,0.1,1.1,1.1,25.5,81.8,0.1,0.9,0.0,0.24390243902439024
361,Ryan Fraser,Bournemouth,30,M,38,3173,7,14,2,0,1.3,76.9,0.3,5,7.08,0.5,0.6,0.2,0.0,0.5,0.6,0.2,0,0.6,1.8,0.3,0.7,0.7,31.4,76.9,2.0,0.7,0.1,0.35365853658536583
362,Junior Stanislas,Bournemouth,34,M,23,1027,2,3,1,0,1.5,77.4,0.4,0,6.4,0.5,0.1,0.3,0.0,0.7,0.2,0.0,0,0.5,0.4,0.1,0.4,0.4,21.6,77.4,0.3,0.5,0.1,0.35365853658536583
363,Philip Billing,Huddersfield,27,M,27,2192,2,0,7,0,1.6,78.6,3.3,3,7.08,2.7,2.0,1.4,0.2,1.5,0.9,0.6,0,0.7,1.1,0.1,1.0,1.0,39.8,78.6,0.3,2.9,0.0,0.0
364,Aaron Mooy,Huddersfield,33,M,29,2327,3,1,4,0,1.5,80.2,0.5,1,6.73,2.1,0.5,0.9,0.0,0.7,1.1,0.2,0,0.8,0.4,0.0,1.6,1.6,44.1,80.2,1.4,2.1,0.0,0.0
365,Isaac Mbenza,Huddersfield,28,M,22,984,1,1,1,0,0.7,75.4,0.1,0,6.14,0.5,0.2,0.4,0.0,0.2,0.1,0.0,0,0.2,0.2,0.2,0.5,0.5,10.5,75.4,0.3,0.4,0.0,0.0
366,Pierre-Emile Højbjerg,Southampton,28,M,31,2764,4,3,7,2,1.7,82.9,1.5,2,6.87,2.3,1.9,1.5,0.1,0.9,1.6,0.3,0,0.7,1.5,0.0,1.5,1.5,57.8,82.9,0.3,3.5,0.1,0.2804878048780488
367,James Ward-Prowse,Southampton,29,M,26,1942,7,0,4,0,1.2,76.5,0.8,0,6.87,1.4,1.0,0.8,0.0,2.0,1.1,0.2,1,0.2,0.4,0.1,0.6,0.6,27.7,76.5,1.5,1.0,0.0,0.2804878048780488
368,Mario Lemina,Southampton,30,M,21,1616,1,1,5,0,1.2,86.0,1.4,0,6.85,2.3,2.0,1.5,0.0,1.4,0.9,0.1,0,1.1,1.1,0.0,1.5,1.5,38.6,86.0,0.1,2.1,0.0,0.2804878048780488
369,Frank Anguissa,Fulham,28,M,22,1519,0,0,1,1,1.0,87.4,1.0,0,6.69,2.2,1.5,1.0,0.1,1.3,1.5,0.3,0,1.9,0.8,0.1,1.8,1.8,47.4,87.4,0.0,1.6,0.0,0.12195121951219512
370,Tom Cairney,Fulham,33,M,31,2200,1,1,0,0,0.8,90.2,0.3,0,6.6,1.2,0.3,0.3,0.0,0.4,0.1,0.2,0,1.4,1.3,0.0,1.6,1.6,44.3,90.2,0.2,1.9,0.1,0.12195121951219512
371,André Schürrle,Fulham,33,M,24,1650,6,0,2,0,2.3,77.8,0.6,1,6.59,1.3,0.3,0.7,0.0,0.7,1.3,0.0,0,0.8,0.8,0.5,1.4,1.4,21.8,77.8,0.4,0.7,0.0,0.12195121951219512
372,Jean Seri,Fulham,32,M,32,2252,1,2,6,0,0.6,87.0,0.4,0,6.55,1.3,1.0,1.0,0.0,0.4,1.0,0.3,0,0.5,0.7,0.0,0.8,0.8,49.8,87.0,1.2,3.1,0.0,0.12195121951219512
373,Kevin De Bruyne,Manchester City,32,M,35,2800,13,20,3,0,2.8,81.5,0.5,10,7.97,1.3,0.5,0.7,0.0,0.7,1.4,0.1,0,1.4,0.8,0.1,0.9,0.9,54.5,81.5,2.1,3.5,0.4,0.7692307692307693
374,Raheem Sterling,Manchester City,29,M,33,2661,20,1,5,0,3.0,82.8,0.7,1,7.35,0.8,0.5,0.9,0.0,0.1,0.7,0.1,0,1.7,1.2,0.4,1.8,1.8,35.4,82.8,0.2,0.3,0.1,0.7692307692307693
375,David Silva,Manchester City,38,M,27,1833,6,10,0,0,1.7,89.3,0.3,3,7.29,1.0,0.5,0.7,0.0,0.2,0.7,0.1,0,1.2,0.7,0.1,0.7,0.7,54.9,89.3,0.1,1.1,0.1,0.7692307692307693
376,Bernardo Silva,Manchester City,29,M,34,2031,6,7,5,0,1.5,90.2,0.4,1,7.03,1.1,0.7,0.7,0.0,0.4,0.9,0.0,0,1.2,0.6,0.1,0.6,0.6,40.4,90.2,0.5,1.1,0.0,0.7692307692307693
377,Ilkay Gündogan,Manchester City,33,M,31,2017,2,1,7,0,1.1,91.9,0.4,0,6.7,0.9,1.0,0.5,0.0,0.4,1.0,0.2,0,0.6,0.5,0.1,0.4,0.4,63.0,91.9,0.3,3.4,0.0,0.7692307692307693
378,Youri Tielemans,Leicester,26,M,37,2834,3,6,2,0,1.5,83.0,0.7,1,6.88,1.4,0.6,0.9,0.0,0.3,1.4,0.1,0,0.8,1.3,0.0,0.7,0.7,48.1,83.0,0.4,2.7,0.1,0.5256410256410257
379,Adama Traoré,Wolves,28,M,37,2608,4,9,1,0,1.2,74.3,1.2,6,7.49,0.9,0.4,1.1,0.0,0.4,0.4,0.1,0,5.0,2.1,0.2,1.8,1.8,19.3,74.3,1.2,0.2,0.1,0.48717948717948717
380,João Moutinho,Wolves,37,M,38,3108,1,6,7,0,0.6,85.5,0.6,1,7.01,2.4,1.3,1.1,0.0,0.5,2.4,0.3,0,0.4,0.7,0.1,0.6,0.6,48.4,85.5,1.8,4.0,0.1,0.48717948717948717
381,Roberto Firmino,Liverpool,32,M,38,3003,9,8,0,0,2.6,79.6,0.7,2,7.14,1.0,0.2,0.8,0.1,0.3,0.9,0.1,0,1.4,0.4,0.2,1.0,1.0,30.6,79.6,0.1,0.7,0.0,1.0
382,Georginio Wijnaldum,Liverpool,33,M,37,2948,4,0,0,0,1.0,90.8,0.8,0,6.81,1.0,0.5,0.4,0.1,0.9,0.8,0.1,0,1.1,0.9,0.0,0.8,0.8,43.9,90.8,0.0,1.1,0.0,1.0
383,Alex Oxlade Chamberlain,Liverpool,30,M,30,1493,4,1,1,0,1.3,83.2,0.5,1,6.63,0.6,0.7,0.6,0.0,0.3,0.5,0.0,1,1.0,0.5,0.1,0.8,0.8,23.4,83.2,0.2,1.4,0.0,1.0
384,Fred,Manchester United,31,M,29,2190,0,0,8,0,1.4,87.5,0.3,0,6.87,2.1,1.3,1.4,0.0,0.9,2.6,0.3,0,1.4,1.2,0.0,0.9,0.9,57.5,87.5,0.5,3.8,0.0,0.5769230769230769
385,Andreas Pereira,Manchester United,28,M,25,1490,1,3,3,0,1.5,78.3,0.4,0,6.55,1.0,0.3,1.1,0.0,0.2,1.2,0.0,0,0.8,0.6,0.1,1.6,1.6,28.0,78.3,0.4,1.2,0.0,0.5769230769230769
386,Son Heung-Min,Tottenham,31,M,30,2487,11,10,0,2,2.7,84.7,0.2,4,7.24,0.8,0.6,0.6,0.0,0.6,1.6,0.0,0,2.1,0.9,0.6,1.9,1.9,26.6,84.7,0.4,0.7,0.2,0.48717948717948717
387,Dele Alli,Tottenham,28,M,25,1854,8,4,2,0,1.7,76.3,0.8,1,6.87,1.4,0.7,0.5,0.0,0.6,1.0,0.1,0,1.2,1.3,0.2,1.6,1.6,32.4,76.3,0.0,0.7,0.2,0.48717948717948717
388,Moussa Sissoko,Tottenham,34,M,29,2455,2,1,8,0,0.5,87.5,0.9,0,6.73,1.3,0.9,1.5,0.1,1.2,1.0,0.1,0,1.4,0.6,0.1,0.7,0.7,43.0,87.5,0.1,1.2,0.0,0.48717948717948717
389,Tanguy Ndombélé,Tottenham,27,M,21,1011,2,2,3,0,0.4,85.6,0.3,1,6.71,1.1,0.7,0.7,0.0,0.3,0.6,0.1,0,1.8,1.4,0.0,1.1,1.1,30.1,85.6,0.1,0.9,0.0,0.48717948717948717
390,Giovani Lo Celso,Tottenham,28,M,28,1489,0,2,6,0,0.6,85.0,0.3,0,6.62,1.8,0.3,1.0,0.0,0.6,1.7,0.1,0,1.1,1.6,0.0,1.1,1.1,34.5,85.0,0.4,1.5,0.1,0.48717948717948717
391,Christian Eriksen,Tottenham,32,M,20,1092,2,2,5,0,1.3,80.3,0.3,1,6.51,1.0,0.6,0.5,0.0,0.7,0.9,0.1,0,0.0,0.3,0.1,0.7,0.7,33.7,80.3,0.6,1.5,0.1,0.48717948717948717
392,Christian Pulisic,Chelsea,25,M,25,1727,9,4,0,0,2.5,79.9,0.8,4,7.18,0.9,0.2,0.6,0.0,0.3,0.7,0.0,0,2.2,1.2,0.1,2.5,2.5,26.7,79.9,0.2,0.8,0.0,0.5769230769230769
393,Mateo Kovacic,Chelsea,29,M,31,2073,1,3,8,0,0.7,89.7,0.3,1,6.94,2.0,0.7,0.6,0.0,0.5,1.3,0.0,0,2.5,1.2,0.0,0.9,0.9,60.3,89.7,0.0,3.0,0.1,0.5769230769230769
394,Mason Mount,Chelsea,25,M,37,2875,7,5,3,0,2.1,85.7,0.3,2,6.91,1.0,0.4,1.0,0.0,0.5,0.9,0.1,0,1.1,1.0,0.1,1.4,1.4,33.5,85.7,0.9,0.7,0.1,0.5769230769230769
395,N'Golo Kanté,Chelsea,33,M,22,1733,3,0,4,0,0.8,84.9,0.9,0,6.9,2.0,2.0,2.0,0.0,1.4,0.9,0.2,0,1.1,0.5,0.0,1.3,1.3,51.5,84.9,0.5,1.8,0.0,0.5769230769230769
396,Ross Barkley,Chelsea,30,M,21,1104,1,4,0,0,1.9,89.0,0.6,2,6.84,0.8,0.3,0.4,0.0,0.3,0.6,0.1,0,1.3,0.7,0.0,1.6,1.6,29.4,89.0,0.1,1.9,0.2,0.5769230769230769
397,Callum Hudson-Odoi,Chelsea,23,M,22,852,1,5,1,0,1.0,85.9,0.1,0,6.56,0.5,0.2,0.5,0.0,0.2,0.3,0.0,0,1.2,0.6,0.1,0.8,0.8,18.7,85.9,0.8,1.3,0.0,0.5769230769230769
398,Felipe Anderson,West Ham,31,M,25,1508,1,4,1,0,0.9,78.8,0.2,1,6.96,1.8,0.9,0.7,0.0,0.4,1.4,0.0,0,2.5,1.0,0.1,1.2,1.2,35.8,78.8,0.4,1.7,0.1,0.23076923076923078
399,Robert Snodgrass,West Ham,36,M,24,1513,5,5,4,0,0.9,77.8,0.6,1,6.79,1.2,0.2,0.8,0.0,0.5,1.3,0.0,0,0.8,1.3,0.2,1.0,1.0,21.0,77.8,1.6,0.7,0.0,0.23076923076923078
400,Mark Noble,West Ham,36,M,33,2686,4,3,5,0,0.5,82.8,0.5,1,6.67,1.6,0.6,0.8,0.0,0.3,1.3,0.2,0,0.8,0.9,0.0,0.9,0.9,45.6,82.8,0.4,3.4,0.1,0.23076923076923078
401,Manuel Lanzini,West Ham,31,M,24,1378,0,2,1,0,1.0,86.9,0.3,1,6.55,0.6,0.4,0.3,0.0,0.1,1.3,0.0,0,1.4,1.1,0.2,0.7,0.7,31.5,86.9,0.6,1.0,0.0,0.23076923076923078
402,Pablo Fornals,West Ham,28,M,36,2179,2,5,3,0,1.0,78.8,0.3,1,6.48,1.3,0.7,0.5,0.0,0.2,1.3,0.0,0,0.4,0.4,0.2,0.7,0.7,23.4,78.8,0.3,1.1,0.0,0.23076923076923078
403,Jonjo Shelvey,Newcastle,32,M,26,2124,6,2,3,0,1.7,76.9,0.7,1,6.97,1.1,0.9,0.7,0.0,1.3,1.2,0.2,0,0.6,0.2,0.0,0.4,0.4,40.2,76.9,0.8,5.5,0.1,0.2948717948717949
404,John McGinn,Aston Villa,29,M,28,2318,3,3,3,0,2.0,81.4,0.7,4,7.0,1.9,0.9,1.3,0.0,0.5,1.5,0.0,0,1.9,2.4,0.0,1.8,1.8,25.4,81.4,0.5,2.9,0.0,0.1794871794871795
405,Conor Hourihane,Aston Villa,33,M,27,1539,3,5,4,0,1.1,82.7,0.5,2,6.69,0.6,0.3,0.5,0.0,1.0,0.6,0.1,0,0.1,0.8,0.1,0.3,0.3,22.7,82.7,1.0,0.7,0.0,0.1794871794871795
406,Douglas Luiz,Aston Villa,25,M,36,2608,3,2,8,0,1.1,82.6,0.8,0,6.63,1.3,1.0,1.4,0.0,1.3,1.3,0.4,0,0.9,1.0,0.0,0.6,0.6,33.6,82.6,0.2,2.6,0.0,0.1794871794871795
