,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB,Pts
286,Robert Beric,Saint-Etienne,32,FW,23,1172,9,1,0,0,1.6,68.9,1.3,1,6.74,0.5,0.2,1.4,0.0,0.1,0.4,0.1,0,0.2,1.0,0.2,0.7,0.7,8.5,68.9,0.0,0.0,0.0,0.609375
287,Yaya Sanogo,Toulouse,31,FW,21,1243,3,0,3,0,2.2,63.7,3.1,1,6.53,0.2,0.1,2.0,0.0,0.7,0.1,0.0,0,0.2,1.3,0.2,1.1,1.1,12.2,63.7,0.0,0.1,0.0,0.171875
288,Ludovic Ajorque,Strasbourg,30,FW,25,1536,9,1,5,0,1.8,74.8,4.2,5,6.93,0.7,0.2,1.8,0.0,0.4,0.2,0.0,0,0.4,0.6,0.1,0.9,0.9,18.1,74.8,0.0,0.8,0.0,0.34375
289,Lebo Mothiba,Strasbourg,28,FW,32,1769,9,2,3,0,1.1,78.5,1.2,1,6.55,0.3,0.0,1.5,0.0,0.2,0.3,0.0,0,0.4,0.8,0.3,1.1,1.1,13.3,78.5,0.0,0.3,0.0,0.34375
290,Emiliano Sala,Nantes,33,FW,19,1377,12,2,0,0,1.9,64.2,2.3,2,7.0,0.4,0.1,0.8,0.0,1.1,0.4,0.1,0,0.2,1.8,0.7,1.6,1.6,19.1,64.2,0.1,0.1,0.1,0.328125
291,Kalifa Coulibaly,Nantes,32,FW,32,1751,8,2,5,1,1.8,53.3,4.6,2,6.72,0.5,0.1,1.7,0.0,0.7,0.2,0.0,0,0.6,0.7,0.7,0.8,0.8,13.4,53.3,0.1,0.1,0.0,0.328125
292,Suk Hyun-Jun,Reims,32,FW,22,785,3,0,3,0,1.0,51.9,3.3,0,6.47,0.5,0.1,1.1,0.0,0.2,0.4,0.0,0,0.3,0.7,0.6,0.5,0.5,7.4,51.9,0.1,0.1,0.0,0.4375
293,Andreas Cornelius,Bordeaux,31,FW,20,783,3,1,4,0,1.1,65.7,3.7,0,6.6,0.2,0.1,2.0,0.0,1.1,0.2,0.1,0,0.3,0.9,0.4,1.0,1.0,11.8,65.7,0.0,0.3,0.1,0.21875
294,Malik Tchokounté,Caen,35,FW,29,1468,0,2,3,0,0.8,69.1,3.2,0,6.46,0.7,0.2,1.7,0.0,0.8,0.2,0.0,0,0.5,1.0,0.4,1.1,1.1,15.4,69.1,0.0,0.3,0.0,0.09375
295,Radamel Falcao,Monaco,38,FW,33,2565,15,2,10,0,2.8,77.4,2.8,3,6.85,1.0,0.1,2.1,0.0,0.7,0.6,0.2,0,0.4,1.9,0.4,1.4,1.4,19.8,77.4,0.1,0.4,0.1,0.140625
296,Mauro Icardi,Paris Saint-Germain,31,FW,20,1268,12,2,0,0,1.8,86.4,0.5,0,7.15,0.2,0.1,0.6,0.1,0.6,0.5,0.1,0,0.3,0.5,0.6,0.2,0.2,8.5,86.4,0.1,0.2,0.0,1.0
297,Darío Benedetto,Marseille,33,FW,26,2115,11,0,4,0,2.3,66.3,2.0,4,6.97,0.5,0.1,1.0,0.0,0.8,0.6,0.1,0,0.7,1.1,0.2,1.0,1.0,19.0,66.3,0.0,1.4,0.0,0.7818181818181819
298,Islam Slimani,Monaco,35,FW,18,1286,9,7,4,1,2.9,69.4,2.9,2,7.12,0.4,0.1,2.1,0.0,0.6,0.6,0.0,0,0.4,0.9,0.7,1.7,1.7,28.3,69.4,0.3,0.6,0.2,0.4909090909090909
299,Jhonder Cádiz,Dijon,28,FW,17,793,2,2,3,0,1.8,60.6,2.7,0,6.75,0.9,0.1,0.8,0.0,0.5,0.2,0.1,0,1.1,1.2,0.3,1.2,1.2,10.6,60.6,0.1,0.4,0.1,0.3090909090909091
300,Victor Osimhen,Lille,25,FW,27,2289,13,4,4,0,3.2,61.4,4.4,4,7.14,0.3,0.4,2.1,0.0,1.2,0.4,0.0,0,0.6,1.5,1.2,1.4,1.4,12.7,61.4,0.2,0.1,0.0,0.6545454545454545
301,Kasper Dolberg,Nice,26,FW,23,1895,11,3,2,0,1.8,77.2,0.9,3,6.94,0.4,0.4,1.1,0.0,1.0,0.6,0.1,0,0.6,1.6,0.3,1.2,1.2,12.4,77.2,0.0,0.1,0.0,0.509090909090909
302,Jordan Siebatcheu,Rennes,28,FW,14,437,0,1,3,0,0.7,70.8,1.1,0,6.23,0.5,0.1,0.8,0.0,0.1,0.1,0.0,0,0.4,0.5,0.1,0.7,0.7,6.9,70.8,0.0,0.1,0.0,0.6727272727272727
303,Kévin Denkey,Nimes,23,FW,17,596,3,1,1,0,1.2,66.7,0.9,0,6.32,0.6,0.1,1.4,0.0,0.1,0.2,0.0,0,0.4,0.7,0.1,0.7,0.7,7.9,66.7,0.1,0.2,0.0,0.2545454545454545
304,Josh Maja,Bordeaux,25,FW,21,725,6,2,0,0,0.9,83.3,0.2,1,6.51,0.2,0.0,0.8,0.0,0.1,0.4,0.2,0,0.5,0.5,0.2,0.7,0.7,9.7,83.3,0.0,0.0,0.1,0.43636363636363634
305,Rachid Alioui,Angers,31,FW,28,1565,6,1,1,0,2.1,74.1,1.7,0,6.59,0.3,0.1,0.9,0.0,0.3,0.4,0.0,0,0.6,1.2,0.2,0.6,0.6,16.4,74.1,0.1,0.3,0.0,0.4727272727272727
306,Stéphane Bahoken,Angers,31,FW,20,906,4,0,3,0,1.0,77.8,0.6,0,6.34,0.4,0.1,1.2,0.0,0.1,0.3,0.1,0,0.3,0.6,0.3,1.2,1.2,8.8,77.8,0.2,0.1,0.0,0.4727272727272727
307,Moussa Dembélé,Lyon,27,FW,27,2189,16,2,3,0,2.1,70.1,2.6,1,7.06,0.4,0.2,1.6,0.0,1.1,0.4,0.1,0,0.9,0.9,0.4,2.1,2.1,16.0,70.1,0.0,0.3,0.1,0.4909090909090909
308,Charles Abi,Saint-Etienne,24,FW,15,620,0,0,2,0,0.3,57.5,2.1,0,6.39,0.6,0.3,1.1,0.0,0.3,0.3,0.0,0,0.9,0.7,0.5,0.5,0.5,8.5,57.5,0.1,0.1,0.0,0.3090909090909091
309,Alexandre Mendy,Brest,30,FW,20,897,3,1,3,0,1.5,72.2,1.9,1,6.42,0.3,0.0,1.1,0.0,0.5,0.2,0.1,0,0.4,0.5,0.2,0.5,0.5,7.9,72.2,0.1,0.1,0.0,0.38181818181818183
310,Ludovic Ajorque,Strasbourg,30,FW,26,2068,8,4,3,0,1.9,70.3,4.4,3,7.01,0.6,0.1,1.5,0.1,0.7,0.4,0.0,0,0.3,0.8,0.2,0.6,0.6,19.0,70.3,0.1,0.4,0.0,0.45454545454545453
311,Lebo Mothiba,Strasbourg,28,FW,21,1048,3,3,0,0,1.3,84.8,1.4,1,6.47,0.2,0.1,1.1,0.0,0.0,0.2,0.0,0,0.5,0.3,0.3,0.6,0.6,10.7,84.8,0.1,0.1,0.0,0.45454545454545453
312,Kalifa Coulibaly,Nantes,32,FW,21,1616,4,0,1,0,2.3,55.7,4.9,0,6.8,0.5,0.3,1.6,0.0,1.5,0.1,0.0,0,0.4,0.6,1.1,1.9,1.9,15.5,55.7,0.1,0.0,0.0,0.43636363636363634
313,Yaya Sanogo,Toulouse,31,FW,15,908,3,1,1,0,1.7,65.1,3.7,1,6.61,0.4,0.5,1.9,0.0,0.9,0.1,0.1,0,0.1,1.5,0.3,0.8,0.8,11.5,65.1,0.0,0.1,0.0,0.0
314,Efthymios Koulouris,Toulouse,28,FW,24,1546,4,2,1,0,1.6,73.5,1.5,0,6.56,0.5,0.1,0.6,0.0,0.6,0.4,0.2,0,0.3,0.5,0.2,1.0,1.0,20.1,73.5,0.1,0.3,0.0,0.0
315,Mauro Icardi,Paris Saint-Germain,31,FW,20,1074,7,3,1,0,2.0,79.2,0.8,1,6.83,0.3,0.2,0.5,0.0,0.4,0.5,0.1,0,0.2,0.6,0.3,0.4,0.4,8.9,79.2,0.0,0.2,0.0,0.9838709677419355
316,Petar Skuletic,Montpellier,33,FW,19,220,2,0,0,0,0.6,54.1,1.3,0,6.22,0.2,0.0,0.2,0.0,0.2,0.3,0.1,0,0.1,0.2,0.1,0.3,0.3,3.9,54.1,0.0,0.1,0.0,0.532258064516129
317,Ludovic Ajorque,Strasbourg,30,FW,35,2972,16,4,5,0,2.0,68.3,4.7,4,7.22,0.9,0.3,1.1,0.0,1.5,0.7,0.1,0,0.3,1.3,0.3,0.9,0.9,25.6,68.3,0.1,1.2,0.0,0.3387096774193548
318,Moussa Koné,Nimes,27,FW,33,1762,9,0,2,0,0.9,77.5,0.5,0,6.45,0.4,0.1,0.6,0.0,0.2,0.2,0.0,0,0.8,1.2,0.5,0.9,0.9,8.8,77.5,0.0,0.3,0.0,0.22580645161290322
319,Steve Mounié,Brest,29,FW,35,2696,9,4,6,0,2.3,58.0,7.4,2,7.16,0.4,0.3,1.9,0.0,1.1,0.7,0.1,0,0.4,0.8,0.6,1.1,1.1,20.9,58.0,0.1,0.5,0.0,0.3225806451612903
320,Stéphane Bahoken,Angers,31,FW,30,1619,6,2,4,0,2.0,74.8,0.9,2,6.45,0.3,0.3,1.0,0.0,0.3,0.3,0.0,0,0.5,1.0,0.6,1.1,1.1,10.3,74.8,0.0,0.1,0.0,0.3709677419354839
321,Kasper Dolberg,Nice,26,FW,25,1931,6,2,2,0,1.5,81.5,0.9,1,6.57,0.2,0.2,0.8,0.0,0.8,0.4,0.1,0,0.4,2.0,0.2,1.2,1.2,12.3,81.5,0.0,0.2,0.0,0.5
322,Renaud Emond,Nantes,32,FW,22,340,2,0,1,0,0.4,68.3,0.8,0,6.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.6,0.0,0.1,0.1,3.7,68.3,0.0,0.1,0.0,0.3064516129032258
323,Charles Abi,Saint-Etienne,24,FW,24,907,3,2,1,0,0.8,64.3,1.5,0,6.29,0.3,0.2,0.8,0.0,0.2,0.4,0.1,0,0.5,0.3,0.3,0.8,0.8,8.3,64.3,0.0,0.3,0.0,0.4032258064516129
324,Darío Benedetto,Marseille,33,FW,32,1584,5,3,1,2,1.2,68.5,0.9,1,6.33,0.2,0.1,0.6,0.0,0.5,0.3,0.1,0,0.3,0.6,0.4,0.7,0.7,10.9,68.5,0.0,0.5,0.0,0.6290322580645161
325,Arnaud Kalimuendo,Lens,22,FW,28,1218,7,3,0,0,1.1,80.5,0.1,0,6.56,0.3,0.1,0.6,0.0,0.1,0.2,0.0,0,0.8,0.9,0.0,1.1,1.1,9.5,80.5,0.2,0.1,0.0,0.5806451612903226
326,Simon Banza,Lens,27,FW,34,1366,5,2,4,1,1.0,73.4,1.7,2,6.42,0.4,0.2,0.9,0.0,0.4,0.4,0.0,0,0.3,1.0,0.3,0.6,0.6,9.1,73.4,0.1,0.2,0.0,0.5806451612903226
327,Amadou Traoré,Bordeaux,22,FW,19,286,0,1,0,0,0.2,79.7,0.1,0,6.13,0.3,0.1,0.3,0.0,0.1,0.4,0.0,0,0.5,0.5,0.0,0.7,0.7,3.9,79.7,0.2,0.0,0.0,0.3870967741935484
328,El Bilal Touré,Reims,22,FW,33,1239,4,1,4,0,0.6,71.6,2.1,1,6.38,0.7,0.2,1.3,0.0,0.3,0.3,0.1,0,0.3,0.4,0.3,0.3,0.3,8.6,71.6,0.0,0.0,0.0,0.3387096774193548
329,Kaj Sierhuis,Reims,26,FW,24,642,0,1,2,0,0.6,63.5,0.5,0,6.2,0.3,0.1,0.7,0.0,0.2,0.3,0.0,0,0.4,0.2,0.0,0.6,0.6,6.5,63.5,0.1,0.3,0.0,0.3387096774193548
330,Pierre-Yves Hamel,Lorient,30,FW,23,843,4,2,5,0,1.0,63.7,1.5,0,6.37,0.7,0.4,1.0,0.0,0.3,0.2,0.0,0,0.1,0.3,0.1,0.8,0.8,8.3,63.7,0.0,0.1,0.0,0.3387096774193548
331,Adrian Grbic,Lorient,27,FW,33,946,4,0,2,0,1.0,61.5,0.9,0,6.25,0.2,0.2,0.7,0.0,0.2,0.2,0.0,0,0.1,0.5,0.0,0.3,0.3,6.2,61.5,0.0,0.0,0.0,0.3387096774193548
332,Mauro Icardi,Paris Saint-Germain,31,FW,24,1019,4,0,1,0,1.2,80.5,0.2,0,6.35,0.2,0.2,0.6,0.0,0.5,0.2,0.0,0,0.1,0.3,0.4,0.4,0.4,6.2,80.5,0.0,0.0,0.0,1.0
333,Nicholas Gioacchini,Montpellier,23,FW,28,476,0,2,0,0,0.4,63.8,0.7,0,6.16,0.3,0.1,0.1,0.0,0.1,0.2,0.0,0,0.2,0.6,0.1,0.4,0.4,4.9,63.8,0.1,0.1,0.0,0.21818181818181817
334,Béni Makouana,Montpellier,21,FW,23,305,0,0,4,0,0.3,74.3,0.0,0,5.98,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0,0.1,0.0,0.1,0.3,0.3,3.0,74.3,0.0,0.0,0.0,0.21818181818181817
335,Myron Boadu,Monaco,23,FW,31,945,4,1,0,0,0.7,76.6,0.5,1,6.22,0.3,0.1,0.5,0.0,0.0,0.1,0.0,0,0.3,0.4,0.4,0.4,0.4,5.4,76.6,0.0,0.0,0.0,0.6909090909090909
336,Stéphane Bahoken,Angers,31,FW,29,1096,3,1,0,0,0.8,74.8,0.8,0,6.33,0.4,0.1,0.8,0.0,0.1,0.3,0.0,0,0.2,0.5,0.1,0.6,0.6,7.1,74.8,0.0,0.2,0.0,0.18181818181818182
337,Moussa Dembélé,Lyon,27,FW,30,2209,21,4,6,0,2.9,66.1,2.0,4,7.21,0.6,0.3,1.0,0.0,1.0,0.3,0.0,0,0.8,0.6,0.3,1.5,1.5,14.4,66.1,0.0,0.1,0.0,0.5636363636363636
338,Arnaud Kalimuendo,Lens,22,FW,32,2165,12,0,1,1,1.9,86.3,0.1,1,6.69,0.3,0.3,0.4,0.0,0.0,0.2,0.0,0,0.8,1.0,0.4,1.9,1.9,14.4,86.3,0.1,0.2,0.1,0.5636363636363636
339,Steve Mounié,Brest,29,FW,35,2313,9,2,2,0,2.1,60.2,6.4,1,6.89,0.5,0.2,1.2,0.0,0.3,0.7,0.0,0,0.2,0.8,0.3,0.6,0.6,20.3,60.2,0.1,0.3,0.0,0.3090909090909091
340,Kalifa Coulibaly,Nantes,32,FW,21,848,5,0,1,0,1.2,60.0,3.7,1,6.69,0.2,0.0,0.5,0.0,0.5,0.2,0.1,0,0.3,0.4,0.3,0.4,0.4,8.8,60.0,0.0,0.1,0.0,0.43636363636363634
341,Willem Geubbels,Nantes,22,FW,22,532,2,1,1,0,0.5,73.1,0.5,0,6.15,0.4,0.3,0.5,0.0,0.2,0.3,0.0,0,0.1,0.2,0.2,0.3,0.3,5.9,73.1,0.0,0.1,0.0,0.43636363636363634
342,Kasper Dolberg,Nice,26,FW,27,1503,6,2,1,0,1.5,71.0,0.8,1,6.57,0.3,0.2,1.1,0.0,0.6,0.2,0.0,0,0.4,1.1,0.1,0.7,0.7,8.8,71.0,0.1,0.1,0.0,0.6363636363636364
343,Ludovic Ajorque,Strasbourg,30,FW,36,2743,12,8,5,1,1.6,72.9,3.5,4,7.05,1.0,0.2,1.1,0.0,0.9,0.9,0.1,1,0.4,1.0,0.4,1.0,1.0,24.6,72.9,0.2,0.7,0.1,0.5818181818181818
344,Yoann Touzghar,Troyes,37,FW,28,1462,4,0,0,0,1.0,80.3,0.9,0,6.35,0.2,0.1,0.3,0.0,0.3,0.1,0.0,0,0.2,0.7,0.3,0.4,0.4,10.5,80.3,0.0,0.2,0.0,0.12727272727272726
345,Hugo Ekitike,Reims,21,FW,24,1275,10,3,1,1,1.3,71.1,1.1,3,6.83,0.8,0.3,0.8,0.0,0.5,0.3,0.1,0,1.0,1.3,0.5,0.9,0.9,16.2,71.1,0.0,0.3,0.0,0.2727272727272727
346,El Bilal Touré,Reims,22,FW,21,1201,2,4,2,0,1.6,74.4,2.8,1,6.63,0.6,0.3,1.0,0.0,0.8,0.2,0.1,0,0.4,0.7,0.3,0.6,0.6,15.4,74.4,0.0,0.1,0.0,0.2727272727272727
347,Sambou Soumano,Lorient,23,FW,21,435,3,0,1,0,0.9,60.2,0.9,0,6.23,0.2,0.0,0.6,0.0,0.3,0.0,0.0,0,0.5,0.5,0.3,0.6,0.6,4.2,60.2,0.0,0.0,0.0,0.09090909090909091
348,Mohamed Bayo,Clermont Foot,25,FW,32,2426,14,5,1,0,2.1,73.1,1.4,4,6.83,0.4,0.2,0.6,0.0,0.4,0.7,0.0,0,0.9,0.2,0.4,1.2,1.2,16.4,73.1,0.2,0.3,0.1,0.09090909090909091
349,Sékou Mara,Bordeaux,21,FW,26,898,6,0,2,0,1.5,67.9,1.2,2,6.42,0.3,0.1,0.8,0.0,0.2,0.3,0.0,0,0.4,0.9,0.1,0.6,0.6,7.2,67.9,0.0,0.2,0.0,0.0
350,Hugo Ekitike,Paris Saint-Germain,21,FW,25,1155,3,4,0,0,1.4,82.6,0.3,0,6.59,0.5,0.4,0.6,0.0,0.1,0.3,0.0,0,0.6,0.5,0.3,0.7,0.7,13.1,82.6,0.0,0.2,0.0,1.0
351,Moussa Dembélé,Lyon,27,FW,23,866,3,0,1,0,1.2,72.9,1.3,0,6.32,0.3,0.1,0.7,0.0,0.3,0.1,0.0,0,0.2,0.1,0.3,0.7,0.7,8.2,72.9,0.0,0.1,0.0,0.6567164179104478
352,Mohamed Bayo,Lille,25,FW,27,640,4,1,1,0,0.8,63.8,0.5,0,6.29,0.1,0.0,0.5,0.0,0.0,0.4,0.0,0,0.4,0.1,0.2,0.5,0.5,4.7,63.8,0.0,0.1,0.0,0.7313432835820896
353,Ibrahima Koné,Lorient,24,FW,37,1569,7,1,3,0,0.8,66.9,1.5,0,6.46,0.6,0.1,0.8,0.0,0.5,0.2,0.0,0,0.4,0.6,0.4,0.7,0.7,9.6,66.9,0.0,0.1,0.0,0.5522388059701493
354,Arnaud Kalimuendo,Rennes,22,FW,30,1862,7,3,0,0,1.4,84.4,0.4,1,6.62,0.5,0.1,0.5,0.0,0.3,0.5,0.1,0,0.8,0.8,0.2,1.2,1.2,14.1,84.4,0.0,0.1,0.0,0.746268656716418
355,Loïs Openda,Lens,24,FW,38,2529,21,4,2,0,2.7,71.2,0.3,6,6.99,0.3,0.1,1.1,0.0,0.2,0.3,0.0,0,0.5,1.2,0.6,0.6,0.6,10.6,71.2,0.1,0.2,0.1,0.9850746268656716
356,Eliesse Ben Seghir,Monaco,19,FW,19,1060,4,1,1,0,1.1,79.6,0.5,1,6.64,0.9,0.2,0.9,0.0,0.0,0.4,0.1,0,0.7,1.8,0.2,1.2,1.2,22.5,79.6,0.0,0.5,0.1,0.7014925373134329
357,Mostafa Mohamed,Nantes,26,FW,36,1936,8,2,1,0,1.6,62.6,2.1,1,6.64,0.5,0.3,1.2,0.0,0.9,0.3,0.0,0,0.6,0.8,0.4,0.6,0.6,9.4,62.6,0.0,0.2,0.0,0.26865671641791045
358,Thijs Dallinga,Toulouse,23,FW,36,2363,12,1,4,0,1.7,65.0,1.6,1,6.65,0.2,0.1,1.0,0.0,0.6,0.3,0.1,0,0.3,0.5,0.6,0.5,0.5,13.9,65.0,0.0,0.3,0.0,0.44776119402985076
359,Ado Onaiwu,Toulouse,28,FW,34,1073,2,1,0,0,0.6,76.2,1.1,0,6.22,0.3,0.1,0.4,0.0,0.1,0.2,0.0,0,0.2,0.4,0.1,0.8,0.8,9.6,76.2,0.0,0.1,0.1,0.44776119402985076
360,Lebo Mothiba,Strasbourg,28,FW,19,428,3,0,0,0,0.5,79.6,0.5,0,6.22,0.1,0.0,0.6,0.0,0.2,0.1,0.1,0,0.2,0.6,0.0,0.4,0.4,4.9,79.6,0.0,0.0,0.0,0.3283582089552239
361,Steve Mounié,Brest,29,FW,23,1662,6,0,2,0,2.6,56.2,6.6,2,7.07,0.6,0.1,1.6,0.0,0.9,0.4,0.3,0,0.4,1.1,0.4,1.2,1.2,19.3,56.2,0.0,0.1,0.0,0.3880597014925373
362,Amine Salama,Angers,23,FW,25,1245,3,1,1,0,1.0,75.9,0.3,0,6.35,0.4,0.4,0.3,0.0,0.1,0.4,0.1,0,0.9,0.4,0.2,0.8,0.8,12.3,75.9,0.1,0.1,0.0,0.0
363,Folarin Balogun,Reims,22,FW,37,3013,21,2,5,0,3.5,72.5,0.4,4,6.9,0.2,0.1,1.0,0.0,0.4,0.5,0.0,0,0.9,1.5,0.8,2.0,2.0,14.8,72.5,0.2,0.3,0.0,0.4925373134328358
364,Grejohn Kyei,Clermont Foot,28,FW,37,2244,10,3,3,0,1.6,72.4,1.3,5,6.65,0.4,0.2,1.6,0.0,0.6,0.2,0.1,0,1.1,1.1,0.4,1.3,1.3,13.9,72.4,0.1,0.5,0.0,0.6119402985074627
365,Komnen Andric,Clermont Foot,28,FW,34,1442,4,3,4,0,0.9,75.3,1.3,0,6.34,0.4,0.2,0.5,0.0,0.4,0.4,0.0,0,0.2,1.2,0.2,0.9,0.9,12.5,75.3,0.0,0.5,0.0,0.6119402985074627
366,Iké Ugbo,Troyes,25,FW,25,889,2,1,0,0,0.6,70.6,0.4,0,6.2,0.2,0.1,0.5,0.0,0.2,0.3,0.1,0,0.2,0.4,0.2,0.3,0.3,5.4,70.6,0.0,0.0,0.0,0.08955223880597014
367,Matthis Abline,Auxerre,21,FW,19,803,2,1,1,0,1.4,69.4,0.6,0,6.23,0.2,0.1,0.7,0.0,0.1,0.3,0.1,0,0.6,0.5,0.3,0.9,0.9,5.2,69.4,0.1,0.1,0.0,0.2537313432835821
368,Mounaïm El Idrissy,AC Ajaccio,25,FW,32,2509,6,0,10,0,1.6,69.0,3.7,2,6.56,1.0,0.4,2.5,0.0,0.6,0.8,0.0,0,0.3,2.5,0.7,1.1,1.1,18.6,69.0,0.0,0.3,0.0,0.11940298507462686
369,Duván Zapata,Atalanta,33,FW,37,2900,23,7,5,0,3.2,79.0,1.8,4,7.32,0.2,0.1,1.6,0.0,0.6,0.2,0.2,0,1.1,2.2,0.8,2.5,2.5,18.8,79.0,0.1,0.5,0.1,0.7123287671232876
370,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.8,0.6,1.2,1.2,15.7,73.2,0.0,0.7,0.1,0.6986301369863014
371,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.8,0.6,1.2,1.2,13.6,77.0,0.1,0.3,0.0,0.6986301369863014
372,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.2,0.7,1.3,1.3,15.7,73.2,0.0,0.7,0.1,0.6986301369863014
373,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.2,0.7,1.3,1.3,13.6,77.0,0.1,0.3,0.0,0.6986301369863014
374,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.8,0.6,1.2,1.2,15.7,73.2,0.0,0.7,0.1,0.6986301369863014
375,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.8,0.6,1.2,1.2,13.6,77.0,0.1,0.3,0.0,0.6986301369863014
376,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.2,0.7,1.3,1.3,15.7,73.2,0.0,0.7,0.1,0.6986301369863014
377,Krzysztof Piatek,AC Milan,28,FW,18,1379,9,0,0,0,2.3,77.0,1.6,1,6.99,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.2,0.7,1.3,1.3,13.6,77.0,0.1,0.3,0.0,0.6986301369863014
378,Patrick Cutrone,AC Milan,26,FW,34,1438,3,2,2,0,1.0,74.3,0.5,0,6.31,0.3,0.2,0.8,0.0,0.4,0.4,0.1,0,0.1,0.6,0.4,0.8,0.8,9.3,74.3,0.1,0.1,0.0,0.6986301369863014
379,Leonardo Pavoletti,Cagliari,35,FW,32,2738,16,1,6,0,2.6,69.0,7.4,9,7.32,1.0,0.2,2.5,0.1,0.8,0.3,0.1,0,0.3,1.1,0.7,1.0,1.0,26.3,69.0,0.0,0.4,0.0,0.3287671232876712
380,Edin Dzeko,Roma,38,FW,33,2576,9,6,9,0,4.0,70.9,4.0,6,7.24,0.4,0.0,0.9,0.0,1.1,0.4,0.0,0,1.0,1.1,0.4,1.5,1.5,21.4,70.9,0.2,1.4,0.1,0.6712328767123288
381,Andrea Belotti,Torino,30,FW,37,3301,15,3,5,0,3.4,64.8,4.1,6,7.23,0.9,0.4,1.9,0.1,0.6,0.6,0.1,0,1.0,3.0,0.8,2.1,2.1,19.8,64.8,0.1,0.6,0.1,0.6301369863013698
382,Simone Zaza,Torino,32,FW,29,1424,4,3,8,1,1.9,67.2,1.9,0,6.48,0.7,0.1,1.6,0.0,0.3,0.2,0.0,0,0.1,0.9,0.5,1.0,1.0,9.4,67.2,0.0,0.2,0.0,0.6301369863013698
383,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.8,0.6,1.2,1.2,15.7,73.2,0.0,0.7,0.1,0.2876712328767123
384,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.8,0.6,1.2,1.2,13.6,77.0,0.1,0.3,0.0,0.2876712328767123
385,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.2,0.7,1.3,1.3,15.7,73.2,0.0,0.7,0.1,0.2876712328767123
386,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.5,0.2,1.6,0.1,1.1,0.7,0.2,0,0.4,1.2,0.7,1.3,1.3,13.6,77.0,0.1,0.3,0.0,0.2876712328767123
387,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.8,0.6,1.2,1.2,15.7,73.2,0.0,0.7,0.1,0.2876712328767123
388,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.8,0.6,1.2,1.2,13.6,77.0,0.1,0.3,0.0,0.2876712328767123
389,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.2,0.7,1.3,1.3,15.7,73.2,0.0,0.7,0.1,0.2876712328767123
390,Krzysztof Piatek,Genoa,28,FW,19,1594,13,0,5,0,4.1,73.2,2.3,2,7.2,0.4,0.1,1.6,0.0,0.8,0.4,0.1,0,0.4,1.2,0.7,1.3,1.3,13.6,77.0,0.1,0.3,0.0,0.2876712328767123
