,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
264,Cédric Hountondji,614,Angers,29,D,35(1),3097,0,0.1,39.9,86.8,0.0,2.2,0.0,6.37,0,7,0,0.3,1.8,0,0.0,0.3,0.0,0.1,0.2,1.4,1.6,1.2,0.6,3.5,0.3,0.6,2
265,Pierrick Capelle,614,Angers,36,D,15(11),1424,3,0.5,24.9,86.6,0.5,1.0,0.0,6.36,0,8,0,0.6,0.5,0,0.5,0.2,0.0,0.8,1.3,1.4,0.6,1.2,0.0,0.8,1.3,0.1,0
266,Ismaël Diallo,610,AC Ajaccio,26,D,25(3),2183,0,0.3,30.6,76.0,0.2,2.4,0.1,6.36,0,9,1,0.1,0.9,0,0.5,1.2,0.0,0.4,1.3,1.6,1.1,1.5,0.1,1.5,1.0,0.4,0
267,Batista Mendy,614,Angers,23,D,35,2871,0,0.5,40.5,86.7,0.1,1.9,0.1,6.35,0,6,1,0.4,0.8,0,1.1,1.2,0.0,0.8,0.7,2.0,0.6,1.9,0.0,0.7,0.5,0.2,0
270,Mickaël Alphonse,610,AC Ajaccio,33,D,14(12),1357,0,0.4,19.5,71.1,0.2,1.0,0.0,6.35,0,2,1,0.4,1.2,1,0.4,0.6,0.0,0.5,0.6,1.3,1.3,0.7,0.2,1.5,0.5,0.2,1
271,Moussa Diarra,246,Toulouse,22,D,12(11),1222,1,0.3,24.3,83.9,0.2,0.8,0.0,6.35,0,0,0,0.0,0.7,0,0.4,0.7,0.0,0.2,1.0,0.9,0.8,0.8,0.1,1.1,0.3,0.4,0
274,Ruben Aguilar,248,Monaco,30,D,14(6),1176,0,0.2,33.8,84.4,0.3,0.9,0.0,6.34,0,3,0,0.2,0.6,0,0.4,0.7,0.1,0.2,0.7,1.0,0.9,0.8,0.0,1.3,0.7,0.1,0
275,Maxime Busi,950,Reims,23,D,11(10),1041,1,0.3,22.9,75.3,0.4,1.4,0.0,6.34,0,4,0,0.1,0.7,1,0.3,0.3,0.0,0.2,0.8,1.0,0.7,0.9,0.2,1.0,0.8,0.3,0
278,Erik Palmer-Brown,229,Troyes,26,D,36(2),3194,0,0.2,37.5,84.7,0.0,1.9,0.0,6.34,0,5,0,0.3,1.5,0,0.2,0.3,0.0,0.4,0.3,1.1,0.7,0.8,0.5,4.1,0.4,0.8,1
279,Florent Ogier,941,Clermont Foot,34,D,18(8),1695,1,0.2,34.4,79.4,0.0,2.6,0.0,6.33,0,4,0,0.1,1.1,0,0.2,0.3,0.0,0.0,0.3,1.3,0.7,0.6,0.3,2.3,0.7,0.5,0
284,Enzo Tchato Mbiayi,311,Montpellier,20,D,11(10),1094,1,0.2,20.0,76.4,0.4,0.4,0.0,6.32,1,1,0,0.2,0.8,0,0.2,0.3,0.1,0.3,0.7,1.2,0.3,0.6,0.1,1.4,0.4,0.1,0
289,Clément Vidal,610,AC Ajaccio,23,D,21(5),1901,0,0.0,29.5,77.4,0.0,2.8,0.0,6.29,1,5,1,0.5,2.0,1,0.0,0.7,0.0,0.2,0.2,1.0,1.0,0.8,0.3,2.7,0.8,0.6,0
294,Ismail Jakobs,248,Monaco,23,D,9(23),1102,2,0.4,16.1,69.1,0.4,0.2,0.0,6.27,0,3,0,0.4,1.6,0,0.2,0.3,0.0,0.2,0.5,0.3,0.3,0.4,0.1,0.5,0.2,0.0,0
296,Sada Thioub,614,Angers,28,D,11(16),1056,2,0.6,16.9,82.5,0.6,0.3,0.0,6.26,1,3,0,0.3,0.2,0,0.6,0.2,0.0,0.7,0.6,0.7,0.3,0.5,0.0,0.1,0.3,0.0,0
297,Andreas Bruus,229,Troyes,24,D,18(9),1626,2,0.8,17.4,72.3,0.6,0.6,0.0,6.26,0,2,0,0.4,0.1,0,0.6,0.3,0.1,0.1,0.9,0.4,0.6,0.4,0.0,0.8,0.4,0.1,0
299,Sébastien Corchia,302,Nantes,32,D,6(16),775,1,0.2,12.2,76.9,0.4,0.6,0.0,6.26,0,3,0,0.2,0.5,0,0.1,0.8,0.0,0.3,0.6,0.7,0.6,0.7,0.0,0.7,0.5,0.1,0
307,Abdoulaye Bamba,614,Angers,33,D,12(9),1359,0,0.2,30.9,88.9,0.1,1.2,0.0,6.2,0,2,0,0.0,0.8,0,0.2,0.6,0.2,0.2,0.4,1.0,0.9,0.5,0.3,1.7,0.1,0.1,0
309,Cédric Avinel,610,AC Ajaccio,36,D,19(5),1791,0,0.0,29.8,85.0,0.0,1.6,0.0,6.18,1,2,1,0.1,1.6,1,0.0,0.1,0.0,0.0,0.1,0.5,0.6,0.5,0.4,3.7,0.2,0.5,0
